	gene_id_NPS-426_
A1BG	0
A1BG_AS1	0
A1CF	1
A2M	1
A2M_AS1	0
A2ML1	1
A2MP1	0
A3GALT2	0
A4GALT	1
A4GNT	0
AA06	0
AAAS	0
AACS	3
AACSP1	0
AADAC	1
AADACL2	1
AADACL2_AS1	1
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	2
AAGAB	2
AAK1	17
AAMDC	1
AAMP	26
AANAT	0
AAR2	2
AARD	0
AARS	10
AARS2	2
AARSD1	0
AASDH	3
AASDHPPT	3
AASS	0
AATBC	0
AATF	38
AATK	1
AATK_AS1	0
ABALON	1
ABAT	0
ABCA1	5
ABCA10	0
ABCA11P	1
ABCA12	4
ABCA13	159
ABCA17P	0
ABCA2	8
ABCA3	0
ABCA4	2
ABCA5	15
ABCA6	1
ABCA7	10
ABCA8	0
ABCA9	4
ABCA9_AS1	0
ABCB1	0
ABCB10	2
ABCB11	0
ABCB4	3
ABCB5	0
ABCB6	0
ABCB7	1
ABCB8	2
ABCB9	0
ABCC1	13
ABCC10	3
ABCC11	1
ABCC12	0
ABCC13	0
ABCC2	0
ABCC3	1
ABCC4	2
ABCC5	17
ABCC5_AS1	0
ABCC6	2
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	2
ABCD2	2
ABCD3	27
ABCD4	6
ABCE1	2
ABCF1	38
ABCF2	2
ABCF3	3
ABCG1	11
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	3
ABHD11	0
ABHD11_AS1	2
ABHD12	2
ABHD12B	3
ABHD13	5
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	4
ABHD15	3
ABHD16A	3
ABHD16B	1
ABHD17A	1
ABHD17B	5
ABHD17C	2
ABHD2	31
ABHD3	0
ABHD4	1
ABHD5	4
ABHD6	2
ABHD8	2
ABI1	22
ABI2	18
ABI3	2
ABI3BP	0
ABL1	4
ABL2	7
ABLIM1	27
ABLIM2	1
ABLIM3	0
ABO	3
ABR	26
ABRA	0
ABRACL	1
ABT1	9
ABTB1	1
ABTB2	0
ACAA1	6
ACAA2	0
ACACA	10
ACACB	10
ACAD10	5
ACAD11	3
ACAD8	7
ACAD9	4
ACADL	2
ACADM	8
ACADS	2
ACADSB	2
ACADVL	26
ACAN	0
ACAP1	4
ACAP2	13
ACAP3	5
ACAT1	10
ACAT2	0
ACBD3	67
ACBD4	2
ACBD5	8
ACBD6	4
ACBD7	0
ACCS	3
ACCSL	0
ACD	0
ACE	1
ACE2	0
ACER1	0
ACER2	0
ACER3	0
ACHE	0
ACIN1	128
ACKR1	0
ACKR2	0
ACKR3	1
ACKR4	2
ACLY	10
ACMSD	0
ACO1	0
ACO2	5
ACOT1	0
ACOT11	10
ACOT12	0
ACOT13	7
ACOT2	2
ACOT4	0
ACOT6	0
ACOT7	0
ACOT8	0
ACOT9	2
ACOX1	6
ACOX2	6
ACOX3	11
ACOXL	1
ACP1	3
ACP2	3
ACP5	0
ACP6	2
ACPP	0
ACPT	0
ACR	0
ACRBP	3
ACRC	1
ACRV1	0
ACSBG1	1
ACSBG2	0
ACSF2	5
ACSF3	0
ACSL1	5
ACSL3	7
ACSL4	3
ACSL5	4
ACSL6	0
ACSM1	1
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	3
ACSS1	4
ACSS2	1
ACSS3	2
ACTA1	0
ACTA2	1
ACTA2_AS1	0
ACTB	128
ACTBL2	0
ACTC1	0
ACTG1	93
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	2
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	7
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	66
ACTR10	3
ACTR1A	2
ACTR1B	8
ACTR2	25
ACTR3	16
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1
ACTR5	1
ACTR6	5
ACTR8	6
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	2
ACVR1B	4
ACVR1C	87
ACVR2A	2
ACVR2B	1
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	3
ACYP1	11
ACYP2	0
ADA	1
ADAD1	0
ADAD2	1
ADAL	2
ADAM10	10
ADAM11	0
ADAM12	10
ADAM15	3
ADAM17	4
ADAM18	0
ADAM19	2
ADAM1A	4
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	0
ADAM23	2
ADAM28	30
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	0
ADAM9	11
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	0
ADAMTS12	1
ADAMTS13	0
ADAMTS14	0
ADAMTS15	0
ADAMTS16	1
ADAMTS17	0
ADAMTS18	2
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	1
ADAMTS4	0
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	6
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	1
ADAMTSL4_AS1	1
ADAMTSL5	0
ADAP1	3
ADAP2	0
ADAR	31
ADARB1	1
ADARB2	14
ADARB2_AS1	0
ADAT1	3
ADAT2	0
ADAT3	0
ADCK1	0
ADCK2	14
ADCK3	3
ADCK4	10
ADCK5	1
ADCY1	0
ADCY10	0
ADCY10P1	4
ADCY2	4
ADCY3	0
ADCY4	3
ADCY5	3
ADCY6	6
ADCY7	0
ADCY8	5
ADCY9	15
ADCYAP1	0
ADCYAP1R1	0
ADD1	32
ADD2	0
ADD3	14
ADD3_AS1	0
ADGB	50
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	1
ADGRA3	1
ADGRB1	0
ADGRB2	1
ADGRB3	0
ADGRD1	0
ADGRE1	0
ADGRE2	2
ADGRE3	0
ADGRE4P	0
ADGRE5	18
ADGRF1	5
ADGRF2	0
ADGRF3	1
ADGRF4	0
ADGRF5	1
ADGRG1	5
ADGRG2	0
ADGRG3	0
ADGRG4	0
ADGRG5	0
ADGRG6	1
ADGRG7	0
ADGRL1	2
ADGRL2	1
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	16
ADH1A	0
ADH1B	0
ADH1C	15
ADH4	0
ADH5	7
ADH6	2
ADH7	12
ADHFE1	0
ADI1	4
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	16
ADIPOR2	5
ADIRF	1
ADK	1
ADM	2
ADM2	0
ADM5	2
ADNP	11
ADNP_AS1	2
ADNP2	0
ADO	1
ADORA1	1
ADORA2A	0
ADORA2A_AS1	0
ADORA2B	0
ADORA3	0
ADPGK	0
ADPGK_AS1	1
ADPRH	0
ADPRHL1	0
ADPRHL2	8
ADPRM	0
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	5
ADRB2	1
ADRB3	0
ADRBK1	10
ADRBK2	1
ADRM1	13
ADSL	10
ADSS	20
ADSSL1	1
ADTRP	0
AEBP1	0
AEBP2	40
AEN	1
AES	25
AFAP1	18
AFAP1_AS1	0
AFAP1L1	3
AFAP1L2	2
AFF1	26
AFF2	0
AFF3	0
AFF4	18
AFG3L1P	1
AFG3L2	5
AFM	0
AFMID	9
AFP	0
AFTPH	3
AGA	1
AGAP1	8
AGAP1_IT1	0
AGAP11	0
AGAP2	2
AGAP2_AS1	0
AGAP3	6
AGAP4	1
AGAP5	1
AGAP6	3
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	0
AGBL2	29
AGBL3	1
AGBL4	4
AGBL4_IT1	1
AGBL5	12
AGBL5_AS1	0
AGER	3
AGFG1	5
AGFG2	4
AGGF1	8
AGK	5
AGL	2
AGMAT	0
AGMO	0
AGO1	8
AGO2	8
AGO3	0
AGO4	1
AGPAT1	1
AGPAT2	5
AGPAT3	12
AGPAT4	1
AGPAT4_IT1	1
AGPAT5	0
AGPS	2
AGR2	18
AGR3	7
AGRN	23
AGRP	0
AGT	0
AGTPBP1	2
AGTR1	0
AGTR2	0
AGTRAP	3
AGXT	0
AGXT2	0
AHCTF1	0
AHCTF1P1	0
AHCY	5
AHCYL1	25
AHCYL2	11
AHDC1	10
AHI1	14
AHNAK	238
AHNAK2	16
AHR	16
AHRR	0
AHSA1	28
AHSA2	45
AHSG	0
AHSP	0
AICDA	0
AIDA	0
AIF1	1
AIF1L	1
AIFM1	4
AIFM2	2
AIFM3	0
AIG1	1
AIM1	12
AIM1L	1
AIM2	0
AIMP1	12
AIMP2	0
AIP	4
AIPL1	0
AIRE	0
AIRN	0
AJAP1	4
AJUBA	4
AK1	24
AK2	6
AK3	5
AK4	0
AK5	0
AK6	2
AK7	67
AK8	3
AK9	184
AKAP1	6
AKAP10	2
AKAP11	10
AKAP12	4
AKAP13	57
AKAP14	18
AKAP17A	22
AKAP2	0
AKAP3	1
AKAP4	0
AKAP5	0
AKAP6	15
AKAP7	3
AKAP8	30
AKAP8L	92
AKAP9	170
AKIP1	2
AKIRIN1	3
AKIRIN2	0
AKNA	31
AKNAD1	0
AKR1A1	5
AKR1B1	0
AKR1B10	5
AKR1B15	0
AKR1C1	0
AKR1C2	1
AKR1C3	3
AKR1C4	1
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	0
AKR7A2P1	0
AKR7A3	0
AKR7L	1
AKT1	7
AKT1S1	2
AKT2	4
AKT3	1
AKTIP	1
ALAD	4
ALAS1	7
ALAS2	0
ALB	0
ALCAM	80
ALDH16A1	2
ALDH18A1	6
ALDH1A1	118
ALDH1A2	0
ALDH1A3	6
ALDH1B1	0
ALDH1L1	6
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	1
ALDH2	8
ALDH3A1	26
ALDH3A2	17
ALDH3B1	57
ALDH3B2	3
ALDH4A1	4
ALDH5A1	1
ALDH6A1	4
ALDH7A1	9
ALDH8A1	0
ALDH9A1	12
ALDOA	54
ALDOB	0
ALDOC	0
ALG1	3
ALG10	1
ALG10B	0
ALG11	0
ALG12	4
ALG13	8
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	0
ALG3	2
ALG5	1
ALG6	0
ALG8	0
ALG9	0
ALK	0
ALKBH1	0
ALKBH2	0
ALKBH3	2
ALKBH3_AS1	0
ALKBH4	1
ALKBH5	13
ALKBH6	1
ALKBH7	0
ALKBH8	1
ALLC	0
ALMS1	37
ALMS1_IT1	0
ALMS1P	1
ALOX12	0
ALOX12_AS1	0
ALOX12B	0
ALOX12P2	6
ALOX15	242
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	1
ALOXE3	0
ALPI	0
ALPK1	2
ALPK2	0
ALPK3	1
ALPL	6
ALPP	0
ALPPL2	0
ALS2	7
ALS2CL	10
ALS2CR11	0
ALS2CR12	19
ALX1	0
ALX3	0
ALX4	0
ALYREF	5
AMACR	2
AMBN	0
AMBP	2
AMBRA1	11
AMD1	1
AMDHD1	0
AMDHD2	0
AMELX	0
AMELY	0
AMER1	3
AMER2	0
AMER3	0
AMFR	8
AMH	0
AMHR2	0
AMICA1	1
AMIGO1	0
AMIGO2	0
AMIGO3	1
AMMECR1	4
AMMECR1L	2
AMN	0
AMN1	1
AMOT	11
AMOTL1	3
AMOTL2	6
AMPD1	0
AMPD2	1
AMPD3	20
AMPH	1
AMT	1
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	3
AMZ1	0
AMZ2	16
AMZ2P1	5
ANAPC1	2
ANAPC10	0
ANAPC11	7
ANAPC13	1
ANAPC15	0
ANAPC16	13
ANAPC1P1	0
ANAPC2	2
ANAPC4	0
ANAPC5	8
ANAPC7	3
ANG	0
ANGEL1	1
ANGEL2	5
ANGPT1	0
ANGPT2	0
ANGPT4	0
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0
ANGPTL5	1
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	0
ANK2	0
ANK3	46
ANKAR	1
ANKDD1A	1
ANKDD1B	13
ANKEF1	6
ANKFN1	11
ANKFY1	15
ANKH	1
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	5
ANKK1	1
ANKLE1	0
ANKLE2	6
ANKMY1	15
ANKMY2	4
ANKRA2	4
ANKRD1	0
ANKRD10	5
ANKRD11	59
ANKRD12	38
ANKRD13A	8
ANKRD13B	0
ANKRD13C	5
ANKRD13D	3
ANKRD16	1
ANKRD17	63
ANKRD18A	7
ANKRD18B	3
ANKRD18DP	0
ANKRD19P	1
ANKRD2	1
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD22	1
ANKRD23	11
ANKRD24	2
ANKRD26	20
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	1
ANKRD28	6
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	1
ANKRD33	0
ANKRD33B	0
ANKRD34A	0
ANKRD34B	1
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	15
ANKRD36	13
ANKRD36B	11
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	8
ANKRD37	1
ANKRD39	0
ANKRD40	3
ANKRD42	25
ANKRD44	1
ANKRD44_IT1	0
ANKRD45	7
ANKRD46	0
ANKRD49	0
ANKRD50	0
ANKRD52	3
ANKRD53	0
ANKRD54	5
ANKRD55	0
ANKRD6	1
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	5
ANKRD66	8
ANKRD7	0
ANKRD9	2
ANKS1A	15
ANKS1B	0
ANKS3	4
ANKS4B	0
ANKS6	1
ANKUB1	19
ANKZF1	39
ANLN	1
ANO1	0
ANO1_AS2	0
ANO10	2
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	7
ANO7	0
ANO8	5
ANO9	3
ANOS1	4
ANP32A	46
ANP32A_IT1	0
ANP32AP1	0
ANP32B	186
ANP32C	0
ANP32D	0
ANP32E	135
ANPEP	5
ANTXR1	9
ANTXR2	3
ANTXRL	0
ANTXRLP1	0
ANXA1	175
ANXA10	0
ANXA11	7
ANXA13	0
ANXA2	44
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA3	1
ANXA4	7
ANXA5	17
ANXA6	0
ANXA7	14
ANXA8	2
ANXA8L1	0
ANXA9	0
AOAH	1
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	0
AOC4P	0
AOX1	1
AOX2P	0
AP1AR	0
AP1B1	16
AP1B1P1	0
AP1G1	16
AP1G2	2
AP1M1	1
AP1M2	7
AP1S1	2
AP1S2	0
AP1S3	2
AP2A1	4
AP2A2	6
AP2B1	24
AP2M1	12
AP2S1	0
AP3B1	19
AP3B2	0
AP3D1	117
AP3M1	3
AP3M2	17
AP3S1	4
AP3S2	1
AP4B1	4
AP4B1_AS1	0
AP4E1	2
AP4M1	0
AP4S1	1
AP5B1	1
AP5M1	3
AP5S1	2
AP5Z1	3
APAF1	5
APBA1	0
APBA2	0
APBA3	0
APBB1	4
APBB1IP	0
APBB2	2
APBB3	2
APC	15
APC2	2
APCDD1	2
APCDD1L	0
APCDD1L_AS1	2
APCS	0
APEH	2
APELA	0
APEX1	7
APEX2	1
APH1A	4
APH1B	1
API5	2
APIP	0
APITD1	0
APITD1_CORT	0
APLF	0
APLN	0
APLNR	0
APLP1	0
APLP2	124
APMAP	7
APOA1	0
APOA1_AS	0
APOA1BP	0
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	4
APOBEC3D	0
APOBEC3F	3
APOBEC3G	1
APOBEC3H	1
APOBEC4	12
APOBR	2
APOC1	1
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	5
APOE	0
APOF	0
APOH	0
APOL1	17
APOL2	10
APOL3	7
APOL4	0
APOL5	0
APOL6	12
APOLD1	0
APOM	1
APOO	2
APOOL	1
APOOP5	0
APOPT1	2
APP	89
APPBP2	3
APPL1	11
APPL2	13
APRT	3
APTR	2
APTX	2
AQP1	1
AQP10	0
AQP11	1
AQP12A	0
AQP12B	0
AQP2	0
AQP3	68
AQP4	0
AQP4_AS1	2
AQP5	13
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQR	9
AR	2
ARAF	4
ARAP1	19
ARAP2	8
ARAP3	1
ARC	1
ARCN1	11
AREG	0
AREL1	3
ARF1	9
ARF3	30
ARF4	5
ARF5	3
ARF6	19
ARFGAP1	6
ARFGAP2	6
ARFGAP3	23
ARFGEF1	34
ARFGEF2	10
ARFGEF3	35
ARFIP1	3
ARFIP2	17
ARFRP1	0
ARG1	0
ARG2	1
ARGFX	0
ARGFXP2	0
ARGLU1	128
ARHGAP1	2
ARHGAP10	1
ARHGAP11A	5
ARHGAP11B	0
ARHGAP12	9
ARHGAP15	0
ARHGAP17	4
ARHGAP18	42
ARHGAP19	1
ARHGAP19_SLIT1	0
ARHGAP20	0
ARHGAP21	11
ARHGAP22	0
ARHGAP23	12
ARHGAP24	4
ARHGAP25	2
ARHGAP26	4
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	2
ARHGAP28	0
ARHGAP29	6
ARHGAP30	11
ARHGAP31	2
ARHGAP31_AS1	0
ARHGAP32	24
ARHGAP33	3
ARHGAP35	16
ARHGAP36	0
ARHGAP39	15
ARHGAP4	5
ARHGAP40	0
ARHGAP42	4
ARHGAP44	6
ARHGAP5	25
ARHGAP5_AS1	0
ARHGAP6	0
ARHGAP8	0
ARHGAP9	4
ARHGDIA	16
ARHGDIB	7
ARHGDIG	0
ARHGEF1	12
ARHGEF10	3
ARHGEF10L	6
ARHGEF11	19
ARHGEF12	30
ARHGEF15	1
ARHGEF16	5
ARHGEF17	2
ARHGEF18	5
ARHGEF19	1
ARHGEF2	4
ARHGEF25	0
ARHGEF26	1
ARHGEF26_AS1	0
ARHGEF28	15
ARHGEF3	5
ARHGEF3_AS1	0
ARHGEF33	2
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	4
ARHGEF38	9
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	4
ARHGEF40	0
ARHGEF5	3
ARHGEF6	3
ARHGEF7	5
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	2
ARHGEF9_IT1	0
ARID1A	33
ARID1B	28
ARID2	9
ARID3A	3
ARID3B	1
ARID3C	0
ARID4A	25
ARID4B	107
ARID5A	7
ARID5B	9
ARIH1	26
ARIH2	6
ARIH2OS	0
ARL1	10
ARL10	0
ARL11	1
ARL13A	2
ARL13B	6
ARL14	0
ARL14EP	3
ARL14EPL	0
ARL15	0
ARL16	1
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	1
ARL3	19
ARL4A	1
ARL4C	3
ARL4D	3
ARL5A	4
ARL5B	2
ARL5C	0
ARL6	7
ARL6IP1	18
ARL6IP4	97
ARL6IP5	5
ARL6IP6	2
ARL8A	5
ARL8B	0
ARL9	0
ARMC1	3
ARMC10	0
ARMC12	0
ARMC2	19
ARMC2_AS1	0
ARMC3	49
ARMC4	17
ARMC5	2
ARMC6	1
ARMC7	1
