	gene_id_WB27_
A1BG	46
A1BG_AS1	12
A1CF	1
A2M	1867
A2M_AS1	368
A2ML1	6
A2MP1	171
A3GALT2	6
A4GALT	2
A4GNT	2
AA06	0
AAAS	144
AACS	121
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	1
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	48
AAGAB	272
AAK1	2903
AAMDC	37
AAMP	550
AANAT	35
AAR2	185
AARD	1
AARS	517
AARS2	403
AARSD1	0
AASDH	165
AASDHPPT	185
AASS	81
AATBC	555
AATF	509
AATK	745
AATK_AS1	2
ABALON	64
ABAT	292
ABCA1	742
ABCA10	38
ABCA11P	74
ABCA12	5
ABCA13	13
ABCA17P	2
ABCA2	1537
ABCA3	83
ABCA4	1
ABCA5	429
ABCA6	6
ABCA7	2127
ABCA8	0
ABCA9	9
ABCA9_AS1	0
ABCB1	347
ABCB10	405
ABCB11	0
ABCB4	53
ABCB5	5
ABCB6	56
ABCB7	270
ABCB8	255
ABCB9	16
ABCC1	1011
ABCC10	582
ABCC11	1
ABCC12	0
ABCC13	50
ABCC2	54
ABCC3	356
ABCC4	594
ABCC5	478
ABCC5_AS1	3
ABCC6	102
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	261
ABCD2	339
ABCD3	262
ABCD4	422
ABCE1	352
ABCF1	572
ABCF2	326
ABCF3	444
ABCG1	222
ABCG2	57
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	30
ABHD10	225
ABHD11	55
ABHD11_AS1	1
ABHD12	140
ABHD12B	9
ABHD13	311
ABHD14A	43
ABHD14A_ACY1	0
ABHD14B	273
ABHD15	262
ABHD16A	424
ABHD16B	100
ABHD17A	771
ABHD17B	149
ABHD17C	14
ABHD2	2315
ABHD3	354
ABHD4	210
ABHD5	272
ABHD6	89
ABHD8	56
ABI1	1044
ABI2	342
ABI3	496
ABI3BP	28
ABL1	421
ABL2	458
ABLIM1	2391
ABLIM2	23
ABLIM3	188
ABO	7
ABR	1213
ABRA	22
ABRACL	246
ABT1	236
ABTB1	1484
ABTB2	74
ACAA1	653
ACAA2	227
ACACA	450
ACACB	268
ACAD10	335
ACAD11	75
ACAD8	246
ACAD9	435
ACADL	0
ACADM	202
ACADS	134
ACADSB	212
ACADVL	1420
ACAN	26
ACAP1	1822
ACAP2	1779
ACAP3	381
ACAT1	200
ACAT2	73
ACBD3	319
ACBD4	133
ACBD5	299
ACBD6	247
ACBD7	1
ACCS	214
ACCSL	7
ACD	72
ACE	48
ACE2	0
ACER1	7
ACER2	72
ACER3	350
ACHE	7
ACIN1	1847
ACKR1	5
ACKR2	9
ACKR3	29
ACKR4	36
ACLY	1330
ACMSD	6
ACO1	223
ACO2	524
ACOT1	5
ACOT11	15
ACOT12	0
ACOT13	223
ACOT2	60
ACOT4	19
ACOT6	0
ACOT7	33
ACOT8	154
ACOT9	258
ACOX1	659
ACOX2	6
ACOX3	176
ACOXL	4
ACP1	462
ACP2	178
ACP5	169
ACP6	79
ACPP	199
ACPT	33
ACR	1
ACRBP	313
ACRC	92
ACRV1	0
ACSBG1	17
ACSBG2	10
ACSF2	125
ACSF3	465
ACSL1	1572
ACSL3	304
ACSL4	630
ACSL5	612
ACSL6	194
ACSM1	21
ACSM2A	0
ACSM2B	1
ACSM3	21
ACSM4	1
ACSM5	0
ACSM6	11
ACSS1	767
ACSS2	346
ACSS3	0
ACTA1	1
ACTA2	77
