	gene_id_WB3_
A1BG	2
A1BG_AS1	0
A1CF	0
A2M	52
A2M_AS1	9
A2ML1	0
A2MP1	2
A3GALT2	1
A4GALT	2
A4GNT	0
AA06	0
AAAS	7
AACS	3
AACSP1	0
AADAC	2
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	3
AAGAB	38
AAK1	113
AAMDC	2
AAMP	39
AANAT	0
AAR2	18
AARD	0
AARS	55
AARS2	14
AARSD1	0
AASDH	17
AASDHPPT	9
AASS	7
AATBC	12
AATF	61
AATK	36
AATK_AS1	0
ABALON	68
ABAT	11
ABCA1	223
ABCA10	3
ABCA11P	4
ABCA12	2
ABCA13	5
ABCA17P	0
ABCA2	53
ABCA3	0
ABCA4	0
ABCA5	7
ABCA6	0
ABCA7	130
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	13
ABCB10	226
ABCB11	1
ABCB4	1
ABCB5	4
ABCB6	10
ABCB7	31
ABCB8	7
ABCB9	0
ABCC1	59
ABCC10	19
ABCC11	2
ABCC12	0
ABCC13	90
ABCC2	8
ABCC3	27
ABCC4	358
ABCC5	26
ABCC5_AS1	0
ABCC6	3
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	18
ABCD2	4
ABCD3	7
ABCD4	23
ABCE1	34
ABCF1	70
ABCF2	22
ABCF3	36
ABCG1	57
ABCG2	48
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	3
ABHD10	12
ABHD11	2
ABHD11_AS1	0
ABHD12	8
ABHD12B	0
ABHD13	35
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	24
ABHD15	6
ABHD16A	44
ABHD16B	3
ABHD17A	33
ABHD17B	12
ABHD17C	0
ABHD2	308
ABHD3	12
ABHD4	21
ABHD5	33
ABHD6	2
ABHD8	7
ABI1	115
ABI2	18
ABI3	21
ABI3BP	4
ABL1	16
ABL2	27
ABLIM1	60
ABLIM2	0
ABLIM3	9
ABO	3
ABR	111
ABRA	0
ABRACL	7
ABT1	24
ABTB1	377
ABTB2	11
ACAA1	60
ACAA2	21
ACACA	21
ACACB	9
ACAD10	16
ACAD11	1
ACAD8	3
ACAD9	15
ACADL	0
ACADM	18
ACADS	3
ACADSB	13
ACADVL	122
ACAN	0
ACAP1	58
ACAP2	192
ACAP3	19
ACAT1	11
ACAT2	9
ACBD3	45
ACBD4	6
ACBD5	35
ACBD6	25
ACBD7	0
ACCS	8
ACCSL	0
ACD	3
ACE	9
ACE2	0
ACER1	0
ACER2	9
ACER3	48
ACHE	10
ACIN1	165
ACKR1	14
ACKR2	1
ACKR3	1
ACKR4	0
ACLY	116
ACMSD	1
ACO1	12
ACO2	53
ACOT1	0
ACOT11	0
ACOT12	0
ACOT13	19
ACOT2	6
ACOT4	2
ACOT6	0
ACOT7	5
ACOT8	6
ACOT9	46
ACOX1	46
ACOX2	0
ACOX3	6
ACOXL	0
ACP1	170
ACP2	11
ACP5	31
ACP6	2
ACPP	34
ACPT	0
ACR	0
ACRBP	22
ACRC	7
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	5
ACSF3	52
ACSL1	664
ACSL3	47
ACSL4	54
ACSL5	38
ACSL6	69
ACSM1	4
ACSM2A	0
ACSM2B	0
ACSM3	6
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	29
ACSS2	26
ACSS3	0
ACTA1	0
ACTA2	20
ACTA2_AS1	3
ACTB	5555
ACTBL2	0
ACTC1	0
ACTG1	688
ACTG1P17	0
ACTG1P20	3
ACTG1P4	0
ACTG2	0
ACTL10	4
ACTL6A	3
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	165
ACTN1_AS1	1
ACTN2	0
ACTN3	0
ACTN4	172
ACTR10	43
ACTR1A	75
ACTR1B	18
ACTR2	351
ACTR3	278
ACTR3B	7
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	7
ACTR6	14
ACTR8	18
ACTRT1	0
ACTRT2	0
ACTRT3	2
ACVR1	10
ACVR1B	39
ACVR1C	0
ACVR2A	12
ACVR2B	4
ACVR2B_AS1	0
ACVRL1	1
ACY1	0
ACY3	1
ACYP1	0
ACYP2	1
ADA	16
ADAD1	0
ADAD2	0
ADAL	29
ADAM10	181
ADAM11	0
ADAM12	2
ADAM15	33
ADAM17	115
ADAM18	0
ADAM19	65
ADAM1A	1
ADAM2	0
ADAM20	0
ADAM20P1	1
ADAM21	1
ADAM21P1	0
ADAM22	5
ADAM23	0
ADAM28	29
ADAM29	0
ADAM30	0
ADAM32	2
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	249
ADAM9	37
ADAMDEC1	0
ADAMTS1	1
ADAMTS10	12
ADAMTS12	0
ADAMTS13	1
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	1
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	6
