	gene_id_FLU_30_S39_
DEAR	14
DEC1	0
DECR1	1207
DECR2	11
DEDD	225
DEDD2	1185
DEF6	1898
DEF8	1000
DEFA1	0
DEFA10P	0
DEFA11P	0
DEFA1B	0
DEFA3	46
DEFA4	11
DEFA5	0
DEFA6	0
DEFA8P	0
DEFA9P	0
DEFB1	0
DEFB103A	0
DEFB103B	0
DEFB104A	0
DEFB104B	0
DEFB105A	0
DEFB105B	0
DEFB106A	0
DEFB106B	0
DEFB107A	0
DEFB107B	0
DEFB108B	2
DEFB109P1	0
DEFB109P1B	0
DEFB110	0
DEFB112	0
DEFB113	0
DEFB114	0
DEFB115	0
DEFB116	0
DEFB118	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB130	0
DEFB131	0
DEFB132	0
DEFB133	0
DEFB134	0
DEFB135	0
DEFB136	0
DEFB4A	0
DEFB4B	0
DEFT1P	0
DEFT1P2	0
DEGS1	614
DEGS2	4
DEK	4258
DENND1A	1218
DENND1B	825
DENND1C	263
DENND2A	0
DENND2C	48
DENND2D	710
DENND3	5874
DENND4A	3777
DENND4B	887
DENND4C	1199
DENND5A	7413
DENND5B	57
DENND5B_AS1	0
DENND6A	1085
DENND6B	6
DENR	729
DEPDC1	90
DEPDC1_AS1	0
DEPDC1B	34
DEPDC4	4
DEPDC5	311
DEPDC7	3
DEPTOR	15
DERA	242
DERL1	653
DERL2	445
DERL3	7
DES	10
DESI1	369
DESI2	336
DET1	34
DEXI	90
DFFA	117
DFFB	113
DFNA5	4
DFNB31	30
DFNB59	3
DGAT1	163
DGAT2	2636
DGAT2L6	0
DGCR10	10
DGCR11	162
DGCR14	134
DGCR2	1436
DGCR5	36
DGCR6	0
DGCR6L	71
DGCR8	130
DGCR9	26
DGKA	790
DGKB	0
DGKD	2076
DGKE	343
DGKG	211
DGKH	300
DGKI	1
DGKK	23
DGKQ	307
DGKZ	910
DGUOK	89
DGUOK_AS1	2
DHCR24	54
DHCR7	21
DHDDS	192
DHDH	5
DHFR	176
DHFRL1	151
DHH	0
DHODH	41
DHPS	157
DHRS1	126
DHRS11	11
DHRS12	862
DHRS13	468
DHRS2	2
DHRS3	29
DHRS4	64
DHRS4_AS1	83
DHRS4L1	4
DHRS4L2	79
DHRS7	1892
DHRS7B	178
DHRS7C	0
DHRS9	395
DHRSX	324
DHTKD1	817
DHX15	1119
DHX16	419
DHX29	698
DHX30	269
DHX32	90
DHX33	160
DHX34	1475
DHX35	108
DHX36	868
DHX37	87
DHX38	616
DHX40	1036
DHX57	491
DHX58	349
DHX8	1718
DHX9	2735
DIABLO	231
DIAPH1	6558
DIAPH2	884
DIAPH2_AS1	7
DIAPH3	57
DIAPH3_AS1	0
DIAPH3_AS2	0
DICER1	8579
DICER1_AS1	21
DIDO1	1500
DIEXF	176
DIMT1	246
DIO1	11
DIO2	0
DIO2_AS1	0
DIO3	0
DIO3OS	0
DIP2A	577
DIP2A_IT1	16
DIP2B	3551
DIP2C	16
DIRAS1	0
DIRAS2	0
DIRAS3	0
DIRC1	0
DIRC2	706
DIRC3	8
DIS3	898
DIS3L	272
DIS3L2	179
DISC1	263
DISC1_IT1	48
DISC1FP1	0
DISC2	96
DISP1	25
DISP2	4
DIXDC1	24
DKC1	330
DKFZP434A062	0
DKFZP434H168	0
DKFZP434I0714	70
DKFZP434K028	0
DKFZP434L187	0
DKFZP586I1420	254
DKFZp434J0226	0
DKFZp434L192	0
DKFZp451B082	0
DKFZp686K1684	0
DKFZp779M0652	0
DKK1	0
DKK2	5
DKK3	6
DKK4	4
DKKL1	0
DLAT	144
DLC1	69
DLD	942
DLEC1	199
DLEU1	356
DLEU1_AS1	3
DLEU2	1065
DLEU2L	13
DLEU7	25
DLEU7_AS1	7
DLG1	776
DLG1_AS1	0
DLG2	4
DLG3	57
DLG3_AS1	0
DLG4	94
DLG5	36
DLG5_AS1	0
DLGAP1	21
DLGAP1_AS1	78
DLGAP1_AS2	33
DLGAP1_AS3	0
DLGAP1_AS4	0
DLGAP1_AS5	0
DLGAP2	1
DLGAP2_AS1	0
DLGAP3	0
DLGAP4	240
DLGAP4_AS1	5
DLGAP5	218
DLK1	0
DLK2	3
DLL1	5
DLL3	0
DLL4	0
DLST	424
DLSTP1	23
DLX1	0
DLX2	0
DLX2_AS1	0
DLX3	0
DLX4	1
DLX5	0
DLX6	0
DLX6_AS1	0
DMAP1	136
DMBT1	0
DMBT1P1	0
DMBX1	0
DMC1	84
DMD	1
DMGDH	2
DMKN	1
DMP1	0
DMPK	40
DMRT1	0
DMRT2	0
DMRT3	0
DMRTA1	0
DMRTA2	0
DMRTB1	0
DMRTC1	0
DMRTC1B	0
DMRTC2	3
DMTF1	1071
DMTN	2968
DMWD	42
DMXL1	1538
DMXL2	10861
DNA2	461
DNAAF1	1
DNAAF2	70
DNAAF3	0
DNAAF5	57
DNAH1	1041
DNAH10	18
DNAH11	3
DNAH12	17
DNAH14	191
DNAH17	628
DNAH17_AS1	0
DNAH2	6
DNAH3	1
DNAH5	0
DNAH6	10
DNAH7	31
DNAH8	17
DNAH9	0
DNAI1	0
DNAI2	5
DNAJA1	2899
DNAJA1P5	0
DNAJA2	1239
DNAJA3	128
DNAJA4	521
DNAJB1	716
DNAJB11	277
DNAJB12	632
DNAJB13	19
DNAJB14	1514
DNAJB2	824
DNAJB3	0
DNAJB4	93
DNAJB5	10
DNAJB5_AS1	0
DNAJB6	1531
DNAJB7	13
DNAJB8	0
DNAJB8_AS1	0
DNAJB9	370
DNAJC1	297
DNAJC10	1056
DNAJC11	128
DNAJC12	0
DNAJC13	3934
DNAJC14	493
DNAJC15	203
DNAJC16	447
DNAJC17	82
DNAJC18	41
DNAJC19	108
DNAJC2	241
DNAJC21	300
DNAJC22	0
DNAJC24	91
DNAJC25	148
DNAJC25_GNG10	0
DNAJC27	61
DNAJC27_AS1	15
DNAJC28	6
DNAJC3	4626
DNAJC3_AS1	85
DNAJC30	19
DNAJC4	99
DNAJC5	2013
DNAJC5B	1
DNAJC5G	0
DNAJC6	1149
DNAJC7	639
DNAJC8	665
DNAJC9	139
DNAJC9_AS1	6
DNAL1	64
DNAL4	46
DNALI1	5
DNASE1	110
DNASE1L1	317
DNASE1L2	14
DNASE1L3	1
DNASE2	382
DNASE2B	0
DND1	29
DNER	0
DNHD1	217
DNLZ	59
DNM1	15
DNM1L	560
DNM1P35	1
DNM1P41	0
DNM1P46	4
DNM2	3418
DNM3	276
DNM3_IT1	0
DNM3OS	3
DNMBP	318
DNMBP_AS1	8
DNMT1	1218
DNMT3A	540
DNMT3B	10
DNMT3L	0
DNPEP	135
DNPH1	17
DNTT	1
DNTTIP1	696
DNTTIP2	1202
DOC2A	1
DOC2B	4
DOC2GP	1
DOCK1	23
DOCK10	1808
DOCK11	8814
DOCK2	9481
DOCK3	25
DOCK4	2046
DOCK4_AS1	97
DOCK5	6160
DOCK6	9
DOCK7	154
DOCK8	19192
DOCK9	306
DOCK9_AS1	0
DOCK9_AS2	0
DOHH	9
DOK1	354
DOK2	362
DOK3	2526
DOK4	41
DOK5	0
DOK6	43
DOK7	6
DOLK	35
DOLPP1	37
DONSON	55
DOPEY1	432
DOPEY2	1299
DOT1L	194
DPAGT1	67
DPCD	23
DPCR1	0
DPEP1	0
DPEP2	819
DPEP3	49
DPF1	0
DPF2	491
DPF3	55
DPH1	31
DPH2	46
DPH3	590
DPH3P1	18
DPH5	120
DPH6	31
DPH6_AS1	0
DPH7	78
DPM1	481
DPM2	164
DPM3	28
DPP10	1
DPP10_AS1	0
DPP10_AS3	0
DPP3	135
DPP4	126
DPP6	0
DPP7	195
DPP8	1385
DPP9	241
DPP9_AS1	14
DPPA2	0
DPPA2P3	0
DPPA3	1
DPPA4	15
DPPA5	0
DPRX	0
DPRXP4	4
DPT	0
DPY19L1	337
DPY19L1P1	418
DPY19L2	37
DPY19L2P1	2
DPY19L2P2	16
DPY19L2P3	1
DPY19L2P4	0
DPY19L3	829
DPY19L4	137
DPY30	137
DPYD	6439
DPYD_AS1	48
DPYD_AS2	87
DPYS	6
DPYSL2	2220
DPYSL3	2
DPYSL4	4
DPYSL5	0
DQX1	7
DR1	2010
DRAIC	0
DRAM1	630
DRAM2	723
DRAP1	279
DRAXIN	9
DRC1	7
DRC7	7
DRD1	0
DRD2	0
DRD3	3
DRD4	0
DRD5	0
DRD5P2	0
DRG1	218
DRG2	105
DRGX	0
DRICH1	6
DROSHA	311
DRP2	1
DSC1	8
DSC2	4263
DSC3	2
DSCAM	0
DSCAM_AS1	0
DSCAM_IT1	0
DSCAML1	1
DSCAS	3
DSCC1	13
DSCR10	1
DSCR3	775
DSCR4	0
DSCR8	0
DSCR9	3
DSE	1590
DSEL	18
DSG1	0
DSG1_AS1	0
DSG2	0
DSG2_AS1	0
DSG3	0
DSG4	0
DSN1	108
DSP	35
DSPP	0
DST	94
DSTN	251
DSTNP2	48
DSTYK	599
DTD1	113
DTD2	85
DTHD1	85
DTL	255
DTNA	12
DTNB	97
DTNBP1	404
DTWD1	150
DTWD2	98
DTX1	2
DTX2	156
DTX2P1_UPK3BP1_PMS2P11	34
DTX3	11
DTX3L	5976
DTX4	174
DTYMK	41
DUOX1	18
DUOX2	0
DUOXA1	0
DUOXA2	0
DUPD1	0
DUS1L	212
DUS2	221
DUS3L	49
DUS4L	34
DUSP1	32197
DUSP10	143
DUSP11	270
DUSP12	96
DUSP13	8
DUSP14	9
DUSP15	0
DUSP16	780
DUSP18	311
DUSP19	23
DUSP2	165
DUSP21	0
DUSP22	1057
DUSP23	87
DUSP26	0
DUSP27	0
DUSP28	34
DUSP3	1071
DUSP4	6
DUSP5	166
DUSP5P1	0
DUSP6	4761
DUSP7	170
DUSP8	3
DUSP9	0
DUT	141
DUX4	0
DUXA	0
DUXAP10	0
DUXAP8	0
DVL1	65
DVL2	104
DVL3	280
DXO	56
DYDC1	0
DYDC2	0
DYM	492
DYNAP	0
DYNC1H1	4555
DYNC1I1	8
DYNC1I2	463
DYNC1LI1	1541
DYNC1LI2	945
DYNC2H1	56
DYNC2LI1	56
DYNLL1	417
DYNLL2	330
DYNLRB1	199
DYNLRB2	0
DYNLT1	769
DYNLT3	126
DYRK1A	4344
DYRK1B	102
DYRK2	566
DYRK3	38
DYRK4	56
DYSF	16950
DYTN	20
DYX1C1	5
DYX1C1_CCPG1	0
DZANK1	11
DZIP1	2
DZIP1L	5
DZIP3	375
E2F1	24
E2F2	415
E2F3	1270
E2F4	598
E2F5	14
E2F6	73
E2F7	4
E2F8	10
E4F1	187
EAF1	542
EAF2	370
EAPP	831
EARS2	60
EBAG9	127
EBF1	47
EBF2	0
EBF3	1
EBF4	2
EBI3	3
EBLN1	0
EBLN2	170
EBLN3	1104
EBNA1BP2	94
EBP	66
EBPL	119
ECD	467
ECE1	4842
ECE2	5
ECEL1	0
ECEL1P2	0
ECH1	459
ECHDC1	976
ECHDC2	38
ECHDC3	56
ECHS1	229
ECI1	87
ECI2	82
ECM1	1
ECM2	7
ECRP	32
ECSCR	3
ECSIT	76
ECT2	342
ECT2L	19
EDA	6
EDA2R	1
EDAR	12
EDARADD	9
EDC3	215
EDC4	498
EDDM3A	7
EDDM3B	0
EDEM1	1764
EDEM2	834
EDEM3	2160
EDF1	566
EDIL3	12
EDN1	18
EDN2	0
EDN3	2
EDNRA	0
EDNRB	16
EDNRB_AS1	2
EDRF1	481
EDRF1_AS1	4
EEA1	1133
EED	270
EEF1A1	43948
EEF1A2	0
EEF1B2	1468
EEF1D	2628
EEF1DP3	37
EEF1E1	30
EEF1E1_BLOC1S5	0
EEF1G	5345
EEF2	10289
EEF2K	160
EEF2KMT	12
EEFSEC	76
EEPD1	775
EFCAB1	0
EFCAB10	6
EFCAB11	56
EFCAB12	18
EFCAB13	483
EFCAB14	2068
EFCAB14_AS1	10
EFCAB2	242
EFCAB3	0
EFCAB5	30
EFCAB6	7
EFCAB6_AS1	0
EFCAB7	65
EFCAB9	0
EFCC1	0
EFEMP1	0
EFEMP2	46
EFHB	4
EFHC1	104
EFHC2	176
EFHD1	1
EFHD2	4783
EFNA1	7
EFNA2	1
EFNA3	2
EFNA4	31
EFNA5	8
EFNB1	58
EFNB2	1
EFNB3	0
EFR3A	1750
EFR3B	8
EFS	0
EFTUD1	266
EFTUD1P1	0
EFTUD2	911
EGF	133
EGFEM1P	0
EGFL6	0
EGFL7	6
EGFL8	0
EGFLAM	0
EGFLAM_AS2	0
EGFLAM_AS4	0
EGFR	0
EGFR_AS1	0
EGLN1	4734
EGLN2	3
EGLN3	10
EGOT	17
EGR1	501
EGR2	81
EGR3	57
EGR4	0
EHBP1	220
EHBP1L1	3361
EHD1	2033
EHD2	1
EHD3	119
EHD4	322
EHD4_AS1	3
EHF	3
EHHADH	17
EHHADH_AS1	0
EHMT1	682
EHMT1_IT1	10
EHMT2	183
EI24	94
EID1	1008
EID2	52
EID2B	27
EID3	141
EIF1	7174
EIF1AD	228
EIF1AX	545
EIF1AX_AS1	28
EIF1AY	0
EIF1B	2223
EIF1B_AS1	87
EIF2A	810
EIF2AK1	2769
EIF2AK2	2494
EIF2AK3	188
EIF2AK4	490
EIF2B1	388
EIF2B2	90
EIF2B3	96
EIF2B4	142
EIF2B5	312
EIF2B5_AS1	0
EIF2D	183
EIF2S1	421
EIF2S2	1256
EIF2S3	4439
EIF3A	2430
EIF3B	642
EIF3C	0
EIF3CL	0
EIF3D	1644
EIF3E	2277
EIF3F	821
EIF3G	1057
EIF3H	1603
EIF3I	530
EIF3IP1	0
EIF3J	554
EIF3J_AS1	59
EIF3K	963
EIF3L	1674
EIF3M	973
EIF4A1	0
EIF4A2	2398
EIF4A3	455
EIF4B	5056
EIF4E	401
EIF4E1B	0
EIF4E2	582
EIF4E3	5838
EIF4EBP1	66
EIF4EBP2	2584
EIF4EBP3	5
EIF4ENIF1	376
EIF4G1	1962
EIF4G2	11745
EIF4G3	2339
EIF4H	1762
EIF5	4882
EIF5A	655
EIF5A2	66
EIF5AL1	2
EIF5B	360
EIF6	378
ELAC1	47
ELAC2	240
ELANE	8
ELAVL1	342
ELAVL2	0
ELAVL3	0
ELAVL4	0
ELDR	0
ELF1	6212
ELF2	2957
ELF3	1
ELF4	1917
ELF5	1
ELFN1	0
ELFN1_AS1	0
ELFN2	0
ELK1	121
ELK2AP	0
ELK3	1012
ELK4	1511
ELL	649
ELL2	1010
ELL3	16
ELMO1	1296
ELMO1_AS1	22
ELMO2	1927
ELMO3	40
ELMOD1	0
ELMOD2	429
ELMOD3	216
ELMSAN1	1227
ELN	0
ELOF1	194
ELOVL1	288
ELOVL2	1
ELOVL2_AS1	0
ELOVL3	4
ELOVL4	7
ELOVL5	5814
ELOVL6	78
ELOVL7	213
ELP2	339
ELP3	324
ELP4	130
ELP5	60
ELP6	62
ELSPBP1	0
EMB	6842
EMBP1	30
EMC1	334
EMC10	203
EMC2	508
EMC3	2289
EMC3_AS1	41
EMC4	201
EMC6	6
EMC7	460
EMC8	100
EMC9	30
EMCN	0
EMD	110
EME1	3
EME2	18
EMG1	71
EMID1	4
EMILIN1	10
EMILIN2	3775
EMILIN3	0
EML1	1
EML2	171
EML2_AS1	4
EML3	305
EML4	1843
EML5	62
EML6	88
EMP1	21
EMP2	0
EMP3	719
EMX1	3
EMX2	0
EMX2OS	0
EN1	0
EN2	1
ENAH	1
ENAM	2
ENC1	138
ENDOD1	280
ENDOG	2
ENDOU	2
ENDOV	14
ENG	108
ENGASE	214
ENHO	4
ENKD1	43
ENKUR	72
ENO1	5774
ENO1_AS1	0
ENO2	71
ENO3	3
ENO4	5
ENOPH1	153
ENOSF1	42
ENOX1	1
ENOX1_AS2	0
ENOX2	198
ENPEP	4
ENPP1	1
ENPP2	8
ENPP3	10
ENPP4	181
ENPP5	27
ENPP6	0
ENPP7	0
ENPP7P13	0
ENSA	1062
ENTHD1	3
ENTHD2	154
ENTPD1	4419
ENTPD1_AS1	144
ENTPD2	2
ENTPD3	9
ENTPD3_AS1	15
ENTPD4	1355
ENTPD5	102
ENTPD6	158
ENTPD7	259
ENTPD8	1
ENY2	404
EOGT	156
EOMES	182
EP300	5744
EP300_AS1	1
EP400	694
EP400NL	23
EPAS1	55
EPB41	23902
EPB41L1	0
EPB41L2	167
EPB41L3	789
EPB41L4A	268
EPB41L4A_AS1	74
EPB41L4A_AS2	0
EPB41L4B	15
EPB41L5	233
EPB42	649
EPC1	1677
EPC2	1171
EPCAM	67
EPDR1	14
EPG5	2292
EPGN	4
EPHA1	66
EPHA1_AS1	50
EPHA10	0
EPHA2	1
EPHA3	0
EPHA4	156
EPHA5	0
EPHA5_AS1	0
EPHA6	0
EPHA7	0
EPHA8	0
EPHB1	209
EPHB2	104
EPHB3	12
EPHB4	25
EPHB6	139
EPHX1	73
EPHX2	34
EPHX3	1
EPHX4	0
EPM2A	39
EPM2AIP1	596
EPN1	388
EPN2	37
EPN2_AS1	0
EPN2_IT1	1
EPN3	2
EPO	0
EPOR	85
EPPIN	0
EPPIN_WFDC6	0
EPPK1	39
EPRS	1089
EPS15	4580
EPS15L1	1090
EPS8	104
EPS8L1	8
EPS8L2	9
EPS8L3	0
EPSTI1	4487
EPT1	260
EPX	1
EPYC	0
EQTN	2
ERAL1	72
ERAP1	1821
ERAP2	1223
ERAS	0
ERBB2	64
ERBB2IP	10524
ERBB3	1
ERBB4	0
ERC1	578
ERC2	5
ERC2_IT1	0
ERCC1	251
ERCC2	56
ERCC3	311
ERCC4	194
ERCC5	42
ERCC6	606
ERCC6_PGBD3	0
ERCC6L	21
ERCC6L2	933
ERCC8	89
EREG	41
ERF	118
ERG	10
ERGIC1	3614
ERGIC2	929
ERGIC3	517
ERH	304
ERI1	411
ERI2	52
ERI3	54
ERI3_IT1	3
ERICH1	374
ERICH1_AS1	0
ERICH2	1
ERICH3	0
ERICH3_AS1	0
ERICH4	0
ERICH5	0
ERICH6	0
ERICH6_AS1	11
ERICH6B	0
ERLEC1	433
ERLIN1	694
ERLIN2	491
ERMAP	499
ERMARD	136
ERMN	126
ERMP1	233
ERN1	336
ERN2	0
ERO1A	2271
ERO1B	346
ERP27	232
ERP29	566
ERP44	1978
ERRFI1	4
ERV3_1	213
ERVFRD_1	37
ERVH48_1	14
ERVK13_1	255
ERVMER34_1	0
ERVV_1	0
ERVV_2	0
ERVW_1	20
ESAM	34
ESCO1	968
ESCO2	21
ESD	354
ESF1	149
ESM1	4
ESPL1	5
ESPN	49
ESPNL	1
ESPNP	0
ESR1	24
ESR2	16
ESRG	7
ESRP1	0
ESRP2	33
ESRRA	182
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	845
ESYT2	3697
ESYT3	2
ETAA1	151
ETF1	1431
ETFA	818
ETFB	227
ETFDH	203
ETHE1	72
ETNK1	1279
ETNK2	1
ETNPPL	0
ETS1	3304
ETS2	4146
ETV1	0
ETV2	2
ETV3	166
ETV3L	0
ETV4	11
ETV5	22
ETV6	2017
ETV7	303
EVA1A	2
EVA1B	25
EVA1C	26
EVADR	0
EVC	6
EVC2	6
EVI2A	4493
EVI2B	15552
EVI5	1067
EVI5L	69
EVL	707
EVPL	2
EVPLL	0
EVX1	0
EVX1_AS	0
EVX2	0
EWSAT1	0
EWSR1	1654
EXD1	3
EXD2	55
EXD3	18
EXO1	21
EXO5	58
EXOC1	1552
EXOC2	440
EXOC3	858
EXOC3_AS1	10
EXOC3L1	12
EXOC3L2	1
EXOC3L4	1
EXOC4	835
EXOC5	976
EXOC6	2382
EXOC6B	168
EXOC7	1020
EXOC8	1427
EXOG	63
EXOSC1	329
EXOSC10	377
EXOSC2	153
EXOSC3	201
EXOSC4	137
EXOSC5	34
EXOSC6	67
EXOSC7	84
EXOSC8	133
EXOSC9	228
EXPH5	19
EXT1	451
EXT2	338
EXTL1	0
EXTL2	22
EXTL3	943
EXTL3_AS1	1
EYA1	0
EYA2	0
EYA3	769
EYA4	0
EYS	166
EZH1	1184
EZH2	564
EZR	2261
EZR_AS1	0
F10	0
F10_AS1	0
F11	0
F11_AS1	0
F11R	1463
F12	29
F13A1	4885
F13B	0
F2	0
F2R	228
F2RL1	1724
F2RL2	90
F2RL3	6
F3	2
F5	3752
F7	0
F8	185
F8A1	30
F8A2	0
F8A3	0
F9	0
FA2H	1
FAAH	50
FAAH2	27
FAAHP1	2
FAAP100	104
FAAP20	57
FAAP24	23
FABP1	0
FABP12	0
FABP2	33
FABP3	8
FABP4	0
FABP5	51
FABP5P3	1
FABP6	12
FABP7	0
FABP9	0
FADD	250
FADS1	164
FADS2	56
FADS3	11
FADS6	0
FAF1	507
FAF2	495
FAH	127
FAHD1	126
FAHD2A	25
FAHD2B	6
FAHD2CP	2
FAIM	19
FAIM2	0
FALEC	0
FAM101A	0
FAM101B	1855
FAM102A	170
FAM102B	496
FAM103A1	42
FAM104A	2029
FAM104B	41
FAM105A	1170
FAM106A	0
FAM106B	0
FAM106CP	0
FAM107A	0
FAM107B	4956
FAM109A	27
FAM109B	29
FAM110A	59
FAM110B	51
FAM110C	2
FAM110D	0
FAM111A	1246
FAM111B	12
FAM114A1	58
FAM114A2	701
FAM117A	851
FAM117B	611
FAM118A	501
FAM118B	166
FAM120A	3327
FAM120AOS	486
FAM120B	1105
FAM120C	44
FAM122A	262
FAM122B	314
FAM122C	52
FAM124A	8
FAM124B	25
FAM126A	552
FAM126B	6459
FAM127A	41
FAM127B	9
FAM127C	1
FAM129A	39210
FAM129B	442
FAM129C	88
FAM131A	91
FAM131B	7
FAM131C	0
FAM132A	0
FAM132B	6
FAM133A	0
FAM133B	496
FAM133CP	0
FAM133DP	72
FAM134A	1508
FAM134B	75
FAM134C	826
FAM135A	217
FAM135B	0
FAM136A	128
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	776
FAM13A_AS1	430
FAM13B	2613
FAM13C	0
FAM149A	4
FAM149B1	233
FAM150A	0
FAM150B	2
FAM151A	0
FAM151B	139
FAM153A	12
FAM153B	4
FAM153C	4
FAM155A	0
FAM155A_IT1	0
FAM155B	0
FAM156A	1
FAM156B	0
FAM157A	411
FAM157B	85
FAM157C	363
FAM159A	17
FAM159B	3
FAM160A1	9
FAM160A2	492
FAM160B1	2835
FAM160B2	93
FAM161A	5
FAM161B	32
FAM162A	72
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	5
FAM166B	0
FAM167A	9
FAM167A_AS1	0
FAM167B	0
FAM168A	1960
FAM168B	700
FAM169A	88
FAM169B	15
FAM170A	0
FAM170B	0
FAM170B_AS1	5
FAM171A1	8
FAM171A2	0
FAM171B	14
FAM172A	955
FAM172BP	0
FAM173A	14
FAM173B	106
FAM174A	173
FAM174B	22
FAM175A	329
FAM175B	316
FAM177A1	182
FAM177B	12
FAM178B	1
FAM179A	21
FAM179B	396
FAM180A	0
FAM180B	0
FAM181A	0
FAM181A_AS1	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	1
FAM183CP	0
FAM184A	11
FAM184B	79
FAM185A	291
FAM186A	0
FAM186B	18
FAM187B	0
FAM188A	1023
FAM188B	2
FAM189A1	0
FAM189A2	0
FAM189B	30
FAM192A	1090
FAM193A	746
FAM193B	448
FAM195A	25
FAM195B	60
FAM196A	1
FAM196B	435
FAM197Y2	0
FAM197Y5	0
FAM198A	1
FAM198B	2461
FAM199X	853
FAM19A1	12
FAM19A2	27
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	95
FAM200B	747
FAM201A	4
FAM204A	720
FAM205A	0
FAM205BP	0
FAM205C	0
FAM206A	191
FAM207A	26
FAM208A	3790
FAM208B	1167
FAM209A	46
FAM209B	39
FAM20A	298
FAM20B	576
FAM20C	82
FAM210A	118
FAM210B	3300
FAM212A	4
FAM212B	2532
FAM212B_AS1	9
FAM213A	26
FAM213B	26
FAM214A	987
FAM214B	707
FAM215A	0
FAM216A	91
FAM216B	0
FAM217A	0
FAM217B	744
FAM218A	2
FAM219A	87
FAM219B	301
FAM21A	955
FAM21C	1318
FAM21EP	2
FAM220A	117
FAM221A	42
FAM221B	0
FAM222A	0
FAM222A_AS1	1
FAM222B	87
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	10
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	0
FAM227B	48
FAM228A	9
FAM228B	511
FAM229A	4
FAM229B	2
FAM230B	0
FAM230C	0
FAM231A	0
FAM231B	0
FAM231C	0
FAM231D	0
FAM24A	0
FAM24B	9
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	0
FAM26E	3
FAM26F	342
FAM27B	0
FAM27C	0
FAM27E2	1
FAM27E3	2
FAM27L	0
FAM32A	973
FAM35A	315
FAM35BP	1
FAM35DP	10
FAM3A	104
FAM3B	2
FAM3C	78
FAM3D	0
FAM41AY1	0
FAM41AY2	0
FAM41C	3
FAM43A	66
FAM43B	0
FAM45A	914
FAM45B	32
FAM46A	813
FAM46B	0
FAM46C	17687
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM47E_STBD1	0
FAM49A	3168
FAM49B	9660
FAM50A	184
FAM50B	18
FAM53A	3
FAM53B	1227
FAM53B_AS1	52
FAM53C	2335
FAM57A	9
FAM57B	0
FAM58A	104
FAM60A	286
FAM63A	1421
FAM63B	485
FAM64A	0
FAM65A	646
FAM65B	41449
FAM65C	148
FAM66A	2
FAM66B	4
FAM66C	7
FAM66D	13
FAM66E	0
FAM69A	71
FAM69B	18
FAM69C	0
FAM71A	1
FAM71B	0
FAM71C	0
FAM71D	0
FAM71E1	0
FAM71E2	0
FAM71F1	1
FAM71F2	49
FAM72A	3
FAM72B	8
FAM72C	3
FAM72D	11
FAM73A	309
FAM73B	122
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	165
FAM76B	561
FAM78A	553
FAM78B	3
FAM81A	3
FAM81B	19
FAM83A	2
FAM83A_AS1	0
FAM83B	0
FAM83C	0
FAM83C_AS1	0
FAM83D	14
FAM83E	0
FAM83F	1
FAM83G	7
FAM83H	11
FAM83H_AS1	0
FAM84A	0
FAM84B	43
FAM86B1	2
FAM86B2	3
FAM86B3P	108
FAM86C1	27
FAM86C2P	7
FAM86DP	19
FAM86EP	0
FAM86FP	14
FAM86HP	10
FAM86JP	4
FAM87A	0
FAM87B	15
FAM89A	27
FAM89B	149
FAM8A1	6098
FAM90A1	3
FAM90A10P	0
FAM90A25P	0
FAM90A27P	0
FAM90A2P	0
FAM90A7P	0
FAM91A1	1928
FAM92A1	119
FAM92A1P2	0
FAM92B	0
FAM95A	0
FAM95B1	1
FAM95C	8
FAM96A	551
FAM96B	104
FAM98A	79
FAM98B	203
FAM98C	105
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	0
FAN1	318
FANCA	224
FANCB	123
FANCC	49
FANCD2	138
FANCD2OS	0
FANCE	28
FANCF	76
FANCG	32
FANCI	123
FANCL	500
FANCM	213
FANK1	1
FANK1_AS1	0
FAP	4
FAR1	4919
FAR2	1473
FAR2P1	0
FAR2P2	3
FARP1	40
FARP2	176
FARS2	83
FARSA	111
FARSB	172
FAS	3655
FAS_AS1	128
FASLG	11
FASN	132
FASTK	101
FASTKD1	214
FASTKD2	197
FASTKD3	90
FASTKD5	396
FAT1	42
FAT2	67
FAT3	0
FAT4	7
FATE1	0
FAU	2353
FAXC	0
FAXDC2	822
FBF1	42
FBL	260
FBLIM1	3
FBLL1	0
FBLN1	0
FBLN2	3
FBLN5	16
FBLN7	11
FBN1	16
FBN2	376
FBN3	0
FBP1	307
