	gene_id_NPS_235_R1_
A1BG	0
A1BG_AS1	0
A1CF	1
A2M	6
A2M_AS1	1
A2ML1	0
A2MP1	1
A3GALT2	0
A4GALT	53
A4GNT	0
AA06	0
AAAS	9
AACS	41
AACSP1	1
AADAC	0
AADACL2	15
AADACL2_AS1	8
AADACL3	0
AADACL4	0
AADACP1	3
AADAT	9
AAED1	4
AAGAB	28
AAK1	26
AAMDC	11
AAMP	103
AANAT	1
AAR2	4
AARD	0
AARS	23
AARS2	6
AARSD1	0
AASDH	15
AASDHPPT	13
AASS	10
AATBC	2
AATF	83
AATK	16
AATK_AS1	0
ABALON	1
ABAT	20
ABCA1	8
ABCA10	18
ABCA11P	1
ABCA12	5
ABCA13	1569
ABCA17P	0
ABCA2	17
ABCA3	7
ABCA4	5
ABCA5	113
ABCA6	0
ABCA7	41
ABCA8	0
ABCA9	12
ABCA9_AS1	0
ABCB1	3
ABCB10	16
ABCB11	38
ABCB4	6
ABCB5	4
ABCB6	7
ABCB7	15
ABCB8	11
ABCB9	2
ABCC1	46
ABCC10	19
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	1
ABCC3	4
ABCC4	34
ABCC5	60
ABCC5_AS1	0
ABCC6	11
ABCC6P1	0
ABCC6P2	0
ABCC8	1
ABCC9	7
ABCD1	4
ABCD2	6
ABCD3	199
ABCD4	16
ABCE1	23
ABCF1	174
ABCF2	28
ABCF3	17
ABCG1	33
ABCG2	1
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	2
ABHD10	21
ABHD11	9
ABHD11_AS1	0
ABHD12	3
ABHD12B	10
ABHD13	20
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	4
ABHD15	14
ABHD16A	17
ABHD16B	2
ABHD17A	8
ABHD17B	18
ABHD17C	9
ABHD2	146
ABHD3	15
ABHD4	2
ABHD5	11
ABHD6	5
ABHD8	2
ABI1	64
ABI2	44
ABI3	6
ABI3BP	1
ABL1	34
ABL2	12
ABLIM1	164
ABLIM2	3
ABLIM3	6
ABO	16
ABR	40
ABRA	0
ABRACL	25
ABT1	19
ABTB1	14
ABTB2	8
ACAA1	17
ACAA2	2
ACACA	77
ACACB	30
ACAD10	14
ACAD11	3
ACAD8	21
ACAD9	18
ACADL	2
ACADM	40
ACADS	1
ACADSB	8
ACADVL	61
ACAN	1
ACAP1	9
ACAP2	106
ACAP3	17
ACAT1	16
ACAT2	14
ACBD3	329
ACBD4	2
ACBD5	77
ACBD6	16
ACBD7	17
ACCS	6
ACCSL	0
ACD	2
ACE	3
ACE2	6
ACER1	0
ACER2	9
ACER3	6
ACHE	2
ACIN1	369
ACKR1	0
ACKR2	0
ACKR3	7
ACKR4	2
ACLY	42
ACMSD	0
ACO1	15
ACO2	72
ACOT1	0
ACOT11	22
ACOT12	0
ACOT13	21
ACOT2	6
ACOT4	1
ACOT6	0
ACOT7	2
ACOT8	2
ACOT9	15
ACOX1	22
ACOX2	1
ACOX3	43
ACOXL	2
ACP1	27
ACP2	8
ACP5	5
ACP6	9
ACPP	4
ACPT	1
ACR	0
ACRBP	2
ACRC	6
ACRV1	0
ACSBG1	7
ACSBG2	0
ACSF2	17
ACSF3	18
ACSL1	18
ACSL3	84
ACSL4	35
ACSL5	40
ACSL6	2
ACSM1	7
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	2
ACSS1	26
ACSS2	12
ACSS3	25
ACTA1	0
ACTA2	8
ACTA2_AS1	0
ACTB	455
ACTBL2	4
ACTC1	3
ACTG1	556
ACTG1P17	0
ACTG1P20	7
ACTG1P4	2
ACTG2	1
ACTL10	0
ACTL6A	34
ACTL6B	2
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	59
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	313
ACTR10	20
ACTR1A	12
ACTR1B	10
ACTR2	88
ACTR3	62
ACTR3B	3
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2
ACTR5	6
ACTR6	30
ACTR8	12
ACTRT1	0
ACTRT2	0
ACTRT3	2
ACVR1	16
ACVR1B	29
ACVR1C	687
ACVR2A	21
ACVR2B	12
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	4
ACYP2	4
ADA	3
ADAD1	0
ADAD2	0
ADAL	8
ADAM10	65
ADAM11	2
ADAM12	25
ADAM15	19
ADAM17	34
ADAM18	0
ADAM19	7
ADAM1A	16
ADAM2	0
ADAM20	6
ADAM20P1	2
ADAM21	3
ADAM21P1	0
ADAM22	6
ADAM23	1
ADAM28	218
ADAM29	0
ADAM30	0
ADAM32	5
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	3
ADAM9	75
ADAMDEC1	4
ADAMTS1	1
ADAMTS10	0
ADAMTS12	0
ADAMTS13	1
ADAMTS14	0
ADAMTS15	1
ADAMTS16	0
ADAMTS17	1
ADAMTS18	31
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	2
ADAMTS3	1
ADAMTS4	0
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	2
ADAMTS8	8
ADAMTS9	9
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	46
ADAMTSL2	1
ADAMTSL3	3
ADAMTSL4	19
ADAMTSL4_AS1	4
ADAMTSL5	2
ADAP1	9
ADAP2	2
ADAR	102
ADARB1	2
ADARB2	20
ADARB2_AS1	0
ADAT1	12
ADAT2	4
ADAT3	2
ADCK1	10
ADCK2	71
ADCK3	26
ADCK4	13
ADCK5	8
ADCY1	1
ADCY10	1
ADCY10P1	1
ADCY2	52
ADCY3	10
ADCY4	5
ADCY5	4
ADCY6	14
ADCY7	11
ADCY8	7
ADCY9	26
ADCYAP1	1
ADCYAP1R1	0
ADD1	97
ADD2	0
ADD3	88
ADD3_AS1	0
ADGB	195
ADGRA1	14
ADGRA1_AS1	0
ADGRA2	0
ADGRA3	14
ADGRB1	3
ADGRB2	5
ADGRB3	1
ADGRD1	1
ADGRE1	0
ADGRE2	3
ADGRE3	0
ADGRE4P	0
ADGRE5	34
ADGRF1	41
ADGRF2	0
ADGRF3	10
ADGRF4	0
ADGRF5	3
ADGRG1	55
ADGRG2	2
ADGRG3	5
ADGRG4	0
ADGRG5	2
ADGRG6	1
ADGRG7	0
ADGRL1	9
ADGRL2	1
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	135
ADH1A	0
ADH1B	0
ADH1C	211
ADH4	0
ADH5	20
ADH6	7
ADH7	329
ADHFE1	6
ADI1	14
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	103
ADIPOR2	23
ADIRF	1
ADK	7
ADM	4
ADM2	3
ADM5	1
ADNP	42
ADNP_AS1	3
ADNP2	11
ADO	10
ADORA1	0
ADORA2A	0
ADORA2A_AS1	0
ADORA2B	9
ADORA3	0
ADPGK	5
ADPGK_AS1	2
ADPRH	4
ADPRHL1	5
ADPRHL2	36
ADPRM	3
ADRA1A	6
ADRA1B	1
ADRA1D	0
ADRA2A	3
ADRA2B	0
ADRA2C	0
ADRB1	17
ADRB2	9
ADRB3	0
ADRBK1	46
ADRBK2	18
ADRM1	54
ADSL	33
ADSS	70
ADSSL1	10
ADTRP	11
AEBP1	33
AEBP2	156
AEN	3
AES	144
AFAP1	136
AFAP1_AS1	3
AFAP1L1	5
AFAP1L2	3
AFF1	99
AFF2	0
AFF3	1
AFF4	89
AFG3L1P	6
AFG3L2	38
AFM	0
AFMID	5
AFP	0
AFTPH	37
AGA	7
AGAP1	36
AGAP1_IT1	4
AGAP11	1
AGAP2	13
AGAP2_AS1	0
AGAP3	17
AGAP4	0
AGAP5	0
AGAP6	4
AGAP7P	0
AGAP9	2
AGBL1	0
AGBL1_AS1	0
AGBL2	66
AGBL3	13
AGBL4	11
AGBL4_IT1	0
AGBL5	20
AGBL5_AS1	0
AGER	8
AGFG1	10
AGFG2	20
AGGF1	52
AGK	14
AGL	41
AGMAT	1
AGMO	0
AGO1	54
AGO2	18
AGO3	14
AGO4	26
AGPAT1	9
AGPAT2	7
AGPAT3	49
AGPAT4	5
AGPAT4_IT1	2
AGPAT5	18
AGPS	33
AGR2	183
AGR3	28
AGRN	46
AGRP	0
AGT	0
AGTPBP1	20
AGTR1	0
AGTR2	0
AGTRAP	1
AGXT	0
AGXT2	0
AHCTF1	31
AHCTF1P1	0
AHCY	6
AHCYL1	58
AHCYL2	47
AHDC1	19
AHI1	77
AHNAK	1197
AHNAK2	78
AHR	102
AHRR	0
AHSA1	174
AHSA2	136
AHSG	0
AHSP	0
AICDA	2
AIDA	6
AIF1	6
AIF1L	1
AIFM1	32
AIFM2	15
AIFM3	1
AIG1	29
AIM1	96
AIM1L	2
AIM2	1
AIMP1	103
AIMP2	0
AIP	7
AIPL1	0
AIRE	5
AIRN	0
AJAP1	9
AJUBA	5
AK1	54
AK2	25
AK3	19
AK4	1
AK5	0
AK6	12
AK7	491
AK8	20
AK9	835
AKAP1	23
AKAP10	8
AKAP11	62
AKAP12	20
AKAP13	310
AKAP14	85
AKAP17A	53
AKAP2	0
AKAP3	8
AKAP4	0
AKAP5	3
AKAP6	72
AKAP7	8
AKAP8	79
AKAP8L	153
AKAP9	869
AKIP1	7
AKIRIN1	10
AKIRIN2	5
AKNA	108
AKNAD1	0
AKR1A1	75
AKR1B1	4
AKR1B10	4
AKR1B15	0
AKR1C1	18
AKR1C2	58
AKR1C3	14
AKR1C4	2
AKR1C6P	0
AKR1C8P	4
AKR1D1	0
AKR1E2	2
AKR7A2	13
AKR7A2P1	0
AKR7A3	0
AKR7L	3
AKT1	29
AKT1S1	15
AKT2	15
AKT3	3
AKTIP	1
ALAD	26
ALAS1	40
ALAS2	0
ALB	0
ALCAM	381
ALDH16A1	12
ALDH18A1	42
ALDH1A1	1163
ALDH1A2	36
ALDH1A3	21
ALDH1B1	4
ALDH1L1	52
ALDH1L1_AS1	1
ALDH1L1_AS2	1
ALDH1L2	2
ALDH2	57
ALDH3A1	659
ALDH3A2	45
ALDH3B1	192
ALDH3B2	8
ALDH4A1	0
ALDH5A1	15
ALDH6A1	12
ALDH7A1	33
ALDH8A1	0
ALDH9A1	29
ALDOA	214
ALDOB	1
ALDOC	1
ALG1	6
ALG10	6
ALG10B	7
ALG11	7
ALG12	6
ALG13	54
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	1
ALG2	17
ALG3	11
ALG5	3
ALG6	1
ALG8	4
ALG9	4
ALK	2
ALKBH1	3
ALKBH2	6
ALKBH3	12
ALKBH3_AS1	4
ALKBH4	2
ALKBH5	53
ALKBH6	5
ALKBH7	2
ALKBH8	4
ALLC	0
ALMS1	198
ALMS1_IT1	15
ALMS1P	13
ALOX12	0
ALOX12_AS1	0
ALOX12B	1
ALOX12P2	8
ALOX15	2062
ALOX15B	0
ALOX15P1	5
ALOX5	3
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	35
ALPK2	0
ALPK3	7
ALPL	12
ALPP	0
ALPPL2	0
ALS2	30
ALS2CL	26
ALS2CR11	0
ALS2CR12	124
ALX1	0
ALX3	0
ALX4	1
ALYREF	10
AMACR	0
AMBN	0
AMBP	8
AMBRA1	23
AMD1	44
AMDHD1	0
AMDHD2	8
AMELX	0
AMELY	0
AMER1	6
AMER2	0
AMER3	0
AMFR	27
AMH	8
AMHR2	0
AMICA1	11
AMIGO1	3
AMIGO2	3
AMIGO3	2
AMMECR1	4
AMMECR1L	18
AMN	2
AMN1	7
AMOT	82
AMOTL1	1
AMOTL2	9
AMPD1	1
AMPD2	6
AMPD3	44
AMPH	0
AMT	4
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	16
AMZ1	0
AMZ2	15
AMZ2P1	4
ANAPC1	20
ANAPC10	7
ANAPC11	5
ANAPC13	12
ANAPC15	1
ANAPC16	28
ANAPC1P1	0
ANAPC2	7
ANAPC4	12
ANAPC5	63
ANAPC7	36
ANG	2
ANGEL1	9
ANGEL2	15
ANGPT1	1
ANGPT2	2
ANGPT4	1
ANGPTL1	2
ANGPTL2	2
ANGPTL3	0
ANGPTL4	1
ANGPTL5	2
ANGPTL6	0
ANGPTL7	3
ANHX	0
ANK1	9
ANK2	6
ANK3	256
ANKAR	6
ANKDD1A	1
ANKDD1B	36
ANKEF1	22
ANKFN1	21
ANKFY1	33
ANKH	10
ANKHD1	3
ANKHD1_EIF4EBP3	2
ANKIB1	20
ANKK1	5
ANKLE1	3
ANKLE2	46
ANKMY1	33
ANKMY2	29
ANKRA2	31
ANKRD1	0
ANKRD10	18
ANKRD11	279
ANKRD12	170
ANKRD13A	42
ANKRD13B	2
ANKRD13C	24
ANKRD13D	20
ANKRD16	2
ANKRD17	331
ANKRD18A	41
ANKRD18B	19
ANKRD18DP	0
ANKRD19P	3
ANKRD2	3
ANKRD20A1	0
ANKRD20A11P	3
ANKRD20A12P	0
ANKRD20A19P	3
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	7
ANKRD20A8P	0
ANKRD20A9P	2
ANKRD22	0
ANKRD23	60
ANKRD24	13
ANKRD26	142
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	19
ANKRD28	81
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	2
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	2
ANKRD33	0
ANKRD33B	1
ANKRD34A	3
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	1
ANKRD35	63
ANKRD36	51
ANKRD36B	32
ANKRD36BP1	5
ANKRD36BP2	1
ANKRD36C	231
ANKRD37	12
ANKRD39	2
ANKRD40	26
ANKRD42	128
ANKRD44	5
ANKRD44_IT1	0
ANKRD45	42
ANKRD46	6
ANKRD49	6
ANKRD50	20
ANKRD52	29
ANKRD53	2
ANKRD54	31
ANKRD55	0
ANKRD6	19
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	23
ANKRD66	35
ANKRD7	0
ANKRD9	5
ANKS1A	45
ANKS1B	0
ANKS3	8
ANKS4B	0
ANKS6	20
ANKUB1	58
ANKZF1	101
ANLN	24
ANO1	7
ANO1_AS2	0
ANO10	2
ANO2	0
ANO3	0
ANO4	3
ANO5	1
ANO6	46
ANO7	0
ANO8	4
ANO9	12
ANOS1	14
ANP32A	234
ANP32A_IT1	1
ANP32AP1	0
ANP32B	482
ANP32C	2
ANP32D	0
ANP32E	513
ANPEP	64
ANTXR1	42
ANTXR2	26
ANTXRL	0
ANTXRLP1	1
ANXA1	1069
ANXA10	0
ANXA11	125
ANXA13	0
ANXA2	221
ANXA2P1	2
ANXA2P2	1
ANXA2P3	0
ANXA2R	0
ANXA3	22
ANXA4	22
ANXA5	76
ANXA6	12
ANXA7	45
ANXA8	0
ANXA8L1	0
ANXA9	2
AOAH	6
AOAH_IT1	0
AOC1	0
AOC2	1
AOC3	0
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	17
AP1B1	53
AP1B1P1	0
AP1G1	83
AP1G2	10
AP1M1	11
AP1M2	42
AP1S1	12
AP1S2	1
AP1S3	2
AP2A1	28
AP2A2	34
AP2B1	114
AP2M1	89
AP2S1	4
AP3B1	73
AP3B2	0
AP3D1	395
AP3M1	16
AP3M2	47
AP3S1	6
AP3S2	2
AP4B1	11
AP4B1_AS1	1
AP4E1	18
AP4M1	10
AP4S1	10
AP5B1	8
AP5M1	7
AP5S1	11
AP5Z1	8
APAF1	16
APBA1	3
APBA2	8
APBA3	0
APBB1	9
APBB1IP	7
APBB2	21
APBB3	3
APC	50
APC2	10
APCDD1	6
APCDD1L	0
APCDD1L_AS1	0
APCS	0
APEH	25
APELA	0
APEX1	35
APEX2	4
APH1A	25
APH1B	6
API5	17
APIP	2
APITD1	0
APITD1_CORT	0
APLF	7
APLN	0
APLNR	0
APLP1	0
APLP2	1364
APMAP	12
APOA1	0
APOA1_AS	3
APOA1BP	8
APOA2	0
APOA4	0
APOA5	0
APOB	1
APOBEC1	0
APOBEC2	1
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	19
APOBEC3D	9
APOBEC3F	19
APOBEC3G	12
APOBEC3H	0
APOBEC4	33
APOBR	18
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	84
APOE	10
APOF	0
APOH	0
APOL1	64
APOL2	28
APOL3	19
APOL4	4
APOL5	0
APOL6	78
APOLD1	2
APOM	1
APOO	15
APOOL	9
APOOP5	5
APOPT1	9
APP	306
APPBP2	24
APPL1	28
APPL2	75
APRT	5
APTR	10
APTX	18
AQP1	0
AQP10	0
AQP11	2
AQP12A	0
AQP12B	0
AQP2	5
AQP3	294
AQP4	5
AQP4_AS1	6
AQP5	63
AQP6	5
AQP7	1
AQP7P1	1
AQP7P3	0
AQP8	0
AQP9	0
AQR	90
AR	8
ARAF	21
ARAP1	77
ARAP2	33
ARAP3	4
ARC	0
ARCN1	123
AREG	3
AREL1	33
ARF1	68
ARF3	81
ARF4	41
ARF5	16
ARF6	78
ARFGAP1	23
ARFGAP2	36
ARFGAP3	83
ARFGEF1	117
ARFGEF2	74
ARFGEF3	170
ARFIP1	19
ARFIP2	17
ARFRP1	15
ARG1	1
ARG2	8
ARGFX	0
ARGFXP2	0
ARGLU1	394
ARHGAP1	17
ARHGAP10	1
ARHGAP11A	4
ARHGAP11B	0
ARHGAP12	56
ARHGAP15	3
ARHGAP17	11
ARHGAP18	166
ARHGAP19	8
ARHGAP19_SLIT1	0
ARHGAP20	4
ARHGAP21	57
ARHGAP22	1
ARHGAP23	29
ARHGAP24	24
ARHGAP25	9
ARHGAP26	29
ARHGAP26_AS1	2
ARHGAP26_IT1	0
ARHGAP27	14
ARHGAP28	0
ARHGAP29	14
ARHGAP30	55
ARHGAP31	4
ARHGAP31_AS1	0
ARHGAP32	80
ARHGAP33	10
ARHGAP35	73
ARHGAP36	0
ARHGAP39	49
ARHGAP4	10
ARHGAP40	0
ARHGAP42	18
ARHGAP44	8
ARHGAP5	139
ARHGAP5_AS1	3
ARHGAP6	5
ARHGAP8	0
ARHGAP9	7
ARHGDIA	65
ARHGDIB	55
ARHGDIG	0
ARHGEF1	41
ARHGEF10	13
ARHGEF10L	10
ARHGEF11	26
ARHGEF12	161
ARHGEF15	0
ARHGEF16	7
ARHGEF17	18
ARHGEF18	43
ARHGEF19	4
ARHGEF2	24
ARHGEF25	1
ARHGEF26	9
ARHGEF26_AS1	0
ARHGEF28	109
ARHGEF3	16
ARHGEF3_AS1	2
ARHGEF33	6
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	22
ARHGEF38	34
ARHGEF38_IT1	5
ARHGEF39	4
ARHGEF4	7
ARHGEF40	3
ARHGEF5	2
ARHGEF6	22
ARHGEF7	22
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	23
ARHGEF9_IT1	0
ARID1A	82
ARID1B	185
ARID2	38
ARID3A	6
ARID3B	7
ARID3C	0
ARID4A	84
ARID4B	338
ARID5A	10
ARID5B	56
ARIH1	75
ARIH2	88
ARIH2OS	0
ARL1	70
ARL10	1
ARL11	2
ARL13A	4
ARL13B	35
ARL14	0
ARL14EP	15
ARL14EPL	1
ARL15	1
ARL16	2
ARL17A	3
ARL17B	0
ARL2	4
ARL2_SNX15	0
ARL2BP	6
ARL3	145
ARL4A	22
ARL4C	10
ARL4D	12
ARL5A	37
ARL5B	3
ARL5C	0
ARL6	8
ARL6IP1	47
ARL6IP4	840
ARL6IP5	21
ARL6IP6	8
ARL8A	18
ARL8B	17
ARL9	0
ARMC1	5
ARMC10	10
ARMC12	0
ARMC2	72
ARMC2_AS1	8
ARMC3	261
ARMC4	83
ARMC5	10
ARMC6	11
