	gene_id_NPS_224_R1_
A1BG	0
A1BG_AS1	1
A1CF	0
A2M	4
A2M_AS1	0
A2ML1	3
A2MP1	0
A3GALT2	0
A4GALT	9
A4GNT	0
AA06	0
AAAS	6
AACS	13
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	1
AAGAB	9
AAK1	16
AAMDC	4
AAMP	31
AANAT	0
AAR2	2
AARD	0
AARS	18
AARS2	3
AARSD1	0
AASDH	2
AASDHPPT	7
AASS	4
AATBC	5
AATF	39
AATK	12
AATK_AS1	1
ABALON	0
ABAT	2
ABCA1	11
ABCA10	6
ABCA11P	0
ABCA12	1
ABCA13	369
ABCA17P	0
ABCA2	14
ABCA3	8
ABCA4	0
ABCA5	21
ABCA6	1
ABCA7	21
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	1
ABCB10	2
ABCB11	3
ABCB4	3
ABCB5	0
ABCB6	2
ABCB7	1
ABCB8	3
ABCB9	4
ABCC1	7
ABCC10	6
ABCC11	2
ABCC12	0
ABCC13	0
ABCC2	3
ABCC3	4
ABCC4	4
ABCC5	26
ABCC5_AS1	0
ABCC6	9
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	2
ABCD1	3
ABCD2	0
ABCD3	47
ABCD4	8
ABCE1	2
ABCF1	46
ABCF2	5
ABCF3	12
ABCG1	20
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	5
ABHD11	5
ABHD11_AS1	4
ABHD12	1
ABHD12B	1
ABHD13	16
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	0
ABHD15	8
ABHD16A	13
ABHD16B	2
ABHD17A	1
ABHD17B	3
ABHD17C	4
ABHD2	33
ABHD3	2
ABHD4	2
ABHD5	4
ABHD6	2
ABHD8	0
ABI1	26
ABI2	11
ABI3	0
ABI3BP	0
ABL1	15
ABL2	1
ABLIM1	37
ABLIM2	0
ABLIM3	0
ABO	1
ABR	6
ABRA	0
ABRACL	3
ABT1	7
ABTB1	16
ABTB2	1
ACAA1	5
ACAA2	0
ACACA	30
ACACB	10
ACAD10	8
ACAD11	0
ACAD8	2
ACAD9	2
ACADL	0
ACADM	16
ACADS	2
ACADSB	4
ACADVL	45
ACAN	0
ACAP1	7
ACAP2	16
ACAP3	10
ACAT1	9
ACAT2	2
ACBD3	56
ACBD4	0
ACBD5	58
ACBD6	1
ACBD7	1
ACCS	1
ACCSL	0
ACD	3
ACE	9
ACE2	5
ACER1	0
ACER2	0
ACER3	4
ACHE	0
ACIN1	146
ACKR1	0
ACKR2	1
ACKR3	0
ACKR4	0
ACLY	18
ACMSD	0
ACO1	6
ACO2	18
ACOT1	0
ACOT11	10
ACOT12	0
ACOT13	10
ACOT2	0
ACOT4	1
ACOT6	0
ACOT7	3
ACOT8	0
ACOT9	3
ACOX1	11
ACOX2	0
ACOX3	6
ACOXL	1
ACP1	3
ACP2	4
ACP5	0
ACP6	0
ACPP	2
ACPT	2
ACR	0
ACRBP	0
ACRC	0
ACRV1	0
ACSBG1	1
ACSBG2	0
ACSF2	10
ACSF3	5
ACSL1	13
ACSL3	8
ACSL4	1
ACSL5	15
ACSL6	0
ACSM1	0
ACSM2A	2
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	23
ACSS2	2
ACSS3	7
ACTA1	1
ACTA2	5
ACTA2_AS1	0
ACTB	177
ACTBL2	0
ACTC1	2
ACTG1	146
ACTG1P17	0
ACTG1P20	1
ACTG1P4	0
ACTG2	0
ACTL10	1
ACTL6A	3
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	21
ACTN1_AS1	0
ACTN2	0
ACTN3	1
ACTN4	95
ACTR10	4
ACTR1A	11
ACTR1B	7
ACTR2	26
ACTR3	16
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2
ACTR5	3
ACTR6	3
ACTR8	10
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	1
ACVR1B	4
ACVR1C	899
ACVR2A	3
ACVR2B	6
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	1
ACYP1	10
ACYP2	2
ADA	1
ADAD1	0
ADAD2	2
ADAL	6
ADAM10	20
ADAM11	0
ADAM12	10
ADAM15	11
ADAM17	4
ADAM18	0
ADAM19	5
ADAM1A	6
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	1
ADAM21P1	0
ADAM22	0
ADAM23	1
ADAM28	44
ADAM29	1
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	5
ADAM9	15
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	1
ADAMTS12	0
ADAMTS13	1
ADAMTS14	1
ADAMTS15	6
ADAMTS16	0
ADAMTS17	0
ADAMTS18	30
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	0
ADAMTS4	1
ADAMTS5	1
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	3
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	85
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	4
ADAMTSL4_AS1	1
ADAMTSL5	3
ADAP1	7
ADAP2	0
ADAR	42
ADARB1	1
ADARB2	17
ADARB2_AS1	0
ADAT1	0
ADAT2	1
ADAT3	1
ADCK1	12
ADCK2	50
ADCK3	9
ADCK4	6
ADCK5	2
ADCY1	0
ADCY10	0
ADCY10P1	0
ADCY2	10
ADCY3	1
ADCY4	1
ADCY5	9
ADCY6	8
ADCY7	5
ADCY8	1
ADCY9	3
ADCYAP1	0
ADCYAP1R1	0
ADD1	41
ADD2	0
ADD3	18
ADD3_AS1	0
ADGB	27
ADGRA1	8
ADGRA1_AS1	0
ADGRA2	1
ADGRA3	2
ADGRB1	2
