	gene_id_NP75_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	0
A2M_AS1	0
A2ML1	0
A2MP1	0
A3GALT2	0
A4GALT	1
A4GNT	0
AA06	0
AAAS	0
AACS	2
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	0
AAGAB	6
AAK1	11
AAMDC	0
AAMP	8
AANAT	0
AAR2	2
AARD	0
AARS	5
AARS2	4
AARSD1	0
AASDH	3
AASDHPPT	1
AASS	1
AATBC	1
AATF	21
AATK	11
AATK_AS1	0
ABALON	0
ABAT	8
ABCA1	29
ABCA10	1
ABCA11P	0
ABCA12	1
ABCA13	10
ABCA17P	0
ABCA2	2
ABCA3	1
ABCA4	2
ABCA5	3
ABCA6	0
ABCA7	16
ABCA8	0
ABCA9	1
ABCA9_AS1	0
ABCB1	3
ABCB10	0
ABCB11	0
ABCB4	0
ABCB5	0
ABCB6	0
ABCB7	0
ABCB8	2
ABCB9	3
ABCC1	4
ABCC10	3
ABCC11	1
ABCC12	1
ABCC13	0
ABCC2	0
ABCC3	0
ABCC4	2
ABCC5	20
ABCC5_AS1	0
ABCC6	0
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	0
ABCD2	0
ABCD3	0
ABCD4	8
ABCE1	0
ABCF1	29
ABCF2	5
ABCF3	2
ABCG1	0
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	0
ABHD11	0
ABHD11_AS1	2
ABHD12	0
ABHD12B	0
ABHD13	0
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	5
ABHD15	0
ABHD16A	12
ABHD16B	0
ABHD17A	2
ABHD17B	6
ABHD17C	0
ABHD2	10
ABHD3	4
ABHD4	0
ABHD5	2
ABHD6	0
ABHD8	0
ABI1	13
ABI2	0
ABI3	2
ABI3BP	0
ABL1	0
ABL2	0
ABLIM1	7
ABLIM2	0
ABLIM3	1
ABO	1
ABR	4
ABRA	0
ABRACL	0
ABT1	2
ABTB1	9
ABTB2	0
ACAA1	3
ACAA2	1
ACACA	1
ACACB	2
ACAD10	1
ACAD11	0
ACAD8	5
ACAD9	0
ACADL	0
ACADM	5
ACADS	0
ACADSB	0
ACADVL	5
ACAN	1
ACAP1	9
ACAP2	25
ACAP3	3
ACAT1	3
ACAT2	1
ACBD3	1
ACBD4	1
ACBD5	4
ACBD6	3
ACBD7	0
ACCS	3
ACCSL	0
ACD	0
ACE	4
ACE2	1
ACER1	0
ACER2	0
ACER3	6
ACHE	0
ACIN1	47
ACKR1	0
ACKR2	0
ACKR3	4
ACKR4	0
ACLY	6
ACMSD	0
ACO1	2
ACO2	0
ACOT1	0
ACOT11	0
ACOT12	0
ACOT13	2
ACOT2	0
ACOT4	3
ACOT6	0
ACOT7	1
ACOT8	1
ACOT9	5
ACOX1	3
ACOX2	0
ACOX3	3
ACOXL	0
ACP1	1
ACP2	0
ACP5	2
ACP6	3
ACPP	0
ACPT	0
ACR	0
ACRBP	2
ACRC	3
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	3
ACSF3	0
ACSL1	288
ACSL3	1
ACSL4	12
ACSL5	1
ACSL6	0
ACSM1	4
ACSM2A	0
ACSM2B	0
ACSM3	1
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	6
ACSS2	0
ACSS3	0
ACTA1	0
ACTA2	0
ACTA2_AS1	1
ACTB	988
ACTBL2	0
ACTC1	0
ACTG1	240
ACTG1P17	0
ACTG1P20	1
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	4
ACTL6B	3
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	55
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	32
ACTR10	1
ACTR1A	8
ACTR1B	0
ACTR2	33
ACTR3	53
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	1
ACTR6	3
ACTR8	0
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	0
ACVR1B	0
ACVR1C	13
ACVR2A	12
ACVR2B	0
ACVR2B_AS1	0
ACVRL1	1
ACY1	0
ACY3	0
ACYP1	2
ACYP2	0
ADA	3
ADAD1	0
ADAD2	0
ADAL	0
ADAM10	17
ADAM11	9
ADAM12	0
ADAM15	0
ADAM17	13
ADAM18	0
ADAM19	20
ADAM1A	0
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	3
ADAM23	22
ADAM28	3
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	34
ADAM9	14
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	0
ADAMTS12	0
ADAMTS13	0
ADAMTS14	0
ADAMTS15	0
ADAMTS16	2
ADAMTS17	0
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	0
ADAMTS4	1
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	0
ADAMTS9_AS1	1
ADAMTS9_AS2	0
ADAMTSL1	4
ADAMTSL2	0
ADAMTSL3	2
ADAMTSL4	17
ADAMTSL4_AS1	5
ADAMTSL5	0
ADAP1	11
ADAP2	1
ADAR	35
ADARB1	0
ADARB2	2
ADARB2_AS1	0
ADAT1	0
ADAT2	0
ADAT3	0
ADCK1	1
ADCK2	5
ADCK3	0
ADCK4	0
ADCK5	2
ADCY1	1
ADCY10	0
ADCY10P1	0
ADCY2	1
ADCY3	0
ADCY4	0
ADCY5	2
ADCY6	0
ADCY7	1
ADCY8	9
ADCY9	1
ADCYAP1	0
ADCYAP1R1	4
ADD1	9
ADD2	4
ADD3	2
ADD3_AS1	0
ADGB	0
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	2
ADGRA3	0
ADGRB1	1
ADGRB2	5
ADGRB3	0
ADGRD1	2
ADGRE1	6
ADGRE2	30
ADGRE3	11
ADGRE4P	0
ADGRE5	53
ADGRF1	21
ADGRF2	0
ADGRF3	0
ADGRF4	0
ADGRF5	0
ADGRG1	2
ADGRG2	0
ADGRG3	29
ADGRG4	6
ADGRG5	4
ADGRG6	0
ADGRG7	0
ADGRL1	1
ADGRL2	1
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	0
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	0
ADH6	0
ADH7	0
ADHFE1	0
ADI1	3
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	27
ADIPOR2	0
ADIRF	0
ADK	0
ADM	30
ADM2	1
ADM5	0
ADNP	3
ADNP_AS1	0
ADNP2	0
ADO	0
ADORA1	1
ADORA2A	4
ADORA2A_AS1	5
ADORA2B	2
ADORA3	0
ADPGK	0
ADPGK_AS1	1
ADPRH	0
ADPRHL1	0
ADPRHL2	0
ADPRM	0
ADRA1A	0
ADRA1B	1
ADRA1D	0
ADRA2A	1
ADRA2B	3
ADRA2C	0
ADRB1	2
ADRB2	1
ADRB3	3
ADRBK1	22
ADRBK2	2
ADRM1	2
ADSL	1
ADSS	7
ADSSL1	0
ADTRP	0
AEBP1	0
AEBP2	7
AEN	0
AES	6
AFAP1	3
AFAP1_AS1	0
AFAP1L1	0
AFAP1L2	0
AFF1	27
AFF2	10
AFF3	4
AFF4	35
AFG3L1P	0
AFG3L2	1
AFM	0
AFMID	0
AFP	0
AFTPH	6
AGA	0
AGAP1	0
AGAP1_IT1	0
AGAP11	0
AGAP2	11
AGAP2_AS1	2
AGAP3	4
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7P	0
AGAP9	1
AGBL1	0
AGBL1_AS1	0
AGBL2	0
AGBL3	1
AGBL4	0
AGBL4_IT1	0
AGBL5	10
AGBL5_AS1	0
AGER	4
AGFG1	5
AGFG2	9
AGGF1	1
AGK	0
AGL	0
AGMAT	0
AGMO	0
AGO1	3
AGO2	14
AGO3	6
AGO4	49
AGPAT1	2
AGPAT2	0
AGPAT3	0
AGPAT4	0
AGPAT4_IT1	0
AGPAT5	0
AGPS	2
AGR2	2
AGR3	0
AGRN	3
AGRP	0
AGT	0
AGTPBP1	23
AGTR1	0
AGTR2	0
AGTRAP	0
AGXT	0
AGXT2	0
AHCTF1	17
AHCTF1P1	0
AHCY	1
AHCYL1	5
AHCYL2	7
AHDC1	5
AHI1	2
AHNAK	50
AHNAK2	1
AHR	6
AHRR	3
AHSA1	11
AHSA2	3
AHSG	0
AHSP	0
AICDA	2
AIDA	5
AIF1	56
AIF1L	0
AIFM1	8
AIFM2	0
AIFM3	0
AIG1	1
AIM1	4
AIM1L	0
AIM2	11
AIMP1	4
AIMP2	0
AIP	7
AIPL1	0
AIRE	0
AIRN	0
AJAP1	1
AJUBA	0
AK1	6
AK2	1
AK3	3
AK4	0
AK5	0
AK6	1
AK7	1
AK8	0
AK9	1
AKAP1	1
AKAP10	1
AKAP11	17
AKAP12	4
AKAP13	65
AKAP14	0
AKAP17A	1
AKAP2	0
AKAP3	0
AKAP4	0
AKAP5	0
AKAP6	0
AKAP7	0
AKAP8	8
AKAP8L	4
AKAP9	13
AKIP1	0
AKIRIN1	11
AKIRIN2	6
AKNA	29
AKNAD1	0
AKR1A1	1
AKR1B1	1
AKR1B10	0
AKR1B15	0
AKR1C1	0
AKR1C2	1
AKR1C3	0
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	0
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	13
AKT1S1	0
AKT2	11
AKT3	4
AKTIP	0
ALAD	2
ALAS1	4
ALAS2	0
ALB	0
ALCAM	1
ALDH16A1	2
ALDH18A1	2
ALDH1A1	4
ALDH1A2	1
ALDH1A3	6
ALDH1B1	0
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	2
ALDH2	0
ALDH3A1	8
ALDH3A2	0
ALDH3B1	0
ALDH3B2	0
ALDH4A1	0
ALDH5A1	1
ALDH6A1	0
ALDH7A1	0
ALDH8A1	1
ALDH9A1	1
ALDOA	29
ALDOB	0
ALDOC	4
ALG1	0
ALG10	0
ALG10B	0
ALG11	0
ALG12	1
ALG13	1
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	0
ALG3	0
ALG5	0
ALG6	0
ALG8	4
ALG9	2
ALK	0
ALKBH1	0
ALKBH2	49
ALKBH3	0
ALKBH3_AS1	0
ALKBH4	2
ALKBH5	5
ALKBH6	0
ALKBH7	0
ALKBH8	1
ALLC	0
ALMS1	2
ALMS1_IT1	0
ALMS1P	1
ALOX12	0
ALOX12_AS1	2
ALOX12B	0
ALOX12P2	0
ALOX15	0
ALOX15B	0
ALOX15P1	0
ALOX5	38
ALOX5AP	10
ALOXE3	1
ALPI	0
ALPK1	13
ALPK2	0
ALPK3	11
ALPL	54
ALPP	0
ALPPL2	0
ALS2	3
ALS2CL	0
ALS2CR11	0
ALS2CR12	0
ALX1	0
ALX3	0
ALX4	0
ALYREF	0
AMACR	0
AMBN	0
AMBP	0
AMBRA1	15
AMD1	12
AMDHD1	0
AMDHD2	0
AMELX	0
AMELY	0
AMER1	0
AMER2	0
AMER3	0
AMFR	3
AMH	0
AMHR2	0
AMICA1	32
AMIGO1	38
AMIGO2	0
AMIGO3	1
AMMECR1	0
AMMECR1L	7
AMN	1
AMN1	0
AMOT	0
AMOTL1	1
AMOTL2	0
AMPD1	0
AMPD2	12
AMPD3	15
AMPH	0
AMT	0
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	0
AMZ2	1
AMZ2P1	5
ANAPC1	1
ANAPC10	4
ANAPC11	0
ANAPC13	0
ANAPC15	0
ANAPC16	9
ANAPC1P1	0
ANAPC2	0
ANAPC4	1
ANAPC5	10
ANAPC7	0
ANG	0
ANGEL1	0
ANGEL2	1
ANGPT1	3
ANGPT2	1
ANGPT4	1
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0
ANGPTL5	0
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	1
ANK2	0
ANK3	4
ANKAR	0
ANKDD1A	0
ANKDD1B	0
ANKEF1	0
ANKFN1	0
ANKFY1	1
ANKH	0
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	2
ANKK1	0
ANKLE1	3
ANKLE2	9
ANKMY1	3
ANKMY2	1
ANKRA2	0
ANKRD1	0
ANKRD10	4
ANKRD11	37
ANKRD12	42
ANKRD13A	13
ANKRD13B	0
ANKRD13C	0
ANKRD13D	4
ANKRD16	0
ANKRD17	38
ANKRD18A	0
ANKRD18B	0
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	1
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD22	0
ANKRD23	1
ANKRD24	3
ANKRD26	1
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	1
ANKRD28	5
ANKRD29	1
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	2
ANKRD33	0
ANKRD33B	10
ANKRD34A	0
ANKRD34B	1
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	4
ANKRD36	4
ANKRD36B	11
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	25
ANKRD37	0
ANKRD39	0
ANKRD40	4
ANKRD42	2
ANKRD44	26
ANKRD44_IT1	0
ANKRD45	0
ANKRD46	0
ANKRD49	0
ANKRD50	12
ANKRD52	0
ANKRD53	0
ANKRD54	0
ANKRD55	0
ANKRD6	0
ANKRD60	2
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	2
ANKRD65	0
ANKRD66	0
ANKRD7	0
ANKRD9	0
ANKS1A	7
ANKS1B	2
ANKS3	1
ANKS4B	0
ANKS6	0
ANKUB1	0
ANKZF1	2
ANLN	2
ANO1	0
ANO1_AS2	0
ANO10	4
ANO2	1
ANO3	0
ANO4	0
ANO5	6
ANO6	1
ANO7	0
ANO8	3
ANO9	0
ANOS1	0
ANP32A	136
ANP32A_IT1	0
ANP32AP1	0
ANP32B	32
ANP32C	0
ANP32D	0
ANP32E	25
ANPEP	27
ANTXR1	2
ANTXR2	19
ANTXRL	0
ANTXRLP1	0
ANXA1	53
ANXA10	0
ANXA11	15
ANXA13	0
ANXA2	28
ANXA2P1	3
ANXA2P2	1
ANXA2P3	0
ANXA2R	0
ANXA3	27
ANXA4	0
ANXA5	4
ANXA6	12
ANXA7	4
ANXA8	0
ANXA8L1	0
ANXA9	0
AOAH	3
AOAH_IT1	10
AOC1	0
AOC2	0
AOC3	0
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	0
AP1B1	4
AP1B1P1	0
AP1G1	8
AP1G2	0
AP1M1	0
AP1M2	2
AP1S1	1
AP1S2	0
AP1S3	2
AP2A1	12
AP2A2	5
AP2B1	5
AP2M1	6
AP2S1	1
AP3B1	17
AP3B2	1
AP3D1	18
AP3M1	3
AP3M2	0
AP3S1	0
AP3S2	2
AP4B1	1
AP4B1_AS1	0
AP4E1	1
AP4M1	0
AP4S1	0
AP5B1	24
AP5M1	5
AP5S1	2
AP5Z1	5
APAF1	8
APBA1	129
APBA2	2
APBA3	4
APBB1	4
APBB1IP	42
APBB2	1
APBB3	3
APC	8
APC2	1
APCDD1	0
APCDD1L	0
APCDD1L_AS1	3
APCS	0
APEH	0
APELA	0
APEX1	4
APEX2	0
APH1A	0
APH1B	3
API5	3
APIP	0
APITD1	0
APITD1_CORT	0
APLF	1
APLN	0
APLNR	0
APLP1	1
APLP2	39
APMAP	10
APOA1	0
APOA1_AS	0
APOA1BP	2
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	1
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	0
APOBEC3D	4
APOBEC3F	1
APOBEC3G	8
APOBEC3H	5
APOBEC4	0
APOBR	95
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	1
APOF	0
APOH	0
APOL1	3
APOL2	8
APOL3	2
APOL4	0
APOL5	0
APOL6	16
APOLD1	0
APOM	0
APOO	0
APOOL	1
APOOP5	0
APOPT1	0
APP	10
APPBP2	0
APPL1	5
APPL2	3
APRT	0
APTR	0
APTX	1
AQP1	6
AQP10	0
AQP11	0
AQP12A	0
AQP12B	0
AQP2	0
AQP3	23
AQP4	0
AQP4_AS1	0
AQP5	0
AQP6	0
AQP7	0
AQP7P1	1
AQP7P3	0
AQP8	0
AQP9	150
AQR	1
AR	0
ARAF	0
ARAP1	49
ARAP2	9
ARAP3	4
ARC	0
ARCN1	9
AREG	4
AREL1	5
ARF1	19
ARF3	22
ARF4	9
ARF5	3
ARF6	29
ARFGAP1	0
ARFGAP2	5
ARFGAP3	24
ARFGEF1	7
ARFGEF2	1
ARFGEF3	0
ARFIP1	6
ARFIP2	0
ARFRP1	0
ARG1	1
ARG2	2
ARGFX	0
ARGFXP2	0
ARGLU1	23
ARHGAP1	1
ARHGAP10	0
ARHGAP11A	1
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	26
ARHGAP17	10
ARHGAP18	0
ARHGAP19	3
ARHGAP19_SLIT1	0
ARHGAP20	0
ARHGAP21	4
ARHGAP22	0
ARHGAP23	0
ARHGAP24	7
ARHGAP25	29
ARHGAP26	130
ARHGAP26_AS1	3
ARHGAP26_IT1	0
ARHGAP27	13
ARHGAP28	0
ARHGAP29	2
ARHGAP30	62
ARHGAP31	5
ARHGAP31_AS1	1
ARHGAP32	3
ARHGAP33	3
ARHGAP35	7
ARHGAP36	1
ARHGAP39	0
ARHGAP4	7
ARHGAP40	0
ARHGAP42	0
ARHGAP44	0
ARHGAP5	4
ARHGAP5_AS1	0
ARHGAP6	3
ARHGAP8	0
ARHGAP9	44
ARHGDIA	19
ARHGDIB	130
ARHGDIG	0
ARHGEF1	19
ARHGEF10	0
ARHGEF10L	0
ARHGEF11	2
ARHGEF12	3
ARHGEF15	0
ARHGEF16	1
ARHGEF17	2
ARHGEF18	7
ARHGEF19	0
ARHGEF2	6
ARHGEF25	0
ARHGEF26	2
ARHGEF26_AS1	0
ARHGEF28	0
ARHGEF3	0
ARHGEF3_AS1	0
ARHGEF33	0
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	0
ARHGEF38	2
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	2
ARHGEF40	15
ARHGEF5	0
ARHGEF6	3
ARHGEF7	2
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	2
ARHGEF9_IT1	0
ARID1A	24
ARID1B	10
ARID2	11
ARID3A	12
ARID3B	7
ARID3C	0
ARID4A	9
ARID4B	65
ARID5A	17
ARID5B	28
ARIH1	7
ARIH2	4
ARIH2OS	0
ARL1	0
ARL10	1
ARL11	1
ARL13A	0
ARL13B	3
ARL14	0
ARL14EP	1
ARL14EPL	0
ARL15	0
ARL16	1
ARL17A	2
ARL17B	0
ARL2	0
ARL2_SNX15	1
ARL2BP	0
ARL3	5
ARL4A	2
ARL4C	0
ARL4D	0
ARL5A	4
ARL5B	10
ARL5C	0
ARL6	0
ARL6IP1	3
ARL6IP4	16
ARL6IP5	1
ARL6IP6	0
ARL8A	0
ARL8B	6
ARL9	0
ARMC1	0
ARMC10	0
ARMC12	0
ARMC2	7
ARMC2_AS1	0
ARMC3	1
ARMC4	0
ARMC5	0
ARMC6	0
ARMC7	0
