	gene_id_FLU_27_S195_
FAT3	0
FAT4	7
FATE1	0
FAU	1438
FAXC	0
FAXDC2	1067
FBF1	15
FBL	97
FBLIM1	0
FBLL1	0
FBLN1	0
FBLN2	1
FBLN5	3
FBLN7	0
FBN1	15
FBN2	195
FBN3	0
FBP1	167
FBP2	0
FBRS	358
FBRSL1	44
FBXL12	57
FBXL13	20
FBXL14	57
FBXL15	67
FBXL16	15
FBXL17	166
FBXL18	46
FBXL19	74
FBXL19_AS1	10
FBXL2	3
FBXL20	513
FBXL21	0
FBXL22	14
FBXL3	1262
FBXL4	296
FBXL5	9311
FBXL6	18
FBXL7	0
FBXL8	8
FBXO10	19
FBXO11	1655
FBXO15	0
FBXO16	0
FBXO17	0
FBXO18	613
FBXO2	1
FBXO21	142
FBXO22	105
FBXO22_AS1	0
FBXO24	1
FBXO25	63
FBXO27	0
FBXO28	298
FBXO3	146
FBXO3_AS1	0
FBXO30	527
FBXO31	21
FBXO32	69
FBXO33	606
FBXO34	413
FBXO36	0
FBXO38	1033
FBXO39	34
FBXO4	27
FBXO40	33
FBXO41	43
FBXO42	385
FBXO43	3
FBXO44	40
FBXO45	96
FBXO46	49
FBXO47	0
FBXO48	35
FBXO5	21
FBXO6	559
FBXO7	6185
FBXO8	188
FBXO9	1213
FBXW10	0
FBXW11	443
FBXW12	0
FBXW2	809
FBXW4	139
FBXW4P1	8
FBXW5	658
FBXW7	795
FBXW8	66
FBXW9	4
FCAMR	0
FCAR	2129
FCER1A	54
FCER1G	4987
FCER2	30
FCF1	176
FCGBP	12
FCGR1A	3613
FCGR1B	1090
FCGR1C	768
FCGR2A	22833
FCGR2B	465
FCGR2C	151
FCGR3A	3683
FCGR3B	48109
FCGRT	1592
FCHO1	395
FCHO2	1638
FCHSD1	258
FCHSD2	990
FCMR	156
FCN1	5101
FCN2	0
FCN3	0
FCRL1	194
FCRL2	74
FCRL3	113
FCRL4	0
FCRL5	16
FCRL6	68
FCRLA	68
FCRLB	9
FDCSP	0
FDFT1	801
FDPS	255
FDPSP2	12
FDX1	51
FDX1L	5
FDXACB1	13
FDXR	14
FECH	742
FEM1A	343
FEM1B	801
FEM1C	1082
FEN1	33
FENDRR	0
FER	145
FER1L4	0
FER1L5	1
FER1L6	0
FER1L6_AS1	0
FER1L6_AS2	0
FERD3L	0
FERMT1	0
FERMT2	1
FERMT3	1430
FES	1858
FETUB	0
FEV	0
FEZ1	3
FEZ2	326
FEZF1	0
FEZF1_AS1	0
FEZF2	0
FFAR1	0
FFAR2	5414
FFAR3	37
FFAR4	4
FGA	0
FGB	0
FGD1	1
FGD2	728
FGD3	2074
FGD4	1751
FGD5	0
FGD5_AS1	1205
FGD5P1	0
FGD6	144
FGF1	0
FGF10	0
FGF10_AS1	0
FGF11	11
FGF12	0
FGF12_AS1	0
FGF13	64
FGF13_AS1	3
FGF14	0
FGF14_AS1	0
FGF14_AS2	0
FGF14_IT1	0
FGF16	0
FGF17	0
FGF18	3
FGF19	0
FGF2	14
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	0
FGF6	0
FGF7	0
FGF8	2
FGF9	0
FGFBP1	0
FGFBP2	94
FGFBP3	6
FGFR1	16
FGFR1OP	221
FGFR1OP2	1426
FGFR2	7
FGFR3	0
FGFR4	1
FGFRL1	34
FGG	0
FGGY	56
FGL1	0
FGL2	12406
FGR	12359
FH	127
FHAD1	3
FHDC1	82
FHIT	12
FHL1	82
FHL2	10
FHL3	140
FHL5	0
FHOD1	381
FHOD3	7
FIBCD1	0
FIBIN	0
FIBP	203
FICD	25
FIG4	801
FIGF	0
FIGLA	0
FIGN	5
FIGNL1	36
FIGNL2	5
FILIP1	0
FILIP1L	1
FIP1L1	400
FIRRE	25
FIS1	429
FITM1	3
FITM2	3
FIZ1	8
FJX1	0
FKBP10	0
FKBP11	43
FKBP14	23
FKBP15	2998
FKBP1A	1192
FKBP1A_SDCBP2	0
FKBP1AP1	40
FKBP1B	22
FKBP2	42
FKBP3	191
FKBP4	102
FKBP5	3168
FKBP6	0
FKBP7	0
FKBP8	5731
FKBP9	44
FKBP9P1	0
FKBPL	46
FKRP	32
FKSG29	25
FKTN	60
FLAD1	64
FLCN	331
FLG	0
FLG_AS1	0
FLG2	0
FLI1	2772
FLII	2776
FLJ10038	119
FLJ12825	0
FLJ13224	5
FLJ16171	0
FLJ16779	0
FLJ20021	14
FLJ21408	4
FLJ22447	11
FLJ22763	0
FLJ23867	9
FLJ25758	0
FLJ26245	0
FLJ26850	3
FLJ27354	11
FLJ30679	0
FLJ31104	3
FLJ31356	14
FLJ31662	0
FLJ32255	438
FLJ33360	0
FLJ33534	6
FLJ33581	0
FLJ34503	0
FLJ35934	0
FLJ36000	0
FLJ36777	1
FLJ37035	0
FLJ37201	0
FLJ37453	109
FLJ37505	0
FLJ38122	9
FLJ38576	2
FLJ40194	0
FLJ40288	0
FLJ41200	0
FLJ41278	0
FLJ41941	0
FLJ42102	0
FLJ42351	4
FLJ42393	15
FLJ42627	29
FLJ42969	0
FLJ43315	0
FLJ43879	0
FLJ44635	90
FLJ45079	9
FLJ45513	5
FLJ46066	0
FLJ46284	0
FLJ46906	0
FLNA	21918
FLNB	276
FLNC	3
FLOT1	2226
FLOT2	5337
FLRT1	0
FLRT2	0
FLRT3	0
FLT1	25
FLT3	63
FLT3LG	31
FLT4	2
FLVCR1	160
FLVCR1_AS1	3
FLVCR2	640
FLYWCH1	75
FLYWCH2	29
FMN1	73
FMN2	0
FMNL1	6230
FMNL2	160
FMNL3	152
FMO1	0
FMO2	0
FMO3	0
FMO4	13
FMO5	71
FMO6P	0
FMO9P	0
FMOD	4
FMR1	1142
FMR1_AS1	0
FMR1NB	0
FN1	10
FN3K	17
FN3KRP	45
FNBP1	2719
FNBP1L	62
FNBP4	341
FNDC1	0
FNDC3A	1115
FNDC3B	3734
FNDC4	0
FNDC5	3
FNDC7	0
FNDC8	2
FNDC9	52
FNIP1	2826
FNIP2	214
FNTA	435
FNTB	5
FOCAD	200
FOCAD_AS1	0
FOLH1	0
FOLH1B	0
FOLR1	0
FOLR2	24
FOLR3	313
FOPNL	174
FOS	3924
FOSB	41
FOSL1	4
FOSL2	1117
FOXA1	0
FOXA2	0
FOXA3	0
FOXB1	0
FOXB2	0
FOXC1	2
FOXC2	0
FOXC2_AS1	0
FOXCUT	0
FOXD1	3
FOXD2	1
FOXD2_AS1	6
FOXD3	0
FOXD3_AS1	0
FOXD4	0
FOXD4L1	0
FOXD4L3	0
FOXD4L4	0
FOXD4L5	0
FOXD4L6	0
FOXE1	3
FOXE3	0
FOXF1	0
FOXF2	0
FOXG1	0
FOXG1_AS1	0
FOXH1	0
FOXI1	0
FOXI2	0
FOXI3	0
FOXJ1	0
FOXJ2	323
FOXJ3	724
FOXK1	254
FOXK2	240
FOXL1	0
FOXL2	0
FOXL2NB	0
FOXM1	9
FOXN1	0
FOXN2	2505
FOXN3	2148
FOXN3_AS1	20
FOXN3_AS2	22
FOXN4	0
FOXO1	568
FOXO3	2040
FOXO3B	14
FOXO4	748
FOXO6	0
FOXP1	1074
FOXP1_AS1	20
FOXP2	0
FOXP3	16
FOXP4	21
FOXP4_AS1	2
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	54
FOXRED2	3
FOXS1	0
FPGS	51
FPGT	197
FPGT_TNNI3K	0
FPR1	13776
FPR2	5088
FPR3	8
FRA10AC1	69
FRAS1	2
FRAT1	649
FRAT2	2312
FREM1	0
FREM2	0
FREM3	0
FRG1	163
FRG1BP	37
FRG1CP	51
FRG1DP	0
FRG1HP	82
FRG1JP	4
FRG2	0
FRG2B	0
FRG2C	0
FRG2DP	0
FRG2EP	0
FRK	0
FRMD1	0
FRMD3	227
FRMD4A	118
FRMD4B	549
FRMD5	4
FRMD6	6
FRMD6_AS1	0
FRMD6_AS2	0
FRMD7	0
FRMD8	356
FRMD8P1	0
FRMPD1	0
FRMPD2	0
FRMPD2B	0
FRMPD3	0
FRMPD3_AS1	0
FRMPD4	0
FRRS1	28
FRRS1L	0
FRS2	334
FRS3	24
FRY	1262
FRY_AS1	6
FRYL	1746
FRZB	0
FSBP	0
FSCB	0
FSCN1	17
FSCN2	0
FSCN3	3
FSD1	0
FSD1L	41
FSD2	16
FSHB	0
FSHR	0
FSIP1	16
FSIP2	8
FST	1
FSTL1	108
FSTL3	13
FSTL4	11
FSTL5	0
FTCD	0
FTCDNL1	0
FTH1	29353
FTH1P18	0
FTH1P3	3
FTHL17	0
FTL	31246
FTLP10	0
FTMT	0
FTO	146
FTO_IT1	1
FTSJ1	100
FTSJ2	66
FTSJ3	143
FTX	116
FUBP1	400
FUBP3	121
FUCA1	171
FUCA2	142
FUK	43
FUNDC1	47
FUNDC2	172
FUNDC2P2	0
FUOM	22
FURIN	1464
FUS	396
FUT1	0
FUT10	64
FUT11	63
FUT2	1
FUT3	0
FUT4	346
FUT5	0
FUT6	0
FUT7	509
FUT8	102
FUT8_AS1	0
FUT9	0
FUZ	61
FXN	24
FXR1	835
FXR2	238
FXYD1	0
FXYD2	0
FXYD3	1
FXYD4	0
FXYD5	316
FXYD6	9
FXYD6_FXYD2	0
FXYD7	1
FYB	19246
FYCO1	305
FYN	534
FYTTD1	459
FZD1	72
FZD10	0
FZD10_AS1	0
FZD2	26
FZD3	12
FZD4	0
FZD5	90
FZD6	10
FZD7	1
FZD8	0
FZD9	1
FZR1	253
G0S2	1097
G2E3	255
G3BP1	469
G3BP2	1320
G6PC	0
G6PC2	0
G6PC3	41
G6PD	1428
GAA	455
GAB1	380
GAB2	1780
GAB3	636
GAB4	0
GABARAP	2642
GABARAPL1	422
GABARAPL2	1230
GABARAPL3	0
GABBR1	155
GABBR2	0
GABPA	660
GABPB1	328
GABPB1_AS1	47
GABPB2	71
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	0
GABRA5	0
GABRA6	0
GABRB1	7
GABRB2	1
GABRB3	0
GABRD	0
GABRE	0
GABRG1	2
GABRG2	0
GABRG3	0
GABRG3_AS1	0
GABRP	0
GABRQ	0
GABRR1	3
GABRR2	116
GABRR3	0
GACAT1	0
GACAT2	0
GACAT3	0
GAD1	4
GAD2	0
GADD45A	125
GADD45B	558
GADD45G	26
GADD45GIP1	31
GADL1	0
GAGE1	0
GAGE10	0
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12I	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2B	0
GAGE2C	0
GAGE2D	0
GAGE2E	0
GAGE4	0
GAGE5	0
GAGE6	0
GAGE7	0
GAGE8	0
GAK	846
GAL	0
GAL3ST1	0
GAL3ST2	0
GAL3ST3	0
GAL3ST4	4
GALC	611
GALE	25
GALK1	79
GALK2	196
GALM	72
GALNS	274
GALNT1	1079
GALNT10	627
GALNT11	181
GALNT12	1
GALNT13	0
GALNT14	129
GALNT15	0
GALNT16	0
GALNT18	0
GALNT2	404
GALNT3	913
GALNT4	10
GALNT5	3
GALNT6	134
GALNT7	590
GALNT8	1
GALNT9	0
GALNTL5	0
GALNTL6	1
GALP	0
GALR1	0
GALR2	0
GALR3	0
GALT	92
GAMT	2
GAN	54
GANAB	864
GANC	324
GAP43	0
GAPDH	11178
GAPDHS	2
GAPLINC	0
GAPT	741
GAPVD1	1606
GAR1	14
GAREM	0
GAREML	9
GARNL3	0
GARS	484
GART	212
GAS1	0
GAS2	3
GAS2L1	25
GAS2L1P2	0
GAS2L2	0
GAS2L3	59
GAS5	149
GAS5_AS1	13
GAS6	78
GAS6_AS1	0
GAS6_AS2	0
GAS7	4556
GAS8	18
GAS8_AS1	0
GAST	0
GATA1	157
GATA2	65
GATA2_AS1	0
GATA3	42
GATA3_AS1	0
GATA4	0
GATA5	0
GATA6	0
GATA6_AS1	0
GATAD1	163
GATAD2A	874
GATAD2B	1075
GATB	52
GATC	224
GATM	10
GATS	70
GATSL2	80
GATSL3	3
GBA	418
GBA2	692
GBA3	0
GBAP1	2
GBAS	206
GBAT2	0
GBE1	230
GBF1	669
GBGT1	205
GBP1	9833
GBP1P1	91
GBP2	12888
GBP3	1610
GBP4	4888
GBP5	26738
GBP6	100
GBP7	36
GBX1	0
GBX2	0
GC	0
GCA	9767
GCAT	13
GCC1	548
GCC2	1054
GCDH	63
GCFC2	70
GCG	0
GCGR	0
GCH1	1454
GCHFR	18
GCK	0
GCKR	1
GCLC	248
GCLM	330
GCM1	28
GCM2	0
GCN1	359
GCNT1	275
GCNT2	87
GCNT3	0
GCNT4	8
GCNT7	88
GCOM1	4
GCSAM	34
GCSAML	28
GCSAML_AS1	0
GCSH	3
GCSHP3	42
GDA	0
GDAP1	38
GDAP1L1	0
GDAP2	884
GDE1	929
GDF1	0
GDF10	0
GDF11	22
GDF15	33
GDF2	0
GDF3	0
GDF5	0
GDF6	0
GDF7	0
GDF9	7
GDI1	568
GDI2	3389
GDNF	0
GDNF_AS1	0
GDPD1	6
GDPD2	3
GDPD3	83
GDPD4	0
GDPD5	61
GDPGP1	15
GEM	0
GEMIN2	13
GEMIN4	45
GEMIN5	112
GEMIN6	21
GEMIN7	59
GEMIN8	17
GEMIN8P4	3
GEN1	78
GET4	171
GFAP	0
GFER	30
GFI1	37
GFI1B	99
GFM1	169
GFM2	217
GFOD1	76
GFOD2	203
GFPT1	177
GFPT2	0
GFRA1	0
GFRA2	0
GFRA3	0
GFRA4	0
GFRAL	0
GFY	0
GGA1	169
GGA2	317
GGA3	423
GGACT	5
GGCT	20
GGCX	174
GGH	10
GGN	6
GGNBP1	5
GGNBP2	820
GGPS1	254
GGT1	112
GGT3P	0
GGT5	6
GGT6	0
GGT7	17
GGT8P	1
GGTA1P	47
GGTLC1	0
GGTLC2	0
GH1	0
GH2	0
GHDC	72
GHET1	0
GHITM	1457
GHR	3
GHRH	0
GHRHR	0
GHRL	67
GHRLOS	76
GHSR	5
GID4	95
GID8	705
GIF	17
GIGYF1	282
GIGYF2	727
GIMAP1	208
GIMAP1_GIMAP5	0
GIMAP2	1071
GIMAP4	4107
GIMAP5	0
GIMAP6	1022
GIMAP7	335
GIMAP8	1006
GIMD1	0
GIN1	126
GINM1	180
GINS1	5
GINS2	16
GINS3	13
GINS4	12
GIP	0
GIPC1	17
GIPC2	1
GIPC3	14
GIPR	0
GIT1	116
GIT2	2969
GJA1	1
GJA10	0
GJA3	0
GJA4	1
GJA5	0
GJA8	0
GJA9	0
GJA9_MYCBP	0
GJB1	0
GJB2	0
GJB3	0
GJB4	0
GJB5	0
GJB6	4
GJB7	20
GJC1	0
GJC2	0
GJC3	0
GJD2	0
GJD3	1
GJD4	2
GK	3957
GK2	0
GK3P	79
GK5	102
GKAP1	93
GKN1	0
GKN2	0
GLA	196
GLB1	667
GLB1L	11
GLB1L2	2
GLB1L3	2
GLCCI1	126
GLCE	101
GLDC	1
GLDN	5
GLE1	540
GLG1	1884
GLI1	71
GLI2	0
GLI3	0
GLI4	13
GLIDR	5
GLIPR1	1590
GLIPR1L1	3
GLIPR1L2	4
GLIPR2	2908
GLIS1	0
GLIS2	2
GLIS2_AS1	0
GLIS3	0
GLIS3_AS1	0
GLMN	35
GLMP	50
GLO1	154
GLOD4	86
GLOD5	0
GLP1R	0
GLP2R	10
GLRA1	0
GLRA2	0
GLRA3	0
GLRA4	0
GLRB	0
GLRX	2106
GLRX2	31
GLRX3	113
GLRX5	522
GLS	1506
GLS2	12
GLT1D1	2378
GLT6D1	0
GLT8D1	153
GLT8D2	1
GLTP	610
GLTPD2	0
GLTSCR1	56
GLTSCR1L	1520
GLTSCR2	457
GLUD1	944
GLUD1P3	6
GLUD1P7	0
GLUD2	1
GLUL	12782
GLYAT	0
GLYATL1	2
GLYATL2	0
GLYATL3	0
GLYCAM1	0
GLYCTK	70
GLYCTK_AS1	10
GLYR1	831
GM140	0
GM2A	854
GMCL1	329
GMCL1P1	0
GMDS	46
GMDS_AS1	31
GMEB1	152
GMEB2	139
GMFB	411
GMFG	3244
GMIP	2436
GML	0
GMNC	0
GMNN	31
GMPPA	38
GMPPB	36
GMPR	807
GMPR2	1040
GMPS	256
GNA11	33
GNA12	213
GNA13	5130
GNA14	0
GNA14_AS1	0
GNA15	187
GNAI1	4
GNAI2	6594
GNAI3	2679
GNAL	51
GNAO1	9
GNAQ	3364
GNAS	8035
GNAS_AS1	0
GNAT1	0
GNAT2	101
GNAT3	0
GNAZ	112
GNB1	4388
GNB1L	11
GNB2	3219
GNB2L1	2838
GNB3	0
GNB4	1806
GNB5	60
GNE	167
GNG10	4
GNG11	390
GNG12	0
GNG12_AS1	4
GNG13	0
GNG2	1295
GNG3	6
GNG4	0
GNG5	1224
GNG7	74
GNG8	0
GNGT1	0
GNGT2	12
GNL1	105
GNL2	160
GNL3	113
GNL3L	803
GNLY	109
GNMT	18
GNPAT	351
GNPDA1	140
GNPDA2	28
GNPNAT1	68
GNPTAB	734
GNPTG	147
GNRH1	73
GNRH2	0
GNRHR	3
GNRHR2	3
GNS	6189
GOLGA1	354
GOLGA2	383
GOLGA2P10	0
GOLGA2P2Y	0
GOLGA2P3Y	0
GOLGA2P5	27
GOLGA2P6	0
GOLGA2P7	0
GOLGA2P9	0
GOLGA3	473
GOLGA4	1021
GOLGA5	355
GOLGA6A	3
GOLGA6B	0
GOLGA6C	0
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0
GOLGA6L17P	0
GOLGA6L2	0
GOLGA6L22	0
GOLGA6L3	0
GOLGA6L4	0
GOLGA6L5P	0
GOLGA6L6	0
GOLGA6L7P	0
GOLGA6L9	2
GOLGA7	585
GOLGA7B	12
GOLGA8A	80
GOLGA8B	29
GOLGA8CP	0
GOLGA8DP	0
GOLGA8EP	0
GOLGA8F	0
GOLGA8G	0
GOLGA8H	0
GOLGA8IP	2
GOLGA8J	0
GOLGA8K	0
GOLGA8M	0
GOLGA8N	9
GOLGA8O	2
GOLGA8R	12
GOLGA8S	0
GOLGA8T	0
GOLGB1	1648
GOLIM4	137
GOLM1	161
GOLPH3	914
GOLPH3L	306
GOLT1A	0
GOLT1B	174
GON4L	737
GOPC	252
GORAB	46
GORASP1	248
GORASP2	153
GOSR1	354
GOSR2	254
GOT1	29
GOT1L1	0
GOT2	85
GP1BA	65
GP1BB	0
GP2	0
GP5	7
GP6	25
GP9	42
GPA33	12
GPAA1	126
GPALPP1	116
GPAM	13
GPANK1	198
GPAT2	0
GPAT3	844
GPAT4	378
GPATCH1	145
GPATCH11	191
GPATCH2	95
GPATCH2L	793
GPATCH3	73
GPATCH4	21
GPATCH8	555
GPBAR1	45
GPBP1	1835
GPBP1L1	2096
GPC1	3
GPC2	7
GPC3	0
GPC4	5
GPC5	0
GPC5_AS1	0
GPC5_AS2	0
GPC6	0
GPC6_AS1	0
GPC6_AS2	0
GPCPD1	3560
GPD1	2
GPD1L	82
GPD2	554
GPER1	27
GPHA2	0
GPHB5	0
GPHN	11
GPI	433
GPIHBP1	0
GPKOW	166
GPLD1	41
GPM6A	1
GPM6B	13
GPN1	125
GPN2	30
GPN3	149
GPNMB	0
GPR1	0
GPR1_AS	0
GPR101	0
GPR107	761
GPR108	573
GPR119	0
GPR12	0
GPR132	219
GPR135	5
GPR137	43
GPR137B	88
GPR137C	1
GPR139	0
GPR141	125
GPR142	0
GPR143	7
GPR146	103
GPR148	0
GPR149	0
GPR15	1
GPR150	0
GPR151	0
GPR152	10
GPR153	3
GPR155	645
GPR156	0
GPR157	8
GPR158	0
GPR158_AS1	0
GPR160	638
GPR161	1
GPR162	32
GPR17	0
GPR171	122
GPR173	0
GPR174	31
GPR176	0
GPR179	0
GPR18	49
GPR180	23
GPR182	2
GPR183	116
GPR19	2
GPR20	2
GPR21	9
GPR22	23
GPR25	0
GPR26	0
GPR27	34
GPR3	21
GPR31	0
GPR32	0
GPR33	5
GPR34	21
GPR35	26
GPR37	0
GPR37L1	6
GPR39	0
GPR4	0
GPR45	0
GPR50	0
GPR52	17
GPR55	12
GPR6	0
GPR61	1
GPR62	0
GPR63	0
GPR65	1760
GPR68	63
GPR75	15
GPR75_ASB3	0
GPR78	0
GPR82	1
GPR83	4
GPR84	182
GPR85	7
GPR87	10
GPR88	0
GPR89A	12
GPR89B	21
GPRASP1	16
GPRASP2	0
GPRC5A	0
GPRC5B	1
GPRC5C	15
GPRC5D	2
GPRC6A	0
GPRIN1	23
GPRIN2	0
GPRIN3	333
GPS1	184
GPS2	248
GPSM1	5
GPSM2	148
GPSM3	1397
GPT	1
GPT2	9
GPX1	1147
GPX2	43
GPX3	85
GPX4	338
GPX5	0
GPX6	0
GPX7	4
GPX8	0
GRAMD1A	1349
GRAMD1B	280
GRAMD1C	7
GRAMD2	2
GRAMD3	4
GRAMD4	264
GRAP	34
GRAP2	529
GRAPL	0
GRASP	11
GRB10	219
GRB14	13
GRB2	5719
GRB7	0
GREB1	0
GREB1L	20
GREM1	0
GREM2	0
GRHL1	29
GRHL2	0
GRHL3	0
GRHPR	201
GRIA1	0
GRIA2	0
GRIA3	0
GRIA4	0
GRID1	0
GRID1_AS1	0
GRID2	0
GRID2IP	4
GRIFIN	0
GRIK1	40
GRIK1_AS1	0
GRIK1_AS2	7
GRIK2	0
GRIK3	0
GRIK4	0
GRIK5	2
GRIN1	0
GRIN2A	0
GRIN2B	0
GRIN2C	6
GRIN2D	1
GRIN3A	75
GRIN3B	5
GRINA	2331
GRIP1	24
GRIP2	45
GRIPAP1	584
GRK1	0
GRK4	7
GRK5	274
GRK6	2063
GRK7	0
GRM1	0
GRM2	0
GRM3	0
GRM4	0
GRM5	0
GRM5_AS1	0
GRM6	0
GRM7	0
GRM7_AS1	0
GRM7_AS2	0
GRM7_AS3	0
GRM8	0
GRN	4165
GRP	0
GRPEL1	110
GRPEL2	59
GRPR	0
GRSF1	307
GRTP1	14
GRTP1_AS1	3
GRWD1	17
GRXCR1	0
GRXCR2	0
GS1_124K5.11	118
GS1_24F4.2	0
GS1_259H13.2	3
GS1_279B7.1	3
GS1_594A7.3	0
GS1_600G8.3	0
GSAP	676
GSC	0
GSC2	0
GSDMA	0
GSDMB	26
GSDMC	4
GSDMD	1016
GSE1	377
GSG1	3
GSG1L	5
GSG1L2	0
GSG2	10
GSK3A	383
GSK3B	1517
GSKIP	226
GSN	4012
GSN_AS1	100
GSPT1	3579
GSPT2	18
GSR	1137
GSS	62
GSTA1	1
GSTA2	0
GSTA3	0
GSTA4	2
GSTA5	0
GSTA7P	38
GSTCD	18
GSTK1	1901
GSTM1	36
GSTM2	7
GSTM2P1	0
GSTM3	0
GSTM4	38
GSTM5	0
GSTO1	819
GSTO2	37
GSTP1	312
GSTT1	0
GSTT2	0
GSTT2B	0
GSTTP1	0
GSTTP2	4
GSTZ1	20
GSX1	0
GSX2	0
GTDC1	416
GTF2A1	848
GTF2A1L	0
GTF2A2	109
GTF2B	520
GTF2E1	211
GTF2E2	216
GTF2F1	340
GTF2F2	204
GTF2H1	287
GTF2H2	0
GTF2H2B	5
GTF2H2C	0
GTF2H2C_2	2
GTF2H3	48
GTF2H4	43
GTF2H5	51
GTF2I	135
GTF2IP1	13
GTF2IP20	43
GTF2IP4	0
GTF2IRD1	0
GTF2IRD1P1	1
GTF2IRD2	6
GTF2IRD2B	17
GTF3A	361
GTF3C1	664
GTF3C2	123
GTF3C2_AS1	0
GTF3C3	97
GTF3C4	93
GTF3C5	210
GTF3C6	94
GTPBP1	1139
GTPBP10	226
GTPBP2	707
GTPBP3	13
GTPBP4	97
GTPBP6	76
GTPBP8	14
GTSCR1	0
GTSE1	2
GTSE1_AS1	5
GTSF1	6
GTSF1L	0
GUCA1A	0
GUCA1B	13
GUCA1C	0
GUCA2A	1
GUCA2B	0
GUCD1	1689
GUCY1A2	0
GUCY1A3	127
GUCY1B2	0
GUCY1B3	163
GUCY2C	48
GUCY2D	2
GUCY2EP	0
GUCY2F	0
GUCY2GP	0
GUF1	149
GUK1	3977
GULP1	0
GUSB	362
GUSBP1	43
GUSBP10	0
GUSBP11	338
GUSBP2	2
GUSBP3	2
GUSBP4	13
GUSBP5	0
GUSBP9	3
GVINP1	2086
GXYLT1	284
GXYLT1P3	0
GXYLT2	0
GYG1	1205
GYG2	0
GYG2P1	0
GYLTL1B	4
GYPA	190
GYPB	58
GYPC	5378
GYPE	19
GYS1	171
GYS2	1
GZF1	263
GZMA	139
GZMB	78
GZMH	99
GZMK	28
GZMM	31
H19	0
H1F0	208
H1FNT	0
H1FOO	0
H1FX	199
H1FX_AS1	2
H2AFB1	0
H2AFB2	0
H2AFB3	0
H2AFJ	155
H2AFV	541
H2AFX	16
H2AFY	1938
H2AFY2	2
H2AFZ	847
H2BFM	0
H2BFWT	0
H2BFXP	0
H3F3A	0
H3F3AP4	2757
H3F3B	15159
H3F3C	1
H6PD	649
HAAO	15
HABP2	0
HABP4	24
HACD1	17
HACD2	45
HACD3	71
HACD4	913
HACE1	76
HACL1	53
HADH	46
HADHA	1540
HADHB	917
HAGH	743
HAGHL	4
HAGLR	0
HAGLROS	0
HAL	531
HAMP	0
HAND1	0
HAND2	0
HAND2_AS1	0
HAO1	0
HAO2	0
HAO2_IT1	0
HAP1	0
HAPLN1	0
HAPLN2	0
HAPLN3	46
HAPLN4	0
HAR1A	4
HAR1B	0
HARBI1	17
HARS	213
HARS2	190
HAS1	4
HAS2	0
HAS2_AS1	0
HAS3	7
HAT1	356
HAUS1	157
HAUS2	168
HAUS3	213
HAUS4	1215
HAUS5	31
HAUS6	241
HAUS7	48
HAUS8	25
HAVCR1	2
HAVCR1P1	0
HAVCR2	293
HAX1	244
HBA1	80
HBA2	891
HBB	1539
HBBP1	0
HBD	0
HBE1	0
HBEGF	12
HBG1	66
HBG2	50
HBM	43
HBP1	1237
HBQ1	14
HBS1L	376
HBZ	0
HCAR1	3
HCAR2	752
HCAR3	1185
HCCAT5	0
HCCS	109
HCFC1	567
HCFC1_AS1	11
HCFC1R1	8
HCFC2	120
HCG11	77
HCG14	5
HCG17	1
HCG18	115
HCG2040054	0
HCG22	3
HCG23	2
HCG25	2
HCG26	34
HCG27	381
HCG4	2
HCG4B	14
HCG8	3
HCG9	1
HCK	12257
HCLS1	4153
HCN1	0
HCN2	0
HCN3	0
HCN4	0
HCP5	1149
HCRT	0
HCRTR1	7
HCRTR2	0
HCST	72
HDAC1	644
HDAC10	89
HDAC11	12
HDAC11_AS1	0
HDAC2	217
HDAC3	241
HDAC4	1470
HDAC5	514
HDAC6	382
HDAC7	588
HDAC8	59
HDAC9	125
HDC	30
HDDC2	70
HDDC3	38
HDGF	1525
HDGFL1	0
HDGFRP2	188
HDGFRP3	38
HDHD1	66
HDHD2	126
HDHD3	23
HDLBP	2005
HDX	24
HEATR1	124
HEATR3	118
HEATR4	1
HEATR5A	400
HEATR5B	497
HEATR6	80
HEATR9	3
HEBP1	179
HEBP2	791
HECA	3626
HECTD1	1413
HECTD2	21
HECTD2_AS1	0
HECTD3	200
HECTD4	1194
HECW1	2
HECW2	55
HEG1	222
HEIH	143
HELB	354
HELLS	34
HELQ	188
HELT	0
HELZ	1682
HELZ2	2610
HEMGN	1032
HEMK1	61
HENMT1	85
HEPACAM	0
HEPACAM2	50
HEPH	0
HEPHL1	0
HEPN1	0
HERC1	2649
HERC2	177
HERC2P10	2
HERC2P2	133
HERC2P3	3
HERC2P4	0
HERC2P7	0
HERC2P9	7
HERC3	2088
HERC4	1072
HERC5	3348
HERC6	303
HERPUD1	693
HERPUD2	1112
HES1	9
HES2	0
HES3	0
HES4	6
HES5	0
HES6	1
HES7	0
HESX1	0
HEXA	245
HEXA_AS1	3
HEXB	534
HEXDC	182
HEXIM1	543
HEXIM2	72
HEY1	0
HEY2	0
HEYL	0
HFE	42
