	gene_id_WB31_
A1BG	13
A1BG_AS1	3
A1CF	2
A2M	220
A2M_AS1	44
A2ML1	1
A2MP1	17
A3GALT2	15
A4GALT	11
A4GNT	0
AA06	0
AAAS	36
AACS	22
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	19
AAGAB	99
AAK1	502
AAMDC	20
AAMP	126
AANAT	31
AAR2	48
AARD	2
AARS	195
AARS2	74
AARSD1	0
AASDH	72
AASDHPPT	80
AASS	9
AATBC	24
AATF	238
AATK	475
AATK_AS1	0
ABALON	182
ABAT	71
ABCA1	2044
ABCA10	11
ABCA11P	14
ABCA12	0
ABCA13	68
ABCA17P	0
ABCA2	812
ABCA3	17
ABCA4	0
ABCA5	123
ABCA6	3
ABCA7	998
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	40
ABCB10	266
ABCB11	0
ABCB4	29
ABCB5	6
ABCB6	58
ABCB7	98
ABCB8	67
ABCB9	9
ABCC1	310
ABCC10	107
ABCC11	0
ABCC12	0
ABCC13	162
ABCC2	23
ABCC3	215
ABCC4	762
ABCC5	138
ABCC5_AS1	1
ABCC6	6
ABCC6P1	0
ABCC6P2	0
ABCC8	1
ABCC9	0
ABCD1	111
ABCD2	62
ABCD3	63
ABCD4	67
ABCE1	161
ABCF1	177
ABCF2	68
ABCF3	133
ABCG1	220
ABCG2	125
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	1
ABHD10	38
ABHD11	18
ABHD11_AS1	3
ABHD12	26
ABHD12B	28
ABHD13	164
ABHD14A	21
ABHD14A_ACY1	0
ABHD14B	44
ABHD15	67
ABHD16A	371
ABHD16B	24
ABHD17A	332
ABHD17B	58
ABHD17C	3
ABHD2	1068
ABHD3	219
ABHD4	130
ABHD5	275
ABHD6	21
ABHD8	42
ABI1	548
ABI2	149
ABI3	33
ABI3BP	9
ABL1	57
ABL2	240
ABLIM1	591
ABLIM2	0
ABLIM3	120
ABO	5
ABR	420
ABRA	8
ABRACL	121
ABT1	110
ABTB1	1340
ABTB2	26
ACAA1	261
ACAA2	64
ACACA	108
ACACB	64
ACAD10	95
ACAD11	15
ACAD8	48
ACAD9	93
ACADL	0
ACADM	162
ACADS	58
ACADSB	41
ACADVL	476
ACAN	4
ACAP1	937
ACAP2	1122
ACAP3	71
ACAT1	68
ACAT2	41
ACBD3	134
ACBD4	26
ACBD5	83
ACBD6	82
ACBD7	6
ACCS	19
ACCSL	1
ACD	15
ACE	9
ACE2	0
ACER1	1
ACER2	41
ACER3	160
ACHE	15
ACIN1	768
ACKR1	0
ACKR2	2
ACKR3	12
ACKR4	4
ACLY	440
ACMSD	0
ACO1	233
ACO2	125
ACOT1	9
ACOT11	3
ACOT12	0
ACOT13	69
ACOT2	16
ACOT4	5
ACOT6	0
ACOT7	17
ACOT8	71
ACOT9	181
ACOX1	300
ACOX2	5
ACOX3	46
ACOXL	1
ACP1	331
ACP2	33
ACP5	134
ACP6	29
ACPP	67
ACPT	3
ACR	0
ACRBP	262
ACRC	36
ACRV1	0
ACSBG1	4
ACSBG2	0
ACSF2	24
ACSF3	95
ACSL1	7233
ACSL3	270
ACSL4	441
ACSL5	292
ACSL6	176
ACSM1	7
ACSM2A	0
ACSM2B	0
ACSM3	17
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	135
ACSS2	131
ACSS3	0
ACTA1	0
ACTA2	89
ACTA2_AS1	15
ACTB	18933
ACTBL2	0
ACTC1	0
ACTG1	4720
ACTG1P17	5
ACTG1P20	12
ACTG1P4	4
ACTG2	0
ACTL10	18
ACTL6A	61
ACTL6B	0
ACTL7A	6
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	1256
ACTN1_AS1	0
ACTN2	0
ACTN3	2
ACTN4	712
ACTR10	204
ACTR1A	345
ACTR1B	103
ACTR2	1412
ACTR3	1352
ACTR3B	30
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	18
ACTR5	29
ACTR6	91
ACTR8	93
ACTRT1	0
ACTRT2	0
ACTRT3	3
ACVR1	59
ACVR1B	107
ACVR1C	17
ACVR2A	79
ACVR2B	57
ACVR2B_AS1	1
ACVRL1	15
ACY1	1
ACY3	2
ACYP1	32
ACYP2	22
ADA	74
ADAD1	1
ADAD2	1
ADAL	55
ADAM10	650
ADAM11	0
ADAM12	7
ADAM15	91
ADAM17	271
ADAM18	0
ADAM19	615
ADAM1A	19
ADAM2	0
ADAM20	5
ADAM20P1	7
ADAM21	4
ADAM21P1	0
ADAM22	26
ADAM23	14
ADAM28	131
ADAM29	0
ADAM30	0
ADAM32	4
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	3
ADAM8	2164
ADAM9	166
ADAMDEC1	2
ADAMTS1	16
ADAMTS10	15
ADAMTS12	0
ADAMTS13	6
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	19
ADAMTS18	0
ADAMTS19	1
ADAMTS19_AS1	0
ADAMTS2	8
ADAMTS20	0
ADAMTS3	2
ADAMTS4	1
ADAMTS5	0
ADAMTS6	27
ADAMTS7	1
ADAMTS7P1	5
ADAMTS8	0
ADAMTS9	4
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	979
ADAMTSL4_AS1	239
ADAMTSL5	5
ADAP1	161
ADAP2	40
ADAR	5071
ADARB1	151
ADARB2	1
ADARB2_AS1	1
ADAT1	98
ADAT2	28
ADAT3	13
ADCK1	7
ADCK2	37
ADCK3	135
ADCK4	104
ADCK5	16
ADCY1	0
ADCY10	10
ADCY10P1	135
ADCY2	0
ADCY3	36
ADCY4	61
ADCY5	7
ADCY6	5
ADCY7	1378
ADCY8	1
ADCY9	28
ADCYAP1	0
ADCYAP1R1	0
ADD1	744
ADD2	83
ADD3	875
ADD3_AS1	7
ADGB	1
ADGRA1	0
ADGRA1_AS1	2
ADGRA2	8
ADGRA3	16
ADGRB1	2
ADGRB2	2
ADGRB3	1
ADGRD1	1
ADGRE1	541
ADGRE2	790
ADGRE3	131
ADGRE4P	38
ADGRE5	2554
ADGRF1	0
ADGRF2	2
ADGRF3	14
ADGRF4	0
ADGRF5	0
ADGRG1	57
ADGRG2	4
ADGRG3	1307
ADGRG4	0
ADGRG5	30
ADGRG6	2
ADGRG7	1
ADGRL1	64
ADGRL2	0
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	1
ADGRV1	1
ADH1A	4
ADH1B	0
ADH1C	0
ADH4	1
ADH5	194
ADH6	1
ADH7	0
ADHFE1	11
ADI1	107
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	17340
ADIPOR2	441
ADIRF	2
ADK	78
ADM	681
ADM2	5
ADM5	6
ADNP	478
ADNP_AS1	13
ADNP2	68
ADO	52
ADORA1	1
ADORA2A	23
ADORA2A_AS1	109
ADORA2B	23
ADORA3	0
ADPGK	260
ADPGK_AS1	13
ADPRH	45
ADPRHL1	1
ADPRHL2	70
ADPRM	59
ADRA1A	0
ADRA1B	0
ADRA1D	4
ADRA2A	4
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	78
ADRB3	0
ADRBK1	1378
ADRBK2	223
ADRM1	144
ADSL	184
ADSS	145
ADSSL1	3
ADTRP	46
AEBP1	18
AEBP2	113
AEN	125
AES	356
AFAP1	20
AFAP1_AS1	6
AFAP1L1	5
AFAP1L2	8
AFF1	1638
AFF2	57
AFF3	122
AFF4	531
AFG3L1P	93
AFG3L2	102
AFM	0
AFMID	7
AFP	1
AFTPH	394
AGA	43
AGAP1	10
AGAP1_IT1	0
AGAP11	0
AGAP2	216
AGAP2_AS1	0
AGAP3	33
AGAP4	40
AGAP5	40
AGAP6	32
AGAP7P	19
AGAP9	20
AGBL1	0
AGBL1_AS1	0
AGBL2	6
AGBL3	7
AGBL4	0
AGBL4_IT1	0
AGBL5	61
AGBL5_AS1	2
AGER	119
AGFG1	672
AGFG2	48
AGGF1	375
AGK	122
AGL	106
AGMAT	43
AGMO	0
AGO1	243
AGO2	838
AGO3	115
AGO4	547
AGPAT1	174
AGPAT2	87
AGPAT3	259
AGPAT4	51
AGPAT4_IT1	5
AGPAT5	113
AGPS	180
AGR2	1
AGR3	0
AGRN	227
AGRP	3
AGT	0
AGTPBP1	904
AGTR1	0
AGTR2	0
AGTRAP	200
AGXT	0
AGXT2	0
AHCTF1	343
AHCTF1P1	3
AHCY	45
AHCYL1	218
AHCYL2	38
AHDC1	31
AHI1	40
AHNAK	4251
AHNAK2	6
AHR	254
AHRR	2
AHSA1	261
AHSA2	224
AHSG	0
AHSP	341
AICDA	2
AIDA	393
AIF1	276
AIF1L	0
AIFM1	97
AIFM2	11
AIFM3	7
AIG1	73
AIM1	695
AIM1L	7
AIM2	132
AIMP1	88
AIMP2	15
AIP	96
AIPL1	2
AIRE	4
AIRN	15
AJAP1	0
AJUBA	5
AK1	49
AK2	318
AK3	103
AK4	3
AK5	19
AK6	46
AK7	6
AK8	2
AK9	66
AKAP1	57
AKAP10	255
AKAP11	269
AKAP12	50
AKAP13	3835
AKAP14	2
AKAP17A	401
AKAP2	0
AKAP3	0
AKAP4	0
AKAP5	20
AKAP6	10
AKAP7	626
AKAP8	110
AKAP8L	283
AKAP9	623
AKIP1	22
AKIRIN1	299
AKIRIN2	385
AKNA	2273
AKNAD1	1
AKR1A1	96
AKR1B1	85
AKR1B10	1
AKR1B15	0
AKR1C1	1
AKR1C2	0
AKR1C3	12
AKR1C4	0
AKR1C6P	17
AKR1C8P	10
AKR1D1	0
AKR1E2	38
AKR7A2	40
AKR7A2P1	1
AKR7A3	6
AKR7L	4
AKT1	211
AKT1S1	68
AKT2	397
AKT3	182
AKTIP	118
ALAD	125
ALAS1	180
ALAS2	21485
ALB	21
ALCAM	100
ALDH16A1	142
ALDH18A1	84
ALDH1A1	3
ALDH1A2	1
ALDH1A3	1
ALDH1B1	30
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	6
ALDH2	44
ALDH3A1	0
ALDH3A2	51
ALDH3B1	70
ALDH3B2	1
ALDH4A1	18
ALDH5A1	252
ALDH6A1	59
ALDH7A1	3
ALDH8A1	12
ALDH9A1	123
ALDOA	1804
ALDOB	1
ALDOC	32
ALG1	37
ALG10	37
ALG10B	41
ALG11	40
ALG12	70
ALG13	184
ALG14	12
ALG1L	1
ALG1L2	0
ALG1L9P	4
ALG2	59
ALG3	35
ALG5	49
ALG6	105
ALG8	63
ALG9	73
ALK	16
ALKBH1	26
ALKBH2	24
ALKBH3	21
ALKBH3_AS1	4
ALKBH4	63
ALKBH5	607
ALKBH6	40
ALKBH7	47
ALKBH8	54
ALLC	0
ALMS1	321
ALMS1_IT1	9
ALMS1P	41
ALOX12	65
ALOX12_AS1	13
ALOX12B	7
ALOX12P2	5
ALOX15	2
ALOX15B	0
ALOX15P1	5
ALOX5	2059
ALOX5AP	408
ALOXE3	0
ALPI	0
ALPK1	507
ALPK2	1
ALPK3	33
ALPL	1163
ALPP	0
ALPPL2	1
ALS2	79
ALS2CL	17
ALS2CR11	5
ALS2CR12	708
ALX1	0
ALX3	5
ALX4	6
ALYREF	87
AMACR	2
AMBN	1
AMBP	3
AMBRA1	172
AMD1	433
AMDHD1	0
AMDHD2	54
AMELX	0
AMELY	0
AMER1	26
AMER2	2
AMER3	0
AMFR	961
AMH	2
AMHR2	3
AMICA1	1291
AMIGO1	15
AMIGO2	54
AMIGO3	23
AMMECR1	113
AMMECR1L	52
AMN	3
AMN1	80
AMOT	7
AMOTL1	20
AMOTL2	1
AMPD1	0
AMPD2	316
AMPD3	239
AMPH	6
AMT	27
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	34
AMZ1	0
AMZ2	102
AMZ2P1	11
ANAPC1	186
ANAPC10	66
ANAPC11	43
ANAPC13	45
ANAPC15	10
ANAPC16	435
ANAPC1P1	0
ANAPC2	67
ANAPC4	159
ANAPC5	232
ANAPC7	130
ANG	2
ANGEL1	39
ANGEL2	170
ANGPT1	16
