	gene_id_Covid7_R1_
RPL39L	11
RPL3L	0
RPL4	1034
RPL41	1141
RPL5	392
RPL6	239
RPL7	375
RPL7A	306
RPL7L1	51
RPL8	568
RPL9	106
RPLP0	294
RPLP0P2	1
RPLP1	916
RPLP2	937
RPN1	183
RPN2	68
RPP14	44
RPP21	0
RPP25	15
RPP25L	19
RPP30	27
RPP38	50
RPP40	3
RPPH1	204470
RPRD1A	62
RPRD1B	72
RPRD2	140
RPRM	54
RPRML	27
RPS10	4
RPS10_NUDT3	0
RPS10P7	8
RPS11	426
RPS12	266
RPS13	80
RPS14	1488
RPS14P3	6
RPS15	129
RPS15A	66
RPS15AP10	6
RPS16	163
RPS16P5	22
RPS17	269
RPS18	256
RPS18P9	1
RPS19	458
RPS19BP1	141
RPS2	167
RPS20	270
RPS21	138
RPS23	132
RPS24	620
RPS25	484
RPS26	48
RPS26P11	1
RPS27	147
RPS27A	222
RPS27L	30
RPS28	51
RPS29	54
RPS2P32	2
RPS3	663
RPS3A	124
RPS4X	453
RPS4Y1	1
RPS4Y2	0
RPS5	125
RPS6	686
RPS6KA1	129
RPS6KA2	97
RPS6KA2_AS1	1
RPS6KA2_IT1	0
RPS6KA3	106
RPS6KA4	184
RPS6KA5	65
RPS6KA6	9
RPS6KB1	84
RPS6KB2	320
RPS6KC1	62
RPS6KL1	19
RPS7	62
RPS7P5	1
RPS8	368
RPS9	731
RPSA	208
RPSAP52	0
RPSAP58	6
RPSAP9	0
RPTN	2
RPTOR	95
RPUSD1	21
RPUSD2	11
RPUSD3	11
RPUSD4	30
RQCD1	78
RRAD	1350
RRAGA	126
RRAGB	23
RRAGC	31
RRAGD	46
RRAS	10
RRAS2	28
RRBP1	522
RREB1	437
RRH	0
RRM1	81
RRM2	33
RRM2B	65
RRN3	52
RRN3P1	5
RRN3P2	11
RRN3P3	16
RRNAD1	25
RRP1	101
RRP12	93
RRP15	80
RRP1B	134
RRP36	45
RRP7A	79
RRP7BP	15
RRP8	21
RRP9	64
RRS1	79
RRS1_AS1	13
RS1	2
RSAD1	47
RSAD2	252
RSBN1	110
RSBN1L	74
RSC1A1	12
RSF1	458
RSG1	39
RSL1D1	291
RSL24D1	71
RSPH1	1001
RSPH10B	0
RSPH10B2	0
RSPH14	26
RSPH3	296
RSPH4A	817
RSPH6A	5
RSPH9	55
RSPO1	1
RSPO2	0
RSPO3	0
RSPO4	2
RSPRY1	54
RSRC1	99
RSRC2	440
RSRP1	118
RSU1	90
RSU1P2	0
RTBDN	1
RTCA	83
RTCA_AS1	10
RTCB	120
RTEL1	5
RTEL1_TNFRSF6B	0
RTF1	227
RTFDC1	174
RTKN	13
RTKN2	14
RTL1	6
RTN1	18
RTN2	6
RTN3	106
RTN4	228
RTN4IP1	23
RTN4R	0
RTN4RL1	15
RTN4RL2	3
RTP1	1
RTP2	1
RTP3	1
RTP4	41
RTP5	1
RTTN	15
RUFY1	157
RUFY2	59
RUFY3	118
RUFY4	29
RUNDC1	139
RUNDC3A	23
RUNDC3A_AS1	2
RUNDC3B	2
RUNX1	435
RUNX1_IT1	0
RUNX1T1	2
RUNX2	41
RUNX3	125
RUSC1	43
RUSC1_AS1	5
RUSC2	29
RUVBL1	223
RUVBL1_AS1	1
RUVBL2	489
RWDD1	77
RWDD2A	6
RWDD2B	7
RWDD3	15
RWDD4	7
RXFP1	1
RXFP2	0
RXFP3	211
RXFP4	0
RXRA	227
RXRB	74
RXRG	1
RYBP	66
RYK	36
RYR1	123
RYR2	2
RYR3	8
S100A1	7
S100A10	99
S100A11	445
S100A12	3
S100A13	215
S100A14	558
S100A16	145
S100A2	92
S100A3	0
S100A4	171
S100A5	3
S100A6	1901
S100A7	0
S100A7A	0
S100A7L2	0
S100A8	32
S100A9	104
S100B	2
S100G	0
S100P	578
S100PBP	43
S100Z	1
S1PR1	2
S1PR2	23
S1PR3	3
S1PR4	6
S1PR5	3
SAA1	110
SAA2	66
SAA2_SAA4	0
SAA3P	1
SAA4	0
SAAL1	9
SAC3D1	7
SACM1L	77
SACS	22
SACS_AS1	0
SAE1	131
SAFB	507
SAFB2	376
SAG	0
SAGE1	3
SALL1	3
SALL2	11
SALL3	3
SALL4	5
SALRNA1	3
SALRNA2	0
SALRNA3	1
SAMD1	121
SAMD10	14
SAMD11	5
SAMD12	76
SAMD12_AS1	1
SAMD13	2
SAMD14	4
SAMD15	181
SAMD3	13
SAMD4A	34
SAMD4B	110
SAMD5	4
SAMD7	0
SAMD8	114
SAMD9	344
SAMD9L	234
SAMHD1	608
SAMM50	43
SAMSN1	26
SAMSN1_AS1	0
SAP130	48
SAP18	418
SAP25	3
SAP30	50
SAP30BP	148
SAP30L	99
SAP30L_AS1	4
SAPCD1	0
SAPCD1_AS1	0
SAPCD2	22
SAR1A	95
SAR1B	70
SARAF	116
SARDH	267
SARM1	14
SARNP	114
SARS	230
SARS2	22
SART1	367
SART3	248
SASH1	155
SASH3	105
SASS6	14
SAT1	2653
SAT2	83
SATB1	176
SATB1_AS1	0
SATB2	10
SATB2_AS1	1
SATL1	0
SAV1	55
SAXO1	4
SAXO2	164
SAYSD1	34
SBDS	67
SBDSP1	19
SBF1	272
SBF1P1	1
SBF2	67
SBF2_AS1	5
SBK1	37
SBK2	1
SBK3	3
SBNO1	202
SBNO2	342
SBSN	1
SBSPON	1
SC5D	31
SCAF1	407
SCAF11	412
SCAF4	120
SCAF8	151
SCAI	23
SCAMP1	52
SCAMP1_AS1	33
SCAMP2	44
SCAMP3	49
SCAMP4	99
SCAMP5	168
SCAND1	89
SCAND2P	22
SCAP	87
SCAPER	137
SCARA3	32
SCARA5	1
SCARB1	10
SCARB2	104
SCARF1	16
SCARF2	49
SCARNA1	73
SCARNA10	1988
SCARNA11	609
SCARNA12	53
SCARNA13	0
SCARNA14	20
SCARNA15	0
SCARNA16	1266
SCARNA17	116
SCARNA18	129
SCARNA2	297
SCARNA20	73
SCARNA21	120
SCARNA22	122
SCARNA23	229
SCARNA27	230
SCARNA3	1026
SCARNA4	2394
SCARNA5	723
SCARNA6	121
SCARNA7	710
SCARNA8	248
SCARNA9	12
SCARNA9L	1
SCART1	18
SCCPDH	140
SCD	50
SCD5	23
SCEL	15
SCEL_AS1	0
SCFD1	55
SCFD2	29
SCG2	2
SCG3	1
SCG5	0
SCGB1A1	334
SCGB1B2P	2
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0
SCGB1D4	0
SCGB2A1	6
SCGB2A2	0
SCGB2B2	0
SCGB2B3P	0
SCGB3A1	3
SCGB3A2	0
SCGN	0
SCHIP1	0
SCHLAP1	0
SCIMP	10
SCIN	116
SCLT1	82
SCLY	4
SCMH1	43
SCML1	5
SCML2	2
SCML4	9
SCN10A	4
SCN11A	1
SCN1A	0
SCN1B	3
SCN2A	3
SCN2B	8
SCN3A	2
SCN3B	5
SCN4A	4
SCN4B	6
SCN5A	11
SCN7A	0
SCN8A	14
SCN9A	5
SCNM1	3
SCNN1A	324
SCNN1B	22
SCNN1D	3
SCNN1G	20
SCO1	43
SCO2	16
SCOC	57
SCOC_AS1	5
SCP2	303
SCP2D1	0
SCPEP1	50
SCRG1	2
SCRIB	179
SCRN1	94
SCRN2	90
SCRN3	38
SCRT1	36
SCRT2	8
SCT	39
SCTR	1
SCUBE1	11
SCUBE2	7
SCUBE3	127
SCX	5
SCYL1	107
SCYL2	21
SCYL3	48
SDAD1	94
SDC1	185
SDC2	16
SDC3	52
SDC4	618
SDC4P	0
SDCBP	143
SDCBP2	4
SDCBP2_AS1	17
SDCCAG3	38
SDCCAG8	58
SDE2	132
SDF2	22
SDF2L1	25
SDF4	153
SDHA	176
SDHAF1	23
SDHAF2	30
SDHAF3	17
SDHAF4	21
SDHAP1	15
SDHAP2	10
SDHAP3	3
SDHB	77
SDHC	55
SDHD	30
SDK1	160
SDK2	12
SDPR	18
SDR16C5	25
SDR16C6P	0
SDR39U1	11
SDR42E1	15
SDR9C7	0
SDS	48
SDSL	21
SEBOX	2
SEC11A	78
SEC11C	24
SEC13	123
SEC14L1	370
SEC14L1P1	3
SEC14L2	29
SEC14L3	173
SEC14L4	10
SEC14L5	12
SEC14L6	0
SEC16A	308
SEC16B	15
SEC1P	11
SEC22A	12
SEC22B	102
SEC22C	33
SEC23A	27
SEC23B	103
SEC23IP	91
SEC24A	68
SEC24B	51
SEC24B_AS1	1
SEC24C	139
SEC24D	74
SEC31A	176
SEC31B	5
SEC61A1	151
SEC61A2	41
SEC61B	46
SEC61G	81
SEC62	241
SEC63	225
SECISBP2	96
SECISBP2L	182
SECTM1	109
SEH1L	30
SEL1L	116
SEL1L2	0
SEL1L3	100
SELE	1
SELENBP1	414
SELK	155
SELL	40
SELM	6
SELO	29
SELP	2
SELPLG	29
SELT	36
SELV	1
SEMA3A	60
SEMA3B	7
SEMA3B_AS1	0
SEMA3C	81
SEMA3D	1
SEMA3E	13
SEMA3F	62
SEMA3G	1
SEMA4A	51
SEMA4B	80
SEMA4C	63
SEMA4D	112
SEMA4F	7
SEMA4G	7
SEMA5A	27
SEMA5B	1
SEMA6A	13
SEMA6A_AS1	1
SEMA6B	5
SEMA6C	73
SEMA6D	0
SEMA7A	28
SEMG1	0
SEMG2	0
SENCR	4
SENP1	42
SENP2	111
SENP3	21
SENP3_EIF4A1	2
SENP5	82
SENP6	234
SENP7	31
SENP8	2
SEP15	84
SEPHS1	38
SEPHS2	172
SEPN1	113
SEPP1	15
SEPSECS	20
SEPSECS_AS1	0
SEPT1	43
SEPT10	41
SEPT11	172
SEPT12	1
SEPT14	2
SEPT2	439
SEPT3	5
SEPT4	145
SEPT4_AS1	0
SEPT5	0
SEPT5_GP1BB	4
SEPT6	169
SEPT7	241
SEPT7_AS1	2
SEPT7P2	16
SEPT7P9	0
SEPT8	75
SEPT9	915
SEPW1	455
SERAC1	24
SERBP1	363
SERF1A	0
SERF1B	0
SERF2	41
SERF2_C15ORF63	0
SERGEF	10
SERHL	0
SERHL2	8
SERINC1	186
SERINC2	71
SERINC3	59
SERINC4	5
SERINC5	85
SERP1	214
SERP2	2
SERPINA1	33
SERPINA10	0
SERPINA11	0
SERPINA12	0
SERPINA13P	0
SERPINA2	0
SERPINA3	4
SERPINA4	0
SERPINA5	3
SERPINA6	0
SERPINA7	0
SERPINA9	0
SERPINB1	228
SERPINB10	11
SERPINB11	31
SERPINB12	2
SERPINB13	4
SERPINB2	27
SERPINB3	2626
SERPINB4	110
SERPINB5	10
SERPINB6	188
SERPINB7	2
SERPINB8	27
SERPINB9	71
SERPINB9P1	10
SERPINC1	2
SERPIND1	5
SERPINE1	9
SERPINE2	1
SERPINE3	3
SERPINF1	41
SERPINF2	11
SERPING1	153
SERPINH1	18
SERPINI1	3
SERPINI2	28
SERTAD1	26
SERTAD2	82
SERTAD3	50
SERTAD4	19
SERTAD4_AS1	5
SERTM1	1
SESN1	42
SESN2	32
SESN3	48
SESTD1	89
SET	1513
SETBP1	73
SETD1A	135
SETD1B	243
SETD2	305
SETD3	126
SETD4	36
SETD5	414
SETD6	32
SETD7	165
SETD8	73
SETD9	2
SETDB1	79
SETDB2	40
SETMAR	8
SETSIP	5
SETX	222
SEZ6	0
SEZ6L	4
SEZ6L2	49
SF1	472
SF3A1	441
SF3A2	108
SF3A3	261
SF3B1	304
SF3B2	1382
SF3B3	181
SF3B4	82
SF3B5	125
SF3B6	32
SFI1	74
SFMBT1	119
SFMBT2	63
SFN	141
SFPQ	983
SFR1	3
SFRP1	3
SFRP2	7
SFRP4	1
SFRP5	4
SFSWAP	129
SFT2D1	22
SFT2D2	29
SFT2D3	17
SFTA1P	0
SFTA2	0
SFTA3	1
SFTPA1	1
SFTPA2	0
SFTPB	20
SFTPC	2
SFTPD	0
SFXN1	35
SFXN2	68
SFXN3	124
SFXN4	16
SFXN5	19
SGCA	0
SGCB	22
SGCD	2
SGCE	1
SGCG	0
SGCZ	0
SGIP1	2
SGK1	254
SGK2	3
SGK223	28
SGK3	6
SGK494	14
SGMS1	55
SGMS1_AS1	9
SGMS2	134
SGOL1	5
SGOL1_AS1	0
SGOL2	25
SGPL1	300
SGPP1	13
SGPP2	29
SGSH	22
SGSM1	32
SGSM2	134
SGSM3	199
SGTA	82
SGTB	20
SH2B1	144
SH2B2	10
SH2B3	108
SH2D1A	15
SH2D1B	3
SH2D2A	31
SH2D3A	17
SH2D3C	24
SH2D4A	238
SH2D4B	4
SH2D5	0
SH2D6	0
SH2D7	4
SH3BGR	15
SH3BGRL	107
SH3BGRL2	119
SH3BGRL3	109
SH3BP1	42
SH3BP2	261
SH3BP4	135
SH3BP5	68
SH3BP5_AS1	8
SH3BP5L	73
SH3D19	122
SH3D21	27
SH3GL1	147
SH3GL1P1	8
SH3GL1P2	0
SH3GL2	0
SH3GL3	2
SH3GLB1	125
SH3GLB2	178
SH3KBP1	137
SH3PXD2A	240
SH3PXD2A_AS1	3
SH3PXD2B	142
SH3RF1	99
SH3RF2	8
SH3RF3	24
SH3RF3_AS1	6
SH3TC1	30
SH3TC2	11
SH3YL1	62
SHANK1	20
SHANK2	91
SHANK2_AS1	2
SHANK2_AS3	3
SHANK3	92
SHARPIN	74
SHB	62
SHBG	7
SHC1	127
SHC2	6
SHC3	31
SHC4	3
SHCBP1	11
SHCBP1L	0
SHD	15
SHE	9
SHF	619
SHFM1	411
SHH	12
SHISA2	8
SHISA3	3
SHISA4	6
SHISA5	179
SHISA6	15
SHISA7	8
SHISA8	15
SHISA9	13
SHKBP1	72
SHMT1	41
SHMT2	50
SHOC2	236
SHOX	6
SHOX2	2
SHPK	59
SHPRH	42
SHQ1	50
SHROOM1	4
SHROOM2	31
SHROOM3	248
SHROOM4	5
SHTN1	147
SI	0
SIAE	14
SIAH1	28
SIAH2	62
SIAH3	3
SIDT1	34
SIDT2	33
SIGIRR	51
SIGLEC1	105
SIGLEC10	31
SIGLEC11	5
SIGLEC12	12
SIGLEC14	1
SIGLEC15	2
SIGLEC16	2
SIGLEC17P	1
SIGLEC5	1
SIGLEC6	1
SIGLEC7	4
SIGLEC8	0
SIGLEC9	8
SIGLECL1	0
SIGMAR1	36
SIK1	1
SIK2	66
SIK3	144
SIKE1	52
SIL1	32
SIM1	0
SIM2	2
SIMC1	17
SIN3A	349
SIN3B	76
SIPA1	82
SIPA1L1	173
SIPA1L2	57
SIPA1L3	235
SIRPA	23
SIRPB1	10
SIRPB2	0
SIRPD	0
SIRPG	6
SIRPG_AS1	0
SIRT1	99
SIRT2	73
SIRT3	22
SIRT4	1
SIRT5	43
SIRT6	30
SIRT7	85
SIT1	7
SIVA1	45
SIX1	339
SIX2	247
SIX3	200
SIX3_AS1	30
SIX4	124
SIX5	32
SIX6	50
SKA1	7
SKA2	77
SKA3	8
SKAP1	36
SKAP2	33
SKI	202
SKIDA1	3
SKIL	216
SKINTL	0
SKIV2L	108
SKIV2L2	123
SKOR1	3
SKOR2	3
SKP1	326
SKP1P2	2
SKP2	16
SLA	64
SLA2	26
SLAIN1	77
SLAIN2	165
SLAMF1	14
SLAMF6	12
SLAMF7	42
SLAMF8	7
SLAMF9	0
SLBP	65
SLC10A1	6
SLC10A2	0
SLC10A3	16
SLC10A4	4
SLC10A5	23
SLC10A6	0
SLC10A7	4
SLC11A1	14
SLC11A2	78
SLC12A1	0
SLC12A2	132
SLC12A3	2
SLC12A4	26
SLC12A5	2
SLC12A6	130
SLC12A7	157
SLC12A8	2
SLC12A9	49
SLC13A1	12
SLC13A2	7
SLC13A3	29
SLC13A4	3
SLC13A5	4
SLC14A1	7
SLC14A2	2
SLC14A2_AS1	0
SLC15A1	0
SLC15A2	53
SLC15A3	160
SLC15A4	23
SLC15A5	0
SLC16A1	15
SLC16A1_AS1	2
SLC16A10	2
SLC16A11	9
SLC16A12	2
SLC16A12_AS1	0
SLC16A13	14
SLC16A14	12
SLC16A2	2
SLC16A3	91
SLC16A4	39
SLC16A5	39
SLC16A6	1
SLC16A7	22
SLC16A8	3
SLC16A9	20
SLC17A1	2
SLC17A2	0
SLC17A3	0
SLC17A4	0
SLC17A5	41
SLC17A6	0
SLC17A7	0
SLC17A8	2
SLC17A9	1
SLC18A1	10
SLC18A2	9
SLC18A3	4
SLC18B1	30
SLC19A1	16
SLC19A2	7
SLC19A3	2
SLC1A1	24
SLC1A2	3
SLC1A3	19
SLC1A4	35
SLC1A5	136
SLC1A6	1
SLC1A7	1
SLC20A1	145
SLC20A2	112
SLC22A1	5
SLC22A10	0
SLC22A11	1
SLC22A12	6
SLC22A13	4
SLC22A14	0
SLC22A15	11
SLC22A16	6
SLC22A17	5
SLC22A18	13
SLC22A18AS	6
SLC22A2	0
SLC22A20	7
SLC22A23	95
SLC22A24	0
SLC22A25	0
SLC22A3	1
SLC22A31	7
SLC22A4	48
SLC22A5	11
SLC22A6	1
SLC22A7	172
SLC22A8	2
SLC22A9	0
SLC23A1	7
SLC23A2	71
SLC23A3	6
SLC24A1	139
SLC24A2	2
SLC24A3	5
SLC24A4	1
SLC24A5	0
SLC25A1	67
SLC25A10	36
SLC25A11	47
SLC25A12	21
SLC25A13	34
SLC25A14	14
SLC25A15	9
SLC25A16	22
SLC25A17	27
SLC25A18	6
SLC25A19	12
SLC25A2	3
SLC25A20	23
SLC25A21	5
SLC25A21_AS1	0
SLC25A22	46
SLC25A23	86
SLC25A24	67
SLC25A25	111
SLC25A25_AS1	53
SLC25A26	9
SLC25A27	4
SLC25A28	150
SLC25A29	59
SLC25A3	181
SLC25A30	29
SLC25A30_AS1	1
SLC25A31	0
SLC25A32	15
SLC25A33	6
SLC25A34	2
SLC25A35	4
SLC25A36	79
SLC25A37	29
SLC25A38	32
SLC25A39	72
SLC25A3P1	1
SLC25A4	94
SLC25A40	19
SLC25A41	0
SLC25A42	19
SLC25A43	30
SLC25A44	40
SLC25A45	10
SLC25A46	57
SLC25A47	1
SLC25A48	0
SLC25A5	153
SLC25A5_AS1	3
SLC25A51	21
SLC25A51P1	0
SLC25A52	2
SLC25A53	1
SLC25A6	261
SLC26A1	12
SLC26A10	0
SLC26A11	22
SLC26A2	107
SLC26A3	1
SLC26A4	47
SLC26A4_AS1	7
SLC26A5	0
SLC26A6	10
SLC26A7	2
SLC26A8	8
SLC26A9	1
SLC27A1	58
SLC27A2	57
SLC27A3	31
SLC27A4	5
SLC27A5	6
SLC27A6	0
SLC28A1	0
SLC28A2	2
SLC28A3	28
SLC29A1	18
SLC29A2	14
SLC29A3	10
SLC29A4	0
SLC2A1	97
SLC2A1_AS1	0
SLC2A10	50
SLC2A11	8
SLC2A12	8
SLC2A13	16
SLC2A14	0
SLC2A2	0
SLC2A3	24
SLC2A4	2
SLC2A4RG	79
SLC2A5	4
SLC2A6	31
SLC2A7	2
SLC2A8	13
SLC2A9	5
SLC30A1	24
SLC30A10	2
SLC30A2	3
SLC30A3	0
SLC30A4	9
SLC30A5	49
SLC30A6	21
SLC30A7	46
SLC30A8	0
SLC30A9	97
SLC31A1	481
SLC31A2	25
SLC32A1	1
SLC33A1	29
SLC34A1	3
SLC34A2	58
SLC34A3	9
SLC35A1	8
SLC35A2	43
SLC35A3	189
SLC35A4	79
SLC35A5	22
SLC35B1	26
SLC35B2	35
SLC35B3	107
SLC35B4	25
SLC35C1	54
SLC35C2	59
SLC35D1	20
SLC35D2	74
SLC35D3	1
SLC35E1	95
SLC35E2	45
SLC35E2B	72
SLC35E3	27
SLC35E4	6
SLC35F1	6
SLC35F2	4
SLC35F3	111
SLC35F4	1
SLC35F5	58
SLC35F6	42
SLC35G1	2
SLC35G2	7
SLC35G3	0
SLC35G4	0
SLC35G5	2
SLC35G6	1
SLC36A1	37
SLC36A2	0
SLC36A3	0
SLC36A4	28
SLC37A1	124
SLC37A2	24
SLC37A3	69
SLC37A4	14
SLC38A1	205
SLC38A10	181
SLC38A11	1
SLC38A2	231
SLC38A3	2
SLC38A4	6
SLC38A5	9
SLC38A6	17
SLC38A7	28
SLC38A8	0
SLC38A9	11
SLC39A1	39
SLC39A10	19
SLC39A11	62
SLC39A12	0
SLC39A12_AS1	0
SLC39A13	28
SLC39A14	9
SLC39A2	0
SLC39A3	45
SLC39A4	7
SLC39A5	29
SLC39A6	56
SLC39A7	255
SLC39A8	28
SLC39A9	134
SLC3A1	10
SLC3A2	147
SLC40A1	85
SLC41A1	76
SLC41A2	17
SLC41A3	26
SLC43A1	3
SLC43A2	196
SLC43A3	26
SLC44A1	52
SLC44A2	238
SLC44A3	12
SLC44A4	395
SLC44A5	0
SLC45A1	1
SLC45A2	1
SLC45A3	10
SLC45A4	62
SLC46A1	29
SLC46A2	0
SLC46A3	11
SLC47A1	8
SLC47A2	0
SLC48A1	14
SLC4A1	0
SLC4A10	3
SLC4A11	126
SLC4A1AP	145
SLC4A2	129
SLC4A3	10
SLC4A4	135
SLC4A5	15
SLC4A7	70
SLC4A8	123
SLC4A9	4
SLC50A1	45
SLC51A	47
SLC51B	5
SLC52A1	15
SLC52A2	34
SLC52A3	3
SLC5A1	16
SLC5A10	5
SLC5A11	1
SLC5A12	6
SLC5A2	0
SLC5A3	63
SLC5A4	0
SLC5A5	5
SLC5A6	8
SLC5A7	5
SLC5A8	75
SLC5A9	9
SLC6A1	70
SLC6A1_AS1	0
SLC6A10P	0
SLC6A11	3
SLC6A12	6
SLC6A13	7
SLC6A14	243
SLC6A15	1
SLC6A16	20
SLC6A17	5
SLC6A18	2
SLC6A19	7
SLC6A2	12
SLC6A20	21
SLC6A3	2
SLC6A4	18
SLC6A5	0
SLC6A6	691
SLC6A7	4
SLC6A8	56
SLC6A9	51
SLC7A1	123
SLC7A10	1
SLC7A11	34
SLC7A11_AS1	1
SLC7A13	0
SLC7A14	2
SLC7A2	116
SLC7A3	1
SLC7A4	10
SLC7A5	29
SLC7A5P1	13
SLC7A5P2	24
SLC7A6	37
SLC7A6OS	29
SLC7A7	24
SLC7A8	129
SLC7A9	3
SLC8A1	66
SLC8A1_AS1	4
SLC8A2	8
SLC8A3	8
SLC8B1	34
SLC9A1	92
SLC9A2	6
SLC9A3	53
SLC9A3R1	981
SLC9A3R2	173
SLC9A4	2
SLC9A5	5
SLC9A6	23
SLC9A7	79
SLC9A7P1	6
SLC9A8	98
SLC9A9	11
SLC9A9_AS1	0
SLC9B1	0
SLC9B2	3
SLC9C1	1
SLC9C2	21
SLCO1A2	1
SLCO1B1	2
SLCO1B3	4
SLCO1B7	1
SLCO1C1	1
SLCO2A1	11
SLCO2B1	72
SLCO3A1	24
SLCO4A1	2
SLCO4A1_AS1	0
SLCO4C1	91
SLCO5A1	6
SLCO6A1	1
SLED1	0
SLF1	29
SLF2	74
SLFN11	52
SLFN12	19
SLFN12L	10
SLFN13	112
SLFN14	1
SLFN5	353
SLFNL1	109
SLFNL1_AS1	10
SLIRP	62
SLIT1	19
SLIT1_AS1	0
SLIT2	12
SLIT2_IT1	0
SLIT3	28
SLITRK1	8
SLITRK2	4
SLITRK3	0
SLITRK4	0
SLITRK5	2
SLITRK6	14
SLK	740
SLMAP	204
SLMO1	0
SLMO2	26
SLMO2_ATP5E	0
SLN	0
SLPI	345
SLTM	902
SLU7	476
SLURP1	1
SLX1A	0
SLX1A_SULT1A3	0
SLX1B	0
SLX1B_SULT1A4	0
SLX4	58
SLX4IP	12
SMA4	1
SMA5	0
SMAD1	38
SMAD1_AS1	0
SMAD1_AS2	1
SMAD2	288
SMAD3	224
SMAD4	98
SMAD5	100
SMAD5_AS1	0
SMAD6	9
SMAD7	67
SMAD9	12
SMAGP	39
SMAP1	37
SMAP2	249
SMARCA1	31
SMARCA2	793
SMARCA4	709
SMARCA5	323
SMARCA5_AS1	3
SMARCAD1	43
SMARCAL1	17
SMARCB1	130
SMARCC1	531
SMARCC2	512
SMARCD1	67
SMARCD2	159
SMARCD3	7
SMARCE1	267
SMC1A	788
SMC1B	3
SMC2	91
SMC2_AS1	17
SMC3	195
SMC4	180
SMC5	304
SMC5_AS1	1
SMC6	113
SMCHD1	303
SMCO1	0
SMCO2	1
SMCO3	0
SMCO4	11
SMCP	0
SMCR2	1
SMCR5	0
SMCR8	102
SMDT1	57
SMG1	286
SMG1P1	2
SMG1P2	1
SMG1P3	10
SMG1P5	18
SMG1P7	1
SMG5	171
SMG6	229
SMG7	208
SMG7_AS1	16
SMG8	34
SMG9	53
SMIM1	7
SMIM10	1
SMIM10L1	60
SMIM10L2A	0
SMIM10L2B	0
SMIM11	0
SMIM12	58
SMIM13	14
SMIM14	93
SMIM15	73
SMIM17	1
SMIM18	0
SMIM19	22
SMIM2	0
SMIM2_AS1	0
SMIM2_IT1	0
SMIM20	13
SMIM21	1
SMIM22	107
SMIM23	0
SMIM24	1
SMIM3	8
SMIM4	30
SMIM5	77
SMIM6	6
SMIM7	107
SMIM8	28
SMIM9	0
SMKR1	14
SMLR1	0
SMN1	0
SMN2	0
SMNDC1	59
SMO	9
SMOC1	4
SMOC2	1
SMOX	17
SMPD1	17
SMPD2	52
SMPD3	128
SMPD4	45
SMPDL3A	10
SMPDL3B	9
SMPX	0
SMR3A	0
SMR3B	0
SMS	258
SMTN	18
SMTNL1	3
SMTNL2	6
SMU1	95
SMUG1	20
SMURF1	155
SMURF2	54
SMYD1	0
SMYD2	65
SMYD3	39
SMYD4	49
SMYD5	36
SNAI1	3
SNAI2	5
SNAI3	4
SNAI3_AS1	7
SNAP23	155
SNAP25	0
SNAP25_AS1	1
SNAP29	112
SNAP47	28
SNAP91	1
SNAPC1	74
SNAPC2	72
SNAPC3	110
SNAPC4	79
SNAPC5	35
SNAPIN	12
SNAR_A1	0
SNAR_A10	0
SNAR_A11	0
SNAR_A12	0
SNAR_A13	0
SNAR_A14	0
SNAR_A2	0
SNAR_A3	0
SNAR_A4	0
SNAR_A5	0
SNAR_A6	0
SNAR_A7	0
SNAR_A8	0
SNAR_A9	0
SNAR_B1	0
SNAR_B2	0
SNAR_C1	0
SNAR_C2	0
SNAR_C3	0
SNAR_C4	0
SNAR_C5	0
SNAR_D	0
SNAR_E	2
SNAR_F	0
SNAR_G1	0
SNAR_G2	11
SNAR_H	0
SNAR_I	0
SNCA	40
SNCA_AS1	2
SNCAIP	14
SNCB	0
SNCG	5
SND1	213
SND1_IT1	2
SNED1	46
SNF8	98
SNHG1	16
SNHG10	15
SNHG11	7
SNHG12	39
SNHG15	4
SNHG16	26
SNHG17	22
SNHG18	8
SNHG19	43
SNHG20	4
SNHG21	5
SNHG22	7
SNHG24	0
SNHG25	2
SNHG3	19
SNHG4	6
SNHG5	48
SNHG6	99
SNHG7	36
SNHG8	20
SNHG9	0
SNIP1	90
SNN	71
SNORA1	1304
SNORA10	214
SNORA11	3032
SNORA11B	237
SNORA11C	19
SNORA11D	0
SNORA11E	0
SNORA12	1285
SNORA13	344
SNORA14A	221
SNORA14B	4766
SNORA15	16
SNORA16A	1847
SNORA16B	1
SNORA17	0
SNORA18	83
SNORA19	196
SNORA20	1306
SNORA21	2607
SNORA22	80
SNORA23	1116
SNORA24	703
SNORA25	651
SNORA26	291
SNORA27	263
SNORA28	20
SNORA29	0
SNORA2A	275
SNORA2B	46
SNORA30	30
SNORA31	10
SNORA32	795
SNORA33	261
SNORA34	81
SNORA35	0
SNORA36A	0
SNORA36B	0
SNORA36C	96
SNORA37	139
SNORA38	97
SNORA38B	366
SNORA4	3058
SNORA40	83
SNORA41	54
SNORA43	0
SNORA44	3293
SNORA45A	2298
SNORA45B	932
SNORA46	170
SNORA47	19
SNORA48	344
SNORA49	1342
SNORA51	953
SNORA52	179
SNORA53	728
SNORA54	1489
SNORA55	2367
SNORA56	0
SNORA57	3092
SNORA58	823
SNORA59A	0
SNORA59B	0
SNORA5A	275
SNORA5B	0
SNORA5C	282
SNORA6	532
SNORA60	855
SNORA61	5856
SNORA62	571
SNORA63	1566
