	gene_id_NP17_R1_
A1BG	1
A1BG_AS1	0
A1CF	0
A2M	2
A2M_AS1	0
A2ML1	2
A2MP1	0
A3GALT2	0
A4GALT	0
A4GNT	0
AA06	0
AAAS	0
AACS	41
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	1
AAED1	1
AAGAB	2
AAK1	23
AAMDC	0
AAMP	4
AANAT	2
AAR2	2
AARD	0
AARS	4
AARS2	1
AARSD1	1
AASDH	0
AASDHPPT	0
AASS	0
AATBC	1
AATF	24
AATK	11
AATK_AS1	1
ABALON	3
ABAT	8
ABCA1	30
ABCA10	0
ABCA11P	0
ABCA12	2
ABCA13	8
ABCA17P	0
ABCA2	8
ABCA3	5
ABCA4	3
ABCA5	0
ABCA6	0
ABCA7	11
ABCA8	2
ABCA9	0
ABCA9_AS1	0
ABCB1	0
ABCB10	0
ABCB11	0
ABCB4	1
ABCB5	0
ABCB6	0
ABCB7	0
ABCB8	1
ABCB9	0
ABCC1	1
ABCC10	15
ABCC11	1
ABCC12	1
ABCC13	0
ABCC2	1
ABCC3	1
ABCC4	0
ABCC5	9
ABCC5_AS1	0
ABCC6	0
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	4
ABCD2	1
ABCD3	2
ABCD4	5
ABCE1	1
ABCF1	19
ABCF2	0
ABCF3	2
ABCG1	4
ABCG2	0
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	3
ABHD11	2
ABHD11_AS1	0
ABHD12	0
ABHD12B	0
ABHD13	0
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	0
ABHD15	1
ABHD16A	7
ABHD16B	1
ABHD17A	1
ABHD17B	5
ABHD17C	1
ABHD2	11
ABHD3	2
ABHD4	0
ABHD5	3
ABHD6	0
ABHD8	0
ABI1	14
ABI2	2
ABI3	11
ABI3BP	0
ABL1	11
ABL2	6
ABLIM1	14
ABLIM2	2
ABLIM3	3
ABO	0
ABR	21
ABRA	0
ABRACL	1
ABT1	0
ABTB1	18
ABTB2	3
ACAA1	5
ACAA2	1
ACACA	1
ACACB	7
ACAD10	0
ACAD11	0
ACAD8	0
ACAD9	1
ACADL	0
ACADM	0
ACADS	1
ACADSB	2
ACADVL	8
ACAN	0
ACAP1	7
ACAP2	7
ACAP3	3
ACAT1	0
ACAT2	0
ACBD3	19
ACBD4	1
ACBD5	17
ACBD6	1
ACBD7	0
ACCS	1
ACCSL	0
ACD	1
ACE	3
ACE2	4
ACER1	0
ACER2	0
ACER3	3
ACHE	3
ACIN1	38
ACKR1	1
ACKR2	0
ACKR3	0
ACKR4	0
ACLY	1
ACMSD	1
ACO1	0
ACO2	1
ACOT1	0
ACOT11	0
ACOT12	0
ACOT13	6
ACOT2	0
ACOT4	0
ACOT6	0
ACOT7	4
ACOT8	4
ACOT9	8
ACOX1	8
ACOX2	0
ACOX3	2
ACOXL	0
ACP1	0
ACP2	1
ACP5	0
ACP6	5
ACPP	4
ACPT	1
ACR	0
ACRBP	2
ACRC	0
ACRV1	1
ACSBG1	0
ACSBG2	0
ACSF2	0
ACSF3	0
ACSL1	125
ACSL3	7
ACSL4	10
ACSL5	9
ACSL6	0
ACSM1	1
ACSM2A	0
ACSM2B	2
ACSM3	0
ACSM4	0
ACSM5	1
ACSM6	0
ACSS1	4
ACSS2	0
ACSS3	3
ACTA1	0
ACTA2	3
ACTA2_AS1	0
ACTB	790
ACTBL2	1
ACTC1	0
ACTG1	201
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	0
ACTL10	2
ACTL6A	0
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	28
ACTN1_AS1	1
ACTN2	2
ACTN3	0
ACTN4	18
ACTR10	1
ACTR1A	0
ACTR1B	0
ACTR2	27
ACTR3	34
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	1
ACTR6	7
ACTR8	2
ACTRT1	0
ACTRT2	1
ACTRT3	0
ACVR1	0
ACVR1B	1
ACVR1C	189
ACVR2A	15
ACVR2B	1
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	48
ACYP2	0
ADA	1
ADAD1	0
ADAD2	4
ADAL	0
ADAM10	3
ADAM11	2
ADAM12	6
ADAM15	1
ADAM17	5
ADAM18	0
ADAM19	6
ADAM1A	0
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	4
ADAM21P1	0
ADAM22	1
ADAM23	30
ADAM28	7
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	23
ADAM9	7
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	1
ADAMTS12	0
ADAMTS13	2
ADAMTS14	12
ADAMTS15	6
ADAMTS16	1
ADAMTS17	0
ADAMTS18	5
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	2
ADAMTS20	0
ADAMTS3	2
ADAMTS4	0
ADAMTS5	8
ADAMTS6	3
ADAMTS7	2
ADAMTS7P1	5
ADAMTS8	10
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	17
ADAMTSL2	0
ADAMTSL3	3
