	gene_id_NP68_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	16
A2M_AS1	1
A2ML1	13
A2MP1	0
A3GALT2	0
A4GALT	8
A4GNT	3
AA06	0
AAAS	1
AACS	13
AACSP1	17
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	2
AADACL4	0
AADACP1	1
AADAT	0
AAED1	5
AAGAB	16
AAK1	33
AAMDC	1
AAMP	35
AANAT	1
AAR2	7
AARD	0
AARS	14
AARS2	9
AARSD1	1
AASDH	5
AASDHPPT	6
AASS	1
AATBC	6
AATF	104
AATK	3
AATK_AS1	1
ABALON	4
ABAT	18
ABCA1	38
ABCA10	3
ABCA11P	1
ABCA12	4
ABCA13	32
ABCA17P	2
ABCA2	11
ABCA3	20
ABCA4	3
ABCA5	6
ABCA6	3
ABCA7	32
ABCA8	8
ABCA9	3
ABCA9_AS1	0
ABCB1	12
ABCB10	1
ABCB11	2
ABCB4	4
ABCB5	2
ABCB6	11
ABCB7	5
ABCB8	5
ABCB9	2
ABCC1	33
ABCC10	11
ABCC11	0
ABCC12	1
ABCC13	0
ABCC2	2
ABCC3	7
ABCC4	4
ABCC5	6
ABCC5_AS1	0
ABCC6	4
ABCC6P1	0
ABCC6P2	0
ABCC8	4
ABCC9	4
ABCD1	24
ABCD2	1
ABCD3	12
ABCD4	8
ABCE1	15
ABCF1	122
ABCF2	14
ABCF3	16
ABCG1	12
ABCG2	4
ABCG4	9
ABCG5	2
ABCG8	1
ABHD1	0
ABHD10	5
ABHD11	7
ABHD11_AS1	0
ABHD12	11
ABHD12B	3
ABHD13	10
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	7
ABHD15	7
ABHD16A	11
ABHD16B	1
ABHD17A	5
ABHD17B	14
ABHD17C	7
ABHD2	21
ABHD3	6
ABHD4	0
ABHD5	9
ABHD6	1
ABHD8	5
ABI1	81
ABI2	9
ABI3	29
ABI3BP	1
ABL1	39
ABL2	14
ABLIM1	67
ABLIM2	2
ABLIM3	12
ABO	0
ABR	65
ABRA	0
ABRACL	34
ABT1	9
ABTB1	10
ABTB2	11
ACAA1	23
ACAA2	14
ACACA	14
ACACB	7
ACAD10	7
ACAD11	0
ACAD8	11
ACAD9	14
ACADL	0
ACADM	31
ACADS	2
ACADSB	7
ACADVL	28
ACAN	55
ACAP1	38
ACAP2	74
ACAP3	15
ACAT1	9
ACAT2	1
ACBD3	228
ACBD4	4
ACBD5	45
ACBD6	16
ACBD7	1
ACCS	5
ACCSL	0
ACD	10
ACE	10
ACE2	15
ACER1	0
ACER2	1
ACER3	2
ACHE	9
ACIN1	449
ACKR1	0
ACKR2	1
ACKR3	1
ACKR4	2
ACLY	40
ACMSD	0
ACO1	15
ACO2	4
ACOT1	1
ACOT11	1
ACOT12	0
ACOT13	10
ACOT2	6
ACOT4	6
ACOT6	0
ACOT7	7
ACOT8	4
ACOT9	16
ACOX1	12
ACOX2	0
ACOX3	14
ACOXL	177
ACP1	22
ACP2	10
ACP5	4
ACP6	1
ACPP	2
ACPT	1
ACR	0
ACRBP	7
ACRC	4
ACRV1	0
ACSBG1	2
ACSBG2	0
ACSF2	8
ACSF3	8
ACSL1	222
ACSL3	3
ACSL4	27
ACSL5	9
ACSL6	3
ACSM1	3
ACSM2A	0
ACSM2B	0
ACSM3	1
ACSM4	1
ACSM5	1
ACSM6	1
ACSS1	6
ACSS2	5
ACSS3	0
ACTA1	5
ACTA2	7
ACTA2_AS1	0
ACTB	1809
ACTBL2	1
ACTC1	1
ACTG1	775
ACTG1P17	0
ACTG1P20	2
ACTG1P4	0
ACTG2	1
ACTL10	4
ACTL6A	7
ACTL6B	0
ACTL7A	2
ACTL7B	2
ACTL8	1
ACTL9	2
ACTN1	31
ACTN1_AS1	4
ACTN2	13
ACTN3	1
ACTN4	200
ACTR10	21
ACTR1A	11
ACTR1B	6
ACTR2	188
ACTR3	202
ACTR3B	4
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	0
ACTR6	10
ACTR8	28
ACTRT1	0
ACTRT2	2
ACTRT3	3
ACVR1	1
ACVR1B	8
ACVR1C	541
ACVR2A	7
ACVR2B	4
ACVR2B_AS1	0
ACVRL1	2
ACY1	1
ACY3	1
ACYP1	94
ACYP2	3
ADA	16
ADAD1	0
ADAD2	0
ADAL	7
ADAM10	29
ADAM11	13
ADAM12	8
ADAM15	9
ADAM17	31
ADAM18	0
ADAM19	64
ADAM1A	2
ADAM2	1
ADAM20	0
ADAM20P1	2
ADAM21	0
ADAM21P1	0
ADAM22	4
ADAM23	8
ADAM28	53
ADAM29	0
ADAM30	0
ADAM32	3
ADAM33	1
ADAM3A	1
ADAM5	0
ADAM6	0
ADAM7	2
ADAM8	17
ADAM9	45
ADAMDEC1	22
ADAMTS1	44
ADAMTS10	2
ADAMTS12	1
ADAMTS13	16
ADAMTS14	10
ADAMTS15	6
ADAMTS16	19
ADAMTS17	4
ADAMTS18	7
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	8
ADAMTS20	0
ADAMTS3	18
ADAMTS4	4
ADAMTS5	0
ADAMTS6	1
ADAMTS7	1
ADAMTS7P1	2
ADAMTS8	2
ADAMTS9	4
ADAMTS9_AS1	0
ADAMTS9_AS2	1
ADAMTSL1	74
ADAMTSL2	0
ADAMTSL3	11
ADAMTSL4	29
ADAMTSL4_AS1	7
ADAMTSL5	4
ADAP1	8
ADAP2	9
ADAR	344
ADARB1	18
ADARB2	8
ADARB2_AS1	0
ADAT1	7
ADAT2	4
ADAT3	3
ADCK1	7
ADCK2	17
ADCK3	2
ADCK4	1
ADCK5	2
ADCY1	8
ADCY10	1
ADCY10P1	5
ADCY2	5
ADCY3	5
ADCY4	7
ADCY5	11
ADCY6	13
ADCY7	18
ADCY8	111
ADCY9	5
ADCYAP1	1
ADCYAP1R1	2
ADD1	61
ADD2	5
ADD3	50
ADD3_AS1	0
ADGB	2
ADGRA1	0
ADGRA1_AS1	6
ADGRA2	5
ADGRA3	0
ADGRB1	5
ADGRB2	10
ADGRB3	2
ADGRD1	0
ADGRE1	0
ADGRE2	4
ADGRE3	3
ADGRE4P	1
ADGRE5	41
ADGRF1	14
ADGRF2	1
ADGRF3	4
ADGRF4	0
ADGRF5	0
ADGRG1	18
ADGRG2	2
ADGRG3	16
ADGRG4	2
ADGRG5	5
ADGRG6	18
ADGRG7	1
ADGRL1	23
ADGRL2	1
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	10
ADH1A	0
ADH1B	0
ADH1C	40
ADH4	0
ADH5	23
ADH6	0
ADH7	11
ADHFE1	1
ADI1	15
ADIG	1
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	18
ADIPOR2	13
ADIRF	10
ADK	6
ADM	11
ADM2	25
ADM5	1
ADNP	40
ADNP_AS1	3
ADNP2	9
ADO	5
ADORA1	3
ADORA2A	0
ADORA2A_AS1	3
ADORA2B	1
ADORA3	2
ADPGK	4
ADPGK_AS1	2
ADPRH	44
ADPRHL1	4
ADPRHL2	17
ADPRM	2
ADRA1A	6
ADRA1B	2
ADRA1D	4
ADRA2A	1
ADRA2B	2
ADRA2C	0
ADRB1	8
ADRB2	6
ADRB3	2
ADRBK1	47
ADRBK2	28
ADRM1	37
ADSL	20
ADSS	32
ADSSL1	1
ADTRP	7
AEBP1	7
AEBP2	245
AEN	1
AES	78
AFAP1	19
AFAP1_AS1	2
AFAP1L1	3
AFAP1L2	3
AFF1	82
AFF2	42
AFF3	47
AFF4	59
AFG3L1P	14
AFG3L2	18
AFM	0
AFMID	8
AFP	0
AFTPH	30
AGA	3
AGAP1	16
AGAP1_IT1	1
AGAP11	2
AGAP2	20
AGAP2_AS1	1
AGAP3	19
AGAP4	2
AGAP5	2
AGAP6	1
AGAP7P	0
AGAP9	0
AGBL1	1
AGBL1_AS1	0
AGBL2	3
AGBL3	3
AGBL4	0
AGBL4_IT1	0
AGBL5	20
AGBL5_AS1	0
AGER	12
AGFG1	30
AGFG2	18
AGGF1	36
AGK	32
AGL	9
AGMAT	13
AGMO	0
AGO1	36
AGO2	20
AGO3	4
AGO4	12
AGPAT1	13
AGPAT2	5
AGPAT3	37
AGPAT4	5
AGPAT4_IT1	1
AGPAT5	7
AGPS	69
AGR2	57
AGR3	1
AGRN	91
AGRP	0
AGT	0
AGTPBP1	15
AGTR1	1
AGTR2	1
AGTRAP	2
AGXT	1
AGXT2	2
AHCTF1	20
AHCTF1P1	1
AHCY	9
AHCYL1	43
AHCYL2	12
AHDC1	14
AHI1	8
AHNAK	168
AHNAK2	24
AHR	60
AHRR	7
AHSA1	52
AHSA2	32
AHSG	0
AHSP	0
AICDA	5
AIDA	10
AIF1	51
AIF1L	25
AIFM1	11
AIFM2	16
AIFM3	0
AIG1	2
AIM1	67
AIM1L	16
AIM2	48
AIMP1	33
AIMP2	3
AIP	11
AIPL1	0
AIRE	0
AIRN	4
AJAP1	2
AJUBA	2
AK1	4
AK2	21
AK3	9
AK4	5
AK5	1
AK6	11
AK7	8
AK8	1
AK9	24
AKAP1	11
AKAP10	19
AKAP11	40
AKAP12	29
AKAP13	223
AKAP14	0
AKAP17A	195
AKAP2	2
AKAP3	6
AKAP4	0
AKAP5	9
AKAP6	1
AKAP7	8
AKAP8	102
AKAP8L	221
AKAP9	82
AKIP1	3
AKIRIN1	18
AKIRIN2	29
AKNA	119
AKNAD1	3
AKR1A1	24
AKR1B1	3
AKR1B10	3
AKR1B15	0
AKR1C1	7
AKR1C2	12
AKR1C3	4
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	1
AKR1E2	2
AKR7A2	0
AKR7A2P1	1
AKR7A3	0
AKR7L	0
AKT1	33
AKT1S1	18
AKT2	24
AKT3	14
AKTIP	5
ALAD	3
ALAS1	25
ALAS2	2
ALB	0
ALCAM	56
ALDH16A1	10
ALDH18A1	14
ALDH1A1	130
ALDH1A2	0
ALDH1A3	17
ALDH1B1	5
ALDH1L1	18
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	4
ALDH2	17
ALDH3A1	73
ALDH3A2	21
ALDH3B1	6
ALDH3B2	50
ALDH4A1	3
ALDH5A1	7
ALDH6A1	2
ALDH7A1	8
ALDH8A1	1
ALDH9A1	7
ALDOA	135
ALDOB	0
ALDOC	6
ALG1	2
ALG10	3
ALG10B	0
ALG11	3
ALG12	3
ALG13	16
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	1
ALG2	2
ALG3	5
ALG5	7
ALG6	1
ALG8	2
ALG9	18
ALK	5
ALKBH1	0
ALKBH2	12
ALKBH3	4
ALKBH3_AS1	4
ALKBH4	0
ALKBH5	94
ALKBH6	7
ALKBH7	1
ALKBH8	16
ALLC	1
ALMS1	28
ALMS1_IT1	0
ALMS1P	7
ALOX12	5
ALOX12_AS1	0
ALOX12B	3
ALOX12P2	4
ALOX15	121
ALOX15B	1
ALOX15P1	0
ALOX5	21
ALOX5AP	6
ALOXE3	1
ALPI	0
ALPK1	23
ALPK2	6
ALPK3	10
ALPL	18
ALPP	0
ALPPL2	2
ALS2	8
ALS2CL	23
ALS2CR11	0
ALS2CR12	2
ALX1	3
ALX3	0
ALX4	4
ALYREF	10
AMACR	6
AMBN	2
AMBP	20
AMBRA1	40
AMD1	56
AMDHD1	1
AMDHD2	14
AMELX	0
AMELY	0
AMER1	29
AMER2	3
AMER3	0
AMFR	20
AMH	3
AMHR2	1
AMICA1	23
AMIGO1	30
AMIGO2	5
AMIGO3	2
AMMECR1	7
AMMECR1L	8
AMN	4
AMN1	4
AMOT	15
AMOTL1	5
AMOTL2	9
AMPD1	0
AMPD2	4
AMPD3	18
AMPH	4
AMT	2
AMTN	2
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	1
AMY2B	0
AMZ1	1
AMZ2	18
AMZ2P1	6
ANAPC1	6
ANAPC10	4
ANAPC11	5
ANAPC13	8
ANAPC15	0
ANAPC16	33
ANAPC1P1	3
ANAPC2	10
ANAPC4	5
ANAPC5	17
ANAPC7	20
ANG	1
ANGEL1	2
ANGEL2	13
ANGPT1	5
ANGPT2	1
ANGPT4	0
ANGPTL1	6
ANGPTL2	1
ANGPTL3	0
ANGPTL4	3
ANGPTL5	1
ANGPTL6	1
ANGPTL7	0
ANHX	2
ANK1	10
ANK2	6
ANK3	47
ANKAR	3
ANKDD1A	6
ANKDD1B	2
ANKEF1	5
ANKFN1	1
ANKFY1	34
ANKH	4
ANKHD1	1
ANKHD1_EIF4EBP3	0
ANKIB1	41
ANKK1	6
ANKLE1	4
ANKLE2	41
ANKMY1	5
ANKMY2	3
ANKRA2	7
ANKRD1	1
ANKRD10	14
ANKRD11	237
ANKRD12	110
ANKRD13A	83
ANKRD13B	0
ANKRD13C	13
ANKRD13D	16
ANKRD16	2
ANKRD17	274
ANKRD18A	2
ANKRD18B	3
ANKRD18DP	0
ANKRD19P	1
ANKRD2	1
ANKRD20A1	0
ANKRD20A11P	5
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	3
ANKRD20A8P	0
ANKRD20A9P	2
ANKRD22	15
ANKRD23	3
ANKRD24	5
ANKRD26	35
ANKRD26P1	7
ANKRD26P3	5
ANKRD27	6
ANKRD28	19
ANKRD29	1
ANKRD30A	1
ANKRD30B	1
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	3
ANKRD33	0
ANKRD33B	13
ANKRD34A	10
ANKRD34B	1
ANKRD34C	0
ANKRD34C_AS1	1
ANKRD35	21
ANKRD36	26
ANKRD36B	5
ANKRD36BP1	3
ANKRD36BP2	16
ANKRD36C	54
ANKRD37	2
ANKRD39	0
ANKRD40	22
ANKRD42	8
ANKRD44	30
ANKRD44_IT1	3
ANKRD45	9
ANKRD46	3
ANKRD49	4
ANKRD50	13
ANKRD52	9
ANKRD53	2
ANKRD54	1
ANKRD55	2
ANKRD6	8
ANKRD60	2
ANKRD61	3
ANKRD62	2
ANKRD62P1_PARP4P3	0
ANKRD63	3
ANKRD65	2
ANKRD66	0
ANKRD7	1
ANKRD9	3
ANKS1A	12
ANKS1B	4
ANKS3	7
ANKS4B	0
ANKS6	8
ANKUB1	3
ANKZF1	51
ANLN	8
ANO1	5
ANO1_AS2	0
ANO10	0
ANO2	2
ANO3	1
ANO4	5
ANO5	155
ANO6	18
ANO7	4
ANO8	10
ANO9	10
ANOS1	0
ANP32A	181
ANP32A_IT1	3
ANP32AP1	2
ANP32B	487
ANP32C	1
ANP32D	0
ANP32E	183
ANPEP	30
ANTXR1	2
ANTXR2	7
ANTXRL	0
ANTXRLP1	0
ANXA1	257
ANXA10	3
ANXA11	53
ANXA13	3
ANXA2	132
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	2
ANXA3	23
ANXA4	11
ANXA5	59
ANXA6	48
ANXA7	44
ANXA8	7
ANXA8L1	3
ANXA9	3
AOAH	5
AOAH_IT1	0
AOC1	13
AOC2	2
AOC3	0
AOC4P	0
AOX1	0
AOX2P	1
AP1AR	17
AP1B1	77
AP1B1P1	0
AP1G1	42
AP1G2	13
AP1M1	20
AP1M2	7
AP1S1	7
AP1S2	8
AP1S3	2
AP2A1	21
AP2A2	14
AP2B1	37
AP2M1	53
AP2S1	5
AP3B1	99
AP3B2	4
AP3D1	330
AP3M1	14
AP3M2	6
AP3S1	16
AP3S2	2
AP4B1	1
AP4B1_AS1	2
AP4E1	11
AP4M1	0
AP4S1	4
AP5B1	20
AP5M1	11
AP5S1	6
AP5Z1	9
APAF1	16
APBA1	18
APBA2	5
APBA3	5
APBB1	4
APBB1IP	55
APBB2	7
APBB3	3
APC	46
APC2	25
APCDD1	2
APCDD1L	7
APCDD1L_AS1	1
APCS	0
APEH	12
APELA	0
APEX1	40
APEX2	7
APH1A	20
APH1B	5
API5	24
APIP	2
APITD1	0
APITD1_CORT	0
APLF	8
APLN	1
APLNR	4
APLP1	5
APLP2	111
APMAP	2
APOA1	1
APOA1_AS	0
APOA1BP	4
APOA2	0
APOA4	8
APOA5	0
APOB	2
APOBEC1	0
APOBEC2	0
APOBEC3A	3
APOBEC3A_B	0
APOBEC3B	1
APOBEC3B_AS1	0
APOBEC3C	18
APOBEC3D	11
APOBEC3F	13
APOBEC3G	46
APOBEC3H	0
APOBEC4	1
APOBR	53
APOC1	3
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	21
APOE	61
APOF	0
APOH	0
APOL1	208
APOL2	160
APOL3	89
APOL4	17
APOL5	0
APOL6	197
APOLD1	3
APOM	0
APOO	8
APOOL	9
APOOP5	2
APOPT1	10
APP	173
APPBP2	19
APPL1	19
APPL2	6
APRT	4
APTR	2
APTX	13
AQP1	1
AQP10	2
AQP11	1
AQP12A	1
AQP12B	1
AQP2	0
AQP3	215
AQP4	1
AQP4_AS1	0
AQP5	39
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	1
AQP9	20
AQR	19
AR	16
ARAF	25
ARAP1	52
ARAP2	46
ARAP3	18
ARC	7
ARCN1	61
AREG	5
AREL1	12
ARF1	59
ARF3	61
ARF4	21
ARF5	12
ARF6	140
ARFGAP1	16
ARFGAP2	34
ARFGAP3	412
ARFGEF1	27
ARFGEF2	33
ARFGEF3	18
ARFIP1	22
ARFIP2	7
ARFRP1	11
ARG1	0
ARG2	2
ARGFX	1
ARGFXP2	0
ARGLU1	721
ARHGAP1	17
ARHGAP10	12
ARHGAP11A	19
ARHGAP11B	4
ARHGAP12	25
ARHGAP15	16
ARHGAP17	58
ARHGAP18	8
ARHGAP19	5
ARHGAP19_SLIT1	0
ARHGAP20	3
ARHGAP21	34
ARHGAP22	9
ARHGAP23	28
ARHGAP24	16
ARHGAP25	61
ARHGAP26	29
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	44
ARHGAP28	7
ARHGAP29	4
ARHGAP30	156
ARHGAP31	27
ARHGAP31_AS1	0
ARHGAP32	24
ARHGAP33	10
ARHGAP35	36
ARHGAP36	5
ARHGAP39	26
ARHGAP4	45
ARHGAP40	2
ARHGAP42	4
ARHGAP44	8
ARHGAP5	65
ARHGAP5_AS1	2
ARHGAP6	1
ARHGAP8	0
ARHGAP9	56
ARHGDIA	85
ARHGDIB	296
ARHGDIG	0
ARHGEF1	80
ARHGEF10	21
ARHGEF10L	24
ARHGEF11	28
ARHGEF12	63
ARHGEF15	6
ARHGEF16	20
ARHGEF17	6
ARHGEF18	29
ARHGEF19	7
ARHGEF2	53
ARHGEF25	0
ARHGEF26	14
ARHGEF26_AS1	0
ARHGEF28	7
ARHGEF3	50
ARHGEF3_AS1	0
ARHGEF33	1
ARHGEF34P	0
ARHGEF35	1
ARHGEF37	14
ARHGEF38	2
ARHGEF38_IT1	1
ARHGEF39	1
ARHGEF4	5
ARHGEF40	5
ARHGEF5	5
ARHGEF6	20
ARHGEF7	36
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	5
ARHGEF9_IT1	0
ARID1A	134
ARID1B	110
ARID2	23
ARID3A	9
ARID3B	16
ARID3C	1
ARID4A	59
ARID4B	253
ARID5A	38
ARID5B	42
ARIH1	137
ARIH2	46
ARIH2OS	1
ARL1	39
ARL10	2
ARL11	8
ARL13A	1
ARL13B	6
ARL14	0
ARL14EP	12
ARL14EPL	0
ARL15	2
ARL16	4
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	8
ARL3	12
ARL4A	8
ARL4C	56
ARL4D	5
ARL5A	31
ARL5B	12
ARL5C	0
ARL6	0
ARL6IP1	26
ARL6IP4	172
ARL6IP5	18
ARL6IP6	3
ARL8A	20
ARL8B	33
ARL9	2
ARMC1	8
ARMC10	8
ARMC12	0
ARMC2	3
ARMC2_AS1	0
ARMC3	11
ARMC4	1
ARMC5	12
ARMC6	6
ARMC7	7
