	gene_id_WB6_
A1BG	2
A1BG_AS1	0
A1CF	0
A2M	24
A2M_AS1	7
A2ML1	0
A2MP1	3
A3GALT2	2
A4GALT	0
A4GNT	0
AA06	0
AAAS	2
AACS	3
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	6
AAGAB	11
AAK1	77
AAMDC	0
AAMP	3
AANAT	0
AAR2	10
AARD	0
AARS	13
AARS2	1
AARSD1	0
AASDH	4
AASDHPPT	3
AASS	0
AATBC	2
AATF	29
AATK	3
AATK_AS1	0
ABALON	8
ABAT	4
ABCA1	56
ABCA10	0
ABCA11P	0
ABCA12	0
ABCA13	3
ABCA17P	0
ABCA2	28
ABCA3	3
ABCA4	0
ABCA5	11
ABCA6	0
ABCA7	21
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	4
ABCB10	26
ABCB11	0
ABCB4	1
ABCB5	0
ABCB6	1
ABCB7	5
ABCB8	9
ABCB9	0
ABCC1	35
ABCC10	5
ABCC11	0
ABCC12	0
ABCC13	8
ABCC2	1
ABCC3	9
ABCC4	60
ABCC5	8
ABCC5_AS1	0
ABCC6	1
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	3
ABCD2	0
ABCD3	4
ABCD4	16
ABCE1	8
ABCF1	29
ABCF2	2
ABCF3	13
ABCG1	6
ABCG2	2
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	6
ABHD11	2
ABHD11_AS1	0
ABHD12	6
ABHD12B	0
ABHD13	11
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	6
ABHD15	0
ABHD16A	13
ABHD16B	0
ABHD17A	9
ABHD17B	1
ABHD17C	1
ABHD2	73
ABHD3	4
ABHD4	6
ABHD5	5
ABHD6	2
ABHD8	3
ABI1	50
ABI2	2
ABI3	5
ABI3BP	0
ABL1	19
ABL2	9
ABLIM1	12
ABLIM2	0
ABLIM3	1
ABO	0
ABR	33
ABRA	0
ABRACL	3
ABT1	6
ABTB1	44
ABTB2	4
ACAA1	18
ACAA2	2
ACACA	10
ACACB	8
ACAD10	2
ACAD11	3
ACAD8	6
ACAD9	6
ACADL	0
ACADM	2
ACADS	1
ACADSB	0
ACADVL	34
ACAN	0
ACAP1	24
ACAP2	66
ACAP3	6
ACAT1	0
ACAT2	2
ACBD3	11
ACBD4	3
ACBD5	11
ACBD6	13
ACBD7	0
ACCS	1
ACCSL	0
ACD	0
ACE	2
ACE2	0
ACER1	0
ACER2	0
ACER3	17
ACHE	0
ACIN1	57
ACKR1	2
ACKR2	1
ACKR3	0
ACKR4	3
ACLY	36
ACMSD	0
ACO1	6
ACO2	11
ACOT1	0
ACOT11	0
ACOT12	0
ACOT13	6
ACOT2	0
ACOT4	0
ACOT6	0
ACOT7	0
ACOT8	7
ACOT9	14
ACOX1	4
ACOX2	0
ACOX3	3
ACOXL	0
ACP1	26
ACP2	3
ACP5	6
ACP6	0
ACPP	2
ACPT	1
ACR	0
ACRBP	4
ACRC	2
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	4
ACSF3	4
ACSL1	147
ACSL3	18
ACSL4	22
ACSL5	16
ACSL6	5
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	8
ACSS2	3
ACSS3	0
ACTA1	0
ACTA2	3
ACTA2_AS1	0
ACTB	1478
ACTBL2	0
ACTC1	0
ACTG1	169
ACTG1P17	0
ACTG1P20	5
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	1
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	35
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	46
ACTR10	9
ACTR1A	20
ACTR1B	7
ACTR2	101
ACTR3	90
ACTR3B	3
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	0
ACTR6	0
ACTR8	3
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	0
ACVR1B	19
ACVR1C	1
ACVR2A	4
ACVR2B	1
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	0
ACYP2	0
ADA	4
ADAD1	0
ADAD2	0
ADAL	1
ADAM10	45
ADAM11	0
ADAM12	1
ADAM15	16
ADAM17	59
ADAM18	0
ADAM19	10
ADAM1A	0
ADAM2	0
ADAM20	0
ADAM20P1	1
ADAM21	0
ADAM21P1	0
ADAM22	1
ADAM23	3
ADAM28	6
ADAM29	0
ADAM30	0
ADAM32	1
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	45
ADAM9	10
ADAMDEC1	2
ADAMTS1	0
ADAMTS10	2
ADAMTS12	0
ADAMTS13	0
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	1
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	0
