	gene_id_WB11_
A1BG	6
A1BG_AS1	9
A1CF	1
A2M	121
A2M_AS1	24
A2ML1	0
A2MP1	7
A3GALT2	17
A4GALT	0
A4GNT	0
AA06	0
AAAS	140
AACS	19
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	11
AAGAB	85
AAK1	672
AAMDC	9
AAMP	122
AANAT	12
AAR2	35
AARD	0
AARS	355
AARS2	196
AARSD1	0
AASDH	43
AASDHPPT	25
AASS	36
AATBC	287
AATF	345
AATK	1249
AATK_AS1	1
ABALON	347
ABAT	140
ABCA1	2775
ABCA10	11
ABCA11P	5
ABCA12	0
ABCA13	122
ABCA17P	0
ABCA2	2197
ABCA3	37
ABCA4	0
ABCA5	88
ABCA6	4
ABCA7	3286
ABCA8	2
ABCA9	5
ABCA9_AS1	0
ABCB1	17
ABCB10	489
ABCB11	0
ABCB4	4
ABCB5	19
ABCB6	83
ABCB7	100
ABCB8	169
ABCB9	11
ABCC1	601
ABCC10	490
ABCC11	2
ABCC12	0
ABCC13	322
ABCC2	63
ABCC3	226
ABCC4	1212
ABCC5	263
ABCC5_AS1	0
ABCC6	97
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	295
ABCD2	46
ABCD3	46
ABCD4	176
ABCE1	57
ABCF1	373
ABCF2	121
ABCF3	237
ABCG1	614
ABCG2	191
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	4
ABHD10	21
ABHD11	33
ABHD11_AS1	4
ABHD12	47
ABHD12B	18
ABHD13	66
ABHD14A	1
ABHD14A_ACY1	0
ABHD14B	24
ABHD15	51
ABHD16A	387
ABHD16B	103
ABHD17A	202
ABHD17B	33
ABHD17C	2
ABHD2	865
ABHD3	204
ABHD4	107
ABHD5	204
ABHD6	19
ABHD8	56
ABI1	352
ABI2	61
ABI3	210
ABI3BP	7
ABL1	196
ABL2	164
ABLIM1	122
ABLIM2	2
ABLIM3	3
ABO	12
ABR	1499
ABRA	7
ABRACL	19
ABT1	58
ABTB1	1817
ABTB2	37
ACAA1	517
ACAA2	38
ACACA	164
ACACB	77
ACAD10	255
ACAD11	32
ACAD8	88
ACAD9	149
ACADL	0
ACADM	119
ACADS	60
ACADSB	27
ACADVL	1477
ACAN	7
ACAP1	1928
ACAP2	1170
ACAP3	972
ACAT1	32
ACAT2	13
ACBD3	117
ACBD4	65
ACBD5	151
ACBD6	182
ACBD7	0
ACCS	72
ACCSL	0
ACD	36
ACE	15
ACE2	1
ACER1	0
ACER2	29
ACER3	133
ACHE	49
ACIN1	1982
ACKR1	32
ACKR2	18
ACKR3	9
ACKR4	1
ACLY	502
ACMSD	2
ACO1	286
ACO2	155
ACOT1	0
ACOT11	25
ACOT12	0
ACOT13	35
ACOT2	15
ACOT4	2
ACOT6	2
ACOT7	7
ACOT8	58
ACOT9	216
ACOX1	385
ACOX2	3
ACOX3	91
ACOXL	18
ACP1	414
ACP2	90
ACP5	167
ACP6	35
ACPP	131
ACPT	3
ACR	0
ACRBP	49
ACRC	87
ACRV1	0
ACSBG1	0
ACSBG2	3
ACSF2	79
ACSF3	425
ACSL1	4596
ACSL3	146
ACSL4	187
ACSL5	165
ACSL6	79
ACSM1	5
ACSM2A	0
ACSM2B	0
ACSM3	6
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	229
ACSS2	223
ACSS3	1
ACTA1	0
ACTA2	49
ACTA2_AS1	1
ACTB	18128
ACTBL2	0
ACTC1	0
ACTG1	2241
ACTG1P17	6
ACTG1P20	48
ACTG1P4	8
ACTG2	0
ACTL10	8
ACTL6A	24
ACTL6B	0
ACTL7A	1
ACTL7B	2
ACTL8	0
ACTL9	0
ACTN1	2847
ACTN1_AS1	0
ACTN2	2
ACTN3	5
ACTN4	1539
ACTR10	158
ACTR1A	200
ACTR1B	142
ACTR2	508
ACTR3	783
ACTR3B	36
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	5
ACTR5	57
ACTR6	36
ACTR8	74
ACTRT1	0
ACTRT2	0
ACTRT3	1
ACVR1	80
ACVR1B	76
ACVR1C	2
ACVR2A	54
ACVR2B	31
ACVR2B_AS1	0
ACVRL1	31
ACY1	0
ACY3	0
ACYP1	2
ACYP2	1
ADA	46
ADAD1	0
ADAD2	0
ADAL	86
ADAM10	502
ADAM11	6
ADAM12	13
ADAM15	355
ADAM17	509
ADAM18	0
ADAM19	522
ADAM1A	40
ADAM2	0
ADAM20	2
ADAM20P1	0
ADAM21	1
ADAM21P1	0
ADAM22	29
ADAM23	1
ADAM28	91
ADAM29	0
ADAM30	0
ADAM32	8
ADAM33	2
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	2467
ADAM9	181
ADAMDEC1	2
ADAMTS1	8
ADAMTS10	118
ADAMTS12	0
ADAMTS13	28
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	24
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	56
ADAMTS20	1
ADAMTS3	14
ADAMTS4	5
ADAMTS5	6
ADAMTS6	48
ADAMTS7	1
ADAMTS7P1	4
ADAMTS8	8
ADAMTS9	6
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	2
ADAMTSL2	1
ADAMTSL3	0
ADAMTSL4	3125
ADAMTSL4_AS1	554
ADAMTSL5	9
ADAP1	399
ADAP2	430
ADAR	4215
ADARB1	197
ADARB2	0
ADARB2_AS1	0
ADAT1	140
ADAT2	47
ADAT3	22
ADCK1	20
ADCK2	33
ADCK3	300
ADCK4	197
ADCK5	86
ADCY1	0
ADCY10	19
ADCY10P1	106
ADCY2	1
ADCY3	49
ADCY4	202
ADCY5	1
ADCY6	5
ADCY7	3654
ADCY8	0
ADCY9	194
ADCYAP1	0
ADCYAP1R1	0
ADD1	1240
ADD2	56
ADD3	488
ADD3_AS1	1
ADGB	1
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	77
ADGRA3	21
ADGRB1	38
ADGRB2	6
ADGRB3	14
ADGRD1	13
ADGRE1	281
ADGRE2	1438
ADGRE3	223
ADGRE4P	28
ADGRE5	5476
ADGRF1	0
ADGRF2	0
ADGRF3	12
ADGRF4	0
ADGRF5	0
ADGRG1	93
ADGRG2	4
ADGRG3	630
ADGRG4	0
ADGRG5	58
ADGRG6	0
ADGRG7	0
ADGRL1	232
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	6
ADH1A	0
ADH1B	1
ADH1C	1
ADH4	1
ADH5	40
ADH6	0
ADH7	0
ADHFE1	36
ADI1	39
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	30828
ADIPOR2	454
ADIRF	0
ADK	133
ADM	403
ADM2	7
ADM5	7
ADNP	323
ADNP_AS1	0
ADNP2	92
ADO	50
ADORA1	4
ADORA2A	8
ADORA2A_AS1	38
ADORA2B	9
ADORA3	2
ADPGK	319
ADPGK_AS1	13
ADPRH	22
ADPRHL1	9
ADPRHL2	96
ADPRM	26
ADRA1A	0
ADRA1B	0
ADRA1D	3
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	6
ADRB2	114
ADRB3	0
ADRBK1	3986
ADRBK2	336
ADRM1	236
ADSL	100
ADSS	145
ADSSL1	10
ADTRP	9
AEBP1	24
AEBP2	125
AEN	63
AES	291
AFAP1	6
AFAP1_AS1	0
AFAP1L1	2
AFAP1L2	8
AFF1	1886
AFF2	41
AFF3	72
AFF4	755
AFG3L1P	284
AFG3L2	132
AFM	1
AFMID	26
AFP	0
AFTPH	347
AGA	25
AGAP1	28
AGAP1_IT1	0
AGAP11	1
AGAP2	334
AGAP2_AS1	0
AGAP3	276
AGAP4	151
AGAP5	134
AGAP6	170
AGAP7P	68
AGAP9	34
AGBL1	1
AGBL1_AS1	0
AGBL2	7
AGBL3	9
AGBL4	0
AGBL4_IT1	0
AGBL5	59
AGBL5_AS1	0
AGER	439
AGFG1	553
AGFG2	53
AGGF1	494
AGK	68
AGL	53
AGMAT	7
AGMO	0
AGO1	462
AGO2	1651
AGO3	238
AGO4	797
AGPAT1	89
AGPAT2	145
AGPAT3	418
AGPAT4	127
AGPAT4_IT1	3
AGPAT5	30
AGPS	131
AGR2	0
AGR3	0
AGRN	463
AGRP	1
AGT	0
AGTPBP1	1319
AGTR1	2
AGTR2	0
AGTRAP	244
AGXT	0
AGXT2	0
AHCTF1	524
AHCTF1P1	0
AHCY	42
AHCYL1	93
AHCYL2	76
AHDC1	138
AHI1	57
AHNAK	31038
AHNAK2	8
AHR	1005
AHRR	8
AHSA1	71
AHSA2	489
AHSG	0
AHSP	1244
AICDA	0
AIDA	658
AIF1	180
AIF1L	0
AIFM1	50
AIFM2	36
AIFM3	158
AIG1	18
AIM1	919
AIM1L	20
AIM2	31
AIMP1	72
AIMP2	8
AIP	112
AIPL1	0
AIRE	6
AIRN	20
AJAP1	1
AJUBA	6
AK1	223
AK2	188
AK3	56
AK4	8
AK5	11
AK6	21
AK7	7
AK8	0
AK9	106
AKAP1	91
AKAP10	358
AKAP11	207
AKAP12	18
AKAP13	7941
AKAP14	2
AKAP17A	1635
AKAP2	1
AKAP3	2
AKAP4	0
AKAP5	4
AKAP6	1
AKAP7	830
AKAP8	416
AKAP8L	784
AKAP9	1496
AKIP1	18
AKIRIN1	155
AKIRIN2	293
AKNA	6303
AKNAD1	7
AKR1A1	81
AKR1B1	23
AKR1B10	0
AKR1B15	0
AKR1C1	5
AKR1C2	0
AKR1C3	1
AKR1C4	0
AKR1C6P	1
AKR1C8P	1
AKR1D1	0
AKR1E2	65
AKR7A2	30
AKR7A2P1	0
AKR7A3	4
AKR7L	0
AKT1	851
AKT1S1	109
AKT2	639
AKT3	88
AKTIP	46
ALAD	192
ALAS1	203
ALAS2	79831
ALB	0
ALCAM	109
ALDH16A1	244
ALDH18A1	22
ALDH1A1	19
ALDH1A2	6
ALDH1A3	1
ALDH1B1	4
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	9
ALDH2	193
ALDH3A1	0
ALDH3A2	82
ALDH3B1	262
ALDH3B2	1
ALDH4A1	40
ALDH5A1	405
ALDH6A1	7
ALDH7A1	0
ALDH8A1	10
ALDH9A1	56
ALDOA	1156
ALDOB	1
ALDOC	7
ALG1	44
ALG10	7
ALG10B	24
ALG11	21
ALG12	90
ALG13	178
ALG14	4
ALG1L	2
ALG1L2	11
ALG1L9P	3
ALG2	30
ALG3	17
ALG5	17
ALG6	47
ALG8	45
ALG9	61
ALK	7
ALKBH1	18
ALKBH2	9
ALKBH3	31
ALKBH3_AS1	0
ALKBH4	166
ALKBH5	448
ALKBH6	42
ALKBH7	17
ALKBH8	35
ALLC	0
ALMS1	538
ALMS1_IT1	0
ALMS1P	4
ALOX12	60
ALOX12_AS1	12
ALOX12B	3
ALOX12P2	5
ALOX15	33
ALOX15B	22
ALOX15P1	5
ALOX5	4299
ALOX5AP	111
ALOXE3	0
ALPI	0
ALPK1	814
ALPK2	4
ALPK3	67
ALPL	1073
ALPP	0
ALPPL2	0
ALS2	126
ALS2CL	83
ALS2CR11	9
ALS2CR12	1952
ALX1	0
ALX3	7
ALX4	0
ALYREF	83
AMACR	2
AMBN	1
AMBP	0
AMBRA1	452
AMD1	230
AMDHD1	10
AMDHD2	214
AMELX	0
AMELY	0
AMER1	48
AMER2	1
AMER3	0
AMFR	910
AMH	4
AMHR2	0
AMICA1	1467
AMIGO1	4
AMIGO2	28
AMIGO3	50
AMMECR1	116
AMMECR1L	79
AMN	8
AMN1	43
AMOT	9
AMOTL1	8
AMOTL2	1
AMPD1	0
AMPD2	1535
AMPD3	535
AMPH	32
AMT	116
AMTN	1
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	98
AMZ1	6
AMZ2	73
AMZ2P1	6
ANAPC1	178
ANAPC10	34
ANAPC11	33
