	gene_id_NP20_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	0
A2M_AS1	0
A2ML1	0
A2MP1	0
A3GALT2	0
A4GALT	10
A4GNT	0
AA06	0
AAAS	11
AACS	5
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	1
AAED1	0
AAGAB	7
AAK1	16
AAMDC	0
AAMP	2
AANAT	0
AAR2	3
AARD	0
AARS	1
AARS2	1
AARSD1	0
AASDH	0
AASDHPPT	0
AASS	0
AATBC	0
AATF	28
AATK	2
AATK_AS1	0
ABALON	0
ABAT	5
ABCA1	0
ABCA10	0
ABCA11P	0
ABCA12	3
ABCA13	39
ABCA17P	0
ABCA2	3
ABCA3	2
ABCA4	0
ABCA5	0
ABCA6	0
ABCA7	6
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	0
ABCB10	1
ABCB11	0
ABCB4	0
ABCB5	0
ABCB6	1
ABCB7	0
ABCB8	2
ABCB9	0
ABCC1	14
ABCC10	5
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	0
ABCC3	5
ABCC4	1
ABCC5	14
ABCC5_AS1	4
ABCC6	1
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	0
ABCD2	0
ABCD3	1
ABCD4	4
ABCE1	0
ABCF1	17
ABCF2	5
ABCF3	1
ABCG1	3
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	2
ABHD11	4
ABHD11_AS1	0
ABHD12	7
ABHD12B	0
ABHD13	4
ABHD14A	1
ABHD14A_ACY1	0
ABHD14B	2
ABHD15	3
ABHD16A	4
ABHD16B	0
ABHD17A	1
ABHD17B	0
ABHD17C	1
ABHD2	6
ABHD3	0
ABHD4	1
ABHD5	0
ABHD6	6
ABHD8	2
ABI1	6
ABI2	1
ABI3	0
ABI3BP	0
ABL1	2
ABL2	2
ABLIM1	17
ABLIM2	4
ABLIM3	0
ABO	1
ABR	23
ABRA	0
ABRACL	1
ABT1	2
ABTB1	4
ABTB2	6
ACAA1	7
ACAA2	0
ACACA	3
ACACB	12
ACAD10	1
ACAD11	0
ACAD8	2
ACAD9	3
ACADL	0
ACADM	5
ACADS	0
ACADSB	1
ACADVL	7
ACAN	2
ACAP1	1
ACAP2	6
ACAP3	1
ACAT1	1
ACAT2	0
ACBD3	27
ACBD4	4
ACBD5	7
ACBD6	9
ACBD7	0
ACCS	2
ACCSL	0
ACD	3
ACE	2
ACE2	1
ACER1	0
ACER2	2
ACER3	1
ACHE	5
ACIN1	61
ACKR1	0
ACKR2	0
ACKR3	1
ACKR4	0
ACLY	2
ACMSD	0
ACO1	0
ACO2	2
ACOT1	1
ACOT11	1
ACOT12	0
ACOT13	2
ACOT2	0
ACOT4	0
ACOT6	0
ACOT7	1
ACOT8	0
ACOT9	0
ACOX1	8
ACOX2	0
ACOX3	5
ACOXL	0
ACP1	2
ACP2	0
ACP5	0
ACP6	1
ACPP	0
ACPT	2
ACR	0
ACRBP	4
ACRC	1
ACRV1	1
ACSBG1	0
ACSBG2	0
ACSF2	3
ACSF3	3
ACSL1	8
ACSL3	6
ACSL4	1
ACSL5	1
ACSL6	0
ACSM1	1
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	3
ACSS2	2
ACSS3	0
ACTA1	0
ACTA2	1
ACTA2_AS1	0
ACTB	113
ACTBL2	0
ACTC1	0
ACTG1	33
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	0
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	4
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	50
ACTR10	0
ACTR1A	1
ACTR1B	0
ACTR2	26
ACTR3	9
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	0
ACTR6	6
ACTR8	1
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	0
ACVR1B	15
ACVR1C	120
ACVR2A	7
ACVR2B	0
ACVR2B_AS1	7
ACVRL1	5
ACY1	3
ACY3	0
ACYP1	2
ACYP2	0
ADA	5
ADAD1	0
ADAD2	0
ADAL	0
ADAM10	12
ADAM11	1
ADAM12	2
ADAM15	3
ADAM17	3
ADAM18	0
ADAM19	2
ADAM1A	2
ADAM2	0
ADAM20	0
ADAM20P1	1
ADAM21	0
ADAM21P1	0
ADAM22	2
ADAM23	6
ADAM28	4
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	1
ADAM9	7
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	1
ADAMTS12	0
ADAMTS13	2
ADAMTS14	1
ADAMTS15	7
ADAMTS16	0
ADAMTS17	0
ADAMTS18	13
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	2
ADAMTS3	0
ADAMTS4	0
ADAMTS5	0
ADAMTS6	3
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	24
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	24
ADAMTSL2	0
ADAMTSL3	3
ADAMTSL4	3
ADAMTSL4_AS1	1
ADAMTSL5	2
ADAP1	8
ADAP2	0
ADAR	19
ADARB1	0
ADARB2	0
ADARB2_AS1	0
ADAT1	1
ADAT2	0
ADAT3	2
ADCK1	5
ADCK2	9
ADCK3	6
ADCK4	2
ADCK5	2
ADCY1	0
ADCY10	0
ADCY10P1	0
ADCY2	1
ADCY3	0
ADCY4	0
ADCY5	4
ADCY6	4
ADCY7	1
ADCY8	2
ADCY9	9
ADCYAP1	0
ADCYAP1R1	0
ADD1	14
ADD2	0
ADD3	6
ADD3_AS1	0
ADGB	4
ADGRA1	2
ADGRA1_AS1	0
ADGRA2	5
ADGRA3	0
ADGRB1	5
ADGRB2	6
ADGRB3	0
ADGRD1	1
ADGRE1	0
ADGRE2	1
ADGRE3	0
ADGRE4P	0
ADGRE5	1
ADGRF1	1
ADGRF2	0
ADGRF3	0
ADGRF4	0
ADGRF5	0
ADGRG1	10
ADGRG2	0
ADGRG3	5
ADGRG4	1
ADGRG5	0
ADGRG6	21
ADGRG7	0
ADGRL1	5
ADGRL2	1
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	2
ADH1A	0
ADH1B	0
ADH1C	11
ADH4	0
ADH5	1
ADH6	0
ADH7	5
ADHFE1	0
ADI1	10
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	11
ADIPOR2	2
ADIRF	0
ADK	3
ADM	1
ADM2	13
ADM5	0
ADNP	4
ADNP_AS1	2
ADNP2	2
ADO	0
ADORA1	8
ADORA2A	0
ADORA2A_AS1	1
ADORA2B	3
ADORA3	0
ADPGK	5
ADPGK_AS1	0
ADPRH	43
ADPRHL1	5
ADPRHL2	12
ADPRM	0
ADRA1A	1
ADRA1B	3
ADRA1D	2
ADRA2A	1
ADRA2B	0
ADRA2C	5
ADRB1	7
ADRB2	0
ADRB3	2
ADRBK1	6
ADRBK2	0
ADRM1	13
ADSL	1
ADSS	10
ADSSL1	1
ADTRP	0
AEBP1	2
AEBP2	37
AEN	2
AES	52
AFAP1	3
AFAP1_AS1	0
AFAP1L1	2
AFAP1L2	0
AFF1	14
AFF2	1
AFF3	1
AFF4	16
AFG3L1P	0
AFG3L2	1
AFM	0
AFMID	1
AFP	0
AFTPH	7
AGA	0
AGAP1	4
AGAP1_IT1	1
AGAP11	0
AGAP2	1
AGAP2_AS1	0
AGAP3	7
AGAP4	0
AGAP5	0
AGAP6	4
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	0
AGBL2	0
AGBL3	1
AGBL4	0
AGBL4_IT1	0
AGBL5	6
AGBL5_AS1	0
AGER	0
AGFG1	0
AGFG2	9
AGGF1	3
AGK	10
AGL	2
AGMAT	0
AGMO	0
AGO1	4
AGO2	4
AGO3	0
AGO4	10
AGPAT1	2
AGPAT2	8
AGPAT3	12
AGPAT4	0
AGPAT4_IT1	0
AGPAT5	1
AGPS	2
AGR2	8
AGR3	0
AGRN	27
AGRP	0
AGT	1
AGTPBP1	1
AGTR1	1
AGTR2	0
AGTRAP	0
AGXT	0
AGXT2	0
AHCTF1	3
AHCTF1P1	0
AHCY	0
AHCYL1	6
AHCYL2	1
AHDC1	14
AHI1	3
AHNAK	95
AHNAK2	22
AHR	58
AHRR	2
AHSA1	17
AHSA2	20
AHSG	0
AHSP	0
AICDA	0
AIDA	0
AIF1	0
AIF1L	2
AIFM1	4
AIFM2	1
AIFM3	0
AIG1	2
AIM1	1
AIM1L	2
AIM2	0
AIMP1	3
AIMP2	1
AIP	0
AIPL1	0
AIRE	4
AIRN	1
AJAP1	7
AJUBA	9
AK1	10
AK2	2
AK3	2
AK4	1
AK5	1
AK6	0
AK7	36
AK8	0
AK9	26
AKAP1	10
AKAP10	2
AKAP11	2
AKAP12	1
AKAP13	27
AKAP14	0
AKAP17A	18
AKAP2	0
AKAP3	0
AKAP4	0
AKAP5	0
AKAP6	1
AKAP7	1
AKAP8	21
AKAP8L	35
AKAP9	7
AKIP1	0
AKIRIN1	0
AKIRIN2	11
AKNA	12
AKNAD1	0
AKR1A1	5
AKR1B1	0
AKR1B10	10
AKR1B15	0
AKR1C1	2
AKR1C2	4
AKR1C3	0
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	0
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	11
AKT1S1	7
AKT2	24
AKT3	0
AKTIP	0
ALAD	7
ALAS1	5
ALAS2	0
ALB	0
ALCAM	35
ALDH16A1	9
ALDH18A1	1
ALDH1A1	100
ALDH1A2	0
ALDH1A3	2
ALDH1B1	0
ALDH1L1	4
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	5
ALDH3A1	43
ALDH3A2	12
ALDH3B1	11
ALDH3B2	0
ALDH4A1	0
ALDH5A1	1
ALDH6A1	0
ALDH7A1	12
ALDH8A1	0
ALDH9A1	2
ALDOA	45
ALDOB	0
ALDOC	0
ALG1	0
ALG10	0
ALG10B	0
ALG11	0
ALG12	2
ALG13	1
ALG14	2
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	0
ALG3	2
ALG5	0
ALG6	0
ALG8	0
ALG9	1
ALK	11
ALKBH1	0
ALKBH2	5
ALKBH3	0
ALKBH3_AS1	0
ALKBH4	0
ALKBH5	11
ALKBH6	3
ALKBH7	2
ALKBH8	0
ALLC	0
ALMS1	13
ALMS1_IT1	0
ALMS1P	0
ALOX12	1
ALOX12_AS1	0
ALOX12B	4
ALOX12P2	7
ALOX15	168
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	1
ALOXE3	1
ALPI	0
ALPK1	1
ALPK2	0
ALPK3	4
ALPL	0
ALPP	0
ALPPL2	0
ALS2	0
ALS2CL	10
ALS2CR11	0
ALS2CR12	5
ALX1	0
ALX3	0
ALX4	2
ALYREF	3
AMACR	0
AMBN	0
AMBP	0
AMBRA1	10
AMD1	6
AMDHD1	0
AMDHD2	2
AMELX	0
AMELY	0
AMER1	1
AMER2	1
AMER3	0
AMFR	4
AMH	11
AMHR2	0
AMICA1	0
AMIGO1	0
AMIGO2	1
AMIGO3	1
AMMECR1	0
AMMECR1L	0
AMN	0
AMN1	0
AMOT	6
AMOTL1	1
AMOTL2	1
AMPD1	0
AMPD2	3
AMPD3	6
AMPH	0
AMT	1
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	0
AMZ2	1
AMZ2P1	5
ANAPC1	0
ANAPC10	4
ANAPC11	1
ANAPC13	0
ANAPC15	0
ANAPC16	29
ANAPC1P1	0
ANAPC2	6
ANAPC4	4
ANAPC5	0
ANAPC7	2
ANG	0
ANGEL1	1
ANGEL2	0
ANGPT1	3
ANGPT2	2
ANGPT4	0
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0
ANGPTL5	0
ANGPTL6	0
ANGPTL7	1
ANHX	0
ANK1	1
ANK2	0
ANK3	23
ANKAR	0
ANKDD1A	0
ANKDD1B	3
ANKEF1	3
ANKFN1	0
ANKFY1	2
ANKH	0
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	2
ANKK1	0
ANKLE1	0
ANKLE2	1
ANKMY1	7
ANKMY2	1
ANKRA2	0
ANKRD1	0
ANKRD10	0
ANKRD11	54
ANKRD12	6
ANKRD13A	8
ANKRD13B	3
ANKRD13C	0
ANKRD13D	0
ANKRD16	3
ANKRD17	27
ANKRD18A	4
ANKRD18B	0
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	1
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	2
ANKRD22	0
ANKRD23	25
ANKRD24	4
ANKRD26	5
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	0
ANKRD28	0
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	0
ANKRD33B	0
ANKRD34A	0
ANKRD34B	0
ANKRD34C	1
ANKRD34C_AS1	1
ANKRD35	7
ANKRD36	0
ANKRD36B	0
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	4
ANKRD37	0
ANKRD39	0
ANKRD40	4
ANKRD42	16
ANKRD44	0
ANKRD44_IT1	0
ANKRD45	3
ANKRD46	1
ANKRD49	0
ANKRD50	3
ANKRD52	9
ANKRD53	0
ANKRD54	4
ANKRD55	1
ANKRD6	3
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	11
ANKRD66	0
ANKRD7	0
ANKRD9	0
ANKS1A	7
ANKS1B	0
ANKS3	3
ANKS4B	1
ANKS6	12
ANKUB1	10
ANKZF1	19
ANLN	0
ANO1	0
ANO1_AS2	0
ANO10	0
ANO2	1
ANO3	0
ANO4	0
ANO5	10
ANO6	5
ANO7	1
ANO8	4
ANO9	0
ANOS1	1
ANP32A	47
ANP32A_IT1	0
ANP32AP1	0
ANP32B	110
ANP32C	0
ANP32D	0
ANP32E	39
ANPEP	5
ANTXR1	0
ANTXR2	1
ANTXRL	0
ANTXRLP1	0
ANXA1	29
ANXA10	0
ANXA11	26
ANXA13	0
ANXA2	16
ANXA2P1	1
ANXA2P2	0
ANXA2P3	0
ANXA2R	1
ANXA3	0
ANXA4	1
ANXA5	7
ANXA6	0
ANXA7	5
ANXA8	1
ANXA8L1	0
ANXA9	0
AOAH	0
AOAH_IT1	0
AOC1	2
AOC2	0
AOC3	2
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	13
AP1B1	14
AP1B1P1	0
AP1G1	9
AP1G2	0
AP1M1	1
AP1M2	1
AP1S1	3
AP1S2	0
AP1S3	3
AP2A1	8
AP2A2	9
AP2B1	5
AP2M1	9
AP2S1	9
AP3B1	33
AP3B2	4
AP3D1	21
AP3M1	6
AP3M2	1
AP3S1	0
AP3S2	0
AP4B1	2
AP4B1_AS1	0
AP4E1	0
AP4M1	0
AP4S1	1
AP5B1	10
AP5M1	0
AP5S1	1
AP5Z1	3
APAF1	5
APBA1	45
APBA2	1
APBA3	0
APBB1	4
APBB1IP	0
APBB2	3
APBB3	4
APC	1
APC2	11
APCDD1	3
APCDD1L	0
APCDD1L_AS1	1
APCS	0
APEH	0
APELA	0
APEX1	15
APEX2	0
APH1A	4
APH1B	1
API5	1
APIP	0
APITD1	0
APITD1_CORT	0
APLF	0
APLN	0
APLNR	0
APLP1	1
APLP2	120
APMAP	0
APOA1	1
APOA1_AS	0
APOA1BP	4
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	3
APOBEC3D	0
APOBEC3F	11
APOBEC3G	0
APOBEC3H	0
APOBEC4	1
APOBR	0
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	2
APOE	3
APOF	0
APOH	0
APOL1	12
APOL2	0
APOL3	0
APOL4	0
APOL5	0
APOL6	8
APOLD1	0
APOM	0
APOO	0
APOOL	0
APOOP5	0
APOPT1	1
APP	107
APPBP2	5
APPL1	7
APPL2	6
APRT	1
APTR	0
APTX	3
AQP1	1
AQP10	3
AQP11	0
AQP12A	0
AQP12B	0
AQP2	0
AQP3	96
AQP4	1
AQP4_AS1	3
AQP5	24
AQP6	2
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQR	3
AR	4
ARAF	1
ARAP1	7
ARAP2	0
ARAP3	4
ARC	0
ARCN1	9
AREG	0
AREL1	6
ARF1	11
ARF3	21
ARF4	0
ARF5	9
ARF6	45
ARFGAP1	9
ARFGAP2	2
ARFGAP3	10
ARFGEF1	11
ARFGEF2	4
ARFGEF3	20
ARFIP1	1
ARFIP2	4
ARFRP1	0
ARG1	0
ARG2	0
ARGFX	0
ARGFXP2	0
ARGLU1	83
ARHGAP1	4
ARHGAP10	0
ARHGAP11A	2
ARHGAP11B	0
ARHGAP12	9
ARHGAP15	0
ARHGAP17	1
ARHGAP18	6
ARHGAP19	0
ARHGAP19_SLIT1	0
ARHGAP20	0
ARHGAP21	4
ARHGAP22	1
ARHGAP23	38
ARHGAP24	5
ARHGAP25	0
ARHGAP26	4
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	12
ARHGAP28	0
ARHGAP29	1
ARHGAP30	4
ARHGAP31	1
ARHGAP31_AS1	0
ARHGAP32	5
ARHGAP33	2
ARHGAP35	17
ARHGAP36	2
ARHGAP39	6
ARHGAP4	0
ARHGAP40	0
ARHGAP42	0
ARHGAP44	8
ARHGAP5	24
ARHGAP5_AS1	0
ARHGAP6	1
ARHGAP8	0
ARHGAP9	0
ARHGDIA	11
ARHGDIB	2
ARHGDIG	0
ARHGEF1	11
ARHGEF10	0
ARHGEF10L	4
ARHGEF11	4
ARHGEF12	30
ARHGEF15	1
ARHGEF16	12
ARHGEF17	4
ARHGEF18	10
ARHGEF19	1
ARHGEF2	3
ARHGEF25	0
ARHGEF26	2
ARHGEF26_AS1	0
ARHGEF28	8
ARHGEF3	5
ARHGEF3_AS1	0
ARHGEF33	0
ARHGEF34P	0
ARHGEF35	2
ARHGEF37	10
ARHGEF38	3
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	2
ARHGEF40	3
ARHGEF5	0
ARHGEF6	6
ARHGEF7	0
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	0
ARHGEF9_IT1	0
ARID1A	33
ARID1B	23
ARID2	5
ARID3A	0
ARID3B	1
ARID3C	0
ARID4A	8
ARID4B	18
ARID5A	1
ARID5B	4
ARIH1	37
ARIH2	2
ARIH2OS	0
ARL1	5
ARL10	0
ARL11	0
ARL13A	0
ARL13B	1
ARL14	0
ARL14EP	0
ARL14EPL	0
ARL15	0
ARL16	0
ARL17A	0
ARL17B	0
ARL2	1
ARL2_SNX15	0
ARL2BP	3
ARL3	6
ARL4A	12
ARL4C	5
ARL4D	18
ARL5A	0
ARL5B	0
ARL5C	0
ARL6	0
ARL6IP1	2
ARL6IP4	19
ARL6IP5	11
ARL6IP6	2
ARL8A	6
ARL8B	2
ARL9	0
ARMC1	0
ARMC10	0
ARMC12	0
ARMC2	8
ARMC2_AS1	4
ARMC3	9
ARMC4	6
ARMC5	2
ARMC6	0
ARMC7	0
