	gene_id_WB39_
A1BG	12
A1BG_AS1	2
A1CF	31
A2M	664
A2M_AS1	77
A2ML1	1
A2MP1	15
A3GALT2	1
A4GALT	60
A4GNT	0
AA06	0
AAAS	23
AACS	19
AACSP1	0
AADAC	29
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	1
AAED1	106
AAGAB	294
AAK1	618
AAMDC	4
AAMP	73
AANAT	12
AAR2	151
AARD	1
AARS	195
AARS2	100
AARSD1	0
AASDH	66
AASDHPPT	84
AASS	22
AATBC	29
AATF	440
AATK	107
AATK_AS1	0
ABALON	251
ABAT	46
ABCA1	3384
ABCA10	8
ABCA11P	8
ABCA12	1
ABCA13	9
ABCA17P	0
ABCA2	704
ABCA3	22
ABCA4	0
ABCA5	113
ABCA6	14
ABCA7	377
ABCA8	6
ABCA9	9
ABCA9_AS1	0
ABCB1	364
ABCB10	560
ABCB11	64
ABCB4	195
ABCB5	13
ABCB6	35
ABCB7	162
ABCB8	48
ABCB9	6
ABCC1	464
ABCC10	118
ABCC11	0
ABCC12	0
ABCC13	256
ABCC2	65
ABCC3	209
ABCC4	1710
ABCC5	132
ABCC5_AS1	0
ABCC6	9
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	8
ABCD1	139
ABCD2	52
ABCD3	105
ABCD4	142
ABCE1	244
ABCF1	446
ABCF2	61
ABCF3	205
ABCG1	616
ABCG2	266
ABCG4	0
ABCG5	2
ABCG8	2
ABHD1	12
ABHD10	81
ABHD11	27
ABHD11_AS1	1
ABHD12	192
ABHD12B	0
ABHD13	355
ABHD14A	14
ABHD14A_ACY1	0
ABHD14B	83
ABHD15	47
ABHD16A	268
ABHD16B	28
ABHD17A	507
ABHD17B	109
ABHD17C	10
ABHD2	1226
ABHD3	162
ABHD4	149
ABHD5	165
ABHD6	14
ABHD8	37
ABI1	1223
ABI2	151
ABI3	128
ABI3BP	10
ABL1	210
ABL2	171
ABLIM1	620
ABLIM2	1
ABLIM3	150
ABO	0
ABR	443
ABRA	2
ABRACL	62
ABT1	222
ABTB1	934
ABTB2	50
ACAA1	241
ACAA2	89
ACACA	336
ACACB	40
ACAD10	54
ACAD11	20
ACAD8	58
ACAD9	100
ACADL	0
ACADM	140
ACADS	52
ACADSB	58
ACADVL	400
ACAN	0
ACAP1	417
ACAP2	1246
ACAP3	113
ACAT1	69
ACAT2	49
ACBD3	458
ACBD4	15
ACBD5	346
ACBD6	133
ACBD7	18
ACCS	16
ACCSL	6
ACD	21
ACE	32
ACE2	2
ACER1	0
ACER2	52
ACER3	183
ACHE	42
ACIN1	1028
ACKR1	0
ACKR2	18
ACKR3	3
ACKR4	15
ACLY	476
ACMSD	4
ACO1	25
ACO2	160
ACOT1	1
ACOT11	8
ACOT12	4
ACOT13	102
ACOT2	56
ACOT4	5
ACOT6	0
ACOT7	42
ACOT8	91
ACOT9	261
ACOX1	184
ACOX2	0
ACOX3	22
ACOXL	1
ACP1	520
ACP2	93
ACP5	274
ACP6	10
ACPP	42
ACPT	3
ACR	0
ACRBP	189
ACRC	28
ACRV1	0
ACSBG1	18
ACSBG2	4
ACSF2	39
ACSF3	137
ACSL1	2457
ACSL3	428
ACSL4	490
ACSL5	220
ACSL6	160
ACSM1	9
ACSM2A	5
ACSM2B	6
ACSM3	10
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	125
ACSS2	47
ACSS3	3
ACTA1	1
ACTA2	46
ACTA2_AS1	9
ACTB	25611
ACTBL2	0
ACTC1	0
ACTG1	3267
ACTG1P17	0
ACTG1P20	57
ACTG1P4	0
ACTG2	0
ACTL10	7
ACTL6A	32
ACTL6B	0
ACTL7A	4
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	553
ACTN1_AS1	0
ACTN2	0
ACTN3	1
ACTN4	846
ACTR10	243
ACTR1A	377
ACTR1B	115
ACTR2	1265
ACTR3	1869
ACTR3B	66
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	8
ACTR5	127
ACTR6	98
ACTR8	128
ACTRT1	0
ACTRT2	0
ACTRT3	13
ACVR1	47
ACVR1B	291
ACVR1C	13
ACVR2A	144
ACVR2B	13
ACVR2B_AS1	0
ACVRL1	6
ACY1	0
ACY3	0
ACYP1	8
ACYP2	12
