	gene_id_NPS_205_R1_
A1BG	0
A1BG_AS1	0
A1CF	2
A2M	4
A2M_AS1	0
A2ML1	5
A2MP1	1
A3GALT2	0
A4GALT	28
A4GNT	0
AA06	0
AAAS	0
AACS	8
AACSP1	1
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	0
AAED1	0
AAGAB	7
AAK1	21
AAMDC	1
AAMP	36
AANAT	0
AAR2	6
AARD	0
AARS	6
AARS2	0
AARSD1	0
AASDH	4
AASDHPPT	4
AASS	0
AATBC	1
AATF	28
AATK	19
AATK_AS1	1
ABALON	0
ABAT	7
ABCA1	23
ABCA10	1
ABCA11P	0
ABCA12	12
ABCA13	231
ABCA17P	0
ABCA2	6
ABCA3	9
ABCA4	2
ABCA5	10
ABCA6	0
ABCA7	28
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	2
ABCB10	1
ABCB11	4
ABCB4	0
ABCB5	0
ABCB6	10
ABCB7	4
ABCB8	5
ABCB9	7
ABCC1	26
ABCC10	6
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	0
ABCC3	5
ABCC4	2
ABCC5	21
ABCC5_AS1	0
ABCC6	6
ABCC6P1	0
ABCC6P2	0
ABCC8	1
ABCC9	1
ABCD1	4
ABCD2	1
ABCD3	22
ABCD4	0
ABCE1	1
ABCF1	39
ABCF2	11
ABCF3	7
ABCG1	16
ABCG2	0
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	3
ABHD11	3
ABHD11_AS1	1
ABHD12	8
ABHD12B	0
ABHD13	3
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	1
ABHD15	2
ABHD16A	10
ABHD16B	0
ABHD17A	0
ABHD17B	15
ABHD17C	7
ABHD2	36
ABHD3	3
ABHD4	3
ABHD5	9
ABHD6	1
ABHD8	0
ABI1	26
ABI2	2
ABI3	5
ABI3BP	0
ABL1	13
ABL2	5
ABLIM1	40
ABLIM2	0
ABLIM3	0
ABO	7
ABR	32
ABRA	0
ABRACL	2
ABT1	3
ABTB1	2
ABTB2	4
ACAA1	10
ACAA2	0
ACACA	21
ACACB	11
ACAD10	6
ACAD11	1
ACAD8	4
ACAD9	10
ACADL	1
ACADM	11
ACADS	5
ACADSB	3
ACADVL	56
ACAN	2
ACAP1	13
ACAP2	12
ACAP3	18
ACAT1	7
ACAT2	0
ACBD3	77
ACBD4	1
ACBD5	52
ACBD6	14
ACBD7	0
ACCS	8
ACCSL	0
ACD	1
ACE	11
ACE2	0
ACER1	0
ACER2	2
ACER3	0
ACHE	2
ACIN1	132
ACKR1	0
ACKR2	2
ACKR3	0
ACKR4	0
ACLY	14
ACMSD	0
ACO1	6
ACO2	17
ACOT1	0
ACOT11	3
ACOT12	0
ACOT13	7
ACOT2	3
ACOT4	1
ACOT6	0
ACOT7	7
ACOT8	0
ACOT9	8
ACOX1	17
ACOX2	0
ACOX3	10
ACOXL	3
ACP1	4
ACP2	2
ACP5	1
ACP6	0
ACPP	0
ACPT	2
ACR	3
ACRBP	6
ACRC	2
ACRV1	0
ACSBG1	0
ACSBG2	0
ACSF2	16
ACSF3	2
ACSL1	37
ACSL3	11
ACSL4	1
ACSL5	3
ACSL6	1
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	6
ACSS2	6
ACSS3	2
ACTA1	0
ACTA2	132
ACTA2_AS1	0
ACTB	194
ACTBL2	0
ACTC1	1
ACTG1	123
ACTG1P17	1
ACTG1P20	3
ACTG1P4	0
ACTG2	1
ACTL10	3
ACTL6A	6
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	17
ACTN1_AS1	0
ACTN2	7
ACTN3	0
ACTN4	139
ACTR10	1
ACTR1A	8
ACTR1B	0
ACTR2	32
ACTR3	19
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2
ACTR5	1
ACTR6	5
ACTR8	24
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	3
ACVR1B	7
ACVR1C	727
ACVR2A	5
ACVR2B	0
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	1
ACYP1	5
ACYP2	0
ADA	0
ADAD1	0
ADAD2	0
ADAL	0
ADAM10	15
ADAM11	2
ADAM12	6
ADAM15	8
ADAM17	11
ADAM18	0
ADAM19	10
ADAM1A	1
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	1
ADAM23	0
ADAM28	34
ADAM29	0
ADAM30	0
ADAM32	1
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	8
ADAM9	23
ADAMDEC1	3
ADAMTS1	4
ADAMTS10	1
ADAMTS12	0
ADAMTS13	0
ADAMTS14	4
ADAMTS15	7
ADAMTS16	0
ADAMTS17	1
ADAMTS18	1
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	1
ADAMTS3	0
ADAMTS4	0
ADAMTS5	4
ADAMTS6	2
ADAMTS7	0
ADAMTS7P1	2
ADAMTS8	2
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	70
ADAMTSL2	1
ADAMTSL3	2
ADAMTSL4	14
ADAMTSL4_AS1	0
ADAMTSL5	28
ADAP1	3
ADAP2	0
ADAR	56
ADARB1	0
ADARB2	34
ADARB2_AS1	0
ADAT1	2
ADAT2	6
ADAT3	1
ADCK1	13
ADCK2	2376
ADCK3	11
ADCK4	5
ADCK5	1
ADCY1	0
ADCY10	0
ADCY10P1	2
ADCY2	3
ADCY3	3
ADCY4	1
ADCY5	8
ADCY6	12
ADCY7	4
ADCY8	8
ADCY9	4
ADCYAP1	0
ADCYAP1R1	0
ADD1	23
ADD2	2
ADD3	12
ADD3_AS1	2
ADGB	18
ADGRA1	2
ADGRA1_AS1	0
ADGRA2	4
ADGRA3	3
ADGRB1	2
ADGRB2	3
ADGRB3	0
ADGRD1	0
ADGRE1	2
ADGRE2	48
ADGRE3	4
ADGRE4P	0
ADGRE5	25
ADGRF1	18
ADGRF2	0
ADGRF3	0
ADGRF4	0
ADGRF5	2
ADGRG1	16
ADGRG2	0
ADGRG3	1
ADGRG4	2
ADGRG5	0
ADGRG6	4
ADGRG7	0
ADGRL1	0
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	23
ADH1A	0
ADH1B	0
ADH1C	64
ADH4	0
ADH5	8
ADH6	0
ADH7	78
ADHFE1	0
ADI1	11
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	13
ADIPOR2	1
ADIRF	4
ADK	6
ADM	20
ADM2	0
ADM5	0
ADNP	11
ADNP_AS1	0
ADNP2	5
ADO	3
ADORA1	5
ADORA2A	0
ADORA2A_AS1	1
ADORA2B	0
ADORA3	0
ADPGK	8
ADPGK_AS1	0
ADPRH	16
ADPRHL1	3
ADPRHL2	10
ADPRM	0
ADRA1A	1
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	0
ADRA2C	2
ADRB1	3
ADRB2	1
ADRB3	0
ADRBK1	27
ADRBK2	1
ADRM1	17
ADSL	1
ADSS	23
ADSSL1	6
ADTRP	1
AEBP1	0
AEBP2	55
AEN	5
AES	62
AFAP1	1
AFAP1_AS1	0
AFAP1L1	4
AFAP1L2	0
AFF1	24
AFF2	3
AFF3	4
AFF4	20
AFG3L1P	1
AFG3L2	13
AFM	0
AFMID	0
AFP	0
AFTPH	6
AGA	0
AGAP1	14
AGAP1_IT1	0
AGAP11	4
AGAP2	5
AGAP2_AS1	0
AGAP3	19
AGAP4	1
AGAP5	0
AGAP6	2
AGAP7P	0
AGAP9	1
AGBL1	0
AGBL1_AS1	0
AGBL2	7
AGBL3	1
AGBL4	0
AGBL4_IT1	0
AGBL5	28
AGBL5_AS1	0
AGER	4
AGFG1	1
AGFG2	9
AGGF1	10
AGK	2
AGL	10
AGMAT	1
AGMO	0
AGO1	12
AGO2	10
AGO3	3
AGO4	9
AGPAT1	9
AGPAT2	7
AGPAT3	18
AGPAT4	1
AGPAT4_IT1	0
AGPAT5	0
AGPS	9
AGR2	54
AGR3	0
AGRN	54
AGRP	0
AGT	0
AGTPBP1	9
AGTR1	0
AGTR2	0
AGTRAP	2
AGXT	0
AGXT2	2
AHCTF1	10
AHCTF1P1	0
AHCY	11
AHCYL1	12
AHCYL2	13
AHDC1	6
AHI1	14
AHNAK	320
AHNAK2	21
AHR	36
AHRR	2
AHSA1	34
AHSA2	32
AHSG	0
AHSP	0
AICDA	2
AIDA	0
AIF1	6
AIF1L	3
AIFM1	10
AIFM2	6
AIFM3	4
AIG1	1
AIM1	28
AIM1L	8
AIM2	2
AIMP1	5
AIMP2	0
AIP	6
AIPL1	0
AIRE	4
AIRN	1
AJAP1	3
AJUBA	1
AK1	32
AK2	3
AK3	7
AK4	1
AK5	1
AK6	2
AK7	39
AK8	2
AK9	62
AKAP1	10
AKAP10	1
AKAP11	10
AKAP12	14
AKAP13	80
AKAP14	6
AKAP17A	113
AKAP2	0
AKAP3	2
AKAP4	0
AKAP5	2
AKAP6	10
AKAP7	2
AKAP8	27
AKAP8L	91
AKAP9	120
AKIP1	0
AKIRIN1	8
AKIRIN2	3
AKNA	53
AKNAD1	0
AKR1A1	38
AKR1B1	4
AKR1B10	14
AKR1B15	0
AKR1C1	21
AKR1C2	20
AKR1C3	5
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	1
AKR1E2	0
AKR7A2	3
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	24
AKT1S1	7
AKT2	9
AKT3	0
AKTIP	1
ALAD	9
ALAS1	9
ALAS2	0
ALB	0
ALCAM	83
ALDH16A1	8
ALDH18A1	18
ALDH1A1	337
ALDH1A2	7
ALDH1A3	13
ALDH1B1	7
ALDH1L1	5
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	14
ALDH3A1	304
ALDH3A2	18
ALDH3B1	26
ALDH3B2	10
ALDH4A1	1
ALDH5A1	1
ALDH6A1	0
ALDH7A1	10
ALDH8A1	0
ALDH9A1	16
ALDOA	136
ALDOB	0
ALDOC	5
ALG1	2
ALG10	0
ALG10B	2
ALG11	0
ALG12	4
ALG13	14
ALG14	1
ALG1L	3
ALG1L2	0
ALG1L9P	0
ALG2	3
ALG3	5
ALG5	2
ALG6	4
ALG8	1
ALG9	7
ALK	2
ALKBH1	0
ALKBH2	1
ALKBH3	0
ALKBH3_AS1	0
ALKBH4	0
ALKBH5	11
ALKBH6	0
ALKBH7	0
ALKBH8	4
ALLC	0
ALMS1	16
ALMS1_IT1	0
ALMS1P	1
ALOX12	3
ALOX12_AS1	0
ALOX12B	1
ALOX12P2	3
ALOX15	270
ALOX15B	0
ALOX15P1	0
ALOX5	0
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	3
ALPK2	0
ALPK3	2
ALPL	22
ALPP	0
ALPPL2	0
ALS2	8
ALS2CL	35
ALS2CR11	0
ALS2CR12	12
ALX1	0
ALX3	0
ALX4	3
ALYREF	3
AMACR	1
AMBN	0
AMBP	9
AMBRA1	9
AMD1	7
AMDHD1	1
AMDHD2	4
AMELX	0
AMELY	0
AMER1	6
AMER2	0
AMER3	0
AMFR	3
AMH	3
AMHR2	0
AMICA1	5
AMIGO1	0
AMIGO2	0
AMIGO3	2
AMMECR1	1
AMMECR1L	3
AMN	4
AMN1	0
AMOT	22
AMOTL1	1
AMOTL2	5
AMPD1	0
AMPD2	8
AMPD3	17
AMPH	0
AMT	3
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	6
AMZ1	7
AMZ2	3
AMZ2P1	1
ANAPC1	8
ANAPC10	0
ANAPC11	9
ANAPC13	3
ANAPC15	0
ANAPC16	17
ANAPC1P1	0
ANAPC2	11
ANAPC4	5
ANAPC5	9
ANAPC7	5
ANG	0
ANGEL1	2
ANGEL2	9
ANGPT1	2
ANGPT2	1
ANGPT4	0
ANGPTL1	1
ANGPTL2	0
ANGPTL3	0
ANGPTL4	2
ANGPTL5	0
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	2
ANK2	0
ANK3	38
ANKAR	1
ANKDD1A	3
ANKDD1B	0
ANKEF1	8
ANKFN1	1
ANKFY1	15
ANKH	0
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	3
ANKK1	0
ANKLE1	0
ANKLE2	8
ANKMY1	11
ANKMY2	6
ANKRA2	12
ANKRD1	0
ANKRD10	9
ANKRD11	95
ANKRD12	43
ANKRD13A	5
ANKRD13B	1
ANKRD13C	6
ANKRD13D	15
ANKRD16	4
ANKRD17	93
ANKRD18A	17
ANKRD18B	9
ANKRD18DP	0
ANKRD19P	2
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	1
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD22	1
ANKRD23	12
ANKRD24	3
ANKRD26	21
ANKRD26P1	0
ANKRD26P3	1
ANKRD27	1
ANKRD28	15
ANKRD29	0
ANKRD30A	4
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	0
ANKRD33B	5
ANKRD34A	4
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	2
ANKRD35	11
ANKRD36	14
ANKRD36B	12
ANKRD36BP1	0
ANKRD36BP2	1
ANKRD36C	133
ANKRD37	3
ANKRD39	3
ANKRD40	5
ANKRD42	48
ANKRD44	2
ANKRD44_IT1	0
ANKRD45	14
ANKRD46	0
ANKRD49	0
ANKRD50	12
ANKRD52	7
ANKRD53	4
ANKRD54	5
ANKRD55	1
ANKRD6	10
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	16
ANKRD66	3
ANKRD7	0
ANKRD9	3
ANKS1A	16
ANKS1B	0
ANKS3	4
ANKS4B	1
ANKS6	7
ANKUB1	14
ANKZF1	32
ANLN	3
ANO1	1
ANO1_AS2	0
ANO10	0
ANO2	0
ANO3	0
ANO4	0
ANO5	12
ANO6	6
ANO7	0
ANO8	10
ANO9	7
ANOS1	0
ANP32A	107
ANP32A_IT1	2
ANP32AP1	0
ANP32B	205
ANP32C	1
ANP32D	0
ANP32E	95
ANPEP	19
ANTXR1	3
ANTXR2	3
ANTXRL	0
ANTXRLP1	0
ANXA1	181
ANXA10	0
ANXA11	25
ANXA13	0
ANXA2	45
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA3	6
ANXA4	10
ANXA5	13
ANXA6	2
ANXA7	22
ANXA8	0
ANXA8L1	3
ANXA9	0
AOAH	1
AOAH_IT1	0
AOC1	0
AOC2	3
AOC3	0
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	9
AP1B1	16
AP1B1P1	3
AP1G1	8
AP1G2	10
AP1M1	2
AP1M2	15
AP1S1	5
AP1S2	0
AP1S3	2
AP2A1	9
AP2A2	5
AP2B1	32
AP2M1	17
AP2S1	0
AP3B1	29
AP3B2	0
AP3D1	124
AP3M1	3
AP3M2	1
AP3S1	3
AP3S2	0
AP4B1	2
AP4B1_AS1	1
AP4E1	1
AP4M1	1
AP4S1	4
AP5B1	18
AP5M1	3
AP5S1	2
AP5Z1	10
APAF1	3
APBA1	1
APBA2	0
APBA3	1
APBB1	7
APBB1IP	5
APBB2	3
APBB3	11
APC	8
APC2	12
APCDD1	0
APCDD1L	0
APCDD1L_AS1	1
APCS	0
APEH	16
APELA	0
APEX1	24
APEX2	6
APH1A	7
APH1B	2
API5	8
APIP	0
APITD1	0
APITD1_CORT	0
APLF	0
APLN	0
APLNR	1
APLP1	0
APLP2	174
APMAP	3
APOA1	0
APOA1_AS	0
APOA1BP	1
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	3
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	0
APOBEC3D	4
APOBEC3F	4
APOBEC3G	3
APOBEC3H	1
APOBEC4	5
APOBR	43
APOC1	2
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	9
APOE	13
APOF	0
APOH	0
APOL1	71
APOL2	25
APOL3	2
APOL4	2
APOL5	0
APOL6	39
APOLD1	0
APOM	0
APOO	3
APOOL	3
APOOP5	5
APOPT1	5
APP	80
APPBP2	6
APPL1	5
APPL2	10
APRT	4
APTR	3
APTX	5
AQP1	3
AQP10	0
AQP11	0
AQP12A	0
AQP12B	0
AQP2	2
AQP3	138
AQP4	0
AQP4_AS1	0
AQP5	89
AQP6	1
AQP7	2
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	5
AQR	21
AR	4
ARAF	4
ARAP1	30
ARAP2	13
ARAP3	4
ARC	1
ARCN1	26
AREG	1
AREL1	4
ARF1	19
ARF3	34
ARF4	12
ARF5	9
ARF6	53
ARFGAP1	8
ARFGAP2	7
ARFGAP3	23
ARFGEF1	28
ARFGEF2	14
ARFGEF3	29
ARFIP1	6
ARFIP2	9
ARFRP1	8
ARG1	0
ARG2	6
ARGFX	0
ARGFXP2	1
ARGLU1	176
ARHGAP1	4
ARHGAP10	1
ARHGAP11A	6
ARHGAP11B	0
ARHGAP12	7
ARHGAP15	4
ARHGAP17	4
ARHGAP18	18
ARHGAP19	1
ARHGAP19_SLIT1	0
ARHGAP20	1
ARHGAP21	116
ARHGAP22	0
ARHGAP23	24
ARHGAP24	2
ARHGAP25	8
ARHGAP26	22
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	14
ARHGAP28	0
ARHGAP29	3
ARHGAP30	22
ARHGAP31	1
ARHGAP31_AS1	0
ARHGAP32	23
ARHGAP33	4
ARHGAP35	24
ARHGAP36	1
ARHGAP39	15
ARHGAP4	5
ARHGAP40	0
ARHGAP42	2
ARHGAP44	65
ARHGAP5	35
ARHGAP5_AS1	0
ARHGAP6	2
ARHGAP8	0
ARHGAP9	20
ARHGDIA	29
ARHGDIB	37
ARHGDIG	0
ARHGEF1	26
ARHGEF10	1
ARHGEF10L	18
ARHGEF11	23
ARHGEF12	32
ARHGEF15	2
ARHGEF16	10
ARHGEF17	4
ARHGEF18	13
ARHGEF19	3
ARHGEF2	12
ARHGEF25	0
ARHGEF26	11
ARHGEF26_AS1	0
ARHGEF28	10
ARHGEF3	7
ARHGEF3_AS1	0
ARHGEF33	2
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	7
ARHGEF38	8
ARHGEF38_IT1	0
ARHGEF39	3
ARHGEF4	1
ARHGEF40	1
ARHGEF5	3
ARHGEF6	5
ARHGEF7	19
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	6
ARHGEF9_IT1	0
ARID1A	46
ARID1B	46
ARID2	10
ARID3A	2
ARID3B	1
ARID3C	0
ARID4A	30
ARID4B	76
ARID5A	7
ARID5B	14
ARIH1	46
ARIH2	20
ARIH2OS	0
ARL1	16
ARL10	3
ARL11	1
ARL13A	0
ARL13B	6
ARL14	0
ARL14EP	2
ARL14EPL	0
ARL15	0
ARL16	6
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	3
ARL3	9
ARL4A	10
ARL4C	5
ARL4D	6
ARL5A	88
ARL5B	1
ARL5C	0
ARL6	2
ARL6IP1	19
ARL6IP4	123
ARL6IP5	7
ARL6IP6	1
ARL8A	16
ARL8B	7
ARL9	0
ARMC1	1
ARMC10	1
ARMC12	0
ARMC2	16
ARMC2_AS1	2
ARMC3	15
ARMC4	10
ARMC5	1
ARMC6	1
