	gene_id_WB49_
A1BG	9
A1BG_AS1	2
A1CF	2
A2M	24
A2M_AS1	2
A2ML1	3
A2MP1	1
A3GALT2	8
A4GALT	5
A4GNT	1
AA06	0
AAAS	18
AACS	26
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	8
AAGAB	186
AAK1	579
AAMDC	2
AAMP	57
AANAT	7
AAR2	38
AARD	0
AARS	266
AARS2	32
AARSD1	0
AASDH	37
AASDHPPT	18
AASS	10
AATBC	14
AATF	269
AATK	175
AATK_AS1	0
ABALON	87
ABAT	43
ABCA1	1918
ABCA10	7
ABCA11P	3
ABCA12	0
ABCA13	360
ABCA17P	2
ABCA2	304
ABCA3	17
ABCA4	2
ABCA5	99
ABCA6	3
ABCA7	357
ABCA8	1
ABCA9	0
ABCA9_AS1	0
ABCB1	40
ABCB10	437
ABCB11	1
ABCB4	14
ABCB5	20
ABCB6	149
ABCB7	85
ABCB8	26
ABCB9	4
ABCC1	265
ABCC10	60
ABCC11	0
ABCC12	0
ABCC13	89
ABCC2	51
ABCC3	221
ABCC4	746
ABCC5	172
ABCC5_AS1	2
ABCC6	12
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	39
ABCD2	7
ABCD3	83
ABCD4	70
ABCE1	68
ABCF1	482
ABCF2	33
ABCF3	725
ABCG1	93
ABCG2	45
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	4
ABHD10	16
ABHD11	5
ABHD11_AS1	8
ABHD12	14
ABHD12B	9
ABHD13	155
ABHD14A	6
ABHD14A_ACY1	0
ABHD14B	29
ABHD15	15
ABHD16A	265
ABHD16B	5
ABHD17A	126
ABHD17B	47
ABHD17C	6
ABHD2	1208
ABHD3	61
ABHD4	174
ABHD5	387
ABHD6	1
ABHD8	28
ABI1	823
ABI2	75
ABI3	14
ABI3BP	11
ABL1	54
ABL2	112
ABLIM1	94
ABLIM2	4
ABLIM3	94
ABO	3
ABR	202
ABRA	1
ABRACL	25
ABT1	53
ABTB1	1141
ABTB2	18
ACAA1	329
ACAA2	40
ACACA	123
ACACB	135
ACAD10	33
ACAD11	5
ACAD8	248
ACAD9	41
ACADL	1
ACADM	53
ACADS	18
ACADSB	16
ACADVL	762
ACAN	2
ACAP1	994
ACAP2	670
ACAP3	32
ACAT1	72
ACAT2	32
ACBD3	127
ACBD4	17
ACBD5	188
ACBD6	45
ACBD7	1
ACCS	52
ACCSL	0
ACD	11
ACE	4
ACE2	1
ACER1	0
ACER2	14
ACER3	219
ACHE	36
ACIN1	912
ACKR1	40
ACKR2	4
ACKR3	0
ACKR4	3
ACLY	254
ACMSD	2
ACO1	15
ACO2	160
ACOT1	1
ACOT11	0
ACOT12	0
ACOT13	99
ACOT2	2
ACOT4	0
ACOT6	0
ACOT7	16
ACOT8	40
ACOT9	57
ACOX1	218
ACOX2	1
ACOX3	6
ACOXL	5
ACP1	149
ACP2	23
ACP5	72
ACP6	6
ACPP	14
ACPT	5
ACR	0
ACRBP	60
ACRC	38
ACRV1	0
ACSBG1	2
ACSBG2	1
ACSF2	11
ACSF3	65
ACSL1	9213
ACSL3	438
ACSL4	389
ACSL5	75
ACSL6	140
ACSM1	3
ACSM2A	0
ACSM2B	0
ACSM3	13
ACSM4	0
ACSM5	0
ACSM6	1
ACSS1	90
ACSS2	212
ACSS3	2
ACTA1	0
ACTA2	11
ACTA2_AS1	6
ACTB	26967
ACTBL2	0
ACTC1	0
ACTG1	3335
ACTG1P17	3
ACTG1P20	17
ACTG1P4	2
ACTG2	0
ACTL10	2
ACTL6A	10
ACTL6B	0
ACTL7A	3
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	2064
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	471
ACTR10	124
ACTR1A	240
ACTR1B	93
ACTR2	678
ACTR3	1123
ACTR3B	15
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	6
ACTR5	11
ACTR6	24
ACTR8	47
ACTRT1	0
ACTRT2	0
ACTRT3	3
ACVR1	27
ACVR1B	338
ACVR1C	15
ACVR2A	15
ACVR2B	14
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	8
ACYP2	3
ADA	22
ADAD1	1
ADAD2	0
ADAL	45
ADAM10	380
ADAM11	2
ADAM12	1
ADAM15	284
ADAM17	483
ADAM18	0
ADAM19	486
ADAM1A	2
ADAM2	0
ADAM20	7
ADAM20P1	1
ADAM21	1
