	gene_id_FLU_22_S38_
DYNC1I1	16
DYNC1I2	1117
DYNC1LI1	1384
DYNC1LI2	1594
DYNC2H1	370
DYNC2LI1	46
DYNLL1	722
DYNLL2	560
DYNLRB1	355
DYNLRB2	3
DYNLT1	872
DYNLT3	412
DYRK1A	5616
DYRK1B	128
DYRK2	2057
DYRK3	84
DYRK4	125
DYSF	4357
DYTN	2
DYX1C1	0
DYX1C1_CCPG1	0
DZANK1	48
DZIP1	2
DZIP1L	8
DZIP3	531
E2F1	153
E2F2	943
E2F3	813
E2F4	847
E2F5	60
E2F6	135
E2F7	58
E2F8	33
E4F1	395
EAF1	1357
EAF2	261
EAPP	649
EARS2	204
EBAG9	283
EBF1	55
EBF2	0
EBF3	7
EBF4	9
EBI3	2
EBLN1	0
EBLN2	403
EBLN3	2090
EBNA1BP2	236
EBP	272
EBPL	129
ECD	925
ECE1	2178
ECE2	14
ECEL1	1
ECEL1P2	0
ECH1	744
ECHDC1	1143
ECHDC2	198
ECHDC3	53
ECHS1	399
ECI1	137
ECI2	215
ECM1	7
ECM2	46
ECRP	8
ECSCR	2
ECSIT	149
ECT2	322
ECT2L	169
EDA	89
EDA2R	24
EDAR	38
EDARADD	42
EDC3	313
EDC4	614
EDDM3A	0
EDDM3B	0
EDEM1	3080
EDEM2	1100
EDEM3	3287
EDF1	1662
EDIL3	41
EDN1	16
EDN2	1
EDN3	10
EDNRA	0
EDNRB	13
EDNRB_AS1	8
EDRF1	1151
EDRF1_AS1	22
EEA1	1429
EED	395
EEF1A1	102989
EEF1A2	5
EEF1B2	1811
EEF1D	4858
EEF1DP3	75
EEF1E1	47
EEF1E1_BLOC1S5	0
EEF1G	14115
EEF2	21136
EEF2K	401
EEF2KMT	34
EEFSEC	130
EEPD1	646
EFCAB1	4
EFCAB10	9
EFCAB11	38
EFCAB12	28
EFCAB13	328
EFCAB14	2959
EFCAB14_AS1	28
EFCAB2	45
EFCAB3	1
EFCAB5	9
EFCAB6	6
EFCAB6_AS1	0
EFCAB7	151
EFCAB9	1
EFCC1	3
EFEMP1	2
EFEMP2	45
EFHB	1
EFHC1	241
EFHC2	61
EFHD1	3
EFHD2	2650
EFNA1	9
EFNA2	0
EFNA3	2
EFNA4	41
EFNA5	39
EFNB1	72
EFNB2	7
EFNB3	0
EFR3A	3550
EFR3B	1
EFS	0
EFTUD1	550
EFTUD1P1	0
EFTUD2	1337
EGF	523
EGFEM1P	2
EGFL6	1
EGFL7	40
EGFL8	0
EGFLAM	0
EGFLAM_AS2	0
EGFLAM_AS4	2
EGFR	4
EGFR_AS1	0
EGLN1	3837
EGLN2	0
EGLN3	84
EGOT	63
EGR1	791
EGR2	708
EGR3	447
EGR4	0
EHBP1	552
EHBP1L1	3150
EHD1	1649
EHD2	2
EHD3	263
EHD4	521
EHD4_AS1	118
EHF	5
EHHADH	43
EHHADH_AS1	0
EHMT1	1151
EHMT1_IT1	27
EHMT2	288
EI24	293
EID1	1886
EID2	121
EID2B	43
EID3	126
EIF1	6242
EIF1AD	300
EIF1AX	889
EIF1AX_AS1	57
EIF1AY	465
EIF1B	822
EIF1B_AS1	29
EIF2A	2030
EIF2AK1	4476
EIF2AK2	3320
EIF2AK3	888
EIF2AK4	972
EIF2B1	806
EIF2B2	352
EIF2B3	202
EIF2B4	260
EIF2B5	708
EIF2B5_AS1	0
EIF2D	747
EIF2S1	1158
EIF2S2	1557
EIF2S3	4522
EIF3A	5094
EIF3B	1753
EIF3C	0
EIF3CL	0
EIF3D	3233
EIF3E	4180
EIF3F	1908
EIF3G	2004
EIF3H	2729
EIF3I	1348
EIF3IP1	0
EIF3J	1019
EIF3J_AS1	92
EIF3K	2234
EIF3L	4308
EIF3M	1584
EIF4A1	0
EIF4A2	4833
EIF4A3	618
EIF4B	9751
EIF4E	779
EIF4E1B	0
EIF4E2	1019
EIF4E3	5053
EIF4EBP1	71
EIF4EBP2	2958
EIF4EBP3	7
EIF4ENIF1	491
EIF4G1	1921
EIF4G2	10018
EIF4G3	2213
EIF4H	2639
EIF5	7133
EIF5A	1158
EIF5A2	282
EIF5AL1	1
EIF5B	800
EIF6	732
ELAC1	120
ELAC2	814
ELANE	81
ELAVL1	622
ELAVL2	0
ELAVL3	0
ELAVL4	2
ELDR	0
ELF1	8639
ELF2	2803
ELF3	28
ELF4	821
ELF5	1
ELFN1	2
ELFN1_AS1	0
ELFN2	1
ELK1	106
ELK2AP	5
ELK3	1654
ELK4	3298
ELL	598
ELL2	1488
ELL3	56
ELMO1	3201
ELMO1_AS1	39
ELMO2	1655
ELMO3	39
ELMOD1	1
ELMOD2	885
ELMOD3	340
ELMSAN1	860
ELN	7
ELOF1	262
ELOVL1	561
ELOVL2	28
ELOVL2_AS1	0
ELOVL3	8
ELOVL4	22
ELOVL5	4632
ELOVL6	232
ELOVL7	456
ELP2	1219
ELP3	701
ELP4	499
ELP5	158
ELP6	184
ELSPBP1	0
EMB	7155
EMBP1	153
EMC1	596
EMC10	382
EMC2	479
EMC3	2284
EMC3_AS1	49
EMC4	323
EMC6	10
EMC7	464
EMC8	127
EMC9	45
EMCN	4
EMD	240
EME1	45
EME2	36
EMG1	220
EMID1	27
EMILIN1	35
EMILIN2	2397
EMILIN3	1
EML1	5
EML2	358
EML2_AS1	10
EML3	441
EML4	4676
EML5	193
EML6	539
EMP1	324
EMP2	0
EMP3	1516
EMX1	1
EMX2	0
EMX2OS	8
EN1	1
EN2	0
ENAH	10
ENAM	11
ENC1	805
ENDOD1	1697
ENDOG	6
ENDOU	7
ENDOV	31
ENG	65
ENGASE	216
ENHO	2
ENKD1	43
ENKUR	87
ENO1	8210
ENO1_AS1	3
ENO2	186
ENO3	37
ENO4	28
ENOPH1	369
ENOSF1	252
ENOX1	1
ENOX1_AS2	0
ENOX2	300
ENPEP	2
ENPP1	11
ENPP2	36
ENPP3	14
ENPP4	739
ENPP5	131
ENPP6	0
ENPP7	1
ENPP7P13	1
ENSA	803
ENTHD1	3
ENTHD2	165
ENTPD1	4907
ENTPD1_AS1	172
ENTPD2	3
ENTPD3	36
ENTPD3_AS1	11
ENTPD4	2696
ENTPD5	217
ENTPD6	328
ENTPD7	402
ENTPD8	2
ENY2	403
EOGT	309
EOMES	549
EP300	3875
EP300_AS1	8
EP400	659
EP400NL	26
EPAS1	138
EPB41	29897
EPB41L1	4
EPB41L2	234
EPB41L3	804
EPB41L4A	291
EPB41L4A_AS1	173
EPB41L4A_AS2	2
EPB41L4B	3
EPB41L5	731
EPB42	3295
EPC1	2415
EPC2	1770
EPCAM	3
EPDR1	44
EPG5	3133
EPGN	27
EPHA1	190
EPHA1_AS1	29
EPHA10	0
EPHA2	6
EPHA3	0
EPHA4	303
EPHA5	0
EPHA5_AS1	0
EPHA6	3
EPHA7	0
EPHA8	2
EPHB1	428
EPHB2	47
EPHB3	1
EPHB4	54
EPHB6	145
EPHX1	85
EPHX2	141
EPHX3	3
EPHX4	5
EPM2A	125
EPM2AIP1	1511
EPN1	338
EPN2	186
EPN2_AS1	11
EPN2_IT1	16
EPN3	2
EPO	0
EPOR	89
EPPIN	0
EPPIN_WFDC6	0
EPPK1	48
EPRS	2647
EPS15	5321
EPS15L1	565
EPS8	145
EPS8L1	12
EPS8L2	21
EPS8L3	0
EPSTI1	5214
EPT1	896
EPX	11
EPYC	0
EQTN	0
ERAL1	166
ERAP1	4598
ERAP2	5617
ERAS	0
ERBB2	225
ERBB2IP	13591
ERBB3	3
ERBB4	0
ERC1	969
ERC2	3
ERC2_IT1	0
ERCC1	364
ERCC2	76
ERCC3	619
ERCC4	324
ERCC5	104
ERCC6	762
ERCC6_PGBD3	0
ERCC6L	71
ERCC6L2	1912
ERCC8	231
EREG	565
ERF	87
ERG	27
ERGIC1	1970
ERGIC2	1339
ERGIC3	496
ERH	565
ERI1	637
ERI2	100
ERI3	133
ERI3_IT1	24
ERICH1	868
ERICH1_AS1	0
ERICH2	1
ERICH3	7
ERICH3_AS1	0
ERICH4	0
ERICH5	2
ERICH6	2
ERICH6_AS1	40
ERICH6B	0
ERLEC1	995
ERLIN1	578
ERLIN2	568
ERMAP	330
ERMARD	327
ERMN	593
ERMP1	869
ERN1	735
ERN2	0
ERO1A	2032
ERO1B	951
ERP27	372
ERP29	879
ERP44	1999
ERRFI1	26
ERV3_1	1630
ERVFRD_1	133
ERVH48_1	10
ERVK13_1	1050
ERVMER34_1	1
ERVV_1	0
ERVV_2	0
ERVW_1	33
ESAM	99
ESCO1	1691
ESCO2	60
ESD	801
ESF1	259
ESM1	4
ESPL1	32
ESPN	58
ESPNL	0
ESPNP	1
ESR1	118
ESR2	80
ESRG	10
ESRP1	0
ESRP2	138
ESRRA	187
ESRRB	0
ESRRG	1
ESX1	0
ESYT1	3008
ESYT2	3721
ESYT3	6
ETAA1	386
ETF1	3359
ETFA	1296
ETFB	289
ETFDH	408
ETHE1	133
ETNK1	3072
ETNK2	6
ETNPPL	0
ETS1	8990
ETS2	2256
ETV1	10
ETV2	1
ETV3	432
ETV3L	0
ETV4	16
ETV5	18
ETV6	1427
ETV7	258
EVA1A	0
EVA1B	32
EVA1C	100
EVADR	0
EVC	77
EVC2	81
EVI2A	4715
EVI2B	5625
EVI5	986
EVI5L	86
EVL	2094
EVPL	18
EVPLL	0
EVX1	0
EVX1_AS	0
EVX2	0
EWSAT1	0
EWSR1	3082
EXD1	0
EXD2	97
EXD3	26
EXO1	69
EXO5	97
EXOC1	1897
EXOC2	1515
EXOC3	882
EXOC3_AS1	8
EXOC3L1	32
EXOC3L2	0
EXOC3L4	4
EXOC4	1767
EXOC5	1943
EXOC6	1932
EXOC6B	282
EXOC7	1623
EXOC8	1519
EXOG	194
EXOSC1	368
EXOSC10	920
EXOSC2	338
EXOSC3	469
EXOSC4	97
EXOSC5	59
EXOSC6	184
EXOSC7	198
EXOSC8	267
EXOSC9	484
EXPH5	48
EXT1	578
EXT2	821
EXTL1	1
EXTL2	71
EXTL3	1129
EXTL3_AS1	2
EYA1	3
EYA2	2
EYA3	850
EYA4	0
EYS	490
EZH1	1394
EZH2	296
EZR	3152
EZR_AS1	4
F10	0
F10_AS1	0
F11	2
F11_AS1	1
F11R	1023
F12	9
F13A1	12185
F13B	0
F2	1
F2R	808
F2RL1	857
F2RL2	375
F2RL3	15
F3	4
F5	2442
F7	1
F8	56
F8A1	34
F8A2	0
F8A3	0
F9	0
FA2H	1
FAAH	41
FAAH2	152
FAAHP1	14
FAAP100	149
FAAP20	65
FAAP24	22
FABP1	0
FABP12	0
FABP2	2
FABP3	63
FABP4	3
FABP5	76
FABP5P3	1
FABP6	18
FABP7	0
FABP9	0
FADD	301
FADS1	203
FADS2	69
FADS3	17
FADS6	1
FAF1	921
FAF2	932
FAH	186
FAHD1	256
FAHD2A	163
FAHD2B	63
FAHD2CP	16
FAIM	134
FAIM2	0
FALEC	6
FAM101A	0
FAM101B	1123
FAM102A	203
FAM102B	1153
FAM103A1	92
FAM104A	3863
FAM104B	56
FAM105A	1363
FAM106A	10
FAM106B	5
FAM106CP	0
FAM107A	0
FAM107B	3805
FAM109A	43
FAM109B	47
FAM110A	74
FAM110B	43
FAM110C	5
FAM110D	0
FAM111A	2349
FAM111B	58
FAM114A1	104
FAM114A2	490
FAM117A	1000
FAM117B	670
FAM118A	341
FAM118B	306
FAM120A	4218
FAM120AOS	718
FAM120B	1629
FAM120C	135
FAM122A	410
FAM122B	934
FAM122C	126
FAM124A	3
FAM124B	41
FAM126A	1525
FAM126B	5421
FAM127A	41
FAM127B	20
FAM127C	5
FAM129A	19193
FAM129B	417
FAM129C	98
FAM131A	99
FAM131B	25
FAM131C	1
FAM132A	4
FAM132B	83
FAM133A	0
FAM133B	680
FAM133CP	2
FAM133DP	266
FAM134A	1641
FAM134B	296
FAM134C	1266
FAM135A	489
FAM135B	1
FAM136A	301
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	1673
FAM13A_AS1	1299
FAM13B	2700
FAM13C	0
FAM149A	16
FAM149B1	456
FAM150A	0
FAM150B	12
FAM151A	4
FAM151B	144
FAM153A	29
FAM153B	11
FAM153C	9
FAM155A	0
FAM155A_IT1	0
FAM155B	1
FAM156A	5
FAM156B	0
FAM157A	474
FAM157B	65
FAM157C	339
FAM159A	47
FAM159B	1
FAM160A1	22
FAM160A2	454
FAM160B1	2366
FAM160B2	134
FAM161A	21
FAM161B	93
FAM162A	138
FAM162B	2
FAM163A	0
FAM163B	0
FAM166A	31
FAM166B	4
FAM167A	16
FAM167A_AS1	2
FAM167B	0
FAM168A	2433
FAM168B	1107
FAM169A	634
FAM169B	4
FAM170A	1
FAM170B	2
FAM170B_AS1	29
FAM171A1	26
FAM171A2	3
FAM171B	25
FAM172A	1281
FAM172BP	14
FAM173A	50
FAM173B	259
FAM174A	271
FAM174B	15
FAM175A	402
FAM175B	265
FAM177A1	312
FAM177B	18
FAM178B	3
FAM179A	159
FAM179B	687
FAM180A	0
FAM180B	1
FAM181A	2
FAM181A_AS1	0
FAM181B	0
FAM182A	0
FAM182B	3
FAM183A	0
FAM183B	2
FAM183CP	2
FAM184A	44
FAM184B	167
FAM185A	433
FAM186A	5
FAM186B	21
FAM187B	0
FAM188A	1040
FAM188B	3
FAM189A1	14
FAM189A2	2
FAM189B	42
FAM192A	1465
FAM193A	661
FAM193B	453
FAM195A	66
FAM195B	123
FAM196A	10
FAM196B	1070
FAM197Y2	0
FAM197Y5	0
FAM198A	6
FAM198B	2343
FAM199X	1641
FAM19A1	14
FAM19A2	97
FAM19A3	0
FAM19A4	1
FAM19A5	0
FAM200A	66
FAM200B	573
FAM201A	21
FAM204A	1022
FAM205A	1
FAM205BP	0
FAM205C	0
FAM206A	250
FAM207A	76
FAM208A	4801
FAM208B	2686
FAM209A	43
FAM209B	41
FAM20A	377
FAM20B	1251
FAM20C	92
FAM210A	223
FAM210B	8357
FAM212A	18
FAM212B	1098
FAM212B_AS1	8
FAM213A	47
FAM213B	66
FAM214A	2661
FAM214B	627
FAM215A	2
FAM216A	84
FAM216B	8
FAM217A	4
FAM217B	761
FAM218A	20
FAM219A	117
FAM219B	699
FAM21A	1357
FAM21C	1091
FAM21EP	7
FAM220A	183
FAM221A	49
FAM221B	0
FAM222A	0
FAM222A_AS1	1
FAM222B	46
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	4
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	4
FAM227B	72
FAM228A	10
FAM228B	90
FAM229A	8
FAM229B	9
FAM230B	0
FAM230C	0
FAM231A	0
FAM231B	1
FAM231C	0
FAM231D	0
FAM24A	0
FAM24B	42
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	1
FAM26E	16
FAM26F	219
FAM27B	3
FAM27C	0
FAM27E2	0
FAM27E3	1
FAM27L	0
FAM32A	1326
FAM35A	864
FAM35BP	9
FAM35DP	4
FAM3A	149
FAM3B	5
FAM3C	351
FAM3D	1
FAM41AY1	0
FAM41AY2	0
FAM41C	0
FAM43A	50
FAM43B	2
FAM45A	849
FAM45B	24
FAM46A	1936
FAM46B	5
FAM46C	26432
FAM46D	3
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	5
FAM47E_STBD1	0
FAM49A	3665
FAM49B	6588
FAM50A	331
FAM50B	51
FAM53A	4
FAM53B	2305
FAM53B_AS1	128
FAM53C	1427
FAM57A	18
FAM57B	0
FAM58A	200
FAM60A	885
FAM63A	833
FAM63B	808
FAM64A	5
FAM65A	226
FAM65B	20935
FAM65C	368
FAM66A	5
FAM66B	11
FAM66C	65
FAM66D	4
FAM66E	2
FAM69A	414
FAM69B	62
FAM69C	0
FAM71A	7
FAM71B	0
FAM71C	3
FAM71D	2
FAM71E1	1
FAM71E2	0
FAM71F1	0
FAM71F2	38
FAM72A	9
FAM72B	31
FAM72C	3
FAM72D	13
FAM73A	631
FAM73B	264
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	255
FAM76B	1396
FAM78A	866
FAM78B	5
FAM81A	9
FAM81B	43
FAM83A	13
FAM83A_AS1	2
FAM83B	0
FAM83C	0
FAM83C_AS1	0
FAM83D	39
FAM83E	1
FAM83F	5
FAM83G	44
FAM83H	17
FAM83H_AS1	0
FAM84A	0
FAM84B	185
FAM86B1	5
FAM86B2	7
FAM86B3P	403
FAM86C1	30
FAM86C2P	3
FAM86DP	66
FAM86EP	13
FAM86FP	16
FAM86HP	30
FAM86JP	4
FAM87A	1
FAM87B	44
FAM89A	55
FAM89B	194
FAM8A1	7338
FAM90A1	10
FAM90A10P	0
FAM90A25P	3
FAM90A27P	0
FAM90A2P	0
FAM90A7P	0
FAM91A1	4072
FAM92A1	190
FAM92A1P2	0
FAM92B	2
FAM95A	1
FAM95B1	1
FAM95C	11
FAM96A	423
FAM96B	244
FAM98A	268
FAM98B	903
FAM98C	105
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	7
FAN1	698
FANCA	232
FANCB	197
FANCC	145
FANCD2	388
FANCD2OS	0
FANCE	103
FANCF	215
FANCG	143
FANCI	429
FANCL	467
FANCM	492
FANK1	13
FANK1_AS1	0
FAP	28
FAR1	4805
FAR2	1478
FAR2P1	2
FAR2P2	15
FARP1	233
FARP2	175
FARS2	344
FARSA	219
FARSB	507
FAS	2227
FAS_AS1	158
FASLG	111
FASN	126
FASTK	180
FASTKD1	397
FASTKD2	790
FASTKD3	209
FASTKD5	741
FAT1	111
FAT2	103
FAT3	1
FAT4	26
FATE1	0
FAU	3248
FAXC	1
FAXDC2	1399
FBF1	88
FBL	543
FBLIM1	5
FBLL1	0
FBLN1	3
FBLN2	5
FBLN5	45
FBLN7	26
FBN1	187
FBN2	396
FBN3	3
FBP1	210
FBP2	0
FBRS	421
FBRSL1	92
FBXL12	100
FBXL13	809
FBXL14	171
FBXL15	107
FBXL16	20
FBXL17	488
FBXL18	78
FBXL19	104
FBXL19_AS1	14
FBXL2	39
FBXL20	1252
FBXL21	0
FBXL22	19
FBXL3	2604
FBXL4	1034
FBXL5	18215
FBXL6	71
FBXL7	0
FBXL8	31
FBXO10	91
FBXO11	3197
FBXO15	6
FBXO16	5
FBXO17	3
FBXO18	1360
FBXO2	12
FBXO21	642
FBXO22	467
FBXO22_AS1	0
FBXO24	4
FBXO25	298
FBXO27	3
FBXO28	1071
FBXO3	709
FBXO3_AS1	1
FBXO30	760
FBXO31	137
FBXO32	412
FBXO33	2352
FBXO34	910
FBXO36	8
FBXO38	2361
FBXO39	106
FBXO4	166
FBXO40	91
FBXO41	76
FBXO42	1007
FBXO43	16
FBXO44	136
FBXO45	271
FBXO46	31
FBXO47	0
FBXO48	57
FBXO5	177
FBXO6	407
FBXO7	13522
FBXO8	432
FBXO9	2249
FBXW10	0
FBXW11	1400
FBXW12	0
FBXW2	2456
FBXW4	429
FBXW4P1	46
FBXW5	1387
FBXW7	2322
FBXW8	234
FBXW9	41
FCAMR	0
FCAR	2128
FCER1A	121
FCER1G	2988
FCER2	30
FCF1	468
FCGBP	82
FCGR1A	1271
FCGR1B	622
FCGR1C	257
FCGR2A	19244
FCGR2B	487
FCGR2C	1195
FCGR3A	10304
FCGR3B	31849
FCGRT	2012
FCHO1	465
FCHO2	1991
FCHSD1	449
FCHSD2	2019
FCMR	363
FCN1	14823
FCN2	2
FCN3	0
FCRL1	349
FCRL2	137
FCRL3	872
FCRL4	2
FCRL5	271
FCRL6	1168
FCRLA	137
FCRLB	22
FDCSP	0
FDFT1	1458
FDPS	692
FDPSP2	32
FDX1	308
FDX1L	28
FDXACB1	93
FDXR	95
FECH	2369
FEM1A	760
FEM1B	2198
FEM1C	1860
FEN1	236
FENDRR	0
FER	689
FER1L4	24
FER1L5	6
FER1L6	1
FER1L6_AS1	1
FER1L6_AS2	0
FERD3L	3
FERMT1	12
FERMT2	6
FERMT3	2415
FES	1838
FETUB	2
FEV	0
FEZ1	36
FEZ2	848
FEZF1	2
FEZF1_AS1	0
FEZF2	0
FFAR1	0
FFAR2	2595
FFAR3	59
FFAR4	13
FGA	0
FGB	0
FGD1	40
FGD2	871
FGD3	1923
FGD4	2918
FGD5	5
FGD5_AS1	2465
FGD5P1	0
FGD6	319
FGF1	1
FGF10	0
FGF10_AS1	0
FGF11	27
FGF12	0
FGF12_AS1	0
FGF13	42
FGF13_AS1	1
FGF14	10
FGF14_AS1	0
FGF14_AS2	4
FGF14_IT1	0
FGF16	0
FGF17	1
FGF18	0
FGF19	0
FGF2	39
FGF20	0
FGF21	0
FGF22	0
FGF23	2
FGF3	1
FGF4	0
FGF5	0
FGF6	0
FGF7	2
FGF8	3
FGF9	12
FGFBP1	0
FGFBP2	1971
FGFBP3	30
FGFR1	58
FGFR1OP	656
FGFR1OP2	2089
FGFR2	216
FGFR3	1
FGFR4	5
FGFRL1	107
FGG	2
FGGY	289
FGL1	0
FGL2	20554
FGR	5338
FH	484
FHAD1	10
FHDC1	83
FHIT	34
FHL1	428
FHL2	117
FHL3	137
FHL5	0
FHOD1	418
FHOD3	32
FIBCD1	1
FIBIN	0
FIBP	492
FICD	121
FIG4	1012
FIGF	0
FIGLA	0
FIGN	1
FIGNL1	260
FIGNL2	7
FILIP1	0
FILIP1L	152
FIP1L1	1453
FIRRE	42
FIS1	874
FITM1	15
FITM2	11
FIZ1	20
FJX1	0
FKBP10	1
FKBP11	197
FKBP14	180
FKBP15	2802
FKBP1A	1037
FKBP1A_SDCBP2	0
FKBP1AP1	44
FKBP1B	134
FKBP2	173
FKBP3	388
FKBP4	216
FKBP5	1971
FKBP6	0
FKBP7	11
FKBP8	9603
FKBP9	93
FKBP9P1	0
FKBPL	16
FKRP	56
FKSG29	112
FKTN	505
FLAD1	325
FLCN	750
FLG	4
FLG_AS1	0
FLG2	5
FLI1	4159
FLII	3144
FLJ10038	485
FLJ12825	5
FLJ13224	24
FLJ16171	2
FLJ16779	1
FLJ20021	19
FLJ21408	15
FLJ22447	20
FLJ22763	0
FLJ23867	32
FLJ25758	0
FLJ26245	0
FLJ26850	2
FLJ27354	47
FLJ30679	8
FLJ31104	3
FLJ31356	46
FLJ31662	0
FLJ32255	614
FLJ33360	7
FLJ33534	0
FLJ33581	0
FLJ34503	1
FLJ35934	2
FLJ36000	0
FLJ36777	5
FLJ37035	1
FLJ37201	15
FLJ37453	104
FLJ37505	0
FLJ38122	10
FLJ38576	4
FLJ40194	0
FLJ40288	0
FLJ41200	1
FLJ41278	0
FLJ41941	0
FLJ42102	0
FLJ42351	8
FLJ42393	53
FLJ42627	22
FLJ42969	0
FLJ43315	1
FLJ43879	2
FLJ44635	130
FLJ45079	10
FLJ45513	47
FLJ46066	2
FLJ46284	0
FLJ46906	11
FLNA	33173
FLNB	1401
FLNC	5
FLOT1	2172
FLOT2	1437
FLRT1	6
FLRT2	0
FLRT3	1
FLT1	202
FLT3	129
FLT3LG	73
FLT4	13
FLVCR1	625
FLVCR1_AS1	17
FLVCR2	296
FLYWCH1	240
FLYWCH2	50
FMN1	598
FMN2	0
FMNL1	2539
FMNL2	449
FMNL3	476
FMO1	0
FMO2	4
FMO3	9
FMO4	55
FMO5	294
FMO6P	4
FMO9P	1
FMOD	9
FMR1	2538
FMR1_AS1	0
FMR1NB	1
FN1	135
FN3K	5
FN3KRP	153
FNBP1	2449
FNBP1L	179
FNBP4	1610
FNDC1	0
FNDC3A	2763
FNDC3B	6621
FNDC4	2
FNDC5	27
FNDC7	6
FNDC8	6
FNDC9	270
FNIP1	4653
FNIP2	850
FNTA	900
FNTB	6
FOCAD	1398
FOCAD_AS1	4
FOLH1	1
FOLH1B	0
FOLR1	1
FOLR2	24
FOLR3	196
FOPNL	611
FOS	9796
FOSB	1818
FOSL1	42
FOSL2	1291
FOXA1	0
FOXA2	0
FOXA3	1
FOXB1	0
FOXB2	0
FOXC1	2
FOXC2	0
FOXC2_AS1	0
FOXCUT	3
FOXD1	8
FOXD2	14
FOXD2_AS1	19
FOXD3	0
FOXD3_AS1	0
FOXD4	2
FOXD4L1	0
FOXD4L3	0
FOXD4L4	0
FOXD4L5	0
FOXD4L6	0
FOXE1	3
FOXE3	1
FOXF1	4
FOXF2	0
FOXG1	0
FOXG1_AS1	0
FOXH1	0
FOXI1	6
FOXI2	0
FOXI3	0
FOXJ1	1
FOXJ2	410
FOXJ3	1508
FOXK1	474
FOXK2	431
FOXL1	0
FOXL2	0
FOXL2NB	3
FOXM1	63
FOXN1	1
FOXN2	5472
FOXN3	3166
FOXN3_AS1	38
FOXN3_AS2	88
FOXN4	0
FOXO1	1743
FOXO3	4769
FOXO3B	81
FOXO4	1240
FOXO6	0
FOXP1	2739
FOXP1_AS1	118
FOXP2	0
FOXP3	18
FOXP4	7
FOXP4_AS1	4
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	129
FOXRED2	11
FOXS1	0
FPGS	212
FPGT	326
FPGT_TNNI3K	0
FPR1	12267
FPR2	3639
FPR3	50
FRA10AC1	302
FRAS1	3
FRAT1	684
FRAT2	2664
FREM1	2
FREM2	0
FREM3	2
FRG1	356
FRG1BP	98
FRG1CP	306
FRG1DP	0
FRG1HP	284
FRG1JP	33
FRG2	0
FRG2B	0
FRG2C	1
FRG2DP	0
FRG2EP	0
FRK	6
FRMD1	0
FRMD3	496
FRMD4A	463
FRMD4B	704
FRMD5	93
FRMD6	13
FRMD6_AS1	11
FRMD6_AS2	0
FRMD7	10
FRMD8	483
FRMD8P1	0
FRMPD1	2
FRMPD2	0
FRMPD2B	5
FRMPD3	80
FRMPD3_AS1	2
FRMPD4	3
FRRS1	222
FRRS1L	0
FRS2	987
FRS3	16
FRY	5517
FRY_AS1	71
FRYL	5955
FRZB	0
FSBP	0
FSCB	0
FSCN1	15
FSCN2	15
FSCN3	11
FSD1	4
FSD1L	344
FSD2	48
FSHB	0
FSHR	0
FSIP1	26
FSIP2	58
FST	1
FSTL1	232
FSTL3	30
FSTL4	2
FSTL5	2
FTCD	0
FTCDNL1	21
FTH1	15471
FTH1P18	0
FTH1P3	2
FTHL17	0
FTL	52316
FTLP10	0
FTMT	0
FTO	649
FTO_IT1	74
FTSJ1	263
FTSJ2	204
FTSJ3	562
FTX	336
FUBP1	3479
FUBP3	551
FUCA1	537
FUCA2	532
FUK	106
FUNDC1	74
FUNDC2	494
FUNDC2P2	0
FUOM	82
FURIN	1361
FUS	1113
FUT1	1
FUT10	168
FUT11	320
FUT2	5
FUT3	0
FUT4	701
FUT5	0
FUT6	0
FUT7	233
FUT8	1088
FUT8_AS1	10
FUT9	0
FUZ	80
FXN	131
FXR1	1893
FXR2	332
FXYD1	3
FXYD2	0
FXYD3	0
FXYD4	0
FXYD5	414
FXYD6	18
FXYD6_FXYD2	0
FXYD7	3
FYB	22458
FYCO1	1048
FYN	3071
FYTTD1	1296
FZD1	139
FZD10	0
FZD10_AS1	0
FZD2	56
FZD3	150
FZD4	37
FZD5	101
FZD6	92
FZD7	4
FZD8	5
FZD9	0
FZR1	596
G0S2	2057
G2E3	992
G3BP1	1902
G3BP2	3486
G6PC	0
G6PC2	1
G6PC3	59
G6PD	740
GAA	886
GAB1	1548
GAB2	2251
GAB3	1837
GAB4	3
GABARAP	2462
GABARAPL1	1096
GABARAPL2	1602
GABARAPL3	0
GABBR1	286
GABBR2	1
GABPA	1731
GABPB1	640
GABPB1_AS1	186
GABPB2	332
GABRA1	0
GABRA2	0
GABRA3	0
GABRA4	6
GABRA5	0
GABRA6	1
GABRB1	7
GABRB2	0
GABRB3	1
GABRD	0
GABRE	1
GABRG1	0
GABRG2	0
GABRG3	0
GABRG3_AS1	1
GABRP	3
GABRQ	0
GABRR1	1
GABRR2	88
GABRR3	0
GACAT1	0
