	gene_id_WB12_
A1BG	49
A1BG_AS1	13
A1CF	0
A2M	2157
A2M_AS1	522
A2ML1	6
A2MP1	161
A3GALT2	4
A4GALT	0
A4GNT	0
AA06	0
AAAS	171
AACS	77
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	19
AAGAB	227
AAK1	2754
AAMDC	28
AAMP	399
AANAT	28
AAR2	136
AARD	0
AARS	678
AARS2	491
AARSD1	2
AASDH	153
AASDHPPT	124
AASS	73
AATBC	327
AATF	508
AATK	328
AATK_AS1	1
ABALON	258
ABAT	164
ABCA1	377
ABCA10	26
ABCA11P	35
ABCA12	6
ABCA13	12
ABCA17P	5
ABCA2	1749
ABCA3	135
ABCA4	0
ABCA5	381
ABCA6	7
ABCA7	2293
ABCA8	0
ABCA9	2
ABCA9_AS1	0
ABCB1	323
ABCB10	1027
ABCB11	2
ABCB4	35
ABCB5	35
ABCB6	104
ABCB7	224
ABCB8	317
ABCB9	19
ABCC1	1082
ABCC10	881
ABCC11	0
ABCC12	0
ABCC13	366
ABCC2	47
ABCC3	221
ABCC4	1247
ABCC5	672
ABCC5_AS1	1
ABCC6	71
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	216
ABCD2	281
ABCD3	205
ABCD4	526
ABCE1	212
ABCF1	650
ABCF2	314
ABCF3	483
ABCG1	373
ABCG2	226
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	31
ABHD10	130
ABHD11	58
ABHD11_AS1	6
ABHD12	132
ABHD12B	6
ABHD13	244
ABHD14A	39
ABHD14A_ACY1	0
ABHD14B	219
ABHD15	287
ABHD16A	394
ABHD16B	174
ABHD17A	928
ABHD17B	111
ABHD17C	16
ABHD2	1874
ABHD3	307
ABHD4	106
ABHD5	224
ABHD6	65
ABHD8	55
ABI1	637
ABI2	289
ABI3	377
ABI3BP	15
ABL1	374
ABL2	420
ABLIM1	2057
ABLIM2	36
ABLIM3	95
ABO	15
ABR	1335
ABRA	9
ABRACL	169
