	gene_id_WB15_
A1BG	24
A1BG_AS1	4
A1CF	0
A2M	532
A2M_AS1	124
A2ML1	3
A2MP1	35
A3GALT2	25
A4GALT	1
A4GNT	0
AA06	0
AAAS	68
AACS	73
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	1
AADACP1	2
AADAT	0
AAED1	42
AAGAB	275
AAK1	1184
AAMDC	32
AAMP	373
AANAT	32
AAR2	113
AARD	0
AARS	375
AARS2	172
AARSD1	0
AASDH	131
AASDHPPT	181
AASS	22
AATBC	147
AATF	547
AATK	443
AATK_AS1	0
ABALON	122
ABAT	357
ABCA1	2688
ABCA10	29
ABCA11P	32
ABCA12	2
ABCA13	161
ABCA17P	2
ABCA2	645
ABCA3	27
ABCA4	4
ABCA5	259
ABCA6	4
ABCA7	1856
ABCA8	0
ABCA9	4
ABCA9_AS1	0
ABCB1	110
ABCB10	499
ABCB11	2
ABCB4	60
ABCB5	19
ABCB6	73
ABCB7	225
ABCB8	97
ABCB9	9
ABCC1	469
ABCC10	224
ABCC11	0
ABCC12	0
ABCC13	125
ABCC2	65
ABCC3	223
ABCC4	863
ABCC5	1012
ABCC5_AS1	8
ABCC6	141
ABCC6P1	1
ABCC6P2	0
ABCC8	2
ABCC9	0
ABCD1	124
ABCD2	174
ABCD3	182
ABCD4	224
ABCE1	317
ABCF1	332
ABCF2	207
ABCF3	287
ABCG1	714
ABCG2	100
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	21
ABHD10	156
ABHD11	61
ABHD11_AS1	4
ABHD12	66
ABHD12B	127
ABHD13	560
ABHD14A	57
ABHD14A_ACY1	0
ABHD14B	135
ABHD15	171
ABHD16A	575
ABHD16B	49
ABHD17A	776
ABHD17B	162
ABHD17C	15
ABHD2	4790
ABHD3	1146
ABHD4	364
ABHD5	2470
ABHD6	51
ABHD8	42
ABI1	1541
ABI2	132
ABI3	583
ABI3BP	33
ABL1	181
ABL2	367
ABLIM1	884
ABLIM2	7
ABLIM3	118
ABO	9
ABR	1054
ABRA	24
ABRACL	198
ABT1	306
ABTB1	3179
ABTB2	58
ACAA1	792
ACAA2	234
ACACA	230
ACACB	86
ACAD10	155
ACAD11	31
ACAD8	138
ACAD9	223
ACADL	1
ACADM	225
ACADS	91
ACADSB	110
ACADVL	976
ACAN	1
ACAP1	1398
ACAP2	4466
ACAP3	153
ACAT1	143
ACAT2	80
ACBD3	358
ACBD4	48
ACBD5	314
ACBD6	228
ACBD7	3
ACCS	255
ACCSL	7
ACD	67
ACE	14
ACE2	7
ACER1	3
ACER2	47
ACER3	315
ACHE	9
ACIN1	1650
ACKR1	20
ACKR2	12
ACKR3	15
ACKR4	6
ACLY	1281
ACMSD	5
ACO1	407
ACO2	275
ACOT1	5
ACOT11	7
ACOT12	1
ACOT13	316
ACOT2	37
ACOT4	21
ACOT6	0
ACOT7	14
ACOT8	130
ACOT9	382
ACOX1	3052
ACOX2	2
ACOX3	100
ACOXL	25
ACP1	547
ACP2	103
ACP5	106
ACP6	36
ACPP	337
ACPT	10
ACR	2
ACRBP	293
ACRC	84
ACRV1	0
ACSBG1	14
ACSBG2	5
ACSF2	87
ACSF3	209
ACSL1	19139
ACSL3	398
ACSL4	2245
ACSL5	455
ACSL6	152
ACSM1	15
ACSM2A	0
ACSM2B	0
ACSM3	18
ACSM4	0
ACSM5	0
ACSM6	3
ACSS1	354
ACSS2	207
ACSS3	1
ACTA1	0
ACTA2	72
ACTA2_AS1	17
ACTB	51122
ACTBL2	0
ACTC1	0
ACTG1	11083
ACTG1P17	3
ACTG1P20	42
ACTG1P4	17
ACTG2	0
ACTL10	12
ACTL6A	112
ACTL6B	1
ACTL7A	4
ACTL7B	0
