	gene_id_NP27_R1_
A1BG	2
A1BG_AS1	2
A1CF	1
A2M	52
A2M_AS1	0
A2ML1	4
A2MP1	3
A3GALT2	0
A4GALT	260
A4GNT	0
AA06	0
AAAS	41
AACS	90
AACSP1	40
AADAC	3
AADACL2	9
AADACL2_AS1	4
AADACL3	1
AADACL4	1
AADACP1	11
AADAT	17
AAED1	6
AAGAB	85
AAK1	144
AAMDC	35
AAMP	291
AANAT	0
AAR2	35
AARD	0
AARS	165
AARS2	54
AARSD1	1
AASDH	3
AASDHPPT	31
AASS	18
AATBC	23
AATF	303
AATK	33
AATK_AS1	2
ABALON	17
ABAT	76
ABCA1	126
ABCA10	4
ABCA11P	6
ABCA12	41
ABCA13	998
ABCA17P	0
ABCA2	82
ABCA3	97
ABCA4	12
ABCA5	36
ABCA6	1
ABCA7	177
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	4
ABCB10	14
ABCB11	49
ABCB4	6
ABCB5	3
ABCB6	42
ABCB7	13
ABCB8	70
ABCB9	8
ABCC1	247
ABCC10	38
ABCC11	6
ABCC12	1
ABCC13	4
ABCC2	16
ABCC3	43
ABCC4	39
ABCC5	187
ABCC5_AS1	4
ABCC6	12
ABCC6P1	1
ABCC6P2	0
ABCC8	0
ABCC9	2
ABCD1	46
ABCD2	5
ABCD3	193
ABCD4	34
ABCE1	16
ABCF1	348
ABCF2	87
ABCF3	120
ABCG1	120
ABCG2	0
ABCG4	1
ABCG5	1
ABCG8	0
ABHD1	3
ABHD10	26
ABHD11	93
ABHD11_AS1	22
ABHD12	65
ABHD12B	43
ABHD13	37
ABHD14A	3
ABHD14A_ACY1	0
ABHD14B	100
ABHD15	42
ABHD16A	67
ABHD16B	22
ABHD17A	22
ABHD17B	35
ABHD17C	39
ABHD2	510
ABHD3	23
ABHD4	16
ABHD5	52
ABHD6	19
ABHD8	18
ABI1	180
ABI2	110
ABI3	22
ABI3BP	5
ABL1	228
ABL2	40
ABLIM1	577
ABLIM2	19
ABLIM3	4
ABO	32
ABR	289
ABRA	0
ABRACL	40
ABT1	47
ABTB1	54
ABTB2	31
ACAA1	100
ACAA2	4
ACACA	234
ACACB	134
ACAD10	52
ACAD11	14
ACAD8	86
ACAD9	61
ACADL	3
ACADM	60
ACADS	34
ACADSB	51
ACADVL	198
ACAN	2
ACAP1	21
ACAP2	138
ACAP3	78
ACAT1	30
ACAT2	11
ACBD3	512
ACBD4	34
ACBD5	67
ACBD6	69
ACBD7	25
ACCS	37
ACCSL	2
ACD	27
ACE	61
ACE2	7
ACER1	0
ACER2	21
ACER3	26
ACHE	9
ACIN1	859
ACKR1	0
ACKR2	9
ACKR3	20
ACKR4	0
ACLY	132
ACMSD	0
ACO1	54
ACO2	156
ACOT1	1
ACOT11	55
ACOT12	0
ACOT13	92
ACOT2	33
ACOT4	0
ACOT6	0
ACOT7	59
ACOT8	13
ACOT9	44
ACOX1	116
ACOX2	10
ACOX3	90
ACOXL	4
ACP1	70
ACP2	34
ACP5	15
ACP6	41
ACPP	3
ACPT	4
ACR	3
ACRBP	5
ACRC	3
ACRV1	2
ACSBG1	29
ACSBG2	2
ACSF2	49
ACSF3	61
ACSL1	169
ACSL3	101
ACSL4	33
ACSL5	57
ACSL6	2
ACSM1	42
ACSM2A	1
ACSM2B	2
ACSM3	1
ACSM4	0
ACSM5	0
ACSM6	7
ACSS1	138
ACSS2	65
ACSS3	51
ACTA1	0
ACTA2	16
ACTA2_AS1	0
ACTB	2318
ACTBL2	2
ACTC1	6
ACTG1	2185
ACTG1P17	5
ACTG1P20	5
ACTG1P4	3
ACTG2	0
ACTL10	10
ACTL6A	65
ACTL6B	3
ACTL7A	0
ACTL7B	4
ACTL8	1
ACTL9	11
ACTN1	180
ACTN1_AS1	1
ACTN2	2
ACTN3	5
ACTN4	1626
ACTR10	26
ACTR1A	87
ACTR1B	57
ACTR2	292
ACTR3	127
ACTR3B	18
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	5
ACTR5	18
ACTR6	21
ACTR8	104
ACTRT1	0
ACTRT2	4
ACTRT3	10
ACVR1	42
ACVR1B	125
ACVR1C	3074
ACVR2A	23
ACVR2B	57
ACVR2B_AS1	6
ACVRL1	13
ACY1	5
ACY3	2
ACYP1	28
ACYP2	12
ADA	118
ADAD1	0
ADAD2	6
ADAL	22
ADAM10	137
ADAM11	12
ADAM12	42
ADAM15	152
ADAM17	41
ADAM18	1
ADAM19	24
ADAM1A	5
ADAM2	0
ADAM20	2
ADAM20P1	1
ADAM21	1
ADAM21P1	0
ADAM22	10
ADAM23	2
ADAM28	171
ADAM29	1
ADAM30	0
ADAM32	8
ADAM33	1
ADAM3A	3
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	40
ADAM9	181
ADAMDEC1	4
ADAMTS1	10
ADAMTS10	2
ADAMTS12	13
ADAMTS13	14
ADAMTS14	5
ADAMTS15	51
ADAMTS16	21
ADAMTS17	28
ADAMTS18	11
ADAMTS19	2
ADAMTS19_AS1	0
ADAMTS2	8
ADAMTS20	0
ADAMTS3	23
ADAMTS4	4
ADAMTS5	2
ADAMTS6	26
ADAMTS7	5
ADAMTS7P1	3
ADAMTS8	68
ADAMTS9	9
ADAMTS9_AS1	3
ADAMTS9_AS2	1
ADAMTSL1	387
ADAMTSL2	11
ADAMTSL3	14
ADAMTSL4	31
ADAMTSL4_AS1	7
ADAMTSL5	1
ADAP1	52
ADAP2	16
ADAR	616
ADARB1	29
ADARB2	42
ADARB2_AS1	8
ADAT1	32
ADAT2	19
ADAT3	20
ADCK1	67
ADCK2	67
ADCK3	75
ADCK4	85
ADCK5	19
ADCY1	7
ADCY10	4
ADCY10P1	2
ADCY2	90
ADCY3	33
ADCY4	14
ADCY5	93
ADCY6	123
ADCY7	27
ADCY8	5
ADCY9	123
ADCYAP1	3
ADCYAP1R1	3
ADD1	453
ADD2	10
ADD3	179
ADD3_AS1	1
ADGB	181
ADGRA1	6
ADGRA1_AS1	0
ADGRA2	11
ADGRA3	32
ADGRB1	13
ADGRB2	47
ADGRB3	1
ADGRD1	6
ADGRE1	2
ADGRE2	17
ADGRE3	1
ADGRE4P	3
ADGRE5	81
ADGRF1	100
ADGRF2	1
ADGRF3	37
ADGRF4	2
ADGRF5	0
ADGRG1	242
ADGRG2	4
ADGRG3	143
ADGRG4	0
ADGRG5	9
ADGRG6	143
ADGRG7	0
ADGRL1	59
ADGRL2	13
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	3
ADGRV1	70
ADH1A	1
ADH1B	1
ADH1C	508
ADH4	3
ADH5	74
ADH6	24
ADH7	359
ADHFE1	11
ADI1	76
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	214
ADIPOR2	62
ADIRF	105
ADK	38
ADM	33
ADM2	9
ADM5	2
ADNP	95
ADNP_AS1	19
ADNP2	48
ADO	37
ADORA1	77
ADORA2A	1
ADORA2A_AS1	2
ADORA2B	30
ADORA3	1
ADPGK	21
ADPGK_AS1	2
ADPRH	420
ADPRHL1	58
ADPRHL2	102
ADPRM	2
ADRA1A	27
ADRA1B	1
ADRA1D	4
ADRA2A	27
ADRA2B	4
ADRA2C	6
ADRB1	112
ADRB2	33
ADRB3	1
ADRBK1	275
ADRBK2	34
ADRM1	230
ADSL	25
ADSS	134
ADSSL1	100
ADTRP	12
AEBP1	10
AEBP2	250
AEN	37
AES	1793
AFAP1	71
AFAP1_AS1	3
AFAP1L1	50
AFAP1L2	13
AFF1	290
AFF2	13
AFF3	14
AFF4	200
AFG3L1P	27
AFG3L2	129
AFM	0
AFMID	18
AFP	0
AFTPH	108
AGA	19
AGAP1	221
AGAP1_IT1	19
AGAP11	3
AGAP2	21
AGAP2_AS1	1
AGAP3	194
AGAP4	6
AGAP5	3
AGAP6	5
AGAP7P	0
AGAP9	1
AGBL1	3
AGBL1_AS1	0
AGBL2	77
AGBL3	17
AGBL4	13
AGBL4_IT1	4
AGBL5	206
AGBL5_AS1	1
AGER	22
AGFG1	69
AGFG2	216
AGGF1	57
AGK	61
AGL	49
AGMAT	5
AGMO	0
AGO1	249
AGO2	116
AGO3	15
AGO4	78
AGPAT1	67
AGPAT2	88
AGPAT3	321
AGPAT4	49
AGPAT4_IT1	5
AGPAT5	27
AGPS	38
AGR2	208
AGR3	4
AGRN	441
AGRP	0
AGT	0
AGTPBP1	14
AGTR1	10
AGTR2	0
AGTRAP	17
AGXT	2
AGXT2	0
AHCTF1	28
AHCTF1P1	2
AHCY	72
AHCYL1	227
AHCYL2	130
AHDC1	170
AHI1	71
AHNAK	3502
AHNAK2	270
AHR	182
AHRR	6
AHSA1	386
AHSA2	136
AHSG	1
AHSP	0
AICDA	5
AIDA	5
AIF1	9
AIF1L	38
AIFM1	55
AIFM2	62
AIFM3	6
AIG1	24
AIM1	316
AIM1L	29
AIM2	0
AIMP1	79
AIMP2	11
AIP	32
AIPL1	2
AIRE	1
AIRN	16
AJAP1	22
AJUBA	42
AK1	289
AK2	76
AK3	72
AK4	3
AK5	1
AK6	6
AK7	563
AK8	67
AK9	215
AKAP1	137
AKAP10	48
AKAP11	104
AKAP12	42
AKAP13	604
AKAP14	47
AKAP17A	129
AKAP2	2
AKAP3	7
AKAP4	1
AKAP5	2
AKAP6	67
AKAP7	5
AKAP8	192
AKAP8L	241
AKAP9	428
AKIP1	31
AKIRIN1	76
AKIRIN2	33
AKNA	333
AKNAD1	0
AKR1A1	357
AKR1B1	42
AKR1B10	43
AKR1B15	3
AKR1C1	24
AKR1C2	46
