	gene_id_WB44_
A1BG	17
A1BG_AS1	0
A1CF	1
A2M	587
A2M_AS1	127
A2ML1	3
A2MP1	47
A3GALT2	2
A4GALT	0
A4GNT	0
AA06	0
AAAS	25
AACS	43
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	28
AAGAB	192
AAK1	939
AAMDC	31
AAMP	159
AANAT	8
AAR2	65
AARD	0
AARS	274
AARS2	113
AARSD1	0
AASDH	156
AASDHPPT	129
AASS	40
AATBC	85
AATF	411
AATK	356
AATK_AS1	0
ABALON	97
ABAT	157
ABCA1	634
ABCA10	13
ABCA11P	22
ABCA12	2
ABCA13	135
ABCA17P	2
ABCA2	239
ABCA3	27
ABCA4	0
ABCA5	260
ABCA6	7
ABCA7	830
ABCA8	1
ABCA9	2
ABCA9_AS1	0
ABCB1	165
ABCB10	539
ABCB11	0
ABCB4	71
ABCB5	13
ABCB6	56
ABCB7	183
ABCB8	43
ABCB9	10
ABCC1	303
ABCC10	89
ABCC11	0
ABCC12	0
ABCC13	227
ABCC2	32
ABCC3	208
ABCC4	1394
ABCC5	386
ABCC5_AS1	6
ABCC6	47
ABCC6P1	3
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	51
ABCD2	200
ABCD3	163
ABCD4	81
ABCE1	304
ABCF1	295
ABCF2	168
ABCF3	156
ABCG1	225
ABCG2	201
ABCG4	1
ABCG5	2
ABCG8	0
ABHD1	14
ABHD10	120
ABHD11	8
ABHD11_AS1	2
ABHD12	41
ABHD12B	40
ABHD13	280
ABHD14A	36
ABHD14A_ACY1	0
ABHD14B	87
ABHD15	96
ABHD16A	278
ABHD16B	21
ABHD17A	408
ABHD17B	106
ABHD17C	7
ABHD2	2408
ABHD3	341
ABHD4	138
ABHD5	949
ABHD6	47
ABHD8	17
ABI1	964
ABI2	126
ABI3	221
ABI3BP	11
ABL1	79
ABL2	212
ABLIM1	845
ABLIM2	6
ABLIM3	96
ABO	0
ABR	463
ABRA	8
ABRACL	106
ABT1	151
ABTB1	1207
ABTB2	16
ACAA1	438
ACAA2	185
ACACA	138
ACACB	77
ACAD10	122
ACAD11	9
ACAD8	73
ACAD9	137
ACADL	0
ACADM	179
ACADS	75
ACADSB	129
ACADVL	542
ACAN	1
ACAP1	752
ACAP2	2351
ACAP3	103
ACAT1	125
ACAT2	59
ACBD3	273
ACBD4	26
ACBD5	183
ACBD6	151
ACBD7	2
ACCS	28
ACCSL	7
ACD	18
ACE	1
ACE2	7
ACER1	0
ACER2	27
ACER3	159
ACHE	17
ACIN1	984
ACKR1	16
ACKR2	8
ACKR3	9
ACKR4	16
ACLY	663
ACMSD	1
ACO1	176
ACO2	126
ACOT1	4
ACOT11	4
ACOT12	3
ACOT13	174
ACOT2	24
ACOT4	8
ACOT6	0
ACOT7	16
ACOT8	57
ACOT9	201
ACOX1	990
ACOX2	2
ACOX3	71
ACOXL	7
ACP1	766
ACP2	36
ACP5	216
ACP6	37
ACPP	356
ACPT	6
ACR	0
ACRBP	84
ACRC	63
ACRV1	1
ACSBG1	22
ACSBG2	6
ACSF2	51
ACSF3	140
ACSL1	5734
ACSL3	289
ACSL4	957
ACSL5	419
ACSL6	530
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	51
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	247
ACSS2	115
ACSS3	2
ACTA1	0
ACTA2	50
ACTA2_AS1	19
ACTB	23980
ACTBL2	0
ACTC1	0
ACTG1	6835
ACTG1P17	9
ACTG1P20	23
ACTG1P4	14
ACTG2	0
ACTL10	7
ACTL6A	97
ACTL6B	0
ACTL7A	1
ACTL7B	2
ACTL8	0
ACTL9	0
ACTN1	1812
ACTN1_AS1	2
ACTN2	0
ACTN3	2
ACTN4	1191
ACTR10	204
ACTR1A	435
ACTR1B	184
ACTR2	2866
ACTR3	2857
ACTR3B	32
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	21
ACTR5	74
ACTR6	92
ACTR8	131
ACTRT1	0
ACTRT2	0
ACTRT3	10
ACVR1	115
ACVR1B	100
ACVR1C	35
ACVR2A	195
ACVR2B	62
ACVR2B_AS1	7
ACVRL1	1
ACY1	3
ACY3	0
ACYP1	27
ACYP2	21
ADA	92
ADAD1	0
ADAD2	0
ADAL	126
ADAM10	1687
ADAM11	0
ADAM12	37
ADAM15	101
ADAM17	378
ADAM18	0
ADAM19	635
ADAM1A	33
ADAM2	0
ADAM20	11
ADAM20P1	7
ADAM21	0
ADAM21P1	0
ADAM22	76
ADAM23	9
ADAM28	332
ADAM29	0
ADAM30	0
ADAM32	7
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	1297
ADAM9	136
ADAMDEC1	3
ADAMTS1	34
ADAMTS10	44
ADAMTS12	0
ADAMTS13	6
ADAMTS14	2
ADAMTS15	0
ADAMTS16	3
ADAMTS17	13
ADAMTS18	2
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	3
ADAMTS20	0
ADAMTS3	11
ADAMTS4	0
ADAMTS5	23
ADAMTS6	46
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	6
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	669
ADAMTSL4_AS1	286
ADAMTSL5	5
ADAP1	195
ADAP2	64
ADAR	3899
ADARB1	149
ADARB2	0
ADARB2_AS1	0
ADAT1	198
ADAT2	70
ADAT3	3
ADCK1	11
ADCK2	44
ADCK3	236
ADCK4	93
ADCK5	29
ADCY1	6
ADCY10	30
ADCY10P1	94
ADCY2	0
ADCY3	35
ADCY4	33
ADCY5	6
ADCY6	17
ADCY7	1157
ADCY8	0
ADCY9	57
ADCYAP1	0
ADCYAP1R1	0
ADD1	1625
ADD2	77
ADD3	1867
ADD3_AS1	6
ADGB	2
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	22
ADGRA3	20
ADGRB1	3
ADGRB2	3
ADGRB3	7
ADGRD1	16
ADGRE1	138
ADGRE2	1066
ADGRE3	813
ADGRE4P	33
ADGRE5	2126
ADGRF1	0
ADGRF2	0
ADGRF3	12
ADGRF4	0
ADGRF5	0
ADGRG1	108
ADGRG2	20
ADGRG3	537
ADGRG4	0
ADGRG5	95
ADGRG6	10
ADGRG7	0
ADGRL1	62
ADGRL2	0
ADGRL3	1
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	13
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	1
ADH5	266
ADH6	2
ADH7	0
ADHFE1	21
ADI1	146
ADIG	1
ADIPOQ	0
ADIPOQ_AS1	1
ADIPOR1	30560
ADIPOR2	524
ADIRF	2
ADK	164
ADM	311
ADM2	1
ADM5	1
ADNP	862
ADNP_AS1	17
ADNP2	118
ADO	111
ADORA1	0
ADORA2A	13
ADORA2A_AS1	68
ADORA2B	18
ADORA3	0
ADPGK	468
ADPGK_AS1	17
ADPRH	38
ADPRHL1	0
ADPRHL2	114
ADPRM	87
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	9
ADRA2B	0
ADRA2C	0
ADRB1	1
ADRB2	248
ADRB3	1
ADRBK1	1181
ADRBK2	491
ADRM1	135
ADSL	214
ADSS	322
ADSSL1	2
ADTRP	13
AEBP1	12
AEBP2	228
AEN	94
AES	415
AFAP1	44
AFAP1_AS1	3
AFAP1L1	0
AFAP1L2	5
AFF1	1640
AFF2	344
AFF3	268
AFF4	857
AFG3L1P	94
AFG3L2	220
AFM	0
AFMID	5
AFP	0
AFTPH	890
AGA	80
AGAP1	47
AGAP1_IT1	0
AGAP11	0
AGAP2	190
AGAP2_AS1	0
AGAP3	34
AGAP4	65
AGAP5	62
AGAP6	68
AGAP7P	41
AGAP9	19
AGBL1	0
AGBL1_AS1	0
AGBL2	13
AGBL3	15
AGBL4	2
AGBL4_IT1	0
AGBL5	134
AGBL5_AS1	2
AGER	205
AGFG1	784
AGFG2	91
AGGF1	567
AGK	152
AGL	239
AGMAT	35
AGMO	2
AGO1	453
AGO2	994
AGO3	278
AGO4	1816
AGPAT1	72
AGPAT2	95
AGPAT3	291
AGPAT4	125
AGPAT4_IT1	19
AGPAT5	153
AGPS	282
AGR2	3
AGR3	0
AGRN	19
AGRP	2
AGT	0
AGTPBP1	2348
AGTR1	1
AGTR2	0
AGTRAP	114
AGXT	0
AGXT2	0
AHCTF1	1722
AHCTF1P1	10
AHCY	53
AHCYL1	360
AHCYL2	99
AHDC1	15
AHI1	87
AHNAK	19790
AHNAK2	6
AHR	462
AHRR	2
AHSA1	229
AHSA2	398
AHSG	0
AHSP	501
AICDA	3
AIDA	424
AIF1	1020
AIF1L	1
AIFM1	110
AIFM2	19
AIFM3	12
AIG1	100
AIM1	1064
AIM1L	7
AIM2	74
AIMP1	146
AIMP2	25
AIP	125
AIPL1	0
AIRE	1
AIRN	75
AJAP1	0
AJUBA	4
AK1	205
AK2	509
AK3	145
AK4	1
AK5	96
AK6	40
AK7	9
AK8	2
AK9	96
AKAP1	82
AKAP10	550
AKAP11	518
AKAP12	66
AKAP13	4322
AKAP14	6
AKAP17A	479
AKAP2	0
AKAP3	5
AKAP4	0
AKAP5	57
AKAP6	37
AKAP7	761
AKAP8	218
AKAP8L	429
AKAP9	1954
AKIP1	19
AKIRIN1	725
AKIRIN2	261
AKNA	2254
AKNAD1	0
AKR1A1	117
AKR1B1	105
AKR1B10	0
AKR1B15	0
AKR1C1	8
AKR1C2	4
AKR1C3	44
AKR1C4	5
AKR1C6P	5
AKR1C8P	2
AKR1D1	0
AKR1E2	205
AKR7A2	95
AKR7A2P1	0
AKR7A3	1
AKR7L	0
AKT1	712
AKT1S1	100
AKT2	567
AKT3	502
AKTIP	218
ALAD	238
ALAS1	157
ALAS2	49289
ALB	0
ALCAM	190
ALDH16A1	133
ALDH18A1	93
ALDH1A1	107
ALDH1A2	2
ALDH1A3	2
ALDH1B1	28
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	8
ALDH2	198
ALDH3A1	0
ALDH3A2	146
ALDH3B1	153
ALDH3B2	0
ALDH4A1	13
ALDH5A1	371
ALDH6A1	36
ALDH7A1	4
ALDH8A1	8
ALDH9A1	292
ALDOA	1664
ALDOB	1
ALDOC	52
ALG1	33
ALG10	47
ALG10B	72
ALG11	28
ALG12	72
ALG13	252
ALG14	12
ALG1L	1
ALG1L2	3
ALG1L9P	4
ALG2	82
ALG3	24
ALG5	59
ALG6	151
ALG8	71
ALG9	98
ALK	21
ALKBH1	66
ALKBH2	21
ALKBH3	66
ALKBH3_AS1	7
ALKBH4	62
ALKBH5	562
ALKBH6	28
ALKBH7	84
ALKBH8	113
ALLC	0
ALMS1	817
ALMS1_IT1	6
ALMS1P	0
ALOX12	51
ALOX12_AS1	19
ALOX12B	1
ALOX12P2	11
ALOX15	5
ALOX15B	6
ALOX15P1	2
ALOX5	1626
ALOX5AP	715
ALOXE3	5
ALPI	0
ALPK1	854
ALPK2	2
ALPK3	16
ALPL	1218
ALPP	0
ALPPL2	0
ALS2	117
ALS2CL	55
ALS2CR11	24
ALS2CR12	1168
ALX1	0
ALX3	15
ALX4	3
ALYREF	111
AMACR	5
AMBN	0
AMBP	0
AMBRA1	196
AMD1	1060
AMDHD1	6
AMDHD2	70
AMELX	0
AMELY	0
AMER1	28
AMER2	0
AMER3	0
AMFR	739
AMH	1
AMHR2	0
AMICA1	3132
AMIGO1	23
AMIGO2	68
AMIGO3	32
AMMECR1	223
AMMECR1L	93
AMN	6
AMN1	86
AMOT	36
AMOTL1	23
AMOTL2	0
AMPD1	0
AMPD2	1146
AMPD3	312
AMPH	28
AMT	59
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	102
AMZ1	7
AMZ2	217
AMZ2P1	43
ANAPC1	380
ANAPC10	55
ANAPC11	60
ANAPC13	164
ANAPC15	17
ANAPC16	584
ANAPC1P1	3
ANAPC2	99
ANAPC4	224
ANAPC5	581
ANAPC7	217
ANG	3
ANGEL1	64
ANGEL2	257
ANGPT1	76
ANGPT2	40
ANGPT4	2
ANGPTL1	85
ANGPTL2	9
ANGPTL3	6
ANGPTL4	2
ANGPTL5	0
ANGPTL6	6
ANGPTL7	14
ANHX	0
ANK1	1618
ANK2	0
ANK3	292
ANKAR	82
ANKDD1A	47
ANKDD1B	4
ANKEF1	39
ANKFN1	0
ANKFY1	600
ANKH	686
ANKHD1	38
ANKHD1_EIF4EBP3	9
ANKIB1	665
ANKK1	1
ANKLE1	8
ANKLE2	357
ANKMY1	86
ANKMY2	84
ANKRA2	144
ANKRD1	1
ANKRD10	574
ANKRD11	751
ANKRD12	3076
ANKRD13A	1774
ANKRD13B	11
ANKRD13C	401
ANKRD13D	414
ANKRD16	18
ANKRD17	1171
ANKRD18A	27
ANKRD18B	1
ANKRD18DP	5
ANKRD19P	14
ANKRD2	3
ANKRD20A1	0
ANKRD20A11P	3
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	13
ANKRD20A5P	29
ANKRD20A8P	4
ANKRD20A9P	28
ANKRD22	24
ANKRD23	26
ANKRD24	2
ANKRD26	298
ANKRD26P1	1
ANKRD26P3	0
ANKRD27	216
ANKRD28	536
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	11
ANKRD33	0
ANKRD33B	59
ANKRD34A	11
ANKRD34B	11
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	1
ANKRD36	647
ANKRD36B	298
ANKRD36BP1	93
ANKRD36BP2	6863
ANKRD36C	554
ANKRD37	4
ANKRD39	15
ANKRD40	77
ANKRD42	77
ANKRD44	3253
ANKRD44_IT1	229
ANKRD45	3
ANKRD46	60
ANKRD49	179
ANKRD50	109
ANKRD52	112
ANKRD53	6
ANKRD54	30
ANKRD55	39
ANKRD6	44
ANKRD60	0
ANKRD61	14
ANKRD62	2
ANKRD62P1_PARP4P3	3
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKRD7	0
ANKRD9	66
ANKS1A	173
ANKS1B	0
ANKS3	42
ANKS4B	0
ANKS6	25
ANKUB1	10
ANKZF1	322
ANLN	151
ANO1	0
ANO1_AS2	0
ANO10	129
ANO2	8
ANO3	0
ANO4	1
ANO5	8
ANO6	876
ANO7	2
ANO8	42
ANO9	97
ANOS1	1
ANP32A	858
ANP32A_IT1	119
ANP32AP1	0
ANP32B	601
ANP32C	0
ANP32D	0
ANP32E	314
ANPEP	1311
ANTXR1	1
ANTXR2	1012
ANTXRL	0
ANTXRLP1	29
ANXA1	1655
ANXA10	1
ANXA11	1061
ANXA13	0
ANXA2	989
ANXA2P1	0
ANXA2P2	5
ANXA2P3	0
ANXA2R	58
ANXA3	384
ANXA4	134
ANXA5	610
ANXA6	1832
ANXA7	612
ANXA8	0
ANXA8L1	0
ANXA9	57
AOAH	945
AOAH_IT1	23
AOC1	3
AOC2	49
AOC3	19
AOC4P	1
AOX1	0
AOX2P	2
AP1AR	87
AP1B1	286
AP1B1P1	0
AP1G1	858
AP1G2	228
AP1M1	250
AP1M2	9
AP1S1	28
AP1S2	590
AP1S3	10
AP2A1	1493
AP2A2	171
AP2B1	1670
AP2M1	1841
AP2S1	276
AP3B1	670
AP3B2	1
AP3D1	386
AP3M1	308
AP3M2	119
AP3S1	247
AP3S2	15
AP4B1	129
AP4B1_AS1	28
AP4E1	208
AP4M1	14
AP4S1	97
AP5B1	1128
AP5M1	245
AP5S1	30
AP5Z1	161
APAF1	1047
APBA1	1
APBA2	130
APBA3	95
APBB1	134
APBB1IP	1378
APBB2	22
APBB3	101
APC	1156
APC2	47
APCDD1	4
APCDD1L	7
APCDD1L_AS1	0
APCS	0
APEH	307
APELA	0
APEX1	204
APEX2	33
APH1A	314
APH1B	126
API5	449
APIP	63
APITD1	0
APITD1_CORT	0
APLF	509
APLN	0
APLNR	0
APLP1	2
APLP2	1692
APMAP	1048
APOA1	0
APOA1_AS	6
APOA1BP	91
APOA2	11
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	45
APOBEC3A	145
APOBEC3A_B	0
APOBEC3B	1
APOBEC3B_AS1	0
APOBEC3C	150
APOBEC3D	55
APOBEC3F	63
APOBEC3G	360
APOBEC3H	17
APOBEC4	1
APOBR	935
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	1
APOF	4
APOH	0
APOL1	154
APOL2	390
APOL3	329
APOL4	3
APOL5	0
APOL6	1345
APOLD1	19
APOM	21
APOO	23
APOOL	90
APOOP5	0
APOPT1	198
APP	465
APPBP2	307
APPL1	355
APPL2	399
APRT	146
APTR	16
APTX	69
AQP1	40
AQP10	13
AQP11	8
AQP12A	0
AQP12B	0
AQP2	0
AQP3	114
AQP4	0
AQP4_AS1	0
AQP5	0
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	1
AQP8	0
AQP9	3632
AQR	547
AR	5
ARAF	164
ARAP1	3524
ARAP2	1238
ARAP3	286
ARC	0
ARCN1	668
AREG	2
AREL1	728
ARF1	1437
ARF3	377
ARF4	273
ARF5	200
ARF6	784
ARFGAP1	105
ARFGAP2	391
ARFGAP3	380
ARFGEF1	1320
ARFGEF2	550
ARFGEF3	0
ARFIP1	313
ARFIP2	103
ARFRP1	145
ARG1	202
ARG2	118
ARGFX	0
ARGFXP2	18
ARGLU1	854
ARHGAP1	206
ARHGAP10	114
ARHGAP11A	64
ARHGAP11B	33
ARHGAP12	293
ARHGAP15	1447
ARHGAP17	189
ARHGAP18	339
ARHGAP19	215
ARHGAP19_SLIT1	0
ARHGAP20	4
ARHGAP21	361
ARHGAP22	18
ARHGAP23	7
ARHGAP24	186
ARHGAP25	2325
ARHGAP26	2083
ARHGAP26_AS1	60
ARHGAP26_IT1	53
ARHGAP27	784
ARHGAP28	0
ARHGAP29	6
ARHGAP30	2791
ARHGAP31	82
ARHGAP31_AS1	2
ARHGAP32	83
ARHGAP33	9
ARHGAP35	304
ARHGAP36	0
ARHGAP39	2
ARHGAP4	892
ARHGAP40	3
ARHGAP42	119
ARHGAP44	9
ARHGAP5	764
ARHGAP5_AS1	2
ARHGAP6	62
ARHGAP8	0
ARHGAP9	1607
ARHGDIA	230
ARHGDIB	3316
ARHGDIG	0
ARHGEF1	964
ARHGEF10	15
ARHGEF10L	97
ARHGEF11	295
ARHGEF12	4303
ARHGEF15	0
ARHGEF16	1
ARHGEF17	2
ARHGEF18	763
ARHGEF19	12
ARHGEF2	1234
ARHGEF25	1
ARHGEF26	18
ARHGEF26_AS1	0
ARHGEF28	15
ARHGEF3	580
ARHGEF3_AS1	0
ARHGEF33	6
ARHGEF34P	7
ARHGEF35	4
ARHGEF37	23
ARHGEF38	0
ARHGEF38_IT1	0
ARHGEF39	12
ARHGEF4	6
ARHGEF40	443
ARHGEF5	16
ARHGEF6	1014
ARHGEF7	300
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	98
ARHGEF9_IT1	1
ARID1A	768
ARID1B	422
ARID2	687
ARID3A	151
ARID3B	220
ARID3C	0
ARID4A	1039
ARID4B	1336
ARID5A	162
ARID5B	385
ARIH1	638
ARIH2	523
ARIH2OS	13
ARL1	139
ARL10	15
ARL11	188
ARL13A	11
ARL13B	106
ARL14	0
