	gene_id_WB36_
A1BG	4
A1BG_AS1	5
A1CF	28
A2M	56
A2M_AS1	5
A2ML1	64
A2MP1	15
A3GALT2	18
A4GALT	15
A4GNT	20
AA06	3
AAAS	23
AACS	33
AACSP1	9
AADAC	7
AADACL2	6
AADACL2_AS1	2
AADACL3	21
AADACL4	6
AADACP1	4
AADAT	9
AAED1	19
AAGAB	74
AAK1	283
AAMDC	7
AAMP	52
AANAT	15
AAR2	45
AARD	8
AARS	73
AARS2	69
AARSD1	0
AASDH	22
AASDHPPT	19
AASS	30
AATBC	106
AATF	91
AATK	126
AATK_AS1	3
ABALON	21
ABAT	59
ABCA1	180
ABCA10	39
ABCA11P	5
ABCA12	44
ABCA13	96
ABCA17P	21
ABCA2	155
ABCA3	34
ABCA4	87
ABCA5	68
ABCA6	21
ABCA7	283
ABCA8	36
ABCA9	15
ABCA9_AS1	6
ABCB1	39
ABCB10	70
ABCB11	27
ABCB4	35
ABCB5	34
ABCB6	30
ABCB7	25
ABCB8	54
ABCB9	24
ABCC1	153
ABCC10	77
ABCC11	51
ABCC12	51
ABCC13	12
ABCC2	53
ABCC3	105
ABCC4	129
ABCC5	90
ABCC5_AS1	6
ABCC6	69
ABCC6P1	13
ABCC6P2	2
ABCC8	44
ABCC9	34
ABCD1	37
ABCD2	28
ABCD3	58
ABCD4	41
ABCE1	62
ABCF1	98
ABCF2	76
ABCF3	48
ABCG1	26
ABCG2	42
ABCG4	28
ABCG5	17
ABCG8	10
ABHD1	9
ABHD10	34
ABHD11	11
ABHD11_AS1	1
ABHD12	34
ABHD12B	15
ABHD13	76
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	23
ABHD15	20
ABHD16A	102
ABHD16B	9
ABHD17A	84
ABHD17B	14
ABHD17C	9
ABHD2	236
ABHD3	60
ABHD4	38
ABHD5	101
ABHD6	15
ABHD8	7
ABI1	147
ABI2	58
ABI3	48
ABI3BP	49
ABL1	71
ABL2	75
ABLIM1	126
ABLIM2	22
ABLIM3	109
ABO	25
ABR	264
ABRA	11
ABRACL	15
ABT1	25
ABTB1	157
ABTB2	28
ACAA1	115
ACAA2	30
ACACA	163
ACACB	96
ACAD10	45
ACAD11	2
ACAD8	48
ACAD9	44
ACADL	13
ACADM	35
ACADS	23
ACADSB	33
ACADVL	264
ACAN	52
ACAP1	174
ACAP2	271
ACAP3	94
ACAT1	31
ACAT2	8
ACBD3	47
ACBD4	18
ACBD5	48
ACBD6	18
ACBD7	18
ACCS	24
ACCSL	16
ACD	19
ACE	31
ACE2	5
ACER1	7
ACER2	53
ACER3	111
ACHE	9
ACIN1	225
ACKR1	6
ACKR2	12
ACKR3	10
ACKR4	9
ACLY	197
ACMSD	9
ACO1	44
ACO2	92
ACOT1	5
ACOT11	28
ACOT12	7
ACOT13	50
ACOT2	30
ACOT4	7
ACOT6	6
ACOT7	15
ACOT8	25
ACOT9	41
ACOX1	91
ACOX2	19
ACOX3	23
ACOXL	12
ACP1	51
ACP2	51
ACP5	15
ACP6	12
ACPP	48
ACPT	9
ACR	6
ACRBP	91
ACRC	15
ACRV1	7
ACSBG1	17
ACSBG2	42
ACSF2	21
ACSF3	60
ACSL1	883
ACSL3	89
ACSL4	150
ACSL5	79
ACSL6	38
ACSM1	21
ACSM2A	26
ACSM2B	19
ACSM3	11
ACSM4	15
ACSM5	20
ACSM6	22
ACSS1	58
ACSS2	60
ACSS3	5
ACTA1	3
ACTA2	26
ACTA2_AS1	17
ACTB	7499
ACTBL2	10
ACTC1	22
ACTG1	997
ACTG1P17	5
ACTG1P20	23
ACTG1P4	3
ACTG2	12
ACTL10	16
ACTL6A	24
ACTL6B	7
ACTL7A	3
ACTL7B	1
ACTL8	18
ACTL9	3
ACTN1	290
ACTN1_AS1	2
ACTN2	36
ACTN3	17
ACTN4	309
ACTR10	42
ACTR1A	128
ACTR1B	42
ACTR2	421
ACTR3	440
ACTR3B	28
ACTR3BP2	14
ACTR3BP5	4
ACTR3C	11
ACTR5	28
ACTR6	18
ACTR8	48
ACTRT1	3
ACTRT2	4
ACTRT3	10
ACVR1	47
ACVR1B	63
ACVR1C	26
ACVR2A	49
ACVR2B	86
ACVR2B_AS1	9
ACVRL1	21
ACY1	0
ACY3	9
ACYP1	6
ACYP2	9
ADA	33
ADAD1	7
ADAD2	3
ADAL	35
ADAM10	274
ADAM11	23
ADAM12	43
ADAM15	117
ADAM17	184
ADAM18	14
ADAM19	190
ADAM1A	20
ADAM2	14
ADAM20	14
ADAM20P1	21
ADAM21	17
ADAM21P1	15
ADAM22	41
ADAM23	33
ADAM28	59
ADAM29	14
ADAM30	5
ADAM32	16
ADAM33	16
ADAM3A	13
ADAM5	8
ADAM6	10
ADAM7	15
ADAM8	327
ADAM9	109
ADAMDEC1	12
