	gene_id_WB48_
A1BG	7
A1BG_AS1	0
A1CF	0
A2M	173
A2M_AS1	39
A2ML1	0
A2MP1	15
A3GALT2	1
A4GALT	0
A4GNT	0
AA06	0
AAAS	15
AACS	23
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	13
AAGAB	94
AAK1	278
AAMDC	9
AAMP	108
AANAT	2
AAR2	16
AARD	0
AARS	132
AARS2	69
AARSD1	0
AASDH	82
AASDHPPT	85
AASS	7
AATBC	61
AATF	160
AATK	68
AATK_AS1	0
ABALON	55
ABAT	56
ABCA1	257
ABCA10	3
ABCA11P	8
ABCA12	0
ABCA13	21
ABCA17P	2
ABCA2	108
ABCA3	4
ABCA4	0
ABCA5	94
ABCA6	3
ABCA7	291
ABCA8	1
ABCA9	1
ABCA9_AS1	0
ABCB1	91
ABCB10	284
ABCB11	0
ABCB4	19
ABCB5	7
ABCB6	26
ABCB7	78
ABCB8	27
ABCB9	2
ABCC1	122
ABCC10	50
ABCC11	0
ABCC12	0
ABCC13	73
ABCC2	13
ABCC3	152
ABCC4	622
ABCC5	124
ABCC5_AS1	0
ABCC6	20
ABCC6P1	2
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	20
ABCD2	93
ABCD3	85
ABCD4	55
ABCE1	143
ABCF1	155
ABCF2	47
ABCF3	86
ABCG1	85
ABCG2	73
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	3
ABHD10	67
ABHD11	6
ABHD11_AS1	0
ABHD12	15
ABHD12B	30
ABHD13	117
ABHD14A	16
ABHD14A_ACY1	0
ABHD14B	46
ABHD15	53
ABHD16A	145
ABHD16B	13
ABHD17A	288
ABHD17B	49
ABHD17C	4
ABHD2	884
ABHD3	135
ABHD4	67
ABHD5	276
ABHD6	24
ABHD8	24
ABI1	386
ABI2	39
ABI3	74
ABI3BP	6
ABL1	29
ABL2	70
ABLIM1	427
ABLIM2	0
ABLIM3	39
ABO	3
ABR	149
ABRA	5
ABRACL	69
ABT1	109
ABTB1	367
ABTB2	5
ACAA1	154
ACAA2	86
ACACA	42
ACACB	45
ACAD10	60
ACAD11	7
ACAD8	44
ACAD9	65
ACADL	0
ACADM	70
ACADS	41
ACADSB	56
ACADVL	306
ACAN	2
ACAP1	270
ACAP2	951
ACAP3	44
ACAT1	47
ACAT2	22
ACBD3	161
ACBD4	17
ACBD5	84
ACBD6	70
ACBD7	0
ACCS	16
ACCSL	2
ACD	9
ACE	1
ACE2	0
ACER1	2
ACER2	18
ACER3	69
ACHE	2
ACIN1	418
ACKR1	7
ACKR2	1
ACKR3	4
ACKR4	3
ACLY	383
ACMSD	1
ACO1	66
ACO2	71
ACOT1	1
ACOT11	3
ACOT12	0
ACOT13	58
ACOT2	17
ACOT4	7
ACOT6	0
ACOT7	6
ACOT8	22
ACOT9	88
ACOX1	491
ACOX2	1
ACOX3	28
ACOXL	5
ACP1	240
ACP2	12
ACP5	58
ACP6	18
ACPP	80
ACPT	0
ACR	0
ACRBP	36
ACRC	26
ACRV1	0
ACSBG1	7
ACSBG2	1
ACSF2	20
ACSF3	49
ACSL1	1792
ACSL3	123
ACSL4	384
ACSL5	193
ACSL6	126
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	25
ACSM4	1
ACSM5	1
ACSM6	0
ACSS1	144
ACSS2	55
ACSS3	1
ACTA1	0
ACTA2	11
ACTA2_AS1	4
ACTB	8338
ACTBL2	0
ACTC1	1
ACTG1	3903
ACTG1P17	2
ACTG1P20	4
ACTG1P4	4
ACTG2	0
ACTL10	4
ACTL6A	42
ACTL6B	1
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	547
ACTN1_AS1	3
ACTN2	0
ACTN3	1
ACTN4	487
ACTR10	126
ACTR1A	244
ACTR1B	120
ACTR2	1211
ACTR3	1379
ACTR3B	13
ACTR3BP2	0
