	gene_id_NP56_R1_
A1BG	0
A1BG_AS1	0
A1CF	2
A2M	2
A2M_AS1	0
A2ML1	69
A2MP1	17
A3GALT2	1
A4GALT	23
A4GNT	2
AA06	0
AAAS	11
AACS	12
AACSP1	29
AADAC	0
AADACL2	2
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	2
AADAT	0
AAED1	0
AAGAB	9
AAK1	55
AAMDC	1
AAMP	44
AANAT	7
AAR2	5
AARD	0
AARS	15
AARS2	6
AARSD1	1
AASDH	2
AASDHPPT	0
AASS	0
AATBC	2
AATF	46
AATK	55
AATK_AS1	0
ABALON	6
ABAT	14
ABCA1	200
ABCA10	1
ABCA11P	0
ABCA12	3
ABCA13	56
ABCA17P	1
ABCA2	33
ABCA3	7
ABCA4	1
ABCA5	3
ABCA6	0
ABCA7	82
ABCA8	2
ABCA9	0
ABCA9_AS1	0
ABCB1	0
ABCB10	2
ABCB11	1
ABCB4	8
ABCB5	1
ABCB6	8
ABCB7	5
ABCB8	11
ABCB9	5
ABCC1	30
ABCC10	10
ABCC11	3
ABCC12	0
ABCC13	0
ABCC2	9
ABCC3	12
ABCC4	2
ABCC5	7
ABCC5_AS1	0
ABCC6	20
ABCC6P1	0
ABCC6P2	1
ABCC8	4
ABCC9	2
ABCD1	19
ABCD2	6
ABCD3	6
ABCD4	11
ABCE1	6
ABCF1	77
ABCF2	6
ABCF3	19
ABCG1	35
ABCG2	3
ABCG4	4
ABCG5	0
ABCG8	1
ABHD1	1
ABHD10	3
ABHD11	7
ABHD11_AS1	1
ABHD12	16
ABHD12B	0
ABHD13	6
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	1
ABHD15	8
ABHD16A	22
ABHD16B	10
ABHD17A	3
ABHD17B	13
ABHD17C	4
ABHD2	48
ABHD3	16
ABHD4	9
ABHD5	35
ABHD6	0
ABHD8	2
ABI1	47
ABI2	5
ABI3	56
ABI3BP	0
ABL1	40
ABL2	21
ABLIM1	65
ABLIM2	10
ABLIM3	20
ABO	1
ABR	81
ABRA	0
ABRACL	16
ABT1	4
ABTB1	59
ABTB2	34
ACAA1	29
ACAA2	4
ACACA	23
ACACB	10
ACAD10	4
ACAD11	0
ACAD8	12
ACAD9	23
ACADL	0
ACADM	21
ACADS	1
ACADSB	0
ACADVL	42
ACAN	17
ACAP1	24
ACAP2	65
ACAP3	20
ACAT1	0
ACAT2	4
ACBD3	87
ACBD4	8
ACBD5	126
ACBD6	4
ACBD7	1
ACCS	9
ACCSL	0
ACD	1
ACE	30
ACE2	3
ACER1	1
ACER2	1
ACER3	6
ACHE	1
ACIN1	214
ACKR1	0
ACKR2	1
ACKR3	1
ACKR4	0
ACLY	26
ACMSD	0
ACO1	26
ACO2	12
ACOT1	0
ACOT11	3
ACOT12	0
ACOT13	13
ACOT2	4
ACOT4	0
ACOT6	0
ACOT7	5
ACOT8	1
ACOT9	31
ACOX1	26
ACOX2	0
ACOX3	11
ACOXL	125
ACP1	6
ACP2	9
ACP5	3
ACP6	12
ACPP	3
ACPT	0
ACR	1
ACRBP	14
ACRC	4
ACRV1	0
ACSBG1	0
ACSBG2	2
ACSF2	2
ACSF3	4
ACSL1	625
ACSL3	24
ACSL4	18
ACSL5	11
ACSL6	1
ACSM1	2
ACSM2A	0
ACSM2B	1
ACSM3	6
ACSM4	0
ACSM5	1
ACSM6	2
ACSS1	7
ACSS2	4
ACSS3	1
ACTA1	2
ACTA2	17
ACTA2_AS1	0
ACTB	3577
ACTBL2	1
ACTC1	4
ACTG1	1212
ACTG1P17	0
ACTG1P20	0
ACTG1P4	1
ACTG2	1
ACTL10	4
ACTL6A	2
ACTL6B	0
ACTL7A	2
ACTL7B	1
ACTL8	0
ACTL9	3
ACTN1	204
ACTN1_AS1	0
ACTN2	5
ACTN3	1
ACTN4	358
ACTR10	3
ACTR1A	9
ACTR1B	7
ACTR2	71
ACTR3	116
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	1
ACTR6	1
ACTR8	12
ACTRT1	0
ACTRT2	4
ACTRT3	4
ACVR1	1
ACVR1B	7
ACVR1C	3618
ACVR2A	8
ACVR2B	4
ACVR2B_AS1	1
ACVRL1	0
ACY1	0
ACY3	2
ACYP1	44
ACYP2	1
ADA	49
ADAD1	0
ADAD2	1
ADAL	4
ADAM10	20
ADAM11	9
ADAM12	5
ADAM15	13
ADAM17	14
ADAM18	0
ADAM19	55
ADAM1A	0
ADAM2	1
ADAM20	1
ADAM20P1	3
ADAM21	0
ADAM21P1	0
ADAM22	4
ADAM23	11
ADAM28	21
ADAM29	3
ADAM30	1
ADAM32	1
ADAM33	1
ADAM3A	1
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	159
ADAM9	61
ADAMDEC1	1
ADAMTS1	85
ADAMTS10	2
ADAMTS12	3
ADAMTS13	15
ADAMTS14	12
ADAMTS15	9
ADAMTS16	4
ADAMTS17	9
ADAMTS18	5
ADAMTS19	2
ADAMTS19_AS1	0
ADAMTS2	6
ADAMTS20	0
ADAMTS3	35
ADAMTS4	2
ADAMTS5	1
ADAMTS6	3
ADAMTS7	1
ADAMTS7P1	0
ADAMTS8	9
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	1
ADAMTSL1	134
ADAMTSL2	6
ADAMTSL3	5
ADAMTSL4	349
ADAMTSL4_AS1	40
ADAMTSL5	2
ADAP1	15
ADAP2	5
ADAR	425
ADARB1	6
ADARB2	29
ADARB2_AS1	0
ADAT1	4
ADAT2	9
ADAT3	3
ADCK1	9
ADCK2	139
ADCK3	8
ADCK4	7
ADCK5	3
ADCY1	3
ADCY10	3
ADCY10P1	5
ADCY2	5
ADCY3	10
ADCY4	4
ADCY5	18
ADCY6	13
ADCY7	50
ADCY8	119
ADCY9	8
ADCYAP1	4
ADCYAP1R1	0
ADD1	73
ADD2	6
ADD3	23
ADD3_AS1	0
ADGB	4
ADGRA1	2
ADGRA1_AS1	0
ADGRA2	8
ADGRA3	1
ADGRB1	7
ADGRB2	1
ADGRB3	2
ADGRD1	1
ADGRE1	11
ADGRE2	132
ADGRE3	13
ADGRE4P	0
ADGRE5	223
ADGRF1	34
ADGRF2	0
ADGRF3	2
ADGRF4	6
ADGRF5	4
ADGRG1	8
ADGRG2	1
ADGRG3	119
ADGRG4	2
ADGRG5	1
ADGRG6	10
ADGRG7	2
ADGRL1	27
ADGRL2	3
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	12
ADH1A	0
ADH1B	0
ADH1C	22
ADH4	3
ADH5	7
ADH6	0
ADH7	7
ADHFE1	1
ADI1	6
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	1
ADIPOR1	53
ADIPOR2	8
ADIRF	10
ADK	4
ADM	117
ADM2	32
ADM5	1
ADNP	17
ADNP_AS1	7
ADNP2	7
ADO	7
ADORA1	1
ADORA2A	3
ADORA2A_AS1	4
ADORA2B	6
ADORA3	2
ADPGK	8
ADPGK_AS1	1
ADPRH	175
ADPRHL1	17
ADPRHL2	7
ADPRM	0
ADRA1A	2
ADRA1B	1
ADRA1D	2
ADRA2A	1
ADRA2B	3
ADRA2C	1
ADRB1	26
ADRB2	8
ADRB3	1
ADRBK1	108
ADRBK2	9
ADRM1	45
ADSL	3
ADSS	37
ADSSL1	2
ADTRP	2
AEBP1	22
AEBP2	86
AEN	4
AES	109
AFAP1	58
AFAP1_AS1	4
AFAP1L1	4
AFAP1L2	6
AFF1	140
AFF2	12
AFF3	1
AFF4	82
AFG3L1P	2
AFG3L2	6
AFM	2
AFMID	2
AFP	0
AFTPH	28
AGA	1
AGAP1	25
AGAP1_IT1	5
AGAP11	1
AGAP2	23
AGAP2_AS1	7
AGAP3	43
AGAP4	1
AGAP5	1
AGAP6	2
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	1
AGBL2	1
AGBL3	0
AGBL4	0
AGBL4_IT1	0
AGBL5	18
AGBL5_AS1	2
AGER	17
AGFG1	10
AGFG2	45
AGGF1	15
AGK	9
AGL	2
AGMAT	8
AGMO	0
AGO1	29
AGO2	39
AGO3	4
AGO4	38
AGPAT1	28
AGPAT2	8
AGPAT3	29
AGPAT4	6
AGPAT4_IT1	0
AGPAT5	2
AGPS	17
AGR2	54
AGR3	0
AGRN	140
AGRP	0
AGT	0
AGTPBP1	19
AGTR1	0
AGTR2	0
AGTRAP	8
AGXT	0
AGXT2	0
AHCTF1	18
AHCTF1P1	3
AHCY	19
AHCYL1	22
AHCYL2	11
AHDC1	21
AHI1	7
AHNAK	263
AHNAK2	24
AHR	136
AHRR	17
AHSA1	34
AHSA2	27
AHSG	1
AHSP	0
AICDA	1
AIDA	1
AIF1	35
AIF1L	31
AIFM1	4
AIFM2	11
AIFM3	2
AIG1	1
AIM1	72
AIM1L	59
AIM2	23
AIMP1	11
AIMP2	2
AIP	5
AIPL1	4
AIRE	10
AIRN	17
AJAP1	0
AJUBA	18
AK1	6
AK2	10
AK3	9
AK4	1
AK5	3
AK6	3
AK7	15
AK8	3
AK9	22
AKAP1	11
AKAP10	20
AKAP11	9
AKAP12	11
AKAP13	346
AKAP14	1
AKAP17A	66
AKAP2	4
AKAP3	6
AKAP4	0
AKAP5	9
AKAP6	4
AKAP7	2
AKAP8	36
AKAP8L	55
AKAP9	61
AKIP1	0
AKIRIN1	22
AKIRIN2	40
AKNA	267
AKNAD1	1
AKR1A1	45
AKR1B1	2
AKR1B10	8
AKR1B15	0
AKR1C1	18
AKR1C2	36
AKR1C3	0
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	1
AKR7A2	1
AKR7A2P1	0
AKR7A3	1
AKR7L	0
AKT1	40
AKT1S1	18
AKT2	14
AKT3	0
AKTIP	2
ALAD	8
ALAS1	18
ALAS2	1
ALB	0
ALCAM	33
ALDH16A1	6
ALDH18A1	6
ALDH1A1	141
ALDH1A2	5
ALDH1A3	49
ALDH1B1	15
ALDH1L1	4
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	3
ALDH2	18
ALDH3A1	193
ALDH3A2	10
ALDH3B1	31
ALDH3B2	8
ALDH4A1	1
ALDH5A1	2
ALDH6A1	1
ALDH7A1	1
ALDH8A1	2
ALDH9A1	13
ALDOA	263
ALDOB	0
ALDOC	2
ALG1	0
ALG10	0
ALG10B	0
ALG11	1
ALG12	3
ALG13	23
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	8
ALG3	0
ALG5	6
ALG6	1
ALG8	0
ALG9	35
ALK	8
ALKBH1	2
ALKBH2	13
ALKBH3	3
ALKBH3_AS1	1
ALKBH4	7
ALKBH5	54
ALKBH6	1
ALKBH7	1
ALKBH8	3
ALLC	1
ALMS1	13
ALMS1_IT1	0
ALMS1P	2
ALOX12	7
ALOX12_AS1	0
ALOX12B	1
ALOX12P2	11
ALOX15	49
ALOX15B	7
ALOX15P1	0
ALOX5	55
ALOX5AP	37
ALOXE3	1
ALPI	0
ALPK1	60
ALPK2	0
ALPK3	14
ALPL	81
ALPP	0
ALPPL2	2
ALS2	7
ALS2CL	59
ALS2CR11	0
ALS2CR12	4
ALX1	0
ALX3	0
ALX4	2
ALYREF	8
AMACR	1
AMBN	0
AMBP	98
AMBRA1	37
AMD1	40
AMDHD1	1
AMDHD2	10
AMELX	0
AMELY	0
AMER1	11
AMER2	3
AMER3	1
AMFR	6
AMH	16
AMHR2	1
AMICA1	122
AMIGO1	72
AMIGO2	2
AMIGO3	2
AMMECR1	8
AMMECR1L	9
AMN	7
AMN1	8
AMOT	5
AMOTL1	8
AMOTL2	43
AMPD1	1
AMPD2	38
AMPD3	28
AMPH	2
AMT	5
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	1
AMZ1	0
AMZ2	7
AMZ2P1	7
ANAPC1	3
ANAPC10	0
ANAPC11	12
ANAPC13	3
ANAPC15	0
ANAPC16	52
ANAPC1P1	0
ANAPC2	17
ANAPC4	3
ANAPC5	8
ANAPC7	3
ANG	0
ANGEL1	3
ANGEL2	8
ANGPT1	8
ANGPT2	2
ANGPT4	0
ANGPTL1	1
ANGPTL2	0
ANGPTL3	1
ANGPTL4	1
ANGPTL5	2
ANGPTL6	5
ANGPTL7	1
ANHX	0
ANK1	2
ANK2	8
ANK3	102
ANKAR	0
ANKDD1A	7
ANKDD1B	3
ANKEF1	3
ANKFN1	1
ANKFY1	50
ANKH	9
ANKHD1	4
ANKHD1_EIF4EBP3	0
ANKIB1	14
ANKK1	4
ANKLE1	2
ANKLE2	20
ANKMY1	6
ANKMY2	0
ANKRA2	3
ANKRD1	0
ANKRD10	11
ANKRD11	186
ANKRD12	81
ANKRD13A	59
ANKRD13B	5
ANKRD13C	11
ANKRD13D	38
ANKRD16	2
ANKRD17	89
ANKRD18A	1
ANKRD18B	1
ANKRD18DP	0
ANKRD19P	1
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	3
ANKRD20A12P	0
ANKRD20A19P	1
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	1
ANKRD22	9
ANKRD23	3
ANKRD24	2
ANKRD26	39
ANKRD26P1	1
ANKRD26P3	2
ANKRD27	2
ANKRD28	13
ANKRD29	0
ANKRD30A	0
ANKRD30B	1
ANKRD30BL	4
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	2
ANKRD33B	11
ANKRD34A	2
ANKRD34B	1
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	8
ANKRD36	32
ANKRD36B	20
ANKRD36BP1	2
ANKRD36BP2	0
ANKRD36C	187
ANKRD37	2
ANKRD39	2
ANKRD40	10
ANKRD42	19
ANKRD44	40
ANKRD44_IT1	5
ANKRD45	3
ANKRD46	1
ANKRD49	2
ANKRD50	9
ANKRD52	21
ANKRD53	0
ANKRD54	2
ANKRD55	1
ANKRD6	5
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	3
ANKRD66	2
ANKRD7	0
ANKRD9	9
ANKS1A	33
ANKS1B	3
ANKS3	4
ANKS4B	0
ANKS6	6
ANKUB1	0
ANKZF1	10
ANLN	2
ANO1	5
ANO1_AS2	0
ANO10	1
ANO2	0
ANO3	3
ANO4	1
ANO5	238
ANO6	6
ANO7	19
ANO8	22
ANO9	7
ANOS1	0
ANP32A	404
ANP32A_IT1	4
ANP32AP1	0
ANP32B	70
ANP32C	0
ANP32D	0
ANP32E	56
ANPEP	90
ANTXR1	8
ANTXR2	45
ANTXRL	0
ANTXRLP1	0
ANXA1	395
ANXA10	0
ANXA11	214
ANXA13	0
ANXA2	174
ANXA2P1	0
ANXA2P2	1
ANXA2P3	0
ANXA2R	5
ANXA3	56
ANXA4	13
ANXA5	30
ANXA6	13
ANXA7	98
ANXA8	3
ANXA8L1	0
ANXA9	6
AOAH	55
AOAH_IT1	2
AOC1	6
AOC2	5
AOC3	16
AOC4P	0
AOX1	0
AOX2P	1
AP1AR	8
AP1B1	34
AP1B1P1	0
AP1G1	39
AP1G2	8
AP1M1	15
AP1M2	6
AP1S1	2
AP1S2	3
AP1S3	32
AP2A1	24
AP2A2	16
AP2B1	25
AP2M1	35
AP2S1	6
AP3B1	64
AP3B2	11
AP3D1	226
AP3M1	4
AP3M2	3
AP3S1	11
AP3S2	0
AP4B1	6
AP4B1_AS1	1
AP4E1	10
AP4M1	0
AP4S1	10
AP5B1	185
AP5M1	3
AP5S1	14
AP5Z1	33
APAF1	45
APBA1	33
APBA2	2
APBA3	2
APBB1	0
APBB1IP	163
APBB2	7
APBB3	16
APC	38
APC2	23
APCDD1	14
APCDD1L	2
APCDD1L_AS1	5
APCS	2
APEH	9
APELA	0
APEX1	8
APEX2	7
APH1A	12
APH1B	1
API5	6
APIP	0
APITD1	0
APITD1_CORT	0
APLF	2
APLN	1
APLNR	0
APLP1	5
APLP2	149
APMAP	18
APOA1	3
APOA1_AS	0
APOA1BP	4
APOA2	0
APOA4	0
APOA5	1
APOB	4
APOBEC1	0
APOBEC2	0
APOBEC3A	59
APOBEC3A_B	0
APOBEC3B	9
APOBEC3B_AS1	0
APOBEC3C	12
APOBEC3D	5
APOBEC3F	8
APOBEC3G	6
APOBEC3H	0
APOBEC4	5
APOBR	469
APOC1	1
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	7
APOE	14
APOF	2
APOH	0
APOL1	2256
APOL2	181
APOL3	22
APOL4	6
APOL5	0
APOL6	372
APOLD1	7
APOM	0
APOO	4
APOOL	1
APOOP5	1
APOPT1	2
APP	52
APPBP2	10
APPL1	10
APPL2	7
APRT	6
APTR	3
APTX	13
AQP1	1
AQP10	0
AQP11	0
AQP12A	0
AQP12B	0
AQP2	3
AQP3	244
AQP4	0
AQP4_AS1	2
AQP5	57
AQP6	7
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	2
AQP9	132
AQR	14
AR	6
ARAF	21
ARAP1	223
ARAP2	31
ARAP3	41
ARC	11
ARCN1	52
AREG	20
AREL1	16
ARF1	73
ARF3	68
ARF4	21
ARF5	19
ARF6	151
ARFGAP1	19
ARFGAP2	12
ARFGAP3	706
ARFGEF1	59
ARFGEF2	19
ARFGEF3	26
ARFIP1	18
ARFIP2	6
ARFRP1	3
ARG1	0
ARG2	16
ARGFX	0
ARGFXP2	0
ARGLU1	145
ARHGAP1	27
ARHGAP10	13
ARHGAP11A	3
ARHGAP11B	3
ARHGAP12	12
ARHGAP15	11
ARHGAP17	33
ARHGAP18	14
ARHGAP19	1
ARHGAP19_SLIT1	0
ARHGAP20	5
ARHGAP21	27
ARHGAP22	3
ARHGAP23	30
ARHGAP24	5
ARHGAP25	134
ARHGAP26	190
ARHGAP26_AS1	4
ARHGAP26_IT1	1
ARHGAP27	112
ARHGAP28	1
ARHGAP29	4
ARHGAP30	290
ARHGAP31	17
ARHGAP31_AS1	1
ARHGAP32	32
ARHGAP33	4
ARHGAP35	31
ARHGAP36	6
ARHGAP39	19
ARHGAP4	38
ARHGAP40	0
ARHGAP42	1
ARHGAP44	4
ARHGAP5	45
ARHGAP5_AS1	2
ARHGAP6	1
ARHGAP8	2
ARHGAP9	154
ARHGDIA	145
ARHGDIB	147
ARHGDIG	8
ARHGEF1	105
ARHGEF10	9
ARHGEF10L	22
ARHGEF11	35
ARHGEF12	33
ARHGEF15	6
ARHGEF16	51
ARHGEF17	14
ARHGEF18	70
ARHGEF19	4
ARHGEF2	76
ARHGEF25	0
ARHGEF26	6
ARHGEF26_AS1	0
ARHGEF28	13
ARHGEF3	29
ARHGEF3_AS1	1
ARHGEF33	2
ARHGEF34P	3
ARHGEF35	0
ARHGEF37	13
ARHGEF38	2
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	4
ARHGEF40	28
ARHGEF5	6
ARHGEF6	16
ARHGEF7	29
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	6
ARHGEF9_IT1	0
ARID1A	160
ARID1B	54
ARID2	15
ARID3A	25
ARID3B	22
ARID3C	2
ARID4A	46
ARID4B	165
ARID5A	82
ARID5B	63
ARIH1	74
ARIH2	17
ARIH2OS	3
ARL1	12
ARL10	2
ARL11	18
ARL13A	1
ARL13B	3
ARL14	0
ARL14EP	1
ARL14EPL	0
ARL15	0
ARL16	7
ARL17A	1
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	1
ARL3	14
ARL4A	1
ARL4C	74
ARL4D	6
ARL5A	17
ARL5B	18
ARL5C	0
ARL6	0
ARL6IP1	45
ARL6IP4	113
ARL6IP5	11
ARL6IP6	3
ARL8A	30
ARL8B	21
ARL9	0
ARMC1	3
ARMC10	0
ARMC12	2
ARMC2	10
ARMC2_AS1	1
ARMC3	7
ARMC4	0
ARMC5	6
ARMC6	3
