	gene_id_WB37_
A1BG	2
A1BG_AS1	2
A1CF	0
A2M	12
A2M_AS1	3
A2ML1	2
A2MP1	0
A3GALT2	0
A4GALT	22
A4GNT	0
AA06	0
AAAS	14
AACS	15
AACSP1	0
AADAC	0
AADACL2	1
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	13
AAGAB	98
AAK1	204
AAMDC	5
AAMP	31
AANAT	5
AAR2	29
AARD	2
AARS	136
AARS2	20
AARSD1	0
AASDH	43
AASDHPPT	25
AASS	6
AATBC	14
AATF	170
AATK	89
AATK_AS1	0
ABALON	181
ABAT	29
ABCA1	787
ABCA10	6
ABCA11P	1
ABCA12	0
ABCA13	13
ABCA17P	0
ABCA2	242
ABCA3	25
ABCA4	3
ABCA5	33
ABCA6	11
ABCA7	293
ABCA8	0
ABCA9	2
ABCA9_AS1	0
ABCB1	17
ABCB10	661
ABCB11	0
ABCB4	15
ABCB5	18
ABCB6	33
ABCB7	88
ABCB8	12
ABCB9	0
ABCC1	195
ABCC10	30
ABCC11	0
ABCC12	0
ABCC13	133
ABCC2	8
ABCC3	529
ABCC4	1585
ABCC5	96
ABCC5_AS1	0
ABCC6	5
ABCC6P1	0
ABCC6P2	0
ABCC8	1
ABCC9	0
ABCD1	84
ABCD2	1
ABCD3	77
ABCD4	28
ABCE1	52
ABCF1	174
ABCF2	26
ABCF3	84
ABCG1	76
ABCG2	246
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	17
ABHD11	13
ABHD11_AS1	0
ABHD12	72
ABHD12B	1
ABHD13	63
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	22
ABHD15	26
ABHD16A	160
ABHD16B	3
ABHD17A	147
ABHD17B	28
ABHD17C	4
ABHD2	827
ABHD3	51
ABHD4	102
ABHD5	90
ABHD6	5
ABHD8	55
ABI1	393
ABI2	119
ABI3	48
ABI3BP	6
ABL1	78
ABL2	53
ABLIM1	144
ABLIM2	2
ABLIM3	280
ABO	0
ABR	229
ABRA	0
ABRACL	9
ABT1	24
ABTB1	448
ABTB2	24
ACAA1	117
ACAA2	30
ACACA	49
ACACB	13
ACAD10	19
ACAD11	5
ACAD8	19
ACAD9	37
ACADL	0
ACADM	118
ACADS	25
ACADSB	12
ACADVL	311
ACAN	3
ACAP1	147
ACAP2	609
ACAP3	53
ACAT1	28
ACAT2	3
ACBD3	106
ACBD4	12
ACBD5	24
ACBD6	94
ACBD7	1
ACCS	5
ACCSL	9
ACD	9
ACE	18
ACE2	0
ACER1	0
ACER2	31
ACER3	126
ACHE	22
ACIN1	368
ACKR1	18
ACKR2	12
ACKR3	0
ACKR4	2
ACLY	149
ACMSD	0
ACO1	4
ACO2	58
ACOT1	0
ACOT11	9
ACOT12	2
ACOT13	49
ACOT2	13
ACOT4	0
ACOT6	0
ACOT7	13
ACOT8	51
ACOT9	111
ACOX1	72
ACOX2	0
ACOX3	5
ACOXL	3
ACP1	381
ACP2	51
ACP5	42
ACP6	5
ACPP	26
ACPT	3
ACR	0
ACRBP	178
ACRC	14
ACRV1	0
ACSBG1	13
ACSBG2	3
ACSF2	13
ACSF3	46
ACSL1	1068
ACSL3	215
ACSL4	169
ACSL5	57
ACSL6	84
ACSM1	5
ACSM2A	1
ACSM2B	2
ACSM3	17
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	23
ACSS2	43
ACSS3	0
ACTA1	0
ACTA2	13
ACTA2_AS1	1
ACTB	10910
ACTBL2	0
ACTC1	0
ACTG1	1461
ACTG1P17	1
ACTG1P20	13
ACTG1P4	1
ACTG2	0
ACTL10	4
ACTL6A	7
ACTL6B	2
ACTL7A	2
ACTL7B	0
ACTL8	0
ACTL9	1
ACTN1	859
ACTN1_AS1	0
ACTN2	1
ACTN3	0
ACTN4	365
ACTR10	201
ACTR1A	123
ACTR1B	43
ACTR2	361
ACTR3	876
ACTR3B	33
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2
ACTR5	21
ACTR6	62
ACTR8	21
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	46
ACVR1B	132
ACVR1C	4
ACVR2A	66
ACVR2B	7
ACVR2B_AS1	0
ACVRL1	3
ACY1	0
ACY3	1
ACYP1	4
ACYP2	7
ADA	142
ADAD1	0
ADAD2	2
ADAL	92
ADAM10	335
ADAM11	0
ADAM12	2
ADAM15	35
ADAM17	385
ADAM18	0
ADAM19	108
ADAM1A	3
ADAM2	0
ADAM20	3
ADAM20P1	0
ADAM21	2
ADAM21P1	0
ADAM22	10
ADAM23	0
ADAM28	56
ADAM29	0
ADAM30	0
ADAM32	8
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	842
ADAM9	274
ADAMDEC1	4
ADAMTS1	0
ADAMTS10	12
ADAMTS12	0
ADAMTS13	2
ADAMTS14	2
ADAMTS15	1
ADAMTS16	0
ADAMTS17	3
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	2
ADAMTS20	0
ADAMTS3	19
ADAMTS4	1
ADAMTS5	0
ADAMTS6	56
ADAMTS7	0
ADAMTS7P1	1
ADAMTS8	0
ADAMTS9	2
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	194
ADAMTSL4_AS1	41
ADAMTSL5	1
ADAP1	107
ADAP2	97
ADAR	2183
ADARB1	38
ADARB2	8
ADARB2_AS1	2
ADAT1	78
ADAT2	6
ADAT3	4
ADCK1	10
ADCK2	9
ADCK3	33
ADCK4	17
ADCK5	2
ADCY1	1
ADCY10	7
ADCY10P1	10
ADCY2	0
ADCY3	155
ADCY4	32
ADCY5	2
ADCY6	11
ADCY7	521
ADCY8	0
ADCY9	32
ADCYAP1	0
ADCYAP1R1	1
ADD1	477
ADD2	43
ADD3	434
ADD3_AS1	4
ADGB	0
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	7
ADGRA3	11
ADGRB1	3
ADGRB2	4
ADGRB3	0
ADGRD1	0
ADGRE1	63
ADGRE2	354
ADGRE3	5
ADGRE4P	0
ADGRE5	2126
ADGRF1	3
ADGRF2	0
ADGRF3	10
ADGRF4	0
ADGRF5	0
ADGRG1	27
ADGRG2	4
ADGRG3	408
ADGRG4	0
ADGRG5	7
ADGRG6	1
ADGRG7	5
ADGRL1	15
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	4
ADH1A	0
ADH1B	0
ADH1C	3
ADH4	0
ADH5	18
ADH6	3
ADH7	0
ADHFE1	12
ADI1	62
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	13132
ADIPOR2	569
ADIRF	1
ADK	80
ADM	163
ADM2	1
ADM5	0
ADNP	172
ADNP_AS1	4
ADNP2	110
ADO	23
ADORA1	0
ADORA2A	12
ADORA2A_AS1	77
ADORA2B	5
ADORA3	1
ADPGK	134
ADPGK_AS1	16
ADPRH	22
ADPRHL1	0
ADPRHL2	21
ADPRM	14
ADRA1A	1
ADRA1B	0
ADRA1D	2
ADRA2A	21
ADRA2B	1
ADRA2C	0
ADRB1	3
ADRB2	43
ADRB3	0
ADRBK1	647
ADRBK2	153
ADRM1	60
ADSL	39
ADSS	87
ADSSL1	0
ADTRP	2
AEBP1	2
AEBP2	59
AEN	59
AES	71
AFAP1	34
AFAP1_AS1	0
AFAP1L1	1
AFAP1L2	5
AFF1	1292
AFF2	13
AFF3	13
AFF4	586
AFG3L1P	55
AFG3L2	103
AFM	0
AFMID	11
AFP	1
AFTPH	276
AGA	9
AGAP1	9
AGAP1_IT1	0
AGAP11	0
AGAP2	44
AGAP2_AS1	0
AGAP3	18
AGAP4	57
AGAP5	67
AGAP6	27
AGAP7P	27
AGAP9	17
AGBL1	1
AGBL1_AS1	0
AGBL2	1
AGBL3	12
AGBL4	0
AGBL4_IT1	0
AGBL5	49
AGBL5_AS1	0
AGER	23
AGFG1	856
AGFG2	13
AGGF1	550
AGK	31
AGL	24
AGMAT	2
AGMO	0
AGO1	335
AGO2	1061
AGO3	62
AGO4	134
AGPAT1	124
AGPAT2	33
AGPAT3	176
AGPAT4	66
AGPAT4_IT1	7
AGPAT5	56
AGPS	91
AGR2	0
AGR3	0
AGRN	268
AGRP	1
AGT	0
AGTPBP1	1344
AGTR1	0
AGTR2	0
AGTRAP	70
AGXT	0
AGXT2	0
AHCTF1	512
AHCTF1P1	2
AHCY	21
AHCYL1	33
AHCYL2	24
AHDC1	37
AHI1	67
AHNAK	5466
AHNAK2	8
AHR	885
AHRR	0
AHSA1	49
AHSA2	168
AHSG	0
AHSP	467
AICDA	0
AIDA	598
AIF1	257
AIF1L	1
AIFM1	18
AIFM2	3
AIFM3	19
AIG1	85
AIM1	347
AIM1L	1
AIM2	26
AIMP1	37
AIMP2	4
AIP	53
AIPL1	0
AIRE	0
AIRN	7
AJAP1	0
AJUBA	1
AK1	43
AK2	65
AK3	57
AK4	1
AK5	5
AK6	20
AK7	13
AK8	1
AK9	53
AKAP1	6
AKAP10	158
AKAP11	36
AKAP12	0
AKAP13	1268
AKAP14	2
AKAP17A	365
AKAP2	0
AKAP3	0
AKAP4	0
AKAP5	5
AKAP6	8
AKAP7	1564
AKAP8	160
AKAP8L	243
AKAP9	846
AKIP1	16
AKIRIN1	245
AKIRIN2	202
AKNA	782
AKNAD1	1
AKR1A1	12
AKR1B1	12
AKR1B10	0
AKR1B15	2
AKR1C1	5
