	gene_id_FLU_45_
BBS10	97
BBS12	20
BBS2	276
BBS4	95
BBS5	8
BBS7	84
BBS9	307
BBX	1134
BCAM	4
BCAN	0
BCAP29	237
BCAP31	231
BCAR1	0
BCAR3	8
BCAR4	3
BCAS1	4
BCAS2	165
BCAS3	758
BCAS4	26
BCAT1	123
BCAT2	25
BCCIP	172
BCDIN3D	19
BCDIN3D_AS1	6
BCHE	0
BCKDHA	207
BCKDHB	71
BCKDK	302
BCL10	378
BCL11A	165
BCL11B	1258
BCL2	1003
BCL2A1	790
BCL2L1	327
BCL2L10	0
BCL2L11	654
BCL2L12	16
BCL2L13	603
BCL2L14	0
BCL2L15	36
BCL2L2	61
BCL2L2_PABPN1	0
BCL3	323
BCL6	4953
BCL6B	4
BCL7A	52
BCL7B	91
BCL7C	33
BCL9	89
BCL9L	259
BCLAF1	2621
BCO1	0
BCO2	23
BCOR	463
BCORL1	207
BCORP1	0
BCR	693
BCRP2	0
BCRP3	0
BCS1L	32
BCYRN1	0
BDH1	26
BDH2	56
BDKRB1	0
BDKRB2	0
BDNF	3
BDNF_AS	3
BDP1	1714
BEAN1	132
BEAN1_AS1	15
BECN1	527
BECN2	0
BEGAIN	3
BEND2	103
BEND3	13
BEND3P3	221
BEND4	49
BEND5	15
BEND6	0
BEND7	13
BEST1	675
BEST2	0
BEST3	6
BEST4	6
BET1	78
BET1L	195
BEX1	1
BEX2	48
BEX4	46
BEX5	8
BFAR	153
BFSP1	9
BFSP2	1
BGLAP	3
BGLT3	0
BGN	0
BHLHA15	2
BHLHA9	0
BHLHB9	7
BHLHE22	0
BHLHE23	0
BHLHE40	614
BHLHE40_AS1	13
BHLHE41	45
BHMG1	0
BHMT	0
BHMT2	1
BICC1	6
BICD1	73
BICD2	1781
BID	1005
BIK	8
BIN1	303
BIN2	3273
BIN3	360
BIN3_IT1	58
BIRC2	2492
BIRC3	1604
BIRC5	47
BIRC6	5531
BIRC6_AS2	16
BIRC7	0
BIRC8	0
BISPR	59
BIVM	34
BIVM_ERCC5	0
BLACAT1	1
BLACE	0
BLCAP	198
BLID	0
BLK	229
BLM	212
BLMH	225
BLNK	58
BLOC1S1	4
BLOC1S1_RDH5	0
BLOC1S2	262
BLOC1S3	71
BLOC1S4	66
BLOC1S5	0
BLOC1S5_TXNDC5	0
BLOC1S6	724
BLVRA	172
BLVRB	544
BLZF1	191
BMF	404
BMI1	9
BMP1	21
BMP10	1
BMP15	0
BMP2	1
BMP2K	1236
BMP3	2
BMP4	0
BMP5	0
BMP6	95
BMP7	0
BMP7_AS1	0
BMP8A	33
BMP8B	53
BMPER	0
BMPR1A	58
BMPR1B	0
BMPR1B_AS1	0
BMPR2	542
BMS1	391
BMS1P17	0
BMS1P18	0
BMS1P20	264
BMS1P21	0
BMS1P4	104
BMS1P5	175
BMS1P6	132
BMX	28
BNC1	0
BNC2	16
BNIP1	33
BNIP2	1313
BNIP3	117
BNIP3L	10961
BNIPL	26
BOC	7
BOD1	95
BOD1L1	6873
BOD1L2	0
BOK	3
BOK_AS1	2
BOLA1	35
BOLA2	0
BOLA2B	0
BOLA3	35
BOLA3_AS1	54
BOLL	6
BOP1	58
BORA	162
BPESC1	0
BPGM	689
BPHL	18
BPI	13
BPIFA1	0
BPIFA2	0
BPIFA3	0
BPIFA4P	0
BPIFB1	0
BPIFB2	0
BPIFB3	0
BPIFB4	0
BPIFB6	0
BPIFC	0
BPNT1	106
BPTF	4491
BPY2	0
BPY2B	0
BPY2C	0
BRAF	638
BRAP	697
BRAT1	467
BRCA1	479
BRCA2	309
BRCAT107	0
BRCAT54	1
BRCC3	177
BRD1	629
BRD2	2007
BRD3	366
BRD4	1269
BRD7	782
BRD7P3	38
BRD8	413
BRD9	424
BRDT	0
BRDTP1	0
BRE	365
BRE_AS1	14
BREA2	8
BRF1	194
BRF2	76
BRI3	224
BRI3BP	40
BRICD5	9
BRINP1	0
BRINP2	0
BRINP3	0
BRIP1	361
BRIX1	200
BRK1	349
BRMS1	287
BRMS1L	29
BROX	1172
BRPF1	548
BRPF3	445
BRS3	0
BRSK1	7
BRSK2	4
BRWD1	3545
BRWD1_AS1	0
BRWD1_IT2	0
BRWD3	2335
BSCL2	8
BSDC1	560
BSG	1508
BSN	12
BSN_AS2	0
BSND	0
BSPH1	0
BSPRY	5
BST1	534
BST2	140
BSX	0
BTAF1	2051
BTBD1	427
BTBD10	474
BTBD11	150
BTBD16	0
BTBD17	0
BTBD18	27
BTBD19	71
BTBD2	300
BTBD3	72
BTBD6	123
BTBD7	541
BTBD8	30
BTBD9	523
BTC	0
BTD	94
BTF3	2140
BTF3L4	269
BTF3P11	0
BTG1	3485
BTG2	2257
BTG3	55
BTG4	0
BTK	721
BTLA	276
BTN1A1	16
BTN2A1	757
BTN2A2	162
BTN2A3P	54
BTN3A1	2152
BTN3A2	1135
BTN3A3	578
BTNL10	10
BTNL2	5
BTNL3	60
BTNL8	165
BTNL9	12
BTRC	306
BUB1	164
BUB1B	110
BUB3	606
BUD13	142
BUD31	166
BVES	0
BVES_AS1	0
BYSL	98
BZRAP1	376
BZRAP1_AS1	99
BZW1	845
BZW2	177
C10orf10	42
C10orf105	273
C10orf107	0
C10orf11	41
C10orf111	7
C10orf113	9
C10orf12	725
C10orf120	0
C10orf126	0
C10orf128	158
C10orf131	19
C10orf142	0
C10orf2	37
C10orf25	24
C10orf32	95
C10orf32_ASMT	0
C10orf35	2
C10orf53	0
C10orf54	5256
C10orf55	0
C10orf62	0
C10orf67	0
C10orf71	0
C10orf71_AS1	0
C10orf76	384
C10orf82	0
C10orf88	58
C10orf90	1
C10orf91	0
C10orf95	6
C10orf99	0
C11orf1	25
C11orf16	0
C11orf21	309
C11orf24	45
C11orf30	763
C11orf31	169
C11orf39	0
C11orf40	0
C11orf42	12
C11orf44	0
C11orf45	1
C11orf49	79
C11orf52	0
C11orf53	1
C11orf54	180
C11orf57	208
C11orf58	795
C11orf63	26
C11orf65	13
C11orf68	40
C11orf70	0
C11orf71	41
C11orf72	0
C11orf73	99
C11orf74	17
C11orf80	93
C11orf84	22
C11orf85	1
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	1
C11orf94	4
C11orf95	55
C11orf96	0
C11orf97	0
C11orf98	2
C12orf10	105
C12orf29	109
C12orf4	191
C12orf40	4
C12orf42	40
C12orf43	70
C12orf45	25
C12orf49	254
C12orf50	0
C12orf54	0
C12orf56	0
C12orf57	128
C12orf60	9
C12orf65	105
C12orf66	60
C12orf71	2
C12orf73	7
C12orf74	5
C12orf75	173
C12orf76	102
C12orf77	0
C12orf79	15
C12orf80	0
C14orf1	49
C14orf105	3
C14orf119	173
C14orf132	25
C14orf142	60
C14orf159	1623
C14orf166	342
C14orf169	125
C14orf177	0
C14orf178	14
C14orf180	0
C14orf2	181
C14orf28	26
C14orf37	1
C14orf39	0
C14orf79	7
C14orf80	38
C14orf93	84
C15orf26	18
C15orf27	6
C15orf32	0
C15orf38_AP3S2	0
C15orf39	2248
C15orf40	78
C15orf41	34
C15orf43	0
C15orf48	4
C15orf52	44
C15orf53	3
C15orf54	9
C15orf56	0
C15orf57	121
C15orf59	0
C15orf59_AS1	0
C15orf61	8
C15orf62	29
C15orf65	1
C16orf13	43
C16orf45	23
C16orf46	5
C16orf47	1
C16orf52	123
C16orf54	1519
C16orf58	106
C16orf59	2
C16orf62	406
C16orf70	178
C16orf71	5
C16orf72	1222
C16orf74	25
C16orf78	0
C16orf82	0
C16orf86	17
C16orf87	70
C16orf89	1
C16orf90	1
C16orf91	29
C16orf92	0
C16orf93	1
C16orf95	2
C16orf96	4
C16orf97	0
C17orf100	19
C17orf102	0
C17orf104	8
C17orf105	0
C17orf107	75
C17orf112	0
C17orf47	2
C17orf49	0
C17orf50	0
C17orf51	47
C17orf53	19
C17orf58	23
C17orf59	78
C17orf62	1227
C17orf64	0
C17orf67	48
C17orf74	0
C17orf75	84
C17orf77	5
C17orf78	4
C17orf80	168
C17orf82	0
C17orf85	743
C17orf89	23
C17orf96	9
C17orf97	16
C17orf98	0
C17orf99	5
C18orf21	137
C18orf25	699
C18orf32	0
C18orf42	0
C18orf54	61
C18orf61	0
C18orf63	0
C18orf65	5
C18orf8	530
C19orf12	122
C19orf18	3
C19orf24	29
C19orf25	78
C19orf33	0
C19orf35	212
C19orf38	306
C19orf43	228
C19orf44	15
C19orf45	1
C19orf47	23
C19orf48	55
C19orf52	62
C19orf53	94
C19orf54	31
C19orf57	5
C19orf60	87
C19orf66	151
C19orf67	2
C19orf68	23
C19orf70	51
C19orf71	39
C19orf73	0
C19orf80	0
C19orf81	0
C19orf84	1
C1D	71
C1GALT1	796
C1GALT1C1	141
C1GALT1C1L	0
C1QA	15
C1QB	18
C1QBP	199
C1QC	9
C1QL1	0
C1QL2	0
C1QL3	52
C1QL4	0
C1QTNF1	0
C1QTNF1_AS1	0
C1QTNF2	0
C1QTNF3	19
C1QTNF3_AMACR	2
C1QTNF4	7
C1QTNF5	0
C1QTNF6	9
C1QTNF7	37
C1QTNF8	0
C1QTNF9	0
C1QTNF9B	0
C1QTNF9B_AS1	0
C1R	25
C1RL	545
C1RL_AS1	437
C1S	5
C1orf100	0
C1orf101	24
C1orf105	47
C1orf106	0
C1orf109	48
C1orf110	2
C1orf111	0
C1orf112	180
C1orf115	10
C1orf116	21
C1orf122	24
C1orf123	111
C1orf127	6
C1orf131	86
C1orf137	0
C1orf140	0
C1orf141	0
C1orf145	12
C1orf146	5
C1orf158	0
C1orf159	29
C1orf162	358
C1orf167	11
C1orf168	0
C1orf174	139
C1orf177	9
C1orf185	0
C1orf186	14
C1orf189	3
C1orf194	8
C1orf195	0
C1orf198	131
C1orf204	15
C1orf21	83
C1orf210	0
C1orf216	50
C1orf220	21
C1orf226	0
C1orf228	55
C1orf229	0
C1orf233	6
C1orf234	1
C1orf27	537
C1orf35	28
C1orf43	436
C1orf50	49
C1orf52	227
C1orf53	0
C1orf54	8
C1orf56	34
C1orf61	0
C1orf64	0
C1orf68	0
C1orf74	93
C1orf87	0
C1orf94	0
C1orf95	18
C2	18
C2_AS1	0
C20orf141	0
C20orf144	1
C20orf166_AS1	0
C20orf173	2
C20orf194	225
C20orf195	10
C20orf196	49
C20orf197	42
C20orf202	0
C20orf203	1
C20orf24	53
C20orf27	44
C20orf62	0
C20orf78	0
C20orf85	0
C20orf96	25
C21orf140	0
C21orf2	88
C21orf33	25
C21orf58	19
C21orf59	94
C21orf62	19
C21orf62_AS1	18
C21orf91	347
C21orf91_OT1	5
C22orf15	2
C22orf23	15
C22orf24	5
C22orf29	94
C22orf31	0
C22orf34	74
C22orf39	121
C22orf42	1
C22orf46	52
C2CD2	119
C2CD2L	216
C2CD3	802
C2CD4A	0
C2CD4B	0
C2CD4C	0
C2CD4D	0
C2CD5	816
C2orf15	3
C2orf16	12
C2orf27A	1
C2orf27B	0
C2orf40	1
C2orf42	90
C2orf44	84
C2orf47	50
C2orf48	6
C2orf49	280
C2orf50	1
C2orf54	0
C2orf57	0
C2orf61	33
C2orf66	3
C2orf68	434
C2orf69	154
C2orf70	0
C2orf71	1
C2orf72	0
C2orf73	0
C2orf74	49
C2orf76	40
C2orf78	0
C2orf80	0
C2orf81	7
C2orf82	1
C2orf83	0
C2orf88	593
C2orf91	0
C3	17
C3AR1	133
C3P1	0
C3orf14	6
C3orf17	400
C3orf18	41
C3orf20	48
C3orf22	1
C3orf30	0
C3orf33	23
C3orf35	75
C3orf36	0
C3orf38	330
C3orf49	8
C3orf52	11
C3orf56	0
C3orf58	485
C3orf62	524
C3orf67	0
C3orf67_AS1	0
C3orf70	9
C3orf79	0
C3orf80	0
C3orf84	0
C4A	0
C4B	0
C4BPA	6
C4BPB	0
C4B_2	0
C4orf17	1
C4orf19	39
C4orf22	0
C4orf26	0
C4orf27	91
C4orf29	307
C4orf3	537
C4orf32	56
C4orf33	121
C4orf36	3
C4orf45	5
C4orf46	40
C4orf47	0
C4orf48	10
C4orf51	0
C5	210
C5AR1	1954
C5AR2	379
C5orf15	179
C5orf17	1
C5orf22	151
C5orf24	289
C5orf28	58
C5orf30	64
C5orf34	32
C5orf38	0
C5orf42	367
C5orf45	49
C5orf46	0
C5orf47	0
C5orf49	0
C5orf51	209
C5orf52	0
C5orf56	201
C5orf58	160
C5orf60	0
C5orf63	55
C5orf64	0
C5orf66	162
C5orf66_AS1	0
C5orf66_AS2	0
C5orf67	10
C6	0
C6orf1	28
C6orf10	9
C6orf106	904
C6orf118	0
C6orf120	289
C6orf132	1
C6orf136	45
C6orf141	0
C6orf15	0
C6orf163	79
C6orf165	1
C6orf201	16
C6orf203	34
C6orf222	4
C6orf223	0
C6orf226	16
C6orf229	37
C6orf25	216
C6orf47	280
C6orf48	235
C6orf52	4
C6orf58	2
C6orf62	2012
C6orf7	0
C6orf89	981
C6orf99	1
C7	0
C7orf13	4
C7orf25	91
C7orf26	214
C7orf31	72
C7orf33	0
C7orf34	13
C7orf43	351
C7orf49	601
C7orf50	61
C7orf55	8
C7orf55_LUC7L2	0
C7orf57	2
C7orf60	256
C7orf61	7
C7orf62	0
C7orf65	0
C7orf66	0
C7orf69	0
C7orf71	9
C7orf72	0
C7orf73	829
C7orf76	0
C7orf77	0
C8A	0
C8B	0
C8G	0
C8orf22	0
C8orf31	4
C8orf33	108
C8orf34	0
C8orf34_AS1	0
C8orf37	30
C8orf37_AS1	3
C8orf4	0
C8orf44	33
C8orf44_SGK3	0
C8orf46	4
C8orf48	0
C8orf49	0
C8orf58	88
C8orf59	151
C8orf74	0
C8orf76	31
C8orf82	28
C8orf86	0
C8orf87	0
C8orf88	12
C8orf89	0
C9	0
C9orf106	3
C9orf114	115
C9orf116	4
C9orf117	3
C9orf129	0
C9orf131	136
C9orf135	0
C9orf135_AS1	0
C9orf139	77
C9orf142	110
C9orf152	7
C9orf153	7
C9orf156	300
C9orf16	32
C9orf163	2
C9orf170	0
C9orf171	0
C9orf172	2
C9orf173	1
C9orf173_AS1	0
C9orf24	3
C9orf3	177
C9orf40	80
C9orf41_AS1	23
C9orf43	6
C9orf47	9
C9orf50	0
C9orf57	2
C9orf62	0
C9orf64	42
C9orf66	72
C9orf69	151
C9orf72	1756
C9orf78	836
C9orf84	253
C9orf85	59
C9orf89	201
C9orf9	5
C9orf91	185
C9orf92	0
CA1	858
CA10	0
CA11	2
CA12	0
CA13	36
CA14	32
CA2	262
CA3	3
CA3_AS1	14
CA4	75
CA5A	0
CA5B	308
CA5BP1	32
CA6	14
CA7	3
CA8	6
CA9	0
CAAP1	165
CAB39	2219
CAB39L	66
CABIN1	887
CABLES1	1
CABLES2	68
CABP1	0
CABP2	0
CABP4	7
CABP5	6
CABP7	7
CABS1	0
CABYR	10
CACFD1	33
CACHD1	7
CACNA1A	18
CACNA1B	2
CACNA1C	19
CACNA1C_AS1	3
CACNA1C_AS2	0
CACNA1C_AS4	0
CACNA1C_IT2	0
CACNA1C_IT3	0
CACNA1D	14
CACNA1E	288
CACNA1F	15
CACNA1G	0
CACNA1G_AS1	1
CACNA1H	14
CACNA1I	71
CACNA1S	0
CACNA2D1	0
CACNA2D2	39
CACNA2D3	63
CACNA2D3_AS1	0
CACNA2D4	97
CACNB1	32
CACNB2	73
CACNB3	9
CACNB4	77
CACNG1	11
CACNG2	0
CACNG3	0
CACNG4	3
CACNG5	0
CACNG6	0
CACNG7	0
CACNG8	3
CACTIN	87
CACTIN_AS1	7
CACUL1	910
CACYBP	318
CAD	242
CADM1	25
CADM2	4
CADM2_AS2	0
CADM3	0
CADM3_AS1	1
CADM4	12
CADPS	0
CADPS2	1
CAGE1	2
CAHM	13
CALB1	33
CALB2	0
CALCA	0
CALCB	1
CALCOCO1	1185
CALCOCO2	922
CALCR	0
CALCRL	42
CALD1	69
CALHM1	0
CALHM2	110
CALHM3	0
CALM1	2934
CALM2	2106
CALM3	1097
CALML3	0
CALML3_AS1	0
CALML4	490
CALML5	0
CALML6	0
CALN1	0
CALR	942
CALR3	0
CALU	300
CALY	1
CAMK1	73
CAMK1D	1171
CAMK1G	0
CAMK2A	0
CAMK2B	2
CAMK2D	510
CAMK2G	1406
CAMK2N1	9
CAMK2N2	0
CAMK4	422
CAMKK1	246
CAMKK2	1074
CAMKMT	69
CAMKV	0
CAMLG	240
CAMP	18
CAMSAP1	384
CAMSAP2	54
CAMSAP3	3
CAMTA1	181
CAMTA2	342
CAND1	829
CAND1.11	6
CAND2	19
CANT1	670
CANX	3270
CAP1	3086
CAP2	0
CAPG	274
CAPN1	608
CAPN10	186
CAPN10_AS1	19
CAPN11	3
CAPN12	46
CAPN13	10
CAPN14	9
CAPN15	174
CAPN2	2186
CAPN3	289
CAPN5	89
CAPN6	0
CAPN7	804
CAPN8	2
CAPN9	0
CAPNS1	554
CAPNS2	41
CAPRIN1	1918
CAPRIN2	841
CAPS	59
CAPS2	60
CAPSL	0
CAPZA1	2789
CAPZA2	1130
CAPZA3	0
CAPZB	1017
CARD10	0
CARD11	583
CARD14	65
CARD16	437
CARD17	17
CARD18	0
CARD6	239
CARD8	2329
CARD8_AS1	152
CARD9	168
CARF	285
CARHSP1	263
CARKD	199
CARM1	238
CARNMT1	261
CARNS1	25
CARS	564
CARS2	486
CARTPT	0
CASC1	12
CASC10	0
CASC11	1
CASC15	7
CASC16	0
CASC17	0
CASC18	0
CASC19	2
CASC2	5
CASC20	0
CASC21	0
CASC23	0
CASC3	1733
CASC4	1211
CASC5	591
CASC6	0
CASC8	0
CASC9	0
CASD1	324
CASK	405
CASKIN1	2
CASKIN2	4
CASP1	1706
CASP10	529
CASP12	1
CASP14	0
CASP16P	3
CASP1P2	11
CASP2	656
CASP3	314
CASP4	2022
CASP5	447
CASP6	109
CASP7	155
CASP8	3093
CASP8AP2	1036
CASP9	186
CASQ1	5
CASQ2	0
CASR	3
CASS4	691
CAST	3295
CASZ1	81
CAT	557
CATIP	7
CATIP_AS1	9
CATIP_AS2	2
CATSPER1	21
CATSPER2	22
CATSPER2P1	2
CATSPER3	9
CATSPER4	0
CATSPERB	48
CATSPERD	1
CATSPERG	30
CAV1	7
CAV2	16
CAV3	0
CBARP	0
CBFA2T2	393
CBFA2T3	401
CBFB	536
CBL	2200
CBLB	482
CBLC	0
CBLL1	483
CBLN1	0
CBLN2	0
CBLN3	1
CBLN4	0
CBR1	74
CBR3	13
CBR3_AS1	29
CBR4	232
CBS	3
CBWD1	66
CBWD2	183
CBWD3	19
CBWD5	85
CBWD6	37
CBX1	237
CBX2	5
CBX3	936
CBX3P2	40
CBX4	227
CBX5	914
CBX6	277
CBX7	448
CBX8	13
CBY1	20
CBY3	1
CC2D1A	166
CC2D1B	376
CC2D2A	455
CC2D2B	31
CCAR1	1156
CCAR2	677
CCAT1	2
CCAT2	1
CCBE1	2
CCBL1	64
CCBL2	199
CCDC101	155
CCDC102A	20
CCDC102B	9
CCDC103	1
CCDC105	0
CCDC106	19
CCDC107	3
CCDC108	0
CCDC109B	372
CCDC110	2
CCDC112	110
CCDC113	3
CCDC114	6
CCDC115	129
CCDC116	1
CCDC117	304
CCDC12	120
CCDC120	30
CCDC121	29
CCDC122	23
CCDC124	54
CCDC125	398
CCDC126	255
CCDC127	65
CCDC129	0
CCDC13	43
CCDC13_AS1	0
CCDC130	278
CCDC134	68
CCDC136	26
CCDC137	100
CCDC138	113
CCDC14	584
CCDC140	0
CCDC141	217
CCDC142	82
CCDC144A	92
CCDC144B	214
CCDC144CP	99
CCDC144NL	5
CCDC144NL_AS1	0
CCDC146	290
CCDC148	1
CCDC148_AS1	2
CCDC149	108
CCDC15	191
CCDC150	35
CCDC151	0
CCDC152	16
CCDC153	15
CCDC154	19
CCDC155	0
CCDC157	7
CCDC158	1
CCDC159	150
CCDC160	0
CCDC162P	0
CCDC163P	5
CCDC166	0
CCDC167	55
CCDC168	7
CCDC169	0
CCDC169_SOHLH2	0
CCDC17	150
CCDC170	64
CCDC171	47
CCDC172	0
CCDC173	0
CCDC174	357
CCDC175	41
CCDC176	342
CCDC177	0
CCDC178	0
CCDC179	0
CCDC18	1334
CCDC180	0
CCDC181	9
CCDC182	0
CCDC183	8
CCDC183_AS1	7
CCDC184	0
CCDC185	0
CCDC186	997
CCDC22	92
CCDC24	14
CCDC25	146
CCDC26	12
CCDC27	0
CCDC28A	206
CCDC28B	25
CCDC3	1
CCDC30	36
CCDC33	0
CCDC34	12
CCDC36	32
CCDC37	8
CCDC37_AS1	0
CCDC38	14
CCDC39	114
CCDC40	2
CCDC42	2
CCDC42B	8
CCDC43	99
CCDC47	562
CCDC50	557
CCDC51	19
CCDC53	216
CCDC54	0
CCDC57	188
CCDC58	51
CCDC59	202
CCDC6	575
CCDC60	0
CCDC61	32
CCDC62	28
CCDC63	0
CCDC64	128
CCDC64B	16
CCDC65	62
CCDC66	1491
CCDC67	3
CCDC68	15
CCDC69	1142
CCDC7	1118
CCDC70	0
CCDC71	99
CCDC71L	258
CCDC73	27
CCDC74A	2
CCDC74B	0
CCDC77	177
CCDC78	16
CCDC79	5
CCDC8	0
CCDC80	1
CCDC81	1
CCDC82	477
CCDC83	0
CCDC84	235
CCDC85A	0
CCDC85B	43
CCDC85C	84
CCDC86	43
CCDC87	0
CCDC88A	1667
CCDC88B	2397
CCDC88C	1461
CCDC89	8
CCDC9	300
CCDC90B	398
CCDC91	789
CCDC92	115
CCDC93	925
CCDC94	63
CCDC96	21
CCDC97	228
CCER1	0
CCER2	1
CCHCR1	82
CCHE1	0
CCIN	54
CCK	0
CCKAR	0
CCKBR	0
CCL1	0
CCL11	0
CCL13	0
CCL14	0
CCL15	0
CCL15_CCL14	0
CCL16	0
CCL17	0
CCL18	0
CCL19	0
CCL2	0
CCL20	0
CCL21	0
CCL22	0
CCL23	0
CCL24	0
CCL25	0
CCL26	0
CCL27	0
CCL28	33
CCL3	0
CCL3L1	0
CCL3L3	0
CCL4	0
CCL4L1	1
CCL4L2	3
CCL5	1160
CCL7	0
CCL8	0
CCM2	979
CCM2L	2
CCNA1	5
CCNA2	105
CCNB1	186
CCNB1IP1	102
CCNB2	58
CCNB3	3
CCNC	305
CCND1	4
CCND2	1385
CCND2_AS1	1
CCND3	655
CCNDBP1	1217
CCNE1	36
CCNE2	170
CCNF	57
CCNG1	655
CCNG2	580
CCNH	459
CCNI	3598
CCNI2	15
CCNJ	95
CCNJL	518
CCNK	421
CCNL1	3436
CCNL2	1161
CCNO	0
CCNT1	599
CCNT2	1006
CCNT2_AS1	17
CCNY	1316
CCNYL1	429
CCNYL2	0
CCP110	374
CCPG1	194
CCR1	613
CCR10	4
CCR2	930
CCR3	50
CCR4	190
CCR5	140
CCR6	202
CCR7	473
CCR8	12
CCR9	95
CCRL2	12
CCS	143
CCSAP	564
CCSER1	50
CCSER2	1420
CCT2	1230
CCT3	774
CCT4	513
CCT5	839
CCT6A	545
CCT6B	18
CCT6P1	90
CCT6P3	85
CCT7	505
CCT8	717
CCT8L2	0
CCZ1	125
CCZ1B	110
CD101	208
CD109	60
CD14	1302
CD151	148
CD160	137
CD163	861
CD163L1	5
CD164	1739
CD164L2	0
CD177	25
CD180	248
CD19	62
CD1A	2
CD1B	0
CD1C	43
CD1D	267
CD1E	4
CD2	640
CD200	21
CD200R1	159
CD200R1L	0
CD207	0
CD209	2
CD22	369
CD226	749
CD24	72
CD244	274
CD247	485
CD248	3
CD27	82
CD27_AS1	36
CD274	251
CD276	0
CD28	805
CD2AP	594
CD2BP2	441
CD300A	1209
CD300C	71
CD300E	592
CD300LB	211
CD300LD	9
CD300LF	488
CD300LG	0
CD302	1
CD320	23
CD33	146
CD34	0
CD36	1936
CD37	1353
CD38	96
CD3D	451
CD3E	519
CD3EAP	11
CD3G	425
CD4	1063
CD40	57
CD40LG	172
CD44	5279
CD46	2527
CD47	1689
CD48	1627
CD5	440
CD52	386
CD53	2571
CD55	1802
CD58	367
CD59	567
CD5L	0
CD6	397
CD63	707
CD68	633
CD69	534
CD7	67
CD70	10
CD72	38
CD74	5748
CD79A	168
CD79B	172
CD80	43
CD81	307
CD81_AS1	10
CD82	404
CD83	109
CD84	1165
CD86	401
CD8A	494
CD8B	123
CD9	76
CD93	2428
CD96	928
CD99	597
CD99L2	258
CD99P1	124
CDA	198
CDADC1	98
CDAN1	138
CDC123	507
CDC14A	907
CDC14B	207
CDC14C	0
CDC16	479
CDC20	52
CDC20B	0
CDC23	130
CDC25A	14
CDC25B	651
CDC25C	39
CDC26	68
CDC27	2047
CDC34	646
CDC37	661
CDC37L1	127
CDC37L1_AS1	3
CDC40	535
CDC42	2522
CDC42BPA	905
CDC42BPB	216
CDC42BPG	59
CDC42EP1	6
CDC42EP2	228
CDC42EP3	3271
CDC42EP4	43
CDC42EP5	0
CDC42P3	0
CDC42SE1	3959
CDC42SE2	2472
CDC45	12
CDC5L	808
CDC6	60
CDC7	156
CDC73	915
CDCA2	64
CDCA3	8
CDCA4	59
CDCA5	16
CDCA7	44
CDCA7L	168
CDCA8	39
CDCP1	6
CDCP2	0
CDH1	148
CDH10	0
CDH11	0
CDH12	0
CDH13	1
CDH15	0
CDH16	0
CDH17	2
CDH18	0
CDH19	0
CDH2	6
CDH20	1
CDH22	0
CDH23	928
CDH24	6
CDH26	40
CDH3	2
CDH4	11
CDH5	0
CDH6	3
CDH7	0
CDH8	0
CDH9	0
CDHR1	24
CDHR2	17
CDHR3	11
CDHR4	2
CDHR5	27
CDIP1	130
CDIPT	238
CDIPT_AS1	0
CDK1	28
CDK10	183
CDK11A	459
CDK11B	422
CDK12	1847
CDK13	1564
CDK14	430
CDK15	0
CDK16	322
CDK17	1215
CDK18	0
CDK19	771
CDK2	55
CDK20	13
CDK2AP1	100
CDK2AP2	52
CDK3	0
CDK4	60
CDK5	23
CDK5R1	41
CDK5R2	0
CDK5RAP1	155
CDK5RAP2	954
CDK5RAP3	1391
CDK6	977
CDK7	141
CDK8	300
CDK9	594
CDKAL1	379
CDKL1	320
CDKL2	3
CDKL3	27
CDKL4	7
CDKL5	136
CDKN1A	162
CDKN1B	1763
CDKN1C	19
CDKN2A	0
CDKN2A_AS1	0
CDKN2AIP	194
CDKN2AIPNL	102
CDKN2B	29
CDKN2B_AS1	3
CDKN2C	33
CDKN2D	726
CDKN3	122
CDNF	7
CDO1	0
CDON	7
CDPF1	17
CDR1	2
CDR2	307
CDR2L	0
CDRT1	1
CDRT15	0
CDRT15L2	0
CDRT15P1	11
CDRT15P2	0
CDRT4	3
CDRT7	0
CDRT8	0
CDS1	3
CDS2	1680
CDSN	0
CDT1	15
CDV3	2097
CDX1	0
CDX2	0
CDX4	0
CDY1	0
CDY1B	0
CDY2A	0
CDY2B	0
CDYL	1346
CDYL2	87
CEACAM1	164
CEACAM16	2
CEACAM18	0
CEACAM19	8
CEACAM20	1
CEACAM21	105
CEACAM22P	6
CEACAM3	572
CEACAM4	201
CEACAM5	1
CEACAM6	16
CEACAM7	0
CEACAM8	17
CEBPA	162
CEBPA_AS1	5
CEBPB	488
CEBPB_AS1	33
CEBPD	661
CEBPE	3
CEBPG	305
CEBPZ	438
CEBPZOS	140
CECR1	1353
CECR2	9
CECR3	4
CECR5	76
CECR5_AS1	1
CECR6	105
CECR7	4
CEL	7
CELA1	1
CELA2A	0
CELA2B	7
CELA3A	0
CELA3B	0
CELF1	2274
CELF2	4765
CELF2_AS1	1033
CELF2_AS2	0
CELF3	11
CELF4	0
CELF5	1
CELF6	17
CELP	0
CELSR1	42
CELSR2	31
CELSR3	27
CELSR3_AS1	5
CEMIP	77
CEMP1	21
CEND1	12
CENPA	5
CENPB	156
CENPBD1	73
CENPBD1P1	201
CENPC	687
CENPE	503
CENPF	363
CENPH	321
CENPI	102
CENPJ	137
CENPK	726
CENPL	28
CENPM	11
CENPN	134
CENPO	35
CENPP	53
