	gene_id_NP22_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	4
A2M_AS1	1
A2ML1	11
A2MP1	3
A3GALT2	1
A4GALT	32
A4GNT	0
AA06	0
AAAS	7
AACS	27
AACSP1	12
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	0
AAGAB	10
AAK1	55
AAMDC	1
AAMP	92
AANAT	0
AAR2	2
AARD	0
AARS	12
AARS2	7
AARSD1	0
AASDH	3
AASDHPPT	2
AASS	4
AATBC	4
AATF	105
AATK	25
AATK_AS1	3
ABALON	1
ABAT	5
ABCA1	38
ABCA10	0
ABCA11P	0
ABCA12	6
ABCA13	123
ABCA17P	2
ABCA2	12
ABCA3	20
ABCA4	3
ABCA5	4
ABCA6	0
ABCA7	71
ABCA8	1
ABCA9	0
ABCA9_AS1	0
ABCB1	3
ABCB10	0
ABCB11	2
ABCB4	3
ABCB5	1
ABCB6	7
ABCB7	1
ABCB8	9
ABCB9	1
ABCC1	31
ABCC10	9
ABCC11	1
ABCC12	0
ABCC13	0
ABCC2	7
ABCC3	11
ABCC4	3
ABCC5	13
ABCC5_AS1	0
ABCC6	2
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	37
ABCD2	0
ABCD3	6
ABCD4	6
ABCE1	2
ABCF1	96
ABCF2	6
ABCF3	11
ABCG1	23
ABCG2	0
ABCG4	3
ABCG5	0
ABCG8	1
ABHD1	1
ABHD10	1
ABHD11	18
ABHD11_AS1	2
ABHD12	7
ABHD12B	0
ABHD13	5
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	5
ABHD15	3
ABHD16A	12
ABHD16B	1
ABHD17A	6
ABHD17B	1
ABHD17C	7
ABHD2	39
ABHD3	7
ABHD4	4
ABHD5	25
ABHD6	2
ABHD8	1
ABI1	30
ABI2	4
ABI3	22
ABI3BP	0
ABL1	32
ABL2	24
ABLIM1	62
ABLIM2	17
ABLIM3	2
ABO	4
ABR	92
ABRA	0
ABRACL	5
ABT1	6
ABTB1	31
ABTB2	6
ACAA1	10
ACAA2	0
ACACA	20
ACACB	12
ACAD10	10
ACAD11	0
ACAD8	15
ACAD9	17
ACADL	1
ACADM	4
ACADS	4
ACADSB	1
ACADVL	72
ACAN	1
ACAP1	17
ACAP2	25
ACAP3	46
ACAT1	1
ACAT2	3
ACBD3	210
ACBD4	2
ACBD5	71
ACBD6	5
ACBD7	0
ACCS	17
ACCSL	0
ACD	1
ACE	18
ACE2	5
ACER1	0
ACER2	1
ACER3	9
ACHE	8
ACIN1	367
ACKR1	1
ACKR2	0
ACKR3	0
ACKR4	0
ACLY	17
ACMSD	0
ACO1	3
ACO2	11
ACOT1	0
ACOT11	8
ACOT12	2
ACOT13	11
ACOT2	1
ACOT4	0
ACOT6	0
ACOT7	8
ACOT8	0
ACOT9	14
ACOX1	25
ACOX2	0
ACOX3	22
ACOXL	19
ACP1	2
ACP2	10
ACP5	4
ACP6	6
ACPP	1
ACPT	0
ACR	0
ACRBP	4
ACRC	1
ACRV1	0
ACSBG1	1
ACSBG2	0
ACSF2	16
ACSF3	12
ACSL1	161
ACSL3	23
ACSL4	28
ACSL5	34
ACSL6	2
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	5
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	6
ACSS2	30
ACSS3	7
ACTA1	2
ACTA2	34
ACTA2_AS1	0
ACTB	892
ACTBL2	1
ACTC1	1
ACTG1	410
ACTG1P17	0
ACTG1P20	1
ACTG1P4	2
ACTG2	0
ACTL10	1
ACTL6A	2
ACTL6B	0
ACTL7A	1
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	38
ACTN1_AS1	0
ACTN2	1
ACTN3	1
ACTN4	234
ACTR10	7
ACTR1A	8
ACTR1B	10
ACTR2	84
ACTR3	55
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	0
ACTR6	8
ACTR8	30
ACTRT1	0
ACTRT2	0
ACTRT3	1
ACVR1	1
ACVR1B	9
ACVR1C	1114
ACVR2A	2
ACVR2B	4
ACVR2B_AS1	1
ACVRL1	2
ACY1	2
ACY3	2
ACYP1	2
ACYP2	3
ADA	28
ADAD1	0
ADAD2	0
ADAL	0
ADAM10	21
ADAM11	7
ADAM12	0
ADAM15	12
ADAM17	20
ADAM18	0
ADAM19	13
ADAM1A	8
ADAM2	0
ADAM20	0
ADAM20P1	1
ADAM21	0
ADAM21P1	0
ADAM22	1
ADAM23	5
ADAM28	44
ADAM29	1
ADAM30	1
ADAM32	0
ADAM33	0
ADAM3A	1
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	34
ADAM9	81
ADAMDEC1	6
ADAMTS1	0
ADAMTS10	2
ADAMTS12	2
ADAMTS13	4
ADAMTS14	1
ADAMTS15	16
ADAMTS16	3
ADAMTS17	2
ADAMTS18	12
ADAMTS19	2
ADAMTS19_AS1	0
ADAMTS2	2
ADAMTS20	1
ADAMTS3	6
ADAMTS4	0
ADAMTS5	0
ADAMTS6	10
ADAMTS7	2
ADAMTS7P1	2
ADAMTS8	2
ADAMTS9	1
ADAMTS9_AS1	1
ADAMTS9_AS2	0
ADAMTSL1	439
ADAMTSL2	0
ADAMTSL3	7
ADAMTSL4	15
ADAMTSL4_AS1	2
ADAMTSL5	1
ADAP1	9
ADAP2	1
ADAR	94
ADARB1	7
ADARB2	16
ADARB2_AS1	0
ADAT1	5
ADAT2	1
ADAT3	1
ADCK1	26
ADCK2	459
ADCK3	3
ADCK4	8
ADCK5	3
ADCY1	1
ADCY10	0
ADCY10P1	0
ADCY2	1
ADCY3	25
ADCY4	1
ADCY5	16
ADCY6	13
ADCY7	7
ADCY8	20
ADCY9	10
ADCYAP1	3
ADCYAP1R1	3
ADD1	40
ADD2	0
ADD3	21
ADD3_AS1	0
ADGB	6
ADGRA1	11
ADGRA1_AS1	0
ADGRA2	5
ADGRA3	1
ADGRB1	2
ADGRB2	0
ADGRB3	0
ADGRD1	0
ADGRE1	3
ADGRE2	66
ADGRE3	3
ADGRE4P	0
ADGRE5	59
ADGRF1	24
ADGRF2	0
ADGRF3	2
ADGRF4	2
ADGRF5	0
ADGRG1	34
ADGRG2	1
ADGRG3	28
ADGRG4	0
ADGRG5	0
ADGRG6	4
ADGRG7	0
ADGRL1	14
ADGRL2	0
ADGRL3	1
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	4
ADH1A	0
ADH1B	0
ADH1C	33
ADH4	0
ADH5	4
ADH6	0
ADH7	13
ADHFE1	0
ADI1	14
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	24
ADIPOR2	6
ADIRF	1
ADK	1
ADM	28
ADM2	12
ADM5	0
ADNP	5
ADNP_AS1	1
ADNP2	3
ADO	2
ADORA1	15
ADORA2A	1
ADORA2A_AS1	1
ADORA2B	4
ADORA3	0
ADPGK	1
ADPGK_AS1	1
ADPRH	123
ADPRHL1	3
ADPRHL2	9
ADPRM	1
ADRA1A	6
ADRA1B	4
ADRA1D	2
ADRA2A	0
ADRA2B	0
ADRA2C	0
ADRB1	5
ADRB2	3
ADRB3	1
ADRBK1	82
ADRBK2	9
ADRM1	21
ADSL	3
ADSS	22
ADSSL1	4
ADTRP	0
AEBP1	28
AEBP2	288
AEN	3
AES	80
AFAP1	106
AFAP1_AS1	0
AFAP1L1	2
AFAP1L2	2
AFF1	41
AFF2	3
AFF3	1
AFF4	62
AFG3L1P	5
AFG3L2	4
AFM	0
AFMID	3
AFP	0
AFTPH	18
AGA	2
AGAP1	20
AGAP1_IT1	0
AGAP11	0
AGAP2	17
AGAP2_AS1	0
AGAP3	19
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	1
AGBL2	1
AGBL3	0
AGBL4	0
AGBL4_IT1	0
AGBL5	7
AGBL5_AS1	0
AGER	4
AGFG1	17
AGFG2	45
AGGF1	19
AGK	14
AGL	0
AGMAT	3
AGMO	0
AGO1	18
AGO2	21
AGO3	3
AGO4	9
AGPAT1	2
AGPAT2	4
AGPAT3	30
AGPAT4	1
AGPAT4_IT1	0
AGPAT5	1
AGPS	8
AGR2	44
AGR3	1
AGRN	115
AGRP	0
AGT	0
AGTPBP1	17
AGTR1	0
AGTR2	0
AGTRAP	8
AGXT	0
AGXT2	0
AHCTF1	7
AHCTF1P1	0
AHCY	5
AHCYL1	31
AHCYL2	13
AHDC1	18
AHI1	8
AHNAK	364
AHNAK2	14
AHR	151
AHRR	2
AHSA1	17
AHSA2	89
AHSG	0
AHSP	0
AICDA	1
AIDA	2
AIF1	22
AIF1L	13
AIFM1	4
AIFM2	4
AIFM3	2
AIG1	3
AIM1	57
AIM1L	19
AIM2	9
AIMP1	8
AIMP2	1
AIP	6
AIPL1	0
AIRE	7
AIRN	0
AJAP1	3
AJUBA	1
AK1	20
AK2	15
AK3	5
AK4	0
AK5	0
AK6	1
AK7	16
AK8	3
AK9	65
AKAP1	9
AKAP10	6
AKAP11	8
AKAP12	22
AKAP13	153
AKAP14	1
AKAP17A	102
AKAP2	0
AKAP3	1
AKAP4	0
AKAP5	0
AKAP6	0
AKAP7	0
AKAP8	95
AKAP8L	297
AKAP9	55
AKIP1	1
AKIRIN1	8
AKIRIN2	16
AKNA	61
AKNAD1	0
AKR1A1	39
AKR1B1	1
AKR1B10	20
AKR1B15	0
AKR1C1	57
AKR1C2	99
AKR1C3	1
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	2
AKR7A2P1	0
AKR7A3	1
AKR7L	0
AKT1	33
AKT1S1	12
AKT2	17
AKT3	1
AKTIP	1
ALAD	7
ALAS1	18
ALAS2	0
ALB	0
ALCAM	57
ALDH16A1	9
ALDH18A1	10
ALDH1A1	359
ALDH1A2	0
ALDH1A3	17
ALDH1B1	0
ALDH1L1	25
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	30
ALDH3A1	141
ALDH3A2	16
ALDH3B1	31
ALDH3B2	15
ALDH4A1	2
ALDH5A1	2
ALDH6A1	1
ALDH7A1	1
ALDH8A1	0
ALDH9A1	7
ALDOA	162
ALDOB	0
ALDOC	2
ALG1	4
ALG10	0
ALG10B	0
ALG11	3
ALG12	3
ALG13	10
ALG14	1
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	9
ALG3	7
ALG5	2
ALG6	2
ALG8	3
ALG9	2
ALK	2
ALKBH1	3
ALKBH2	9
ALKBH3	3
ALKBH3_AS1	0
ALKBH4	2
ALKBH5	9
ALKBH6	9
ALKBH7	1
ALKBH8	0
ALLC	0
ALMS1	5
ALMS1_IT1	0
ALMS1P	0
ALOX12	2
ALOX12_AS1	0
ALOX12B	2
ALOX12P2	4
ALOX15	156
ALOX15B	4
ALOX15P1	0
ALOX5	23
ALOX5AP	10
ALOXE3	5
ALPI	0
ALPK1	15
ALPK2	0
ALPK3	8
ALPL	123
ALPP	0
ALPPL2	0
ALS2	7
ALS2CL	73
ALS2CR11	0
ALS2CR12	1
ALX1	1
ALX3	0
ALX4	6
ALYREF	10
AMACR	0
AMBN	0
AMBP	31
AMBRA1	9
AMD1	21
AMDHD1	0
AMDHD2	10
AMELX	0
AMELY	0
AMER1	6
AMER2	3
AMER3	0
AMFR	6
AMH	6
AMHR2	1
AMICA1	14
AMIGO1	0
AMIGO2	5
AMIGO3	3
AMMECR1	6
AMMECR1L	6
AMN	17
AMN1	1
AMOT	10
AMOTL1	2
AMOTL2	16
AMPD1	0
AMPD2	17
AMPD3	33
AMPH	0
AMT	5
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	10
AMZ2	6
AMZ2P1	1
ANAPC1	1
ANAPC10	0
ANAPC11	5
ANAPC13	4
ANAPC15	3
ANAPC16	30
ANAPC1P1	1
ANAPC2	20
ANAPC4	0
ANAPC5	7
ANAPC7	7
ANG	0
ANGEL1	1
ANGEL2	7
ANGPT1	1
ANGPT2	0
ANGPT4	0
ANGPTL1	2
ANGPTL2	1
ANGPTL3	0
ANGPTL4	3
ANGPTL5	0
ANGPTL6	1
ANGPTL7	0
ANHX	0
ANK1	2
ANK2	1
ANK3	31
ANKAR	0
ANKDD1A	12
ANKDD1B	0
ANKEF1	2
ANKFN1	1
ANKFY1	21
ANKH	2
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	17
ANKK1	2
ANKLE1	0
ANKLE2	29
ANKMY1	5
ANKMY2	5
ANKRA2	2
ANKRD1	1
ANKRD10	1
ANKRD11	194
ANKRD12	49
ANKRD13A	20
ANKRD13B	2
ANKRD13C	7
ANKRD13D	13
ANKRD16	6
ANKRD17	232
ANKRD18A	1
ANKRD18B	1
ANKRD18DP	0
ANKRD19P	2
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	2
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	6
ANKRD22	4
ANKRD23	15
ANKRD24	6
ANKRD26	8
ANKRD26P1	0
ANKRD26P3	1
ANKRD27	2
ANKRD28	6
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	12
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	2
ANKRD33B	11
ANKRD34A	0
ANKRD34B	2
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	39
ANKRD36	0
ANKRD36B	3
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	23
ANKRD37	1
ANKRD39	1
ANKRD40	7
ANKRD42	82
ANKRD44	8
ANKRD44_IT1	0
ANKRD45	0
ANKRD46	1
ANKRD49	7
ANKRD50	11
ANKRD52	16
ANKRD53	0
ANKRD54	0
ANKRD55	2
ANKRD6	12
ANKRD60	1
ANKRD61	0
ANKRD62	1
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	14
ANKRD66	1
ANKRD7	0
ANKRD9	12
ANKS1A	23
ANKS1B	4
ANKS3	4
ANKS4B	0
ANKS6	3
ANKUB1	0
ANKZF1	20
ANLN	0
ANO1	1
ANO1_AS2	0
ANO10	4
ANO2	0
ANO3	0
ANO4	1
ANO5	107
ANO6	3
ANO7	1
ANO8	15
ANO9	10
ANOS1	1
ANP32A	192
ANP32A_IT1	2
ANP32AP1	0
ANP32B	362
ANP32C	1
ANP32D	0
ANP32E	122
ANPEP	69
ANTXR1	7
ANTXR2	7
ANTXRL	0
ANTXRLP1	0
ANXA1	295
ANXA10	0
ANXA11	117
ANXA13	0
ANXA2	86
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA3	45
ANXA4	20
ANXA5	14
ANXA6	6
ANXA7	6
ANXA8	1
ANXA8L1	0
ANXA9	1
AOAH	2
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	0
AOC4P	0
AOX1	1
AOX2P	1
AP1AR	3
AP1B1	35
AP1B1P1	0
AP1G1	18
AP1G2	6
AP1M1	14
AP1M2	12
AP1S1	10
AP1S2	1
AP1S3	6
AP2A1	14
AP2A2	11
AP2B1	17
AP2M1	29
AP2S1	9
AP3B1	93
AP3B2	5
AP3D1	404
AP3M1	1
AP3M2	3
AP3S1	4
AP3S2	0
AP4B1	3
AP4B1_AS1	1
AP4E1	7
AP4M1	3
AP4S1	6
AP5B1	42
AP5M1	7
AP5S1	7
AP5Z1	21
APAF1	15
APBA1	6
APBA2	2
APBA3	2
APBB1	8
APBB1IP	37
APBB2	3
APBB3	2
APC	15
APC2	30
APCDD1	0
APCDD1L	3
APCDD1L_AS1	2
APCS	0
APEH	19
APELA	0
APEX1	12
APEX2	1
APH1A	13
APH1B	2
API5	5
APIP	1
APITD1	0
APITD1_CORT	0
APLF	3
APLN	2
APLNR	0
APLP1	1
APLP2	171
APMAP	10
APOA1	0
APOA1_AS	0
APOA1BP	7
APOA2	1
APOA4	0
APOA5	0
APOB	2
APOBEC1	1
APOBEC2	0
APOBEC3A	8
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	4
APOBEC3D	1
APOBEC3F	12
APOBEC3G	15
APOBEC3H	0
APOBEC4	3
APOBR	135
APOC1	1
APOC1P1	1
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	4
APOE	87
APOF	0
APOH	0
APOL1	437
APOL2	133
APOL3	28
APOL4	7
APOL5	0
APOL6	113
APOLD1	3
APOM	0
APOO	0
APOOL	6
APOOP5	0
APOPT1	8
APP	144
APPBP2	17
APPL1	5
APPL2	30
APRT	3
APTR	5
APTX	3
AQP1	2
AQP10	1
AQP11	0
AQP12A	0
AQP12B	0
AQP2	0
AQP3	346
AQP4	0
AQP4_AS1	0
AQP5	195
AQP6	2
AQP7	0
AQP7P1	1
AQP7P3	0
AQP8	0
AQP9	96
AQR	37
AR	8
ARAF	14
ARAP1	73
ARAP2	13
ARAP3	15
ARC	2
ARCN1	33
AREG	19
AREL1	10
ARF1	51
ARF3	39
ARF4	15
ARF5	6
ARF6	74
ARFGAP1	11
ARFGAP2	24
ARFGAP3	249
ARFGEF1	27
ARFGEF2	24
ARFGEF3	63
ARFIP1	14
ARFIP2	10
ARFRP1	7
ARG1	1
ARG2	5
ARGFX	0
ARGFXP2	0
ARGLU1	811
ARHGAP1	17
ARHGAP10	8
ARHGAP11A	6
ARHGAP11B	2
ARHGAP12	15
ARHGAP15	2
ARHGAP17	12
ARHGAP18	13
ARHGAP19	2
ARHGAP19_SLIT1	0
ARHGAP20	7
ARHGAP21	55
ARHGAP22	0
ARHGAP23	41
ARHGAP24	5
ARHGAP25	16
ARHGAP26	16
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	53
ARHGAP28	0
ARHGAP29	0
ARHGAP30	91
ARHGAP31	8
ARHGAP31_AS1	1
ARHGAP32	35
ARHGAP33	13
ARHGAP35	19
ARHGAP36	5
ARHGAP39	8
ARHGAP4	29
ARHGAP40	2
ARHGAP42	2
ARHGAP44	19
ARHGAP5	41
ARHGAP5_AS1	0
ARHGAP6	3
ARHGAP8	0
ARHGAP9	36
ARHGDIA	60
ARHGDIB	58
ARHGDIG	5
ARHGEF1	108
ARHGEF10	8
ARHGEF10L	32
ARHGEF11	29
ARHGEF12	49
ARHGEF15	2
ARHGEF16	35
ARHGEF17	16
ARHGEF18	47
ARHGEF19	5
ARHGEF2	37
ARHGEF25	0
ARHGEF26	8
ARHGEF26_AS1	0
ARHGEF28	21
ARHGEF3	4
ARHGEF3_AS1	0
ARHGEF33	1
ARHGEF34P	2
ARHGEF35	4
ARHGEF37	12
ARHGEF38	0
ARHGEF38_IT1	0
ARHGEF39	1
ARHGEF4	6
ARHGEF40	8
ARHGEF5	14
ARHGEF6	7
ARHGEF7	14
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	1
ARHGEF9_IT1	0
ARID1A	60
ARID1B	52
ARID2	16
ARID3A	13
ARID3B	12
ARID3C	0
ARID4A	41
ARID4B	174
ARID5A	32
ARID5B	39
ARIH1	170
ARIH2	48
ARIH2OS	0
ARL1	21
ARL10	0
ARL11	5
ARL13A	0
ARL13B	1
ARL14	0
ARL14EP	4
ARL14EPL	1
ARL15	0
ARL16	5
ARL17A	0
ARL17B	0
ARL2	1
ARL2_SNX15	0
ARL2BP	2
ARL3	2
ARL4A	7
ARL4C	22
ARL4D	3
ARL5A	81
ARL5B	13
ARL5C	1
ARL6	2
ARL6IP1	12
ARL6IP4	85
ARL6IP5	8
ARL6IP6	3
ARL8A	17
ARL8B	7
ARL9	0
ARMC1	2
ARMC10	5
ARMC12	1
ARMC2	4
ARMC2_AS1	0
ARMC3	4
ARMC4	0
ARMC5	4
ARMC6	2
ARMC7	4
