	gene_id_WB46_
A1BG	1
A1BG_AS1	2
A1CF	1
A2M	181
A2M_AS1	43
A2ML1	1
A2MP1	13
A3GALT2	1
A4GALT	0
A4GNT	0
AA06	0
AAAS	23
AACS	10
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	10
AAGAB	77
AAK1	430
AAMDC	4
AAMP	79
AANAT	3
AAR2	31
AARD	0
AARS	111
AARS2	78
AARSD1	0
AASDH	65
AASDHPPT	71
AASS	9
AATBC	59
AATF	174
AATK	81
AATK_AS1	0
ABALON	42
ABAT	146
ABCA1	467
ABCA10	5
ABCA11P	5
ABCA12	0
ABCA13	13
ABCA17P	1
ABCA2	136
ABCA3	16
ABCA4	0
ABCA5	87
ABCA6	5
ABCA7	262
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	103
ABCB10	198
ABCB11	1
ABCB4	20
ABCB5	13
ABCB6	16
ABCB7	91
ABCB8	19
ABCB9	2
ABCC1	119
ABCC10	54
ABCC11	0
ABCC12	0
ABCC13	57
ABCC2	17
ABCC3	210
ABCC4	591
ABCC5	156
ABCC5_AS1	1
ABCC6	16
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	46
ABCD2	84
ABCD3	67
ABCD4	40
ABCE1	172
ABCF1	121
ABCF2	82
ABCF3	59
ABCG1	201
ABCG2	95
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	5
ABHD10	53
ABHD11	3
ABHD11_AS1	1
ABHD12	19
ABHD12B	20
ABHD13	116
ABHD14A	11
ABHD14A_ACY1	0
ABHD14B	27
ABHD15	50
ABHD16A	144
ABHD16B	20
ABHD17A	198
ABHD17B	51
ABHD17C	7
ABHD2	1039
ABHD3	150
ABHD4	56
ABHD5	497
ABHD6	16
ABHD8	23
ABI1	472
ABI2	88
ABI3	79
ABI3BP	8
ABL1	53
ABL2	106
ABLIM1	484
ABLIM2	2
ABLIM3	92
ABO	2
ABR	216
ABRA	2
ABRACL	62
ABT1	85
ABTB1	397
ABTB2	12
ACAA1	124
ACAA2	57
ACACA	77
ACACB	31
ACAD10	57
ACAD11	13
ACAD8	37
ACAD9	59
ACADL	0
ACADM	132
ACADS	32
ACADSB	46
ACADVL	229
ACAN	3
ACAP1	249
ACAP2	1108
ACAP3	57
ACAT1	56
ACAT2	32
ACBD3	122
ACBD4	15
ACBD5	94
ACBD6	94
ACBD7	1
ACCS	32
ACCSL	1
ACD	18
ACE	4
ACE2	0
ACER1	1
ACER2	22
ACER3	131
ACHE	4
ACIN1	480
ACKR1	1
ACKR2	11
ACKR3	17
ACKR4	2
ACLY	357
ACMSD	0
ACO1	84
ACO2	64
ACOT1	4
ACOT11	5
ACOT12	1
ACOT13	59
ACOT2	11
ACOT4	1
ACOT6	3
ACOT7	4
ACOT8	34
ACOT9	68
ACOX1	623
ACOX2	3
ACOX3	28
ACOXL	1
ACP1	235
ACP2	20
ACP5	35
ACP6	13
ACPP	115
ACPT	2
ACR	0
ACRBP	102
ACRC	29
ACRV1	0
ACSBG1	16
ACSBG2	3
ACSF2	21
ACSF3	60
ACSL1	1751
ACSL3	199
ACSL4	413
ACSL5	153
ACSL6	70
ACSM1	4
ACSM2A	0
ACSM2B	0
ACSM3	13
ACSM4	0
ACSM5	0
ACSM6	1
ACSS1	112
