	gene_id_WB38_
A1BG	7
A1BG_AS1	0
A1CF	0
A2M	151
A2M_AS1	30
A2ML1	11
A2MP1	7
A3GALT2	8
A4GALT	1
A4GNT	1
AA06	2
AAAS	42
AACS	13
AACSP1	5
AADAC	1
AADACL2	3
AADACL2_AS1	0
AADACL3	3
AADACL4	3
AADACP1	1
AADAT	1
AAED1	28
AAGAB	73
AAK1	357
AAMDC	9
AAMP	76
AANAT	38
AAR2	22
AARD	3
AARS	239
AARS2	53
AARSD1	0
AASDH	52
AASDHPPT	50
AASS	19
AATBC	348
AATF	158
AATK	252
AATK_AS1	1
ABALON	189
ABAT	34
ABCA1	1190
ABCA10	15
ABCA11P	10
ABCA12	14
ABCA13	36
ABCA17P	2
ABCA2	685
ABCA3	10
ABCA4	14
ABCA5	83
ABCA6	5
ABCA7	1787
ABCA8	13
ABCA9	6
ABCA9_AS1	0
ABCB1	51
ABCB10	655
ABCB11	8
ABCB4	43
ABCB5	25
ABCB6	42
ABCB7	58
ABCB8	44
ABCB9	3
ABCC1	267
ABCC10	84
ABCC11	6
ABCC12	5
ABCC13	272
ABCC2	58
ABCC3	100
ABCC4	999
ABCC5	152
ABCC5_AS1	1
ABCC6	17
ABCC6P1	3
ABCC6P2	0
ABCC8	3
ABCC9	3
ABCD1	132
ABCD2	23
ABCD3	58
ABCD4	56
ABCE1	99
ABCF1	257
ABCF2	79
ABCF3	86
ABCG1	94
ABCG2	248
ABCG4	6
ABCG5	2
ABCG8	5
ABHD1	6
ABHD10	48
ABHD11	18
ABHD11_AS1	2
ABHD12	29
ABHD12B	8
ABHD13	88
ABHD14A	10
ABHD14A_ACY1	0
ABHD14B	19
ABHD15	58
ABHD16A	195
ABHD16B	21
ABHD17A	94
ABHD17B	58
ABHD17C	4
ABHD2	645
ABHD3	188
ABHD4	100
ABHD5	286
ABHD6	24
ABHD8	18
ABI1	449
ABI2	101
ABI3	137
ABI3BP	11
ABL1	77
ABL2	112
ABLIM1	213
ABLIM2	8
ABLIM3	60
ABO	10
ABR	492
ABRA	10
ABRACL	37
ABT1	60
ABTB1	839
ABTB2	132
ACAA1	196
ACAA2	39
ACACA	99
ACACB	41
ACAD10	85
ACAD11	7
ACAD8	18
ACAD9	40
ACADL	3
ACADM	196
ACADS	24
ACADSB	45
ACADVL	299
ACAN	9
ACAP1	327
ACAP2	1048
ACAP3	96
ACAT1	33
ACAT2	14
ACBD3	133
ACBD4	19
ACBD5	105
ACBD6	133
ACBD7	10
ACCS	16
ACCSL	3
ACD	26
ACE	13
ACE2	4
ACER1	5
ACER2	27
ACER3	107
ACHE	14
ACIN1	851
ACKR1	14
ACKR2	29
ACKR3	6
ACKR4	5
ACLY	252
ACMSD	10
ACO1	337
ACO2	95
ACOT1	3
ACOT11	4
ACOT12	6
ACOT13	84
ACOT2	3
ACOT4	1
ACOT6	0
ACOT7	16
ACOT8	42
ACOT9	372
ACOX1	211
ACOX2	3
ACOX3	40
ACOXL	3
ACP1	436
ACP2	47
ACP5	43
ACP6	15
ACPP	31
ACPT	4
ACR	0
ACRBP	137
ACRC	122
ACRV1	0
ACSBG1	12
ACSBG2	4
ACSF2	32
ACSF3	107
ACSL1	3248
ACSL3	163
ACSL4	299
ACSL5	158
ACSL6	87
ACSM1	20
ACSM2A	8
ACSM2B	9
ACSM3	27
ACSM4	8
ACSM5	3
ACSM6	5
ACSS1	111
ACSS2	92
ACSS3	2
ACTA1	1
ACTA2	39
ACTA2_AS1	3
ACTB	10012
ACTBL2	3
ACTC1	8
ACTG1	2222
ACTG1P17	9
ACTG1P20	14
ACTG1P4	11
ACTG2	2
ACTL10	13
ACTL6A	27
ACTL6B	1
ACTL7A	0
ACTL7B	1
ACTL8	0
ACTL9	1
ACTN1	1224
ACTN1_AS1	4
ACTN2	0
ACTN3	4
ACTN4	735
ACTR10	165
ACTR1A	180
ACTR1B	33
ACTR2	544
ACTR3	857
ACTR3B	26
ACTR3BP2	1
