	gene_id_NPS_90_R1_
A1BG	7
A1BG_AS1	1
A1CF	0
A2M	208
A2M_AS1	5
A2ML1	96
A2MP1	2
A3GALT2	2
A4GALT	530
A4GNT	0
AA06	0
AAAS	103
AACS	171
AACSP1	14
AADAC	12
AADACL2	61
AADACL2_AS1	23
AADACL3	2
AADACL4	0
AADACP1	46
AADAT	61
AAED1	46
AAGAB	255
AAK1	495
AAMDC	77
AAMP	691
AANAT	1
AAR2	77
AARD	1
AARS	283
AARS2	60
AARSD1	4
AASDH	50
AASDHPPT	135
AASS	107
AATBC	27
AATF	461
AATK	24
AATK_AS1	2
ABALON	34
ABAT	115
ABCA1	303
ABCA10	52
ABCA11P	31
ABCA12	148
ABCA13	4513
ABCA17P	1
ABCA2	115
ABCA3	54
ABCA4	11
ABCA5	399
ABCA6	18
ABCA7	223
ABCA8	2
ABCA9	14
ABCA9_AS1	0
ABCB1	26
ABCB10	111
ABCB11	159
ABCB4	10
ABCB5	4
ABCB6	72
ABCB7	112
ABCB8	101
ABCB9	17
ABCC1	325
ABCC10	111
ABCC11	5
ABCC12	0
ABCC13	3
ABCC2	7
ABCC3	83
ABCC4	109
ABCC5	434
ABCC5_AS1	4
ABCC6	35
ABCC6P1	0
ABCC6P2	2
ABCC8	0
ABCC9	5
ABCD1	57
ABCD2	45
ABCD3	721
ABCD4	110
ABCE1	165
ABCF1	634
ABCF2	138
ABCF3	185
ABCG1	198
ABCG2	1
ABCG4	2
ABCG5	6
ABCG8	0
ABHD1	7
ABHD10	137
ABHD11	115
ABHD11_AS1	19
ABHD12	86
ABHD12B	97
ABHD13	194
ABHD14A	10
ABHD14A_ACY1	0
ABHD14B	116
ABHD15	62
ABHD16A	149
ABHD16B	24
ABHD17A	69
ABHD17B	151
ABHD17C	76
ABHD2	2038
ABHD3	59
ABHD4	50
ABHD5	257
ABHD6	82
ABHD8	13
ABI1	669
ABI2	299
ABI3	49
ABI3BP	30
ABL1	191
ABL2	137
ABLIM1	1815
ABLIM2	23
ABLIM3	23
ABO	125
ABR	482
ABRA	5
ABRACL	174
ABT1	85
ABTB1	97
ABTB2	30
ACAA1	107
ACAA2	14
ACACA	581
ACACB	194
ACAD10	101
ACAD11	24
ACAD8	140
ACAD9	107
ACADL	7
ACADM	262
ACADS	25
ACADSB	185
ACADVL	428
ACAN	0
ACAP1	87
ACAP2	582
ACAP3	142
ACAT1	157
ACAT2	57
ACBD3	989
ACBD4	35
ACBD5	250
ACBD6	158
ACBD7	102
ACCS	44
ACCSL	0
ACD	21
ACE	39
ACE2	34
ACER1	0
ACER2	99
ACER3	67
ACHE	7
ACIN1	1484
