	gene_id_WB45_
A1BG	4
A1BG_AS1	0
A1CF	5
A2M	230
A2M_AS1	48
A2ML1	4
A2MP1	16
A3GALT2	1
A4GALT	1
A4GNT	0
AA06	1
AAAS	27
AACS	15
AACSP1	3
AADAC	0
AADACL2	1
AADACL2_AS1	0
AADACL3	1
AADACL4	2
AADACP1	0
AADAT	0
AAED1	8
AAGAB	69
AAK1	525
AAMDC	7
AAMP	62
AANAT	10
AAR2	12
AARD	6
AARS	113
AARS2	95
AARSD1	0
AASDH	42
AASDHPPT	28
AASS	24
AATBC	61
AATF	117
AATK	274
AATK_AS1	0
ABALON	79
ABAT	42
ABCA1	97
ABCA10	5
ABCA11P	11
ABCA12	13
ABCA13	14
ABCA17P	5
ABCA2	380
ABCA3	18
ABCA4	6
ABCA5	97
ABCA6	2
ABCA7	676
ABCA8	3
ABCA9	3
ABCA9_AS1	0
ABCB1	53
ABCB10	266
ABCB11	3
ABCB4	11
ABCB5	8
ABCB6	28
ABCB7	52
ABCB8	58
ABCB9	4
ABCC1	151
ABCC10	89
ABCC11	2
ABCC12	4
ABCC13	113
ABCC2	11
ABCC3	65
ABCC4	649
ABCC5	126
ABCC5_AS1	2
ABCC6	15
ABCC6P1	1
ABCC6P2	0
ABCC8	2
ABCC9	2
ABCD1	37
ABCD2	73
ABCD3	29
ABCD4	76
ABCE1	72
ABCF1	143
ABCF2	58
ABCF3	78
ABCG1	65
ABCG2	85
ABCG4	2
ABCG5	0
ABCG8	0
ABHD1	8
ABHD10	37
ABHD11	6
ABHD11_AS1	0
ABHD12	27
ABHD12B	8
ABHD13	43
ABHD14A	10
ABHD14A_ACY1	0
ABHD14B	45
ABHD15	50
ABHD16A	90
ABHD16B	31
ABHD17A	191
ABHD17B	27
ABHD17C	1
ABHD2	448
ABHD3	74
ABHD4	20
ABHD5	69
ABHD6	15
ABHD8	5
ABI1	200
ABI2	66
ABI3	90
ABI3BP	6
ABL1	63
ABL2	114
ABLIM1	384
ABLIM2	5
ABLIM3	63
ABO	4
ABR	151
ABRA	6
ABRACL	22
ABT1	38
ABTB1	499
ABTB2	15
ACAA1	139
ACAA2	21
ACACA	92
ACACB	79
ACAD10	73
ACAD11	11
ACAD8	39
ACAD9	72
ACADL	1
ACADM	69
ACADS	40
ACADSB	28
ACADVL	226
ACAN	2
ACAP1	494
ACAP2	381
ACAP3	83
ACAT1	24
ACAT2	14
ACBD3	70
ACBD4	22
ACBD5	42
ACBD6	95
ACBD7	4
ACCS	35
ACCSL	0
ACD	14
ACE	41
ACE2	1
ACER1	3
ACER2	16
ACER3	60
ACHE	9
ACIN1	423
ACKR1	12
ACKR2	4
ACKR3	24
ACKR4	19
ACLY	207
ACMSD	1
ACO1	63
ACO2	76
ACOT1	0
ACOT11	1
ACOT12	0
ACOT13	35
ACOT2	11
ACOT4	3
ACOT6	1
ACOT7	16
ACOT8	29
ACOT9	34
ACOX1	184
ACOX2	4
ACOX3	23
ACOXL	2
ACP1	227
ACP2	18
ACP5	52
ACP6	20
ACPP	17
ACPT	1
ACR	0
ACRBP	53
ACRC	31
ACRV1	2
ACSBG1	5
ACSBG2	1
ACSF2	34
ACSF3	90
ACSL1	459
ACSL3	51
ACSL4	82
ACSL5	125
ACSL6	120
ACSM1	3
ACSM2A	4
ACSM2B	2
ACSM3	10
ACSM4	0
ACSM5	1
ACSM6	7
ACSS1	126
ACSS2	53
ACSS3	1
ACTA1	1
ACTA2	12
ACTA2_AS1	10
ACTB	6237
ACTBL2	3
ACTC1	1
ACTG1	1691
ACTG1P17	7
ACTG1P20	14
ACTG1P4	4
ACTG2	0
ACTL10	8
ACTL6A	28
ACTL6B	1
ACTL7A	1
ACTL7B	0
ACTL8	1
ACTL9	0
ACTN1	426
ACTN1_AS1	6
ACTN2	3
ACTN3	2
ACTN4	297
ACTR10	77
ACTR1A	129
ACTR1B	75
ACTR2	322
ACTR3	420
ACTR3B	20
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	4
ACTR5	28
ACTR6	30
ACTR8	42
ACTRT1	1
ACTRT2	0
ACTRT3	6
ACVR1	34
ACVR1B	29
ACVR1C	8
ACVR2A	56
ACVR2B	75
ACVR2B_AS1	1
ACVRL1	6
ACY1	0
ACY3	0
ACYP1	9
ACYP2	11
ADA	32
ADAD1	1
ADAD2	1
ADAL	90
ADAM10	220
ADAM11	2
ADAM12	18
ADAM15	45
ADAM17	124
ADAM18	0
ADAM19	241
ADAM1A	22
ADAM2	0
ADAM20	9
ADAM20P1	2
ADAM21	3
ADAM21P1	0
ADAM22	26
ADAM23	3
ADAM28	49
ADAM29	0
ADAM30	0
ADAM32	6
ADAM33	4
ADAM3A	2
ADAM5	0
ADAM6	2
ADAM7	3
ADAM8	773
ADAM9	23
ADAMDEC1	0
ADAMTS1	19
ADAMTS10	63
ADAMTS12	7
ADAMTS13	2
ADAMTS14	2
ADAMTS15	1
ADAMTS16	6
ADAMTS17	24
ADAMTS18	1
ADAMTS19	2
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	7
ADAMTS3	4
ADAMTS4	3
ADAMTS5	4
ADAMTS6	29
ADAMTS7	0
ADAMTS7P1	6
ADAMTS8	3
ADAMTS9	5
ADAMTS9_AS1	1
ADAMTS9_AS2	0
ADAMTSL1	3
ADAMTSL2	2
ADAMTSL3	3
ADAMTSL4	351
ADAMTSL4_AS1	90
ADAMTSL5	9
ADAP1	76
ADAP2	31
ADAR	839
ADARB1	74
ADARB2	25
ADARB2_AS1	0
ADAT1	86
ADAT2	29
ADAT3	7
ADCK1	7
ADCK2	18
ADCK3	59
ADCK4	48
ADCK5	8
ADCY1	7
ADCY10	8
ADCY10P1	34
ADCY2	3
ADCY3	30
ADCY4	13
ADCY5	11
ADCY6	1
ADCY7	683
ADCY8	4
ADCY9	56
ADCYAP1	0
ADCYAP1R1	4
ADD1	566
ADD2	39
ADD3	354
ADD3_AS1	2
ADGB	5
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	12
ADGRA3	9
ADGRB1	8
ADGRB2	7
ADGRB3	4
ADGRD1	8
ADGRE1	31
ADGRE2	168
ADGRE3	45
ADGRE4P	22
ADGRE5	670
ADGRF1	2
ADGRF2	4
ADGRF3	7
ADGRF4	2
ADGRF5	3
ADGRG1	185
ADGRG2	6
ADGRG3	189
ADGRG4	7
ADGRG5	84
ADGRG6	5
ADGRG7	2
ADGRL1	89
ADGRL2	3
ADGRL3	8
ADGRL3_AS1	0
ADGRL4	10
ADGRV1	15
ADH1A	0
ADH1B	1
ADH1C	5
ADH4	4
ADH5	47
ADH6	6
ADH7	0
ADHFE1	8
ADI1	43
ADIG	1
ADIPOQ	1
ADIPOQ_AS1	1
ADIPOR1	14679
ADIPOR2	264
ADIRF	3
ADK	32
ADM	40
ADM2	1
ADM5	3
ADNP	186
ADNP_AS1	3
ADNP2	43
ADO	23
ADORA1	1
ADORA2A	0
ADORA2A_AS1	16
ADORA2B	6
ADORA3	3
ADPGK	101
ADPGK_AS1	10
ADPRH	8
ADPRHL1	1
ADPRHL2	19
ADPRM	15
ADRA1A	4
ADRA1B	3
ADRA1D	0
ADRA2A	7
ADRA2B	0
ADRA2C	0
ADRB1	2
ADRB2	79
ADRB3	0
ADRBK1	655
ADRBK2	113
ADRM1	52
ADSL	70
ADSS	88
ADSSL1	2
ADTRP	8
AEBP1	19
AEBP2	56
AEN	36
AES	110
AFAP1	51
AFAP1_AS1	6
AFAP1L1	4
AFAP1L2	7
AFF1	968
AFF2	26
AFF3	59
AFF4	237
AFG3L1P	66
AFG3L2	91
AFM	3
AFMID	11
AFP	6
AFTPH	168
AGA	15
AGAP1	27
AGAP1_IT1	0
AGAP11	0
AGAP2	159
AGAP2_AS1	1
AGAP3	44
AGAP4	41
AGAP5	50
AGAP6	48
AGAP7P	9
AGAP9	21
AGBL1	2
AGBL1_AS1	0
AGBL2	9
AGBL3	14
AGBL4	4
AGBL4_IT1	0
AGBL5	62
AGBL5_AS1	0
AGER	79
AGFG1	133
AGFG2	47
AGGF1	313
AGK	81
AGL	59
AGMAT	19
AGMO	2
AGO1	161
AGO2	657
AGO3	97
AGO4	199
AGPAT1	35
AGPAT2	22
AGPAT3	139
AGPAT4	90
AGPAT4_IT1	9
AGPAT5	31
AGPS	66
AGR2	0
AGR3	0
AGRN	26
AGRP	2
AGT	0
AGTPBP1	617
AGTR1	1
AGTR2	1
AGTRAP	31
AGXT	1
AGXT2	1
AHCTF1	199
AHCTF1P1	0
AHCY	24
AHCYL1	102
AHCYL2	37
AHDC1	28
AHI1	28
AHNAK	5904
AHNAK2	5
AHR	95
AHRR	27
AHSA1	63
AHSA2	287
AHSG	0
AHSP	196
AICDA	3
AIDA	185
AIF1	61
AIF1L	5
AIFM1	33
AIFM2	20
AIFM3	19
AIG1	18
AIM1	231
AIM1L	28
AIM2	18
AIMP1	34
AIMP2	9
AIP	45
AIPL1	0
AIRE	6
AIRN	39
AJAP1	2
AJUBA	3
AK1	88
AK2	157
AK3	42
AK4	1
AK5	71
AK6	21
AK7	7
AK8	5
AK9	43
AKAP1	54
AKAP10	135
AKAP11	165
AKAP12	9
AKAP13	1309
AKAP14	4
AKAP17A	252
AKAP2	1
AKAP3	1
AKAP4	0
AKAP5	24
AKAP6	7
AKAP7	676
AKAP8	90
AKAP8L	239
AKAP9	703
AKIP1	5
AKIRIN1	155
AKIRIN2	69
AKNA	1417
AKNAD1	1
AKR1A1	38
AKR1B1	52
AKR1B10	0
AKR1B15	4
AKR1C1	6
AKR1C2	2
AKR1C3	9
AKR1C4	6
AKR1C6P	8
AKR1C8P	2
AKR1D1	0
AKR1E2	152
AKR7A2	24
AKR7A2P1	3
AKR7A3	5
AKR7L	2
AKT1	224
AKT1S1	58
AKT2	219
AKT3	139
AKTIP	42
ALAD	113
ALAS1	29
ALAS2	17715
ALB	3
ALCAM	21
ALDH16A1	111
ALDH18A1	37
ALDH1A1	11
ALDH1A2	3
ALDH1A3	2
ALDH1B1	7
ALDH1L1	1
ALDH1L1_AS1	2
ALDH1L1_AS2	0
ALDH1L2	3
ALDH2	28
ALDH3A1	0
ALDH3A2	56
ALDH3B1	23
ALDH3B2	0
ALDH4A1	8
ALDH5A1	197
ALDH6A1	16
ALDH7A1	6
ALDH8A1	4
ALDH9A1	38
ALDOA	358
ALDOB	1
ALDOC	14
ALG1	23
ALG10	17
ALG10B	27
ALG11	8
ALG12	35
ALG13	147
ALG14	4
ALG1L	0
ALG1L2	0
ALG1L9P	5
ALG2	38
ALG3	18
ALG5	22
ALG6	65
ALG8	25
ALG9	42
ALK	22
ALKBH1	17
ALKBH2	3
ALKBH3	31
ALKBH3_AS1	3
ALKBH4	23
ALKBH5	192
ALKBH6	27
ALKBH7	39
ALKBH8	26
ALLC	0
ALMS1	395
ALMS1_IT1	3
ALMS1P	0
ALOX12	69
ALOX12_AS1	2
ALOX12B	0
ALOX12P2	1
ALOX15	0
ALOX15B	6
ALOX15P1	1
ALOX5	393
ALOX5AP	70
ALOXE3	1
ALPI	2
ALPK1	130
ALPK2	16
ALPK3	13
ALPL	201
ALPP	2
ALPPL2	0
ALS2	68
ALS2CL	56
ALS2CR11	5
ALS2CR12	803
ALX1	1
ALX3	4
ALX4	2
ALYREF	24
AMACR	2
AMBN	2
AMBP	4
AMBRA1	103
AMD1	169
AMDHD1	5
AMDHD2	46
AMELX	0
AMELY	0
AMER1	17
AMER2	9
AMER3	2
AMFR	285
AMH	0
AMHR2	2
AMICA1	380
AMIGO1	21
AMIGO2	30
AMIGO3	19
AMMECR1	88
AMMECR1L	37
AMN	13
AMN1	23
AMOT	16
AMOTL1	14
AMOTL2	2
AMPD1	1
AMPD2	305
AMPD3	92
AMPH	19
AMT	42
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	40
AMZ1	4
AMZ2	51
AMZ2P1	14
ANAPC1	143
ANAPC10	38
ANAPC11	4
ANAPC13	14
ANAPC15	5
ANAPC16	151
ANAPC1P1	5
ANAPC2	94
ANAPC4	55
ANAPC5	177
ANAPC7	78
ANG	0
ANGEL1	32
ANGEL2	76
ANGPT1	12
ANGPT2	22
ANGPT4	0
ANGPTL1	13
ANGPTL2	5
ANGPTL3	0
ANGPTL4	2
ANGPTL5	0
ANGPTL6	6
ANGPTL7	14
ANHX	0
ANK1	1050
ANK2	9
ANK3	178
ANKAR	38
ANKDD1A	17
ANKDD1B	6
ANKEF1	12
ANKFN1	1
ANKFY1	232
ANKH	222
ANKHD1	10
ANKHD1_EIF4EBP3	3
ANKIB1	251
ANKK1	1
ANKLE1	10
ANKLE2	150
ANKMY1	116
ANKMY2	30
ANKRA2	43
ANKRD1	1
ANKRD10	180
ANKRD11	568
ANKRD12	1008
ANKRD13A	287
ANKRD13B	2
ANKRD13C	258
ANKRD13D	268
ANKRD16	9
ANKRD17	640
ANKRD18A	11
ANKRD18B	7
ANKRD18DP	6
ANKRD19P	10
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	2
ANKRD20A12P	0
ANKRD20A19P	1
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	24
ANKRD20A5P	21
ANKRD20A8P	4
ANKRD20A9P	19
ANKRD22	1
ANKRD23	38
ANKRD24	9
ANKRD26	128
ANKRD26P1	7
ANKRD26P3	3
ANKRD27	105
ANKRD28	127
ANKRD29	4
ANKRD30A	7
ANKRD30B	3
ANKRD30BL	0
ANKRD30BP2	1
ANKRD30BP3	1
ANKRD31	10
ANKRD33	0
ANKRD33B	39
ANKRD34A	4
ANKRD34B	3
ANKRD34C	2
ANKRD34C_AS1	1
ANKRD35	3
ANKRD36	366
ANKRD36B	193
ANKRD36BP1	30
ANKRD36BP2	2673
ANKRD36C	245
ANKRD37	1
ANKRD39	13
ANKRD40	41
ANKRD42	23
ANKRD44	722
ANKRD44_IT1	89
ANKRD45	4
ANKRD46	24
ANKRD49	49
ANKRD50	17
ANKRD52	104
ANKRD53	5
ANKRD54	21
ANKRD55	18
ANKRD6	10
ANKRD60	1
ANKRD61	7
ANKRD62	1
