	gene_id_NPS_221_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	2
A2M_AS1	0
A2ML1	4
A2MP1	2
A3GALT2	1
A4GALT	25
A4GNT	0
AA06	0
AAAS	5
AACS	19
AACSP1	1
AADAC	0
AADACL2	3
AADACL2_AS1	1
AADACL3	0
AADACL4	0
AADACP1	3
AADAT	5
AAED1	4
AAGAB	8
AAK1	21
AAMDC	4
AAMP	59
AANAT	0
AAR2	2
AARD	0
AARS	51
AARS2	5
AARSD1	0
AASDH	5
AASDHPPT	17
AASS	4
AATBC	3
AATF	41
AATK	6
AATK_AS1	0
ABALON	5
ABAT	17
ABCA1	6
ABCA10	2
ABCA11P	1
ABCA12	0
ABCA13	441
ABCA17P	0
ABCA2	6
ABCA3	6
ABCA4	6
ABCA5	26
ABCA6	1
ABCA7	21
ABCA8	0
ABCA9	1
ABCA9_AS1	0
ABCB1	2
ABCB10	8
ABCB11	9
ABCB4	11
ABCB5	0
ABCB6	11
ABCB7	8
ABCB8	7
ABCB9	0
ABCC1	24
ABCC10	7
ABCC11	0
ABCC12	1
ABCC13	0
ABCC2	0
ABCC3	2
ABCC4	11
ABCC5	42
ABCC5_AS1	0
ABCC6	8
ABCC6P1	1
ABCC6P2	0
ABCC8	0
ABCC9	2
ABCD1	4
ABCD2	0
ABCD3	103
ABCD4	8
ABCE1	10
ABCF1	99
ABCF2	21
ABCF3	21
ABCG1	19
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	3
ABHD10	8
ABHD11	24
ABHD11_AS1	3
ABHD12	3
ABHD12B	8
ABHD13	9
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	8
ABHD15	6
ABHD16A	10
ABHD16B	0
ABHD17A	0
ABHD17B	6
ABHD17C	5
ABHD2	80
ABHD3	8
ABHD4	5
ABHD5	6
ABHD6	4
ABHD8	1
ABI1	44
ABI2	23
ABI3	4
ABI3BP	1
ABL1	19
ABL2	9
ABLIM1	93
ABLIM2	6
ABLIM3	0
ABO	2
ABR	52
ABRA	0
ABRACL	5
ABT1	9
ABTB1	45
ABTB2	2
ACAA1	13
ACAA2	0
ACACA	63
ACACB	11
ACAD10	7
ACAD11	0
ACAD8	3
ACAD9	7
ACADL	1
ACADM	31
ACADS	3
ACADSB	7
ACADVL	95
ACAN	0
ACAP1	2
ACAP2	60
ACAP3	25
ACAT1	24
ACAT2	0
ACBD3	128
ACBD4	3
ACBD5	35
ACBD6	8
ACBD7	2
ACCS	8
ACCSL	0
ACD	1
ACE	3
ACE2	3
ACER1	1
ACER2	4
ACER3	4
ACHE	2
ACIN1	305
ACKR1	0
ACKR2	1
ACKR3	0
ACKR4	0
ACLY	37
ACMSD	0
ACO1	16
ACO2	38
ACOT1	0
ACOT11	12
ACOT12	1
ACOT13	8
ACOT2	4
ACOT4	0
ACOT6	0
ACOT7	6
ACOT8	8
ACOT9	12
ACOX1	17
ACOX2	5
ACOX3	14
ACOXL	0
ACP1	11
ACP2	4
ACP5	0
ACP6	3
ACPP	1
ACPT	0
ACR	0
ACRBP	0
ACRC	1
ACRV1	1
ACSBG1	4
ACSBG2	0
ACSF2	17
ACSF3	6
ACSL1	17
ACSL3	28
ACSL4	18
ACSL5	14
ACSL6	0
ACSM1	3
ACSM2A	0
ACSM2B	0
ACSM3	1
ACSM4	0
ACSM5	0
ACSM6	2
ACSS1	26
ACSS2	19
ACSS3	9
ACTA1	0
ACTA2	3
ACTA2_AS1	0
ACTB	190
ACTBL2	1
ACTC1	0
ACTG1	255
ACTG1P17	0
ACTG1P20	0
ACTG1P4	1
ACTG2	2
ACTL10	0
ACTL6A	13
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	58
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	236
ACTR10	10
ACTR1A	15
ACTR1B	5
ACTR2	60
ACTR3	38
ACTR3B	2
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	4
ACTR5	3
ACTR6	32
ACTR8	19
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	0
ACVR1B	11
ACVR1C	466
ACVR2A	4
ACVR2B	2
ACVR2B_AS1	0
ACVRL1	0
ACY1	1
ACY3	0
ACYP1	11
ACYP2	2
ADA	0
ADAD1	0
ADAD2	3
ADAL	0
ADAM10	27
ADAM11	1
ADAM12	7
ADAM15	5
ADAM17	9
ADAM18	0
ADAM19	1
ADAM1A	4
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	5
ADAM23	0
ADAM28	85
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	2
ADAM9	36
ADAMDEC1	2
ADAMTS1	0
ADAMTS10	3
ADAMTS12	0
ADAMTS13	3
ADAMTS14	1
ADAMTS15	0
ADAMTS16	0
ADAMTS17	6
ADAMTS18	15
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	2
ADAMTS4	0
ADAMTS5	0
ADAMTS6	0
ADAMTS7	1
ADAMTS7P1	0
ADAMTS8	2
ADAMTS9	4
ADAMTS9_AS1	0
ADAMTS9_AS2	1
ADAMTSL1	70
ADAMTSL2	2
ADAMTSL3	2
ADAMTSL4	6
ADAMTSL4_AS1	1
ADAMTSL5	0
ADAP1	2
ADAP2	5
ADAR	104
ADARB1	8
ADARB2	3
ADARB2_AS1	0
ADAT1	2
ADAT2	3
ADAT3	1
ADCK1	5
ADCK2	15
ADCK3	10
ADCK4	19
ADCK5	10
ADCY1	0
ADCY10	0
ADCY10P1	2
ADCY2	30
ADCY3	4
ADCY4	4
ADCY5	5
ADCY6	13
ADCY7	3
ADCY8	1
ADCY9	11
ADCYAP1	0
ADCYAP1R1	0
ADD1	71
ADD2	1
ADD3	52
ADD3_AS1	0
ADGB	57
ADGRA1	6
ADGRA1_AS1	0
ADGRA2	0
ADGRA3	12
ADGRB1	3
ADGRB2	5
ADGRB3	1
ADGRD1	0
ADGRE1	0
ADGRE2	1
ADGRE3	0
ADGRE4P	0
ADGRE5	25
ADGRF1	12
ADGRF2	0
ADGRF3	2
ADGRF4	0
ADGRF5	1
ADGRG1	35
ADGRG2	4
ADGRG3	1
ADGRG4	0
ADGRG5	2
ADGRG6	1
ADGRG7	0
ADGRL1	4
ADGRL2	5
ADGRL3	1
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	36
ADH1A	4
ADH1B	0
ADH1C	82
ADH4	1
ADH5	15
ADH6	3
ADH7	133
ADHFE1	1
ADI1	15
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	26
ADIPOR2	4
ADIRF	4
ADK	8
ADM	1
ADM2	2
ADM5	0
ADNP	14
ADNP_AS1	0
ADNP2	10
ADO	6
ADORA1	6
ADORA2A	0
ADORA2A_AS1	0
ADORA2B	2
ADORA3	0
ADPGK	7
ADPGK_AS1	0
ADPRH	5
ADPRHL1	3
ADPRHL2	16
ADPRM	1
ADRA1A	7
ADRA1B	0
ADRA1D	2
ADRA2A	4
ADRA2B	0
ADRA2C	2
ADRB1	1
ADRB2	1
ADRB3	0
ADRBK1	22
ADRBK2	8
ADRM1	22
ADSL	6
ADSS	58
ADSSL1	4
ADTRP	4
AEBP1	22
AEBP2	113
AEN	4
AES	66
AFAP1	62
AFAP1_AS1	0
AFAP1L1	2
AFAP1L2	2
AFF1	47
AFF2	0
AFF3	4
AFF4	49
AFG3L1P	10
AFG3L2	25
AFM	0
AFMID	4
AFP	0
AFTPH	16
AGA	1
AGAP1	21
AGAP1_IT1	0
AGAP11	0
AGAP2	8
AGAP2_AS1	0
AGAP3	25
AGAP4	0
AGAP5	0
AGAP6	1
AGAP7P	0
AGAP9	0
AGBL1	1
AGBL1_AS1	0
AGBL2	25
AGBL3	3
AGBL4	2
AGBL4_IT1	0
AGBL5	19
AGBL5_AS1	0
AGER	6
AGFG1	5
AGFG2	22
AGGF1	25
AGK	28
AGL	20
AGMAT	4
AGMO	0
AGO1	13
AGO2	35
AGO3	13
AGO4	16
AGPAT1	3
AGPAT2	3
AGPAT3	28
AGPAT4	1
AGPAT4_IT1	0
AGPAT5	5
AGPS	18
AGR2	71
AGR3	8
AGRN	53
AGRP	0
AGT	1
AGTPBP1	2
AGTR1	0
AGTR2	0
AGTRAP	3
AGXT	0
AGXT2	4
AHCTF1	6
AHCTF1P1	0
AHCY	19
AHCYL1	33
AHCYL2	22
AHDC1	9
AHI1	37
AHNAK	491
AHNAK2	54
AHR	73
AHRR	0
AHSA1	118
AHSA2	83
AHSG	0
AHSP	0
AICDA	0
AIDA	2
AIF1	7
AIF1L	3
AIFM1	9
AIFM2	3
AIFM3	1
AIG1	6
AIM1	42
AIM1L	1
AIM2	0
AIMP1	23
AIMP2	3
AIP	4
AIPL1	0
AIRE	4
AIRN	1
AJAP1	2
AJUBA	5
AK1	35
AK2	17
AK3	13
AK4	0
AK5	2
AK6	6
AK7	198
AK8	13
AK9	257
AKAP1	13
AKAP10	6
AKAP11	36
AKAP12	4
AKAP13	157
AKAP14	17
AKAP17A	23
AKAP2	0
AKAP3	1
AKAP4	0
AKAP5	0
AKAP6	28
AKAP7	3
AKAP8	71
AKAP8L	133
AKAP9	381
AKIP1	1
AKIRIN1	8
AKIRIN2	1
AKNA	48
AKNAD1	0
AKR1A1	56
AKR1B1	10
AKR1B10	2
AKR1B15	0
AKR1C1	8
AKR1C2	18
AKR1C3	12
AKR1C4	1
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	1
AKR7A2	21
AKR7A2P1	0
AKR7A3	1
AKR7L	0
AKT1	19
AKT1S1	17
AKT2	19
AKT3	1
AKTIP	5
ALAD	15
ALAS1	29
ALAS2	1
ALB	0
ALCAM	153
ALDH16A1	4
ALDH18A1	15
ALDH1A1	804
ALDH1A2	154
ALDH1A3	7
ALDH1B1	4
ALDH1L1	44
ALDH1L1_AS1	0
ALDH1L1_AS2	1
ALDH1L2	1
ALDH2	48
ALDH3A1	257
ALDH3A2	47
ALDH3B1	116
ALDH3B2	6
ALDH4A1	3
ALDH5A1	25
ALDH6A1	7
ALDH7A1	9
ALDH8A1	1
ALDH9A1	26
ALDOA	133
ALDOB	1
ALDOC	3
ALG1	0
ALG10	0
ALG10B	1
ALG11	3
ALG12	5
ALG13	21
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	2
ALG3	5
ALG5	3
ALG6	0
ALG8	2
ALG9	2
ALK	5
ALKBH1	2
ALKBH2	2
ALKBH3	7
ALKBH3_AS1	0
ALKBH4	1
ALKBH5	21
ALKBH6	5
ALKBH7	9
ALKBH8	3
ALLC	0
ALMS1	53
ALMS1_IT1	3
ALMS1P	3
ALOX12	0
ALOX12_AS1	3
ALOX12B	0
ALOX12P2	6
ALOX15	1327
ALOX15B	0
ALOX15P1	3
ALOX5	1
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	5
ALPK2	0
ALPK3	3
ALPL	6
ALPP	0
ALPPL2	0
ALS2	15
ALS2CL	25
ALS2CR11	1
ALS2CR12	84
ALX1	0
ALX3	1
ALX4	1
ALYREF	10
AMACR	0
AMBN	0
AMBP	4
AMBRA1	15
AMD1	18
AMDHD1	0
AMDHD2	2
AMELX	0
AMELY	0
AMER1	5
AMER2	0
AMER3	1
AMFR	9
AMH	5
AMHR2	0
AMICA1	0
AMIGO1	0
AMIGO2	0
AMIGO3	2
AMMECR1	4
AMMECR1L	7
AMN	5
AMN1	4
AMOT	46
AMOTL1	12
AMOTL2	6
AMPD1	0
AMPD2	6
AMPD3	21
AMPH	1
AMT	5
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	5
AMZ1	1
AMZ2	7
AMZ2P1	10
ANAPC1	6
ANAPC10	2
ANAPC11	6
ANAPC13	5
ANAPC15	3
ANAPC16	43
ANAPC1P1	0
ANAPC2	23
ANAPC4	14
ANAPC5	34
ANAPC7	12
ANG	0
ANGEL1	1
ANGEL2	7
ANGPT1	1
ANGPT2	0
ANGPT4	0
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0
ANGPTL5	0
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	3
ANK2	4
ANK3	138
ANKAR	2
ANKDD1A	4
ANKDD1B	8
ANKEF1	7
ANKFN1	9
ANKFY1	25
ANKH	6
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	17
ANKK1	2
ANKLE1	0
ANKLE2	13
ANKMY1	35
ANKMY2	20
ANKRA2	7
ANKRD1	0
ANKRD10	12
ANKRD11	199
ANKRD12	72
ANKRD13A	22
ANKRD13B	6
ANKRD13C	10
ANKRD13D	5
ANKRD16	5
ANKRD17	145
ANKRD18A	11
ANKRD18B	13
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	3
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	1
ANKRD20A5P	0
ANKRD20A8P	1
ANKRD20A9P	3
ANKRD22	0
ANKRD23	21
ANKRD24	6
ANKRD26	44
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	9
ANKRD28	29
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	2
ANKRD33	0
ANKRD33B	0
ANKRD34A	1
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	72
ANKRD36	23
ANKRD36B	10
ANKRD36BP1	1
ANKRD36BP2	6
ANKRD36C	35
ANKRD37	8
ANKRD39	0
ANKRD40	8
ANKRD42	88
ANKRD44	0
ANKRD44_IT1	0
ANKRD45	15
ANKRD46	2
ANKRD49	4
ANKRD50	9
ANKRD52	16
ANKRD53	1
ANKRD54	12
ANKRD55	0
ANKRD6	21
ANKRD60	0
ANKRD61	0
ANKRD62	2
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	22
ANKRD66	45
ANKRD7	0
ANKRD9	1
ANKS1A	45
ANKS1B	0
ANKS3	4
ANKS4B	0
ANKS6	15
ANKUB1	32
ANKZF1	85
ANLN	10
ANO1	6
ANO1_AS2	0
ANO10	8
ANO2	2
ANO3	0
ANO4	4
ANO5	3
ANO6	37
ANO7	0
ANO8	4
ANO9	12
ANOS1	4
ANP32A	100
ANP32A_IT1	0
ANP32AP1	0
ANP32B	362
ANP32C	6
ANP32D	0
ANP32E	241
ANPEP	25
ANTXR1	9
ANTXR2	3
ANTXRL	0
ANTXRLP1	0
ANXA1	321
ANXA10	0
ANXA11	60
ANXA13	0
ANXA2	95
ANXA2P1	0
ANXA2P2	1
ANXA2P3	0
ANXA2R	0
ANXA3	8
ANXA4	33
ANXA5	30
ANXA6	3
ANXA7	37
ANXA8	4
ANXA8L1	1
ANXA9	0
AOAH	4
AOAH_IT1	0
AOC1	0
AOC2	2
AOC3	0
AOC4P	0
AOX1	2
AOX2P	0
AP1AR	7
AP1B1	39
AP1B1P1	0
AP1G1	31
AP1G2	11
AP1M1	13
AP1M2	22
AP1S1	6
AP1S2	0
AP1S3	2
AP2A1	12
AP2A2	24
AP2B1	55
AP2M1	40
AP2S1	3
AP3B1	46
AP3B2	3
AP3D1	166
AP3M1	6
AP3M2	12
AP3S1	4
AP3S2	0
AP4B1	3
AP4B1_AS1	0
AP4E1	5
AP4M1	9
AP4S1	1
AP5B1	7
AP5M1	6
AP5S1	1
AP5Z1	9
APAF1	8
APBA1	1
APBA2	1
APBA3	1
APBB1	19
APBB1IP	2
APBB2	9
APBB3	4
APC	19
APC2	10
APCDD1	3
APCDD1L	0
APCDD1L_AS1	1
APCS	0
APEH	23
APELA	0
APEX1	48
APEX2	4
APH1A	12
APH1B	3
API5	24
APIP	0
APITD1	0
APITD1_CORT	0
APLF	2
APLN	1
APLNR	1
APLP1	0
APLP2	498
APMAP	3
APOA1	0
APOA1_AS	0
APOA1BP	6
APOA2	0
APOA4	1
APOA5	0
APOB	1
APOBEC1	0
APOBEC2	0
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	8
APOBEC3D	6
APOBEC3F	3
APOBEC3G	3
APOBEC3H	0
APOBEC4	18
APOBR	15
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	6
APOE	2
APOF	0
APOH	0
APOL1	40
APOL2	10
APOL3	6
APOL4	7
APOL5	0
APOL6	39
APOLD1	1
APOM	0
APOO	5
APOOL	8
APOOP5	0
APOPT1	4
APP	190
APPBP2	10
APPL1	11
APPL2	32
APRT	5
APTR	5
APTX	7
AQP1	3
AQP10	0
AQP11	1
AQP12A	0
AQP12B	0
AQP2	1
AQP3	224
AQP4	0
AQP4_AS1	7
AQP5	66
AQP6	9
AQP7	1
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	1
AQR	39
AR	29
ARAF	8
ARAP1	47
ARAP2	23
ARAP3	9
ARC	2
ARCN1	46
AREG	0
AREL1	7
ARF1	37
ARF3	51
ARF4	17
ARF5	10
ARF6	35
ARFGAP1	17
ARFGAP2	34
ARFGAP3	106
ARFGEF1	63
ARFGEF2	36
ARFGEF3	84
ARFIP1	10
ARFIP2	23
ARFRP1	14
ARG1	0
ARG2	1
ARGFX	0
ARGFXP2	0
ARGLU1	205
ARHGAP1	17
ARHGAP10	6
ARHGAP11A	0
ARHGAP11B	0
ARHGAP12	14
ARHGAP15	0
ARHGAP17	7
ARHGAP18	70
ARHGAP19	6
ARHGAP19_SLIT1	0
ARHGAP20	2
ARHGAP21	23
ARHGAP22	6
ARHGAP23	31
ARHGAP24	20
ARHGAP25	6
ARHGAP26	26
ARHGAP26_AS1	1
ARHGAP26_IT1	0
ARHGAP27	17
ARHGAP28	1
ARHGAP29	1
ARHGAP30	19
ARHGAP31	3
ARHGAP31_AS1	0
ARHGAP32	37
ARHGAP33	7
ARHGAP35	34
ARHGAP36	0
ARHGAP39	23
ARHGAP4	7
ARHGAP40	0
ARHGAP42	4
ARHGAP44	16
ARHGAP5	60
ARHGAP5_AS1	0
ARHGAP6	1
ARHGAP8	1
ARHGAP9	8
ARHGDIA	31
ARHGDIB	25
ARHGDIG	0
ARHGEF1	33
ARHGEF10	5
ARHGEF10L	7
ARHGEF11	26
ARHGEF12	78
ARHGEF15	0
ARHGEF16	5
ARHGEF17	12
ARHGEF18	37
ARHGEF19	8
ARHGEF2	30
ARHGEF25	0
ARHGEF26	10
ARHGEF26_AS1	1
ARHGEF28	33
ARHGEF3	3
ARHGEF3_AS1	0
ARHGEF33	6
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	6
ARHGEF38	8
ARHGEF38_IT1	0
ARHGEF39	3
ARHGEF4	1
ARHGEF40	5
ARHGEF5	2
ARHGEF6	4
ARHGEF7	6
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	6
ARHGEF9_IT1	0
ARID1A	71
ARID1B	109
ARID2	22
ARID3A	0
ARID3B	1
ARID3C	0
ARID4A	49
ARID4B	142
ARID5A	5
ARID5B	39
ARIH1	51
ARIH2	48
ARIH2OS	0
ARL1	31
ARL10	0
ARL11	1
ARL13A	0
ARL13B	16
ARL14	0
ARL14EP	4
ARL14EPL	0
ARL15	3
ARL16	10
ARL17A	0
ARL17B	0
ARL2	2
ARL2_SNX15	0
ARL2BP	10
ARL3	60
ARL4A	9
ARL4C	2
ARL4D	13
ARL5A	6
ARL5B	4
ARL5C	0
ARL6	5
ARL6IP1	16
ARL6IP4	238
ARL6IP5	9
ARL6IP6	4
ARL8A	10
ARL8B	12
ARL9	0
ARMC1	5
ARMC10	7
ARMC12	0
ARMC2	20
ARMC2_AS1	3
ARMC3	108
ARMC4	20
ARMC5	0
ARMC6	4
