	gene_id_NPS-386_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	10
A2M_AS1	0
A2ML1	2
A2MP1	0
A3GALT2	0
A4GALT	25
A4GNT	0
AA06	0
AAAS	9
AACS	36
AACSP1	1
AADAC	2
AADACL2	4
AADACL2_AS1	1
AADACL3	0
AADACL4	0
AADACP1	9
AADAT	5
AAED1	3
AAGAB	27
AAK1	53
AAMDC	8
AAMP	159
AANAT	1
AAR2	6
AARD	0
AARS	56
AARS2	12
AARSD1	2
AASDH	5
AASDHPPT	36
AASS	3
AATBC	3
AATF	137
AATK	9
AATK_AS1	1
ABALON	3
ABAT	50
ABCA1	23
ABCA10	5
ABCA11P	4
ABCA12	12
ABCA13	1368
ABCA17P	2
ABCA2	36
ABCA3	13
ABCA4	0
ABCA5	61
ABCA6	3
ABCA7	70
ABCA8	2
ABCA9	1
ABCA9_AS1	0
ABCB1	3
ABCB10	5
ABCB11	42
ABCB4	3
ABCB5	0
ABCB6	17
ABCB7	9
ABCB8	23
ABCB9	2
ABCC1	55
ABCC10	19
ABCC11	1
ABCC12	0
ABCC13	0
ABCC2	7
ABCC3	13
ABCC4	5
ABCC5	68
ABCC5_AS1	4
ABCC6	11
ABCC6P1	1
ABCC6P2	3
ABCC8	0
ABCC9	1
ABCD1	8
ABCD2	10
ABCD3	100
ABCD4	10
ABCE1	18
ABCF1	156
ABCF2	22
ABCF3	37
ABCG1	27
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	2
ABHD10	7
ABHD11	21
ABHD11_AS1	3
ABHD12	7
ABHD12B	11
ABHD13	16
ABHD14A	1
ABHD14A_ACY1	0
ABHD14B	12
ABHD15	9
ABHD16A	27
ABHD16B	5
ABHD17A	0
ABHD17B	8
ABHD17C	9
ABHD2	182
ABHD3	7
ABHD4	1
ABHD5	28
ABHD6	10
ABHD8	1
ABI1	104
ABI2	36
ABI3	12
ABI3BP	1
ABL1	34
ABL2	16
ABLIM1	128
ABLIM2	11
ABLIM3	1
ABO	19
ABR	92
ABRA	0
ABRACL	9
ABT1	18
ABTB1	62
ABTB2	2
ACAA1	30
ACAA2	2
ACACA	100
ACACB	38
ACAD10	17
ACAD11	3
ACAD8	22
ACAD9	18
ACADL	1
ACADM	34
ACADS	6
ACADSB	15
ACADVL	176
ACAN	1
ACAP1	17
ACAP2	91
ACAP3	27
ACAT1	25
ACAT2	3
ACBD3	303
ACBD4	8
ACBD5	79
ACBD6	15
ACBD7	15
ACCS	17
ACCSL	0
ACD	9
ACE	10
ACE2	5
ACER1	1
ACER2	9
ACER3	6
ACHE	0
ACIN1	423
ACKR1	0
ACKR2	1
ACKR3	4
ACKR4	5
ACLY	101
ACMSD	0
ACO1	16
ACO2	77
ACOT1	0
ACOT11	16
ACOT12	0
ACOT13	21
ACOT2	6
ACOT4	1
ACOT6	0
ACOT7	12
ACOT8	2
ACOT9	26
ACOX1	19
ACOX2	2
ACOX3	37
ACOXL	3
ACP1	21
ACP2	7
ACP5	12
ACP6	13
ACPP	0
ACPT	1
ACR	0
ACRBP	4
ACRC	6
ACRV1	0
ACSBG1	10
ACSBG2	0
ACSF2	16
ACSF3	14
ACSL1	36
ACSL3	61
ACSL4	13
ACSL5	25
ACSL6	0
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	6
ACSS1	34
ACSS2	11
ACSS3	14
ACTA1	0
ACTA2	11
ACTA2_AS1	0
ACTB	853
ACTBL2	0
ACTC1	2
ACTG1	450
ACTG1P17	5
ACTG1P20	1
ACTG1P4	2
ACTG2	0
ACTL10	3
ACTL6A	26
ACTL6B	0
ACTL7A	1
ACTL7B	0
ACTL8	2
ACTL9	0
ACTN1	80
ACTN1_AS1	0
ACTN2	1
ACTN3	0
ACTN4	400
ACTR10	20
ACTR1A	16
ACTR1B	20
ACTR2	87
ACTR3	84
ACTR3B	6
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	3
ACTR5	9
ACTR6	31
ACTR8	31
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	10
ACVR1B	33
ACVR1C	857
ACVR2A	6
ACVR2B	12
ACVR2B_AS1	1
ACVRL1	1
ACY1	2
ACY3	1
ACYP1	26
ACYP2	7
ADA	5
ADAD1	0
ADAD2	5
ADAL	6
ADAM10	61
ADAM11	0
ADAM12	30
ADAM15	34
ADAM17	27
ADAM18	0
ADAM19	31
ADAM1A	13
ADAM2	0
ADAM20	0
ADAM20P1	1
ADAM21	1
ADAM21P1	0
ADAM22	8
ADAM23	4
ADAM28	71
ADAM29	0
ADAM30	0
ADAM32	3
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	22
ADAM9	85
ADAMDEC1	4
ADAMTS1	4
ADAMTS10	0
ADAMTS12	0
ADAMTS13	2
ADAMTS14	2
ADAMTS15	6
ADAMTS16	1
ADAMTS17	4
ADAMTS18	42
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	2
ADAMTS20	0
ADAMTS3	2
ADAMTS4	2
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	1
ADAMTS8	7
ADAMTS9	2
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	94
ADAMTSL2	3
ADAMTSL3	1
ADAMTSL4	24
ADAMTSL4_AS1	2
ADAMTSL5	1
ADAP1	15
ADAP2	9
ADAR	289
ADARB1	3
ADARB2	10
ADARB2_AS1	0
ADAT1	13
ADAT2	9
ADAT3	0
ADCK1	12
ADCK2	39
ADCK3	20
ADCK4	21
ADCK5	7
ADCY1	1
ADCY10	0
ADCY10P1	2
ADCY2	29
ADCY3	6
ADCY4	5
ADCY5	14
ADCY6	21
ADCY7	9
ADCY8	0
ADCY9	28
ADCYAP1	0
ADCYAP1R1	0
ADD1	140
ADD2	0
ADD3	100
ADD3_AS1	2
ADGB	175
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	5
ADGRA3	8
ADGRB1	0
ADGRB2	9
ADGRB3	1
ADGRD1	0
ADGRE1	3
ADGRE2	18
ADGRE3	2
ADGRE4P	0
ADGRE5	83
ADGRF1	56
ADGRF2	2
ADGRF3	13
ADGRF4	0
ADGRF5	3
ADGRG1	40
ADGRG2	0
ADGRG3	7
ADGRG4	0
ADGRG5	3
ADGRG6	3
ADGRG7	0
ADGRL1	20
ADGRL2	1
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	39
ADH1A	3
ADH1B	0
ADH1C	136
ADH4	1
ADH5	32
ADH6	8
ADH7	234
ADHFE1	4
ADI1	8
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	56
ADIPOR2	9
ADIRF	3
ADK	11
ADM	4
ADM2	2
ADM5	1
ADNP	24
ADNP_AS1	12
ADNP2	9
ADO	7
ADORA1	15
ADORA2A	1
ADORA2A_AS1	3
ADORA2B	8
ADORA3	0
ADPGK	8
ADPGK_AS1	2
ADPRH	31
ADPRHL1	9
ADPRHL2	40
ADPRM	1
ADRA1A	15
ADRA1B	1
ADRA1D	0
ADRA2A	3
ADRA2B	0
ADRA2C	0
ADRB1	14
ADRB2	9
ADRB3	0
ADRBK1	71
ADRBK2	9
ADRM1	76
ADSL	8
ADSS	54
ADSSL1	11
ADTRP	6
AEBP1	6
AEBP2	135
AEN	6
AES	221
AFAP1	38
AFAP1_AS1	1
AFAP1L1	9
AFAP1L2	3
AFF1	95
AFF2	2
AFF3	5
AFF4	70
AFG3L1P	8
AFG3L2	35
AFM	0
AFMID	14
AFP	0
AFTPH	32
AGA	15
AGAP1	42
AGAP1_IT1	4
AGAP11	0
AGAP2	25
AGAP2_AS1	0
AGAP3	44
AGAP4	1
AGAP5	3
AGAP6	2
AGAP7P	0
AGAP9	1
AGBL1	8
AGBL1_AS1	0
AGBL2	75
AGBL3	6
AGBL4	5
AGBL4_IT1	1
AGBL5	31
AGBL5_AS1	0
AGER	13
AGFG1	7
AGFG2	31
AGGF1	35
AGK	25
AGL	26
AGMAT	1
AGMO	0
AGO1	30
AGO2	34
AGO3	13
AGO4	33
AGPAT1	16
AGPAT2	14
AGPAT3	55
AGPAT4	17
AGPAT4_IT1	0
AGPAT5	16
AGPS	27
AGR2	97
AGR3	20
AGRN	90
AGRP	2
AGT	0
AGTPBP1	16
AGTR1	0
AGTR2	0
AGTRAP	9
AGXT	0
AGXT2	1
AHCTF1	20
AHCTF1P1	1
AHCY	11
AHCYL1	79
AHCYL2	52
AHDC1	31
AHI1	93
AHNAK	1248
AHNAK2	38
AHR	107
AHRR	0
AHSA1	154
AHSA2	155
AHSG	0
AHSP	0
AICDA	0
AIDA	3
AIF1	22
AIF1L	2
AIFM1	35
AIFM2	16
AIFM3	1
AIG1	16
AIM1	105
AIM1L	3
AIM2	6
AIMP1	72
AIMP2	3
AIP	7
AIPL1	1
AIRE	0
AIRN	3
AJAP1	5
AJUBA	1
AK1	53
AK2	27
AK3	35
AK4	0
AK5	2
AK6	3
AK7	319
AK8	21
AK9	561
AKAP1	16
AKAP10	9
AKAP11	46
AKAP12	22
AKAP13	330
AKAP14	75
AKAP17A	76
AKAP2	0
AKAP3	3
AKAP4	1
AKAP5	6
AKAP6	45
AKAP7	5
AKAP8	113
AKAP8L	231
AKAP9	486
AKIP1	0
AKIRIN1	17
AKIRIN2	11
AKNA	156
AKNAD1	0
AKR1A1	111
AKR1B1	15
AKR1B10	20
AKR1B15	2
AKR1C1	34
AKR1C2	20
AKR1C3	11
AKR1C4	0
AKR1C6P	0
AKR1C8P	1
AKR1D1	0
AKR1E2	0
AKR7A2	14
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	71
AKT1S1	25
AKT2	33
AKT3	2
AKTIP	4
ALAD	22
ALAS1	67
ALAS2	0
ALB	0
ALCAM	259
ALDH16A1	16
ALDH18A1	30
ALDH1A1	907
ALDH1A2	83
ALDH1A3	12
ALDH1B1	0
ALDH1L1	40
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	1
ALDH2	47
ALDH3A1	522
ALDH3A2	38
ALDH3B1	232
ALDH3B2	9
ALDH4A1	4
ALDH5A1	19
ALDH6A1	16
ALDH7A1	44
ALDH8A1	0
ALDH9A1	25
ALDOA	293
ALDOB	4
ALDOC	3
ALG1	2
ALG10	1
ALG10B	1
ALG11	10
ALG12	5
ALG13	35
ALG14	0
ALG1L	1
ALG1L2	0
ALG1L9P	3
ALG2	9
ALG3	4
ALG5	10
ALG6	8
ALG8	3
ALG9	10
ALK	5
ALKBH1	1
ALKBH2	4
ALKBH3	12
ALKBH3_AS1	0
ALKBH4	1
ALKBH5	55
ALKBH6	12
ALKBH7	2
ALKBH8	7
ALLC	0
ALMS1	122
ALMS1_IT1	8
ALMS1P	6
ALOX12	2
ALOX12_AS1	0
ALOX12B	0
ALOX12P2	19
ALOX15	1229
ALOX15B	0
ALOX15P1	7
ALOX5	2
ALOX5AP	6
ALOXE3	1
ALPI	0
ALPK1	30
ALPK2	0
ALPK3	24
ALPL	61
ALPP	2
ALPPL2	3
ALS2	40
ALS2CL	33
ALS2CR11	1
ALS2CR12	98
ALX1	0
ALX3	1
ALX4	1
ALYREF	22
AMACR	1
AMBN	0
AMBP	7
AMBRA1	29
AMD1	37
AMDHD1	0
AMDHD2	6
AMELX	0
AMELY	0
AMER1	13
AMER2	3
AMER3	0
AMFR	19
AMH	8
AMHR2	0
AMICA1	30
AMIGO1	0
AMIGO2	4
AMIGO3	3
AMMECR1	4
AMMECR1L	8
AMN	3
AMN1	0
AMOT	75
AMOTL1	2
AMOTL2	14
AMPD1	1
AMPD2	21
AMPD3	80
AMPH	0
AMT	3
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	4
AMZ2	17
AMZ2P1	5
ANAPC1	10
ANAPC10	1
ANAPC11	17
ANAPC13	17
ANAPC15	0
ANAPC16	40
ANAPC1P1	0
ANAPC2	26
ANAPC4	19
ANAPC5	40
ANAPC7	20
ANG	1
ANGEL1	5
ANGEL2	18
ANGPT1	3
ANGPT2	1
ANGPT4	0
ANGPTL1	4
ANGPTL2	6
ANGPTL3	0
ANGPTL4	0
ANGPTL5	3
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	3
ANK2	5
ANK3	205
ANKAR	3
ANKDD1A	11
ANKDD1B	22
ANKEF1	21
ANKFN1	11
ANKFY1	59
ANKH	7
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	28
ANKK1	2
ANKLE1	0
ANKLE2	48
ANKMY1	57
ANKMY2	24
ANKRA2	7
ANKRD1	0
ANKRD10	16
ANKRD11	311
ANKRD12	114
ANKRD13A	74
ANKRD13B	0
ANKRD13C	13
ANKRD13D	29
ANKRD16	6
ANKRD17	248
ANKRD18A	52
ANKRD18B	50
ANKRD18DP	0
ANKRD19P	2
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	1
ANKRD20A12P	0
ANKRD20A19P	3
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	4
ANKRD20A8P	1
ANKRD20A9P	4
ANKRD22	2
ANKRD23	44
ANKRD24	9
ANKRD26	95
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	14
ANKRD28	51
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	2
ANKRD33	0
ANKRD33B	7
ANKRD34A	2
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	60
ANKRD36	62
ANKRD36B	32
ANKRD36BP1	3
ANKRD36BP2	3
ANKRD36C	187
ANKRD37	18
ANKRD39	5
ANKRD40	20
ANKRD42	127
ANKRD44	16
ANKRD44_IT1	1
ANKRD45	45
ANKRD46	2
ANKRD49	5
ANKRD50	15
ANKRD52	21
ANKRD53	2
ANKRD54	29
ANKRD55	0
ANKRD6	34
ANKRD60	0
ANKRD61	2
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	22
ANKRD66	62
ANKRD7	1
ANKRD9	8
ANKS1A	64
ANKS1B	1
ANKS3	10
ANKS4B	0
ANKS6	18
ANKUB1	59
ANKZF1	145
ANLN	30
ANO1	4
ANO1_AS2	1
ANO10	3
ANO2	1
ANO3	0
ANO4	0
ANO5	10
ANO6	32
ANO7	2
ANO8	8
ANO9	31
ANOS1	1
ANP32A	270
ANP32A_IT1	2
ANP32AP1	0
ANP32B	631
ANP32C	5
ANP32D	0
ANP32E	455
ANPEP	89
ANTXR1	9
ANTXR2	31
ANTXRL	1
ANTXRLP1	0
ANXA1	611
ANXA10	0
ANXA11	96
ANXA13	0
ANXA2	153
ANXA2P1	3
ANXA2P2	7
ANXA2P3	1
ANXA2R	0
ANXA3	25
ANXA4	39
ANXA5	66
ANXA6	24
ANXA7	73
ANXA8	0
ANXA8L1	0
ANXA9	3
AOAH	19
AOAH_IT1	0
AOC1	0
AOC2	3
AOC3	3
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	13
AP1B1	71
AP1B1P1	0
AP1G1	78
AP1G2	24
AP1M1	18
AP1M2	54
AP1S1	15
AP1S2	0
AP1S3	8
AP2A1	41
AP2A2	26
AP2B1	127
AP2M1	80
AP2S1	11
AP3B1	78
AP3B2	10
AP3D1	374
AP3M1	16
AP3M2	34
AP3S1	7
AP3S2	0
AP4B1	16
AP4B1_AS1	1
AP4E1	10
AP4M1	11
AP4S1	1
AP5B1	21
AP5M1	3
AP5S1	6
AP5Z1	18
APAF1	9
APBA1	0
APBA2	1
APBA3	4
APBB1	23
APBB1IP	24
APBB2	16
APBB3	8
APC	30
APC2	8
APCDD1	8
APCDD1L	0
APCDD1L_AS1	0
APCS	0
APEH	48
APELA	0
APEX1	72
APEX2	14
APH1A	30
APH1B	6
API5	23
APIP	2
APITD1	0
APITD1_CORT	0
APLF	1
APLN	0
APLNR	0
APLP1	0
APLP2	734
APMAP	21
APOA1	1
APOA1_AS	1
APOA1BP	8
APOA2	0
APOA4	2
APOA5	1
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	20
APOBEC3D	5
APOBEC3F	23
APOBEC3G	12
APOBEC3H	0
APOBEC4	20
APOBR	88
APOC1	8
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	59
APOE	64
APOF	0
APOH	0
APOL1	166
APOL2	52
APOL3	26
APOL4	19
APOL5	0
APOL6	135
APOLD1	2
APOM	0
APOO	13
APOOL	10
APOOP5	3
APOPT1	10
APP	286
APPBP2	22
APPL1	19
APPL2	55
APRT	10
APTR	10
APTX	18
AQP1	5
AQP10	0
AQP11	1
AQP12A	0
AQP12B	0
AQP2	0
AQP3	430
AQP4	3
AQP4_AS1	3
AQP5	72
AQP6	6
AQP7	5
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	21
AQR	75
AR	21
ARAF	29
ARAP1	135
ARAP2	72
ARAP3	21
ARC	6
ARCN1	68
AREG	2
AREL1	16
ARF1	68
ARF3	98
ARF4	17
ARF5	21
ARF6	85
ARFGAP1	22
ARFGAP2	44
ARFGAP3	216
ARFGEF1	101
ARFGEF2	57
ARFGEF3	119
ARFIP1	19
ARFIP2	34
ARFRP1	12
ARG1	1
ARG2	3
ARGFX	0
ARGFXP2	1
ARGLU1	342
ARHGAP1	30
ARHGAP10	1
ARHGAP11A	3
ARHGAP11B	0
ARHGAP12	52
ARHGAP15	15
ARHGAP17	24
ARHGAP18	123
ARHGAP19	12
ARHGAP19_SLIT1	0
ARHGAP20	6
ARHGAP21	40
ARHGAP22	4
ARHGAP23	33
ARHGAP24	29
ARHGAP25	33
ARHGAP26	55
ARHGAP26_AS1	4
ARHGAP26_IT1	0
ARHGAP27	31
ARHGAP28	0
ARHGAP29	14
ARHGAP30	149
ARHGAP31	15
ARHGAP31_AS1	2
ARHGAP32	49
ARHGAP33	22
ARHGAP35	57
ARHGAP36	0
ARHGAP39	75
ARHGAP4	20
ARHGAP40	0
ARHGAP42	11
ARHGAP44	19
ARHGAP5	57
ARHGAP5_AS1	4
ARHGAP6	3
ARHGAP8	0
ARHGAP9	26
ARHGDIA	90
ARHGDIB	62
ARHGDIG	0
ARHGEF1	98
ARHGEF10	3
ARHGEF10L	23
ARHGEF11	54
ARHGEF12	119
ARHGEF15	3
ARHGEF16	31
ARHGEF17	13
ARHGEF18	56
ARHGEF19	2
ARHGEF2	32
ARHGEF25	0
ARHGEF26	3
ARHGEF26_AS1	2
ARHGEF28	81
ARHGEF3	24
ARHGEF3_AS1	0
ARHGEF33	9
ARHGEF34P	1
ARHGEF35	6
ARHGEF37	36
ARHGEF38	21
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	9
ARHGEF40	7
ARHGEF5	6
ARHGEF6	31
ARHGEF7	26
ARHGEF7_AS1	0
ARHGEF7_AS2	1
ARHGEF9	15
ARHGEF9_IT1	0
ARID1A	124
ARID1B	149
ARID2	28
ARID3A	3
ARID3B	9
ARID3C	0
ARID4A	80
ARID4B	319
ARID5A	11
ARID5B	70
ARIH1	90
ARIH2	33
ARIH2OS	1
ARL1	53
ARL10	2
ARL11	2
ARL13A	2
ARL13B	19
ARL14	0
ARL14EP	10
ARL14EPL	0
ARL15	2
ARL16	12
ARL17A	0
ARL17B	0
ARL2	1
ARL2_SNX15	0
ARL2BP	19
ARL3	124
ARL4A	7
ARL4C	13
ARL4D	8
ARL5A	9
ARL5B	3
ARL5C	0
ARL6	14
ARL6IP1	34
ARL6IP4	641
ARL6IP5	21
ARL6IP6	12
ARL8A	23
ARL8B	15
ARL9	0
ARMC1	3
ARMC10	3
ARMC12	0
ARMC2	65
ARMC2_AS1	0
ARMC3	226
ARMC4	85
ARMC5	22
ARMC6	7
ARMC7	5
