	gene_id_WB9_
A1BG	30
A1BG_AS1	6
A1CF	1
A2M	764
A2M_AS1	152
A2ML1	0
A2MP1	50
A3GALT2	12
A4GALT	0
A4GNT	1
AA06	0
AAAS	131
AACS	117
AACSP1	0
AADAC	1
AADACL2	0
AADACL2_AS1	0
AADACL3	1
AADACL4	0
AADACP1	0
AADAT	0
AAED1	163
AAGAB	447
AAK1	1838
AAMDC	60
AAMP	400
AANAT	54
AAR2	368
AARD	0
AARS	486
AARS2	213
AARSD1	2
AASDH	139
AASDHPPT	165
AASS	25
AATBC	444
AATF	976
AATK	449
AATK_AS1	0
ABALON	622
ABAT	161
ABCA1	1864
ABCA10	9
ABCA11P	30
ABCA12	2
ABCA13	28
ABCA17P	1
ABCA2	944
ABCA3	60
ABCA4	0
ABCA5	237
ABCA6	18
ABCA7	1699
ABCA8	1
ABCA9	4
ABCA9_AS1	0
ABCB1	158
ABCB10	1348
ABCB11	0
ABCB4	7
ABCB5	34
ABCB6	64
ABCB7	316
ABCB8	159
ABCB9	4
ABCC1	975
ABCC10	358
ABCC11	0
ABCC12	0
ABCC13	864
ABCC2	40
ABCC3	360
ABCC4	2347
ABCC5	268
ABCC5_AS1	2
ABCC6	25
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	688
ABCD2	89
ABCD3	206
ABCD4	269
ABCE1	324
ABCF1	940
ABCF2	263
ABCF3	481
ABCG1	161
ABCG2	449
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	13
ABHD10	124
ABHD11	66
ABHD11_AS1	0
ABHD12	169
ABHD12B	3
ABHD13	502
ABHD14A	35
ABHD14A_ACY1	0
ABHD14B	224
ABHD15	154
ABHD16A	768
ABHD16B	101
ABHD17A	913
ABHD17B	138
ABHD17C	11
ABHD2	2545
ABHD3	628
ABHD4	281
ABHD5	364
ABHD6	34
ABHD8	87
ABI1	1760
ABI2	215
ABI3	417
ABI3BP	30
ABL1	415
ABL2	400
ABLIM1	682
ABLIM2	13
ABLIM3	284
ABO	21
ABR	1358
ABRA	14
ABRACL	209
ABT1	355
ABTB1	1713
ABTB2	966
ACAA1	819
ACAA2	228
ACACA	342
ACACB	115
ACAD10	202
ACAD11	27
ACAD8	147
ACAD9	286
ACADL	0
ACADM	265
ACADS	215
ACADSB	98
ACADVL	1663
ACAN	44
ACAP1	1130
ACAP2	2755
ACAP3	240
ACAT1	195
ACAT2	108
ACBD3	384
ACBD4	75
ACBD5	397
ACBD6	296
ACBD7	3
ACCS	99
ACCSL	4
ACD	64
ACE	79
ACE2	0
ACER1	1
ACER2	70
ACER3	557
ACHE	73
ACIN1	2017
ACKR1	74
ACKR2	55
ACKR3	7
ACKR4	22
ACLY	1752
ACMSD	6
ACO1	247
ACO2	645
ACOT1	9
ACOT11	6
ACOT12	4
ACOT13	185
ACOT2	72
ACOT4	13
ACOT6	0
ACOT7	94
ACOT8	170
ACOT9	822
ACOX1	399
ACOX2	2
ACOX3	96
ACOXL	8
ACP1	1924
ACP2	242
ACP5	457
ACP6	26
ACPP	227
ACPT	27
ACR	2
ACRBP	495
ACRC	77
ACRV1	0
ACSBG1	21
ACSBG2	3
ACSF2	88
ACSF3	376
ACSL1	11990
ACSL3	691
ACSL4	939
ACSL5	882
ACSL6	563
ACSM1	8
ACSM2A	0
ACSM2B	0
ACSM3	61
ACSM4	5
ACSM5	0
ACSM6	6
ACSS1	497
ACSS2	289
ACSS3	0
ACTA1	0
ACTA2	266
ACTA2_AS1	50
ACTB	80710
ACTBL2	0
ACTC1	0
ACTG1	9872
ACTG1P17	5
ACTG1P20	82
ACTG1P4	4
ACTG2	0
ACTL10	17
ACTL6A	64
ACTL6B	1
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	1
ACTN1	2167
ACTN1_AS1	0
ACTN2	0
ACTN3	7
ACTN4	2858
ACTR10	617
ACTR1A	1083
ACTR1B	332
ACTR2	3831
ACTR3	5001
ACTR3B	68
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	38
ACTR5	135
ACTR6	121
ACTR8	243
ACTRT1	0
ACTRT2	0
ACTRT3	6
ACVR1	175
ACVR1B	371
ACVR1C	34
ACVR2A	207
ACVR2B	96
ACVR2B_AS1	3
ACVRL1	76
ACY1	0
ACY3	0
ACYP1	45
ACYP2	30
ADA	239
ADAD1	0
ADAD2	0
ADAL	162
ADAM10	2188
ADAM11	1
ADAM12	18
ADAM15	490
ADAM17	1795
ADAM18	0
ADAM19	639
ADAM1A	21
ADAM2	0
ADAM20	1
ADAM20P1	6
ADAM21	1
ADAM21P1	0
ADAM22	53
ADAM23	2
ADAM28	107
ADAM29	0
ADAM30	0
ADAM32	22
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	4168
ADAM9	619
ADAMDEC1	1
ADAMTS1	34
ADAMTS10	67
ADAMTS12	0
ADAMTS13	15
ADAMTS14	24
ADAMTS15	0
ADAMTS16	0
ADAMTS17	38
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	11
ADAMTS20	0
ADAMTS3	18
ADAMTS4	1
ADAMTS5	0
ADAMTS6	39
ADAMTS7	0
ADAMTS7P1	4
ADAMTS8	3
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	1
ADAMTSL2	0
ADAMTSL3	1
ADAMTSL4	2395
ADAMTSL4_AS1	440
ADAMTSL5	7
ADAP1	687
ADAP2	594
ADAR	18000
ADARB1	299
ADARB2	5
ADARB2_AS1	0
ADAT1	270
ADAT2	46
ADAT3	26
ADCK1	55
ADCK2	156
ADCK3	232
ADCK4	190
ADCK5	46
ADCY1	15
ADCY10	17
ADCY10P1	112
ADCY2	0
ADCY3	83
ADCY4	138
ADCY5	11
ADCY6	5
ADCY7	6957
ADCY8	0
ADCY9	320
ADCYAP1	0
ADCYAP1R1	1
ADD1	4410
ADD2	208
ADD3	2407
ADD3_AS1	11
ADGB	1
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	107
ADGRA3	38
ADGRB1	22
ADGRB2	8
ADGRB3	0
ADGRD1	15
ADGRE1	475
ADGRE2	1740
ADGRE3	46
ADGRE4P	24
ADGRE5	15395
ADGRF1	1
ADGRF2	4
ADGRF3	62
ADGRF4	2
ADGRF5	1
ADGRG1	870
ADGRG2	20
ADGRG3	1244
ADGRG4	6
ADGRG5	245
ADGRG6	4
ADGRG7	0
ADGRL1	199
ADGRL2	0
ADGRL3	3
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	5
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	324
ADH6	2
ADH7	0
ADHFE1	51
ADI1	307
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	70607
ADIPOR2	1293
ADIRF	9
ADK	368
ADM	813
ADM2	7
ADM5	4
ADNP	979
ADNP_AS1	53
ADNP2	521
ADO	166
ADORA1	0
ADORA2A	72
ADORA2A_AS1	236
ADORA2B	20
ADORA3	3
ADPGK	1117
ADPGK_AS1	68
ADPRH	322
ADPRHL1	4
ADPRHL2	233
ADPRM	96
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	4
ADRA2B	1
ADRA2C	0
ADRB1	25
ADRB2	801
ADRB3	0
ADRBK1	3563
ADRBK2	1022
ADRM1	589
ADSL	353
ADSS	555
ADSSL1	4
ADTRP	30
AEBP1	20
AEBP2	467
AEN	813
AES	1675
AFAP1	69
AFAP1_AS1	7
AFAP1L1	0
AFAP1L2	8
AFF1	6733
AFF2	78
AFF3	67
AFF4	2409
AFG3L1P	167
AFG3L2	414
AFM	0
AFMID	34
AFP	0
AFTPH	1133
AGA	165
AGAP1	78
AGAP1_IT1	0
AGAP11	2
AGAP2	346
AGAP2_AS1	4
AGAP3	146
AGAP4	136
AGAP5	140
AGAP6	123
AGAP7P	39
AGAP9	76
AGBL1	0
AGBL1_AS1	0
AGBL2	18
AGBL3	27
AGBL4	0
AGBL4_IT1	0
AGBL5	231
AGBL5_AS1	0
AGER	157
AGFG1	3254
AGFG2	68
AGGF1	702
AGK	266
AGL	159
AGMAT	19
AGMO	0
AGO1	770
AGO2	3011
AGO3	382
AGO4	946
AGPAT1	364
AGPAT2	336
AGPAT3	2066
AGPAT4	502
AGPAT4_IT1	61
AGPAT5	104
AGPS	619
AGR2	0
AGR3	0
AGRN	2425
AGRP	4
AGT	0
AGTPBP1	2873
AGTR1	3
AGTR2	0
AGTRAP	760
AGXT	0
AGXT2	0
AHCTF1	1790
AHCTF1P1	1
AHCY	186
AHCYL1	455
AHCYL2	215
AHDC1	122
AHI1	82
AHNAK	63615
AHNAK2	22
AHR	4498
AHRR	11
AHSA1	1457
AHSA2	789
AHSG	0
AHSP	2059
AICDA	0
AIDA	1843
AIF1	2124
AIF1L	2
AIFM1	172
AIFM2	48
AIFM3	110
AIG1	109
AIM1	1933
AIM1L	8
AIM2	427
AIMP1	319
AIMP2	28
AIP	383
AIPL1	1
AIRE	7
AIRN	42
AJAP1	3
AJUBA	3
AK1	723
AK2	814
AK3	204
AK4	9
AK5	77
AK6	87
AK7	9
AK8	1
AK9	92
AKAP1	103
AKAP10	592
AKAP11	617
AKAP12	46
AKAP13	10959
AKAP14	3
AKAP17A	1503
AKAP2	5
AKAP3	3
AKAP4	0
AKAP5	111
AKAP6	9
AKAP7	1912
AKAP8	1010
AKAP8L	1011
AKAP9	2302
AKIP1	66
AKIRIN1	1113
AKIRIN2	1293
AKNA	5056
AKNAD1	0
AKR1A1	501
AKR1B1	151
AKR1B10	0
AKR1B15	0
AKR1C1	15
AKR1C2	5
AKR1C3	123
AKR1C4	11
AKR1C6P	29
AKR1C8P	15
AKR1D1	0
AKR1E2	258
AKR7A2	122
AKR7A2P1	11
AKR7A3	2
AKR7L	1
AKT1	1152
AKT1S1	328
AKT2	2209
AKT3	417
AKTIP	101
ALAD	522
ALAS1	507
ALAS2	192022
ALB	1
ALCAM	196
ALDH16A1	338
ALDH18A1	79
