	gene_id_WB5_
A1BG	6
A1BG_AS1	1
A1CF	0
A2M	188
A2M_AS1	41
A2ML1	0
A2MP1	11
A3GALT2	2
A4GALT	1
A4GNT	0
AA06	0
AAAS	10
AACS	3
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	1
AADACP1	0
AADAT	1
AAED1	2
AAGAB	31
AAK1	218
AAMDC	4
AAMP	31
AANAT	1
AAR2	12
AARD	0
AARS	21
AARS2	17
AARSD1	0
AASDH	2
AASDHPPT	13
AASS	1
AATBC	21
AATF	49
AATK	37
AATK_AS1	0
ABALON	12
ABAT	22
ABCA1	40
ABCA10	16
ABCA11P	1
ABCA12	1
ABCA13	2
ABCA17P	0
ABCA2	108
ABCA3	8
ABCA4	0
ABCA5	72
ABCA6	4
ABCA7	172
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	24
ABCB10	43
ABCB11	0
ABCB4	1
ABCB5	3
ABCB6	12
ABCB7	30
ABCB8	19
ABCB9	0
ABCC1	119
ABCC10	28
ABCC11	0
ABCC12	0
ABCC13	8
ABCC2	10
ABCC3	39
ABCC4	62
ABCC5	40
ABCC5_AS1	3
ABCC6	8
ABCC6P1	1
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	15
ABCD2	8
ABCD3	10
ABCD4	28
ABCE1	36
ABCF1	67
ABCF2	24
ABCF3	36
ABCG1	20
ABCG2	20
ABCG4	2
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	9
ABHD11	5
ABHD11_AS1	1
ABHD12	8
ABHD12B	0
ABHD13	35
ABHD14A	1
ABHD14A_ACY1	0
ABHD14B	20
ABHD15	7
ABHD16A	39
ABHD16B	3
ABHD17A	77
ABHD17B	6
ABHD17C	2
ABHD2	144
ABHD3	20
ABHD4	13
ABHD5	19
ABHD6	3
ABHD8	7
ABI1	118
ABI2	18
ABI3	11
ABI3BP	4
ABL1	38
ABL2	36
ABLIM1	93
ABLIM2	1
ABLIM3	15
ABO	6
ABR	119
ABRA	2
ABRACL	11
ABT1	27
ABTB1	110
ABTB2	3
ACAA1	45
ACAA2	10
ACACA	46
ACACB	21
ACAD10	25
ACAD11	6
ACAD8	11
ACAD9	25
ACADL	1
ACADM	10
ACADS	12
ACADSB	9
ACADVL	116
ACAN	3
ACAP1	160
ACAP2	152
ACAP3	34
ACAT1	8
ACAT2	12
ACBD3	24
ACBD4	7
ACBD5	33
ACBD6	20
ACBD7	0
ACCS	8
ACCSL	0
ACD	9
ACE	6
ACE2	1
ACER1	0
ACER2	5
ACER3	32
ACHE	4
ACIN1	157
ACKR1	1
ACKR2	0
ACKR3	3
ACKR4	2
ACLY	105
ACMSD	0
ACO1	12
ACO2	36
ACOT1	0
ACOT11	3
ACOT12	0
ACOT13	13
ACOT2	4
ACOT4	2
ACOT6	0
ACOT7	5
ACOT8	7
ACOT9	22
ACOX1	39
ACOX2	0
ACOX3	11
ACOXL	2
ACP1	41
ACP2	11
ACP5	10
ACP6	1
ACPP	16
ACPT	5
ACR	0
ACRBP	17
ACRC	2
ACRV1	0
ACSBG1	2
ACSBG2	1
ACSF2	15
ACSF3	26
ACSL1	152
ACSL3	30
ACSL4	38
ACSL5	50
ACSL6	16
ACSM1	2
ACSM2A	0
