	gene_id_WB43_
A1BG	17
A1BG_AS1	9
A1CF	1
A2M	622
A2M_AS1	136
A2ML1	8
A2MP1	43
A3GALT2	2
A4GALT	2
A4GNT	1
AA06	0
AAAS	108
AACS	55
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	32
AAGAB	313
AAK1	1858
AAMDC	19
AAMP	358
AANAT	17
AAR2	101
AARD	0
AARS	512
AARS2	252
AARSD1	0
AASDH	207
AASDHPPT	130
AASS	36
AATBC	449
AATF	554
AATK	340
AATK_AS1	3
ABALON	188
ABAT	146
ABCA1	592
ABCA10	24
ABCA11P	41
ABCA12	2
ABCA13	18
ABCA17P	0
ABCA2	488
ABCA3	56
ABCA4	0
ABCA5	321
ABCA6	6
ABCA7	1265
ABCA8	0
ABCA9	9
ABCA9_AS1	0
ABCB1	220
ABCB10	974
ABCB11	0
ABCB4	60
ABCB5	24
ABCB6	95
ABCB7	277
ABCB8	120
ABCB9	9
ABCC1	721
ABCC10	369
ABCC11	0
ABCC12	0
ABCC13	215
ABCC2	34
ABCC3	592
ABCC4	1342
ABCC5	443
ABCC5_AS1	3
ABCC6	61
ABCC6P1	1
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	126
ABCD2	353
ABCD3	230
ABCD4	224
ABCE1	336
ABCF1	547
ABCF2	227
ABCF3	310
ABCG1	142
ABCG2	308
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	36
ABHD10	164
ABHD11	35
ABHD11_AS1	3
ABHD12	124
ABHD12B	27
ABHD13	301
ABHD14A	27
ABHD14A_ACY1	0
ABHD14B	145
ABHD15	220
ABHD16A	304
ABHD16B	60
ABHD17A	573
ABHD17B	128
ABHD17C	20
ABHD2	1851
ABHD3	254
ABHD4	159
ABHD5	312
ABHD6	46
ABHD8	51
ABI1	993
ABI2	321
ABI3	323
ABI3BP	23
ABL1	271
ABL2	422
ABLIM1	1937
ABLIM2	15
ABLIM3	347
ABO	12
ABR	878
ABRA	8
ABRACL	119
ABT1	176
ABTB1	1857
ABTB2	40
ACAA1	502
ACAA2	192
ACACA	301
ACACB	209
ACAD10	302
ACAD11	34
ACAD8	158
ACAD9	246
ACADL	0
ACADM	279
ACADS	81
ACADSB	182
ACADVL	1066
ACAN	11
ACAP1	970
ACAP2	1769
ACAP3	201
ACAT1	152
ACAT2	56
ACBD3	276
ACBD4	65
ACBD5	259
ACBD6	275
ACBD7	2
ACCS	67
ACCSL	7
ACD	57
ACE	45
ACE2	0
ACER1	1
ACER2	82
ACER3	315
ACHE	37
ACIN1	1559
ACKR1	31
ACKR2	17
ACKR3	19
ACKR4	23
ACLY	976
ACMSD	9
ACO1	239
ACO2	321
ACOT1	1
ACOT11	8
ACOT12	0
ACOT13	216
ACOT2	42
ACOT4	5
ACOT6	0
ACOT7	39
ACOT8	95
ACOT9	222
ACOX1	510
ACOX2	8
ACOX3	125
ACOXL	3
ACP1	625
ACP2	105
ACP5	249
ACP6	48
ACPP	148
ACPT	5
ACR	1
ACRBP	259
ACRC	126
ACRV1	0
ACSBG1	32
ACSBG2	12
ACSF2	59
ACSF3	352
ACSL1	1210
ACSL3	302
ACSL4	521
ACSL5	544
ACSL6	451
ACSM1	12
ACSM2A	0
ACSM2B	0
ACSM3	38
ACSM4	2
ACSM5	1
ACSM6	6
ACSS1	482
ACSS2	207
ACSS3	0
ACTA1	0
ACTA2	103
ACTA2_AS1	35
ACTB	32789
ACTBL2	0
ACTC1	0
ACTG1	8379
ACTG1P17	16
ACTG1P20	49
ACTG1P4	34
ACTG2	0
ACTL10	24
ACTL6A	128
ACTL6B	0
ACTL7A	1
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	1649
ACTN1_AS1	3
ACTN2	0
ACTN3	0
ACTN4	1210
ACTR10	342
ACTR1A	509
ACTR1B	293
ACTR2	2496
ACTR3	2285
ACTR3B	117
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	28
ACTR5	98
ACTR6	150
ACTR8	259
ACTRT1	0
ACTRT2	0
ACTRT3	4
ACVR1	231
ACVR1B	168
ACVR1C	19
ACVR2A	317
ACVR2B	144
ACVR2B_AS1	3
ACVRL1	9
ACY1	3
ACY3	0
ACYP1	35
ACYP2	26
ADA	119
ADAD1	0
ADAD2	0
ADAL	213
ADAM10	1358
ADAM11	8
ADAM12	24
ADAM15	224
ADAM17	546
ADAM18	0
ADAM19	545
ADAM1A	89
ADAM2	0
ADAM20	24
ADAM20P1	16
ADAM21	7
