	gene_id_NP42_R1_
A1BG	1
A1BG_AS1	0
A1CF	10
A2M	42
A2M_AS1	5
A2ML1	6
A2MP1	13
A3GALT2	1
A4GALT	219
A4GNT	0
AA06	0
AAAS	58
AACS	110
AACSP1	31
AADAC	15
AADACL2	212
AADACL2_AS1	65
AADACL3	0
AADACL4	0
AADACP1	78
AADAT	51
AAED1	33
AAGAB	210
AAK1	384
AAMDC	24
AAMP	232
AANAT	1
AAR2	53
AARD	1
AARS	258
AARS2	53
AARSD1	1
AASDH	41
AASDHPPT	77
AASS	74
AATBC	14
AATF	339
AATK	34
AATK_AS1	3
ABALON	19
ABAT	197
ABCA1	81
ABCA10	39
ABCA11P	25
ABCA12	69
ABCA13	4900
ABCA17P	3
ABCA2	114
ABCA3	24
ABCA4	53
ABCA5	267
ABCA6	21
ABCA7	239
ABCA8	1
ABCA9	19
ABCA9_AS1	0
ABCB1	4
ABCB10	56
ABCB11	87
ABCB4	9
ABCB5	8
ABCB6	67
ABCB7	62
ABCB8	86
ABCB9	4
ABCC1	274
ABCC10	102
ABCC11	0
ABCC12	0
ABCC13	2
ABCC2	17
ABCC3	16
ABCC4	70
ABCC5	418
ABCC5_AS1	8
ABCC6	58
ABCC6P1	6
ABCC6P2	10
ABCC8	0
ABCC9	0
ABCD1	37
ABCD2	39
ABCD3	377
ABCD4	59
ABCE1	132
ABCF1	469
ABCF2	111
ABCF3	125
ABCG1	107
ABCG2	2
ABCG4	3
ABCG5	6
ABCG8	0
ABHD1	1
ABHD10	103
ABHD11	182
ABHD11_AS1	9
ABHD12	77
ABHD12B	41
ABHD13	84
ABHD14A	11
ABHD14A_ACY1	0
ABHD14B	70
ABHD15	36
ABHD16A	70
ABHD16B	16
ABHD17A	37
ABHD17B	105
ABHD17C	42
ABHD2	982
ABHD3	55
ABHD4	44
ABHD5	102
ABHD6	83
ABHD8	16
ABI1	417
ABI2	253
ABI3	40
ABI3BP	10
ABL1	127
ABL2	147
ABLIM1	1364
ABLIM2	7
ABLIM3	17
ABO	25
ABR	360
ABRA	0
ABRACL	67
ABT1	45
ABTB1	33
ABTB2	10
ACAA1	113
ACAA2	12
ACACA	386
ACACB	440
ACAD10	78
ACAD11	15
ACAD8	49
ACAD9	137
ACADL	6
ACADM	144
ACADS	20
ACADSB	85
ACADVL	405
ACAN	1
ACAP1	44
ACAP2	361
ACAP3	140
ACAT1	154
ACAT2	47
ACBD3	574
ACBD4	27
ACBD5	210
ACBD6	72
ACBD7	105
ACCS	70
ACCSL	0
ACD	23
ACE	30
ACE2	55
ACER1	2
ACER2	56
ACER3	9
ACHE	1
ACIN1	1472
ACKR1	0
ACKR2	23
ACKR3	6
ACKR4	12
ACLY	265
ACMSD	1
ACO1	119
ACO2	238
ACOT1	7
ACOT11	73
ACOT12	0
ACOT13	159
ACOT2	27
ACOT4	0
ACOT6	3
ACOT7	36
ACOT8	19
ACOT9	120
ACOX1	163
ACOX2	30
ACOX3	243
ACOXL	4
ACP1	133
ACP2	57
ACP5	21
ACP6	63
ACPP	12
ACPT	3
ACR	1
ACRBP	15
ACRC	20
ACRV1	0
ACSBG1	50
ACSBG2	5
ACSF2	88
ACSF3	73
ACSL1	246
ACSL3	392
ACSL4	98
ACSL5	172
ACSL6	1
ACSM1	14
ACSM2A	0
ACSM2B	0
ACSM3	7
ACSM4	0
ACSM5	1
ACSM6	4
ACSS1	318
ACSS2	84
ACSS3	85
ACTA1	5
ACTA2	9
ACTA2_AS1	1
ACTB	3291
ACTBL2	0
ACTC1	0
ACTG1	2196
ACTG1P17	12
ACTG1P20	17
ACTG1P4	9
ACTG2	1
ACTL10	7
ACTL6A	90
ACTL6B	0
ACTL7A	1
ACTL7B	1
ACTL8	0
ACTL9	0
ACTN1	346
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	1878
ACTR10	151
ACTR1A	97
ACTR1B	78
ACTR2	459
ACTR3	436
ACTR3B	27
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	41
ACTR5	22
ACTR6	122
ACTR8	90
ACTRT1	0
ACTRT2	0
ACTRT3	6
ACVR1	79
ACVR1B	171
ACVR1C	1585
ACVR2A	58
ACVR2B	71
ACVR2B_AS1	3
ACVRL1	5
ACY1	4
ACY3	3
ACYP1	63
ACYP2	18
ADA	43
ADAD1	0
ADAD2	9
ADAL	28
ADAM10	286
ADAM11	7
ADAM12	257
ADAM15	149
ADAM17	123
ADAM18	0
ADAM19	29
ADAM1A	28
ADAM2	1
ADAM20	28
ADAM20P1	27
ADAM21	16
ADAM21P1	0
ADAM22	36
ADAM23	8
ADAM28	231
ADAM29	0
ADAM30	1
ADAM32	17
ADAM33	1
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	16
ADAM9	373
ADAMDEC1	26
ADAMTS1	4
ADAMTS10	4
ADAMTS12	3
ADAMTS13	17
ADAMTS14	10
ADAMTS15	6
ADAMTS16	5
ADAMTS17	12
ADAMTS18	31
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	5
ADAMTS20	0
ADAMTS3	17
ADAMTS4	1
ADAMTS5	2
ADAMTS6	3
ADAMTS7	3
ADAMTS7P1	17
ADAMTS8	11
ADAMTS9	10
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	136
ADAMTSL2	1
ADAMTSL3	32
