	gene_id_WB1_
A1BG	16
A1BG_AS1	5
A1CF	2
A2M	1695
A2M_AS1	317
A2ML1	12
A2MP1	106
A3GALT2	18
A4GALT	3
A4GNT	0
AA06	0
AAAS	126
AACS	77
AACSP1	0
AADAC	0
AADACL2	1
AADACL2_AS1	0
AADACL3	0
AADACL4	1
AADACP1	0
AADAT	0
AAED1	32
AAGAB	443
AAK1	2612
AAMDC	11
AAMP	300
AANAT	36
AAR2	116
AARD	1
AARS	594
AARS2	222
AARSD1	0
AASDH	280
AASDHPPT	222
AASS	75
AATBC	390
AATF	658
AATK	834
AATK_AS1	0
ABALON	333
ABAT	425
ABCA1	2619
ABCA10	36
ABCA11P	51
ABCA12	5
ABCA13	325
ABCA17P	3
ABCA2	805
ABCA3	57
ABCA4	0
ABCA5	537
ABCA6	28
ABCA7	2859
ABCA8	0
ABCA9	14
ABCA9_AS1	0
ABCB1	134
ABCB10	1720
ABCB11	0
ABCB4	98
ABCB5	39
ABCB6	194
ABCB7	344
ABCB8	120
ABCB9	5
ABCC1	955
ABCC10	339
ABCC11	3
ABCC12	0
ABCC13	598
ABCC2	71
ABCC3	741
ABCC4	4193
ABCC5	1061
ABCC5_AS1	2
ABCC6	93
ABCC6P1	2
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	165
ABCD2	397
ABCD3	386
ABCD4	244
ABCE1	560
ABCF1	783
ABCF2	328
ABCF3	599
ABCG1	320
ABCG2	615
ABCG4	1
ABCG5	0
ABCG8	1
ABHD1	30
ABHD10	261
ABHD11	34
ABHD11_AS1	2
ABHD12	114
ABHD12B	67
ABHD13	513
ABHD14A	26
ABHD14A_ACY1	0
ABHD14B	105
ABHD15	164
ABHD16A	558
ABHD16B	80
ABHD17A	295
ABHD17B	195
ABHD17C	13
ABHD2	3853
ABHD3	506
ABHD4	329
ABHD5	1042
ABHD6	86
ABHD8	40
ABI1	1754
ABI2	452
ABI3	372
ABI3BP	25
ABL1	288
ABL2	441
ABLIM1	2044
ABLIM2	27
ABLIM3	493
ABO	18
ABR	1555
ABRA	28
ABRACL	199
ABT1	204
ABTB1	3618
ABTB2	58
ACAA1	901
ACAA2	234
ACACA	414
ACACB	208
ACAD10	357
ACAD11	34
ACAD8	234
ACAD9	291
ACADL	1
ACADM	492
ACADS	106
ACADSB	228
ACADVL	1388
ACAN	13
ACAP1	2004
ACAP2	3758
ACAP3	282
ACAT1	253
ACAT2	91
ACBD3	467
ACBD4	50
ACBD5	446
ACBD6	297
ACBD7	2
ACCS	115
ACCSL	19
ACD	61
ACE	19
ACE2	1
ACER1	3
ACER2	127
ACER3	650
ACHE	81
ACIN1	2482
ACKR1	82
ACKR2	24
ACKR3	25
ACKR4	24
ACLY	1230
ACMSD	4
ACO1	579
ACO2	418
ACOT1	3
ACOT11	9
ACOT12	0
ACOT13	302
ACOT2	36
ACOT4	3
ACOT6	0
ACOT7	51
ACOT8	108
ACOT9	536
ACOX1	1490
ACOX2	1
ACOX3	200
ACOXL	13
ACP1	1079
ACP2	106
ACP5	208
ACP6	66
ACPP	434
ACPT	6
ACR	1
ACRBP	210
ACRC	226
ACRV1	2
ACSBG1	50
ACSBG2	6
ACSF2	67
ACSF3	340
ACSL1	11994
ACSL3	599
ACSL4	1375
ACSL5	755
ACSL6	652
ACSM1	17
ACSM2A	0
ACSM2B	1
ACSM3	52
ACSM4	1
ACSM5	1
ACSM6	7
ACSS1	454
ACSS2	406
ACSS3	9
ACTA1	2
ACTA2	44
ACTA2_AS1	41
ACTB	63390
ACTBL2	0
ACTC1	0
ACTG1	10266
ACTG1P17	12
ACTG1P20	70
ACTG1P4	45
ACTG2	0
ACTL10	10
ACTL6A	153
ACTL6B	0
ACTL7A	4
ACTL7B	1
ACTL8	0
ACTL9	0
ACTN1	5254
ACTN1_AS1	0
ACTN2	0
ACTN3	3
ACTN4	2071
ACTR10	359
ACTR1A	952
ACTR1B	290
ACTR2	4423
ACTR3	3928
ACTR3B	144
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	42
ACTR5	119
ACTR6	207
ACTR8	258
ACTRT1	0
ACTRT2	0
ACTRT3	13
ACVR1	295
ACVR1B	319
ACVR1C	81
ACVR2A	422
ACVR2B	232
ACVR2B_AS1	5
ACVRL1	3
ACY1	0
ACY3	1
ACYP1	48
ACYP2	25
ADA	95
ADAD1	0
ADAD2	1
ADAL	375
ADAM10	2595
ADAM11	6
ADAM12	24
ADAM15	419
ADAM17	1083
ADAM18	0
ADAM19	1713
ADAM1A	161
ADAM2	0
ADAM20	39
ADAM20P1	25
ADAM21	11
ADAM21P1	1
ADAM22	139
ADAM23	39
ADAM28	520
ADAM29	0
ADAM30	0
ADAM32	13
ADAM33	2
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	4802
ADAM9	805
ADAMDEC1	8
ADAMTS1	48
ADAMTS10	59
ADAMTS12	0
ADAMTS13	6
ADAMTS14	3
ADAMTS15	1
ADAMTS16	7
ADAMTS17	27
ADAMTS18	4
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	6
ADAMTS20	0
ADAMTS3	26
ADAMTS4	8
ADAMTS5	29
ADAMTS6	93
ADAMTS7	0
ADAMTS7P1	4
ADAMTS8	4
ADAMTS9	1
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	3
ADAMTSL3	0
ADAMTSL4	1448
ADAMTSL4_AS1	722
ADAMTSL5	2
ADAP1	448
ADAP2	294
ADAR	10650
ADARB1	394
ADARB2	6
ADARB2_AS1	0
ADAT1	661
ADAT2	169
ADAT3	7
ADCK1	34
ADCK2	81
ADCK3	402
ADCK4	187
ADCK5	49
ADCY1	23
ADCY10	28
ADCY10P1	333
ADCY2	0
ADCY3	222
ADCY4	164
ADCY5	8
ADCY6	48
ADCY7	3459
ADCY8	1
ADCY9	179
ADCYAP1	0
ADCYAP1R1	1
ADD1	5242
ADD2	207
ADD3	3403
ADD3_AS1	6
ADGB	4
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	48
ADGRA3	46
ADGRB1	21
ADGRB2	7
ADGRB3	14
ADGRD1	57
ADGRE1	383
ADGRE2	2305
ADGRE3	1197
ADGRE4P	70
ADGRE5	6101
ADGRF1	1
ADGRF2	0
ADGRF3	39
ADGRF4	0
ADGRF5	1
ADGRG1	317
ADGRG2	33
ADGRG3	2030
ADGRG4	0
ADGRG5	141
ADGRG6	16
ADGRG7	0
ADGRL1	177
ADGRL2	2
ADGRL3	3
ADGRL3_AS1	1
ADGRL4	0
ADGRV1	24
ADH1A	2
ADH1B	0
ADH1C	2
ADH4	7
ADH5	324
ADH6	7
ADH7	0
ADHFE1	98
ADI1	344
ADIG	1
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	53762
ADIPOR2	1369
ADIRF	4
ADK	332
ADM	1298
ADM2	10
ADM5	5
ADNP	1753
ADNP_AS1	33
ADNP2	362
ADO	175
ADORA1	1
ADORA2A	42
ADORA2A_AS1	151
ADORA2B	14
ADORA3	2
ADPGK	1091
ADPGK_AS1	30
ADPRH	134
ADPRHL1	13
ADPRHL2	184
ADPRM	154
ADRA1A	0
ADRA1B	0
ADRA1D	5
ADRA2A	15
ADRA2B	0
ADRA2C	0
ADRB1	0
ADRB2	370
ADRB3	2
ADRBK1	3961
ADRBK2	1690
ADRM1	273
ADSL	338
ADSS	686
ADSSL1	9
ADTRP	98
AEBP1	41
AEBP2	538
AEN	194
AES	877
AFAP1	299
AFAP1_AS1	41
AFAP1L1	5
AFAP1L2	46
AFF1	5055
AFF2	139
AFF3	592
AFF4	2320
AFG3L1P	257
AFG3L2	519
AFM	1
AFMID	41
AFP	0
AFTPH	1626
AGA	93
AGAP1	72
AGAP1_IT1	0
AGAP11	0
AGAP2	616
AGAP2_AS1	0
AGAP3	159
AGAP4	185
AGAP5	185
AGAP6	166
AGAP7P	94
AGAP9	103
AGBL1	0
AGBL1_AS1	0
AGBL2	29
AGBL3	44
AGBL4	0
AGBL4_IT1	0
AGBL5	279
AGBL5_AS1	2
AGER	453
AGFG1	2766
AGFG2	107
AGGF1	1431
AGK	367
AGL	543
AGMAT	69
AGMO	1
AGO1	1318
AGO2	3560
AGO3	627
AGO4	2980
AGPAT1	278
AGPAT2	156
AGPAT3	941
AGPAT4	433
AGPAT4_IT1	35
AGPAT5	275
AGPS	655
AGR2	9
AGR3	0
AGRN	124
AGRP	24
AGT	0
AGTPBP1	5900
AGTR1	4
AGTR2	0
AGTRAP	298
AGXT	0
AGXT2	1
AHCTF1	3059
AHCTF1P1	10
AHCY	137
AHCYL1	661
AHCYL2	270
AHDC1	69
AHI1	254
AHNAK	59742
AHNAK2	39
AHR	1698
AHRR	6
AHSA1	391
AHSA2	1356
AHSG	0
AHSP	1834
AICDA	1
AIDA	928
AIF1	918
AIF1L	0
AIFM1	182
AIFM2	37
AIFM3	68
AIG1	213
AIM1	2665
AIM1L	11
AIM2	154
AIMP1	321
AIMP2	31
AIP	223
AIPL1	0
AIRE	12
AIRN	123
AJAP1	2
AJUBA	6
AK1	369
AK2	869
AK3	332
AK4	21
AK5	134
AK6	89
AK7	36
AK8	2
AK9	236
AKAP1	111
AKAP10	1014
AKAP11	1390
AKAP12	30
AKAP13	12552
AKAP14	2
AKAP17A	1270
AKAP2	3
AKAP3	10
AKAP4	0
AKAP5	161
