	gene_id_WB29_
A1BG	17
A1BG_AS1	4
A1CF	1
A2M	425
A2M_AS1	95
A2ML1	0
A2MP1	33
A3GALT2	7
A4GALT	4
A4GNT	0
AA06	0
AAAS	54
AACS	64
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	85
AAGAB	215
AAK1	1376
AAMDC	19
AAMP	142
AANAT	12
AAR2	180
AARD	0
AARS	364
AARS2	162
AARSD1	0
AASDH	60
AASDHPPT	74
AASS	33
AATBC	124
AATF	399
AATK	40
AATK_AS1	2
ABALON	406
ABAT	114
ABCA1	812
ABCA10	8
ABCA11P	19
ABCA12	0
ABCA13	16
ABCA17P	0
ABCA2	437
ABCA3	34
ABCA4	0
ABCA5	231
ABCA6	1
ABCA7	740
ABCA8	1
ABCA9	6
ABCA9_AS1	0
ABCB1	101
ABCB10	546
ABCB11	0
ABCB4	36
ABCB5	15
ABCB6	36
ABCB7	153
ABCB8	106
ABCB9	7
ABCC1	683
ABCC10	209
ABCC11	3
ABCC12	2
ABCC13	142
ABCC2	38
ABCC3	127
ABCC4	1674
ABCC5	120
ABCC5_AS1	2
ABCC6	13
ABCC6P1	0
ABCC6P2	0
ABCC8	2
ABCC9	1
ABCD1	210
ABCD2	75
ABCD3	84
ABCD4	153
ABCE1	259
ABCF1	810
ABCF2	130
ABCF3	367
ABCG1	206
ABCG2	170
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	5
ABHD10	42
ABHD11	24
ABHD11_AS1	2
ABHD12	154
ABHD12B	0
ABHD13	227
ABHD14A	10
ABHD14A_ACY1	0
ABHD14B	101
ABHD15	52
ABHD16A	337
ABHD16B	17
ABHD17A	318
ABHD17B	35
ABHD17C	3
ABHD2	1091
ABHD3	208
ABHD4	87
ABHD5	112
ABHD6	12
ABHD8	47
ABI1	860
ABI2	168
ABI3	111
ABI3BP	12
ABL1	227
ABL2	198
ABLIM1	1149
ABLIM2	3
ABLIM3	115
ABO	12
ABR	572
ABRA	4
ABRACL	56
ABT1	182
ABTB1	1143
ABTB2	86
ACAA1	300
ACAA2	95
ACACA	240
ACACB	172
ACAD10	108
ACAD11	31
ACAD8	79
ACAD9	241
ACADL	0
ACADM	136
ACADS	114
ACADSB	70
ACADVL	1039
ACAN	44
ACAP1	838
ACAP2	1022
ACAP3	178
ACAT1	76
ACAT2	52
ACBD3	299
ACBD4	107
ACBD5	158
ACBD6	170
ACBD7	3
ACCS	186
ACCSL	7
ACD	34
ACE	39
ACE2	0
ACER1	2
ACER2	58
ACER3	212
ACHE	80
ACIN1	1300
ACKR1	34
ACKR2	8
ACKR3	10
ACKR4	17
ACLY	490
ACMSD	3
ACO1	64
ACO2	341
ACOT1	4
ACOT11	6
ACOT12	3
ACOT13	152
ACOT2	51
ACOT4	3
ACOT6	0
ACOT7	28
ACOT8	86
ACOT9	165
ACOX1	164
ACOX2	0
