	gene_id_WB52_
A1BG	18
A1BG_AS1	19
A1CF	81
A2M	103
A2M_AS1	30
A2ML1	154
A2MP1	9
A3GALT2	28
A4GALT	41
A4GNT	32
AA06	14
AAAS	86
AACS	106
AACSP1	43
AADAC	24
AADACL2	12
AADACL2_AS1	9
AADACL3	62
AADACL4	34
AADACP1	15
AADAT	38
AAED1	15
AAGAB	59
AAK1	291
AAMDC	13
AAMP	59
AANAT	76
AAR2	60
AARD	14
AARS	150
AARS2	154
AARSD1	4
AASDH	44
AASDHPPT	16
AASS	81
AATBC	87
AATF	74
AATK	68
AATK_AS1	32
ABALON	24
ABAT	141
ABCA1	455
ABCA10	75
ABCA11P	21
ABCA12	143
ABCA13	198
ABCA17P	77
ABCA2	152
ABCA3	205
ABCA4	223
ABCA5	62
ABCA6	82
ABCA7	318
ABCA8	111
ABCA9	100
ABCA9_AS1	5
ABCB1	72
ABCB10	102
ABCB11	71
ABCB4	90
ABCB5	99
ABCB6	103
ABCB7	44
ABCB8	165
ABCB9	101
ABCC1	201
ABCC10	177
ABCC11	148
ABCC12	133
ABCC13	75
ABCC2	147
ABCC3	213
ABCC4	217
ABCC5	154
ABCC5_AS1	12
ABCC6	185
ABCC6P1	60
ABCC6P2	14
ABCC8	215
ABCC9	98
ABCD1	68
ABCD2	49
ABCD3	57
ABCD4	88
ABCE1	37
ABCF1	153
ABCF2	136
ABCF3	90
ABCG1	159
ABCG2	98
ABCG4	128
ABCG5	49
ABCG8	60
ABHD1	56
ABHD10	40
ABHD11	28
ABHD11_AS1	12
ABHD12	91
ABHD12B	39
ABHD13	38
ABHD14A	20
ABHD14A_ACY1	0
ABHD14B	66
ABHD15	49
ABHD16A	125
ABHD16B	18
ABHD17A	32
ABHD17B	24
ABHD17C	21
ABHD2	208
ABHD3	34
ABHD4	67
ABHD5	56
ABHD6	42
ABHD8	40
ABI1	77
ABI2	93
ABI3	58
ABI3BP	77
ABL1	149
ABL2	150
ABLIM1	176
ABLIM2	137
ABLIM3	130
ABO	44
ABR	243
ABRA	24
ABRACL	11
ABT1	45
ABTB1	109
ABTB2	137
ACAA1	88
ACAA2	32
ACACA	247
ACACB	226
ACAD10	140
ACAD11	6
ACAD8	48
ACAD9	90
ACADL	27
ACADM	52
ACADS	46
ACADSB	82
ACADVL	133
ACAN	185
ACAP1	134
ACAP2	140
ACAP3	50
ACAT1	37
ACAT2	40
ACBD3	48
ACBD4	75
ACBD5	59
ACBD6	22
ACBD7	43
ACCS	64
ACCSL	60
ACD	69
ACE	200
ACE2	62
ACER1	27
ACER2	46
ACER3	87
ACHE	34
ACIN1	204
ACKR1	44
ACKR2	50
ACKR3	36
ACKR4	13
ACLY	199
ACMSD	24
ACO1	93
ACO2	110
ACOT1	7
ACOT11	95
ACOT12	34
ACOT13	49
ACOT2	35
ACOT4	29
ACOT6	6
ACOT7	74
ACOT8	25
ACOT9	55
ACOX1	124
ACOX2	74
ACOX3	87
ACOXL	69
ACP1	95
ACP2	58
ACP5	45
ACP6	41
ACPP	53
ACPT	34
ACR	29
ACRBP	86
ACRC	84
ACRV1	15
ACSBG1	71
ACSBG2	83
ACSF2	103
ACSF3	85
ACSL1	463
ACSL3	48
ACSL4	79
ACSL5	90
ACSL6	149
ACSM1	42
ACSM2A	62
ACSM2B	60
ACSM3	34
ACSM4	28
ACSM5	57
ACSM6	45
ACSS1	89
ACSS2	97
ACSS3	26
ACTA1	10
ACTA2	32
ACTA2_AS1	23
ACTB	1786
ACTBL2	24
ACTC1	47
ACTG1	220
ACTG1P17	19
ACTG1P20	41
ACTG1P4	17
ACTG2	51
ACTL10	24
ACTL6A	22
ACTL6B	54
ACTL7A	25
ACTL7B	27
ACTL8	35
ACTL9	20
ACTN1	205
ACTN1_AS1	21
ACTN2	105
ACTN3	112
ACTN4	188
ACTR10	38
ACTR1A	86
ACTR1B	57
ACTR2	84
ACTR3	110
ACTR3B	41
ACTR3BP2	11
ACTR3BP5	18
ACTR3C	32
ACTR5	47
ACTR6	43
ACTR8	58
ACTRT1	10
ACTRT2	14
ACTRT3	8
ACVR1	63
ACVR1B	108
ACVR1C	65
ACVR2A	36
ACVR2B	152
ACVR2B_AS1	25
ACVRL1	83
ACY1	1
ACY3	40
ACYP1	28
ACYP2	10
ADA	71
ADAD1	40
ADAD2	50
ADAL	73
ADAM10	75
ADAM11	149
ADAM12	142
ADAM15	148
ADAM17	129
ADAM18	35
ADAM19	202
ADAM1A	48
ADAM2	29
ADAM20	20
ADAM20P1	33
ADAM21	30
ADAM21P1	24
ADAM22	100
ADAM23	92
ADAM28	88
ADAM29	48
ADAM30	34
ADAM32	30
ADAM33	107
ADAM3A	24
ADAM5	18
ADAM6	24
ADAM7	48
ADAM8	314
ADAM9	88
ADAMDEC1	35
ADAMTS1	59
ADAMTS10	147
ADAMTS12	101
ADAMTS13	214
ADAMTS14	151
ADAMTS15	103
ADAMTS16	76
ADAMTS17	140
ADAMTS18	109
ADAMTS19	43
ADAMTS19_AS1	3
ADAMTS2	177
ADAMTS20	82
ADAMTS3	73
ADAMTS4	97
ADAMTS5	85
ADAMTS6	93
ADAMTS7	117
ADAMTS7P1	134
ADAMTS8	62
ADAMTS9	143
ADAMTS9_AS1	47
ADAMTS9_AS2	26
ADAMTSL1	158
ADAMTSL2	132
ADAMTSL3	123
ADAMTSL4	125
ADAMTSL4_AS1	32
ADAMTSL5	76
ADAP1	88
ADAP2	69
ADAR	468
ADARB1	88
ADARB2	116
ADARB2_AS1	13
