	gene_id_WB41_
A1BG	20
A1BG_AS1	4
A1CF	7
A2M	1047
A2M_AS1	185
A2ML1	1
A2MP1	74
A3GALT2	1
A4GALT	1
A4GNT	0
AA06	0
AAAS	78
AACS	54
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	0
AAED1	61
AAGAB	328
AAK1	2049
AAMDC	16
AAMP	256
AANAT	11
AAR2	87
AARD	0
AARS	425
AARS2	226
AARSD1	2
AASDH	210
AASDHPPT	147
AASS	84
AATBC	152
AATF	546
AATK	244
AATK_AS1	0
ABALON	137
ABAT	193
ABCA1	336
ABCA10	32
ABCA11P	40
ABCA12	0
ABCA13	3
ABCA17P	2
ABCA2	294
ABCA3	54
ABCA4	0
ABCA5	376
ABCA6	13
ABCA7	733
ABCA8	0
ABCA9	3
ABCA9_AS1	0
ABCB1	261
ABCB10	806
ABCB11	0
ABCB4	87
ABCB5	17
ABCB6	59
ABCB7	293
ABCB8	96
ABCB9	12
ABCC1	574
ABCC10	222
ABCC11	0
ABCC12	0
ABCC13	322
ABCC2	38
ABCC3	267
ABCC4	1535
ABCC5	420
ABCC5_AS1	2
ABCC6	18
ABCC6P1	1
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	100
ABCD2	333
ABCD3	256
ABCD4	180
ABCE1	500
ABCF1	458
ABCF2	300
ABCF3	264
ABCG1	151
ABCG2	233
ABCG4	0
ABCG5	1
ABCG8	0
ABHD1	3
ABHD10	139
ABHD11	24
ABHD11_AS1	0
ABHD12	66
ABHD12B	10
ABHD13	351
ABHD14A	30
ABHD14A_ACY1	0
ABHD14B	158
ABHD15	197
ABHD16A	249
ABHD16B	29
ABHD17A	483
ABHD17B	135
ABHD17C	16
ABHD2	1312
ABHD3	197
ABHD4	95
ABHD5	197
ABHD6	48
ABHD8	36
ABI1	1097
ABI2	295
ABI3	120
ABI3BP	15
ABL1	222
ABL2	413
ABLIM1	2318
ABLIM2	10
ABLIM3	137
ABO	2
ABR	526
ABRA	11
ABRACL	164
ABT1	197
ABTB1	821
ABTB2	37
ACAA1	324
ACAA2	203
ACACA	229
ACACB	220
ACAD10	154
ACAD11	38
ACAD8	112
ACAD9	223
ACADL	1
ACADM	276
ACADS	63
ACADSB	254
ACADVL	776
ACAN	10
ACAP1	832
ACAP2	2014
ACAP3	148
ACAT1	153
ACAT2	67
ACBD3	342
ACBD4	68
ACBD5	270
ACBD6	309
ACBD7	1
ACCS	45
ACCSL	1
ACD	29
ACE	21
ACE2	0
ACER1	4
ACER2	75
ACER3	267
ACHE	3
ACIN1	1347
ACKR1	40
ACKR2	29
ACKR3	25
ACKR4	29
ACLY	889
ACMSD	7
ACO1	203
ACO2	207
ACOT1	2
ACOT11	6
ACOT12	4
ACOT13	125
ACOT2	48
ACOT4	3
ACOT6	0
ACOT7	19
ACOT8	90
ACOT9	214
ACOX1	384
ACOX2	2
ACOX3	73
ACOXL	1
ACP1	1144
ACP2	61
ACP5	106
ACP6	52
ACPP	139
ACPT	8
ACR	0
ACRBP	212
ACRC	105
ACRV1	0
ACSBG1	22
ACSBG2	1
ACSF2	57
ACSF3	281
ACSL1	629
ACSL3	333
ACSL4	502
ACSL5	528
ACSL6	374
ACSM1	13
ACSM2A	0
ACSM2B	0
ACSM3	47
ACSM4	1
ACSM5	2
ACSM6	5
ACSS1	409
ACSS2	137
ACSS3	0
ACTA1	0
ACTA2	45
ACTA2_AS1	28
ACTB	23629
ACTBL2	0
ACTC1	0
ACTG1	6784
ACTG1P17	9
ACTG1P20	40
ACTG1P4	8
ACTG2	0
ACTL10	20
ACTL6A	145
ACTL6B	0
ACTL7A	5
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	1196
ACTN1_AS1	6
ACTN2	0
ACTN3	1
ACTN4	1004
ACTR10	315
ACTR1A	393
ACTR1B	274
ACTR2	2802
ACTR3	2512
ACTR3B	88
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	19
ACTR5	96
ACTR6	180
ACTR8	208
ACTRT1	0
ACTRT2	0
ACTRT3	5
ACVR1	187
ACVR1B	111
ACVR1C	52
ACVR2A	303
ACVR2B	170
ACVR2B_AS1	1
ACVRL1	5
ACY1	1
ACY3	3
ACYP1	43
ACYP2	23
ADA	117
ADAD1	0
ADAD2	2
ADAL	273
ADAM10	1556
ADAM11	4
ADAM12	18
ADAM15	206
ADAM17	462
ADAM18	0
ADAM19	582
ADAM1A	103
ADAM2	0
ADAM20	19
ADAM20P1	28
ADAM21	11
ADAM21P1	0
ADAM22	133
ADAM23	17
ADAM28	382
ADAM29	2
ADAM30	2
ADAM32	41
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	820
ADAM9	163
ADAMDEC1	6
ADAMTS1	24
ADAMTS10	91
ADAMTS12	0
ADAMTS13	3
ADAMTS14	0
ADAMTS15	0
ADAMTS16	1
ADAMTS17	37
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	4
ADAMTS4	4
ADAMTS5	22
ADAMTS6	60
ADAMTS7	0
ADAMTS7P1	1
ADAMTS8	7
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	1
ADAMTSL2	4
ADAMTSL3	0
ADAMTSL4	253
ADAMTSL4_AS1	73
ADAMTSL5	8
ADAP1	192
ADAP2	131
ADAR	2937
ADARB1	297
ADARB2	8
ADARB2_AS1	0
ADAT1	263
ADAT2	133
ADAT3	8
ADCK1	39
ADCK2	96
ADCK3	303
ADCK4	97
ADCK5	60
ADCY1	8
ADCY10	12
ADCY10P1	148
ADCY2	0
ADCY3	62
ADCY4	19
ADCY5	16
ADCY6	4
ADCY7	1610
ADCY8	0
ADCY9	109
ADCYAP1	0
