	gene_id_NP78_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	8
A2M_AS1	3
A2ML1	18
A2MP1	1
A3GALT2	0
A4GALT	30
A4GNT	0
AA06	0
AAAS	1
AACS	15
AACSP1	22
AADAC	1
AADACL2	0
AADACL2_AS1	1
AADACL3	3
AADACL4	0
AADACP1	2
AADAT	1
AAED1	7
AAGAB	13
AAK1	43
AAMDC	1
AAMP	26
AANAT	4
AAR2	2
AARD	1
AARS	18
AARS2	7
AARSD1	1
AASDH	8
AASDHPPT	4
AASS	5
AATBC	4
AATF	49
AATK	23
AATK_AS1	1
ABALON	3
ABAT	7
ABCA1	31
ABCA10	4
ABCA11P	6
ABCA12	13
ABCA13	364
ABCA17P	1
ABCA2	3
ABCA3	25
ABCA4	9
ABCA5	19
ABCA6	0
ABCA7	28
ABCA8	1
ABCA9	1
ABCA9_AS1	0
ABCB1	2
ABCB10	10
ABCB11	4
ABCB4	1
ABCB5	0
ABCB6	6
ABCB7	8
ABCB8	5
ABCB9	2
ABCC1	27
ABCC10	11
ABCC11	2
ABCC12	0
ABCC13	0
ABCC2	5
ABCC3	7
ABCC4	0
ABCC5	24
ABCC5_AS1	0
ABCC6	2
ABCC6P1	0
ABCC6P2	0
ABCC8	3
ABCC9	1
ABCD1	13
ABCD2	1
ABCD3	27
ABCD4	11
ABCE1	13
ABCF1	81
ABCF2	13
ABCF3	16
ABCG1	13
ABCG2	0
ABCG4	4
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	8
ABHD11	18
ABHD11_AS1	0
ABHD12	9
ABHD12B	3
ABHD13	14
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	2
ABHD15	8
ABHD16A	14
ABHD16B	3
ABHD17A	3
ABHD17B	18
ABHD17C	14
ABHD2	60
ABHD3	6
ABHD4	5
ABHD5	28
ABHD6	4
ABHD8	3
ABI1	59
ABI2	10
ABI3	14
ABI3BP	0
ABL1	19
ABL2	28
ABLIM1	50
ABLIM2	2
ABLIM3	4
ABO	3
ABR	62
ABRA	3
ABRACL	11
ABT1	6
ABTB1	15
ABTB2	21
ACAA1	7
ACAA2	13
ACACA	41
ACACB	12
ACAD10	11
ACAD11	1
ACAD8	30
ACAD9	3
ACADL	1
ACADM	13
ACADS	1
ACADSB	2
ACADVL	34
ACAN	1
ACAP1	5
ACAP2	37
ACAP3	24
ACAT1	2
ACAT2	7
ACBD3	195
ACBD4	3
ACBD5	53
ACBD6	5
ACBD7	0
ACCS	11
ACCSL	1
ACD	0
ACE	23
ACE2	27
ACER1	0
ACER2	6
ACER3	1
ACHE	8
ACIN1	382
ACKR1	0
ACKR2	1
ACKR3	0
ACKR4	4
ACLY	27
ACMSD	0
ACO1	10
ACO2	12
ACOT1	0
ACOT11	1
ACOT12	1
ACOT13	17
ACOT2	1
ACOT4	3
ACOT6	0
ACOT7	6
ACOT8	6
ACOT9	18
ACOX1	15
ACOX2	0
ACOX3	13
ACOXL	64
ACP1	11
ACP2	9
ACP5	4
ACP6	8
ACPP	3
ACPT	4
ACR	0
ACRBP	12
ACRC	5
ACRV1	0
ACSBG1	1
ACSBG2	4
ACSF2	5
ACSF3	7
ACSL1	62
ACSL3	36
ACSL4	11
ACSL5	18
ACSL6	2
ACSM1	3
ACSM2A	1
ACSM2B	0
ACSM3	13
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	8
ACSS2	11
ACSS3	3
ACTA1	2
ACTA2	4
ACTA2_AS1	0
ACTB	705
ACTBL2	0
ACTC1	0
ACTG1	599
ACTG1P17	1
ACTG1P20	3
ACTG1P4	2
ACTG2	1
ACTL10	2
ACTL6A	1
ACTL6B	0
ACTL7A	2
ACTL7B	2
ACTL8	1
ACTL9	1
ACTN1	13
ACTN1_AS1	0
ACTN2	1
ACTN3	2
ACTN4	230
ACTR10	7
ACTR1A	15
ACTR1B	7
ACTR2	42
ACTR3	65
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	3
ACTR5	0
ACTR6	9
ACTR8	12
ACTRT1	0
ACTRT2	5
ACTRT3	0
ACVR1	9
ACVR1B	22
ACVR1C	873
ACVR2A	56
ACVR2B	4
ACVR2B_AS1	0
ACVRL1	4
ACY1	0
ACY3	3
ACYP1	2
ACYP2	1
ADA	9
ADAD1	0
ADAD2	2
ADAL	2
ADAM10	26
ADAM11	9
ADAM12	4
ADAM15	8
ADAM17	21
ADAM18	0
ADAM19	11
ADAM1A	3
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	3
ADAM21P1	0
ADAM22	7
ADAM23	34
ADAM28	60
ADAM29	0
ADAM30	1
ADAM32	0
ADAM33	2
ADAM3A	1
ADAM5	0
ADAM6	0
ADAM7	2
ADAM8	8
ADAM9	98
ADAMDEC1	10
ADAMTS1	6
ADAMTS10	3
ADAMTS12	1
ADAMTS13	15
ADAMTS14	4
ADAMTS15	13
ADAMTS16	7
ADAMTS17	3
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	3
ADAMTS20	0
ADAMTS3	41
ADAMTS4	0
ADAMTS5	2
ADAMTS6	3
ADAMTS7	3
ADAMTS7P1	0
ADAMTS8	7
ADAMTS9	4
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	88
ADAMTSL2	4
ADAMTSL3	4
ADAMTSL4	23
ADAMTSL4_AS1	9
ADAMTSL5	1
ADAP1	12
ADAP2	3
ADAR	234
ADARB1	15
ADARB2	11
ADARB2_AS1	0
ADAT1	2
ADAT2	1
ADAT3	3
ADCK1	20
ADCK2	60
ADCK3	3
ADCK4	5
ADCK5	6
ADCY1	3
ADCY10	1
ADCY10P1	0
ADCY2	5
ADCY3	1
ADCY4	7
ADCY5	8
ADCY6	7
ADCY7	8
ADCY8	49
ADCY9	23
ADCYAP1	5
ADCYAP1R1	2
ADD1	28
ADD2	3
ADD3	52
ADD3_AS1	0
ADGB	22
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	6
ADGRA3	4
ADGRB1	6
ADGRB2	8
ADGRB3	0
ADGRD1	1
ADGRE1	1
ADGRE2	8
ADGRE3	0
ADGRE4P	0
ADGRE5	44
ADGRF1	78
ADGRF2	0
ADGRF3	4
ADGRF4	2
ADGRF5	0
ADGRG1	25
ADGRG2	0
ADGRG3	33
ADGRG4	0
ADGRG5	0
ADGRG6	1
ADGRG7	0
ADGRL1	52
ADGRL2	1
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	20
ADH1A	0
ADH1B	0
ADH1C	10
ADH4	0
ADH5	11
ADH6	2
ADH7	39
ADHFE1	3
ADI1	15
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	50
ADIPOR2	15
ADIRF	2
ADK	6
ADM	26
ADM2	33
ADM5	7
ADNP	37
ADNP_AS1	8
ADNP2	23
ADO	5
ADORA1	12
ADORA2A	1
ADORA2A_AS1	0
ADORA2B	8
ADORA3	0
ADPGK	3
ADPGK_AS1	1
ADPRH	99
ADPRHL1	17
ADPRHL2	8
ADPRM	6
ADRA1A	14
ADRA1B	2
ADRA1D	3
ADRA2A	1
ADRA2B	6
ADRA2C	1
ADRB1	19
ADRB2	19
ADRB3	8
ADRBK1	32
ADRBK2	4
ADRM1	35
ADSL	5
ADSS	37
ADSSL1	2
ADTRP	0
AEBP1	8
AEBP2	269
AEN	8
AES	104
AFAP1	34
AFAP1_AS1	1
AFAP1L1	2
AFAP1L2	3
AFF1	117
AFF2	1
AFF3	0
AFF4	97
AFG3L1P	8
AFG3L2	19
AFM	0
AFMID	5
AFP	0
AFTPH	19
AGA	4
AGAP1	48
AGAP1_IT1	0
AGAP11	4
AGAP2	14
AGAP2_AS1	0
AGAP3	26
AGAP4	2
AGAP5	0
AGAP6	0
AGAP7P	0
AGAP9	0
AGBL1	0
AGBL1_AS1	2
AGBL2	6
AGBL3	7
AGBL4	2
AGBL4_IT1	0
AGBL5	34
AGBL5_AS1	0
AGER	2
AGFG1	15
AGFG2	52
AGGF1	21
AGK	22
AGL	17
AGMAT	0
AGMO	0
AGO1	9
AGO2	34
AGO3	9
AGO4	73
AGPAT1	3
AGPAT2	4
AGPAT3	45
AGPAT4	9
AGPAT4_IT1	0
AGPAT5	16
AGPS	10
AGR2	171
AGR3	14
AGRN	118
AGRP	0
AGT	0
AGTPBP1	5
AGTR1	2
AGTR2	0
AGTRAP	2
AGXT	1
AGXT2	1
AHCTF1	22
AHCTF1P1	1
AHCY	9
AHCYL1	23
AHCYL2	22
AHDC1	46
AHI1	22
AHNAK	306
AHNAK2	61
AHR	95
AHRR	8
AHSA1	21
AHSA2	16
AHSG	0
AHSP	0
AICDA	0
AIDA	5
AIF1	13
AIF1L	30
AIFM1	7
AIFM2	5
AIFM3	0
AIG1	7
AIM1	68
AIM1L	33
AIM2	8
AIMP1	29
AIMP2	0
AIP	3
AIPL1	0
AIRE	3
AIRN	2
AJAP1	1
AJUBA	8
AK1	4
AK2	10
AK3	14
AK4	0
AK5	1
AK6	6
AK7	39
AK8	5
AK9	90
AKAP1	5
AKAP10	17
AKAP11	26
AKAP12	18
AKAP13	167
AKAP14	12
AKAP17A	170
AKAP2	0
AKAP3	7
AKAP4	0
AKAP5	0
AKAP6	15
AKAP7	8
AKAP8	117
AKAP8L	182
AKAP9	248
AKIP1	3
AKIRIN1	33
AKIRIN2	24
AKNA	52
AKNAD1	0
AKR1A1	45
AKR1B1	11
AKR1B10	9
AKR1B15	0
AKR1C1	7
AKR1C2	42
AKR1C3	2
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	1
AKR7A2P1	1
AKR7A3	0
AKR7L	0
AKT1	26
AKT1S1	6
AKT2	7
AKT3	4
AKTIP	8
ALAD	13
ALAS1	7
ALAS2	0
ALB	2
ALCAM	149
ALDH16A1	7
ALDH18A1	8
ALDH1A1	132
ALDH1A2	1
ALDH1A3	24
ALDH1B1	0
ALDH1L1	14
ALDH1L1_AS1	0
ALDH1L1_AS2	1
ALDH1L2	4
ALDH2	17
ALDH3A1	80
ALDH3A2	12
ALDH3B1	38
ALDH3B2	6
ALDH4A1	4
ALDH5A1	5
ALDH6A1	2
ALDH7A1	9
ALDH8A1	0
ALDH9A1	9
ALDOA	143
ALDOB	1
ALDOC	4
ALG1	3
ALG10	0
ALG10B	1
ALG11	2
ALG12	3
ALG13	24
ALG14	1
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	16
ALG3	3
ALG5	3
ALG6	0
ALG8	2
ALG9	4
ALK	4
ALKBH1	4
ALKBH2	41
ALKBH3	5
ALKBH3_AS1	0
ALKBH4	0
ALKBH5	20
ALKBH6	5
ALKBH7	5
ALKBH8	9
ALLC	0
ALMS1	41
ALMS1_IT1	0
ALMS1P	5
ALOX12	2
ALOX12_AS1	0
ALOX12B	2
ALOX12P2	6
ALOX15	74
ALOX15B	1
ALOX15P1	1
ALOX5	3
ALOX5AP	7
ALOXE3	2
ALPI	1
ALPK1	30
ALPK2	0
ALPK3	27
ALPL	51
ALPP	6
ALPPL2	0
ALS2	5
ALS2CL	45
ALS2CR11	0
ALS2CR12	10
ALX1	0
ALX3	0
ALX4	8
ALYREF	4
AMACR	6
AMBN	0
AMBP	20
AMBRA1	30
AMD1	51
AMDHD1	0
AMDHD2	9
AMELX	0
AMELY	0
AMER1	12
AMER2	1
AMER3	1
AMFR	14
AMH	9
AMHR2	3
AMICA1	10
AMIGO1	1
AMIGO2	11
AMIGO3	0
AMMECR1	11
AMMECR1L	9
AMN	7
AMN1	2
AMOT	21
AMOTL1	8
AMOTL2	35
AMPD1	0
AMPD2	12
AMPD3	22
AMPH	0
AMT	0
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	3
AMZ2	14
AMZ2P1	2
ANAPC1	1
ANAPC10	2
ANAPC11	7
ANAPC13	7
ANAPC15	2
ANAPC16	21
ANAPC1P1	0
ANAPC2	14
ANAPC4	4
ANAPC5	8
ANAPC7	17
ANG	0
ANGEL1	3
ANGEL2	8
ANGPT1	8
ANGPT2	3
ANGPT4	0
ANGPTL1	1
ANGPTL2	3
ANGPTL3	0
ANGPTL4	2
ANGPTL5	0
ANGPTL6	1
ANGPTL7	0
ANHX	0
ANK1	5
ANK2	1
ANK3	76
ANKAR	1
ANKDD1A	3
ANKDD1B	6
ANKEF1	13
ANKFN1	6
ANKFY1	60
ANKH	2
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	19
ANKK1	0
ANKLE1	2
ANKLE2	32
ANKMY1	19
ANKMY2	8
ANKRA2	5
ANKRD1	1
ANKRD10	15
ANKRD11	219
ANKRD12	70
ANKRD13A	47
ANKRD13B	1
ANKRD13C	21
ANKRD13D	19
ANKRD16	1
ANKRD17	170
ANKRD18A	3
ANKRD18B	2
ANKRD18DP	1
ANKRD19P	3
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	3
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	1
ANKRD20A5P	1
ANKRD20A8P	0
ANKRD20A9P	1
ANKRD22	3
ANKRD23	2
ANKRD24	6
ANKRD26	47
ANKRD26P1	1
ANKRD26P3	3
ANKRD27	12
ANKRD28	26
ANKRD29	1
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	1
ANKRD33B	1
ANKRD34A	3
ANKRD34B	0
ANKRD34C	2
ANKRD34C_AS1	1
ANKRD35	18
ANKRD36	32
ANKRD36B	10
ANKRD36BP1	3
ANKRD36BP2	1
ANKRD36C	168
ANKRD37	3
ANKRD39	0
ANKRD40	18
ANKRD42	18
ANKRD44	9
ANKRD44_IT1	0
ANKRD45	12
ANKRD46	5
ANKRD49	1
ANKRD50	35
ANKRD52	18
ANKRD53	3
ANKRD54	18
ANKRD55	0
ANKRD6	10
ANKRD60	0
ANKRD61	0
ANKRD62	1
ANKRD62P1_PARP4P3	1
ANKRD63	2
ANKRD65	15
ANKRD66	6
ANKRD7	0
ANKRD9	17
ANKS1A	54
ANKS1B	14
ANKS3	6
ANKS4B	2
ANKS6	4
ANKUB1	51
ANKZF1	68
ANLN	2
ANO1	12
ANO1_AS2	0
ANO10	2
ANO2	3
ANO3	2
ANO4	0
ANO5	459
ANO6	27
ANO7	7
ANO8	31
ANO9	10
ANOS1	3
ANP32A	65
ANP32A_IT1	0
ANP32AP1	0
ANP32B	138
ANP32C	2
ANP32D	0
ANP32E	82
ANPEP	18
ANTXR1	15
ANTXR2	26
ANTXRL	0
ANTXRLP1	0
ANXA1	847
ANXA10	2
ANXA11	106
ANXA13	2
ANXA2	175
ANXA2P1	3
ANXA2P2	1
ANXA2P3	0
ANXA2R	0
ANXA3	24
ANXA4	8
ANXA5	28
ANXA6	2
ANXA7	29
ANXA8	5
ANXA8L1	1
ANXA9	4
AOAH	2
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	2
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	13
AP1B1	48
AP1B1P1	0
AP1G1	61
AP1G2	6
AP1M1	10
AP1M2	9
AP1S1	3
AP1S2	2
AP1S3	1
AP2A1	18
AP2A2	17
AP2B1	50
AP2M1	32
AP2S1	12
AP3B1	106
AP3B2	2
AP3D1	401
AP3M1	11
AP3M2	19
AP3S1	13
AP3S2	0
AP4B1	19
AP4B1_AS1	1
AP4E1	11
AP4M1	1
AP4S1	4
AP5B1	24
AP5M1	13
AP5S1	10
AP5Z1	14
APAF1	12
APBA1	137
APBA2	3
APBA3	5
APBB1	5
APBB1IP	41
APBB2	5
APBB3	5
APC	30
APC2	26
APCDD1	4
APCDD1L	1
APCDD1L_AS1	1
APCS	0
APEH	12
APELA	0
APEX1	21
APEX2	2
APH1A	12
APH1B	4
API5	16
APIP	1
APITD1	2
APITD1_CORT	0
APLF	0
APLN	3
APLNR	3
APLP1	6
APLP2	188
APMAP	7
APOA1	2
APOA1_AS	0
APOA1BP	1
APOA2	0
APOA4	1
APOA5	0
APOB	4
APOBEC1	0
APOBEC2	0
APOBEC3A	3
APOBEC3A_B	0
APOBEC3B	5
APOBEC3B_AS1	0
APOBEC3C	7
APOBEC3D	8
APOBEC3F	22
APOBEC3G	23
APOBEC3H	0
APOBEC4	23
APOBR	26
APOC1	3
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	23
APOE	22
APOF	0
APOH	0
APOL1	276
APOL2	112
APOL3	37
APOL4	49
APOL5	0
APOL6	242
APOLD1	3
APOM	0
APOO	6
APOOL	1
APOOP5	0
APOPT1	2
APP	136
APPBP2	22
APPL1	15
APPL2	23
APRT	5
APTR	4
APTX	6
AQP1	7
AQP10	1
AQP11	2
AQP12A	0
AQP12B	0
AQP2	1
AQP3	291
AQP4	8
AQP4_AS1	1
AQP5	39
AQP6	3
AQP7	5
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	16
AQR	22
AR	28
ARAF	25
ARAP1	28
ARAP2	78
ARAP3	20
ARC	13
ARCN1	58
AREG	17
AREL1	13
ARF1	58
ARF3	43
ARF4	27
ARF5	4
ARF6	106
ARFGAP1	22
ARFGAP2	23
ARFGAP3	427
ARFGEF1	29
ARFGEF2	28
ARFGEF3	35
ARFIP1	19
ARFIP2	16
ARFRP1	3
ARG1	0
ARG2	3
ARGFX	0
ARGFXP2	0
ARGLU1	559
ARHGAP1	25
ARHGAP10	1
ARHGAP11A	1
ARHGAP11B	1
ARHGAP12	41
ARHGAP15	2
ARHGAP17	32
ARHGAP18	124
ARHGAP19	5
ARHGAP19_SLIT1	0
ARHGAP20	2
ARHGAP21	70
ARHGAP22	6
ARHGAP23	42
ARHGAP24	23
ARHGAP25	4
ARHGAP26	30
ARHGAP26_AS1	1
ARHGAP26_IT1	0
ARHGAP27	48
ARHGAP28	0
ARHGAP29	4
ARHGAP30	84
ARHGAP31	6
ARHGAP31_AS1	0
ARHGAP32	131
ARHGAP33	7
ARHGAP35	47
ARHGAP36	5
ARHGAP39	50
ARHGAP4	6
ARHGAP40	1
ARHGAP42	15
ARHGAP44	13
ARHGAP5	103
ARHGAP5_AS1	7
ARHGAP6	4
ARHGAP8	0
ARHGAP9	6
ARHGDIA	54
ARHGDIB	42
ARHGDIG	6
ARHGEF1	29
ARHGEF10	16
ARHGEF10L	22
ARHGEF11	47
ARHGEF12	59
ARHGEF15	2
ARHGEF16	32
ARHGEF17	19
ARHGEF18	38
ARHGEF19	6
ARHGEF2	34
ARHGEF25	0
ARHGEF26	12
ARHGEF26_AS1	2
ARHGEF28	49
ARHGEF3	33
ARHGEF3_AS1	0
ARHGEF33	5
ARHGEF34P	2
ARHGEF35	2
ARHGEF37	19
ARHGEF38	4
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	4
ARHGEF40	8
ARHGEF5	8
ARHGEF6	4
ARHGEF7	17
ARHGEF7_AS1	2
ARHGEF7_AS2	0
ARHGEF9	2
ARHGEF9_IT1	0
ARID1A	123
ARID1B	60
ARID2	24
ARID3A	5
ARID3B	13
ARID3C	0
ARID4A	30
ARID4B	121
ARID5A	26
ARID5B	78
ARIH1	134
ARIH2	12
ARIH2OS	1
ARL1	27
ARL10	0
ARL11	1
ARL13A	0
ARL13B	12
ARL14	0
ARL14EP	8
ARL14EPL	0
ARL15	0
ARL16	2
ARL17A	0
ARL17B	0
ARL2	1
ARL2_SNX15	3
ARL2BP	3
ARL3	26
ARL4A	16
ARL4C	28
ARL4D	7
ARL5A	22
ARL5B	20
ARL5C	0
ARL6	9
ARL6IP1	7
ARL6IP4	200
ARL6IP5	17
ARL6IP6	5
ARL8A	12
ARL8B	18
ARL9	0
ARMC1	2
ARMC10	8
ARMC12	0
ARMC2	27
ARMC2_AS1	0
ARMC3	51
ARMC4	45
ARMC5	7
ARMC6	1
ARMC7	4
