	gene_id_NPS_180_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	9
A2M_AS1	0
A2ML1	0
A2MP1	3
A3GALT2	0
A4GALT	29
A4GNT	0
AA06	0
AAAS	8
AACS	18
AACSP1	3
AADAC	0
AADACL2	4
AADACL2_AS1	2
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	5
AAED1	3
AAGAB	6
AAK1	48
AAMDC	0
AAMP	59
AANAT	0
AAR2	4
AARD	0
AARS	25
AARS2	11
AARSD1	1
AASDH	6
AASDHPPT	11
AASS	15
AATBC	4
AATF	39
AATK	39
AATK_AS1	1
ABALON	5
ABAT	14
ABCA1	51
ABCA10	0
ABCA11P	0
ABCA12	11
ABCA13	533
ABCA17P	0
ABCA2	16
ABCA3	18
ABCA4	4
ABCA5	29
ABCA6	0
ABCA7	68
ABCA8	0
ABCA9	1
ABCA9_AS1	0
ABCB1	0
ABCB10	7
ABCB11	16
ABCB4	5
ABCB5	0
ABCB6	2
ABCB7	5
ABCB8	7
ABCB9	2
ABCC1	44
ABCC10	16
ABCC11	0
ABCC12	0
ABCC13	1
ABCC2	0
ABCC3	12
ABCC4	20
ABCC5	73
ABCC5_AS1	4
ABCC6	4
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	9
ABCD1	10
ABCD2	3
ABCD3	64
ABCD4	15
ABCE1	5
ABCF1	61
ABCF2	6
ABCF3	21
ABCG1	19
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	4
ABHD11	9
ABHD11_AS1	2
ABHD12	12
ABHD12B	4
ABHD13	16
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	4
ABHD15	14
ABHD16A	10
ABHD16B	1
ABHD17A	3
ABHD17B	11
ABHD17C	7
ABHD2	101
ABHD3	10
ABHD4	6
ABHD5	18
ABHD6	6
ABHD8	3
ABI1	53
ABI2	21
ABI3	5
ABI3BP	1
ABL1	33
ABL2	18
ABLIM1	116
ABLIM2	3
ABLIM3	8
ABO	2
ABR	50
ABRA	0
ABRACL	11
ABT1	15
ABTB1	9
ABTB2	0
ACAA1	11
ACAA2	0
ACACA	46
ACACB	25
ACAD10	9
ACAD11	0
ACAD8	13
ACAD9	16
ACADL	6
ACADM	26
ACADS	3
ACADSB	14
ACADVL	74
ACAN	0
ACAP1	8
ACAP2	40
ACAP3	19
ACAT1	12
ACAT2	9
ACBD3	64
ACBD4	2
ACBD5	54
ACBD6	17
ACBD7	8
ACCS	8
ACCSL	0
ACD	5
ACE	12
ACE2	0
ACER1	0
ACER2	1
ACER3	1
ACHE	14
ACIN1	198
ACKR1	0
ACKR2	0
ACKR3	0
ACKR4	0
ACLY	32
ACMSD	0
ACO1	8
ACO2	29
ACOT1	0
ACOT11	23
ACOT12	2
ACOT13	23
ACOT2	2
ACOT4	0
ACOT6	1
ACOT7	9
ACOT8	4
ACOT9	4
ACOX1	25
ACOX2	2
ACOX3	18
ACOXL	4
ACP1	18
ACP2	11
ACP5	0
ACP6	4
ACPP	5
ACPT	0
ACR	2
ACRBP	2
ACRC	2
ACRV1	0
ACSBG1	5
ACSBG2	1
ACSF2	22
ACSF3	14
ACSL1	23
ACSL3	28
ACSL4	5
ACSL5	11
ACSL6	0
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	1
ACSM6	2
ACSS1	36
ACSS2	15
ACSS3	4
ACTA1	0
ACTA2	16
ACTA2_AS1	0
ACTB	340
ACTBL2	2
ACTC1	2
ACTG1	341
ACTG1P17	0
ACTG1P20	0
ACTG1P4	2
ACTG2	2
ACTL10	4
ACTL6A	9
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	43
ACTN1_AS1	0
ACTN2	0
ACTN3	1
ACTN4	226
ACTR10	9
ACTR1A	10
ACTR1B	11
ACTR2	34
ACTR3	36
ACTR3B	2
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1
ACTR5	11
ACTR6	9
ACTR8	9
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	4
ACVR1B	27
ACVR1C	508
ACVR2A	9
ACVR2B	6
ACVR2B_AS1	2
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	0
ACYP2	6
ADA	9
ADAD1	0
ADAD2	3
ADAL	2
ADAM10	44
ADAM11	1
ADAM12	7
ADAM15	14
ADAM17	10
ADAM18	1
ADAM19	1
ADAM1A	17
ADAM2	0
ADAM20	1
ADAM20P1	2
ADAM21	0
ADAM21P1	0
ADAM22	6
ADAM23	0
ADAM28	70
ADAM29	2
ADAM30	1
ADAM32	1
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	2
ADAM9	48
ADAMDEC1	0
ADAMTS1	1
ADAMTS10	0
ADAMTS12	0
ADAMTS13	1
ADAMTS14	2
ADAMTS15	5
ADAMTS16	0
ADAMTS17	2
ADAMTS18	15
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	0
ADAMTS3	3
ADAMTS4	0
ADAMTS5	1
ADAMTS6	2
ADAMTS7	0
ADAMTS7P1	1
ADAMTS8	1
ADAMTS9	5
ADAMTS9_AS1	0
ADAMTS9_AS2	1
ADAMTSL1	130
ADAMTSL2	0
ADAMTSL3	8
ADAMTSL4	13
ADAMTSL4_AS1	1
ADAMTSL5	1
ADAP1	4
ADAP2	5
ADAR	102
ADARB1	4
ADARB2	7
ADARB2_AS1	0
ADAT1	9
ADAT2	2
ADAT3	0
ADCK1	17
ADCK2	94
ADCK3	19
ADCK4	11
ADCK5	7
ADCY1	2
ADCY10	2
ADCY10P1	5
ADCY2	28
ADCY3	9
ADCY4	0
ADCY5	27
ADCY6	17
ADCY7	2
ADCY8	11
ADCY9	21
ADCYAP1	1
ADCYAP1R1	0
ADD1	68
ADD2	1
ADD3	39
ADD3_AS1	0
ADGB	56
ADGRA1	8
ADGRA1_AS1	0
ADGRA2	14
ADGRA3	11
ADGRB1	2
ADGRB2	2
ADGRB3	1
ADGRD1	2
ADGRE1	0
ADGRE2	7
ADGRE3	0
ADGRE4P	0
ADGRE5	14
ADGRF1	32
ADGRF2	0
ADGRF3	2
ADGRF4	0
ADGRF5	3
ADGRG1	36
ADGRG2	0
ADGRG3	1
ADGRG4	0
ADGRG5	1
ADGRG6	15
ADGRG7	0
ADGRL1	20
ADGRL2	8
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	20
ADH1A	0
ADH1B	0
ADH1C	137
ADH4	0
ADH5	19
ADH6	2
ADH7	77
ADHFE1	8
ADI1	12
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	25
ADIPOR2	12
ADIRF	13
ADK	6
ADM	6
ADM2	3
ADM5	1
ADNP	47
ADNP_AS1	2
ADNP2	11
ADO	18
ADORA1	5
ADORA2A	2
ADORA2A_AS1	0
ADORA2B	6
ADORA3	0
ADPGK	8
ADPGK_AS1	5
ADPRH	93
ADPRHL1	3
ADPRHL2	28
ADPRM	1
ADRA1A	14
ADRA1B	8
ADRA1D	1
ADRA2A	1
ADRA2B	14
ADRA2C	0
ADRB1	5
ADRB2	7
ADRB3	0
ADRBK1	43
ADRBK2	11
ADRM1	34
ADSL	10
ADSS	62
ADSSL1	11
ADTRP	1
AEBP1	27
AEBP2	77
AEN	4
AES	142
AFAP1	72
AFAP1_AS1	3
AFAP1L1	6
AFAP1L2	2
AFF1	72
AFF2	0
AFF3	1
AFF4	49
AFG3L1P	7
AFG3L2	33
AFM	0
AFMID	6
AFP	0
AFTPH	23
AGA	8
AGAP1	24
AGAP1_IT1	0
AGAP11	8
AGAP2	6
AGAP2_AS1	0
AGAP3	35
AGAP4	1
AGAP5	3
AGAP6	3
AGAP7P	0
AGAP9	4
AGBL1	0
AGBL1_AS1	0
AGBL2	19
AGBL3	1
AGBL4	3
AGBL4_IT1	0
AGBL5	17
AGBL5_AS1	0
AGER	5
AGFG1	6
AGFG2	18
AGGF1	18
AGK	14
AGL	20
AGMAT	1
AGMO	0
AGO1	20
AGO2	23
AGO3	3
AGO4	17
AGPAT1	5
AGPAT2	19
AGPAT3	27
AGPAT4	1
AGPAT4_IT1	1
AGPAT5	1
AGPS	11
AGR2	72
AGR3	19
AGRN	82
AGRP	0
AGT	1
AGTPBP1	11
AGTR1	0
AGTR2	0
AGTRAP	7
AGXT	0
AGXT2	1
AHCTF1	20
AHCTF1P1	2
AHCY	15
AHCYL1	29
AHCYL2	23
AHDC1	42
AHI1	45
AHNAK	1020
AHNAK2	83
AHR	62
AHRR	2
AHSA1	38
AHSA2	101
AHSG	0
AHSP	0
AICDA	1
AIDA	2
AIF1	0
AIF1L	1
AIFM1	9
AIFM2	5
AIFM3	0
AIG1	9
AIM1	66
AIM1L	7
AIM2	0
AIMP1	17
AIMP2	3
AIP	5
AIPL1	0
AIRE	6
AIRN	2
AJAP1	12
AJUBA	21
AK1	70
AK2	5
AK3	11
AK4	0
AK5	0
AK6	2
AK7	83
AK8	9
AK9	177
AKAP1	22
AKAP10	10
AKAP11	42
AKAP12	4
AKAP13	164
AKAP14	17
AKAP17A	35
AKAP2	0
AKAP3	8
AKAP4	0
AKAP5	2
AKAP6	14
AKAP7	3
AKAP8	42
AKAP8L	104
AKAP9	243
AKIP1	5
AKIRIN1	12
AKIRIN2	8
AKNA	79
AKNAD1	1
AKR1A1	38
AKR1B1	4
AKR1B10	5
AKR1B15	0
AKR1C1	28
AKR1C2	15
AKR1C3	7
AKR1C4	0
AKR1C6P	0
AKR1C8P	1
AKR1D1	0
AKR1E2	0
AKR7A2	8
AKR7A2P1	0
AKR7A3	2
AKR7L	3
AKT1	50
AKT1S1	12
AKT2	27
AKT3	4
AKTIP	1
ALAD	13
ALAS1	36
ALAS2	0
ALB	0
ALCAM	161
ALDH16A1	10
ALDH18A1	20
ALDH1A1	577
ALDH1A2	5
ALDH1A3	12
ALDH1B1	0
ALDH1L1	44
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	53
ALDH3A1	584
ALDH3A2	63
ALDH3B1	144
ALDH3B2	15
ALDH4A1	7
ALDH5A1	15
ALDH6A1	11
ALDH7A1	23
ALDH8A1	1
ALDH9A1	23
ALDOA	176
ALDOB	0
ALDOC	5
ALG1	7
ALG10	1
ALG10B	3
ALG11	5
ALG12	7
ALG13	19
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	5
ALG3	4
ALG5	5
ALG6	2
ALG8	2
ALG9	5
ALK	6
ALKBH1	1
ALKBH2	4
ALKBH3	12
ALKBH3_AS1	0
ALKBH4	2
ALKBH5	51
ALKBH6	7
ALKBH7	0
ALKBH8	2
ALLC	1
ALMS1	79
ALMS1_IT1	0
ALMS1P	3
ALOX12	2
ALOX12_AS1	0
ALOX12B	0
ALOX12P2	15
ALOX15	889
ALOX15B	2
ALOX15P1	9
ALOX5	1
ALOX5AP	0
ALOXE3	1
ALPI	0
ALPK1	15
ALPK2	0
ALPK3	17
ALPL	9
ALPP	2
ALPPL2	0
ALS2	16
ALS2CL	62
ALS2CR11	0
ALS2CR12	50
ALX1	0
ALX3	0
ALX4	4
ALYREF	10
AMACR	4
AMBN	0
AMBP	32
AMBRA1	11
AMD1	37
AMDHD1	0
AMDHD2	6
AMELX	0
AMELY	0
AMER1	2
AMER2	0
AMER3	2
AMFR	21
AMH	9
AMHR2	1
AMICA1	1
AMIGO1	2
AMIGO2	1
AMIGO3	1
AMMECR1	2
AMMECR1L	5
AMN	6
AMN1	0
AMOT	39
AMOTL1	13
AMOTL2	17
AMPD1	1
AMPD2	6
AMPD3	33
AMPH	0
AMT	7
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	4
AMZ1	1
AMZ2	1
AMZ2P1	3
ANAPC1	4
ANAPC10	0
ANAPC11	10
ANAPC13	5
ANAPC15	0
ANAPC16	36
ANAPC1P1	0
ANAPC2	15
ANAPC4	15
ANAPC5	26
ANAPC7	17
ANG	5
ANGEL1	4
ANGEL2	6
ANGPT1	0
ANGPT2	0
ANGPT4	0
ANGPTL1	4
ANGPTL2	4
ANGPTL3	0
ANGPTL4	0
ANGPTL5	0
ANGPTL6	2
ANGPTL7	0
ANHX	0
ANK1	1
ANK2	16
ANK3	187
ANKAR	1
ANKDD1A	2
ANKDD1B	8
ANKEF1	14
ANKFN1	12
ANKFY1	29
ANKH	3
ANKHD1	3
ANKHD1_EIF4EBP3	1
ANKIB1	23
ANKK1	4
ANKLE1	0
ANKLE2	17
ANKMY1	15
ANKMY2	17
ANKRA2	13
ANKRD1	0
ANKRD10	17
ANKRD11	221
ANKRD12	74
ANKRD13A	42
ANKRD13B	2
ANKRD13C	4
ANKRD13D	20
ANKRD16	1
ANKRD17	165
ANKRD18A	16
ANKRD18B	18
ANKRD18DP	0
ANKRD19P	3
ANKRD2	2
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	2
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	1
ANKRD20A5P	5
ANKRD20A8P	0
ANKRD20A9P	2
ANKRD22	1
ANKRD23	27
ANKRD24	9
ANKRD26	55
ANKRD26P1	0
ANKRD26P3	2
ANKRD27	12
ANKRD28	26
ANKRD29	0
ANKRD30A	3
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	2
ANKRD33	0
ANKRD33B	0
ANKRD34A	5
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	39
ANKRD36	34
ANKRD36B	21
ANKRD36BP1	1
ANKRD36BP2	0
ANKRD36C	126
ANKRD37	5
ANKRD39	8
ANKRD40	7
ANKRD42	81
ANKRD44	1
ANKRD44_IT1	0
ANKRD45	23
ANKRD46	2
ANKRD49	6
ANKRD50	25
ANKRD52	19
ANKRD53	0
ANKRD54	11
ANKRD55	0
ANKRD6	35
ANKRD60	2
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	1
ANKRD65	28
ANKRD66	31
ANKRD7	0
ANKRD9	13
ANKS1A	36
ANKS1B	4
ANKS3	4
ANKS4B	0
ANKS6	15
ANKUB1	33
ANKZF1	72
ANLN	1
ANO1	7
ANO1_AS2	0
ANO10	7
ANO2	1
ANO3	0
ANO4	4
ANO5	22
ANO6	13
ANO7	5
ANO8	9
ANO9	16
ANOS1	14
ANP32A	59
ANP32A_IT1	2
ANP32AP1	0
ANP32B	168
ANP32C	1
ANP32D	0
ANP32E	73
ANPEP	48
ANTXR1	14
ANTXR2	11
ANTXRL	0
ANTXRLP1	0
ANXA1	345
ANXA10	0
ANXA11	125
ANXA13	0
ANXA2	140
ANXA2P1	5
ANXA2P2	3
ANXA2P3	0
ANXA2R	0
ANXA3	13
ANXA4	24
ANXA5	57
ANXA6	4
ANXA7	33
ANXA8	1
ANXA8L1	1
ANXA9	7
AOAH	1
AOAH_IT1	0
AOC1	1
AOC2	0
AOC3	0
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	11
AP1B1	40
AP1B1P1	0
AP1G1	34
AP1G2	22
AP1M1	14
AP1M2	24
AP1S1	7
AP1S2	0
AP1S3	6
AP2A1	23
AP2A2	24
AP2B1	40
AP2M1	39
AP2S1	5
AP3B1	36
AP3B2	12
AP3D1	145
AP3M1	9
AP3M2	8
AP3S1	2
AP3S2	1
AP4B1	5
AP4B1_AS1	0
AP4E1	18
AP4M1	2
AP4S1	6
AP5B1	4
AP5M1	6
AP5S1	5
AP5Z1	9
APAF1	8
APBA1	6
APBA2	1
APBA3	3
APBB1	7
APBB1IP	7
APBB2	9
APBB3	12
APC	19
APC2	22
APCDD1	8
APCDD1L	0
APCDD1L_AS1	3
APCS	1
APEH	23
APELA	0
APEX1	37
APEX2	0
APH1A	27
APH1B	1
API5	15
APIP	2
APITD1	0
APITD1_CORT	0
APLF	2
APLN	5
APLNR	1
APLP1	0
APLP2	297
APMAP	10
APOA1	0
APOA1_AS	0
APOA1BP	3
APOA2	0
APOA4	0
APOA5	2
APOB	2
APOBEC1	0
APOBEC2	2
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	1
APOBEC3B_AS1	0
APOBEC3C	9
APOBEC3D	9
APOBEC3F	14
APOBEC3G	10
APOBEC3H	0
APOBEC4	8
APOBR	13
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	13
APOE	1
APOF	3
APOH	0
APOL1	64
APOL2	8
APOL3	7
APOL4	3
APOL5	0
APOL6	43
APOLD1	3
APOM	0
APOO	5
APOOL	8
APOOP5	0
APOPT1	18
APP	205
APPBP2	4
APPL1	15
APPL2	36
APRT	3
APTR	4
APTX	10
AQP1	3
AQP10	1
AQP11	4
AQP12A	0
AQP12B	0
AQP2	7
AQP3	411
AQP4	3
AQP4_AS1	4
AQP5	67
AQP6	2
AQP7	3
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQR	36
AR	7
ARAF	20
ARAP1	62
ARAP2	26
ARAP3	16
ARC	2
ARCN1	38
AREG	3
AREL1	9
ARF1	70
ARF3	44
ARF4	21
ARF5	12
ARF6	50
ARFGAP1	15
ARFGAP2	28
ARFGAP3	98
ARFGEF1	82
ARFGEF2	40
ARFGEF3	121
ARFIP1	16
ARFIP2	20
ARFRP1	10
ARG1	1
ARG2	0
ARGFX	0
ARGFXP2	1
ARGLU1	247
ARHGAP1	19
ARHGAP10	4
ARHGAP11A	1
ARHGAP11B	0
ARHGAP12	32
ARHGAP15	1
ARHGAP17	14
ARHGAP18	55
ARHGAP19	1
ARHGAP19_SLIT1	0
ARHGAP20	1
ARHGAP21	89
ARHGAP22	1
ARHGAP23	47
ARHGAP24	17
ARHGAP25	8
ARHGAP26	24
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	34
ARHGAP28	0
ARHGAP29	13
ARHGAP30	13
ARHGAP31	3
ARHGAP31_AS1	0
ARHGAP32	78
ARHGAP33	6
ARHGAP35	57
ARHGAP36	2
ARHGAP39	45
ARHGAP4	10
ARHGAP40	0
ARHGAP42	15
ARHGAP44	9
ARHGAP5	84
ARHGAP5_AS1	4
ARHGAP6	5
ARHGAP8	0
ARHGAP9	9
ARHGDIA	46
ARHGDIB	29
ARHGDIG	0
ARHGEF1	45
ARHGEF10	5
ARHGEF10L	14
ARHGEF11	29
ARHGEF12	112
ARHGEF15	3
ARHGEF16	26
ARHGEF17	20
ARHGEF18	35
ARHGEF19	6
ARHGEF2	28
ARHGEF25	3
ARHGEF26	7
ARHGEF26_AS1	2
ARHGEF28	64
ARHGEF3	15
ARHGEF3_AS1	0
ARHGEF33	7
ARHGEF34P	0
ARHGEF35	1
ARHGEF37	26
ARHGEF38	14
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	12
ARHGEF40	9
ARHGEF5	10
ARHGEF6	14
ARHGEF7	26
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	13
ARHGEF9_IT1	0
ARID1A	92
ARID1B	71
ARID2	59
ARID3A	1
ARID3B	1
ARID3C	2
ARID4A	33
ARID4B	105
ARID5A	4
ARID5B	35
ARIH1	62
ARIH2	27
ARIH2OS	1
ARL1	31
ARL10	1
ARL11	2
ARL13A	0
ARL13B	8
ARL14	0
ARL14EP	5
ARL14EPL	0
ARL15	2
ARL16	6
ARL17A	6
ARL17B	0
ARL2	1
ARL2_SNX15	0
ARL2BP	7
ARL3	43
ARL4A	16
ARL4C	6
ARL4D	10
ARL5A	3
ARL5B	7
ARL5C	0
ARL6	11
ARL6IP1	21
ARL6IP4	107
ARL6IP5	20
ARL6IP6	8
ARL8A	17
ARL8B	16
ARL9	1
ARMC1	10
ARMC10	2
ARMC12	0
ARMC2	48
ARMC2_AS1	1
ARMC3	63
ARMC4	27
ARMC5	7
ARMC6	4
