	gene_id_Covid3_R1_
DNAH5	14
DNAH6	7
DNAH7	1
DNAH8	1
DNAH9	27
DNAI1	17
DNAI2	8
DNAJA1	16
DNAJA1P5	0
DNAJA2	8
DNAJA3	1
DNAJA4	11
DNAJB1	10
DNAJB11	8
DNAJB12	0
DNAJB13	4
DNAJB14	8
DNAJB2	8
DNAJB3	2
DNAJB4	0
DNAJB5	2
DNAJB5_AS1	0
DNAJB6	4
DNAJB7	0
DNAJB8	0
DNAJB8_AS1	0
DNAJB9	1
DNAJC1	1
DNAJC10	7
DNAJC11	13
DNAJC12	2
DNAJC13	2
DNAJC14	2
DNAJC15	0
DNAJC16	1
DNAJC17	1
DNAJC18	0
DNAJC19	0
DNAJC2	6
DNAJC21	4
DNAJC22	0
DNAJC24	0
DNAJC25	0
DNAJC25_GNG10	0
DNAJC27	1
DNAJC27_AS1	1
DNAJC28	0
DNAJC3	1
DNAJC3_AS1	0
DNAJC30	2
DNAJC4	0
DNAJC5	16
DNAJC5B	0
DNAJC5G	0
DNAJC6	1
DNAJC7	10
DNAJC8	13
DNAJC9	0
DNAJC9_AS1	0
DNAL1	8
DNAL4	0
DNALI1	20
DNASE1	4
DNASE1L1	0
DNASE1L2	5
DNASE1L3	0
DNASE2	0
DNASE2B	0
DND1	0
DNER	13
DNHD1	11
DNLZ	3
DNM1	1
DNM1L	7
DNM1P35	0
DNM1P41	0
DNM1P46	2
DNM2	27
DNM3	7
DNM3_IT1	0
DNM3OS	0
DNMBP	2
DNMBP_AS1	0
DNMT1	16
DNMT3A	8
DNMT3B	0
DNMT3L	1
DNPEP	3
DNPH1	0
DNTT	0
DNTTIP1	2
DNTTIP2	7
DOC2A	0
DOC2B	3
DOC2GP	0
DOCK1	6
DOCK10	1
DOCK11	0
DOCK2	0
DOCK3	0
DOCK4	5
DOCK4_AS1	0
DOCK5	11
DOCK6	6
DOCK7	2
DOCK8	7
DOCK9	3
DOCK9_AS1	0
DOCK9_AS2	2
DOHH	0
DOK1	1
DOK2	0
DOK3	7
DOK4	2
DOK5	0
DOK6	0
DOK7	0
DOLK	7
DOLPP1	4
DONSON	0
DOPEY1	3
DOPEY2	10
DOT1L	18
DPAGT1	0
DPCD	2
DPCR1	0
DPEP1	113
DPEP2	0
DPEP3	0
DPF1	2
DPF2	4
DPF3	1
DPH1	2
DPH2	3
DPH3	0
DPH3P1	0
DPH5	0
DPH6	4
DPH6_AS1	0
DPH7	1
DPM1	2
DPM2	0
DPM3	4
DPP10	0
DPP10_AS1	6
DPP10_AS3	0
DPP3	24
DPP4	0
DPP6	4
DPP7	1
DPP8	1
DPP9	3
DPP9_AS1	1
DPPA2	0
DPPA2P3	0
DPPA3	0
DPPA4	0
DPPA5	0
DPRX	0
DPRXP4	0
DPT	0
DPY19L1	0
DPY19L1P1	0
DPY19L2	0
DPY19L2P1	0
DPY19L2P2	0
DPY19L2P3	0
DPY19L2P4	0
DPY19L3	1
DPY19L4	10
DPY30	2
DPYD	2
DPYD_AS1	0
DPYD_AS2	0
DPYS	2
DPYSL2	8
DPYSL3	4
DPYSL4	54
DPYSL5	2
DQX1	0
DR1	1
DRAIC	0
DRAM1	2
DRAM2	0
DRAP1	12
DRAXIN	0
DRC1	16
DRC7	38
DRD1	0
DRD2	0
DRD3	0
DRD4	1
DRD5	0
DRD5P2	0
DRG1	1
DRG2	4
DRGX	5
DRICH1	0
DROSHA	5
DRP2	5
DSC1	1
DSC2	2
DSC3	2
DSCAM	1
DSCAM_AS1	0
DSCAM_IT1	0
DSCAML1	5
DSCAS	1
DSCC1	0
DSCR10	1
DSCR3	3
DSCR4	1
DSCR8	0
DSCR9	1
DSE	5
DSEL	0
DSG1	0
DSG1_AS1	0
DSG2	1
DSG2_AS1	0
DSG3	6
DSG4	0
DSN1	2
DSP	52
DSPP	0
DST	11
DSTN	5
DSTNP2	0
DSTYK	6
DTD1	1
DTD2	0
DTHD1	2
DTL	0
DTNA	0
DTNB	1
DTNBP1	3
DTWD1	0
DTWD2	0
DTX1	0
DTX2	4
DTX2P1_UPK3BP1_PMS2P11	2
DTX3	3
DTX3L	9
DTX4	10
DTYMK	2
DUOX1	36
DUOX2	126
DUOXA1	1
DUOXA2	8
DUPD1	0
DUS1L	11
DUS2	0
DUS3L	3
DUS4L	0
DUSP1	8
DUSP10	4
DUSP11	0
DUSP12	0
DUSP13	0
DUSP14	2
DUSP15	5
DUSP16	6
DUSP18	2
DUSP19	1
DUSP2	5
DUSP21	0
DUSP22	111
DUSP23	4
DUSP26	0
DUSP27	2
DUSP28	0
DUSP3	1
DUSP4	0
DUSP5	5
DUSP5P1	1
DUSP6	0
DUSP7	5
DUSP8	0
DUSP9	1
DUT	3
DUX4	0
DUXA	0
DUXAP10	0
DUXAP8	0
DVL1	7
DVL2	2
DVL3	10
DXO	1
DYDC1	0
DYDC2	1
DYM	0
DYNAP	0
DYNC1H1	54
DYNC1I1	2
DYNC1I2	6
DYNC1LI1	1
DYNC1LI2	15
DYNC2H1	1
DYNC2LI1	1
DYNLL1	4
DYNLL2	6
DYNLRB1	5
DYNLRB2	1
DYNLT1	19
DYNLT3	1
DYRK1A	4
DYRK1B	6
DYRK2	2
DYRK3	1
DYRK4	10
DYSF	4
DYTN	0
DYX1C1	1
DYX1C1_CCPG1	0
DZANK1	3
DZIP1	3
DZIP1L	15
DZIP3	3
E2F1	7
E2F2	0
E2F3	1
E2F4	0
E2F5	0
E2F6	0
E2F7	0
E2F8	2
E4F1	3
EAF1	1
EAF2	0
EAPP	1
EARS2	0
EBAG9	1
EBF1	0
EBF2	0
EBF3	2
EBF4	0
EBI3	0
EBLN1	0
EBLN2	0
EBLN3	2
EBNA1BP2	0
EBP	0
EBPL	0
ECD	2
ECE1	18
ECE2	0
ECEL1	0
ECEL1P2	0
ECH1	3
ECHDC1	2
ECHDC2	2
ECHDC3	0
ECHS1	19
ECI1	4
ECI2	1
ECM1	1
ECM2	0
ECRP	0
ECSCR	0
ECSIT	0
ECT2	3
ECT2L	2
EDA	3
EDA2R	0
EDAR	1
EDARADD	2
EDC3	0
EDC4	6
EDDM3A	0
EDDM3B	14
EDEM1	1
EDEM2	0
EDEM3	6
EDF1	11
EDIL3	0
EDN1	0
EDN2	0
EDN3	0
EDNRA	0
EDNRB	0
EDNRB_AS1	0
EDRF1	4
EDRF1_AS1	0
EEA1	0
EED	3
EEF1A1	7
EEF1A2	4
EEF1B2	0
EEF1D	5
EEF1DP3	0
EEF1E1	0
EEF1E1_BLOC1S5	0
EEF1G	8
EEF2	79
EEF2K	19
EEF2KMT	0
EEFSEC	2
EEPD1	4
EFCAB1	2
EFCAB10	0
EFCAB11	2
EFCAB12	1
EFCAB13	1
EFCAB14	10
EFCAB14_AS1	0
EFCAB2	6
EFCAB3	0
EFCAB5	1
EFCAB6	1
EFCAB6_AS1	0
EFCAB7	0
EFCAB9	0
EFCC1	0
EFEMP1	2
EFEMP2	65
EFHB	0
EFHC1	4
EFHC2	3
EFHD1	2
EFHD2	34
EFNA1	2
EFNA2	2
EFNA3	0
EFNA4	1
EFNA5	0
EFNB1	0
EFNB2	2
EFNB3	4
EFR3A	3
EFR3B	3
EFS	0
EFTUD1	5
EFTUD1P1	0
EFTUD2	9
EGF	0
EGFEM1P	0
EGFL6	0
EGFL7	0
EGFL8	0
EGFLAM	1
EGFLAM_AS2	0
EGFLAM_AS4	0
EGFR	14
EGFR_AS1	0
EGLN1	6
EGLN2	2
EGLN3	4
EGOT	0
EGR1	4
EGR2	2
EGR3	6
EGR4	1
EHBP1	2
EHBP1L1	24
EHD1	3
EHD2	3
EHD3	1
EHD4	12
EHD4_AS1	1
EHF	15
EHHADH	0
EHHADH_AS1	0
EHMT1	19
EHMT1_IT1	0
EHMT2	6
EI24	4
EID1	11
EID2	6
EID2B	0
EID3	2
EIF1	20
EIF1AD	0
EIF1AX	0
EIF1AX_AS1	0
EIF1AY	0
EIF1B	2
EIF1B_AS1	0
EIF2A	3
EIF2AK1	12
EIF2AK2	13
EIF2AK3	4
EIF2AK4	1
EIF2B1	3
EIF2B2	1
EIF2B3	0
EIF2B4	10
EIF2B5	2
EIF2B5_AS1	1
EIF2D	0
EIF2S1	10
EIF2S2	1
EIF2S3	0
EIF3A	51
EIF3B	19
EIF3C	0
EIF3CL	0
EIF3D	8
EIF3E	2
EIF3F	3
EIF3G	8
EIF3H	5
EIF3I	8
EIF3IP1	0
EIF3J	4
EIF3J_AS1	2
EIF3K	6
EIF3L	2
EIF3M	0
EIF4A1	0
EIF4A2	13
EIF4A3	6
EIF4B	7
EIF4E	2
EIF4E1B	0
EIF4E2	3
EIF4E3	0
EIF4EBP1	1
EIF4EBP2	6
EIF4EBP3	0
EIF4ENIF1	5
EIF4G1	50
EIF4G2	39
EIF4G3	8
EIF4H	4
EIF5	11
EIF5A	11
EIF5A2	0
EIF5AL1	0
EIF5B	19
EIF6	25
ELAC1	0
ELAC2	4
ELANE	6
ELAVL1	13
ELAVL2	0
ELAVL3	3
ELAVL4	3
ELDR	1
ELF1	7
ELF2	5
ELF3	81
ELF4	2
ELF5	0
ELFN1	2
ELFN1_AS1	0
ELFN2	1
ELK1	4
ELK2AP	0
ELK3	4
ELK4	3
ELL	5
ELL2	8
ELL3	0
ELMO1	0
ELMO1_AS1	0
ELMO2	0
ELMO3	3
ELMOD1	0
ELMOD2	2
ELMOD3	0
ELMSAN1	15
ELN	5
ELOF1	1
ELOVL1	0
ELOVL2	0
ELOVL2_AS1	3
ELOVL3	0
ELOVL4	0
ELOVL5	3
ELOVL6	0
ELOVL7	0
ELP2	0
ELP3	0
ELP4	0
ELP5	2
ELP6	0
ELSPBP1	0
EMB	1
EMBP1	1
EMC1	4
EMC10	8
EMC2	0
EMC3	8
EMC3_AS1	2
EMC4	0
EMC6	2
EMC7	2
EMC8	4
EMC9	2
EMCN	0
EMD	1
EME1	0
EME2	4
EMG1	2
EMID1	0
EMILIN1	1
EMILIN2	0
EMILIN3	4
EML1	0
EML2	1
EML2_AS1	0
EML3	18
EML4	11
EML5	0
EML6	2
EMP1	4
EMP2	71
EMP3	1
EMX1	0
EMX2	0
EMX2OS	1
EN1	1
EN2	0
ENAH	34
ENAM	0
ENC1	6
ENDOD1	4
ENDOG	5
ENDOU	0
ENDOV	1
ENG	0
ENGASE	2
ENHO	0
ENKD1	9
ENKUR	5
ENO1	25
ENO1_AS1	0
ENO2	0
ENO3	0
ENO4	0
ENOPH1	5
ENOSF1	1
ENOX1	1
ENOX1_AS2	0
ENOX2	0
ENPEP	6
ENPP1	2
ENPP2	2
ENPP3	0
ENPP4	1
ENPP5	3
ENPP6	0
ENPP7	0
ENPP7P13	0
ENSA	5
ENTHD1	0
ENTHD2	1
ENTPD1	1
ENTPD1_AS1	3
ENTPD2	10
ENTPD3	0
ENTPD3_AS1	0
ENTPD4	6
ENTPD5	0
ENTPD6	10
ENTPD7	4
ENTPD8	1
ENY2	2
EOGT	0
EOMES	0
EP300	27
EP300_AS1	1
EP400	17
EP400NL	2
EPAS1	76
EPB41	5
EPB41L1	27
EPB41L2	0
EPB41L3	2
EPB41L4A	5
EPB41L4A_AS1	0
EPB41L4A_AS2	1
EPB41L4B	6
EPB41L5	2
EPB42	0
EPC1	2
EPC2	1
EPCAM	4
EPDR1	1
EPG5	5
EPGN	4
EPHA1	5
EPHA1_AS1	0
EPHA10	0
EPHA2	20
EPHA3	0
EPHA4	5
EPHA5	2
EPHA5_AS1	0
EPHA6	0
EPHA7	0
EPHA8	1
EPHB1	1
EPHB2	4
EPHB3	2
EPHB4	8
EPHB6	2
EPHX1	14
EPHX2	1
EPHX3	0
EPHX4	0
EPM2A	0
EPM2AIP1	0
EPN1	11
EPN2	0
EPN2_AS1	0
EPN2_IT1	0
EPN3	13
EPO	0
EPOR	0
EPPIN	0
EPPIN_WFDC6	0
EPPK1	7
EPRS	4
EPS15	12
EPS15L1	7
EPS8	4
EPS8L1	55
EPS8L2	45
EPS8L3	2
EPSTI1	9
EPT1	0
EPX	0
EPYC	0
EQTN	0
ERAL1	5
ERAP1	2
ERAP2	0
ERAS	0
ERBB2	30
ERBB2IP	8
ERBB3	13
ERBB4	1
ERC1	9
ERC2	0
ERC2_IT1	0
ERCC1	4
ERCC2	3
ERCC3	0
ERCC4	6
ERCC5	1
ERCC6	2
ERCC6_PGBD3	0
ERCC6L	0
ERCC6L2	5
ERCC8	0
EREG	4
ERF	6
ERG	5
ERGIC1	8
ERGIC2	1
ERGIC3	6
ERH	2
ERI1	0
ERI2	0
ERI3	0
ERI3_IT1	0
ERICH1	4
ERICH1_AS1	0
ERICH2	1
ERICH3	22
ERICH3_AS1	1
ERICH4	0
ERICH5	1
ERICH6	0
ERICH6_AS1	0
ERICH6B	0
ERLEC1	8
ERLIN1	4
ERLIN2	2
ERMAP	0
ERMARD	0
ERMN	0
ERMP1	14
ERN1	2
ERN2	54
ERO1A	4
ERO1B	1
ERP27	0
ERP29	2
ERP44	5
ERRFI1	22
ERV3_1	0
ERVFRD_1	0
ERVH48_1	0
ERVK13_1	3
ERVMER34_1	0
ERVV_1	1
ERVV_2	0
ERVW_1	0
ESAM	5
ESCO1	0
ESCO2	0
ESD	0
ESF1	0
ESM1	0
ESPL1	3
ESPN	4
ESPNL	8
ESPNP	1
ESR1	0
ESR2	0
ESRG	0
ESRP1	8
ESRP2	20
ESRRA	5
ESRRB	1
ESRRG	0
ESX1	0
ESYT1	3
ESYT2	8
ESYT3	0
ETAA1	3
ETF1	3
ETFA	10
ETFB	2
ETFDH	1
ETHE1	0
ETNK1	4
ETNK2	1
ETNPPL	0
ETS1	0
ETS2	20
ETV1	2
ETV2	1
ETV3	2
ETV3L	0
ETV4	0
ETV5	2
ETV6	11
ETV7	3
EVA1A	0
EVA1B	0
EVA1C	3
EVADR	0
EVC	0
EVC2	10
EVI2A	0
EVI2B	3
EVI5	0
EVI5L	5
EVL	0
EVPL	40
EVPLL	4
EVX1	0
EVX1_AS	0
EVX2	1
EWSAT1	0
EWSR1	48
EXD1	0
EXD2	6
EXD3	1
EXO1	0
EXO5	0
EXOC1	8
EXOC2	1
EXOC3	15
EXOC3_AS1	0
EXOC3L1	0
EXOC3L2	0
EXOC3L4	3
EXOC4	4
EXOC5	1
EXOC6	1
EXOC6B	10
EXOC7	7
EXOC8	1
EXOG	0
EXOSC1	0
EXOSC10	5
EXOSC2	1
EXOSC3	0
EXOSC4	3
EXOSC5	1
EXOSC6	0
EXOSC7	0
EXOSC8	1
EXOSC9	0
EXPH5	8
EXT1	4
EXT2	1
EXTL1	5
EXTL2	1
EXTL3	2
EXTL3_AS1	0
EYA1	1
EYA2	17
EYA3	0
EYA4	3
EYS	0
EZH1	3
EZH2	2
EZR	319
EZR_AS1	0
F10	0
F10_AS1	0
F11	0
F11_AS1	0
F11R	44
F12	3
F13A1	0
F13B	0
F2	0
F2R	1
F2RL1	1
F2RL2	1
F2RL3	3
F3	67
F5	1
F7	0
F8	0
F8A1	0
F8A2	0
F8A3	0
F9	1
FA2H	0
FAAH	0
FAAH2	0
FAAHP1	1
FAAP100	4
FAAP20	3
FAAP24	0
FABP1	3
FABP12	0
FABP2	0
FABP3	0
FABP4	0
FABP5	1
FABP5P3	0
FABP6	0
FABP7	0
FABP9	0
FADD	5
FADS1	1
FADS2	1
FADS3	1
FADS6	1
FAF1	4
FAF2	4
FAH	1
FAHD1	2
FAHD2A	0
FAHD2B	0
FAHD2CP	0
FAIM	0
FAIM2	1
FALEC	0
FAM101A	0
FAM101B	0
FAM102A	21
FAM102B	1
FAM103A1	0
FAM104A	1
FAM104B	1
FAM105A	0
FAM106A	0
FAM106B	0
FAM106CP	0
FAM107A	2
FAM107B	15
FAM109A	1
FAM109B	3
FAM110A	1
FAM110B	0
FAM110C	1
FAM110D	0
FAM111A	1
FAM111B	0
FAM114A1	12
FAM114A2	0
FAM117A	2
FAM117B	1
FAM118A	6
FAM118B	0
FAM120A	10
FAM120AOS	4
FAM120B	4
FAM120C	1
FAM122A	2
FAM122B	2
FAM122C	0
FAM124A	0
FAM124B	0
FAM126A	0
FAM126B	1
FAM127A	0
FAM127B	1
FAM127C	0
FAM129A	12
FAM129B	63
FAM129C	1
FAM131A	0
FAM131B	0
FAM131C	1
FAM132A	0
FAM132B	0
FAM133A	0
FAM133B	1
FAM133CP	0
FAM133DP	0
FAM134A	1
FAM134B	5
FAM134C	1
FAM135A	5
FAM135B	0
FAM136A	3
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	5
FAM13A_AS1	0
FAM13B	3
FAM13C	0
FAM149A	1
FAM149B1	0
FAM150A	0
FAM150B	77
FAM151A	0
FAM151B	0
FAM153A	0
FAM153B	0
FAM153C	1
FAM155A	0
FAM155A_IT1	0
FAM155B	12
FAM156A	0
FAM156B	0
FAM157A	1
FAM157B	0
FAM157C	0
FAM159A	0
FAM159B	2992
FAM160A1	4
FAM160A2	2
FAM160B1	0
FAM160B2	5
FAM161A	0
FAM161B	0
FAM162A	1
FAM162B	3
FAM163A	1
FAM163B	0
FAM166A	3
FAM166B	10
FAM167A	0
FAM167A_AS1	1
FAM167B	0
FAM168A	7
FAM168B	4
FAM169A	1
FAM169B	0
FAM170A	0
FAM170B	0
FAM170B_AS1	1
FAM171A1	13
FAM171A2	2
FAM171B	0
FAM172A	18
FAM172BP	0
FAM173A	1
FAM173B	0
FAM174A	4
FAM174B	1
FAM175A	0
FAM175B	1
FAM177A1	4
FAM177B	1
FAM178B	0
FAM179A	6
FAM179B	7
FAM180A	0
FAM180B	0
FAM181A	1
FAM181A_AS1	0
FAM181B	0
FAM182A	1
FAM182B	0
FAM183A	7
FAM183B	0
FAM183CP	0
FAM184A	0
FAM184B	1
FAM185A	0
FAM186A	0
FAM186B	0
FAM187B	0
FAM188A	0
FAM188B	0
FAM189A1	0
FAM189A2	0
FAM189B	1
FAM192A	10
FAM193A	10
FAM193B	2
FAM195A	0
FAM195B	5
FAM196A	4
FAM196B	0
FAM197Y2	0
FAM197Y5	0
FAM198A	0
FAM198B	3
FAM199X	0
FAM19A1	0
FAM19A2	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	0
FAM200B	2
FAM201A	0
FAM204A	1
FAM205A	1
FAM205BP	0
FAM205C	0
FAM206A	0
FAM207A	5
FAM208A	2
FAM208B	9
FAM209A	0
FAM209B	0
FAM20A	1
FAM20B	7
FAM20C	0
FAM210A	0
FAM210B	0
FAM212A	0
FAM212B	0
FAM212B_AS1	0
FAM213A	1
FAM213B	4
FAM214A	6
FAM214B	2
FAM215A	0
FAM216A	0
FAM216B	0
FAM217A	0
FAM217B	1
FAM218A	0
FAM219A	19
FAM219B	2
FAM21A	1
FAM21C	2
FAM21EP	0
FAM220A	0
FAM221A	1
FAM221B	0
FAM222A	7
FAM222A_AS1	1
FAM222B	6
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	0
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	3
FAM227B	0
FAM228A	0
FAM228B	0
FAM229A	0
FAM229B	7
FAM230B	0
FAM230C	0
FAM231A	0
FAM231B	0
FAM231C	0
FAM231D	0
FAM24A	0
FAM24B	0
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	0
FAM26E	0
FAM26F	0
FAM27B	0
FAM27C	0
FAM27E2	0
FAM27E3	0
FAM27L	0
FAM32A	4
FAM35A	0
FAM35BP	0
FAM35DP	0
FAM3A	1
FAM3B	0
FAM3C	0
FAM3D	9
FAM41AY1	0
FAM41AY2	0
FAM41C	0
FAM43A	0
FAM43B	0
FAM45A	0
FAM45B	0
FAM46A	2
FAM46B	5
FAM46C	0
FAM46D	0
FAM47A	0
FAM47B	1
FAM47C	0
FAM47E	0
FAM47E_STBD1	0
FAM49A	1
FAM49B	4
FAM50A	16
FAM50B	1
FAM53A	2
FAM53B	50
FAM53B_AS1	0
FAM53C	1
FAM57A	0
FAM57B	11
FAM58A	0
FAM60A	0
FAM63A	5
FAM63B	8
FAM64A	0
FAM65A	3
FAM65B	0
FAM65C	2
FAM66A	0
FAM66B	0
FAM66C	0
FAM66D	0
FAM66E	0
FAM69A	2
FAM69B	1
FAM69C	0
FAM71A	0
FAM71B	0
FAM71C	0
FAM71D	0
FAM71E1	0
FAM71E2	1
FAM71F1	0
FAM71F2	5
FAM72A	0
FAM72B	0
FAM72C	0
FAM72D	0
FAM73A	0
FAM73B	13
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	0
FAM76B	6
FAM78A	1
FAM78B	2
FAM81A	1
FAM81B	2
FAM83A	1
FAM83A_AS1	0
FAM83B	0
FAM83C	2
FAM83C_AS1	0
FAM83D	3
FAM83E	9
FAM83F	1
FAM83G	1
FAM83H	24
FAM83H_AS1	3
FAM84A	17
FAM84B	3
FAM86B1	0
FAM86B2	0
FAM86B3P	0
FAM86C1	0
FAM86C2P	0
FAM86DP	1
FAM86EP	0
FAM86FP	0
FAM86HP	0
FAM86JP	0
FAM87A	1
FAM87B	0
FAM89A	0
FAM89B	27
FAM8A1	1
FAM90A1	0
FAM90A10P	0
FAM90A25P	0
FAM90A27P	0
FAM90A2P	0
FAM90A7P	0
FAM91A1	0
FAM92A1	2
FAM92A1P2	0
FAM92B	2
FAM95A	0
FAM95B1	0
FAM95C	2
FAM96A	1
FAM96B	1
FAM98A	8
FAM98B	1
FAM98C	7
FAM99A	0
FAM99B	0
FAM9A	1
FAM9B	0
FAM9C	0
FAN1	0
FANCA	2
FANCB	1
FANCC	7
FANCD2	3
FANCD2OS	0
FANCE	2
FANCF	12
FANCG	1
FANCI	5
FANCL	0
FANCM	1
FANK1	0
FANK1_AS1	0
FAP	0
FAR1	4
FAR2	0
FAR2P1	0
FAR2P2	0
FARP1	12
FARP2	7
FARS2	1
FARSA	5
FARSB	2
FAS	0
FAS_AS1	0
FASLG	0
FASN	20
FASTK	3
FASTKD1	0
FASTKD2	1
FASTKD3	0
FASTKD5	0
FAT1	18
FAT2	7
FAT3	0
FAT4	0
FATE1	0
FAU	18
FAXC	0
FAXDC2	1
FBF1	1
FBL	3
FBLIM1	1
FBLL1	0
FBLN1	0
FBLN2	18
FBLN5	0
FBLN7	1
FBN1	1
FBN2	2
FBN3	4
FBP1	15
FBP2	0
FBRS	25
FBRSL1	9
FBXL12	4
FBXL13	12
FBXL14	0
FBXL15	2
FBXL16	0
FBXL17	0
FBXL18	24
FBXL19	4
FBXL19_AS1	4
FBXL2	2
FBXL20	7
FBXL21	0
FBXL22	0
FBXL3	2
FBXL4	0
FBXL5	11
FBXL6	2
FBXL7	2
FBXL8	1
FBXO10	4
FBXO11	7
FBXO15	0
FBXO16	0
FBXO17	0
FBXO18	4
FBXO2	3
FBXO21	1
FBXO22	1
FBXO22_AS1	0
FBXO24	0
FBXO25	0
FBXO27	0
FBXO28	1
FBXO3	7
FBXO3_AS1	0
FBXO30	3
FBXO31	8
FBXO32	7
FBXO33	0
FBXO34	5
FBXO36	7
FBXO38	2
FBXO39	0
FBXO4	1
FBXO40	0
FBXO41	6
FBXO42	0
FBXO43	0
FBXO44	6
FBXO45	1
FBXO46	1
FBXO47	0
FBXO48	0
FBXO5	0
FBXO6	0
FBXO7	1
FBXO8	1
FBXO9	7
FBXW10	1
FBXW11	3
FBXW12	0
FBXW2	0
FBXW4	11
FBXW4P1	4
FBXW5	4
FBXW7	2
FBXW8	0
FBXW9	0
FCAMR	1
FCAR	3
FCER1A	0
FCER1G	1
FCER2	1
FCF1	0
FCGBP	26
FCGR1A	0
FCGR1B	0
FCGR1C	0
FCGR2A	0
FCGR2B	0
FCGR2C	0
FCGR3A	0
FCGR3B	6
FCGRT	2
FCHO1	13
FCHO2	4
FCHSD1	2
FCHSD2	11
FCMR	0
FCN1	0
FCN2	0
FCN3	0
FCRL1	0
FCRL2	0
FCRL3	0
FCRL4	0
FCRL5	0
FCRL6	0
FCRLA	0
FCRLB	2
FDCSP	0
FDFT1	3
FDPS	1
FDPSP2	0
FDX1	3
FDX1L	1
FDXACB1	0
FDXR	3
FECH	10
FEM1A	0
FEM1B	0
FEM1C	2
FEN1	1
FENDRR	1
FER	1
FER1L4	41
FER1L5	3
FER1L6	18
FER1L6_AS1	0
FER1L6_AS2	0
FERD3L	0
FERMT1	2
FERMT2	0
FERMT3	3
FES	2
FETUB	0
FEV	5
FEZ1	1
FEZ2	1
FEZF1	0
FEZF1_AS1	4
FEZF2	0
FFAR1	7
FFAR2	1
FFAR3	0
FFAR4	0
FGA	0
FGB	0
FGD1	1
FGD2	3
FGD3	8
FGD4	1
FGD5	0
FGD5_AS1	1
FGD5P1	1
FGD6	6
FGF1	1
FGF10	0
FGF10_AS1	0
FGF11	1
FGF12	2
FGF12_AS1	0
FGF13	4
FGF13_AS1	0
FGF14	0
FGF14_AS1	1
FGF14_AS2	0
FGF14_IT1	3
FGF16	0
FGF17	0
FGF18	0
FGF19	3
FGF2	15
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	1
FGF4	0
FGF5	13
FGF6	0
FGF7	0
FGF8	50
FGF9	14
FGFBP1	0
FGFBP2	0
FGFBP3	0
FGFR1	4
FGFR1OP	1
FGFR1OP2	0
FGFR2	6
FGFR3	43
FGFR4	0
FGFRL1	2
FGG	0
FGGY	1
FGL1	0
FGL2	0
FGR	1
FH	0
FHAD1	32
FHDC1	3
FHIT	0
FHL1	0
FHL2	6
FHL3	0
FHL5	0
FHOD1	5
FHOD3	0
FIBCD1	2
FIBIN	0
FIBP	0
FICD	1
FIG4	2
FIGF	0
FIGLA	0
FIGN	0
FIGNL1	0
FIGNL2	5
FILIP1	1
FILIP1L	0
FIP1L1	3
FIRRE	0
FIS1	1
FITM1	1
FITM2	0
FIZ1	1
FJX1	0
FKBP10	0
FKBP11	0
FKBP14	2
FKBP15	11
FKBP1A	1
FKBP1A_SDCBP2	0
FKBP1AP1	1
FKBP1B	0
FKBP2	8
FKBP3	0
FKBP4	2
FKBP5	3
FKBP6	0
FKBP7	0
FKBP8	9
FKBP9	3
FKBP9P1	0
FKBPL	2
FKRP	0
FKSG29	0
FKTN	0
FLAD1	1
FLCN	1
FLG	0
FLG_AS1	0
FLG2	0
FLI1	0
FLII	47
FLJ10038	0
FLJ12825	0
FLJ13224	0
FLJ16171	0
FLJ16779	0
FLJ20021	0
FLJ21408	0
FLJ22447	0
FLJ22763	0
FLJ23867	0
FLJ25758	0
FLJ26245	0
FLJ26850	0
FLJ27354	3
FLJ30679	0
FLJ31104	0
FLJ31356	0
FLJ31662	0
FLJ32255	2
FLJ33360	0
FLJ33534	0
FLJ33581	0
FLJ34503	0
FLJ35934	0
FLJ36000	0
FLJ36777	0
FLJ37035	4
FLJ37201	0
FLJ37453	1
FLJ37505	0
FLJ38122	1
FLJ38576	0
FLJ40194	0
FLJ40288	0
FLJ41200	0
FLJ41278	0
FLJ41941	0
FLJ42102	0
FLJ42351	0
FLJ42393	0
FLJ42627	1
FLJ42969	0
FLJ43315	0
FLJ43879	0
FLJ44635	0
FLJ45079	0
FLJ45513	0
FLJ46066	0
FLJ46284	0
FLJ46906	0
FLNA	17
FLNB	33
FLNC	3
FLOT1	7
FLOT2	0
FLRT1	1
FLRT2	0
FLRT3	0
FLT1	1
FLT3	0
FLT3LG	0
FLT4	12
FLVCR1	1
FLVCR1_AS1	0
FLVCR2	0
FLYWCH1	33
FLYWCH2	3
FMN1	3
FMN2	0
FMNL1	9
FMNL2	1
FMNL3	0
FMO1	0
FMO2	2
FMO3	1
FMO4	0
FMO5	2
FMO6P	0
FMO9P	0
FMOD	0
FMR1	12
FMR1_AS1	0
FMR1NB	0
FN1	0
FN3K	1
