	gene_id_NP52_R1_
A1BG	0
A1BG_AS1	0
A1CF	6
A2M	21
A2M_AS1	1
A2ML1	4
A2MP1	13
A3GALT2	2
A4GALT	51
A4GNT	0
AA06	0
AAAS	27
AACS	34
AACSP1	36
AADAC	4
AADACL2	28
AADACL2_AS1	13
AADACL3	1
AADACL4	0
AADACP1	19
AADAT	12
AAED1	19
AAGAB	58
AAK1	101
AAMDC	5
AAMP	110
AANAT	4
AAR2	15
AARD	1
AARS	104
AARS2	19
AARSD1	0
AASDH	11
AASDHPPT	28
AASS	16
AATBC	7
AATF	137
AATK	24
AATK_AS1	0
ABALON	10
ABAT	82
ABCA1	31
ABCA10	6
ABCA11P	3
ABCA12	15
ABCA13	1321
ABCA17P	3
ABCA2	40
ABCA3	20
ABCA4	12
ABCA5	65
ABCA6	5
ABCA7	138
ABCA8	4
ABCA9	8
ABCA9_AS1	0
ABCB1	7
ABCB10	23
ABCB11	31
ABCB4	6
ABCB5	3
ABCB6	23
ABCB7	10
ABCB8	28
ABCB9	8
ABCC1	78
ABCC10	42
ABCC11	1
ABCC12	0
ABCC13	0
ABCC2	15
ABCC3	7
ABCC4	7
ABCC5	143
ABCC5_AS1	1
ABCC6	18
ABCC6P1	4
ABCC6P2	3
ABCC8	5
ABCC9	0
ABCD1	28
ABCD2	12
ABCD3	99
ABCD4	37
ABCE1	21
ABCF1	178
ABCF2	33
ABCF3	50
ABCG1	80
ABCG2	0
ABCG4	14
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	15
ABHD11	78
ABHD11_AS1	21
ABHD12	37
ABHD12B	27
ABHD13	14
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	41
ABHD15	19
ABHD16A	28
ABHD16B	5
ABHD17A	4
ABHD17B	30
ABHD17C	14
ABHD2	241
ABHD3	23
ABHD4	10
ABHD5	10
ABHD6	13
ABHD8	3
ABI1	133
ABI2	71
ABI3	53
ABI3BP	1
ABL1	59
ABL2	43
ABLIM1	182
ABLIM2	9
ABLIM3	7
ABO	25
ABR	133
ABRA	0
ABRACL	14
ABT1	31
ABTB1	12
ABTB2	19
ACAA1	45
ACAA2	2
ACACA	108
ACACB	101
ACAD10	23
ACAD11	12
ACAD8	33
ACAD9	39
ACADL	2
ACADM	43
ACADS	14
ACADSB	10
ACADVL	169
ACAN	7
ACAP1	15
ACAP2	64
ACAP3	49
ACAT1	16
ACAT2	10
ACBD3	245
ACBD4	7
ACBD5	296
ACBD6	23
ACBD7	34
ACCS	36
ACCSL	0
ACD	14
ACE	89
ACE2	8
ACER1	0
ACER2	8
ACER3	15
ACHE	4
ACIN1	567
ACKR1	0
ACKR2	4
ACKR3	0
ACKR4	8
ACLY	98
ACMSD	1
ACO1	44
ACO2	98
ACOT1	1
ACOT11	35
ACOT12	0
ACOT13	40
ACOT2	8
ACOT4	2
ACOT6	0
ACOT7	15
ACOT8	15
ACOT9	34
ACOX1	41
ACOX2	3
ACOX3	85
ACOXL	190
ACP1	31
ACP2	22
ACP5	10
ACP6	27
ACPP	5
ACPT	0
ACR	1
ACRBP	7
ACRC	2
ACRV1	0
ACSBG1	18
ACSBG2	1
ACSF2	32
ACSF3	34
ACSL1	261
ACSL3	61
ACSL4	22
ACSL5	35
ACSL6	4
ACSM1	8
ACSM2A	0
ACSM2B	0
ACSM3	3
ACSM4	0
ACSM5	1
ACSM6	5
ACSS1	97
ACSS2	22
ACSS3	15
ACTA1	6
ACTA2	64
ACTA2_AS1	0
ACTB	1395
ACTBL2	3
ACTC1	4
ACTG1	1001
ACTG1P17	3
ACTG1P20	7
ACTG1P4	1
ACTG2	1
ACTL10	4
ACTL6A	23
ACTL6B	1
ACTL7A	0
ACTL7B	0
ACTL8	2
ACTL9	2
ACTN1	110
ACTN1_AS1	0
ACTN2	0
ACTN3	1
ACTN4	693
ACTR10	24
ACTR1A	25
ACTR1B	21
ACTR2	153
ACTR3	104
ACTR3B	8
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	7
ACTR5	3
ACTR6	31
ACTR8	36
ACTRT1	0
ACTRT2	2
ACTRT3	2
ACVR1	32
ACVR1B	67
ACVR1C	4490
ACVR2A	12
ACVR2B	23
ACVR2B_AS1	1
ACVRL1	6
ACY1	2
ACY3	2
ACYP1	38
ACYP2	7
ADA	88
ADAD1	0
ADAD2	3
ADAL	13
ADAM10	60
ADAM11	7
ADAM12	46
ADAM15	36
ADAM17	48
ADAM18	0
ADAM19	19
ADAM1A	12
ADAM2	2
ADAM20	2
ADAM20P1	2
ADAM21	1
ADAM21P1	1
ADAM22	5
ADAM23	4
ADAM28	77
ADAM29	2
ADAM30	0
ADAM32	6
ADAM33	2
ADAM3A	2
ADAM5	0
ADAM6	0
ADAM7	3
ADAM8	33
ADAM9	110
ADAMDEC1	2
ADAMTS1	15
ADAMTS10	4
ADAMTS12	3
ADAMTS13	17
ADAMTS14	22
ADAMTS15	13
ADAMTS16	0
ADAMTS17	4
ADAMTS18	20
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	12
ADAMTS20	0
ADAMTS3	23
ADAMTS4	2
ADAMTS5	2
ADAMTS6	13
ADAMTS7	1
ADAMTS7P1	5
ADAMTS8	14
ADAMTS9	3
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	685
ADAMTSL2	6
ADAMTSL3	11
ADAMTSL4	29
ADAMTSL4_AS1	4
ADAMTSL5	6
ADAP1	23
ADAP2	13
ADAR	601
ADARB1	15
ADARB2	38
ADARB2_AS1	1
ADAT1	21
ADAT2	7
ADAT3	6
ADCK1	26
ADCK2	991
ADCK3	46
ADCK4	74
ADCK5	12
ADCY1	5
ADCY10	1
ADCY10P1	4
ADCY2	49
ADCY3	2
ADCY4	8
ADCY5	78
ADCY6	39
ADCY7	12
ADCY8	278
ADCY9	54
ADCYAP1	3
ADCYAP1R1	0
ADD1	171
ADD2	3
ADD3	148
ADD3_AS1	1
ADGB	235
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	19
ADGRA3	8
ADGRB1	7
ADGRB2	29
ADGRB3	0
ADGRD1	3
ADGRE1	2
ADGRE2	19
ADGRE3	0
ADGRE4P	0
ADGRE5	156
ADGRF1	77
ADGRF2	2
ADGRF3	20
ADGRF4	3
ADGRF5	15
ADGRG1	54
ADGRG2	0
ADGRG3	39
ADGRG4	1
ADGRG5	5
ADGRG6	16
ADGRG7	0
ADGRL1	67
ADGRL2	4
ADGRL3	1
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	92
ADH1A	1
ADH1B	0
ADH1C	94
ADH4	4
ADH5	38
ADH6	10
ADH7	243
ADHFE1	8
ADI1	29
ADIG	0
ADIPOQ	1
ADIPOQ_AS1	0
ADIPOR1	98
ADIPOR2	22
ADIRF	4
ADK	15
ADM	17
ADM2	29
ADM5	2
ADNP	82
ADNP_AS1	14
ADNP2	23
ADO	21
ADORA1	5
ADORA2A	3
ADORA2A_AS1	1
ADORA2B	11
ADORA3	0
ADPGK	19
ADPGK_AS1	6
ADPRH	211
ADPRHL1	39
ADPRHL2	82
ADPRM	2
ADRA1A	15
ADRA1B	5
ADRA1D	7
ADRA2A	2
ADRA2B	1
ADRA2C	3
ADRB1	46
ADRB2	10
ADRB3	1
ADRBK1	100
ADRBK2	17
ADRM1	84
ADSL	19
ADSS	132
ADSSL1	39
ADTRP	9
AEBP1	17
AEBP2	258
AEN	9
AES	372
AFAP1	70
AFAP1_AS1	4
AFAP1L1	13
AFAP1L2	11
AFF1	170
AFF2	6
AFF3	2
AFF4	162
AFG3L1P	25
AFG3L2	55
AFM	0
AFMID	11
AFP	0
AFTPH	44
AGA	10
AGAP1	116
AGAP1_IT1	7
AGAP11	0
AGAP2	14
AGAP2_AS1	1
AGAP3	84
AGAP4	3
AGAP5	3
AGAP6	9
AGAP7P	1
AGAP9	9
AGBL1	0
AGBL1_AS1	2
AGBL2	124
AGBL3	15
AGBL4	17
AGBL4_IT1	1
AGBL5	95
AGBL5_AS1	0
AGER	13
AGFG1	14
AGFG2	42
AGGF1	63
AGK	38
AGL	37
AGMAT	5
AGMO	0
AGO1	94
AGO2	61
AGO3	16
AGO4	42
AGPAT1	25
AGPAT2	25
AGPAT3	92
AGPAT4	22
AGPAT4_IT1	1
AGPAT5	19
AGPS	29
AGR2	106
AGR3	23
AGRN	328
AGRP	0
AGT	0
AGTPBP1	26
AGTR1	1
AGTR2	0
AGTRAP	45
AGXT	0
AGXT2	2
AHCTF1	41
AHCTF1P1	0
AHCY	20
AHCYL1	100
AHCYL2	84
AHDC1	90
AHI1	82
AHNAK	1349
AHNAK2	239
AHR	203
AHRR	4
AHSA1	283
AHSA2	202
AHSG	0
AHSP	0
AICDA	1
AIDA	11
AIF1	17
AIF1L	31
AIFM1	42
AIFM2	33
AIFM3	2
AIG1	10
AIM1	99
AIM1L	18
AIM2	9
AIMP1	48
AIMP2	9
AIP	20
AIPL1	0
AIRE	14
AIRN	9
AJAP1	4
AJUBA	11
AK1	115
AK2	35
AK3	28
AK4	1
AK5	0
AK6	8
AK7	392
AK8	75
AK9	503
AKAP1	28
AKAP10	46
AKAP11	89
AKAP12	36
AKAP13	301
AKAP14	73
AKAP17A	114
AKAP2	1
AKAP3	11
AKAP4	0
AKAP5	4
AKAP6	121
AKAP7	14
AKAP8	146
AKAP8L	353
AKAP9	661
AKIP1	15
AKIRIN1	41
AKIRIN2	16
AKNA	393
AKNAD1	0
AKR1A1	126
AKR1B1	14
AKR1B10	13
AKR1B15	0
AKR1C1	14
AKR1C2	42
AKR1C3	15
AKR1C4	2
AKR1C6P	0
AKR1C8P	0
AKR1D1	1
AKR1E2	3
AKR7A2	20
AKR7A2P1	0
AKR7A3	7
AKR7L	4
AKT1	95
AKT1S1	27
AKT2	63
AKT3	11
AKTIP	11
ALAD	30
ALAS1	55
ALAS2	1
ALB	0
ALCAM	403
ALDH16A1	36
ALDH18A1	34
ALDH1A1	776
ALDH1A2	1
ALDH1A3	20
ALDH1B1	4
ALDH1L1	57
ALDH1L1_AS1	0
ALDH1L1_AS2	2
ALDH1L2	0
ALDH2	50
ALDH3A1	617
ALDH3A2	81
ALDH3B1	456
ALDH3B2	36
ALDH4A1	7
ALDH5A1	35
ALDH6A1	22
ALDH7A1	19
ALDH8A1	0
ALDH9A1	63
ALDOA	511
ALDOB	0
ALDOC	3
ALG1	15
ALG10	4
ALG10B	4
ALG11	5
ALG12	9
ALG13	56
ALG14	2
ALG1L	1
ALG1L2	1
ALG1L9P	4
ALG2	12
ALG3	6
ALG5	5
ALG6	2
ALG8	15
ALG9	8
ALK	10
ALKBH1	4
ALKBH2	10
ALKBH3	7
ALKBH3_AS1	1
ALKBH4	7
ALKBH5	163
ALKBH6	7
ALKBH7	17
ALKBH8	16
ALLC	0
ALMS1	269
ALMS1_IT1	9
ALMS1P	21
ALOX12	3
ALOX12_AS1	1
ALOX12B	5
ALOX12P2	33
ALOX15	1613
ALOX15B	0
ALOX15P1	6
ALOX5	13
ALOX5AP	5
ALOXE3	0
ALPI	0
ALPK1	49
ALPK2	0
ALPK3	45
ALPL	27
ALPP	2
ALPPL2	0
ALS2	57
ALS2CL	91
ALS2CR11	0
ALS2CR12	128
ALX1	0
ALX3	1
ALX4	6
ALYREF	35
AMACR	2
AMBN	0
AMBP	89
AMBRA1	77
AMD1	41
AMDHD1	1
AMDHD2	13
AMELX	0
AMELY	0
AMER1	13
AMER2	0
AMER3	1
AMFR	27
AMH	31
AMHR2	1
AMICA1	14
AMIGO1	6
AMIGO2	6
AMIGO3	5
AMMECR1	10
AMMECR1L	12
AMN	8
AMN1	5
AMOT	88
AMOTL1	1
AMOTL2	31
AMPD1	1
AMPD2	40
AMPD3	154
AMPH	3
AMT	12
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	10
AMZ1	13
AMZ2	31
AMZ2P1	17
ANAPC1	19
ANAPC10	4
ANAPC11	29
ANAPC13	23
ANAPC15	3
ANAPC16	97
ANAPC1P1	0
ANAPC2	51
ANAPC4	20
ANAPC5	79
ANAPC7	36
ANG	0
ANGEL1	13
ANGEL2	30
ANGPT1	2
ANGPT2	4
ANGPT4	0
ANGPTL1	10
ANGPTL2	3
ANGPTL3	0
ANGPTL4	3
ANGPTL5	7
ANGPTL6	1
ANGPTL7	2
ANHX	0
ANK1	22
ANK2	13
ANK3	412
ANKAR	11
ANKDD1A	6
ANKDD1B	48
ANKEF1	48
ANKFN1	39
ANKFY1	134
ANKH	14
ANKHD1	3
ANKHD1_EIF4EBP3	1
ANKIB1	66
ANKK1	12
ANKLE1	1
ANKLE2	53
ANKMY1	177
ANKMY2	46
ANKRA2	29
ANKRD1	0
ANKRD10	45
ANKRD11	529
ANKRD12	180
ANKRD13A	80
ANKRD13B	5
ANKRD13C	19
ANKRD13D	61
ANKRD16	19
ANKRD17	267
ANKRD18A	67
ANKRD18B	47
ANKRD18DP	0
ANKRD19P	1
ANKRD2	1
ANKRD20A1	0
ANKRD20A11P	4
ANKRD20A12P	0
ANKRD20A19P	8
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	18
ANKRD20A8P	1
ANKRD20A9P	4
ANKRD22	6
ANKRD23	67
ANKRD24	20
ANKRD26	150
ANKRD26P1	1
ANKRD26P3	8
ANKRD27	32
ANKRD28	87
ANKRD29	1
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	2
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	1
ANKRD33	1
ANKRD33B	9
ANKRD34A	12
ANKRD34B	3
ANKRD34C	1
ANKRD34C_AS1	5
ANKRD35	72
ANKRD36	74
ANKRD36B	16
ANKRD36BP1	10
ANKRD36BP2	2
ANKRD36C	93
ANKRD37	15
ANKRD39	12
ANKRD40	24
ANKRD42	172
ANKRD44	11
ANKRD44_IT1	0
ANKRD45	101
ANKRD46	8
ANKRD49	6
ANKRD50	45
ANKRD52	68
ANKRD53	6
ANKRD54	70
ANKRD55	0
ANKRD6	37
ANKRD60	1
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	3
ANKRD65	72
ANKRD66	52
ANKRD7	0
ANKRD9	13
ANKS1A	158
ANKS1B	5
ANKS3	36
ANKS4B	0
ANKS6	44
ANKUB1	83
ANKZF1	188
ANLN	3
ANO1	2
ANO1_AS2	0
ANO10	9
ANO2	2
ANO3	5
ANO4	0
ANO5	229
ANO6	47
ANO7	4
ANO8	12
ANO9	39
ANOS1	2
ANP32A	218
ANP32A_IT1	1
ANP32AP1	0
ANP32B	317
ANP32C	2
ANP32D	0
ANP32E	412
ANPEP	62
ANTXR1	44
ANTXR2	52
ANTXRL	1
ANTXRLP1	0
ANXA1	747
ANXA10	1
ANXA11	240
ANXA13	1
ANXA2	455
ANXA2P1	1
ANXA2P2	3
ANXA2P3	2
ANXA2R	2
ANXA3	45
ANXA4	69
ANXA5	105
ANXA6	9
ANXA7	104
ANXA8	0
ANXA8L1	4
ANXA9	7
AOAH	6
AOAH_IT1	1
AOC1	1
AOC2	4
AOC3	4
AOC4P	0
AOX1	2
AOX2P	1
AP1AR	41
AP1B1	128
AP1B1P1	1
AP1G1	98
AP1G2	38
AP1M1	31
AP1M2	45
AP1S1	34
AP1S2	2
AP1S3	25
AP2A1	61
AP2A2	91
AP2B1	192
AP2M1	105
AP2S1	22
AP3B1	106
AP3B2	28
AP3D1	387
AP3M1	23
AP3M2	40
AP3S1	11
AP3S2	5
AP4B1	14
AP4B1_AS1	0
AP4E1	16
AP4M1	16
AP4S1	11
AP5B1	38
AP5M1	23
AP5S1	9
AP5Z1	39
APAF1	25
APBA1	22
APBA2	4
APBA3	12
APBB1	44
APBB1IP	32
APBB2	23
APBB3	17
APC	56
APC2	31
APCDD1	44
APCDD1L	3
APCDD1L_AS1	5
APCS	0
APEH	56
APELA	0
APEX1	83
APEX2	5
APH1A	31
APH1B	13
API5	25
APIP	4
APITD1	2
APITD1_CORT	0
APLF	1
APLN	1
APLNR	0
APLP1	8
APLP2	477
APMAP	23
APOA1	0
APOA1_AS	0
APOA1BP	7
APOA2	0
APOA4	2
APOA5	0
APOB	2
APOBEC1	1
APOBEC2	3
APOBEC3A	0
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	28
APOBEC3D	34
APOBEC3F	76
APOBEC3G	43
APOBEC3H	0
APOBEC4	87
APOBR	74
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	81
APOE	10
APOF	0
APOH	0
APOL1	913
APOL2	129
APOL3	36
APOL4	36
APOL5	0
APOL6	387
APOLD1	8
APOM	1
APOO	22
APOOL	16
APOOP5	1
APOPT1	9
APP	330
APPBP2	44
APPL1	38
APPL2	77
APRT	15
APTR	24
APTX	14
AQP1	8
AQP10	1
AQP11	5
AQP12A	0
AQP12B	2
AQP2	1
AQP3	829
AQP4	6
AQP4_AS1	17
AQP5	64
AQP6	4
AQP7	8
AQP7P1	2
AQP7P3	0
AQP8	0
AQP9	10
AQR	69
AR	18
ARAF	35
ARAP1	235
ARAP2	80
ARAP3	30
ARC	12
ARCN1	109
AREG	1
AREL1	44
ARF1	144
ARF3	180
ARF4	53
ARF5	23
ARF6	143
ARFGAP1	70
ARFGAP2	64
ARFGAP3	1516
ARFGEF1	120
ARFGEF2	85
ARFGEF3	187
ARFIP1	16
ARFIP2	87
ARFRP1	36
ARG1	1
ARG2	3
ARGFX	2
ARGFXP2	1
ARGLU1	679
ARHGAP1	46
ARHGAP10	0
ARHGAP11A	1
ARHGAP11B	0
ARHGAP12	84
ARHGAP15	5
ARHGAP17	29
ARHGAP18	270
ARHGAP19	7
ARHGAP19_SLIT1	0
ARHGAP20	6
ARHGAP21	188
ARHGAP22	3
ARHGAP23	93
ARHGAP24	24
ARHGAP25	20
ARHGAP26	81
ARHGAP26_AS1	3
ARHGAP26_IT1	0
ARHGAP27	88
ARHGAP28	4
ARHGAP29	13
ARHGAP30	116
ARHGAP31	16
ARHGAP31_AS1	1
ARHGAP32	216
ARHGAP33	27
ARHGAP35	111
ARHGAP36	7
ARHGAP39	198
ARHGAP4	27
ARHGAP40	2
ARHGAP42	27
ARHGAP44	48
ARHGAP5	176
ARHGAP5_AS1	3
ARHGAP6	2
ARHGAP8	1
ARHGAP9	25
ARHGDIA	158
ARHGDIB	63
ARHGDIG	30
ARHGEF1	88
ARHGEF10	13
ARHGEF10L	40
ARHGEF11	74
ARHGEF12	150
ARHGEF15	7
ARHGEF16	39
ARHGEF17	46
ARHGEF18	137
ARHGEF19	10
ARHGEF2	67
ARHGEF25	1
ARHGEF26	19
ARHGEF26_AS1	3
ARHGEF28	143
ARHGEF3	37
ARHGEF3_AS1	0
ARHGEF33	36
ARHGEF34P	3
ARHGEF35	2
ARHGEF37	66
ARHGEF38	32
ARHGEF38_IT1	0
ARHGEF39	2
ARHGEF4	24
ARHGEF40	10
ARHGEF5	7
ARHGEF6	41
ARHGEF7	44
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	9
ARHGEF9_IT1	0
ARID1A	242
ARID1B	213
ARID2	59
ARID3A	5
ARID3B	19
ARID3C	1
ARID4A	83
ARID4B	236
ARID5A	33
ARID5B	52
ARIH1	178
ARIH2	72
ARIH2OS	7
ARL1	57
ARL10	2
ARL11	9
ARL13A	1
ARL13B	30
ARL14	0
ARL14EP	16
ARL14EPL	0
ARL15	3
ARL16	16
ARL17A	2
ARL17B	0
ARL2	2
ARL2_SNX15	0
ARL2BP	14
ARL3	118
ARL4A	25
ARL4C	40
ARL4D	12
ARL5A	37
ARL5B	11
ARL5C	0
ARL6	19
ARL6IP1	54
ARL6IP4	304
ARL6IP5	39
ARL6IP6	12
ARL8A	23
ARL8B	27
ARL9	1
ARMC1	9
ARMC10	12
ARMC12	0
ARMC2	127
ARMC2_AS1	3
ARMC3	266
ARMC4	177
ARMC5	22
ARMC6	25
