	gene_id_NPS_186_R1_
A1BG	4
A1BG_AS1	2
A1CF	0
A2M	122
A2M_AS1	7
A2ML1	13
A2MP1	2
A3GALT2	0
A4GALT	218
A4GNT	0
AA06	0
AAAS	68
AACS	110
AACSP1	1
AADAC	18
AADACL2	200
AADACL2_AS1	56
AADACL3	1
AADACL4	0
AADACP1	76
AADAT	43
AAED1	58
AAGAB	160
AAK1	287
AAMDC	70
AAMP	565
AANAT	0
AAR2	49
AARD	0
AARS	338
AARS2	80
AARSD1	1
AASDH	73
AASDHPPT	161
AASS	94
AATBC	29
AATF	455
AATK	21
AATK_AS1	2
ABALON	23
ABAT	142
ABCA1	135
ABCA10	80
ABCA11P	33
ABCA12	56
ABCA13	11893
ABCA17P	2
ABCA2	124
ABCA3	49
ABCA4	36
ABCA5	688
ABCA6	41
ABCA7	269
ABCA8	5
ABCA9	30
ABCA9_AS1	0
ABCB1	2
ABCB10	85
ABCB11	166
ABCB4	4
ABCB5	16
ABCB6	75
ABCB7	86
ABCB8	85
ABCB9	7
ABCC1	220
ABCC10	65
ABCC11	1
ABCC12	2
ABCC13	0
ABCC2	17
ABCC3	33
ABCC4	167
ABCC5	623
ABCC5_AS1	5
ABCC6	80
ABCC6P1	3
ABCC6P2	13
ABCC8	1
ABCC9	8
ABCD1	34
ABCD2	66
ABCD3	606
ABCD4	91
ABCE1	141
ABCF1	612
ABCF2	132
ABCF3	168
ABCG1	187
ABCG2	0
ABCG4	0
ABCG5	7
ABCG8	0
ABHD1	1
ABHD10	127
ABHD11	123
ABHD11_AS1	16
ABHD12	44
ABHD12B	133
ABHD13	120
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	85
ABHD15	33
ABHD16A	83
ABHD16B	19
ABHD17A	18
ABHD17B	147
ABHD17C	50
ABHD2	1491
ABHD3	74
ABHD4	28
ABHD5	150
ABHD6	61
ABHD8	11
ABI1	513
ABI2	403
ABI3	38
ABI3BP	22
ABL1	175
ABL2	134
ABLIM1	959
ABLIM2	14
ABLIM3	6
ABO	136
ABR	404
ABRA	0
ABRACL	92
ABT1	110
ABTB1	57
ABTB2	10
ACAA1	138
ACAA2	11
ACACA	690
ACACB	221
ACAD10	118
ACAD11	31
ACAD8	71
ACAD9	133
ACADL	8
ACADM	355
ACADS	30
ACADSB	132
ACADVL	335
ACAN	1
ACAP1	33
ACAP2	504
ACAP3	79
ACAT1	234
ACAT2	71
ACBD3	740
ACBD4	36
ACBD5	225
ACBD6	137
ACBD7	156
ACCS	53
ACCSL	0
ACD	23
ACE	30
ACE2	39
ACER1	5
ACER2	28
ACER3	48
ACHE	0
ACIN1	1423
ACKR1	0
ACKR2	13
ACKR3	18
ACKR4	9
ACLY	333
ACMSD	0
ACO1	108
ACO2	248
ACOT1	17
ACOT11	81
ACOT12	4
ACOT13	145
ACOT2	24
ACOT4	3
ACOT6	2
ACOT7	35
ACOT8	26
ACOT9	93
ACOX1	257
ACOX2	27
ACOX3	183
ACOXL	6
ACP1	186
ACP2	35
ACP5	18
ACP6	65
