	gene_id_WB54_
A1BG	6
A1BG_AS1	0
A1CF	1
A2M	120
A2M_AS1	30
A2ML1	0
A2MP1	13
A3GALT2	0
A4GALT	1
A4GNT	0
AA06	0
AAAS	15
AACS	12
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	15
AAGAB	71
AAK1	371
AAMDC	2
AAMP	49
AANAT	5
AAR2	37
AARD	0
AARS	43
AARS2	29
AARSD1	0
AASDH	17
AASDHPPT	19
AASS	10
AATBC	29
AATF	163
AATK	20
AATK_AS1	0
ABALON	36
ABAT	25
ABCA1	351
ABCA10	4
ABCA11P	0
ABCA12	0
ABCA13	10
ABCA17P	0
ABCA2	151
ABCA3	7
ABCA4	0
ABCA5	69
ABCA6	2
ABCA7	164
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	47
ABCB10	134
ABCB11	0
ABCB4	2
ABCB5	1
ABCB6	6
ABCB7	51
ABCB8	15
ABCB9	3
ABCC1	252
ABCC10	32
ABCC11	0
ABCC12	0
ABCC13	43
ABCC2	10
ABCC3	56
ABCC4	286
ABCC5	22
ABCC5_AS1	0
ABCC6	5
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	33
ABCD2	8
ABCD3	34
ABCD4	47
ABCE1	70
ABCF1	118
ABCF2	22
ABCF3	75
ABCG1	54
ABCG2	44
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	5
ABHD10	31
ABHD11	16
ABHD11_AS1	0
ABHD12	53
ABHD12B	4
ABHD13	110
ABHD14A	5
ABHD14A_ACY1	0
ABHD14B	25
ABHD15	22
ABHD16A	67
ABHD16B	10
ABHD17A	71
ABHD17B	41
ABHD17C	0
ABHD2	453
ABHD3	50
ABHD4	39
ABHD5	52
ABHD6	1
ABHD8	8
ABI1	260
ABI2	26
ABI3	52
ABI3BP	4
ABL1	58
ABL2	50
ABLIM1	143
ABLIM2	3
ABLIM3	13
ABO	0
ABR	200
ABRA	2
ABRACL	19
ABT1	55
ABTB1	223
ABTB2	18
ACAA1	109
ACAA2	34
ACACA	63
ACACB	44
ACAD10	30
ACAD11	13
ACAD8	30
ACAD9	40
ACADL	0
ACADM	35
ACADS	21
ACADSB	15
ACADVL	221
ACAN	1
ACAP1	139
ACAP2	469
ACAP3	62
ACAT1	19
ACAT2	15
ACBD3	72
ACBD4	16
ACBD5	69
ACBD6	65
ACBD7	0
ACCS	14
ACCSL	0
ACD	1
ACE	9
ACE2	0
ACER1	0
ACER2	11
ACER3	89
ACHE	7
ACIN1	356
ACKR1	7
ACKR2	2
ACKR3	0
ACKR4	3
ACLY	179
ACMSD	1
ACO1	12
ACO2	88
ACOT1	0
ACOT11	1
ACOT12	1
ACOT13	27
ACOT2	4
ACOT4	0
ACOT6	0
ACOT7	5
ACOT8	20
ACOT9	78
ACOX1	71
ACOX2	0
ACOX3	8
ACOXL	0
ACP1	201
ACP2	35
ACP5	30
ACP6	3
ACPP	28
ACPT	0
ACR	0
ACRBP	31
ACRC	3
ACRV1	0
ACSBG1	3
ACSBG2	1
ACSF2	4
ACSF3	49
ACSL1	900
ACSL3	98
ACSL4	160
ACSL5	92
ACSL6	32
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	2
ACSM4	0
ACSM5	0
ACSM6	1
ACSS1	43
ACSS2	32
ACSS3	0
ACTA1	0
ACTA2	10
ACTA2_AS1	5
ACTB	9683
ACTBL2	0
ACTC1	0
ACTG1	1022
ACTG1P17	0
ACTG1P20	19
ACTG1P4	0
ACTG2	0
ACTL10	1
ACTL6A	4
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	181
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	354
ACTR10	70
ACTR1A	138
ACTR1B	56
ACTR2	551
ACTR3	475
ACTR3B	9
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	6
ACTR5	17
ACTR6	22
ACTR8	29
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	26
ACVR1B	83
ACVR1C	2
ACVR2A	14
ACVR2B	4
ACVR2B_AS1	0
ACVRL1	11
ACY1	0
ACY3	2
ACYP1	5
ACYP2	3
ADA	36
ADAD1	0
ADAD2	0
ADAL	37
ADAM10	296
ADAM11	1
ADAM12	7
ADAM15	67
ADAM17	421
ADAM18	0
ADAM19	101
ADAM1A	4
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	14
ADAM23	13
ADAM28	23
ADAM29	0
ADAM30	0
ADAM32	3
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	279
ADAM9	101
ADAMDEC1	0
ADAMTS1	3
ADAMTS10	29
ADAMTS12	0
ADAMTS13	5
ADAMTS14	0
ADAMTS15	0
ADAMTS16	0
ADAMTS17	5
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	3
ADAMTS20	0
ADAMTS3	2
ADAMTS4	0
ADAMTS5	0
ADAMTS6	7
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	0
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	157
ADAMTSL4_AS1	25
ADAMTSL5	0
ADAP1	75
ADAP2	74
ADAR	1782
ADARB1	24
ADARB2	0
ADARB2_AS1	0
ADAT1	48
ADAT2	18
ADAT3	8
ADCK1	1
ADCK2	22
ADCK3	53
ADCK4	14
ADCK5	5
ADCY1	6
ADCY10	0
ADCY10P1	17
ADCY2	0
ADCY3	20
ADCY4	11
ADCY5	0
ADCY6	4
ADCY7	453
ADCY8	0
ADCY9	53
ADCYAP1	0
ADCYAP1R1	0
ADD1	522
ADD2	18
ADD3	338
ADD3_AS1	1
ADGB	0
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	12
ADGRA3	2
ADGRB1	5
ADGRB2	1
ADGRB3	0
ADGRD1	1
ADGRE1	46
ADGRE2	252
ADGRE3	4
ADGRE4P	6
ADGRE5	1919
ADGRF1	0
ADGRF2	0
ADGRF3	5
ADGRF4	0
ADGRF5	0
ADGRG1	66
ADGRG2	1
ADGRG3	42
ADGRG4	0
ADGRG5	23
ADGRG6	0
ADGRG7	0
ADGRL1	21
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	0
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	46
ADH6	1
ADH7	0
ADHFE1	17
ADI1	57
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	9567
ADIPOR2	157
ADIRF	2
ADK	39
ADM	35
ADM2	0
ADM5	0
ADNP	169
ADNP_AS1	11
ADNP2	135
ADO	22
ADORA1	0
ADORA2A	7
ADORA2A_AS1	25
ADORA2B	1
ADORA3	0
ADPGK	181
ADPGK_AS1	10
ADPRH	22
ADPRHL1	0
ADPRHL2	17
ADPRM	27
ADRA1A	0
ADRA1B	0
ADRA1D	0
ADRA2A	2
ADRA2B	1
ADRA2C	0
ADRB1	3
ADRB2	85
ADRB3	0
ADRBK1	517
ADRBK2	215
ADRM1	75
ADSL	49
ADSS	115
ADSSL1	3
ADTRP	1
AEBP1	2
AEBP2	94
AEN	77
AES	213
AFAP1	13
AFAP1_AS1	0
AFAP1L1	0
AFAP1L2	1
AFF1	680
AFF2	8
AFF3	15
AFF4	548
AFG3L1P	38
AFG3L2	81
AFM	0
AFMID	8
AFP	0
AFTPH	183
AGA	15
AGAP1	16
AGAP1_IT1	0
AGAP11	0
AGAP2	30
AGAP2_AS1	2
AGAP3	20
AGAP4	24
AGAP5	14
AGAP6	28
AGAP7P	7
AGAP9	28
AGBL1	0
AGBL1_AS1	0
AGBL2	0
AGBL3	1
AGBL4	0
AGBL4_IT1	0
AGBL5	27
AGBL5_AS1	0
AGER	32
AGFG1	643
AGFG2	9
AGGF1	159
AGK	60
AGL	35
AGMAT	1
AGMO	0
AGO1	222
AGO2	351
AGO3	47
AGO4	249
AGPAT1	29
AGPAT2	26
AGPAT3	141
AGPAT4	70
AGPAT4_IT1	7
AGPAT5	26
AGPS	105
AGR2	0
AGR3	0
AGRN	107
AGRP	0
AGT	0
AGTPBP1	635
AGTR1	0
AGTR2	0
AGTRAP	42
AGXT	1
AGXT2	0
AHCTF1	441
AHCTF1P1	4
AHCY	33
AHCYL1	62
AHCYL2	14
AHDC1	26
AHI1	40
AHNAK	14535
AHNAK2	1
AHR	675
AHRR	1
AHSA1	44
AHSA2	104
AHSG	0
AHSP	62
AICDA	0
AIDA	188
AIF1	358
AIF1L	1
AIFM1	23
AIFM2	11
AIFM3	16
AIG1	28
AIM1	1172
AIM1L	6
AIM2	20
AIMP1	53
AIMP2	1
AIP	37
AIPL1	0
AIRE	0
AIRN	16
AJAP1	0
AJUBA	0
AK1	83
AK2	102
AK3	33
AK4	1
AK5	8
AK6	15
AK7	2
AK8	0
AK9	25
AKAP1	25
AKAP10	106
AKAP11	90
AKAP12	0
AKAP13	2241
AKAP14	1
AKAP17A	283
AKAP2	1
AKAP3	0
AKAP4	0
AKAP5	3
AKAP6	3
AKAP7	304
AKAP8	211
AKAP8L	215
AKAP9	538
AKIP1	6
AKIRIN1	230
AKIRIN2	183
AKNA	878
AKNAD1	0
AKR1A1	30
AKR1B1	12
AKR1B10	0
AKR1B15	0
AKR1C1	2
AKR1C2	0
AKR1C3	2
AKR1C4	0
AKR1C6P	4
AKR1C8P	2
AKR1D1	1
AKR1E2	45
AKR7A2	25
AKR7A2P1	1
AKR7A3	0
AKR7L	2
AKT1	220
AKT1S1	30
AKT2	170
AKT3	84
AKTIP	19
ALAD	47
ALAS1	63
ALAS2	3720
ALB	0
ALCAM	55
ALDH16A1	51
ALDH18A1	10
ALDH1A1	38
ALDH1A2	0
ALDH1A3	0
ALDH1B1	3
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	2
ALDH2	126
ALDH3A1	0
ALDH3A2	23
ALDH3B1	104
ALDH3B2	0
ALDH4A1	14
ALDH5A1	197
ALDH6A1	11
ALDH7A1	2
ALDH8A1	3
ALDH9A1	61
ALDOA	814
ALDOB	0
ALDOC	8
ALG1	1
ALG10	14
ALG10B	5
ALG11	6
ALG12	33
ALG13	64
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	40
ALG3	18
ALG5	23
ALG6	29
ALG8	8
ALG9	16
ALK	3
ALKBH1	16
ALKBH2	4
ALKBH3	23
ALKBH3_AS1	0
ALKBH4	19
ALKBH5	241
ALKBH6	16
ALKBH7	16
ALKBH8	18
ALLC	0
ALMS1	238
ALMS1_IT1	8
ALMS1P	0
ALOX12	8
ALOX12_AS1	2
ALOX12B	0
ALOX12P2	4
ALOX15	0
ALOX15B	4
ALOX15P1	0
ALOX5	316
ALOX5AP	64
ALOXE3	0
ALPI	0
ALPK1	79
ALPK2	3
ALPK3	2
ALPL	5
ALPP	0
ALPPL2	0
ALS2	35
ALS2CL	12
ALS2CR11	0
ALS2CR12	623
ALX1	0
ALX3	6
ALX4	2
ALYREF	77
AMACR	0
AMBN	0
AMBP	0
AMBRA1	107
AMD1	277
AMDHD1	4
AMDHD2	34
AMELX	0
AMELY	0
AMER1	18
AMER2	0
AMER3	0
AMFR	350
AMH	0
AMHR2	0
AMICA1	94
AMIGO1	6
AMIGO2	17
AMIGO3	3
AMMECR1	35
AMMECR1L	26
AMN	0
AMN1	9
AMOT	5
AMOTL1	12
AMOTL2	0
AMPD1	0
AMPD2	267
AMPD3	46
AMPH	0
AMT	28
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	20
AMZ1	4
AMZ2	63
AMZ2P1	11
ANAPC1	69
ANAPC10	32
ANAPC11	11
ANAPC13	20
ANAPC15	1
ANAPC16	103
ANAPC1P1	2
ANAPC2	58
ANAPC4	57
ANAPC5	139
ANAPC7	25
ANG	3
ANGEL1	33
ANGEL2	82
ANGPT1	10
ANGPT2	8
ANGPT4	1
ANGPTL1	8
ANGPTL2	7
ANGPTL3	0
ANGPTL4	1
ANGPTL5	0
ANGPTL6	2
ANGPTL7	8
ANHX	0
ANK1	825
ANK2	0
ANK3	86
ANKAR	22
ANKDD1A	77
ANKDD1B	1
ANKEF1	2
ANKFN1	0
ANKFY1	198
ANKH	126
ANKHD1	25
ANKHD1_EIF4EBP3	3
ANKIB1	167
ANKK1	1
ANKLE1	2
ANKLE2	124
ANKMY1	19
ANKMY2	28
ANKRA2	35
ANKRD1	0
ANKRD10	205
ANKRD11	497
ANKRD12	798
ANKRD13A	333
ANKRD13B	0
ANKRD13C	111
ANKRD13D	126
ANKRD16	2
ANKRD17	413
ANKRD18A	9
ANKRD18B	0
ANKRD18DP	1
ANKRD19P	4
ANKRD2	1
ANKRD20A1	0
ANKRD20A11P	1
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	8
ANKRD20A8P	0
ANKRD20A9P	5
ANKRD22	8
ANKRD23	13
ANKRD24	3
ANKRD26	67
ANKRD26P1	1
ANKRD26P3	0
ANKRD27	72
ANKRD28	166
ANKRD29	2
ANKRD30A	0
ANKRD30B	1
ANKRD30BL	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	4
ANKRD33	0
ANKRD33B	24
ANKRD34A	2
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	0
ANKRD36	230
ANKRD36B	82
ANKRD36BP1	90
ANKRD36BP2	968
ANKRD36C	207
ANKRD37	6
ANKRD39	7
ANKRD40	39
ANKRD42	28
ANKRD44	482
ANKRD44_IT1	58
ANKRD45	0
ANKRD46	9
ANKRD49	60
ANKRD50	34
ANKRD52	80
ANKRD53	0
ANKRD54	11
ANKRD55	6
ANKRD6	7
ANKRD60	0
ANKRD61	13
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKRD7	0
ANKRD9	17
ANKS1A	66
ANKS1B	0
ANKS3	14
ANKS4B	0
ANKS6	12
ANKUB1	0
ANKZF1	66
ANLN	61
ANO1	0
ANO1_AS2	0
ANO10	17
ANO2	0
ANO3	0
ANO4	0
ANO5	9
ANO6	214
ANO7	0
ANO8	14
ANO9	32
ANOS1	2
ANP32A	133
ANP32A_IT1	47
ANP32AP1	0
ANP32B	355
ANP32C	0
ANP32D	0
ANP32E	177
ANPEP	457
ANTXR1	0
ANTXR2	202
ANTXRL	0
ANTXRLP1	14
ANXA1	1214
ANXA10	0
ANXA11	295
ANXA13	0
ANXA2	541
ANXA2P1	0
ANXA2P2	1
ANXA2P3	0
ANXA2R	17
ANXA3	4
ANXA4	34
ANXA5	279
ANXA6	253
ANXA7	180
ANXA8	1
ANXA8L1	1
ANXA9	4
AOAH	344
AOAH_IT1	1
AOC1	0
AOC2	3
AOC3	2
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	20
AP1B1	133
AP1B1P1	0
AP1G1	512
AP1G2	75
AP1M1	78
AP1M2	1
AP1S1	4
AP1S2	113
AP1S3	5
AP2A1	381
AP2A2	59
AP2B1	466
AP2M1	655
AP2S1	65
AP3B1	295
AP3B2	0
AP3D1	183
AP3M1	92
AP3M2	88
AP3S1	72
AP3S2	4
AP4B1	45
AP4B1_AS1	4
AP4E1	43
AP4M1	5
AP4S1	33
AP5B1	256
AP5M1	48
AP5S1	12
AP5Z1	66
APAF1	105
APBA1	0
APBA2	100
APBA3	17
APBB1	32
APBB1IP	122
APBB2	7
APBB3	27
APC	188
APC2	4
APCDD1	0
APCDD1L	0
APCDD1L_AS1	0
APCS	0
APEH	61
APELA	0
APEX1	73
APEX2	10
APH1A	138
APH1B	32
API5	101
APIP	14
APITD1	0
APITD1_CORT	0
APLF	118
APLN	0
APLNR	0
APLP1	0
APLP2	1117
APMAP	63
APOA1	0
APOA1_AS	0
APOA1BP	28
APOA2	19
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	14
APOBEC3A	110
APOBEC3A_B	1
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	39
APOBEC3D	16
APOBEC3F	23
APOBEC3G	34
APOBEC3H	5
APOBEC4	1
APOBR	304
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	0
APOE	1
APOF	0
APOH	0
APOL1	57
APOL2	53
APOL3	95
APOL4	7
APOL5	0
APOL6	724
APOLD1	3
APOM	4
APOO	7
APOOL	44
APOOP5	0
APOPT1	40
APP	172
APPBP2	56
APPL1	137
APPL2	95
APRT	52
APTR	9
APTX	29
AQP1	17
AQP10	0
AQP11	9
AQP12A	0
AQP12B	0
AQP2	0
AQP3	20
AQP4	0
AQP4_AS1	1
AQP5	0
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	106
AQR	164
AR	0
ARAF	109
ARAP1	618
ARAP2	391
ARAP3	23
ARC	0
ARCN1	168
AREG	61
AREL1	151
ARF1	757
ARF3	125
ARF4	92
ARF5	62
ARF6	489
ARFGAP1	80
ARFGAP2	159
ARFGAP3	75
ARFGEF1	346
ARFGEF2	421
ARFGEF3	0
ARFIP1	14
ARFIP2	44
ARFRP1	27
ARG1	24
ARG2	24
ARGFX	0
ARGFXP2	1
ARGLU1	325
ARHGAP1	66
ARHGAP10	30
ARHGAP11A	21
ARHGAP11B	10
ARHGAP12	55
ARHGAP15	172
ARHGAP17	162
ARHGAP18	46
ARHGAP19	28
ARHGAP19_SLIT1	0
ARHGAP20	3
ARHGAP21	172
ARHGAP22	5
ARHGAP23	5
ARHGAP24	32
ARHGAP25	137
ARHGAP26	537
ARHGAP26_AS1	9
ARHGAP26_IT1	6
ARHGAP27	221
ARHGAP28	0
ARHGAP29	5
ARHGAP30	400
ARHGAP31	66
ARHGAP31_AS1	1
ARHGAP32	8
ARHGAP33	5
ARHGAP35	88
ARHGAP36	0
ARHGAP39	0
ARHGAP4	291
ARHGAP40	0
ARHGAP42	20
ARHGAP44	1
ARHGAP5	169
ARHGAP5_AS1	1
ARHGAP6	11
ARHGAP8	0
ARHGAP9	161
ARHGDIA	263
ARHGDIB	803
ARHGDIG	0
ARHGEF1	462
ARHGEF10	1
ARHGEF10L	81
ARHGEF11	138
ARHGEF12	2189
ARHGEF15	0
ARHGEF16	0
ARHGEF17	1
ARHGEF18	175
ARHGEF19	3
ARHGEF2	398
ARHGEF25	0
ARHGEF26	3
ARHGEF26_AS1	0
ARHGEF28	2
ARHGEF3	269
ARHGEF3_AS1	0
ARHGEF33	1
ARHGEF34P	1
ARHGEF35	0
ARHGEF37	10
ARHGEF38	1
ARHGEF38_IT1	0
ARHGEF39	6
ARHGEF4	0
ARHGEF40	204
ARHGEF5	4
ARHGEF6	184
ARHGEF7	207
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	25
ARHGEF9_IT1	0
ARID1A	306
ARID1B	233
ARID2	279
ARID3A	34
ARID3B	121
ARID3C	0
ARID4A	386
ARID4B	577
ARID5A	136
ARID5B	211
ARIH1	306
ARIH2	146
ARIH2OS	12
ARL1	27
ARL10	3
ARL11	20
ARL13A	1
ARL13B	43
ARL14	0
ARL14EP	34
ARL14EPL	0
ARL15	27
ARL16	20
ARL17A	22
ARL17B	0
ARL2	3
ARL2_SNX15	0
ARL2BP	47
ARL3	31
ARL4A	653
ARL4C	478
ARL4D	0
ARL5A	105
ARL5B	65
ARL5C	0
ARL6	3
ARL6IP1	823
ARL6IP4	160
ARL6IP5	242
ARL6IP6	15
ARL8A	119
ARL8B	139
ARL9	0
ARMC1	26
ARMC10	14
ARMC12	1
ARMC2	6
ARMC2_AS1	0
ARMC3	8
ARMC4	2
ARMC5	19
ARMC6	17
ARMC7	5
ARMC8	199
ARMC9	1
ARMCX1	1
ARMCX2	2
ARMCX3	60
ARMCX4	15
ARMCX5	13
ARMCX5_GPRASP2	1
ARMCX6	16
ARMS2	0
ARMT1	4
ARNT	100
ARNT2	0
