	gene_id_WB28_
A1BG	48
A1BG_AS1	27
A1CF	6
A2M	2699
A2M_AS1	639
A2ML1	7
A2MP1	209
A3GALT2	13
A4GALT	2
A4GNT	1
AA06	0
AAAS	204
AACS	179
AACSP1	0
AADAC	1
AADACL2	2
AADACL2_AS1	2
AADACL3	0
AADACL4	2
AADACP1	0
AADAT	0
AAED1	93
AAGAB	513
AAK1	4400
AAMDC	45
AAMP	730
AANAT	36
AAR2	278
AARD	4
AARS	761
AARS2	604
AARSD1	0
AASDH	379
AASDHPPT	493
AASS	128
AATBC	664
AATF	896
AATK	1090
AATK_AS1	0
ABALON	268
ABAT	594
ABCA1	3157
ABCA10	76
ABCA11P	97
ABCA12	10
ABCA13	72
ABCA17P	15
ABCA2	1363
ABCA3	138
ABCA4	3
ABCA5	956
ABCA6	27
ABCA7	3674
ABCA8	5
ABCA9	18
ABCA9_AS1	0
ABCB1	497
ABCB10	1076
ABCB11	7
ABCB4	150
ABCB5	18
ABCB6	145
ABCB7	503
ABCB8	273
ABCB9	25
ABCC1	1379
ABCC10	740
ABCC11	6
ABCC12	2
ABCC13	265
ABCC2	101
ABCC3	1065
ABCC4	1744
ABCC5	1272
ABCC5_AS1	9
ABCC6	174
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	338
ABCD2	638
ABCD3	526
ABCD4	501
ABCE1	783
ABCF1	925
ABCF2	509
ABCF3	682
ABCG1	880
ABCG2	165
ABCG4	2
ABCG5	2
ABCG8	2
ABHD1	53
ABHD10	375
ABHD11	73
ABHD11_AS1	9
ABHD12	181
ABHD12B	134
ABHD13	941
ABHD14A	62
ABHD14A_ACY1	0
ABHD14B	374
ABHD15	485
ABHD16A	981
ABHD16B	88
ABHD17A	947
ABHD17B	332
ABHD17C	30
ABHD2	7074
ABHD3	1061
ABHD4	429
ABHD5	2753
ABHD6	158
ABHD8	88
ABI1	2626
ABI2	611
ABI3	651
ABI3BP	96
ABL1	534
ABL2	900
ABLIM1	3728
ABLIM2	38
ABLIM3	385
ABO	25
ABR	1941
ABRA	44
ABRACL	272
ABT1	591
ABTB1	4279
ABTB2	138
ACAA1	1267
ACAA2	489
ACACA	661
ACACB	506
ACAD10	593
ACAD11	91
ACAD8	357
ACAD9	745
ACADL	1
ACADM	425
ACADS	217
ACADSB	381
ACADVL	2085
ACAN	21
ACAP1	2417
ACAP2	6567
ACAP3	441
ACAT1	302
ACAT2	165
ACBD3	698
ACBD4	138
