	gene_id_NP63_R1_
A1BG	2
A1BG_AS1	0
A1CF	0
A2M	1
A2M_AS1	0
A2ML1	42
A2MP1	3
A3GALT2	0
A4GALT	22
A4GNT	0
AA06	0
AAAS	4
AACS	9
AACSP1	20
AADAC	0
AADACL2	2
AADACL2_AS1	1
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	0
AAED1	2
AAGAB	5
AAK1	28
AAMDC	2
AAMP	10
AANAT	0
AAR2	5
AARD	0
AARS	15
AARS2	4
AARSD1	1
AASDH	2
AASDHPPT	3
AASS	2
AATBC	1
AATF	36
AATK	23
AATK_AS1	2
ABALON	2
ABAT	19
ABCA1	11
ABCA10	4
ABCA11P	2
ABCA12	1
ABCA13	177
ABCA17P	1
ABCA2	15
ABCA3	22
ABCA4	1
ABCA5	8
ABCA6	1
ABCA7	48
ABCA8	0
ABCA9	1
ABCA9_AS1	0
ABCB1	2
ABCB10	3
ABCB11	2
ABCB4	2
ABCB5	1
ABCB6	6
ABCB7	2
ABCB8	11
ABCB9	3
ABCC1	19
ABCC10	17
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	3
ABCC3	3
ABCC4	1
ABCC5	38
ABCC5_AS1	1
ABCC6	5
ABCC6P1	1
ABCC6P2	0
ABCC8	4
ABCC9	2
ABCD1	21
ABCD2	1
ABCD3	10
ABCD4	8
ABCE1	1
ABCF1	42
ABCF2	12
ABCF3	10
ABCG1	14
ABCG2	0
ABCG4	8
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	4
ABHD11	16
ABHD11_AS1	6
ABHD12	14
ABHD12B	7
ABHD13	2
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	14
ABHD15	10
ABHD16A	15
ABHD16B	3
ABHD17A	3
ABHD17B	8
ABHD17C	2
ABHD2	45
ABHD3	12
ABHD4	1
ABHD5	15
ABHD6	2
ABHD8	0
ABI1	21
ABI2	7
ABI3	12
ABI3BP	0
ABL1	26
ABL2	6
ABLIM1	46
ABLIM2	47
ABLIM3	15
ABO	8
ABR	35
ABRA	0
ABRACL	3
ABT1	4
ABTB1	9
ABTB2	29
ACAA1	11
ACAA2	6
ACACA	24
ACACB	24
ACAD10	14
ACAD11	0
ACAD8	9
ACAD9	4
ACADL	0
ACADM	5
ACADS	1
ACADSB	5
ACADVL	47
ACAN	11
ACAP1	6
ACAP2	5
ACAP3	9
ACAT1	2
ACAT2	3
ACBD3	72
ACBD4	8
ACBD5	117
ACBD6	6
ACBD7	3
ACCS	11
ACCSL	1
ACD	4
ACE	77
ACE2	2
ACER1	0
ACER2	1
ACER3	3
ACHE	10
ACIN1	169
ACKR1	0
ACKR2	1
ACKR3	1
ACKR4	0
ACLY	21
ACMSD	0
ACO1	12
ACO2	25
ACOT1	0
ACOT11	5
ACOT12	1
ACOT13	8
ACOT2	8
ACOT4	1
ACOT6	0
ACOT7	4
ACOT8	0
ACOT9	6
ACOX1	8
ACOX2	2
ACOX3	21
ACOXL	146
ACP1	4
ACP2	6
ACP5	3
ACP6	6
ACPP	1
ACPT	1
ACR	1
ACRBP	9
ACRC	0
ACRV1	0
ACSBG1	5
ACSBG2	2
ACSF2	6
ACSF3	13
ACSL1	168
ACSL3	5
ACSL4	1
ACSL5	4
ACSL6	1
ACSM1	1
ACSM2A	0
ACSM2B	0
ACSM3	5
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	26
ACSS2	5
ACSS3	0
ACTA1	0
ACTA2	104
ACTA2_AS1	0
ACTB	456
ACTBL2	2
ACTC1	2
ACTG1	352
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	1
ACTL10	3
ACTL6A	2
ACTL6B	1
ACTL7A	0
ACTL7B	1
ACTL8	0
ACTL9	1
ACTN1	20
ACTN1_AS1	0
ACTN2	4
ACTN3	0
ACTN4	319
ACTR10	0
ACTR1A	6
ACTR1B	3
ACTR2	38
ACTR3	26
ACTR3B	2
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	1
ACTR5	3
ACTR6	2
ACTR8	14
ACTRT1	0
ACTRT2	7
ACTRT3	4
ACVR1	1
ACVR1B	16
ACVR1C	2990
ACVR2A	1
ACVR2B	2
ACVR2B_AS1	1
ACVRL1	5
ACY1	1
ACY3	2
ACYP1	22
ACYP2	0
ADA	48
ADAD1	1
ADAD2	7
ADAL	1
ADAM10	11
ADAM11	5
ADAM12	6
ADAM15	11
ADAM17	3
ADAM18	0
ADAM19	22
ADAM1A	3
ADAM2	0
ADAM20	1
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	1
ADAM23	2
ADAM28	11
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	1
ADAM8	28
ADAM9	39
ADAMDEC1	2
ADAMTS1	7
ADAMTS10	4
ADAMTS12	2
ADAMTS13	7
ADAMTS14	11
ADAMTS15	12
ADAMTS16	5
ADAMTS17	4
ADAMTS18	20
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	7
ADAMTS20	0
ADAMTS3	16
