	gene_id_NPS-369_
A1BG	0
A1BG_AS1	0
A1CF	3
A2M	0
A2M_AS1	0
A2ML1	1
A2MP1	0
A3GALT2	0
A4GALT	5
A4GNT	0
AA06	0
AAAS	0
AACS	18
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	1
AAED1	0
AAGAB	11
AAK1	10
AAMDC	0
AAMP	27
AANAT	0
AAR2	6
AARD	0
AARS	15
AARS2	8
AARSD1	0
AASDH	3
AASDHPPT	0
AASS	0
AATBC	1
AATF	95
AATK	33
AATK_AS1	0
ABALON	0
ABAT	2
ABCA1	12
ABCA10	0
ABCA11P	10
ABCA12	5
ABCA13	31
ABCA17P	0
ABCA2	9
ABCA3	8
ABCA4	0
ABCA5	1
ABCA6	0
ABCA7	11
ABCA8	0
ABCA9	5
ABCA9_AS1	0
ABCB1	8
ABCB10	0
ABCB11	0
ABCB4	1
ABCB5	0
ABCB6	4
ABCB7	0
ABCB8	5
ABCB9	0
ABCC1	14
ABCC10	11
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	0
ABCC3	2
ABCC4	0
ABCC5	8
ABCC5_AS1	0
ABCC6	1
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	3
ABCD2	0
ABCD3	7
ABCD4	3
ABCE1	3
ABCF1	125
ABCF2	3
ABCF3	5
ABCG1	9
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	6
ABHD11	3
ABHD11_AS1	0
ABHD12	12
ABHD12B	8
ABHD13	1
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	0
ABHD15	1
ABHD16A	1
ABHD16B	0
ABHD17A	2
ABHD17B	0
ABHD17C	1
ABHD2	13
ABHD3	0
ABHD4	0
ABHD5	4
ABHD6	2
ABHD8	0
ABI1	15
ABI2	2
ABI3	5
ABI3BP	0
ABL1	6
ABL2	2
ABLIM1	17
ABLIM2	18
ABLIM3	3
ABO	7
ABR	37
ABRA	0
ABRACL	4
ABT1	7
ABTB1	10
ABTB2	1
ACAA1	1
ACAA2	0
ACACA	29
ACACB	22
ACAD10	9
ACAD11	0
ACAD8	25
ACAD9	5
ACADL	0
ACADM	0
ACADS	0
ACADSB	0
ACADVL	13
ACAN	0
ACAP1	1
ACAP2	6
ACAP3	8
ACAT1	8
ACAT2	1
ACBD3	129
ACBD4	6
ACBD5	106
ACBD6	2
ACBD7	0
ACCS	4
ACCSL	0
ACD	0
ACE	1
ACE2	1
ACER1	0
ACER2	2
ACER3	0
ACHE	0
ACIN1	585
ACKR1	0
ACKR2	0
ACKR3	0
ACKR4	0
ACLY	32
ACMSD	0
ACO1	0
ACO2	11
ACOT1	0
ACOT11	6
ACOT12	0
ACOT13	0
ACOT2	11
ACOT4	0
ACOT6	0
ACOT7	1
ACOT8	0
ACOT9	3
ACOX1	2
ACOX2	0
ACOX3	13
ACOXL	3
ACP1	0
ACP2	3
ACP5	0
ACP6	0
ACPP	0
ACPT	0
ACR	0
ACRBP	4
ACRC	0
ACRV1	0
ACSBG1	1
ACSBG2	0
ACSF2	2
ACSF3	7
ACSL1	22
ACSL3	3
ACSL4	1
ACSL5	7
ACSL6	0
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	0
ACSS2	3
ACSS3	2
ACTA1	0
ACTA2	10
ACTA2_AS1	0
ACTB	326
ACTBL2	0
ACTC1	3
ACTG1	165
ACTG1P17	0
ACTG1P20	4
ACTG1P4	0
ACTG2	1
ACTL10	3
ACTL6A	4
ACTL6B	3
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	5
ACTN1_AS1	0
ACTN2	3
ACTN3	0
ACTN4	141
ACTR10	1
ACTR1A	7
ACTR1B	6
ACTR2	58
ACTR3	5
ACTR3B	0
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	3
ACTR6	0
ACTR8	14
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	2
ACVR1B	2
ACVR1C	1175
ACVR2A	1
ACVR2B	0
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	0
ACYP2	0
ADA	0
ADAD1	0
ADAD2	0
ADAL	1
ADAM10	15
ADAM11	0
ADAM12	0
ADAM15	5
ADAM17	3
ADAM18	0
ADAM19	15
ADAM1A	11
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	0
ADAM23	0
ADAM28	20
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	1
ADAM9	25
ADAMDEC1	4
ADAMTS1	2
ADAMTS10	1
ADAMTS12	0
ADAMTS13	0
ADAMTS14	0
ADAMTS15	2
ADAMTS16	1
ADAMTS17	0
ADAMTS18	26
ADAMTS19	8
ADAMTS19_AS1	0
ADAMTS2	2
ADAMTS20	0
ADAMTS3	8
ADAMTS4	0
ADAMTS5	0
ADAMTS6	8
ADAMTS7	0
ADAMTS7P1	2
ADAMTS8	1
ADAMTS9	0
ADAMTS9_AS1	2
ADAMTS9_AS2	0
ADAMTSL1	19
ADAMTSL2	5
ADAMTSL3	0
ADAMTSL4	7
ADAMTSL4_AS1	0
ADAMTSL5	0
ADAP1	3
ADAP2	0
ADAR	82
ADARB1	0
ADARB2	34
ADARB2_AS1	0
ADAT1	6
ADAT2	0
ADAT3	0
ADCK1	1
ADCK2	32
ADCK3	10
ADCK4	14
ADCK5	3
ADCY1	0
ADCY10	0
ADCY10P1	1
ADCY2	5
ADCY3	13
ADCY4	0
ADCY5	3
ADCY6	13
ADCY7	11
ADCY8	5
ADCY9	29
ADCYAP1	5
ADCYAP1R1	0
ADD1	24
ADD2	0
ADD3	6
ADD3_AS1	0
ADGB	11
ADGRA1	7
ADGRA1_AS1	0
ADGRA2	0
ADGRA3	0
ADGRB1	6
ADGRB2	2
ADGRB3	0
ADGRD1	1
ADGRE1	0
ADGRE2	6
ADGRE3	2
ADGRE4P	0
ADGRE5	30
ADGRF1	4
ADGRF2	0
ADGRF3	5
ADGRF4	0
ADGRF5	1
ADGRG1	2
ADGRG2	0
ADGRG3	3
ADGRG4	0
ADGRG5	5
ADGRG6	2
ADGRG7	0
ADGRL1	2
ADGRL2	2
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	0
ADH1A	0
ADH1B	0
ADH1C	24
ADH4	0
ADH5	3
ADH6	0
ADH7	26
ADHFE1	1
ADI1	5
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	13
ADIPOR2	2
ADIRF	0
ADK	3
ADM	3
ADM2	1
ADM5	0
ADNP	0
ADNP_AS1	0
ADNP2	0
ADO	8
ADORA1	0
ADORA2A	0
ADORA2A_AS1	1
ADORA2B	1
ADORA3	0
ADPGK	4
ADPGK_AS1	1
ADPRH	4
ADPRHL1	0
ADPRHL2	7
ADPRM	0
ADRA1A	2
ADRA1B	0
ADRA1D	0
ADRA2A	0
ADRA2B	1
ADRA2C	1
ADRB1	4
ADRB2	0
ADRB3	0
ADRBK1	38
ADRBK2	0
ADRM1	10
ADSL	3
ADSS	8
ADSSL1	0
ADTRP	1
AEBP1	2
AEBP2	333
AEN	0
AES	39
AFAP1	170
AFAP1_AS1	0
AFAP1L1	2
AFAP1L2	0
AFF1	12
AFF2	0
AFF3	0
AFF4	14
AFG3L1P	2
AFG3L2	9
AFM	0
AFMID	2
AFP	0
AFTPH	1
AGA	6
AGAP1	8
AGAP1_IT1	0
AGAP11	0
AGAP2	3
AGAP2_AS1	0
AGAP3	18
AGAP4	0
AGAP5	0
AGAP6	0
AGAP7P	0
AGAP9	0
AGBL1	2
AGBL1_AS1	0
AGBL2	1
AGBL3	0
AGBL4	0
AGBL4_IT1	0
AGBL5	5
AGBL5_AS1	0
AGER	5
AGFG1	1
AGFG2	7
AGGF1	5
AGK	16
AGL	5
AGMAT	7
AGMO	0
AGO1	6
AGO2	14
AGO3	0
AGO4	4
AGPAT1	0
AGPAT2	0
AGPAT3	3
AGPAT4	0
AGPAT4_IT1	0
AGPAT5	0
AGPS	8
AGR2	5
AGR3	0
AGRN	69
AGRP	0
AGT	0
AGTPBP1	2
AGTR1	0
AGTR2	0
AGTRAP	0
AGXT	0
AGXT2	0
AHCTF1	9
AHCTF1P1	0
AHCY	3
AHCYL1	10
AHCYL2	17
AHDC1	2
AHI1	7
AHNAK	192
AHNAK2	31
AHR	23
AHRR	0
AHSA1	55
AHSA2	83
AHSG	0
AHSP	0
AICDA	0
AIDA	2
AIF1	8
AIF1L	2
AIFM1	5
AIFM2	11
AIFM3	2
AIG1	2
AIM1	16
AIM1L	11
AIM2	0
AIMP1	18
AIMP2	0
AIP	0
AIPL1	0
AIRE	0
AIRN	0
AJAP1	13
AJUBA	1
AK1	29
AK2	3
AK3	5
AK4	0
AK5	1
AK6	5
AK7	38
AK8	4
AK9	620
AKAP1	2
AKAP10	0
AKAP11	12
AKAP12	6
AKAP13	110
AKAP14	7
AKAP17A	53
AKAP2	0
AKAP3	0
AKAP4	0
AKAP5	0
AKAP6	6
AKAP7	9
AKAP8	146
AKAP8L	160
AKAP9	105
AKIP1	8
AKIRIN1	4
AKIRIN2	0
AKNA	89
AKNAD1	0
AKR1A1	28
AKR1B1	1
AKR1B10	2
AKR1B15	0
AKR1C1	0
AKR1C2	13
AKR1C3	7
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	6
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	21
AKT1S1	10
AKT2	14
AKT3	2
AKTIP	0
ALAD	7
ALAS1	8
ALAS2	0
ALB	0
ALCAM	31
ALDH16A1	4
ALDH18A1	0
ALDH1A1	40
ALDH1A2	0
ALDH1A3	0
ALDH1B1	0
ALDH1L1	19
ALDH1L1_AS1	10
ALDH1L1_AS2	2
ALDH1L2	0
ALDH2	10
ALDH3A1	17
ALDH3A2	14
ALDH3B1	12
ALDH3B2	1
ALDH4A1	0
ALDH5A1	0
ALDH6A1	0
ALDH7A1	0
ALDH8A1	0
ALDH9A1	16
ALDOA	91
ALDOB	0
ALDOC	2
ALG1	0
ALG10	0
ALG10B	0
ALG11	1
ALG12	0
ALG13	0
ALG14	0
ALG1L	0
ALG1L2	0
ALG1L9P	0
ALG2	0
ALG3	0
ALG5	0
ALG6	0
ALG8	0
ALG9	0
ALK	0
ALKBH1	0
ALKBH2	0
ALKBH3	2
ALKBH3_AS1	0
ALKBH4	0
ALKBH5	20
ALKBH6	2
ALKBH7	0
ALKBH8	0
ALLC	0
ALMS1	13
ALMS1_IT1	1
ALMS1P	17
ALOX12	0
ALOX12_AS1	1
ALOX12B	0
ALOX12P2	6
ALOX15	51
ALOX15B	0
ALOX15P1	0
ALOX5	4
ALOX5AP	0
ALOXE3	0
ALPI	4
ALPK1	5
ALPK2	0
ALPK3	7
ALPL	8
ALPP	0
ALPPL2	3
ALS2	6
ALS2CL	58
ALS2CR11	0
ALS2CR12	63
ALX1	0
ALX3	0
ALX4	0
ALYREF	8
AMACR	0
AMBN	0
AMBP	0
AMBRA1	9
AMD1	0
AMDHD1	0
AMDHD2	2
AMELX	0
AMELY	0
AMER1	12
AMER2	0
AMER3	0
AMFR	3
AMH	0
AMHR2	0
AMICA1	6
AMIGO1	1
AMIGO2	0
AMIGO3	0
AMMECR1	1
AMMECR1L	5
AMN	0
AMN1	0
AMOT	3
AMOTL1	0
AMOTL2	3
AMPD1	0
AMPD2	10
AMPD3	16
AMPH	0
AMT	0
AMTN	2
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	1
AMZ2	0
AMZ2P1	0
ANAPC1	3
ANAPC10	0
ANAPC11	6
ANAPC13	3
ANAPC15	0
ANAPC16	23
ANAPC1P1	0
ANAPC2	7
ANAPC4	1
ANAPC5	2
ANAPC7	2
ANG	0
ANGEL1	4
ANGEL2	2
ANGPT1	0
ANGPT2	3
ANGPT4	0
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0
ANGPTL5	0
ANGPTL6	0
ANGPTL7	0
ANHX	0
ANK1	7
ANK2	0
ANK3	23
ANKAR	0
ANKDD1A	1
ANKDD1B	2
ANKEF1	1
ANKFN1	0
ANKFY1	4
ANKH	6
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	3
ANKK1	2
ANKLE1	0
ANKLE2	9
ANKMY1	17
ANKMY2	2
ANKRA2	5
ANKRD1	0
ANKRD10	4
ANKRD11	200
ANKRD12	33
ANKRD13A	6
ANKRD13B	2
ANKRD13C	5
ANKRD13D	15
ANKRD16	7
ANKRD17	114
ANKRD18A	6
ANKRD18B	14
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	0
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD22	0
ANKRD23	26
ANKRD24	2
ANKRD26	28
ANKRD26P1	0
ANKRD26P3	0
ANKRD27	7
ANKRD28	0
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	0
ANKRD33B	0
ANKRD34A	3
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	22
ANKRD36	8
ANKRD36B	21
ANKRD36BP1	0
ANKRD36BP2	3
ANKRD36C	53
ANKRD37	0
ANKRD39	0
ANKRD40	5
ANKRD42	35
ANKRD44	2
ANKRD44_IT1	0
ANKRD45	7
ANKRD46	0
ANKRD49	2
ANKRD50	2
ANKRD52	2
ANKRD53	0
ANKRD54	10
ANKRD55	0
ANKRD6	25
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1_PARP4P3	0
ANKRD63	0
ANKRD65	9
ANKRD66	0
ANKRD7	0
ANKRD9	0
ANKS1A	8
ANKS1B	0
ANKS3	6
ANKS4B	0
ANKS6	3
ANKUB1	4
ANKZF1	147
ANLN	9
ANO1	2
ANO1_AS2	0
ANO10	0
ANO2	0
ANO3	0
ANO4	1
ANO5	2
ANO6	4
ANO7	0
ANO8	3
ANO9	2
ANOS1	0
ANP32A	64
ANP32A_IT1	1
ANP32AP1	0
ANP32B	480
ANP32C	3
ANP32D	0
ANP32E	280
ANPEP	0
ANTXR1	4
ANTXR2	6
ANTXRL	0
ANTXRLP1	0
ANXA1	91
ANXA10	0
ANXA11	28
ANXA13	0
ANXA2	38
ANXA2P1	0
ANXA2P2	0
ANXA2P3	0
ANXA2R	0
ANXA3	9
ANXA4	17
ANXA5	7
ANXA6	0
ANXA7	13
ANXA8	0
ANXA8L1	0
ANXA9	0
AOAH	0
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	0
AOC4P	0
AOX1	6
AOX2P	0
AP1AR	4
AP1B1	39
AP1B1P1	0
AP1G1	6
AP1G2	4
AP1M1	4
AP1M2	0
AP1S1	5
AP1S2	0
AP1S3	7
AP2A1	4
AP2A2	5
AP2B1	5
AP2M1	13
AP2S1	0
AP3B1	40
AP3B2	1
AP3D1	490
AP3M1	0
AP3M2	5
AP3S1	5
AP3S2	0
AP4B1	5
AP4B1_AS1	0
AP4E1	3
AP4M1	6
AP4S1	0
AP5B1	0
AP5M1	8
AP5S1	0
AP5Z1	3
APAF1	6
APBA1	0
APBA2	2
APBA3	1
APBB1	6
APBB1IP	2
APBB2	1
APBB3	4
APC	1
APC2	3
APCDD1	1
APCDD1L	0
APCDD1L_AS1	0
APCS	0
APEH	11
APELA	0
APEX1	8
APEX2	0
APH1A	4
APH1B	0
API5	0
APIP	0
APITD1	0
APITD1_CORT	0
APLF	5
APLN	0
APLNR	0
APLP1	1
APLP2	163
APMAP	1
APOA1	0
APOA1_AS	0
APOA1BP	3
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	11
APOBEC2	0
APOBEC3A	18
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	2
APOBEC3D	2
APOBEC3F	47
APOBEC3G	6
APOBEC3H	0
APOBEC4	8
APOBR	16
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	11
APOE	31
APOF	0
APOH	0
APOL1	405
APOL2	48
APOL3	13
APOL4	11
APOL5	0
APOL6	57
APOLD1	1
APOM	0
APOO	0
APOOL	0
APOOP5	0
APOPT1	3
APP	98
APPBP2	0
APPL1	1
APPL2	3
APRT	0
APTR	1
APTX	1
AQP1	0
AQP10	0
AQP11	0
AQP12A	0
AQP12B	0
AQP2	0
AQP3	70
AQP4	0
AQP4_AS1	0
AQP5	46
AQP6	0
AQP7	0
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQR	13
AR	3
ARAF	3
ARAP1	34
ARAP2	8
ARAP3	0
ARC	4
ARCN1	10
AREG	0
AREL1	0
ARF1	15
ARF3	43
ARF4	6
ARF5	0
ARF6	35
ARFGAP1	0
ARFGAP2	10
ARFGAP3	10
ARFGEF1	13
ARFGEF2	1
ARFGEF3	16
ARFIP1	1
ARFIP2	11
ARFRP1	1
ARG1	0
ARG2	1
ARGFX	4
ARGFXP2	0
ARGLU1	457
ARHGAP1	19
ARHGAP10	1
ARHGAP11A	0
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	1
ARHGAP17	4
ARHGAP18	13
ARHGAP19	2
ARHGAP19_SLIT1	0
ARHGAP20	6
ARHGAP21	78
ARHGAP22	0
ARHGAP23	18
ARHGAP24	3
ARHGAP25	8
ARHGAP26	13
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	20
ARHGAP28	0
ARHGAP29	1
ARHGAP30	33
ARHGAP31	6
ARHGAP31_AS1	0
ARHGAP32	13
ARHGAP33	0
ARHGAP35	8
ARHGAP36	0
ARHGAP39	26
ARHGAP4	17
ARHGAP40	2
ARHGAP42	3
ARHGAP44	10
ARHGAP5	10
ARHGAP5_AS1	0
ARHGAP6	4
ARHGAP8	2
ARHGAP9	11
ARHGDIA	49
ARHGDIB	19
ARHGDIG	0
ARHGEF1	69
ARHGEF10	4
ARHGEF10L	7
ARHGEF11	13
ARHGEF12	11
ARHGEF15	0
ARHGEF16	17
ARHGEF17	8
ARHGEF18	20
ARHGEF19	0
ARHGEF2	32
ARHGEF25	0
ARHGEF26	0
ARHGEF26_AS1	0
ARHGEF28	21
ARHGEF3	16
ARHGEF3_AS1	0
ARHGEF33	3
ARHGEF34P	0
ARHGEF35	2
ARHGEF37	6
ARHGEF38	15
ARHGEF38_IT1	0
ARHGEF39	0
ARHGEF4	1
ARHGEF40	2
ARHGEF5	2
ARHGEF6	10
ARHGEF7	2
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	0
ARHGEF9_IT1	0
ARID1A	17
ARID1B	93
ARID2	5
ARID3A	7
ARID3B	5
ARID3C	0
ARID4A	48
ARID4B	530
ARID5A	5
ARID5B	12
ARIH1	58
ARIH2	7
ARIH2OS	0
ARL1	16
ARL10	3
ARL11	0
ARL13A	0
ARL13B	4
ARL14	0
ARL14EP	3
ARL14EPL	0
ARL15	1
ARL16	3
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	5
ARL3	5
ARL4A	12
ARL4C	0
ARL4D	1
ARL5A	6
ARL5B	2
ARL5C	0
ARL6	0
ARL6IP1	20
ARL6IP4	192
ARL6IP5	3
ARL6IP6	3
ARL8A	0
ARL8B	0
ARL9	0
ARMC1	0
ARMC10	1
ARMC12	0
ARMC2	6
ARMC2_AS1	0
ARMC3	23
ARMC4	5
ARMC5	8
ARMC6	0
ARMC7	4
