	gene_id_WB47_
A1BG	11
A1BG_AS1	2
A1CF	0
A2M	262
A2M_AS1	53
A2ML1	0
A2MP1	10
A3GALT2	13
A4GALT	4
A4GNT	0
AA06	0
AAAS	28
AACS	25
AACSP1	0
AADAC	1
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	30
AAGAB	132
AAK1	443
AAMDC	6
AAMP	155
AANAT	4
AAR2	32
AARD	0
AARS	156
AARS2	44
AARSD1	0
AASDH	107
AASDHPPT	115
AASS	14
AATBC	65
AATF	291
AATK	227
AATK_AS1	0
ABALON	60
ABAT	100
ABCA1	1572
ABCA10	8
ABCA11P	9
ABCA12	0
ABCA13	475
ABCA17P	1
ABCA2	156
ABCA3	3
ABCA4	0
ABCA5	120
ABCA6	4
ABCA7	366
ABCA8	0
ABCA9	2
ABCA9_AS1	0
ABCB1	55
ABCB10	285
ABCB11	3
ABCB4	23
ABCB5	2
ABCB6	33
ABCB7	96
ABCB8	24
ABCB9	4
ABCC1	150
ABCC10	64
ABCC11	0
ABCC12	0
ABCC13	58
ABCC2	43
ABCC3	132
ABCC4	467
ABCC5	227
ABCC5_AS1	1
ABCC6	54
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	48
ABCD2	61
ABCD3	153
ABCD4	61
ABCE1	203
ABCF1	161
ABCF2	76
ABCF3	86
ABCG1	235
ABCG2	66
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	5
ABHD10	90
ABHD11	24
ABHD11_AS1	2
ABHD12	17
ABHD12B	172
ABHD13	391
ABHD14A	22
ABHD14A_ACY1	0
ABHD14B	48
ABHD15	58
ABHD16A	246
ABHD16B	9
ABHD17A	320
ABHD17B	102
ABHD17C	4
ABHD2	2387
ABHD3	384
ABHD4	110
ABHD5	1487
ABHD6	36
ABHD8	22
ABI1	919
ABI2	90
ABI3	78
ABI3BP	6
ABL1	45
ABL2	187
ABLIM1	333
ABLIM2	5
ABLIM3	24
ABO	2
ABR	291
ABRA	9
ABRACL	104
ABT1	111
ABTB1	1310
ABTB2	27
ACAA1	430
ACAA2	135
ACACA	58
ACACB	46
ACAD10	79
ACAD11	7
ACAD8	51
ACAD9	84
ACADL	0
ACADM	131
ACADS	38
ACADSB	79
ACADVL	466
ACAN	0
ACAP1	421
ACAP2	3172
ACAP3	60
ACAT1	101
ACAT2	24
ACBD3	256
ACBD4	13
ACBD5	167
