	gene_id_WB53_
A1BG	6
A1BG_AS1	2
A1CF	1
A2M	460
A2M_AS1	84
A2ML1	1
A2MP1	28
A3GALT2	0
A4GALT	0
A4GNT	1
AA06	0
AAAS	18
AACS	17
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	7
AAGAB	65
AAK1	638
AAMDC	7
AAMP	64
AANAT	6
AAR2	65
AARD	0
AARS	79
AARS2	59
AARSD1	0
AASDH	24
AASDHPPT	17
AASS	15
AATBC	32
AATF	135
AATK	79
AATK_AS1	0
ABALON	28
ABAT	36
ABCA1	124
ABCA10	20
ABCA11P	6
ABCA12	1
ABCA13	9
ABCA17P	1
ABCA2	211
ABCA3	16
ABCA4	1
ABCA5	168
ABCA6	8
ABCA7	342
ABCA8	0
ABCA9	3
ABCA9_AS1	0
ABCB1	40
ABCB10	74
ABCB11	1
ABCB4	4
ABCB5	6
ABCB6	11
ABCB7	48
ABCB8	35
ABCB9	4
ABCC1	228
ABCC10	67
ABCC11	0
ABCC12	0
ABCC13	14
ABCC2	10
ABCC3	87
ABCC4	170
ABCC5	49
ABCC5_AS1	1
ABCC6	15
ABCC6P1	1
ABCC6P2	0
ABCC8	3
ABCC9	0
ABCD1	50
ABCD2	30
ABCD3	32
ABCD4	67
ABCE1	100
ABCF1	158
ABCF2	42
ABCF3	92
ABCG1	57
ABCG2	24
ABCG4	3
ABCG5	0
ABCG8	2
ABHD1	3
ABHD10	25
ABHD11	11
ABHD11_AS1	1
ABHD12	29
ABHD12B	1
ABHD13	84
ABHD14A	7
ABHD14A_ACY1	0
ABHD14B	43
ABHD15	36
ABHD16A	125
ABHD16B	9
ABHD17A	140
ABHD17B	34
ABHD17C	1
ABHD2	393
ABHD3	59
ABHD4	49
ABHD5	60
ABHD6	11
ABHD8	17
ABI1	211
ABI2	50
ABI3	38
ABI3BP	5
ABL1	90
ABL2	75
ABLIM1	261
ABLIM2	8
ABLIM3	33
ABO	6
ABR	175
ABRA	1
ABRACL	30
ABT1	64
ABTB1	271
ABTB2	5
ACAA1	113
ACAA2	54
ACACA	87
ACACB	52
ACAD10	31
ACAD11	13
ACAD8	33
ACAD9	61
ACADL	3
ACADM	31
ACADS	24
ACADSB	50
ACADVL	273
ACAN	5
ACAP1	316
ACAP2	371
ACAP3	97
ACAT1	38
ACAT2	26
ACBD3	60
ACBD4	20
ACBD5	66
ACBD6	60
ACBD7	0
ACCS	29
ACCSL	2
ACD	5
ACE	9
ACE2	2
ACER1	1
ACER2	7
ACER3	66
ACHE	2
ACIN1	378
ACKR1	1
ACKR2	4
ACKR3	2
ACKR4	6
ACLY	254
ACMSD	1
ACO1	15
ACO2	96
ACOT1	2
ACOT11	3
ACOT12	0
ACOT13	25
ACOT2	14
ACOT4	2
ACOT6	0
ACOT7	14
ACOT8	27
ACOT9	60
ACOX1	92
ACOX2	2
ACOX3	17
ACOXL	7
ACP1	106
ACP2	31
ACP5	25
ACP6	13
ACPP	33
ACPT	9
ACR	0
ACRBP	52
ACRC	11
ACRV1	1
ACSBG1	5
ACSBG2	2
ACSF2	7
ACSF3	66
ACSL1	323
ACSL3	62
ACSL4	88
ACSL5	110
ACSL6	39
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	2
ACSM4	0
ACSM5	1
ACSM6	0
ACSS1	111
ACSS2	37
ACSS3	0
ACTA1	2
ACTA2	26
ACTA2_AS1	10
ACTB	7812
ACTBL2	0
ACTC1	2
ACTG1	1466
ACTG1P17	4
ACTG1P20	19
ACTG1P4	1
ACTG2	0
ACTL10	3
ACTL6A	27
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	1
ACTL9	1
ACTN1	343
ACTN1_AS1	0
ACTN2	0
ACTN3	3
ACTN4	322
ACTR10	73
ACTR1A	94
ACTR1B	68
ACTR2	704
ACTR3	561
ACTR3B	17
ACTR3BP2	0
ACTR3BP5	0
