	gene_id_WB50_
A1BG	9
A1BG_AS1	6
A1CF	5
A2M	1843
A2M_AS1	348
A2ML1	8
A2MP1	113
A3GALT2	6
A4GALT	16
A4GNT	0
AA06	0
AAAS	59
AACS	90
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	125
AAGAB	332
AAK1	1759
AAMDC	26
AAMP	324
AANAT	9
AAR2	311
AARD	1
AARS	444
AARS2	204
AARSD1	0
AASDH	143
AASDHPPT	160
AASS	49
AATBC	77
AATF	739
AATK	313
AATK_AS1	0
ABALON	202
ABAT	137
ABCA1	1214
ABCA10	39
ABCA11P	34
ABCA12	3
ABCA13	41
ABCA17P	1
ABCA2	1099
ABCA3	82
ABCA4	1
ABCA5	532
ABCA6	6
ABCA7	1035
ABCA8	0
ABCA9	7
ABCA9_AS1	0
ABCB1	455
ABCB10	779
ABCB11	0
ABCB4	48
ABCB5	9
ABCB6	63
ABCB7	319
ABCB8	125
ABCB9	16
ABCC1	828
ABCC10	244
ABCC11	0
ABCC12	0
ABCC13	109
ABCC2	43
ABCC3	425
ABCC4	1279
ABCC5	365
ABCC5_AS1	2
ABCC6	37
ABCC6P1	0
ABCC6P2	0
ABCC8	1
ABCC9	0
ABCD1	152
ABCD2	156
ABCD3	179
ABCD4	258
ABCE1	423
ABCF1	752
ABCF2	186
ABCF3	505
ABCG1	232
ABCG2	116
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	19
ABHD10	171
ABHD11	34
ABHD11_AS1	5
ABHD12	173
ABHD12B	30
ABHD13	525
ABHD14A	61
ABHD14A_ACY1	0
ABHD14B	216
ABHD15	188
ABHD16A	390
ABHD16B	27
ABHD17A	864
ABHD17B	154
ABHD17C	21
ABHD2	2572
ABHD3	291
ABHD4	149
ABHD5	469
ABHD6	39
ABHD8	48
ABI1	1607
ABI2	253
ABI3	241
ABI3BP	14
ABL1	433
ABL2	383
ABLIM1	1198
ABLIM2	34
ABLIM3	138
ABO	4
ABR	729
ABRA	7
ABRACL	183
ABT1	364
ABTB1	1305
ABTB2	59
ACAA1	532
ACAA2	242
ACACA	318
ACACB	148
ACAD10	140
ACAD11	65
ACAD8	111
ACAD9	223
ACADL	0
ACADM	217
ACADS	113
ACADSB	154
ACADVL	1769
ACAN	5
ACAP1	1182
ACAP2	2217
ACAP3	270
ACAT1	149
ACAT2	98
ACBD3	630
ACBD4	53
ACBD5	584
ACBD6	250
ACBD7	3
ACCS	62
ACCSL	2
ACD	59
ACE	20
ACE2	1
ACER1	4
ACER2	58
ACER3	279
ACHE	12
ACIN1	2249
ACKR1	11
ACKR2	18
ACKR3	17
ACKR4	25
ACLY	1212
ACMSD	11
ACO1	105
ACO2	497
ACOT1	13
ACOT11	7
ACOT12	0
ACOT13	190
ACOT2	72
ACOT4	7
ACOT6	0
ACOT7	56
ACOT8	118
ACOT9	216
ACOX1	630
ACOX2	4
ACOX3	85
ACOXL	14
ACP1	603
ACP2	93
ACP5	165
ACP6	26
ACPP	176
ACPT	18
ACR	0
ACRBP	216
ACRC	59
ACRV1	0
ACSBG1	12
ACSBG2	2
ACSF2	88
ACSF3	239
ACSL1	3503
ACSL3	557
ACSL4	830
ACSL5	544
ACSL6	220
ACSM1	3
ACSM2A	0
ACSM2B	3
ACSM3	14
ACSM4	0
ACSM5	1
ACSM6	1
ACSS1	373
ACSS2	140
ACSS3	0
ACTA1	2
ACTA2	61
ACTA2_AS1	16
ACTB	39887
ACTBL2	0
ACTC1	0
ACTG1	9803
ACTG1P17	1
ACTG1P20	104
ACTG1P4	9
ACTG2	0
ACTL10	8
ACTL6A	90
ACTL6B	0
ACTL7A	1
ACTL7B	2
ACTL8	0
ACTL9	1
ACTN1	1185
ACTN1_AS1	2
ACTN2	0
ACTN3	7
ACTN4	2233
ACTR10	323
ACTR1A	655
ACTR1B	311
ACTR2	3489
ACTR3	3153
ACTR3B	68
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	20
ACTR5	192
ACTR6	139
ACTR8	228
ACTRT1	0
ACTRT2	0
ACTRT3	3
ACVR1	100
ACVR1B	231
ACVR1C	33
ACVR2A	168
ACVR2B	72
ACVR2B_AS1	0
ACVRL1	8
ACY1	1
ACY3	2
ACYP1	41
ACYP2	22
ADA	287
ADAD1	1
ADAD2	1
ADAL	141
ADAM10	1931
ADAM11	2
ADAM12	66
ADAM15	392
ADAM17	960
ADAM18	0
ADAM19	794
ADAM1A	31
ADAM2	0
ADAM20	7
ADAM20P1	2
ADAM21	0
ADAM21P1	0
ADAM22	74
ADAM23	17
ADAM28	467
ADAM29	0
ADAM30	0
ADAM32	10
ADAM33	2
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	2196
ADAM9	512
ADAMDEC1	12
ADAMTS1	30
ADAMTS10	158
ADAMTS12	0
ADAMTS13	18
ADAMTS14	24
ADAMTS15	1
ADAMTS16	0
ADAMTS17	23
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	16
ADAMTS20	0
ADAMTS3	19
ADAMTS4	4
ADAMTS5	14
ADAMTS6	39
ADAMTS7	0
ADAMTS7P1	1
ADAMTS8	5
