	gene_id_NP24_R1_
A1BG	5
A1BG_AS1	2
A1CF	12
A2M	777
A2M_AS1	9
A2ML1	308
A2MP1	2
A3GALT2	6
A4GALT	3053
A4GNT	0
AA06	2
AAAS	255
AACS	612
AACSP1	86
AADAC	20
AADACL2	112
AADACL2_AS1	60
AADACL3	5
AADACL4	3
AADACP1	49
AADAT	120
AAED1	124
AAGAB	1053
AAK1	1703
AAMDC	174
AAMP	2071
AANAT	2
AAR2	306
AARD	0
AARS	1112
AARS2	397
AARSD1	18
AASDH	238
AASDHPPT	427
AASS	295
AATBC	90
AATF	1780
AATK	73
AATK_AS1	3
ABALON	116
ABAT	305
ABCA1	1396
ABCA10	51
ABCA11P	95
ABCA12	684
ABCA13	15650
ABCA17P	24
ABCA2	422
ABCA3	232
ABCA4	126
ABCA5	974
ABCA6	41
ABCA7	1687
ABCA8	13
ABCA9	18
ABCA9_AS1	0
ABCB1	18
ABCB10	294
ABCB11	482
ABCB4	29
ABCB5	12
ABCB6	505
ABCB7	321
ABCB8	487
ABCB9	43
ABCC1	2219
ABCC10	569
ABCC11	39
ABCC12	5
ABCC13	2
ABCC2	43
ABCC3	927
ABCC4	694
ABCC5	2303
ABCC5_AS1	48
ABCC6	147
ABCC6P1	6
ABCC6P2	8
ABCC8	2
ABCC9	17
ABCD1	208
ABCD2	64
ABCD3	2149
ABCD4	530
ABCE1	630
ABCF1	2454
ABCF2	774
ABCF3	969
ABCG1	601
ABCG2	2
ABCG4	4
ABCG5	9
ABCG8	2
ABHD1	23
ABHD10	270
ABHD11	707
ABHD11_AS1	61
ABHD12	372
ABHD12B	235
ABHD13	401
ABHD14A	31
ABHD14A_ACY1	0
ABHD14B	470
ABHD15	270
ABHD16A	610
ABHD16B	102
ABHD17A	233
ABHD17B	403
ABHD17C	347
ABHD2	7473
ABHD3	224
ABHD4	181
ABHD5	899
ABHD6	238
ABHD8	57
ABI1	2089
ABI2	1074
ABI3	96
ABI3BP	19
ABL1	1223
ABL2	708
ABLIM1	7341
ABLIM2	108
ABLIM3	180
ABO	235
ABR	1978
ABRA	14
ABRACL	274
ABT1	413
ABTB1	213
ABTB2	153
ACAA1	641
ACAA2	59
ACACA	2679
ACACB	1162
ACAD10	512
ACAD11	68
ACAD8	477
ACAD9	600
ACADL	13
ACADM	863
ACADS	163
ACADSB	498
ACADVL	2740
ACAN	5
ACAP1	207
ACAP2	1818
ACAP3	802
ACAT1	446
ACAT2	156
ACBD3	3083
ACBD4	143
ACBD5	710
ACBD6	617
ACBD7	357
ACCS	240
ACCSL	0
ACD	122
ACE	118
ACE2	131
ACER1	4
ACER2	269
ACER3	333
ACHE	10
ACIN1	5837
ACKR1	0
ACKR2	48
ACKR3	89
ACKR4	31
ACLY	1543
ACMSD	5
ACO1	401
ACO2	1505
ACOT1	33
ACOT11	219
ACOT12	1
ACOT13	616
ACOT2	177
ACOT4	18
ACOT6	4
ACOT7	321
ACOT8	151
ACOT9	519
ACOX1	1521
ACOX2	138
ACOX3	861
ACOXL	12
ACP1	775
ACP2	338
ACP5	155
ACP6	368
ACPP	83
ACPT	10
ACR	9
ACRBP	25
ACRC	56
ACRV1	5
ACSBG1	99
ACSBG2	30
ACSF2	550
ACSF3	392
ACSL1	1131
ACSL3	1364
ACSL4	497
ACSL5	682
ACSL6	9
ACSM1	41
ACSM2A	0
ACSM2B	0
ACSM3	41
ACSM4	0
ACSM5	11
ACSM6	52
ACSS1	808
ACSS2	662
ACSS3	373
ACTA1	7
ACTA2	74
ACTA2_AS1	6
ACTB	25747
ACTBL2	19
ACTC1	6
ACTG1	22030
ACTG1P17	13
ACTG1P20	76
ACTG1P4	48
ACTG2	4
ACTL10	84
ACTL6A	594
ACTL6B	2
ACTL7A	12
ACTL7B	3
ACTL8	8
ACTL9	1
ACTN1	1323
ACTN1_AS1	2
ACTN2	4
ACTN3	3
ACTN4	13243
ACTR10	421
ACTR1A	754
ACTR1B	457
ACTR2	2783
ACTR3	1925
ACTR3B	121
ACTR3BP2	2
ACTR3BP5	0
ACTR3C	62
ACTR5	179
ACTR6	414
ACTR8	649
ACTRT1	4
ACTRT2	2
ACTRT3	31
ACVR1	534
ACVR1B	970
ACVR1C	3077
ACVR2A	441
ACVR2B	419
ACVR2B_AS1	32
ACVRL1	34
ACY1	37
ACY3	17
ACYP1	250
ACYP2	98
ADA	82
ADAD1	1
ADAD2	33
ADAL	188
ADAM10	1564
ADAM11	35
ADAM12	564
ADAM15	1435
ADAM17	735
ADAM18	1
ADAM19	52
ADAM1A	237
ADAM2	0
ADAM20	54
ADAM20P1	37
ADAM21	18
ADAM21P1	1
ADAM22	107
ADAM23	21
ADAM28	2804
ADAM29	2
ADAM30	0
ADAM32	35
ADAM33	5
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	142
ADAM9	2383
ADAMDEC1	130
ADAMTS1	5
ADAMTS10	29
ADAMTS12	19
ADAMTS13	75
ADAMTS14	32
ADAMTS15	32
ADAMTS16	36
ADAMTS17	156
ADAMTS18	5
ADAMTS19	7
ADAMTS19_AS1	1
ADAMTS2	18
ADAMTS20	0
ADAMTS3	34
ADAMTS4	8
ADAMTS5	3
ADAMTS6	18
ADAMTS7	20
ADAMTS7P1	48
ADAMTS8	58
ADAMTS9	131
ADAMTS9_AS1	7
ADAMTS9_AS2	8
ADAMTSL1	376
ADAMTSL2	5
ADAMTSL3	216
ADAMTSL4	305
ADAMTSL4_AS1	51
ADAMTSL5	24
ADAP1	164
ADAP2	128
ADAR	5381
ADARB1	112
ADARB2	122
ADARB2_AS1	19
ADAT1	402
ADAT2	217
ADAT3	65
ADCK1	132
ADCK2	267
ADCK3	609
ADCK4	394
ADCK5	137
ADCY1	27
ADCY10	29
ADCY10P1	44
ADCY2	378
ADCY3	245
ADCY4	104
ADCY5	41
ADCY6	1489
ADCY7	257
ADCY8	5
ADCY9	867
ADCYAP1	6
ADCYAP1R1	6
ADD1	3292
ADD2	8
ADD3	2024
ADD3_AS1	14
ADGB	1633
ADGRA1	3
ADGRA1_AS1	0
ADGRA2	19
ADGRA3	447
ADGRB1	20
ADGRB2	58
ADGRB3	2
ADGRD1	1
ADGRE1	12
ADGRE2	57
ADGRE3	1
ADGRE4P	24
ADGRE5	1099
ADGRF1	2019
ADGRF2	54
ADGRF3	147
ADGRF4	68
ADGRF5	22
ADGRG1	2570
ADGRG2	30
ADGRG3	22
ADGRG4	8
ADGRG5	14
ADGRG6	162
ADGRG7	0
ADGRL1	272
ADGRL2	293
ADGRL3	14
ADGRL3_AS1	0
ADGRL4	2
ADGRV1	547
ADH1A	19
ADH1B	1
ADH1C	3313
ADH4	101
ADH5	712
ADH6	143
ADH7	3590
ADHFE1	105
ADI1	837
ADIG	0
ADIPOQ	2
ADIPOQ_AS1	1
ADIPOR1	2246
ADIPOR2	685
ADIRF	723
ADK	261
ADM	74
ADM2	14
ADM5	21
ADNP	2348
ADNP_AS1	129
ADNP2	625
ADO	223
ADORA1	72
ADORA2A	8
ADORA2A_AS1	11
ADORA2B	122
ADORA3	18
ADPGK	385
ADPGK_AS1	20
ADPRH	238
ADPRHL1	134
ADPRHL2	892
ADPRM	42
ADRA1A	33
ADRA1B	5
ADRA1D	18
ADRA2A	19
ADRA2B	8
ADRA2C	8
ADRB1	404
ADRB2	239
ADRB3	2
ADRBK1	1735
ADRBK2	358
ADRM1	1439
ADSL	431
ADSS	1800
ADSSL1	383
ADTRP	176
AEBP1	35
AEBP2	1978
AEN	150
AES	7457
AFAP1	397
AFAP1_AS1	66
AFAP1L1	314
AFAP1L2	83
AFF1	3466
AFF2	9
AFF3	40
AFF4	2956
AFG3L1P	288
AFG3L2	1488
AFM	0
AFMID	231
AFP	1
AFTPH	1149
AGA	349
AGAP1	1953
AGAP1_IT1	144
AGAP11	76
AGAP2	34
AGAP2_AS1	5
AGAP3	1050
AGAP4	48
AGAP5	52
AGAP6	135
AGAP7P	37
AGAP9	15
AGBL1	10
AGBL1_AS1	2
AGBL2	765
AGBL3	157
AGBL4	73
AGBL4_IT1	29
AGBL5	914
AGBL5_AS1	0
AGER	156
AGFG1	878
AGFG2	1253
AGGF1	920
AGK	479
AGL	1176
AGMAT	66
AGMO	1
AGO1	1757
AGO2	1195
AGO3	325
AGO4	1065
AGPAT1	402
AGPAT2	696
AGPAT3	1376
AGPAT4	333
AGPAT4_IT1	23
AGPAT5	298
AGPS	640
AGR2	5014
AGR3	98
AGRN	2593
AGRP	11
AGT	6
AGTPBP1	437
AGTR1	7
AGTR2	0
AGTRAP	226
AGXT	0
AGXT2	3
AHCTF1	822
AHCTF1P1	14
AHCY	475
AHCYL1	2644
AHCYL2	1209
AHDC1	911
AHI1	1489
AHNAK	61456
AHNAK2	4687
AHR	2240
AHRR	9
