	gene_id_WB35_
A1BG	19
A1BG_AS1	3
A1CF	8
A2M	589
A2M_AS1	121
A2ML1	4
A2MP1	32
A3GALT2	4
A4GALT	3
A4GNT	1
AA06	1
AAAS	50
AACS	44
AACSP1	3
AADAC	1
AADACL2	3
AADACL2_AS1	0
AADACL3	4
AADACL4	1
AADACP1	0
AADAT	0
AAED1	28
AAGAB	205
AAK1	1389
AAMDC	19
AAMP	140
AANAT	21
AAR2	130
AARD	1
AARS	411
AARS2	153
AARSD1	0
AASDH	64
AASDHPPT	92
AASS	37
AATBC	58
AATF	312
AATK	209
AATK_AS1	2
ABALON	39
ABAT	136
ABCA1	707
ABCA10	40
ABCA11P	12
ABCA12	8
ABCA13	42
ABCA17P	4
ABCA2	569
ABCA3	52
ABCA4	8
ABCA5	184
ABCA6	8
ABCA7	1444
ABCA8	4
ABCA9	2
ABCA9_AS1	0
ABCB1	95
ABCB10	266
ABCB11	5
ABCB4	42
ABCB5	9
ABCB6	37
ABCB7	134
ABCB8	153
ABCB9	12
ABCC1	614
ABCC10	211
ABCC11	4
ABCC12	6
ABCC13	15
ABCC2	39
ABCC3	477
ABCC4	712
ABCC5	157
ABCC5_AS1	1
ABCC6	37
ABCC6P1	2
ABCC6P2	0
ABCC8	9
ABCC9	3
ABCD1	149
ABCD2	111
ABCD3	93
ABCD4	167
ABCE1	202
ABCF1	373
ABCF2	152
ABCF3	204
ABCG1	162
ABCG2	86
ABCG4	4
ABCG5	1
ABCG8	0
ABHD1	13
ABHD10	65
ABHD11	26
ABHD11_AS1	2
ABHD12	65
ABHD12B	3
ABHD13	175
ABHD14A	16
ABHD14A_ACY1	0
ABHD14B	96
ABHD15	104
ABHD16A	247
ABHD16B	37
ABHD17A	393
ABHD17B	60
ABHD17C	10
ABHD2	918
ABHD3	151
ABHD4	144
ABHD5	152
ABHD6	16
ABHD8	33
ABI1	545
ABI2	186
ABI3	102
ABI3BP	18
ABL1	189
ABL2	294
ABLIM1	851
ABLIM2	10
ABLIM3	345
ABO	15
ABR	504
ABRA	12
ABRACL	86
ABT1	102
ABTB1	514
ABTB2	96
ACAA1	295
ACAA2	110
ACACA	262
ACACB	109
ACAD10	156
ACAD11	27
ACAD8	86
ACAD9	148
ACADL	0
ACADM	135
ACADS	58
ACADSB	66
ACADVL	690
ACAN	17
ACAP1	793
ACAP2	1018
ACAP3	209
ACAT1	100
ACAT2	52
ACBD3	166
ACBD4	49
ACBD5	131
ACBD6	132
ACBD7	3
ACCS	83
ACCSL	3
ACD	41
ACE	11
ACE2	8
ACER1	4
ACER2	124
ACER3	181
ACHE	2
ACIN1	989
ACKR1	8
ACKR2	8
ACKR3	13
ACKR4	15
ACLY	632
ACMSD	7
ACO1	121
ACO2	209
ACOT1	1
ACOT11	5
ACOT12	5
ACOT13	98
ACOT2	54
ACOT4	5
ACOT6	1
ACOT7	42
ACOT8	83
ACOT9	119
ACOX1	195
ACOX2	9
ACOX3	87
ACOXL	7
ACP1	198
ACP2	71
ACP5	68
ACP6	22
ACPP	71
ACPT	19
ACR	1
ACRBP	402
ACRC	41
ACRV1	0
ACSBG1	8
ACSBG2	9
ACSF2	44
ACSF3	206
ACSL1	2547
ACSL3	271
ACSL4	315
ACSL5	313
ACSL6	101
ACSM1	13
ACSM2A	1
ACSM2B	3
ACSM3	16
ACSM4	2
ACSM5	8
ACSM6	6
ACSS1	296
ACSS2	104
ACSS3	2
ACTA1	1
ACTA2	101
ACTA2_AS1	35
ACTB	26265
ACTBL2	1
ACTC1	1
ACTG1	4958
ACTG1P17	8
ACTG1P20	31
ACTG1P4	6
ACTG2	1
ACTL10	11
ACTL6A	52
ACTL6B	1
ACTL7A	1
ACTL7B	1
ACTL8	0
ACTL9	2
ACTN1	1304
ACTN1_AS1	3
ACTN2	1
ACTN3	5
ACTN4	800
ACTR10	152
ACTR1A	300
ACTR1B	156
ACTR2	1289
ACTR3	1520
ACTR3B	85
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	25
ACTR5	47
ACTR6	64
ACTR8	100
ACTRT1	0
ACTRT2	0
ACTRT3	1
ACVR1	137
ACVR1B	109
ACVR1C	16
ACVR2A	138
ACVR2B	73
ACVR2B_AS1	2
ACVRL1	21
ACY1	0
ACY3	1
ACYP1	35
ACYP2	16
ADA	85
ADAD1	1
ADAD2	0
ADAL	63
ADAM10	910
ADAM11	7
ADAM12	32
ADAM15	129
ADAM17	449
ADAM18	0
ADAM19	908
ADAM1A	30
ADAM2	0
ADAM20	14
ADAM20P1	7
ADAM21	6
ADAM21P1	2
ADAM22	43
ADAM23	35
ADAM28	285
ADAM29	0
ADAM30	2
ADAM32	32
ADAM33	4
ADAM3A	2
ADAM5	1
ADAM6	1
ADAM7	5
ADAM8	1210
ADAM9	227
ADAMDEC1	7
ADAMTS1	24
ADAMTS10	80
ADAMTS12	7
ADAMTS13	20
ADAMTS14	10
ADAMTS15	1
ADAMTS16	2
ADAMTS17	28
ADAMTS18	7
ADAMTS19	2
ADAMTS19_AS1	0
ADAMTS2	33
ADAMTS20	7
ADAMTS3	3
