	gene_id_NPS_274_R1_
A1BG	1
A1BG_AS1	0
A1CF	0
A2M	2
A2M_AS1	0
A2ML1	0
A2MP1	1
A3GALT2	0
A4GALT	11
A4GNT	0
AA06	0
AAAS	1
AACS	6
AACSP1	2
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	1
AADAT	1
AAED1	2
AAGAB	5
AAK1	7
AAMDC	4
AAMP	21
AANAT	4
AAR2	3
AARD	1
AARS	4
AARS2	2
AARSD1	0
AASDH	2
AASDHPPT	2
AASS	1
AATBC	6
AATF	22
AATK	8
AATK_AS1	0
ABALON	0
ABAT	6
ABCA1	8
ABCA10	1
ABCA11P	0
ABCA12	1
ABCA13	230
ABCA17P	0
ABCA2	1
ABCA3	3
ABCA4	0
ABCA5	10
ABCA6	0
ABCA7	14
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	3
ABCB10	0
ABCB11	6
ABCB4	7
ABCB5	0
ABCB6	3
ABCB7	4
ABCB8	6
ABCB9	1
ABCC1	22
ABCC10	4
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	1
ABCC3	9
ABCC4	3
ABCC5	14
ABCC5_AS1	0
ABCC6	2
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	4
ABCD2	0
ABCD3	35
ABCD4	3
ABCE1	2
ABCF1	31
ABCF2	8
ABCF3	24
ABCG1	7
ABCG2	0
ABCG4	1
ABCG5	0
ABCG8	2
ABHD1	1
ABHD10	4
ABHD11	6
ABHD11_AS1	0
ABHD12	0
ABHD12B	0
ABHD13	1
ABHD14A	2
ABHD14A_ACY1	0
ABHD14B	5
ABHD15	4
ABHD16A	2
ABHD16B	0
ABHD17A	3
ABHD17B	2
ABHD17C	0
ABHD2	36
ABHD3	1
ABHD4	3
ABHD5	5
ABHD6	2
ABHD8	2
ABI1	12
ABI2	7
ABI3	8
ABI3BP	0
ABL1	26
ABL2	3
ABLIM1	27
ABLIM2	2
ABLIM3	0
ABO	0
ABR	16
ABRA	0
ABRACL	4
ABT1	3
ABTB1	29
ABTB2	2
ACAA1	10
ACAA2	0
ACACA	27
ACACB	18
ACAD10	2
ACAD11	1
ACAD8	8
ACAD9	5
ACADL	0
ACADM	0
ACADS	2
ACADSB	2
ACADVL	41
ACAN	2
ACAP1	3
ACAP2	21
ACAP3	6
ACAT1	3
ACAT2	1
ACBD3	63
ACBD4	3
ACBD5	50
ACBD6	8
ACBD7	2
ACCS	9
ACCSL	0
ACD	1
ACE	3
ACE2	0
ACER1	0
ACER2	4
ACER3	1
ACHE	1
ACIN1	96
ACKR1	0
ACKR2	0
ACKR3	0
ACKR4	0
ACLY	14
ACMSD	0
ACO1	3
ACO2	16
ACOT1	0
ACOT11	7
ACOT12	1
ACOT13	13
ACOT2	3
ACOT4	0
ACOT6	0
ACOT7	4
ACOT8	1
ACOT9	4
ACOX1	11
ACOX2	0
ACOX3	8
ACOXL	2
ACP1	1
ACP2	0
ACP5	2
ACP6	2
ACPP	0
ACPT	0
ACR	0
ACRBP	1
ACRC	0
ACRV1	0
ACSBG1	3
ACSBG2	0
ACSF2	12
ACSF3	3
ACSL1	21
ACSL3	9
ACSL4	3
ACSL5	9
ACSL6	0
ACSM1	2
ACSM2A	0
ACSM2B	0
ACSM3	1
ACSM4	0
ACSM5	0
ACSM6	1
ACSS1	12
ACSS2	4
ACSS3	8
ACTA1	0
ACTA2	2
ACTA2_AS1	0
ACTB	145
ACTBL2	0
ACTC1	1
ACTG1	100
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	0
ACTL10	0
ACTL6A	0
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	36
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	156
ACTR10	1
ACTR1A	5
ACTR1B	8
ACTR2	30
ACTR3	12
ACTR3B	1
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	2
ACTR5	0
ACTR6	5
ACTR8	3
ACTRT1	0
ACTRT2	1
ACTRT3	0
ACVR1	0
ACVR1B	2
ACVR1C	1207
ACVR2A	1
ACVR2B	4
ACVR2B_AS1	0
ACVRL1	0
ACY1	1
ACY3	1
ACYP1	2
ACYP2	0
ADA	9
ADAD1	0
ADAD2	1
ADAL	0
ADAM10	6
ADAM11	5
ADAM12	3
ADAM15	12
ADAM17	2
ADAM18	0
ADAM19	1
ADAM1A	1
ADAM2	0
ADAM20	0
ADAM20P1	0
ADAM21	0
ADAM21P1	0
ADAM22	2
ADAM23	0
ADAM28	28
ADAM29	0
ADAM30	0
ADAM32	0
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	1
ADAM9	12
ADAMDEC1	1
ADAMTS1	0
ADAMTS10	0
ADAMTS12	0
ADAMTS13	0
ADAMTS14	2
ADAMTS15	6
ADAMTS16	0
ADAMTS17	2
ADAMTS18	66
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	3
ADAMTS4	1
ADAMTS5	0
ADAMTS6	0
ADAMTS7	0
ADAMTS7P1	0
ADAMTS8	4
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	123
ADAMTSL2	2
ADAMTSL3	3
