	gene_id_NPS_290_R1_
A1BG	22
A1BG_AS1	3
A1CF	0
A2M	604
A2M_AS1	0
A2ML1	1475
A2MP1	0
A3GALT2	94
A4GALT	156
A4GNT	0
AA06	0
AAAS	93
AACS	149
AACSP1	3
AADAC	6
AADACL2	10
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	3
AADAT	0
AAED1	83
AAGAB	313
AAK1	1934
AAMDC	49
AAMP	765
AANAT	9
AAR2	80
AARD	0
AARS	166
AARS2	77
AARSD1	0
AASDH	33
AASDHPPT	59
AASS	44
AATBC	101
AATF	2835
AATK	1466
AATK_AS1	1
ABALON	45
ABAT	172
ABCA1	12419
ABCA10	5
ABCA11P	33
ABCA12	244
ABCA13	2389
ABCA17P	0
ABCA2	420
ABCA3	12
ABCA4	4
ABCA5	159
ABCA6	34
ABCA7	1168
ABCA8	0
ABCA9	16
ABCA9_AS1	0
ABCB1	21
ABCB10	29
ABCB11	5
ABCB4	0
ABCB5	0
ABCB6	95
ABCB7	33
ABCB8	22
ABCB9	18
ABCC1	413
ABCC10	40
ABCC11	0
ABCC12	0
ABCC13	0
ABCC2	45
ABCC3	119
ABCC4	41
ABCC5	436
ABCC5_AS1	12
ABCC6	35
ABCC6P1	0
ABCC6P2	0
ABCC8	32
ABCC9	1
ABCD1	280
ABCD2	0
ABCD3	461
ABCD4	83
ABCE1	128
ABCF1	4856
ABCF2	260
ABCF3	392
ABCG1	3144
ABCG2	0
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	3
ABHD10	55
ABHD11	134
ABHD11_AS1	8
ABHD12	203
ABHD12B	36
ABHD13	1297
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	87
ABHD15	33
ABHD16A	996
ABHD16B	217
ABHD17A	126
ABHD17B	281
ABHD17C	349
ABHD2	5195
ABHD3	484
ABHD4	440
ABHD5	7232
ABHD6	25
ABHD8	63
ABI1	3324
ABI2	237
ABI3	64
ABI3BP	112
ABL1	180
ABL2	1239
ABLIM1	1277
ABLIM2	12
ABLIM3	531
ABO	35
ABR	1310
ABRA	0
ABRACL	782
ABT1	215
ABTB1	2721
ABTB2	362
ACAA1	782
ACAA2	84
ACACA	344
ACACB	76
ACAD10	114
ACAD11	34
ACAD8	188
ACAD9	189
ACADL	4
ACADM	186
ACADS	54
ACADSB	53
ACADVL	1191
ACAN	0
ACAP1	320
ACAP2	5462
ACAP3	433
ACAT1	186
ACAT2	442
ACBD3	2934
ACBD4	30
ACBD5	338
ACBD6	185
ACBD7	0
ACCS	10
ACCSL	7
ACD	39
ACE	9
ACE2	42
ACER1	0
ACER2	43
ACER3	374
ACHE	3
ACIN1	5446
ACKR1	0
ACKR2	4
ACKR3	44
ACKR4	1
ACLY	401
ACMSD	12
ACO1	179
ACO2	226
ACOT1	3
ACOT11	24
ACOT12	0
ACOT13	1114
ACOT2	41
ACOT4	0
ACOT6	0
ACOT7	56
ACOT8	65
ACOT9	4846
ACOX1	766
ACOX2	0
ACOX3	432
ACOXL	4
ACP1	156
ACP2	25
ACP5	110
ACP6	959
ACPP	296
ACPT	0
ACR	0
ACRBP	27
ACRC	139
ACRV1	0
ACSBG1	1
ACSBG2	30
ACSF2	39
ACSF3	107
ACSL1	23209
ACSL3	5878
ACSL4	947
ACSL5	1357
ACSL6	0
ACSM1	7
ACSM2A	0
ACSM2B	0
