	gene_id_FLU_29_S179_
DEFB127	0
DEFB128	0
DEFB129	0
DEFB130	0
DEFB131	0
DEFB132	0
DEFB133	0
DEFB134	0
DEFB135	0
DEFB136	0
DEFB4A	0
DEFB4B	0
DEFT1P	0
DEFT1P2	0
DEGS1	775
DEGS2	0
DEK	639
DENND1A	545
DENND1B	536
DENND1C	51
DENND2A	1
DENND2C	15
DENND2D	383
DENND3	3670
DENND4A	1839
DENND4B	276
DENND4C	559
DENND5A	3858
DENND5B	15
DENND5B_AS1	0
DENND6A	319
DENND6B	0
DENR	124
DEPDC1	24
DEPDC1_AS1	0
DEPDC1B	8
DEPDC4	0
DEPDC5	105
DEPDC7	0
DEPTOR	0
DERA	75
DERL1	276
DERL2	204
DERL3	9
DES	0
DESI1	105
DESI2	117
DET1	5
DEXI	21
DFFA	31
DFFB	21
DFNA5	5
DFNB31	7
DFNB59	4
DGAT1	134
DGAT2	963
DGAT2L6	0
DGCR10	5
DGCR11	83
DGCR14	41
DGCR2	378
DGCR5	11
DGCR6	0
DGCR6L	15
DGCR8	48
DGCR9	20
DGKA	203
DGKB	0
DGKD	966
DGKE	310
DGKG	116
DGKH	196
DGKI	0
DGKK	0
DGKQ	40
DGKZ	147
DGUOK	22
DGUOK_AS1	1
DHCR24	9
DHCR7	45
DHDDS	74
DHDH	1
DHFR	52
DHFRL1	24
DHH	0
DHODH	12
DHPS	41
DHRS1	34
DHRS11	4
DHRS12	138
DHRS13	408
DHRS2	0
DHRS3	4
DHRS4	5
DHRS4_AS1	16
DHRS4L1	3
DHRS4L2	8
DHRS7	609
DHRS7B	52
DHRS7C	0
DHRS9	799
DHRSX	297
DHTKD1	402
DHX15	557
DHX16	196
DHX29	206
DHX30	46
DHX32	13
DHX33	44
DHX34	723
DHX35	19
DHX36	253
DHX37	16
DHX38	308
DHX40	477
DHX57	69
DHX58	12
DHX8	627
DHX9	1189
DIABLO	133
DIAPH1	1226
DIAPH2	596
DIAPH2_AS1	9
DIAPH3	11
DIAPH3_AS1	0
DIAPH3_AS2	0
DICER1	3558
DICER1_AS1	6
DIDO1	557
DIEXF	42
DIMT1	54
DIO1	1
DIO2	2
DIO2_AS1	0
DIO3	0
DIO3OS	0
DIP2A	307
DIP2A_IT1	12
DIP2B	2730
DIP2C	2
DIRAS1	0
DIRAS2	1
DIRAS3	0
DIRC1	0
DIRC2	975
DIRC3	1
DIS3	404
DIS3L	67
DIS3L2	38
DISC1	139
DISC1_IT1	38
DISC1FP1	0
DISC2	31
DISP1	24
DISP2	4
DIXDC1	2
DKC1	135
DKFZP434A062	0
DKFZP434H168	0
DKFZP434I0714	36
DKFZP434K028	0
DKFZP434L187	1
DKFZP586I1420	179
DKFZp434J0226	0
DKFZp434L192	0
DKFZp451B082	0
DKFZp686K1684	0
DKFZp779M0652	0
DKK1	0
DKK2	1
DKK3	6
DKK4	4
DKKL1	0
DLAT	34
DLC1	25
DLD	387
DLEC1	65
DLEU1	390
DLEU1_AS1	0
DLEU2	467
DLEU2L	8
DLEU7	8
DLEU7_AS1	0
DLG1	263
DLG1_AS1	0
DLG2	2
DLG3	17
DLG3_AS1	0
DLG4	15
DLG5	21
DLG5_AS1	0
DLGAP1	6
DLGAP1_AS1	44
DLGAP1_AS2	24
DLGAP1_AS3	0
DLGAP1_AS4	0
DLGAP1_AS5	1
DLGAP2	1
DLGAP2_AS1	0
DLGAP3	0
DLGAP4	48
DLGAP4_AS1	8
DLGAP5	78
DLK1	0
DLK2	3
DLL1	0
DLL3	0
DLL4	5
DLST	264
DLSTP1	10
DLX1	2
DLX2	0
DLX2_AS1	0
DLX3	0
DLX4	0
DLX5	0
DLX6	0
DLX6_AS1	0
DMAP1	18
DMBT1	1
DMBT1P1	0
DMBX1	0
DMC1	5
DMD	4
DMGDH	0
DMKN	0
DMP1	1
DMPK	27
DMRT1	0
DMRT2	2
DMRT3	0
DMRTA1	0
DMRTA2	0
DMRTB1	0
DMRTC1	0
DMRTC1B	0
DMRTC2	1
DMTF1	772
DMTN	736
DMWD	25
DMXL1	751
DMXL2	5723
DNA2	157
DNAAF1	3
DNAAF2	18
DNAAF3	0
DNAAF5	8
DNAH1	306
DNAH10	12
DNAH11	14
DNAH12	4
DNAH14	104
DNAH17	566
DNAH17_AS1	0
DNAH2	0
DNAH3	10
DNAH5	2
DNAH6	6
DNAH7	14
DNAH8	11
DNAH9	0
DNAI1	0
DNAI2	0
DNAJA1	1327
DNAJA1P5	1
DNAJA2	438
DNAJA3	36
DNAJA4	149
DNAJB1	640
DNAJB11	170
DNAJB12	213
DNAJB13	9
DNAJB14	655
DNAJB2	251
DNAJB3	0
DNAJB4	68
DNAJB5	3
DNAJB5_AS1	0
DNAJB6	565
DNAJB7	19
DNAJB8	0
DNAJB8_AS1	0
DNAJB9	179
DNAJC1	156
DNAJC10	290
DNAJC11	15
DNAJC12	0
DNAJC13	1463
DNAJC14	155
DNAJC15	66
DNAJC16	123
DNAJC17	19
DNAJC18	11
DNAJC19	23
DNAJC2	53
DNAJC21	103
DNAJC22	0
DNAJC24	24
DNAJC25	94
DNAJC25_GNG10	0
DNAJC27	19
DNAJC27_AS1	3
DNAJC28	3
DNAJC3	1663
DNAJC3_AS1	48
DNAJC30	2
DNAJC4	47
DNAJC5	724
DNAJC5B	0
DNAJC5G	0
DNAJC6	318
DNAJC7	244
DNAJC8	162
DNAJC9	26
DNAJC9_AS1	13
DNAL1	15
DNAL4	9
DNALI1	0
DNASE1	130
DNASE1L1	102
DNASE1L2	1
DNASE1L3	2
DNASE2	81
DNASE2B	0
DND1	17
DNER	0
DNHD1	60
DNLZ	13
DNM1	4
DNM1L	214
DNM1P35	0
DNM1P41	0
DNM1P46	0
DNM2	1617
DNM3	105
DNM3_IT1	0
DNM3OS	1
DNMBP	60
DNMBP_AS1	3
DNMT1	263
DNMT3A	174
DNMT3B	1
DNMT3L	0
DNPEP	20
DNPH1	3
DNTT	1
DNTTIP1	148
DNTTIP2	393
DOC2A	1
DOC2B	0
DOC2GP	0
DOCK1	15
DOCK10	594
DOCK11	5577
DOCK2	6526
DOCK3	8
DOCK4	1286
DOCK4_AS1	139
DOCK5	6037
DOCK6	3
DOCK7	39
DOCK8	7018
DOCK9	371
DOCK9_AS1	5
DOCK9_AS2	4
DOHH	1
DOK1	97
DOK2	74
DOK3	657
DOK4	13
DOK5	0
DOK6	25
DOK7	2
DOLK	1
DOLPP1	19
DONSON	30
DOPEY1	192
DOPEY2	449
DOT1L	61
DPAGT1	23
DPCD	11
DPCR1	0
DPEP1	0
DPEP2	293
DPEP3	15
DPF1	1
DPF2	141
DPF3	16
DPH1	2
DPH2	10
DPH3	301
DPH3P1	8
DPH5	45
DPH6	7
DPH6_AS1	0
DPH7	27
DPM1	115
DPM2	40
DPM3	8
DPP10	2
DPP10_AS1	0
DPP10_AS3	0
DPP3	35
DPP4	19
DPP6	0
DPP7	30
DPP8	551
DPP9	103
DPP9_AS1	2
DPPA2	0
DPPA2P3	2
DPPA3	2
DPPA4	0
DPPA5	0
DPRX	2
DPRXP4	10
DPT	0
DPY19L1	87
DPY19L1P1	126
DPY19L2	0
DPY19L2P1	0
DPY19L2P2	26
DPY19L2P3	0
DPY19L2P4	0
DPY19L3	661
DPY19L4	24
DPY30	24
DPYD	3550
DPYD_AS1	81
DPYD_AS2	255
DPYS	1
DPYSL2	351
DPYSL3	2
DPYSL4	0
DPYSL5	0
DQX1	0
DR1	633
DRAIC	0
DRAM1	305
DRAM2	191
DRAP1	49
DRAXIN	0
DRC1	0
DRC7	27
DRD1	1
DRD2	0
DRD3	2
DRD4	0
DRD5	1
DRD5P2	0
DRG1	49
DRG2	18
DRGX	0
DRICH1	14
DROSHA	140
DRP2	1
DSC1	1
DSC2	226
DSC3	4
DSCAM	2
DSCAM_AS1	1
DSCAM_IT1	0
DSCAML1	0
DSCAS	0
DSCC1	1
DSCR10	0
DSCR3	264
DSCR4	0
DSCR8	0
DSCR9	11
DSE	1221
DSEL	5
DSG1	0
DSG1_AS1	0
DSG2	1
DSG2_AS1	0
DSG3	0
DSG4	1
DSN1	21
DSP	0
DSPP	0
DST	55
DSTN	69
DSTNP2	3
DSTYK	200
DTD1	66
DTD2	27
DTHD1	81
DTL	35
DTNA	7
DTNB	46
DTNBP1	157
DTWD1	29
DTWD2	25
DTX1	4
DTX2	26
DTX2P1_UPK3BP1_PMS2P11	11
DTX3	0
DTX3L	1304
DTX4	36
DTYMK	8
DUOX1	10
DUOX2	0
DUOXA1	0
DUOXA2	0
DUPD1	0
DUS1L	36
DUS2	88
DUS3L	16
DUS4L	4
DUSP1	13018
DUSP10	49
DUSP11	93
DUSP12	26
DUSP13	12
DUSP14	11
DUSP15	0
DUSP16	229
DUSP18	83
DUSP19	4
DUSP2	42
DUSP21	0
DUSP22	402
DUSP23	14
DUSP26	0
DUSP27	2
DUSP28	21
DUSP3	288
DUSP4	2
DUSP5	61
DUSP5P1	3
DUSP6	485
DUSP7	12
DUSP8	1
DUSP9	3
DUT	56
DUX4	0
DUXA	0
DUXAP10	0
DUXAP8	0
DVL1	24
DVL2	25
DVL3	117
DXO	37
DYDC1	0
DYDC2	1
DYM	269
DYNAP	0
DYNC1H1	1044
DYNC1I1	0
DYNC1I2	159
DYNC1LI1	437
DYNC1LI2	625
DYNC2H1	28
DYNC2LI1	10
DYNLL1	164
DYNLL2	164
DYNLRB1	84
DYNLRB2	0
DYNLT1	401
DYNLT3	58
DYRK1A	2701
DYRK1B	22
DYRK2	140
DYRK3	42
DYRK4	16
DYSF	7550
DYTN	6
DYX1C1	1
DYX1C1_CCPG1	0
DZANK1	1
DZIP1	0
DZIP1L	1
DZIP3	90
E2F1	12
E2F2	78
E2F3	484
E2F4	135
E2F5	4
E2F6	4
E2F7	0
E2F8	5
E4F1	67
EAF1	285
EAF2	54
EAPP	153
EARS2	28
EBAG9	26
EBF1	8
EBF2	0
EBF3	3
EBF4	0
EBI3	4
EBLN1	0
EBLN2	269
EBLN3	361
EBNA1BP2	19
EBP	16
EBPL	43
ECD	249
ECE1	2869
ECE2	0
ECEL1	0
ECEL1P2	0
ECH1	84
ECHDC1	191
ECHDC2	8
ECHDC3	109
ECHS1	22
ECI1	7
ECI2	9
ECM1	1
ECM2	6
ECRP	9
ECSCR	1
ECSIT	18
ECT2	94
ECT2L	15
EDA	0
EDA2R	0
EDAR	5
EDARADD	5
EDC3	90
EDC4	100
EDDM3A	0
EDDM3B	0
EDEM1	440
EDEM2	329
EDEM3	1420
EDF1	235
EDIL3	3
EDN1	12
EDN2	0
EDN3	0
EDNRA	0
EDNRB	5
EDNRB_AS1	2
EDRF1	218
EDRF1_AS1	3
EEA1	275
EED	70
EEF1A1	7114
EEF1A2	0
EEF1B2	147
EEF1D	791
EEF1DP3	41
EEF1E1	2
EEF1E1_BLOC1S5	0
EEF1G	1517
EEF2	2663
EEF2K	33
EEF2KMT	0
EEFSEC	15
EEPD1	212
EFCAB1	1
EFCAB10	2
EFCAB11	21
EFCAB12	14
EFCAB13	73
EFCAB14	574
EFCAB14_AS1	5
EFCAB2	98
EFCAB3	3
EFCAB5	7
EFCAB6	1
EFCAB6_AS1	0
EFCAB7	33
EFCAB9	0
EFCC1	1
EFEMP1	0
EFEMP2	20
EFHB	5
EFHC1	13
EFHC2	27
EFHD1	0
EFHD2	945
EFNA1	2
EFNA2	1
EFNA3	0
EFNA4	10
EFNA5	1
EFNB1	3
EFNB2	4
EFNB3	0
EFR3A	808
EFR3B	2
EFS	0
EFTUD1	62
EFTUD1P1	0
EFTUD2	199
EGF	73
EGFEM1P	1
EGFL6	0
EGFL7	2
EGFL8	0
EGFLAM	1
EGFLAM_AS2	0
EGFLAM_AS4	0
EGFR	1
EGFR_AS1	0
EGLN1	2012
EGLN2	0
EGLN3	4
EGOT	10
EGR1	98
EGR2	24
EGR3	126
EGR4	0
EHBP1	76
EHBP1L1	1649
EHD1	1292
EHD2	0
EHD3	53
EHD4	126
EHD4_AS1	24
EHF	3
EHHADH	11
EHHADH_AS1	0
EHMT1	212
EHMT1_IT1	1
EHMT2	22
EI24	24
EID1	171
EID2	14
EID2B	6
EID3	57
EIF1	3583
EIF1AD	80
EIF1AX	102
EIF1AX_AS1	11
EIF1AY	292
EIF1B	398
EIF1B_AS1	17
EIF2A	228
EIF2AK1	1282
EIF2AK2	936
EIF2AK3	108
EIF2AK4	102
EIF2B1	76
EIF2B2	53
EIF2B3	16
EIF2B4	38
EIF2B5	61
EIF2B5_AS1	0
EIF2D	144
EIF2S1	132
EIF2S2	469
EIF2S3	964
EIF3A	731
EIF3B	147
EIF3C	0
EIF3CL	0
EIF3D	511
EIF3E	353
EIF3F	149
EIF3G	231
EIF3H	479
EIF3I	229
EIF3IP1	0
EIF3J	262
EIF3J_AS1	12
EIF3K	215
EIF3L	565
EIF3M	178
EIF4A1	0
EIF4A2	998
EIF4A3	191
EIF4B	1440
EIF4E	174
EIF4E1B	0
EIF4E2	230
EIF4E3	3756
EIF4EBP1	12
EIF4EBP2	1009
EIF4EBP3	4
EIF4ENIF1	118
EIF4G1	378
EIF4G2	4035
EIF4G3	1282
EIF4H	550
EIF5	1957
EIF5A	170
EIF5A2	14
EIF5AL1	0
EIF5B	83
EIF6	90
ELAC1	16
ELAC2	77
ELANE	0
ELAVL1	126
ELAVL2	2
ELAVL3	0
ELAVL4	3
ELDR	0
ELF1	3015
ELF2	1964
ELF3	1
ELF4	379
ELF5	1
ELFN1	0
ELFN1_AS1	0
ELFN2	0
ELK1	27
ELK2AP	0
ELK3	395
ELK4	365
ELL	263
ELL2	649
ELL3	8
ELMO1	1740
ELMO1_AS1	32
ELMO2	714
ELMO3	12
ELMOD1	0
ELMOD2	167
ELMOD3	131
ELMSAN1	280
ELN	0
ELOF1	75
ELOVL1	152
ELOVL2	0
ELOVL2_AS1	0
ELOVL3	0
ELOVL4	1
ELOVL5	2142
ELOVL6	12
ELOVL7	106
ELP2	106
ELP3	91
ELP4	57
ELP5	7
ELP6	6
ELSPBP1	0
EMB	3377
EMBP1	31
EMC1	118
EMC10	59
EMC2	98
EMC3	1239
EMC3_AS1	11
EMC4	37
EMC6	3
EMC7	105
EMC8	23
EMC9	9
EMCN	0
EMD	71
EME1	17
EME2	0
EMG1	38
EMID1	5
EMILIN1	3
EMILIN2	862
EMILIN3	0
EML1	1
EML2	82
EML2_AS1	0
EML3	40
EML4	805
EML5	27
EML6	255
EMP1	2
EMP2	0
EMP3	192
EMX1	8
EMX2	0
EMX2OS	2
EN1	0
EN2	0
ENAH	2
ENAM	2
ENC1	61
ENDOD1	164
ENDOG	0
ENDOU	4
ENDOV	3
ENG	2
ENGASE	23
ENHO	0
ENKD1	1
ENKUR	10
ENO1	2036
ENO1_AS1	0
ENO2	16
ENO3	1
ENO4	3
ENOPH1	26
ENOSF1	16
ENOX1	0
ENOX1_AS2	0
ENOX2	43
ENPEP	2
ENPP1	1
ENPP2	3
ENPP3	1
ENPP4	99
ENPP5	6
ENPP6	0
ENPP7	0
ENPP7P13	0
ENSA	223
ENTHD1	0
ENTHD2	22
ENTPD1	4428
ENTPD1_AS1	259
ENTPD2	0
ENTPD3	4
ENTPD3_AS1	0
ENTPD4	928
ENTPD5	64
ENTPD6	20
ENTPD7	190
ENTPD8	0
ENY2	83
EOGT	75
EOMES	69
EP300	2357
EP300_AS1	14
EP400	124
EP400NL	3
EPAS1	35
EPB41	10686
EPB41L1	1
EPB41L2	22
EPB41L3	118
EPB41L4A	76
EPB41L4A_AS1	13
EPB41L4A_AS2	0
EPB41L4B	1
EPB41L5	242
EPB42	317
EPC1	713
EPC2	578
EPCAM	0
EPDR1	1
EPG5	2646
EPGN	5
EPHA1	39
EPHA1_AS1	21
EPHA10	0
EPHA2	0
EPHA3	1
EPHA4	69
EPHA5	0
EPHA5_AS1	0
EPHA6	2
EPHA7	1
EPHA8	3
EPHB1	96
EPHB2	4
EPHB3	1
EPHB4	97
EPHB6	38
EPHX1	19
EPHX2	19
EPHX3	2
EPHX4	0
EPM2A	8
EPM2AIP1	326
EPN1	95
EPN2	17
EPN2_AS1	3
EPN2_IT1	2
EPN3	1
EPO	0
EPOR	22
EPPIN	0
EPPIN_WFDC6	0
EPPK1	9
EPRS	302
EPS15	1687
EPS15L1	282
EPS8	6
EPS8L1	2
EPS8L2	4
EPS8L3	0
EPSTI1	273
EPT1	65
EPX	3
EPYC	2
EQTN	1
ERAL1	23
ERAP1	1095
ERAP2	516
ERAS	0
ERBB2	0
ERBB2IP	4426
ERBB3	1
ERBB4	0
ERC1	228
ERC2	3
ERC2_IT1	0
ERCC1	40
ERCC2	7
ERCC3	116
ERCC4	44
ERCC5	12
ERCC6	127
ERCC6_PGBD3	0
ERCC6L	16
ERCC6L2	263
ERCC8	17
EREG	108
ERF	18
ERG	8
ERGIC1	1616
ERGIC2	439
ERGIC3	73
ERH	80
ERI1	418
ERI2	7
ERI3	5
ERI3_IT1	3
ERICH1	272
ERICH1_AS1	0
ERICH2	1
ERICH3	2
ERICH3_AS1	0
ERICH4	1
ERICH5	0
ERICH6	0
ERICH6_AS1	8
ERICH6B	0
ERLEC1	137
ERLIN1	630
ERLIN2	112
ERMAP	142
ERMARD	43
ERMN	33
ERMP1	143
ERN1	251
ERN2	0
ERO1A	1012
ERO1B	199
ERP27	183
ERP29	112
ERP44	410
ERRFI1	5
ERV3_1	585
ERVFRD_1	12
ERVH48_1	2
ERVK13_1	96
ERVMER34_1	0
ERVV_1	0
ERVV_2	0
ERVW_1	9
ESAM	18
ESCO1	389
ESCO2	7
ESD	99
ESF1	23
ESM1	0
ESPL1	4
ESPN	8
ESPNL	1
ESPNP	0
ESR1	57
ESR2	28
ESRG	2
ESRP1	0
ESRP2	23
ESRRA	35
ESRRB	0
ESRRG	0
ESX1	0
ESYT1	173
ESYT2	313
ESYT3	0
ETAA1	26
ETF1	1211
ETFA	133
ETFB	46
ETFDH	85
ETHE1	20
ETNK1	396
ETNK2	0
ETNPPL	0
ETS1	902
ETS2	4388
ETV1	3
ETV2	0
ETV3	121
ETV3L	0
ETV4	4
ETV5	14
ETV6	835
ETV7	42
EVA1A	0
EVA1B	5
EVA1C	15
EVADR	0
EVC	1
EVC2	2
EVI2A	1315
EVI2B	2996
EVI5	419
EVI5L	6
EVL	133
EVPL	14
EVPLL	0
EVX1	0
EVX1_AS	0
EVX2	0
EWSAT1	0
EWSR1	847
EXD1	0
EXD2	14
EXD3	5
EXO1	17
EXO5	5
EXOC1	529
EXOC2	236
EXOC3	241
EXOC3_AS1	0
EXOC3L1	3
EXOC3L2	0
EXOC3L4	0
EXOC4	448
EXOC5	358
EXOC6	1284
EXOC6B	48
EXOC7	394
EXOC8	564
EXOG	13
EXOSC1	62
EXOSC10	116
EXOSC2	23
EXOSC3	88
EXOSC4	88
EXOSC5	4
EXOSC6	13
EXOSC7	9
EXOSC8	79
EXOSC9	47
EXPH5	3
EXT1	746
EXT2	131
EXTL1	0
EXTL2	4
EXTL3	568
EXTL3_AS1	0
EYA1	0
EYA2	0
EYA3	412
EYA4	0
EYS	168
EZH1	777
EZH2	121
EZR	531
EZR_AS1	3
F10	0
F10_AS1	0
F11	0
F11_AS1	0
F11R	543
F12	13
F13A1	1928
F13B	0
F2	2
F2R	98
F2RL1	353
F2RL2	133
F2RL3	4
F3	15
F5	2531
F7	0
F8	35
F8A1	6
F8A2	0
F8A3	0
F9	0
FA2H	2
FAAH	5
FAAH2	1
FAAHP1	0
FAAP100	8
FAAP20	18
FAAP24	3
FABP1	0
FABP12	0
FABP2	3
FABP3	15
FABP4	3
FABP5	15
FABP5P3	0
FABP6	17
FABP7	0
FABP9	0
FADD	123
FADS1	34
FADS2	21
FADS3	7
FADS6	0
FAF1	148
FAF2	264
FAH	43
FAHD1	40
FAHD2A	3
FAHD2B	1
FAHD2CP	0
FAIM	32
FAIM2	0
FALEC	1
FAM101A	0
FAM101B	2024
FAM102A	9
FAM102B	198
FAM103A1	20
FAM104A	1098
FAM104B	30
FAM105A	808
FAM106A	2
FAM106B	2
FAM106CP	0
FAM107A	0
FAM107B	1726
FAM109A	2
FAM109B	4
FAM110A	8
FAM110B	34
FAM110C	0
FAM110D	0
FAM111A	466
FAM111B	5
FAM114A1	15
FAM114A2	98
FAM117A	109
FAM117B	80
FAM118A	93
FAM118B	92
FAM120A	1844
FAM120AOS	239
FAM120B	503
FAM120C	24
FAM122A	115
FAM122B	88
FAM122C	21
FAM124A	5
FAM124B	7
FAM126A	188
FAM126B	5454
FAM127A	4
FAM127B	4
FAM127C	0
FAM129A	15808
FAM129B	106
FAM129C	20
FAM131A	36
FAM131B	7
FAM131C	0
FAM132A	1
FAM132B	11
FAM133A	0
FAM133B	205
FAM133CP	0
FAM133DP	39
FAM134A	590
FAM134B	52
FAM134C	259
FAM135A	35
FAM135B	1
FAM136A	25
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM138F	0
FAM13A	468
FAM13A_AS1	642
FAM13B	1091
FAM13C	0
FAM149A	1
FAM149B1	109
FAM150A	0
FAM150B	4
FAM151A	0
FAM151B	106
FAM153A	2
FAM153B	2
FAM153C	2
FAM155A	0
FAM155A_IT1	0
FAM155B	0
FAM156A	0
FAM156B	0
FAM157A	486
FAM157B	36
FAM157C	227
FAM159A	3
FAM159B	0
FAM160A1	12
FAM160A2	350
FAM160B1	1156
FAM160B2	15
FAM161A	0
FAM161B	27
FAM162A	7
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	6
FAM166B	0
FAM167A	1
FAM167A_AS1	0
FAM167B	0
FAM168A	1036
FAM168B	249
FAM169A	20
FAM169B	5
FAM170A	1
FAM170B	1
FAM170B_AS1	10
FAM171A1	3
FAM171A2	1
FAM171B	2
FAM172A	550
FAM172BP	0
FAM173A	2
FAM173B	72
FAM174A	48
FAM174B	6
FAM175A	34
FAM175B	49
FAM177A1	123
FAM177B	9
FAM178B	0
FAM179A	11
FAM179B	84
FAM180A	0
FAM180B	0
FAM181A	0
FAM181A_AS1	0
FAM181B	0
FAM182A	0
FAM182B	0
FAM183A	0
FAM183B	0
FAM183CP	6
FAM184A	4
FAM184B	33
FAM185A	185
FAM186A	0
FAM186B	1
FAM187B	0
FAM188A	294
FAM188B	0
FAM189A1	0
FAM189A2	2
FAM189B	5
FAM192A	462
FAM193A	323
FAM193B	182
FAM195A	2
FAM195B	10
FAM196A	9
FAM196B	614
FAM197Y2	0
FAM197Y5	0
FAM198A	2
FAM198B	313
FAM199X	366
FAM19A1	0
FAM19A2	16
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM200A	15
FAM200B	282
FAM201A	3
FAM204A	146
FAM205A	6
FAM205BP	0
FAM205C	0
FAM206A	60
FAM207A	7
FAM208A	1015
FAM208B	528
FAM209A	11
FAM209B	10
FAM20A	259
FAM20B	263
FAM20C	9
FAM210A	18
FAM210B	2531
FAM212A	2
FAM212B	645
FAM212B_AS1	2
FAM213A	0
FAM213B	2
FAM214A	506
FAM214B	211
FAM215A	0
FAM216A	15
FAM216B	4
FAM217A	0
FAM217B	458
FAM218A	0
FAM219A	27
FAM219B	116
FAM21A	175
FAM21C	444
FAM21EP	0
FAM220A	51
FAM221A	6
FAM221B	0
FAM222A	0
FAM222A_AS1	0
FAM222B	15
FAM223A	0
FAM223B	0
FAM224A	0
FAM224B	0
FAM225A	0
FAM225B	0
FAM226A	0
FAM226B	0
FAM227A	0
FAM227B	17
FAM228A	5
FAM228B	60
FAM229A	1
FAM229B	0
FAM230B	1
FAM230C	0
FAM231A	0
FAM231B	0
FAM231C	0
FAM231D	0
FAM24A	2
FAM24B	5
FAM24B_CUZD1	0
FAM25A	0
FAM25BP	0
FAM25C	0
FAM25G	0
FAM26D	0
FAM26E	0
FAM26F	8
FAM27B	0
FAM27C	0
FAM27E2	0
FAM27E3	0
FAM27L	0
FAM32A	330
FAM35A	55
FAM35BP	0
FAM35DP	0
FAM3A	24
FAM3B	4
FAM3C	10
FAM3D	1
FAM41AY1	0
FAM41AY2	0
FAM41C	0
FAM43A	16
FAM43B	0
FAM45A	237
FAM45B	4
FAM46A	265
FAM46B	0
FAM46C	4446
FAM46D	0
FAM47A	0
FAM47B	0
FAM47C	0
FAM47E	0
FAM47E_STBD1	0
FAM49A	1556
FAM49B	4702
FAM50A	101
FAM50B	0
FAM53A	0
FAM53B	202
FAM53B_AS1	17
FAM53C	750
FAM57A	0
FAM57B	0
FAM58A	16
FAM60A	152
FAM63A	384
FAM63B	242
FAM64A	0
FAM65A	94
FAM65B	13569
FAM65C	116
FAM66A	0
FAM66B	1
FAM66C	2
FAM66D	0
FAM66E	0
FAM69A	48
FAM69B	7
FAM69C	0
FAM71A	2
FAM71B	0
FAM71C	0
FAM71D	5
FAM71E1	0
FAM71E2	0
FAM71F1	2
FAM71F2	55
FAM72A	1
FAM72B	2
FAM72C	0
FAM72D	3
FAM73A	56
FAM73B	30
FAM74A1	0
FAM74A3	0
FAM74A4	0
FAM74A6	0
FAM74A7	0
FAM76A	49
FAM76B	310
FAM78A	107
FAM78B	0
FAM81A	1
FAM81B	2
FAM83A	2
FAM83A_AS1	0
FAM83B	0
FAM83C	1
FAM83C_AS1	0
FAM83D	3
FAM83E	0
FAM83F	0
FAM83G	3
FAM83H	2
FAM83H_AS1	0
FAM84A	0
FAM84B	26
FAM86B1	0
FAM86B2	1
FAM86B3P	120
FAM86C1	1
FAM86C2P	1
FAM86DP	5
FAM86EP	0
FAM86FP	2
FAM86HP	4
FAM86JP	0
FAM87A	1
FAM87B	8
FAM89A	9
FAM89B	40
FAM8A1	2430
FAM90A1	2
FAM90A10P	0
FAM90A25P	0
FAM90A27P	0
FAM90A2P	0
FAM90A7P	0
FAM91A1	1175
FAM92A1	33
FAM92A1P2	0
FAM92B	2
FAM95A	0
FAM95B1	2
FAM95C	0
FAM96A	78
FAM96B	20
FAM98A	31
FAM98B	67
FAM98C	17
FAM99A	0
FAM99B	0
FAM9A	0
FAM9B	0
FAM9C	2
FAN1	236
FANCA	69
FANCB	32
FANCC	15
FANCD2	66
FANCD2OS	0
FANCE	9
FANCF	11
FANCG	18
FANCI	90
FANCL	109
FANCM	38
FANK1	1
FANK1_AS1	0
FAP	7
FAR1	2350
FAR2	547
FAR2P1	2
FAR2P2	0
FARP1	70
FARP2	26
FARS2	25
FARSA	24
FARSB	49
FAS	677
FAS_AS1	138
FASLG	1
FASN	13
FASTK	19
FASTKD1	74
FASTKD2	46
FASTKD3	32
FASTKD5	224
FAT1	26
FAT2	25
FAT3	2
FAT4	5
FATE1	0
FAU	667
FAXC	3
FAXDC2	253
FBF1	16
FBL	40
FBLIM1	3
FBLL1	0
FBLN1	0
FBLN2	0
FBLN5	3
FBLN7	4
FBN1	17
FBN2	344
FBN3	0
FBP1	35
FBP2	0
FBRS	182
FBRSL1	14
FBXL12	15
FBXL13	433
FBXL14	13
FBXL15	16
FBXL16	2
FBXL17	113
FBXL18	22
FBXL19	22
FBXL19_AS1	5
FBXL2	5
FBXL20	871
FBXL21	0
FBXL22	10
FBXL3	783
FBXL4	261
FBXL5	13197
FBXL6	5
FBXL7	0
FBXL8	0
FBXO10	0
FBXO11	1375
FBXO15	0
FBXO16	0
FBXO17	0
FBXO18	293
FBXO2	1
FBXO21	60
FBXO22	66
FBXO22_AS1	0
FBXO24	0
FBXO25	23
FBXO27	1
FBXO28	286
FBXO3	164
FBXO3_AS1	0
FBXO30	292
FBXO31	14
FBXO32	25
FBXO33	701
FBXO34	251
FBXO36	3
FBXO38	1494
FBXO39	8
FBXO4	6
FBXO40	38
FBXO41	5
FBXO42	273
FBXO43	1
FBXO44	13
FBXO45	42
FBXO46	12
FBXO47	1
FBXO48	18
FBXO5	13
FBXO6	70
FBXO7	3603
