	gene_id_WB10_
A1BG	23
A1BG_AS1	1
A1CF	2
A2M	954
A2M_AS1	176
A2ML1	0
A2MP1	68
A3GALT2	9
A4GALT	103
A4GNT	0
AA06	0
AAAS	71
AACS	109
AACSP1	0
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	2
AADAT	0
AAED1	157
AAGAB	427
AAK1	1829
AAMDC	28
AAMP	307
AANAT	20
AAR2	387
AARD	0
AARS	568
AARS2	220
AARSD1	0
AASDH	118
AASDHPPT	199
AASS	37
AATBC	169
AATF	728
AATK	96
AATK_AS1	1
ABALON	641
ABAT	87
ABCA1	1064
ABCA10	74
ABCA11P	34
ABCA12	4
ABCA13	12
ABCA17P	0
ABCA2	892
ABCA3	65
ABCA4	4
ABCA5	662
ABCA6	16
ABCA7	730
ABCA8	0
ABCA9	11
ABCA9_AS1	0
ABCB1	332
ABCB10	1048
ABCB11	0
ABCB4	19
ABCB5	34
ABCB6	72
ABCB7	359
ABCB8	168
ABCB9	10
ABCC1	914
ABCC10	288
ABCC11	3
ABCC12	0
ABCC13	421
ABCC2	32
ABCC3	141
ABCC4	2678
ABCC5	260
ABCC5_AS1	1
ABCC6	11
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	256
ABCD2	103
ABCD3	217
ABCD4	290
ABCE1	639
ABCF1	803
ABCF2	176
ABCF3	438
ABCG1	233
ABCG2	324
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	25
ABHD10	229
ABHD11	55
ABHD11_AS1	3
ABHD12	239
ABHD12B	2
ABHD13	727
ABHD14A	40
ABHD14A_ACY1	0
ABHD14B	227
ABHD15	96
ABHD16A	594
ABHD16B	25
ABHD17A	1025
ABHD17B	226
ABHD17C	15
ABHD2	2409
ABHD3	258
ABHD4	217
ABHD5	285
ABHD6	26
ABHD8	102
ABI1	1866
ABI2	239
ABI3	313
ABI3BP	18
ABL1	397
ABL2	430
ABLIM1	1211
ABLIM2	10
ABLIM3	86
ABO	2
ABR	1115
ABRA	5
ABRACL	236
ABT1	513
ABTB1	2225
ABTB2	113
ACAA1	729
ACAA2	253
ACACA	465
ACACB	134
ACAD10	125
ACAD11	31
ACAD8	175
ACAD9	289
ACADL	0
ACADM	246
ACADS	151
ACADSB	127
ACADVL	1534
ACAN	26
ACAP1	1199
ACAP2	2232
ACAP3	307
ACAT1	206
ACAT2	121
ACBD3	619
ACBD4	72
ACBD5	493
ACBD6	405
ACBD7	4
ACCS	56
ACCSL	5
ACD	52
ACE	53
ACE2	0
ACER1	5
ACER2	69
ACER3	446
ACHE	110
ACIN1	1910
ACKR1	0
ACKR2	12
ACKR3	19
ACKR4	10
ACLY	1375
ACMSD	6
ACO1	42
ACO2	573
ACOT1	12
ACOT11	11
ACOT12	6
ACOT13	161
ACOT2	102
ACOT4	13
ACOT6	0
ACOT7	65
ACOT8	199
ACOT9	438
ACOX1	434
ACOX2	0
ACOX3	80
ACOXL	3
ACP1	1231
ACP2	177
ACP5	368
ACP6	23
ACPP	163
ACPT	30
ACR	0
ACRBP	196
ACRC	39
ACRV1	2
ACSBG1	8
ACSBG2	3
ACSF2	69
ACSF3	283
ACSL1	3616
ACSL3	467
ACSL4	723
ACSL5	685
ACSL6	370
ACSM1	13
ACSM2A	1
ACSM2B	0
ACSM3	23
ACSM4	0
ACSM5	0
ACSM6	0
ACSS1	293
ACSS2	177
ACSS3	0
ACTA1	0
ACTA2	132
ACTA2_AS1	6
ACTB	54065
ACTBL2	0
ACTC1	0
ACTG1	8118
ACTG1P17	8
ACTG1P20	94
ACTG1P4	11
ACTG2	0
ACTL10	7
ACTL6A	67
ACTL6B	1
ACTL7A	1
ACTL7B	3
ACTL8	0
ACTL9	0
ACTN1	807
ACTN1_AS1	0
ACTN2	0
ACTN3	4
ACTN4	2164
ACTR10	587
ACTR1A	904
ACTR1B	432
ACTR2	3987
ACTR3	3301
ACTR3B	37
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	34
ACTR5	175
ACTR6	219
ACTR8	214
ACTRT1	0
ACTRT2	0
ACTRT3	6
ACVR1	104
ACVR1B	513
ACVR1C	51
ACVR2A	162
ACVR2B	66
ACVR2B_AS1	7
ACVRL1	20
ACY1	1
ACY3	1
ACYP1	33
ACYP2	31
ADA	728
ADAD1	0
ADAD2	0
ADAL	132
ADAM10	2123
ADAM11	2
ADAM12	19
ADAM15	834
ADAM17	1615
ADAM18	0
ADAM19	566
ADAM1A	26
ADAM2	0
ADAM20	3
ADAM20P1	3
ADAM21	1
ADAM21P1	0
ADAM22	74
ADAM23	10
ADAM28	97
ADAM29	0
ADAM30	2
ADAM32	29
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	0
ADAM8	2725
ADAM9	678
ADAMDEC1	3
ADAMTS1	8
ADAMTS10	50
ADAMTS12	0
ADAMTS13	26
ADAMTS14	9
ADAMTS15	0
ADAMTS16	0
ADAMTS17	37
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	3
ADAMTS20	2
ADAMTS3	25
ADAMTS4	1
ADAMTS5	0
ADAMTS6	59
ADAMTS7	2
ADAMTS7P1	1
ADAMTS8	1
ADAMTS9	1
ADAMTS9_AS1	1
ADAMTS9_AS2	0
ADAMTSL1	0
ADAMTSL2	1
ADAMTSL3	1
ADAMTSL4	822
ADAMTSL4_AS1	151
ADAMTSL5	11
ADAP1	775
ADAP2	443
ADAR	9203
ADARB1	253
ADARB2	1
ADARB2_AS1	0
ADAT1	374
ADAT2	128
ADAT3	15
ADCK1	24
ADCK2	136
ADCK3	544
ADCK4	106
ADCK5	48
ADCY1	15
ADCY10	18
ADCY10P1	89
ADCY2	0
ADCY3	204
ADCY4	90
ADCY5	1
ADCY6	2
ADCY7	3149
ADCY8	0
ADCY9	203
ADCYAP1	0
ADCYAP1R1	0
ADD1	2323
ADD2	199
ADD3	2038
ADD3_AS1	13
ADGB	0
ADGRA1	0
ADGRA1_AS1	0
ADGRA2	79
ADGRA3	41
ADGRB1	18
ADGRB2	11
ADGRB3	2
ADGRD1	5
ADGRE1	281
ADGRE2	1116
ADGRE3	22
ADGRE4P	24
ADGRE5	9818
ADGRF1	0
ADGRF2	0
ADGRF3	45
ADGRF4	0
ADGRF5	2
ADGRG1	486
ADGRG2	7
ADGRG3	256
ADGRG4	0
ADGRG5	180
ADGRG6	3
ADGRG7	0
ADGRL1	159
ADGRL2	0
ADGRL3	2
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	4
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	1
ADH5	394
ADH6	1
ADH7	0
ADHFE1	51
ADI1	352
ADIG	0
ADIPOQ	0
ADIPOQ_AS1	0
ADIPOR1	58659
ADIPOR2	1175
ADIRF	22
ADK	251
ADM	439
ADM2	5
ADM5	11
ADNP	1039
ADNP_AS1	60
ADNP2	931
ADO	239
ADORA1	0
ADORA2A	40
ADORA2A_AS1	162
ADORA2B	38
ADORA3	1
ADPGK	980
ADPGK_AS1	39
ADPRH	99
ADPRHL1	7
ADPRHL2	185
ADPRM	195
ADRA1A	0
ADRA1B	0
ADRA1D	1
ADRA2A	4
ADRA2B	2
ADRA2C	0
ADRB1	18
ADRB2	363
ADRB3	0
ADRBK1	3471
ADRBK2	784
ADRM1	532
ADSL	481
ADSS	675
ADSSL1	8
ADTRP	31
AEBP1	25
AEBP2	606
AEN	731
AES	1643
AFAP1	103
AFAP1_AS1	9
AFAP1L1	0
AFAP1L2	21
AFF1	3062
AFF2	30
AFF3	53
AFF4	3016
AFG3L1P	186
AFG3L2	547
AFM	0
AFMID	28
AFP	0
AFTPH	1234
AGA	145
AGAP1	119
AGAP1_IT1	0
AGAP11	0
AGAP2	218
AGAP2_AS1	1
AGAP3	176
AGAP4	90
AGAP5	138
AGAP6	139
AGAP7P	58
AGAP9	78
AGBL1	0
AGBL1_AS1	0
AGBL2	13
AGBL3	18
AGBL4	2
AGBL4_IT1	0
AGBL5	236
AGBL5_AS1	1
AGER	225
AGFG1	3327
AGFG2	44
AGGF1	849
AGK	313
AGL	188
AGMAT	30
AGMO	0
AGO1	1150
AGO2	2372
AGO3	285
AGO4	1242
AGPAT1	262
AGPAT2	386
AGPAT3	1176
AGPAT4	431
AGPAT4_IT1	26
AGPAT5	95
AGPS	519
AGR2	0
AGR3	0
AGRN	475
AGRP	2
AGT	0
AGTPBP1	2923
AGTR1	1
AGTR2	0
AGTRAP	314
AGXT	0
AGXT2	0
AHCTF1	1898
AHCTF1P1	11
AHCY	173
AHCYL1	369
AHCYL2	129
AHDC1	182
AHI1	179
AHNAK	50635
AHNAK2	17
AHR	3799
AHRR	11
AHSA1	338
AHSA2	704
AHSG	0
AHSP	2127
AICDA	0
AIDA	1330
AIF1	2186
AIF1L	2
AIFM1	187
AIFM2	36
AIFM3	70
AIG1	75
AIM1	2187
AIM1L	28
AIM2	73
AIMP1	475
AIMP2	21
AIP	457
AIPL1	0
AIRE	7
AIRN	43
AJAP1	4
AJUBA	1
AK1	362
AK2	627
AK3	250
AK4	17
AK5	21
AK6	100
AK7	16
AK8	0
AK9	66
AKAP1	135
AKAP10	521
AKAP11	521
AKAP12	24
AKAP13	6223
AKAP14	13
AKAP17A	1140
AKAP2	4
AKAP3	9
AKAP4	0
AKAP5	98
AKAP6	23
AKAP7	1565
AKAP8	1168
AKAP8L	1244
AKAP9	2245
AKIP1	47
AKIRIN1	1064
AKIRIN2	802
AKNA	3486
AKNAD1	2
AKR1A1	300
AKR1B1	176
AKR1B10	1
AKR1B15	0
AKR1C1	4
AKR1C2	2
AKR1C3	7
AKR1C4	0
AKR1C6P	33
AKR1C8P	4
AKR1D1	0
AKR1E2	468
AKR7A2	110
AKR7A2P1	23
AKR7A3	5
AKR7L	13
AKT1	1296
AKT1S1	199
AKT2	1747
AKT3	376
AKTIP	102
ALAD	439
ALAS1	365
ALAS2	185762
ALB	1
ALCAM	254
ALDH16A1	333
ALDH18A1	108
ALDH1A1	138
ALDH1A2	2
ALDH1A3	2
ALDH1B1	21
ALDH1L1	0
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	10
ALDH2	464
ALDH3A1	0
ALDH3A2	165
ALDH3B1	364
ALDH3B2	0
ALDH4A1	47
ALDH5A1	929
ALDH6A1	74
ALDH7A1	5
ALDH8A1	15
ALDH9A1	349
ALDOA	6130
ALDOB	1
ALDOC	62
ALG1	76
ALG10	67
ALG10B	89
ALG11	122
ALG12	209
ALG13	395
ALG14	23
ALG1L	0
ALG1L2	2
ALG1L9P	8
ALG2	228
ALG3	100
ALG5	174
ALG6	177
ALG8	119
ALG9	303
ALK	39
ALKBH1	132
ALKBH2	47
ALKBH3	83
ALKBH3_AS1	12
ALKBH4	84
ALKBH5	1962
ALKBH6	118
ALKBH7	160
ALKBH8	158
ALLC	0
ALMS1	1330
ALMS1_IT1	46
ALMS1P	29
ALOX12	63
ALOX12_AS1	27
ALOX12B	3
ALOX12P2	5
ALOX15	2
ALOX15B	3
ALOX15P1	4
ALOX5	1496
ALOX5AP	308
ALOXE3	3
ALPI	0
ALPK1	272
ALPK2	7
ALPK3	36
ALPL	31
ALPP	2
ALPPL2	0
ALS2	158
ALS2CL	103
ALS2CR11	15
ALS2CR12	1870
ALX1	0
ALX3	22
ALX4	5
ALYREF	426
AMACR	4
AMBN	0
AMBP	0
AMBRA1	728
AMD1	1943
AMDHD1	7
AMDHD2	151
AMELX	2
AMELY	0
AMER1	87
AMER2	0
AMER3	0
AMFR	2369
AMH	3
AMHR2	0
AMICA1	403
AMIGO1	12
AMIGO2	121
AMIGO3	70
AMMECR1	300
AMMECR1L	248
AMN	3
AMN1	36
AMOT	31
AMOTL1	34
AMOTL2	0
AMPD1	1
AMPD2	1034
AMPD3	334
AMPH	6
AMT	85
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	128
AMZ1	33
AMZ2	478
AMZ2P1	109
ANAPC1	612
ANAPC10	196
ANAPC11	193
ANAPC13	176
ANAPC15	64
ANAPC16	769
ANAPC1P1	14
ANAPC2	344
ANAPC4	312
ANAPC5	672
ANAPC7	250
ANG	12
ANGEL1	153
ANGEL2	517
ANGPT1	16
ANGPT2	25
ANGPT4	0
ANGPTL1	16
ANGPTL2	5
ANGPTL3	5
ANGPTL4	10
ANGPTL5	0
ANGPTL6	6
ANGPTL7	39
ANHX	0
ANK1	6546
ANK2	4
ANK3	641
