	gene_id_WB55_
A1BG	3
A1BG_AS1	1
A1CF	0
A2M	121
A2M_AS1	33
A2ML1	1
A2MP1	7
A3GALT2	3
A4GALT	1
A4GNT	1
AA06	0
AAAS	20
AACS	12
AACSP1	0
AADAC	1
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	0
AAED1	7
AAGAB	37
AAK1	469
AAMDC	5
AAMP	66
AANAT	6
AAR2	22
AARD	0
AARS	106
AARS2	41
AARSD1	0
AASDH	34
AASDHPPT	21
AASS	7
AATBC	39
AATF	122
AATK	24
AATK_AS1	0
ABALON	40
ABAT	41
ABCA1	213
ABCA10	11
ABCA11P	12
ABCA12	1
ABCA13	5
ABCA17P	0
ABCA2	137
ABCA3	19
ABCA4	0
ABCA5	57
ABCA6	5
ABCA7	236
ABCA8	0
ABCA9	1
ABCA9_AS1	0
ABCB1	19
ABCB10	148
ABCB11	0
ABCB4	3
ABCB5	0
ABCB6	28
ABCB7	47
ABCB8	33
ABCB9	3
ABCC1	133
ABCC10	86
ABCC11	0
ABCC12	1
ABCC13	89
ABCC2	12
ABCC3	90
ABCC4	210
ABCC5	61
ABCC5_AS1	0
ABCC6	7
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	1
ABCD1	46
ABCD2	25
ABCD3	36
ABCD4	50
ABCE1	35
ABCF1	125
ABCF2	44
ABCF3	78
ABCG1	37
ABCG2	34
ABCG4	1
ABCG5	0
ABCG8	0
ABHD1	1
ABHD10	22
ABHD11	5
ABHD11_AS1	2
ABHD12	13
ABHD12B	4
ABHD13	36
ABHD14A	5
ABHD14A_ACY1	0
ABHD14B	17
ABHD15	28
ABHD16A	80
ABHD16B	16
ABHD17A	97
ABHD17B	17
ABHD17C	1
ABHD2	267
ABHD3	45
ABHD4	49
ABHD5	47
ABHD6	6
ABHD8	7
ABI1	125
ABI2	47
ABI3	39
ABI3BP	2
ABL1	58
ABL2	70
ABLIM1	242
ABLIM2	4
ABLIM3	53
ABO	1
ABR	198
ABRA	2
ABRACL	15
ABT1	33
ABTB1	323
ABTB2	11
ACAA1	88
ACAA2	48
ACACA	55
ACACB	58
ACAD10	32
ACAD11	9
ACAD8	20
ACAD9	42
ACADL	0
ACADM	28
ACADS	18
ACADSB	24
ACADVL	231
ACAN	5
ACAP1	205
ACAP2	261
ACAP3	72
ACAT1	23
ACAT2	6
ACBD3	56
ACBD4	11
ACBD5	42
ACBD6	38
ACBD7	0
ACCS	48
ACCSL	1
ACD	17
ACE	6
ACE2	0
ACER1	1
ACER2	12
ACER3	42
ACHE	34
ACIN1	277
ACKR1	2
ACKR2	2
ACKR3	1
ACKR4	2
ACLY	153
ACMSD	3
ACO1	26
ACO2	66
ACOT1	2
ACOT11	3
ACOT12	1
ACOT13	20
ACOT2	10
ACOT4	2
ACOT6	0
ACOT7	2
ACOT8	18
ACOT9	49
ACOX1	54
ACOX2	1
ACOX3	18
ACOXL	0
ACP1	108
ACP2	15
ACP5	33
ACP6	10
ACPP	25
ACPT	2
ACR	0
ACRBP	35
ACRC	10
ACRV1	0
ACSBG1	0
ACSBG2	1
ACSF2	9
ACSF3	41
ACSL1	282
ACSL3	68
ACSL4	78
ACSL5	58
ACSL6	41
ACSM1	5
ACSM2A	0
ACSM2B	0
ACSM3	13
ACSM4	1
ACSM5	0
ACSM6	0
ACSS1	73
ACSS2	37
ACSS3	2
ACTA1	1
ACTA2	25
ACTA2_AS1	12
ACTB	6854
ACTBL2	0
ACTC1	0
ACTG1	1037
ACTG1P17	2
ACTG1P20	11
ACTG1P4	3
ACTG2	0
ACTL10	0
ACTL6A	20
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	2
ACTN1	206
ACTN1_AS1	1
ACTN2	0
ACTN3	1
ACTN4	233
ACTR10	35
ACTR1A	87
ACTR1B	47
ACTR2	360
ACTR3	454
ACTR3B	20
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	9
ACTR5	28
ACTR6	15
ACTR8	23
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	31
ACVR1B	45
ACVR1C	9
ACVR2A	35
ACVR2B	34
ACVR2B_AS1	0
ACVRL1	0
ACY1	0
ACY3	0
ACYP1	7
ACYP2	6
ADA	17
ADAD1	0
ADAD2	0
ADAL	16
ADAM10	233
ADAM11	2
ADAM12	9
ADAM15	50
ADAM17	122
ADAM18	0
ADAM19	145
ADAM1A	19
ADAM2	1
ADAM20	3
ADAM20P1	5
ADAM21	2
ADAM21P1	0
ADAM22	10
ADAM23	11
ADAM28	55
ADAM29	0
ADAM30	0
ADAM32	1
ADAM33	0
ADAM3A	0
ADAM5	0
ADAM6	0
ADAM7	1
ADAM8	344
ADAM9	35
ADAMDEC1	3
ADAMTS1	6
ADAMTS10	42
ADAMTS12	0
ADAMTS13	5
ADAMTS14	2
ADAMTS15	0
ADAMTS16	4
ADAMTS17	5
ADAMTS18	0
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	0
ADAMTS20	1
ADAMTS3	3
ADAMTS4	1
ADAMTS5	2
ADAMTS6	9
ADAMTS7	0
ADAMTS7P1	3
ADAMTS8	0
ADAMTS9	1
ADAMTS9_AS1	1
ADAMTS9_AS2	0
ADAMTSL1	2
ADAMTSL2	1
ADAMTSL3	1
ADAMTSL4	185
ADAMTSL4_AS1	51
ADAMTSL5	3
ADAP1	91
ADAP2	55
ADAR	1479
ADARB1	45
ADARB2	0
ADARB2_AS1	0
ADAT1	42
ADAT2	19
ADAT3	3
ADCK1	10
ADCK2	13
ADCK3	45
ADCK4	19
ADCK5	8
ADCY1	5
ADCY10	3
ADCY10P1	14
ADCY2	1
ADCY3	22
ADCY4	15
ADCY5	2
ADCY6	5
ADCY7	549
ADCY8	1
ADCY9	48
ADCYAP1	0
ADCYAP1R1	0
ADD1	455
ADD2	20
ADD3	303
ADD3_AS1	3
ADGB	1
ADGRA1	0
ADGRA1_AS1	1
ADGRA2	12
