	gene_id_NPS_87_R1_
A1BG	0
A1BG_AS1	0
A1CF	0
A2M	1
A2M_AS1	0
A2ML1	3
A2MP1	0
A3GALT2	0
A4GALT	50
A4GNT	0
AA06	0
AAAS	0
AACS	12
AACSP1	1
AADAC	0
AADACL2	0
AADACL2_AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	1
AAED1	0
AAGAB	4
AAK1	133
AAMDC	2
AAMP	86
AANAT	4
AAR2	0
AARD	0
AARS	3
AARS2	14
AARSD1	0
AASDH	2
AASDHPPT	0
AASS	3
AATBC	2
AATF	83
AATK	41
AATK_AS1	0
ABALON	1
ABAT	8
ABCA1	0
ABCA10	2
ABCA11P	0
ABCA12	2
ABCA13	163
ABCA17P	2
ABCA2	11
ABCA3	8
ABCA4	0
ABCA5	58
ABCA6	14
ABCA7	110
ABCA8	0
ABCA9	0
ABCA9_AS1	0
ABCB1	12
ABCB10	0
ABCB11	2
ABCB4	7
ABCB5	11
ABCB6	10
ABCB7	0
ABCB8	19
ABCB9	0
ABCC1	66
ABCC10	5
ABCC11	0
ABCC12	0
ABCC13	3
ABCC2	0
ABCC3	18
ABCC4	0
ABCC5	31
ABCC5_AS1	0
ABCC6	0
ABCC6P1	0
ABCC6P2	0
ABCC8	0
ABCC9	0
ABCD1	60
ABCD2	0
ABCD3	6
ABCD4	8
ABCE1	0
ABCF1	83
ABCF2	10
ABCF3	1
ABCG1	2
ABCG2	0
ABCG4	28
ABCG5	0
ABCG8	0
ABHD1	0
ABHD10	15
ABHD11	22
ABHD11_AS1	19
ABHD12	21
ABHD12B	1
ABHD13	10
ABHD14A	0
ABHD14A_ACY1	0
ABHD14B	0
ABHD15	131
ABHD16A	8
ABHD16B	0
ABHD17A	4
ABHD17B	3
ABHD17C	5
ABHD2	57
ABHD3	10
ABHD4	0
ABHD5	6
ABHD6	0
ABHD8	0
ABI1	2
ABI2	15
ABI3	13
ABI3BP	0
ABL1	28
ABL2	28
ABLIM1	12
ABLIM2	0
ABLIM3	9
ABO	0
ABR	53
ABRA	0
ABRACL	1
ABT1	0
ABTB1	3
ABTB2	5
ACAA1	10
ACAA2	3
ACACA	13
ACACB	72
ACAD10	9
ACAD11	0
ACAD8	18
ACAD9	0
ACADL	0
ACADM	0
ACADS	6
ACADSB	1
ACADVL	91
ACAN	0
ACAP1	26
ACAP2	20
ACAP3	79
ACAT1	0
ACAT2	0
ACBD3	366
ACBD4	8
ACBD5	22
ACBD6	16
ACBD7	14
ACCS	3
ACCSL	0
ACD	2
ACE	9
ACE2	0
ACER1	0
ACER2	1
ACER3	4
ACHE	1
ACIN1	482
ACKR1	0
ACKR2	1
ACKR3	0
ACKR4	0
ACLY	18
ACMSD	0
ACO1	0
ACO2	9
ACOT1	0
ACOT11	3
ACOT12	0
ACOT13	1
ACOT2	6
ACOT4	0
ACOT6	0
ACOT7	45
ACOT8	0
ACOT9	0
ACOX1	7
ACOX2	0
ACOX3	4
ACOXL	8
ACP1	4
ACP2	0
ACP5	4
ACP6	4
ACPP	0
ACPT	0
ACR	0
ACRBP	3
ACRC	0
ACRV1	0
ACSBG1	18
ACSBG2	0
ACSF2	21
ACSF3	3
ACSL1	43
ACSL3	4
ACSL4	0
ACSL5	11
ACSL6	2
ACSM1	0
ACSM2A	0
ACSM2B	0
ACSM3	0
ACSM4	0
ACSM5	0
ACSM6	1
ACSS1	29
ACSS2	8
ACSS3	0
ACTA1	1
ACTA2	18
ACTA2_AS1	0
ACTB	424
ACTBL2	9
ACTC1	0
ACTG1	109
ACTG1P17	0
ACTG1P20	0
ACTG1P4	0
ACTG2	0
ACTL10	3
ACTL6A	0
ACTL6B	0
ACTL7A	0
ACTL7B	0
ACTL8	0
ACTL9	1
ACTN1	32
ACTN1_AS1	0
ACTN2	0
ACTN3	0
ACTN4	191
ACTR10	0
ACTR1A	0
ACTR1B	6
ACTR2	115
ACTR3	20
ACTR3B	4
ACTR3BP2	0
ACTR3BP5	0
ACTR3C	0
ACTR5	6
ACTR6	49
ACTR8	6
ACTRT1	0
ACTRT2	0
ACTRT3	0
ACVR1	5
ACVR1B	7
ACVR1C	311
ACVR2A	11
ACVR2B	28
ACVR2B_AS1	25
ACVRL1	0
ACY1	8
ACY3	0
ACYP1	14
ACYP2	0
ADA	5
ADAD1	0
ADAD2	2
ADAL	0
ADAM10	4
ADAM11	0
ADAM12	6
ADAM15	6
ADAM17	5
ADAM18	0
ADAM19	34
ADAM1A	25
ADAM2	0
ADAM20	15
ADAM20P1	0
ADAM21	4
ADAM21P1	0
ADAM22	1
ADAM23	0
ADAM28	0
ADAM29	1
ADAM30	0
ADAM32	3
ADAM33	0
ADAM3A	0
ADAM5	1
ADAM6	0
ADAM7	0
ADAM8	53
ADAM9	47
ADAMDEC1	0
ADAMTS1	0
ADAMTS10	0
ADAMTS12	1
ADAMTS13	8
ADAMTS14	9
ADAMTS15	17
ADAMTS16	0
ADAMTS17	0
ADAMTS18	10
ADAMTS19	0
ADAMTS19_AS1	0
ADAMTS2	1
ADAMTS20	0
ADAMTS3	0
ADAMTS4	0
ADAMTS5	0
ADAMTS6	1
ADAMTS7	4
ADAMTS7P1	0
ADAMTS8	8
ADAMTS9	0
ADAMTS9_AS1	0
ADAMTS9_AS2	0
ADAMTSL1	2
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	23
ADAMTSL4_AS1	1
ADAMTSL5	2
ADAP1	38
ADAP2	9
ADAR	66
ADARB1	5
ADARB2	28
ADARB2_AS1	0
ADAT1	0
ADAT2	0
ADAT3	0
ADCK1	10
ADCK2	306
ADCK3	10
ADCK4	13
ADCK5	5
ADCY1	0
ADCY10	0
ADCY10P1	5
ADCY2	87
ADCY3	0
ADCY4	2
ADCY5	5
ADCY6	7
ADCY7	13
ADCY8	14
ADCY9	14
ADCYAP1	1
ADCYAP1R1	0
ADD1	59
ADD2	1
ADD3	0
ADD3_AS1	0
ADGB	2
ADGRA1	5
ADGRA1_AS1	0
ADGRA2	20
ADGRA3	0
ADGRB1	0
ADGRB2	3
ADGRB3	0
ADGRD1	13
ADGRE1	0
ADGRE2	3
ADGRE3	0
ADGRE4P	0
ADGRE5	32
ADGRF1	0
ADGRF2	0
ADGRF3	23
ADGRF4	2
ADGRF5	0
ADGRG1	28
ADGRG2	2
ADGRG3	0
ADGRG4	0
ADGRG5	0
ADGRG6	3
ADGRG7	0
ADGRL1	2
ADGRL2	0
ADGRL3	0
ADGRL3_AS1	0
ADGRL4	0
ADGRV1	0
ADH1A	0
ADH1B	0
ADH1C	17
ADH4	0
ADH5	1
ADH6	0
ADH7	11
ADHFE1	0
ADI1	17
ADIG	0
ADIPOQ	3
ADIPOQ_AS1	0
ADIPOR1	14
ADIPOR2	0
ADIRF	1
ADK	1
ADM	7
ADM2	0
ADM5	0
ADNP	10
ADNP_AS1	1
ADNP2	4
ADO	6
ADORA1	1
ADORA2A	0
ADORA2A_AS1	0
ADORA2B	0
ADORA3	0
ADPGK	0
ADPGK_AS1	0
ADPRH	195
ADPRHL1	6
ADPRHL2	139
ADPRM	0
ADRA1A	3
ADRA1B	0
ADRA1D	0
ADRA2A	6
ADRA2B	0
ADRA2C	2
ADRB1	0
ADRB2	0
ADRB3	0
ADRBK1	65
ADRBK2	27
ADRM1	17
ADSL	4
ADSS	57
ADSSL1	3
ADTRP	0
AEBP1	25
AEBP2	922
AEN	12
AES	111
AFAP1	113
AFAP1_AS1	2
AFAP1L1	15
AFAP1L2	5
AFF1	12
AFF2	0
AFF3	0
AFF4	45
AFG3L1P	2
AFG3L2	13
AFM	0
AFMID	9
AFP	0
AFTPH	5
AGA	0
AGAP1	14
AGAP1_IT1	1
AGAP11	0
AGAP2	6
AGAP2_AS1	0
AGAP3	26
AGAP4	1
AGAP5	0
AGAP6	25
AGAP7P	0
AGAP9	0
AGBL1	2
AGBL1_AS1	0
AGBL2	0
AGBL3	0
AGBL4	0
AGBL4_IT1	0
AGBL5	28
AGBL5_AS1	0
AGER	0
AGFG1	0
AGFG2	36
AGGF1	39
AGK	17
AGL	0
AGMAT	6
AGMO	0
AGO1	51
AGO2	21
AGO3	0
AGO4	35
AGPAT1	1
AGPAT2	21
AGPAT3	36
AGPAT4	18
AGPAT4_IT1	0
AGPAT5	0
AGPS	0
AGR2	34
AGR3	0
AGRN	449
AGRP	0
AGT	0
AGTPBP1	1
AGTR1	1
AGTR2	0
AGTRAP	24
AGXT	0
AGXT2	0
AHCTF1	0
AHCTF1P1	1
AHCY	9
AHCYL1	23
AHCYL2	31
AHDC1	56
AHI1	10
AHNAK	948
AHNAK2	194
AHR	337
AHRR	1
AHSA1	33
AHSA2	118
AHSG	0
AHSP	0
AICDA	3
AIDA	0
AIF1	0
AIF1L	11
AIFM1	1
AIFM2	7
AIFM3	0
AIG1	14
AIM1	20
AIM1L	9
AIM2	0
AIMP1	31
AIMP2	2
AIP	5
AIPL1	0
AIRE	1
AIRN	0
AJAP1	3
AJUBA	3
AK1	14
AK2	1
AK3	7
AK4	0
AK5	0
AK6	0
AK7	127
AK8	7
AK9	509
AKAP1	11
AKAP10	8
AKAP11	2
AKAP12	1
AKAP13	121
AKAP14	2
AKAP17A	147
AKAP2	2
AKAP3	0
AKAP4	0
AKAP5	3
AKAP6	17
AKAP7	0
AKAP8	252
AKAP8L	496
AKAP9	36
AKIP1	4
AKIRIN1	2
AKIRIN2	6
AKNA	155
AKNAD1	0
AKR1A1	35
AKR1B1	7
AKR1B10	3
AKR1B15	0
AKR1C1	61
AKR1C2	158
AKR1C3	0
AKR1C4	0
AKR1C6P	0
AKR1C8P	0
AKR1D1	0
AKR1E2	0
AKR7A2	6
AKR7A2P1	0
AKR7A3	0
AKR7L	0
AKT1	77
AKT1S1	5
AKT2	22
AKT3	0
AKTIP	8
ALAD	1
ALAS1	14
ALAS2	0
ALB	0
ALCAM	161
ALDH16A1	11
ALDH18A1	0
ALDH1A1	260
ALDH1A2	2
ALDH1A3	30
ALDH1B1	0
ALDH1L1	13
ALDH1L1_AS1	0
ALDH1L1_AS2	0
ALDH1L2	0
ALDH2	4
ALDH3A1	454
ALDH3A2	48
ALDH3B1	286
ALDH3B2	3
ALDH4A1	3
ALDH5A1	16
ALDH6A1	8
ALDH7A1	33
ALDH8A1	0
ALDH9A1	1
ALDOA	169
ALDOB	0
ALDOC	0
ALG1	5
ALG10	0
ALG10B	2
ALG11	0
ALG12	0
ALG13	16
ALG14	0
ALG1L	1
ALG1L2	0
ALG1L9P	0
ALG2	4
ALG3	8
ALG5	0
ALG6	0
ALG8	16
ALG9	1
ALK	5
ALKBH1	9
ALKBH2	15
ALKBH3	5
ALKBH3_AS1	0
ALKBH4	1
ALKBH5	75
ALKBH6	10
ALKBH7	0
ALKBH8	0
ALLC	0
ALMS1	8
ALMS1_IT1	14
ALMS1P	0
ALOX12	7
ALOX12_AS1	0
ALOX12B	0
ALOX12P2	15
ALOX15	1749
ALOX15B	0
ALOX15P1	0
ALOX5	3
ALOX5AP	0
ALOXE3	0
ALPI	0
ALPK1	23
ALPK2	0
ALPK3	18
ALPL	9
ALPP	0
ALPPL2	0
ALS2	3
ALS2CL	137
ALS2CR11	0
ALS2CR12	10
ALX1	0
ALX3	0
ALX4	4
ALYREF	15
AMACR	0
AMBN	0
AMBP	12
AMBRA1	15
AMD1	0
AMDHD1	0
AMDHD2	34
AMELX	0
AMELY	0
AMER1	11
AMER2	13
AMER3	0
AMFR	79
AMH	5
AMHR2	0
AMICA1	10
AMIGO1	0
AMIGO2	0
AMIGO3	1
AMMECR1	2
AMMECR1L	23
AMN	8
AMN1	0
AMOT	0
AMOTL1	7
AMOTL2	59
AMPD1	0
AMPD2	9
AMPD3	27
AMPH	0
AMT	0
AMTN	0
AMY1A	0
AMY1B	0
AMY1C	0
AMY2A	0
AMY2B	0
AMZ1	1
AMZ2	2
AMZ2P1	0
ANAPC1	3
ANAPC10	0
ANAPC11	19
ANAPC13	3
ANAPC15	0
ANAPC16	536
ANAPC1P1	0
ANAPC2	76
ANAPC4	8
ANAPC5	11
ANAPC7	18
ANG	0
ANGEL1	11
ANGEL2	10
ANGPT1	0
ANGPT2	1
ANGPT4	0
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	13
ANGPTL5	0
ANGPTL6	2
ANGPTL7	0
ANHX	0
ANK1	3
ANK2	0
ANK3	42
ANKAR	0
ANKDD1A	7
ANKDD1B	107
ANKEF1	1
ANKFN1	1
ANKFY1	37
ANKH	0
ANKHD1	0
ANKHD1_EIF4EBP3	0
ANKIB1	19
ANKK1	34
ANKLE1	0
ANKLE2	10
ANKMY1	87
ANKMY2	0
ANKRA2	0
ANKRD1	0
ANKRD10	0
ANKRD11	292
ANKRD12	7
ANKRD13A	35
ANKRD13B	1
ANKRD13C	0
ANKRD13D	75
ANKRD16	27
ANKRD17	140
ANKRD18A	0
ANKRD18B	0
ANKRD18DP	0
ANKRD19P	0
ANKRD2	0
ANKRD20A1	0
ANKRD20A11P	8
ANKRD20A12P	0
ANKRD20A19P	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0
ANKRD20A5P	2
ANKRD20A8P	0
ANKRD20A9P	1
ANKRD22	0
ANKRD23	67
ANKRD24	7
ANKRD26	5
ANKRD26P1	0
ANKRD26P3	3
ANKRD27	8
ANKRD28	0
ANKRD29	0
ANKRD30A	0
ANKRD30B	0
ANKRD30BL	1
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	3
ANKRD33	0
ANKRD33B	0
ANKRD34A	9
ANKRD34B	0
ANKRD34C	0
ANKRD34C_AS1	0
ANKRD35	49
ANKRD36	0
ANKRD36B	0
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	11
ANKRD37	3
ANKRD39	0
ANKRD40	8
ANKRD42	140
ANKRD44	22
ANKRD44_IT1	0
ANKRD45	9
ANKRD46	0
ANKRD49	0
ANKRD50	17
ANKRD52	20
ANKRD53	7
ANKRD54	49
ANKRD55	0
ANKRD6	15
ANKRD60	0
ANKRD61	0
ANKRD62	3
ANKRD62P1_PARP4P3	0
ANKRD63	1
ANKRD65	83
ANKRD66	5
ANKRD7	0
ANKRD9	33
ANKS1A	83
ANKS1B	0
ANKS3	4
ANKS4B	0
ANKS6	11
ANKUB1	0
ANKZF1	13
ANLN	0
ANO1	0
ANO1_AS2	0
ANO10	0
ANO2	2
ANO3	0
ANO4	0
ANO5	0
ANO6	2
ANO7	0
ANO8	18
ANO9	49
ANOS1	0
ANP32A	238
ANP32A_IT1	0
ANP32AP1	0
ANP32B	1697
ANP32C	0
ANP32D	0
ANP32E	150
ANPEP	27
ANTXR1	7
ANTXR2	4
ANTXRL	0
ANTXRLP1	0
ANXA1	166
ANXA10	0
ANXA11	72
ANXA13	0
ANXA2	37
ANXA2P1	3
ANXA2P2	4
ANXA2P3	0
ANXA2R	0
ANXA3	6
ANXA4	0
ANXA5	1
ANXA6	0
ANXA7	3
ANXA8	2
ANXA8L1	0
ANXA9	1
AOAH	0
AOAH_IT1	0
AOC1	0
AOC2	0
AOC3	2
AOC4P	0
AOX1	0
AOX2P	0
AP1AR	7
AP1B1	84
AP1B1P1	0
AP1G1	11
AP1G2	30
AP1M1	10
AP1M2	2
AP1S1	4
AP1S2	0
AP1S3	221
AP2A1	3
AP2A2	28
AP2B1	19
AP2M1	17
AP2S1	2
AP3B1	111
AP3B2	44
AP3D1	334
AP3M1	0
AP3M2	0
AP3S1	3
AP3S2	0
AP4B1	4
AP4B1_AS1	0
AP4E1	9
AP4M1	5
AP4S1	17
AP5B1	69
AP5M1	0
AP5S1	10
AP5Z1	31
APAF1	1
APBA1	0
APBA2	8
APBA3	1
APBB1	1
APBB1IP	0
APBB2	3
APBB3	3
APC	1
APC2	97
APCDD1	34
APCDD1L	0
APCDD1L_AS1	0
APCS	0
APEH	6
APELA	0
APEX1	40
APEX2	1
APH1A	16
APH1B	0
API5	0
APIP	0
APITD1	0
APITD1_CORT	0
APLF	0
APLN	0
APLNR	0
APLP1	3
APLP2	439
APMAP	2
APOA1	0
APOA1_AS	0
APOA1BP	26
APOA2	0
APOA4	0
APOA5	0
APOB	0
APOBEC1	0
APOBEC2	0
APOBEC3A	1
APOBEC3A_B	0
APOBEC3B	0
APOBEC3B_AS1	0
APOBEC3C	4
APOBEC3D	3
APOBEC3F	190
APOBEC3G	3
APOBEC3H	0
APOBEC4	3
APOBR	75
APOC1	0
APOC1P1	0
APOC2	0
APOC3	0
APOC4	0
APOC4_APOC2	0
APOD	4
APOE	86
APOF	5
APOH	0
APOL1	9799
APOL2	43
APOL3	15
APOL4	0
APOL5	0
APOL6	155
APOLD1	10
APOM	0
APOO	0
APOOL	9
APOOP5	0
APOPT1	22
APP	246
APPBP2	25
APPL1	75
APPL2	17
APRT	0
APTR	11
APTX	4
AQP1	0
AQP10	0
AQP11	0
AQP12A	0
AQP12B	0
AQP2	0
AQP3	192
AQP4	4
AQP4_AS1	8
AQP5	37
AQP6	2
AQP7	2
AQP7P1	0
AQP7P3	0
AQP8	0
AQP9	0
AQR	31
AR	7
ARAF	21
ARAP1	147
ARAP2	5
ARAP3	8
ARC	1
ARCN1	6
AREG	0
AREL1	0
ARF1	23
ARF3	60
ARF4	0
ARF5	8
ARF6	323
ARFGAP1	19
ARFGAP2	54
ARFGAP3	2
ARFGEF1	18
ARFGEF2	31
ARFGEF3	46
ARFIP1	7
ARFIP2	64
ARFRP1	13
ARG1	0
ARG2	0
ARGFX	2
ARGFXP2	0
ARGLU1	275
ARHGAP1	17
ARHGAP10	0
ARHGAP11A	63
ARHGAP11B	0
ARHGAP12	1
ARHGAP15	34
ARHGAP17	29
ARHGAP18	60
ARHGAP19	0
ARHGAP19_SLIT1	0
ARHGAP20	5
ARHGAP21	225
ARHGAP22	0
ARHGAP23	84
ARHGAP24	12
ARHGAP25	7
ARHGAP26	104
ARHGAP26_AS1	0
ARHGAP26_IT1	0
ARHGAP27	66
ARHGAP28	0
ARHGAP29	16
ARHGAP30	30
ARHGAP31	8
ARHGAP31_AS1	0
ARHGAP32	5
ARHGAP33	19
ARHGAP35	25
ARHGAP36	0
ARHGAP39	83
ARHGAP4	35
ARHGAP40	0
ARHGAP42	0
ARHGAP44	43
ARHGAP5	84
ARHGAP5_AS1	0
ARHGAP6	2
ARHGAP8	2
ARHGAP9	5
ARHGDIA	108
ARHGDIB	17
ARHGDIG	4
ARHGEF1	154
ARHGEF10	0
ARHGEF10L	102
ARHGEF11	17
ARHGEF12	6
ARHGEF15	0
ARHGEF16	41
ARHGEF17	24
ARHGEF18	129
ARHGEF19	2
ARHGEF2	41
ARHGEF25	0
ARHGEF26	0
ARHGEF26_AS1	0
ARHGEF28	19
ARHGEF3	1
ARHGEF3_AS1	0
ARHGEF33	2
ARHGEF34P	0
ARHGEF35	0
ARHGEF37	14
ARHGEF38	0
ARHGEF38_IT1	0
ARHGEF39	1
ARHGEF4	78
ARHGEF40	8
ARHGEF5	14
ARHGEF6	0
ARHGEF7	8
ARHGEF7_AS1	0
ARHGEF7_AS2	0
ARHGEF9	0
ARHGEF9_IT1	0
ARID1A	47
ARID1B	42
ARID2	6
ARID3A	0
ARID3B	6
ARID3C	0
ARID4A	13
ARID4B	348
ARID5A	2
ARID5B	10
ARIH1	112
ARIH2	6
ARIH2OS	12
ARL1	54
ARL10	0
ARL11	28
ARL13A	0
ARL13B	16
ARL14	0
ARL14EP	8
ARL14EPL	0
ARL15	0
ARL16	9
ARL17A	0
ARL17B	0
ARL2	0
ARL2_SNX15	0
ARL2BP	0
ARL3	32
ARL4A	13
ARL4C	4
ARL4D	30
ARL5A	3
ARL5B	0
ARL5C	0
ARL6	16
ARL6IP1	43
ARL6IP4	125
ARL6IP5	1
ARL6IP6	3
ARL8A	22
ARL8B	31
ARL9	0
ARMC1	0
ARMC10	7
ARMC12	0
ARMC2	8
ARMC2_AS1	0
ARMC3	63
ARMC4	10
ARMC5	3
ARMC6	0
